"LastModifiedDate","VisitorId","PlannedVisitEndTime","RetailStore_Id","RetailStore_Account_Industry","Visitor_UserType","Name","RetailStore_PrimaryContact_Description","Visitor_FullPhotoUrl","RetailStore_RetailStoreGroup_Name","RetailStore_Account_Parent_Account_Names","CreatedById","RetailStore_Account_AccountSource","Visitor_ParentPath","RetailStore_AccountId","RetailStore_Location_Address_City","RetailStore_Location_Address_PostalCode","StatusRemarks","RetailStore_RetailStoreGroup_Description","RetailStore_Description","Status","ActualVisitEndTime","PlaceId","IsDeleted","ActualVisitStartTime","ActualVisitStartTime_YearMonthDay","RetailStore_RetailLocationGroupId","RetailStore_Location_Address_State","Visitor_Parents","RetailStore_PrimaryContact_Department","Visitor_UniqueUserName","PlannedVisitStartTime","Visitor_Name","RetailStore_Name","RetailStore_Priority","CreatedDate","RetailStore_PrimaryContact_MobilePhone","RetailStore_PrimaryContact_Name","Visitor_Computed_ParentID","Id","RetailStore_Account_Name","InstructionDescription","RetailStore_StoreType","RetailStore_Account_Parent_Account_NamesPath","VisitPriority","Visitor_Role_Name","OwnerId","RetailStore_PrimaryContactId","Visitor_SmallPhotoUrl","RetailStore_Location_Name","RetailStore_RetailStoreGroupName_Custom","Visitor_Username","RetailStore_PrimaryContact_Email","RetailStore_Account_Type","LastProcessedDate","RetailStore_Location_Address_Country","SystemModstamp","RetailStore_Location_Address_Name","Visitor_ManagerId","Visitor_Role_ParentRoleId","RetailStore_DeliveryMethod","RetailStore_Account_Phone","LastModifiedById","RetailStore_PrimaryContact_Phone","ActualVisitDuration","RetailStore_DeliveryFrequency","RetailStore_Account_AnnualRevenue","RetailStore_Location_LocationLevel","PlannedVisitDuration"
"2021-04-21","005B0000007DFGIIA4","2019-07-15","0YQB00000004E0pOAE","Manufacturing","Standard","00000052",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/F","Midwest","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4pwIAD","Sioux Falls","57105",,"Description of Dmart Location Group 2",,"Completed","2019-07-15","0YQB00000004E0pOAE","false","2019-07-15","2019-01-16","0Y2B00000004DVxKAM","SD","00EB0000000gPdpMAE",,"Wendy Keener","2019-07-15","Wendy Keener","Fare Merchants - Gold Coast","High","2021-04-21",,"Mattie Poquette","00EB0000000gPdpMAE","0Z5B00000004ScYKAU","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","High","Sales Manager","005B0000007GkqyIAC","003B000000HndC4IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/T","Dmart Location 2","Midwest","wendywest.y79rl7auqo4w@cga228dev.demo","mattie@aol.com",,"2021-01-26","Minnehaha","2021-04-21","A00000009","005B0000007DFGOIA4","00EB0000000gPdpMAE","Truck",,"005B0000007GkqyIAC","602-277-4385",20,2,0,1,20
"2021-04-21","005B0000007DFGHIA4","2019-09-26","0YQB00000004E17OAE","Finance","Standard","00000271",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rnIAD","Hamilton","45011",,"Description of Dmart Location Group 3",,"Completed","2020-09-26","0YQB00000004E17OAE","false","2020-09-26","2020-03-30","0Y2B00000004DVwKAM","OH","00EB0000000gPdpMAE",,"Chantelle Arceo","2019-09-26","Chantelle Arceo","Fare Merchants - Irving","Low","2021-04-21",,"Veronika Inouye","00EB0000000gPdpMAE","0Z5B00000004ScZKAU","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","Sales Manager","005B0000007GkqyIAC","003B000000HndCAIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 20","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","vinouye@aol.com",,"2021-01-26","Butler","2021-04-21","A00000005","005B0000007DFG7IAO","00EB0000000gPdpMAE","Van",,"005B0000007DFG6IAO","408-540-1785",43,7,0,1,43
"2021-04-21","005B0000007DFGIIA4","2020-02-17","0YQB00000004E13OAE","Construction","Standard","00000142",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rsIAD","Albany","12204",,"Description of Dmart Location Group 2",,"Completed","2020-02-17","0YQB00000004E13OAE","false","2020-02-16","2019-08-20","0Y2B00000004DVxKAM","NY","00EB0000000gPdpMAE",,"Wendy Keener","2020-02-16","Wendy Keener","Nutrition Stop - Hillsdale","Low","2021-04-21",,"Lenna Paprocki","00EB0000000gPdpMAE","0Z5B00000004ScaKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High","Sales Manager","005B0000007GkqyIAC","003B000000HndBsIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/T","Dmart Location 25","Midwest","wendywest.y79rl7auqo4w@cga228dev.demo","lpaprocki@hotmail.com",,"2021-01-26","Albany","2021-04-21","A00000024","005B0000007DFGOIA4","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","907-385-4412",89,5,0,1,89
"2021-04-21","005B0000007DFGMIA4","2020-10-17","0YQB00000004E17OAE","Finance","Standard","00000096",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rnIAD","Hamilton","45011",,"Description of Dmart Location Group 3",,"Completed","2020-10-17","0YQB00000004E17OAE","false","2020-10-17","2020-04-20","0Y2B00000004DVwKAM","OH","00EB0000000gPdpMAE",,"Kasey Kippley","2020-10-17","Kasey Kippley","Fare Merchants - Irving","Low","2021-04-21",,"Veronika Inouye","00EB0000000gPdqMAE","0Z5B00000004ScbKAE","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndCAIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/T","Dmart Location 20","Northeast","kaseycentral.u5vhcdme3b3i@cga228dev.demo","vinouye@aol.com",,"2021-01-26","Butler","2021-04-21","A00000005","005B0000007DFG7IAO","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","408-540-1785",61,7,0,1,61
"2021-04-21","005B0000007DFGQIA4","2020-06-11","0YQB0000000PDybOAG","Construction","Standard","00000340",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rsIAD","San Jose","95111",,"Description of Dmart Location Group 4",,"Completed","2020-06-11","0YQB00000004E11OAE","false","2020-06-11","2019-12-14","0Y2B00000004DW0KAM","CA","00EB0000000gPdpMAE",,"Ely Fortino","2020-06-11","Ely Fortino","Alpine Nutrition Outlet (Hayward)","Medium","2021-04-21",,"Sage Wieser","00EB0000000gPdqMAE","0Z5B00000004SccKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndBxIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 15","South","elywest.dw9ln1exampi@cga228dev.demo","sage_wieser@cox.net",,"2021-01-26","Santa Clara","2021-04-21","A00000022","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","605-414-2147",41,3,0,1,41
"2021-04-21","005B0000007DFGPIA4","2019-01-05","0YQB00000004E0wOAE","Construction","Standard","00000309",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/F","Bay Area","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rsIAD","Phoenix","85013",,"Description of Dmart Location Group 1",,"Completed","2019-01-05","0YQB00000004E0wOAE","false","2019-01-05","2018-07-09","0Y2B00000004DVzKAM","AZ","00EB0000000gPdpMAE",,"Bill Malley","2019-01-05","Bill Malley","Rondel Store - Chicago South Loop","Low","2021-04-21",,"Maryann Royster","00EB0000000gPdqMAE","0Z5B00000004ScdKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndCCIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/T","Dmart Location 9","Bay Area","billeast.cnhkgac2k0xw@cga228dev.demo","mroyster@royster.com",,"2021-01-26","Maricopa","2021-04-21","A00000016","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","518-966-7987",65,5,0,1,65
"2021-04-21","005B0000007DFGOIA4","2020-01-25","0YQB00000004E0vOAE","Food & Beverage","Standard","00000458",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/F","West","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4raIAD","Laredo","78045",,"Description of Dmart Location Group 5",,"Completed","2020-01-25","0YQB00000004E0vOAE","false","2020-01-25","2019-07-29","0Y2B00000004DVyKAM","TX",,,"Ricky Coyier","2020-01-25","Ricky Coyier","Rondel Store - Chicago Streeterville","Low","2021-04-21",,"Alisha Slusarski",,"0Z5B00000004SceKAE","Rondel","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Medium",,"005B0000007GkqyIAC","003B000000HndCDIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FJ/T","Dmart Location 8","West","rickyeast.00smg9iqf3tm@cga228dev.demo","alisha@slusarski.com",,"2021-01-26","Webb","2021-04-21","A00000015","005B0000007DFG7IAO",,"Van",,"005B0000007GkqyIAC","732-658-3154",42,5,0,1,42
"2021-04-21","005B0000007DFGJIA4","2020-08-20","0YQB00000004E0vOAE","Food & Beverage","Standard","00000133",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","West","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4raIAD","Laredo","78045",,"Description of Dmart Location Group 5",,"Completed","2020-08-20","0YQB00000004E0vOAE","false","2020-08-20","2020-02-22","0Y2B00000004DVyKAM","TX",,,"Vince Breland","2020-08-20","Vince Breland","Rondel Store - Chicago Streeterville","Low","2021-04-21",,"Alisha Slusarski",,"0Z5B00000004ScfKAE","Rondel","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndCDIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","Dmart Location 8","West","vincewest.etys9pocsgvv@cga228dev.demo","alisha@slusarski.com",,"2021-01-26","Webb","2021-04-21","A00000015","005B0000007DFGOIA4",,"Van",,"005B0000007DFG6IAO","732-658-3154",17,5,0,1,17
"2021-04-21","005B0000007DFGIIA4","2019-05-13","0YQB00000004E0yOAE","Finance","Standard","00000062",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rnIAD","Taylor","48180",,"Description of Dmart Location Group 2",,"Completed","2019-05-13","0YQB00000004E0yOAE","false","2019-05-13","2018-11-14","0Y2B00000004DVxKAM","MI","00EB0000000gPdpMAE",,"Wendy Keener","2019-05-13","Wendy Keener","Alpine Nutrition - Glendale","Low","2021-04-21",,"Mitsue Tollner","00EB0000000gPdpMAE","0Z5B00000004ScgKAE","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium","Sales Manager","005B0000007GkqyIAC","003B000000HndBvIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FD/T","Dmart Location 12","Midwest","wendywest.y79rl7auqo4w@cga228dev.demo","mitsue_tollner@yahoo.com",,"2021-01-26","Wayne","2021-04-21","A00000019","005B0000007DFGOIA4","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","773-573-6914",27,3,0,1,27
"2021-04-21","005B0000007DFGPIA4","2019-09-14","0YQB0000000PDyfOAG","Transportation","Standard","00000439",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/F","Bay Area","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rpIAD",,,,"Description of Dmart Location Group 1",,"Completed","2019-09-14","0YQB00000004E10OAE","false","2019-09-14","2019-03-18","0Y2B00000004DVzKAM",,"00EB0000000gPdpMAE",,"Bill Malley","2019-09-14","Bill Malley","NTO Store - Noe Valley","High","2021-04-21",,"Kiley Caldarera","00EB0000000gPdqMAE","0Z5B00000004SchKAE","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndC1IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FK/T","Location","Bay Area","billeast.cnhkgac2k0xw@cga228dev.demo","kiley.caldarera@aol.com",,"2021-01-26",,"2021-04-21",,"NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","310-498-5651",70,1,0,1,70
"2021-04-21","005B0000007DFGKIA4","2020-02-25","0YQB00000004E0wOAE","Construction","Standard","00000334",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/F","Bay Area","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rsIAD","Phoenix","85013",,"Description of Dmart Location Group 1",,"Completed","2020-02-25","0YQB00000004E0wOAE","false","2020-02-25","2019-08-29","0Y2B00000004DVzKAM","AZ",,,"Cindy Timmel","2020-02-25","Cindy Timmel","Rondel Store - Chicago South Loop","Low","2021-04-21",,"Maryann Royster",,"0Z5B00000004SciKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndCCIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/T","Dmart Location 9","Bay Area","cindycentral.xvexzdli7eny@cga228dev.demo","mroyster@royster.com",,"2021-01-26","Maricopa","2021-04-21","A00000016","005B0000007DFG7IAO",,"Van",,"005B0000007GkqyIAC","518-966-7987",22,5,0,1,22
"2021-04-21","005B0000007DFGQIA4","2018-12-18","0YQB00000004E0sOAE","Transportation","Standard","00000430",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rpIAD","Middle Island","11953",,"Description of Dmart Location Group 4",,"Completed","2018-12-18","0YQB00000004E0sOAE","false","2018-12-18","2018-06-21","0Y2B00000004DW0KAM","NY","00EB0000000gPdpMAE",,"Ely Fortino","2018-12-18","Ely Fortino","Nutrition Stop - Gainesville","Low","2021-04-21",,"Leota Dilliard","00EB0000000gPdqMAE","0Z5B00000004ScjKAE","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndBwIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 5","South","elywest.dw9ln1exampi@cga228dev.demo","leota@hotmail.com",,"2021-01-26","Suffolk","2021-04-21","A00000012","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","408-752-3500",43,7,0,1,43
"2021-04-21","005B0000007DFGHIA4","2019-09-02","0YQB00000004E12OAE","Construction","Standard","00000241",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rsIAD","Irving","75062",,"Description of Dmart Location Group 3",,"Completed","2019-09-02","0YQB00000004E12OAE","false","2019-09-02","2019-03-06","0Y2B00000004DVwKAM","TX","00EB0000000gPdpMAE",,"Chantelle Arceo","2019-09-02","Chantelle Arceo","Alpine Nutrition - San Francisco","Low","2021-04-21",,"Kris Marrier","00EB0000000gPdpMAE","0Z5B00000004SckKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","High","Sales Manager","005B0000007GkqyIAC","003B000000HndByIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 16","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","kris@gmail.com",,"2021-01-26","Dallas","2021-04-21","A00000023","005B0000007DFG7IAO","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","410-655-8723",62,5,0,1,62
"2021-04-21","005B0000007DFGLIA4","2020-06-04","0YQB00000004E0xOAE","Construction","Standard","00000435",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/F","South","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rsIAD","Mc Minnville","37110",,"Description of Dmart Location Group 4",,"Completed","2020-06-04","0YQB00000004E0xOAE","false","2020-06-04","2019-12-07","0Y2B00000004DW0KAM","TN",,,"Vanessa Riden","2020-06-04","Vanessa Riden","Rondel Store - Evanston","High","2021-04-21",,"Graciela Ruta",,"0Z5B00000004SclKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Low",,"005B0000007GkqyIAC","003B000000HndC2IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FG/T","Dmart Location 10","South","vanessacentral.3oinruaiuzfj@cga228dev.demo","gruta@cox.net",,"2021-01-26","Warren","2021-04-21","A00000017","NA",,"Truck",,"005B0000007GkqyIAC","440-780-8425",44,2,0,1,44
"2021-04-21","005B0000007DFGMIA4","2018-11-07","0YQB00000004E12OAE","Construction","Standard","00000516",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rsIAD","Irving","75062",,"Description of Dmart Location Group 3",,"Completed","2018-11-07","0YQB00000004E12OAE","false","2018-11-07","2018-05-11","0Y2B00000004DVwKAM","TX","00EB0000000gPdpMAE",,"Kasey Kippley","2018-11-07","Kasey Kippley","Alpine Nutrition - San Francisco","Low","2021-04-21",,"Kris Marrier","00EB0000000gPdqMAE","0Z5B00000004ScmKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndByIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/T","Dmart Location 16","Northeast","kaseycentral.u5vhcdme3b3i@cga228dev.demo","kris@gmail.com",,"2021-01-26","Dallas","2021-04-21","A00000023","005B0000007DFG7IAO","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","410-655-8723",86,5,0,1,86
"2021-04-21","005B0000007DFGNIA4","2020-01-25","0YQB00000004E0yOAE","Finance","Standard","00000087",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/F","Midwest","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rnIAD","Taylor","48180",,"Description of Dmart Location Group 2",,"Completed","2020-01-25","0YQB00000004E0yOAE","false","2020-01-25","2019-07-29","0Y2B00000004DVxKAM","MI","00EB0000000gPdpMAE",,"Valerie Juhas","2020-01-25","Valerie Juhas","Alpine Nutrition - Glendale","Low","2021-04-21",,"Mitsue Tollner","00EB0000000gPdqMAE","0Z5B00000004ScnKAE","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndBvIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FI/T","Dmart Location 12","Midwest","valerieeast.siu4krkqhrgs@cga228dev.demo","mitsue_tollner@yahoo.com",,"2021-01-26","Wayne","2021-04-21","A00000019","NA","00EB0000000gPdqMAE","Van",,"005B0000007GkqyIAC","773-573-6914",40,3,0,1,40
"2021-04-21","005B0000007DFGQIA4","2019-12-03","0YQB00000004E0xOAE","Construction","Standard","00000060",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/F","South","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4rsIAD","Mc Minnville","37110",,"Description of Dmart Location Group 4",,"Completed","2019-12-03","0YQB00000004E0xOAE","false","2019-12-03","2019-06-06","0Y2B00000004DW0KAM","TN","00EB0000000gPdpMAE",,"Ely Fortino","2019-12-03","Ely Fortino","Rondel Store - Evanston","High","2021-04-21",,"Graciela Ruta","00EB0000000gPdqMAE","0Z5B00000004ScoKAE","Nutrition Stop","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Low","SalesRep","005B0000007GkqyIAC","003B000000HndC2IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FL/T","Dmart Location 10","South","elywest.dw9ln1exampi@cga228dev.demo","gruta@cox.net",,"2021-01-26","Warren","2021-04-21","A00000017","NA","00EB0000000gPdqMAE","Truck",,"005B0000007GkqyIAC","440-780-8425",44,2,0,1,44
"2021-04-21","005B0000007DFGHIA4","2020-11-11","0YQB00000004E17OAE","Finance","Standard","00000221",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rnIAD","Hamilton","45011",,"Description of Dmart Location Group 3",,"Completed","2020-11-11","0YQB00000004E17OAE","false","2020-11-11","2020-05-15","0Y2B00000004DVwKAM","OH","00EB0000000gPdpMAE",,"Chantelle Arceo","2020-11-11","Chantelle Arceo","Fare Merchants - Irving","Low","2021-04-21",,"Veronika Inouye","00EB0000000gPdpMAE","0Z5B00000004ScpKAE","Fare Merchants","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium","Sales Manager","005B0000007GkqyIAC","003B000000HndCAIAZ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 20","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","vinouye@aol.com",,"2021-01-26","Butler","2021-04-21","A00000005","005B0000007DFG7IAO","00EB0000000gPdpMAE","Van",,"005B0000007GkqyIAC","408-540-1785",79,7,0,1,79
"2021-04-21","005B0000007DFGJIA4","2020-05-20","0YQB0000000PDycOAG","Food & Beverage","Standard","00000503",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/F","West","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4raIAD","Baltimore","21224",,"Description of Dmart Location Group 5",,"Completed","2020-05-20","0YQB00000004E0qOAE","false","2020-05-20","2019-11-22","0Y2B00000004DVyKAM","MD",,,"Vince Breland","2020-05-20","Vince Breland","NTO Store - Berkeley","Medium","2021-04-21",,"Cammy Albares",,"0Z5B00000004ScqKAE","Rondel","Please complete the visit and collect all the KPIs","Regular","Nutrition Stop/Alpine Nutrition/Northern Trail Outfitters","Medium",,"005B0000007GkqyIAC","003B000000HndC3IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FE/T","Dmart Location 3","West","vincewest.etys9pocsgvv@cga228dev.demo","calbares@gmail.com",,"2021-01-26","Baltimore City","2021-04-21","A00000010","005B0000007DFGOIA4",,"Truck",,"005B0000007GkqyIAC","956-537-6195",40,10,0,1,40
"2021-04-21","005B0000007DFGHIA4","2019-02-03","0YQB00000004E0nOAE","Transportation","Standard","00000311",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/F","Northeast","Alpine Nutrition","005B0000007GkqyIAC",,"00EB0000000gPdpMAE","001B000001LY4rpIAD","Milwaukee","53207",,"Description of Dmart Location Group 3",,"Completed","2019-02-03","0YQB00000004E0nOAE","false","2019-02-03","2018-08-07","0Y2B00000004DVwKAM","WI","00EB0000000gPdpMAE",,"Chantelle Arceo","2019-02-03","Chantelle Arceo","Alpine Nutrition - Austin","Medium","2021-04-21",,"Art Venere","00EB0000000gPdpMAE","0Z5B00000004ScrKAE","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","Medium","Sales Manager","005B0000007GkqyIAC","003B000000HndBrIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FC/T","Dmart Location 11","Northeast","chantellerep.cmab9m46tabm@cga228dev.demo","art@venere.org",,"2021-01-26","Milwaukee","2021-04-21","A00000018","005B0000007DFG7IAO","00EB0000000gPdpMAE","Truck",,"005B0000007GkqyIAC","856-636-8749",78,10,0,1,78
"2021-04-21","005B0000007DFGMIA4","2020-09-01","0YQB00000004E0oOAE","Manufacturing","Standard","00000526",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/F","Northeast","Northern Trail Outfitters","005B0000007GkqyIAC",,"00EB0000000gPdqMAE/00EB0000000gPdpMAE","001B000001LY4pwIAD","New Orleans","70116",,"Description of Dmart Location Group 3",,"Completed","2020-09-01","0YQB00000004E0oOAE","false","2020-09-01","2020-03-05","0Y2B00000004DVwKAM","LA","00EB0000000gPdpMAE",,"Kasey Kippley","2020-09-01","Kasey Kippley","Fare Merchants - Brooklyn","Low","2021-04-21",,"Edward Stamos","00EB0000000gPdqMAE","0Z5B00000004ScsKAE","Northern Trail Outfitters","Please complete the visit and collect all the KPIs","Regular","Northern Trail Outfitters","High","SalesRep","005B0000007GkqyIAC","003B000000HndBjIAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FH/T","Dmart Location 1","Northeast","kaseycentral.u5vhcdme3b3i@cga228dev.demo","info@salesforce.com",,"2021-01-26","Orleans","2021-04-21","A00000001","005B0000007DFG7IAO","00EB0000000gPdqMAE","Van",,"005B0000007DFG6IAO","(212) 555-5555",50,5,0,1,50
"2021-04-21","005B0000007DFGKIA4","2020-06-28","0YQB0000000PDyfOAG","Transportation","Standard","00000514",,"https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/F","Bay Area","Alpine Nutrition","005B0000007GkqyIAC",,,"001B000001LY4rpIAD",,,,"Description of Dmart Location Group 1",,"Completed","2020-06-28","0YQB00000004E10OAE","false","2020-06-28","2019-12-31","0Y2B00000004DVzKAM",,,,"Cindy Timmel","2020-06-28","Cindy Timmel","NTO Store - Noe Valley","High","2021-04-21",,"Kiley Caldarera",,"0Z5B00000004SctKAE","Alpine Nutrition","Please complete the visit and collect all the KPIs","Regular","Alpine Nutrition/Northern Trail Outfitters","High",,"005B0000007GkqyIAC","003B000000HndC1IAJ","https://cganalytics2282--c.documentforce.com/profilephoto/729B0000000C3FF/T","Location","Bay Area","cindycentral.xvexzdli7eny@cga228dev.demo","kiley.caldarera@aol.com",,"2021-01-26",,"2021-04-21",,"005B0000007DFG7IAO",,"Van",,"005B0000007GkqyIAC","310-498-5651",26,1,0,1,26
