ACCOUNTAUM,ACCOUNTID,ACCOUNTINVESTMENTEXPERIENCE,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTOWNERNAME,ACCOUNTRECORDTYPENAME,ACCOUNTSERVICEMODEL,ACCOUNTTYPE,ACTIVITYDATE,CREATEDDATE,EVENTSUBTYPE,ID,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSMALLPHOTOURL,OWNERSTATE,PRIORITY,RECORDTYPENAME,REGARDING,STATUS,SUBJECT,TASKSUBTYPE,TYPE,LastProcessedDate
501376.0,0011U00000KuFZnQAN,Experienced,Growth,Millennials,Nina Sparks,Brenda Banker,Household,Tier 3,Customer,2019-08-03,2019-08-26,Event,Activity-1-0011U00000KuFZnQAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Prospecting,Event,Evaluate Refinancing Loan,Event,Other,2020-05-25
1132114.0,0011U00000KuFZoQAN,Experienced,Balanced Growth,Millennials,Reese Valentine,Allen Advisor,Household,Tier 2,Customer,2019-07-31,2019-08-26,Event,Activity-2-0011U00000KuFZoQAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Normal,Advisor Task,Service,Completed,Send Birthday Gift,Task,Meeting,2020-05-25
474050.0,0011U00000KuFZrQAN,Moderately Inexperienced,Balanced Growth,Mass Market,Hector Morton,Brenda Banker,Individual,Tier 1,Customer,2019-07-29,2019-08-26,Event,Activity-1-0011U00000KuFZrQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Send Birthday Gift,Event,Meeting,2020-05-25
534439.0,0011U00000KuFZtQAN,Moderately Inexperienced,Aggressive Growth,Affluent Professionals,Alvin Franco,Brenda Banker,Person Account,Tier 2,Customer,2019-08-13,2019-08-26,Event,Activity-2-0011U00000KuFZtQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Client Retention,Event,Lunch Meeting,Event,Email,2020-05-25
753145.0,0011U00000KuFZwQAN,Inexperienced,Growth,Affluent Professionals,Rhoda Odom,Allen Advisor,Household,Tier 1,Customer,2019-08-07,2019-08-26,Event,Activity-0-0011U00000KuFZwQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Evaluate Refinancing Loan,Event,Meeting,2020-05-25
458353.0,0011U00000KuFZxQAN,Experienced,Income,Retired,Charissa Newton,Chelsea Advisor,Individual,Tier 3,Customer,2019-08-21,2019-08-26,Event,Activity-1-0011U00000KuFZxQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Prospecting,Not Started,Call Charissa Newton,Call,Call,2020-05-25
282065.0,0011U00000KuFZyQAN,Inexperienced,Growth,Mass Market,Lucian Franklin,Chelsea Advisor,Household,Tier 1,Customer,2019-08-14,2019-08-26,Event,Activity-0-0011U00000KuFZyQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Prospecting,In Progress,Discussion,Task,Email,2020-05-25
164696.0,0011U00000KuFa0QAF,Inexperienced,Balanced Growth,Retired,Kelsie Byers,Allen Advisor,Individual,Tier 1,Customer,2019-08-06,2019-08-26,Event,Activity-0-0011U00000KuFa0QAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Prospecting,Event,Discussion,Event,Meeting,2020-05-25
245209.0,0011U00000KuFa1QAF,Experienced,Growth,Retired,Kiayada Francis,Chelsea Advisor,Household,Tier 1,Customer,2019-08-24,2019-08-26,Event,Activity-0-0011U00000KuFa1QAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Service,Event,Summit,Event,Email,2020-05-25
672130.0,0011U00000KuFa2QAF,Inexperienced,Growth,High Net Worth Families,Oliver Tanner,Brenda Banker,Household,Tier 1,Customer,2019-08-24,2019-08-26,Event,Activity-1-0011U00000KuFa2QAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Service,Open,Call Oliver Tanner,Call,Call,2020-05-25
309512.0,0011U00000KuFa8QAF,Moderately Inexperienced,Growth,Millennials,Brooke Lowe,Allen Advisor,Household,Tier 3,Customer,2019-08-21,2019-08-26,Event,Activity-0-0011U00000KuFa8QAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Onboarding,Open,Quarterly Earnings Summary,Task,Meeting,2020-05-25
455999.0,0011U00000KuFaAQAV,Experienced,Growth,High Net Worth Families,Dustin Sheppard,Allen Advisor,Person Account,Tier 3,Customer,2019-08-19,2019-08-26,Event,Activity-1-0011U00000KuFaAQAV,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Prospecting,Event,Sync Up,Event,Email,2020-05-25
384526.0,0011U00000KuFaBQAV,Moderately Experienced,Growth,Mass Market,Hope Peck,Allen Advisor,Household,Tier 2,Customer,2019-08-23,2019-08-26,Event,Activity-0-0011U00000KuFaBQAV,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Prospecting,Event,Sync Up,Event,Other,2020-05-25
627282.0,0011U00000KuFaCQAV,Moderately Inexperienced,Growth,Millennials,Justine Fitzgerald,Chelsea Advisor,Person Account,Tier 1,Customer,2019-08-06,2019-08-26,Call,Activity-1-0011U00000KuFaCQAV,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Service,Event,Call Justine Fitzgerald,Event,Call,2020-05-25
439637.0,0011U00000KuFaGQAV,Moderately Experienced,Growth,High Net Worth Families,Noelani Phelps,Mark Garet,Person Account,Tier 1,Customer,2019-08-01,2019-08-26,Call,Activity-0-0011U00000KuFaGQAV,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Prospecting,Event,Call Noelani Phelps,Event,Call,2020-05-25
621879.0,0011U00000KuFaHQAV,Moderately Experienced,Growth,Millennials,Wing Daugherty,Allen Advisor,Household,Tier 2,Customer,2019-08-01,2019-08-26,Event,Activity-0-0011U00000KuFaHQAV,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Prospecting,Open,Discussion,Task,Email,2020-05-25
230098.0,0011U00000KuFaJQAV,Moderately Inexperienced,Aggressive Growth,Retired,Clinton Merrill,Allen Advisor,Household,Tier 3,Customer,2019-08-14,2019-08-26,Event,Activity-1-0011U00000KuFaJQAV,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Service,Event,Lunch Meeting,Event,Meeting,2020-05-25
240315.0,0011U00000KuFaMQAV,Inexperienced,Aggressive Growth,Millennials,Brent Casey,Allen Advisor,Person Account,Tier 1,Customer,2019-08-13,2019-08-26,Event,Activity-1-0011U00000KuFaMQAV,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Client Retention,Completed,Discussion,Task,Other,2020-05-25
220968.0,0011U00000KuFaNQAV,Moderately Inexperienced,Balanced Growth,Retired,Justina Gutierrez,Chelsea Advisor,Person Account,Tier 1,Customer,2019-07-28,2019-08-26,Event,Activity-0-0011U00000KuFaNQAV,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Client Retention,Event,Lunch Meeting,Event,Other,2020-05-25
365521.0,0011U00000KuFaOQAV,Experienced,Aggressive Growth,Retired,Zachery Hart,Chelsea Advisor,Person Account,Tier 3,Customer,2019-08-17,2019-08-26,Event,Activity-0-0011U00000KuFaOQAV,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Service,Completed,Call Zachery Hart,Call,Call,2020-05-25
381451.0,0011U00000KuFaWQAV,Inexperienced,Income,Mass Market,Chastity Stevens,Mark Garet,Person Account,Tier 1,Customer,2019-07-29,2019-08-26,Event,Activity-0-0011U00000KuFaWQAV,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Client Retention,Completed,Sync Up,Task,Meeting,2020-05-25
3611486.0,0011U00000Kcp1JQAR,Inexperienced,Growth,Millennials,Adams Charitable Trust,Allen Advisor,Individual,Tier 1,Customer,2019-09-05,2019-09-23,Event,Activity-6-0011U00000Kcp1JQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Client Retention,Not Started,Evaluate Refinancing Loan,Task,Meeting,2020-05-25
165924.0,0011U00000KuFa0QAF,Inexperienced,Balanced Growth,Retired,Kelsie Byers,Allen Advisor,Individual,Tier 1,Customer,2019-09-13,2019-09-23,Event,Activity-1-0011U00000KuFa0QAF,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Client Retention,Event,Summit,Event,Other,2020-05-25
622392.0,0011U00000KuFZQQA3,Moderately Experienced,Aggressive Growth,Affluent Professionals,Nero Cortez,Allen Advisor,Person Account,Tier 2,Customer,2019-09-11,2019-09-23,Event,Activity-2-0011U00000KuFZQQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Service,Completed,Summit,Task,Other,2020-05-25
411214.0,0011U00000KuFXzQAN,Experienced,Growth,Millennials,Seth Frost,Chelsea Advisor,Household,Tier 1,Customer,2019-09-09,2019-09-23,Event,Activity-4-0011U00000KuFXzQAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,High,Advisor Task,Onboarding,In Progress,Evaluate Refinancing Loan,Task,Email,2020-05-25
132173.0,0011U00000KuFYnQAN,Inexperienced,Balanced Growth,Millennials,Kirestin Wilkins,Chelsea Advisor,Person Account,Tier 1,Customer,2019-08-27,2019-09-23,Event,Activity-3-0011U00000KuFYnQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Prospecting,Event,Sync Up,Event,Email,2020-05-25
388515.0,0011U00000KuFakQAF,Inexperienced,Balanced Growth,Millennials,Hannah Perkins,Chelsea Advisor,Person Account,Tier 2,Customer,2019-09-18,2019-09-23,Event,Activity-0-0011U00000KuFakQAF,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Client Retention,Completed,Call Hannah Perkins,Call,Call,2020-05-25
182742.0,0011U00000KuFYoQAN,Moderately Experienced,Income,Affluent Professionals,Calvin Rutledge,Brenda Banker,Individual,Tier 3,Customer,2019-09-13,2019-09-23,Event,Activity-2-0011U00000KuFYoQAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Client Retention,Event,Send Birthday Gift,Event,Other,2020-05-25
579408.0,0011U00000KuFY9QAN,Moderately Inexperienced,Income,High Net Worth Families,Ruby Vargas,Brenda Banker,Person Account,Tier 1,Customer,2019-09-19,2019-09-23,Event,Activity-3-0011U00000KuFY9QAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Prospecting,Open,Lunch Meeting,Task,Other,2020-05-25
230506.0,0011U00000KuFaJQAV,Moderately Inexperienced,Aggressive Growth,Retired,Clinton Merrill,Allen Advisor,Household,Tier 3,Customer,2019-08-28,2019-09-23,Event,Activity-2-0011U00000KuFaJQAV,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Normal,Advisor Task,Onboarding,Open,Summit,Task,Meeting,2020-05-25
372694.0,0011U00000KuFaKQAV,Inexperienced,Balanced Growth,Retired,Paki Coleman,Brenda Banker,Person Account,Tier 2,Customer,2019-09-13,2019-09-23,Event,Activity-1-0011U00000KuFaKQAV,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Onboarding,Not Started,Sync Up,Task,Email,2020-05-25
527361.0,0011U00000KuFZ6QAN,Moderately Inexperienced,Income,High Net Worth Families,Ferdinand Jennings,Chelsea Advisor,Person Account,Tier 1,Customer,2019-09-15,2019-09-23,Event,Activity-1-0011U00000KuFZ6QAN,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Event,Advisor Event,Service,Event,Summit,Event,Email,2020-05-25
710591.0,0011U00000KuFXkQAN,Inexperienced,Aggressive Growth,Affluent Professionals,Idola Le,Allen Advisor,Person Account,Tier 2,Customer,2019-09-22,2019-09-23,Call,Activity-5-0011U00000KuFXkQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Prospecting,Event,Call Idola Le,Event,Call,2020-05-25
604872.0,0011U00000KuFZCQA3,Inexperienced,Balanced Growth,Millennials,Edward Wood,Allen Advisor,Person Account,Tier 2,Customer,2019-09-08,2019-09-23,Event,Activity-2-0011U00000KuFZCQA3,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,High,Advisor Task,Service,In Progress,Lunch Meeting,Task,Meeting,2020-05-25
3525820.0,0011U00000Kcp1KQAR,Moderately Experienced,Balanced Growth,Millennials,Adams Household,Chelsea Advisor,Household,Tier 1,Customer,2019-09-14,2019-09-23,Event,Activity-5-0011U00000Kcp1KQAR,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Lunch Meeting,Event,Other,2020-05-25
7658593.0,0011U00000Kcp1OQAR,Experienced,Aggressive Growth,Affluent Professionals,"Smith, Kohl and Company",Allen Advisor,Individual,Tier 3,Customer,2019-09-13,2019-09-23,Event,Activity-3-0011U00000Kcp1OQAR,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,High,Advisor Task,Prospecting,Not Started,Discussion,Task,Other,2020-05-25
498081.0,0011U00000KuFagQAF,Experienced,Balanced Growth,Mass Market,Ashton Fry,Brenda Banker,Person Account,Tier 1,Customer,2019-08-25,2019-09-23,Event,Activity-0-0011U00000KuFagQAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Summit,Event,Email,2020-05-25
280136.0,0011U00000KuFalQAF,Moderately Inexperienced,Balanced Growth,Retired,Eleanor Callahan,Brenda Banker,Person Account,Tier 2,Customer,2019-09-07,2019-09-23,Event,Activity-0-0011U00000KuFalQAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Onboarding,Open,Lunch Meeting,Task,Other,2020-05-25
167533.0,0011U00000KuFa0QAF,Inexperienced,Balanced Growth,Retired,Kelsie Byers,Allen Advisor,Individual,Tier 1,Customer,2019-10-13,2019-10-21,Event,Activity-2-0011U00000KuFa0QAF,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,Normal,Advisor Task,Onboarding,In Progress,Call Kelsie Byers,Call,Call,2020-05-25
54497.0,0011U00000KuFa6QAF,Inexperienced,Aggressive Growth,Millennials,Jason Blanchard,Allen Advisor,Household,Tier 2,Customer,2019-10-18,2019-10-21,Event,Activity-1-0011U00000KuFa6QAF,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Prospecting,Completed,Call Jason Blanchard,Call,Call,2020-05-25
457465.0,0011U00000KuFaAQAV,Experienced,Growth,High Net Worth Families,Dustin Sheppard,Allen Advisor,Person Account,Tier 3,Customer,2019-09-28,2019-10-21,Event,Activity-2-0011U00000KuFaAQAV,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Service,Event,Discussion,Event,Meeting,2020-05-25
67642.0,0011U00000KuFXIQA3,Moderately Experienced,Income,Mass Market,Wallace Summers,Allen Advisor,Person Account,Tier 3,Customer,2019-10-07,2019-10-21,Event,Activity-3-0011U00000KuFXIQA3,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Normal,Advisor Task,Service,In Progress,Quarterly Earnings Summary,Task,Other,2020-05-25
682743.0,0011U00000KuFXRQA3,Moderately Inexperienced,Growth,Affluent Professionals,Sloane Holland,Chelsea Advisor,Person Account,Tier 1,Customer,2019-10-15,2019-10-21,Event,Activity-4-0011U00000KuFXRQA3,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Onboarding,In Progress,Discussion,Task,Email,2020-05-25
231114.0,0011U00000KuFaJQAV,Moderately Inexperienced,Aggressive Growth,Retired,Clinton Merrill,Allen Advisor,Household,Tier 3,Customer,2019-10-16,2019-10-21,Call,Activity-3-0011U00000KuFaJQAV,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Onboarding,Event,Call Clinton Merrill,Event,Call,2020-05-25
350246.0,0011U00000KuFaPQAV,Experienced,Growth,Millennials,Magee Chapman,Chelsea Advisor,Person Account,Tier 1,Customer,2019-10-04,2019-10-21,Call,Activity-0-0011U00000KuFaPQAV,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Service,Event,Call Magee Chapman,Event,Call,2020-05-25
655195.0,0011U00000KuFXfQAN,Moderately Experienced,Aggressive Growth,Retired,Xanthus Wilkins,Brenda Banker,Individual,Tier 3,Customer,2019-09-25,2019-10-21,Event,Activity-3-0011U00000KuFXfQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Onboarding,Completed,Quarterly Earnings Summary,Task,Meeting,2020-05-25
176259.0,0011U00000KuFXgQAN,Inexperienced,Balanced Growth,Millennials,Palmer Macdonald,Chelsea Advisor,Person Account,Tier 1,Customer,2019-09-28,2019-10-21,Call,Activity-0-0011U00000KuFXgQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Event,Advisor Event,Prospecting,Event,Call Palmer Macdonald,Event,Call,2020-05-25
333092.0,0011U00000KuFXjQAN,Inexperienced,Aggressive Growth,Mass Market,Dorian Newton,Brenda Banker,Person Account,Tier 2,Customer,2019-10-03,2019-10-21,Event,Activity-5-0011U00000KuFXjQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Onboarding,Open,Discussion,Task,Other,2020-05-25
382510.0,0011U00000KuFaWQAV,Inexperienced,Income,Mass Market,Chastity Stevens,Mark Garet,Person Account,Tier 1,Customer,2019-10-03,2019-10-21,Event,Activity-1-0011U00000KuFaWQAV,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Service,In Progress,Summit,Task,Meeting,2020-05-25
658410.0,0011U00000KuFaXQAV,Moderately Experienced,Growth,Retired,Asher Moore,Brenda Banker,Individual,Tier 1,Customer,2019-10-01,2019-10-21,Event,Activity-0-0011U00000KuFaXQAV,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Event,Advisor Event,Prospecting,Event,Sync Up,Event,Email,2020-05-25
498712.0,0011U00000KuFagQAF,Experienced,Balanced Growth,Mass Market,Ashton Fry,Brenda Banker,Person Account,Tier 1,Customer,2019-10-08,2019-10-21,Event,Activity-1-0011U00000KuFagQAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Client Retention,In Progress,Send Birthday Gift,Task,Meeting,2020-05-25
0.0,0011U00000KuFY8QAN,Moderately Inexperienced,Income,Retired,Ava Bean,Allen Advisor,Individual,Tier 2,Customer,2019-10-09,2019-10-21,Event,Activity-3-0011U00000KuFY8QAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Service,Not Started,Summit,Task,Other,2020-05-25
242413.0,0011U00000KuFaoQAF,Moderately Inexperienced,Aggressive Growth,Affluent Professionals,Calvin Morris,Allen Advisor,Person Account,Tier 2,Customer,2019-10-14,2019-10-21,Call,Activity-0-0011U00000KuFaoQAF,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,Event,Advisor Event,Service,Event,Call Calvin Morris,Event,Call,2020-05-25
328414.0,0011U00000KuFasQAF,Experienced,Aggressive Growth,Affluent Professionals,Kim Payne,Allen Advisor,Household,Tier 1,Customer,2019-10-12,2019-10-21,Event,Activity-0-0011U00000KuFasQAF,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Prospecting,Open,Lunch Meeting,Task,Other,2020-05-25
573974.0,0011U00000KuFYfQAN,Moderately Experienced,Aggressive Growth,Mass Market,Raja Oneal,Mark Garet,Individual,Tier 3,Customer,2019-10-20,2019-10-21,Event,Activity-2-0011U00000KuFYfQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,Normal,Advisor Task,Prospecting,Completed,Sync Up,Task,Other,2020-05-25
205163.0,0011U00000KuFYtQAN,Experienced,Income,Retired,Fuller Cooley,Allen Advisor,Person Account,Tier 3,Customer,2019-10-02,2019-10-21,Event,Activity-4-0011U00000KuFYtQAN,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,High,Advisor Task,Client Retention,Completed,Call Fuller Cooley,Call,Call,2020-05-25
456858.0,0011U00000KuFYuQAN,Experienced,Growth,High Net Worth Families,Mannix Best,Allen Advisor,Household,Tier 3,Customer,2019-09-23,2019-10-21,Event,Activity-2-0011U00000KuFYuQAN,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,High,Advisor Task,Client Retention,Not Started,Call Mannix Best,Call,Call,2020-05-25
444612.0,0011U00000KuFYxQAN,Inexperienced,Balanced Growth,Affluent Professionals,Noah Rosa,Allen Advisor,Household,Tier 1,Customer,2019-10-06,2019-10-21,Event,Activity-1-0011U00000KuFYxQAN,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,Event,Advisor Event,Client Retention,Event,Discussion,Event,Email,2020-05-25
