CAMPAIGNID,CAMPAIGNISACTIVE,CAMPAIGNNAME,CAMPAIGNSTARTDATE,CAMPAIGNSTATUS,CAMPAIGNTYPE,CONTACTEMAIL,CONTACTMOBILEPHONE,CONTACTNAME,HASRESPONDED,ID,LEADEMAIL,LEADNAME,LEADPHONE,NAME,TYPE,LastProcessedDate
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCUNQA2,marvinstephenson@example.com,Marvin Stephenson,(2689)-333-2689,Marvin Stephenson,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,daviontownsend@example.com,(8580)-928-8580,Davion Townsend,false,00v1U000000oCUOQA2,,,,Davion Townsend,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,jovanytaylor@example.com,(8471)-168-8471,Jovany Taylor,false,00v1U000000oCUPQA2,,,,Jovany Taylor,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,tristenharding@example.com,(3690)-959-3690,Tristen Harding,false,00v1U000000oCUQQA2,,,,Tristen Harding,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCURQA2,joshuamcknight@example.com,Joshua Mcknight,(2059)-495-2059,Joshua Mcknight,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUSQA2,ernestpeck@example.com,Ernest Peck,(1540)-190-1540,Ernest Peck,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,howardsandoval@example.com,(5580)-642-5580,Howard Sandoval,false,00v1U000000oCUTQA2,,,,Howard Sandoval,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,jadongarcia@example.com,(4263)-515-4263,Jadon Garcia,true,00v1U000000oCUUQA2,,,,Jadon Garcia,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,terrellvalencia@example.com,(6989)-200-6989,Terrell Valencia,false,00v1U000000oCUVQA2,,,,Terrell Valencia,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUWQA2,aedanmiranda@example.com,Aedan Miranda,(7071)-174-7071,Aedan Miranda,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUXQA2,alissonlynn@example.com,Alisson Lynn,(6071)-783-6071,Alisson Lynn,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,breannamclean@example.com,(2217)-965-2217,Breanna Mclean,false,00v1U000000oCUYQA2,,,,Breanna Mclean,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,caitlynruiz@example.com,(5000)-435-5000,Caitlyn Ruiz,false,00v1U000000oCUZQA2,,,,Caitlyn Ruiz,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,jovanallen@example.com,(3881)-573-3881,Jovan Allen,true,00v1U000000oCUaQAM,,,,Jovan Allen,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,keyonbullock@example.com,(4046)-349-4046,Keyon Bullock,true,00v1U000000oCUbQAM,,,,Keyon Bullock,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUcQAM,petersalas@example.com,Peter Salas,(4851)-730-4851,Peter Salas,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,gokulrao@example.com,(1398)-273-1398,Gokul Rao,false,00v1U000000oCUdQAM,,,,Gokul Rao,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,sandrabush@example.com,(3636)-673-3636,Sandra Bush,true,00v1U000000oCUeQAM,,,,Sandra Bush,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,hectorhernandez@example.com,(2775)-440-2775,Hector Hernandez,true,00v1U000000oCUfQAM,,,,Hector Hernandez,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,addysonknight@example.com,(7204)-995-7204,Addyson Knight,true,00v1U000000oCUgQAM,,,,Addyson Knight,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,camillacross@example.com,(6414)-826-6414,Camilla Cross,true,00v1U000000oCUhQAM,,,,Camilla Cross,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,brunoibarra@example.com,(4173)-566-4173,Bruno Ibarra,true,00v1U000000oCUiQAM,,,,Bruno Ibarra,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCUjQAM,jaylingill@example.com,Jaylin Gill,(1419)-385-1419,Jaylin Gill,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUkQAM,kylerhodes@example.com,Kyle Rhodes,(2747)-291-2747,Kyle Rhodes,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,rebeccaberger@example.com,(8470)-424-8470,Rebecca Berger,true,00v1U000000oCUlQAM,,,,Rebecca Berger,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCUmQAM,marchays@example.com,Marc Hays,(5517)-473-5517,Marc Hays,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,elizabethsanford@example.com,(1340)-144-1340,Elizabeth Sanford,false,00v1U000000oCUnQAM,,,,Elizabeth Sanford,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,jalensavage@example.com,(2359)-402-2359,Jalen Savage,true,00v1U000000oCUoQAM,,,,Jalen Savage,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCUpQAM,jaydinherrera@example.com,Jaydin Herrera,(3714)-837-3714,Jaydin Herrera,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,false,00v1U000000oCUqQAM,devenmurray@example.com,Deven Murray,(7668)-374-7668,Deven Murray,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,brayanarroyo@example.com,(4281)-213-4281,Brayan Arroyo,true,00v1U000000oCUrQAM,,,,Brayan Arroyo,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,aydanbates@example.com,(5884)-948-5884,Aydan Bates,true,00v1U000000oCUsQAM,,,,Aydan Bates,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,matthiasmathis@example.com,(5116)-808-5116,Matthias Mathis,false,00v1U000000oCUtQAM,,,,Matthias Mathis,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,mayraarmstrong@example.com,(7911)-736-7911,Mayra Armstrong,false,00v1U000000oCUuQAM,,,,Mayra Armstrong,Contact,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,,,,true,00v1U000000oCUvQAM,amirahbolton@example.com,Amirah Bolton,(5204)-152-5204,Amirah Bolton,Lead and Referral,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,gwendolynbaker@example.com,(3603)-689-3603,Gwendolyn Baker,true,00v1U000000oCUwQAM,,,,Gwendolyn Baker,Prospect,2020-05-25
7011U000000UMJTQA4,false,Get Well Campaign,2019-07-29,Planned,Seminar / Conference,keelylutz@example.com,(7143)-499-7143,Keely Lutz,false,00v1U000000oCUxQAM,,,,Keely Lutz,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,kenyonhays@example.com,(2464)-552-2464,Kenyon Hays,false,00v1U000000oCUyQAM,,,,Kenyon Hays,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,jaylonstevenson@example.com,(3534)-729-3534,Jaylon Stevenson,true,00v1U000000oCUzQAM,,,,Jaylon Stevenson,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,aryannahobbs@example.com,(2912)-902-2912,Aryanna Hobbs,true,00v1U000000oCV0QAM,,,,Aryanna Hobbs,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000oCV1QAM,kirablack@example.com,Kira Black,(4936)-192-4936,Kira Black,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,maryfrey@example.com,(9063)-732-9063,Mary Frey,false,00v1U000000oCV2QAM,,,,Mary Frey,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,rydermills@example.com,(8582)-996-8582,Ryder Mills,false,00v1U000000oCV3QAM,,,,Ryder Mills,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,mosesschneider@example.com,(1487)-107-1487,Moses Schneider,true,00v1U000000oCV4QAM,,,,Moses Schneider,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,victormurray@example.com,(5487)-505-5487,Victor Murray,false,00v1U000000oCV5QAM,,,,Victor Murray,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,reaganbond@example.com,(7502)-360-7502,Reagan Bond,false,00v1U000000oCV6QAM,,,,Reagan Bond,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000oCV7QAM,shaunduran@example.com,Shaun Duran,(2011)-220-2011,Shaun Duran,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,giovannyavila@example.com,(4176)-590-4176,Giovanny Avila,true,00v1U000000oCV8QAM,,,,Giovanny Avila,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,raidapotts@example.com,(1824)-322-1824,Raida Potts,false,00v1U000000oCV9QAM,,,,Raida Potts,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,alessandroparrish@example.com,(7416)-818-7416,Alessandro Parrish,true,00v1U000000oCVAQA2,,,,Alessandro Parrish,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,samaracampos@example.com,(2451)-443-2451,Samara Campos,false,00v1U000000oCVBQA2,,,,Samara Campos,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,emmajacobson@example.com,(3446)-347-3446,Emma Jacobson,false,00v1U000000oCVCQA2,,,,Emma Jacobson,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,vancecompton@example.com,(9918)-283-9918,Vance Compton,true,00v1U000000oCVDQA2,,,,Vance Compton,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,norasandoval@example.com,(8431)-117-8431,Nora Sandoval,false,00v1U000000oCVEQA2,,,,Nora Sandoval,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000oCVFQA2,gillianreynolds@example.com,Gillian Reynolds,(8261)-676-8261,Gillian Reynolds,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,vancecompton@example.com,(3339)-920-3339,Vance Compton,true,00v1U000000oCYQQA2,,,,Vance Compton,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,norasandoval@example.com,(5164)-132-5164,Nora Sandoval,true,00v1U000000oCYRQA2,,,,Nora Sandoval,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000oCYSQA2,gillianreynolds@example.com,Gillian Reynolds,(5738)-704-5738,Gillian Reynolds,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,quintonharrell@example.com,(4063)-702-4063,Quinton Harrell,false,00v1U000000o1TPQAY,,,,Quinton Harrell,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,stephenharrell@example.com,(9926)-290-9926,Stephen Harrell,true,00v1U000000o1TQQAY,,,,Stephen Harrell,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,sidneyabbott@example.com,(8452)-410-8452,Sidney Abbott,true,00v1U000000o1TRQAY,,,,Sidney Abbott,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TSQAY,alejandrobates@example.com,Alejandro Bates,(2037)-804-2037,Alejandro Bates,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1TTQAY,kameronporter@example.com,Kameron Porter,(3207)-420-3207,Kameron Porter,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TUQAY,emiliomurillo@example.com,Emilio Murillo,(9314)-935-9314,Emilio Murillo,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TVQAY,andreasroy@example.com,Andreas Roy,(7227)-821-7227,Andreas Roy,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,agustinhodges@example.com,(1061)-740-1061,Agustin Hodges,false,00v1U000000o1TWQAY,,,,Agustin Hodges,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,deangeloelliott@example.com,(2579)-820-2579,Deangelo Elliott,false,00v1U000000o1TXQAY,,,,Deangelo Elliott,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,davondavid@example.com,(2644)-263-2644,Davon David,true,00v1U000000o1TYQAY,,,,Davon David,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1TZQAY,casonbullock@example.com,Cason Bullock,(5414)-293-5414,Cason Bullock,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1TaQAI,geraldwoodward@example.com,Gerald Woodward,(6740)-356-6740,Gerald Woodward,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,mathewibarra@example.com,(7783)-636-7783,Mathew Ibarra,false,00v1U000000o1TbQAI,,,,Mathew Ibarra,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,remingtoncowan@example.com,(7799)-663-7799,Remington Cowan,true,00v1U000000o1TcQAI,,,,Remington Cowan,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TdQAI,chadjohnson@example.com,Chad Johnson,(1681)-272-1681,Chad Johnson,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,skylarrodriguez@example.com,(1825)-942-1825,Skylar Rodriguez,true,00v1U000000o1TeQAI,,,,Skylar Rodriguez,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,arthurmcclure@example.com,(9008)-701-9008,Arthur Mcclure,true,00v1U000000o1TfQAI,,,,Arthur Mcclure,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TgQAI,kodycharles@example.com,Kody Charles,(1644)-196-1644,Kody Charles,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1ThQAI,noelbradshaw@example.com,Noel Bradshaw,(7127)-382-7127,Noel Bradshaw,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,juliusoneill@example.com,(9014)-195-9014,Julius Oneill,false,00v1U000000o1TiQAI,,,,Julius Oneill,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,fisherarias@example.com,(7228)-160-7228,Fisher Arias,true,00v1U000000o1TjQAI,,,,Fisher Arias,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TkQAI,connerlynch@example.com,Conner Lynch,(8064)-540-8064,Conner Lynch,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TlQAI,arymdiamond@example.com,Arym Diamond,(4282)-376-4282,Arym Diamond,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,sergiohoffman@example.com,(4739)-963-4739,Sergio Hoffman,false,00v1U000000o1TmQAI,,,,Sergio Hoffman,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,marvinstephenson@example.com,(2070)-172-2070,Marvin Stephenson,false,00v1U000000o1TnQAI,,,,Marvin Stephenson,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1ToQAI,daviontownsend@example.com,Davion Townsend,(7330)-896-7330,Davion Townsend,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,jovanytaylor@example.com,(8602)-485-8602,Jovany Taylor,false,00v1U000000o1TpQAI,,,,Jovany Taylor,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,tristenharding@example.com,(8035)-978-8035,Tristen Harding,false,00v1U000000o1TqQAI,,,,Tristen Harding,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1TrQAI,joshuamcknight@example.com,Joshua Mcknight,(4031)-997-4031,Joshua Mcknight,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,ernestpeck@example.com,(1601)-404-1601,Ernest Peck,false,00v1U000000o1TsQAI,,,,Ernest Peck,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1TtQAI,howardsandoval@example.com,Howard Sandoval,(8148)-785-8148,Howard Sandoval,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1TuQAI,jadongarcia@example.com,Jadon Garcia,(1418)-175-1418,Jadon Garcia,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,terrellvalencia@example.com,(3877)-473-3877,Terrell Valencia,true,00v1U000000o1TvQAI,,,,Terrell Valencia,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,aedanmiranda@example.com,(5067)-389-5067,Aedan Miranda,false,00v1U000000o1TwQAI,,,,Aedan Miranda,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,alissonlynn@example.com,(7691)-457-7691,Alisson Lynn,false,00v1U000000o1TxQAI,,,,Alisson Lynn,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,breannamclean@example.com,(5132)-304-5132,Breanna Mclean,false,00v1U000000o1TyQAI,,,,Breanna Mclean,Prospect,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,caitlynruiz@example.com,(8014)-235-8014,Caitlyn Ruiz,true,00v1U000000o1TzQAI,,,,Caitlyn Ruiz,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,true,00v1U000000o1U0QAI,jovanallen@example.com,Jovan Allen,(4426)-532-4426,Jovan Allen,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,keyonbullock@example.com,(9163)-105-9163,Keyon Bullock,true,00v1U000000o1U1QAI,,,,Keyon Bullock,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,petersalas@example.com,(2446)-331-2446,Peter Salas,false,00v1U000000o1U2QAI,,,,Peter Salas,Contact,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,,,,false,00v1U000000o1U3QAI,gokulrao@example.com,Gokul Rao,(3661)-212-3661,Gokul Rao,Lead and Referral,2020-05-25
7011U000000USlzQAG,true,New retirement plg campaign,2019-09-23,In Progress,Seminar / Conference,sandrabush@example.com,(4263)-643-4263,Sandra Bush,false,00v1U000000o1U4QAI,,,,Sandra Bush,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000000o1U5QAI,hectorhernandez@example.com,Hector Hernandez,(3108)-952-3108,Hector Hernandez,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000000o1U6QAI,addysonknight@example.com,Addyson Knight,(5523)-719-5523,Addyson Knight,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000000o1U7QAI,camillacross@example.com,Camilla Cross,(3676)-766-3676,Camilla Cross,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,brunoibarra@example.com,(1430)-776-1430,Bruno Ibarra,false,00v1U000000o1U8QAI,,,,Bruno Ibarra,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,jaylingill@example.com,(8728)-155-8728,Jaylin Gill,true,00v1U000000o1U9QAI,,,,Jaylin Gill,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,kylerhodes@example.com,(2230)-537-2230,Kyle Rhodes,true,00v1U000000o1UAQAY,,,,Kyle Rhodes,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,rebeccaberger@example.com,(5901)-127-5901,Rebecca Berger,false,00v1U000000o1UBQAY,,,,Rebecca Berger,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,marchays@example.com,(6676)-549-6676,Marc Hays,false,00v1U000000o1UCQAY,,,,Marc Hays,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000000o1UDQAY,elizabethsanford@example.com,Elizabeth Sanford,(2477)-451-2477,Elizabeth Sanford,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,jalensavage@example.com,(5229)-729-5229,Jalen Savage,true,00v1U000000o1UEQAY,,,,Jalen Savage,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,jaydinherrera@example.com,(7904)-468-7904,Jaydin Herrera,false,00v1U000000o1UFQAY,,,,Jaydin Herrera,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,devenmurray@example.com,(9929)-403-9929,Deven Murray,true,00v1U000000o1UGQAY,,,,Deven Murray,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,brayanarroyo@example.com,(5449)-967-5449,Brayan Arroyo,true,00v1U000000o1UHQAY,,,,Brayan Arroyo,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,aydanbates@example.com,(1934)-824-1934,Aydan Bates,false,00v1U000000o1UIQAY,,,,Aydan Bates,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,matthiasmathis@example.com,(3414)-159-3414,Matthias Mathis,false,00v1U000000o1UJQAY,,,,Matthias Mathis,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,true,00v1U000000o1UKQAY,mayraarmstrong@example.com,Mayra Armstrong,(5285)-459-5285,Mayra Armstrong,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,amirahbolton@example.com,(6064)-636-6064,Amirah Bolton,true,00v1U000000o1ULQAY,,,,Amirah Bolton,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,gwendolynbaker@example.com,(7560)-297-7560,Gwendolyn Baker,false,00v1U000000o1UMQAY,,,,Gwendolyn Baker,Contact,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,keelylutz@example.com,(7020)-896-7020,Keely Lutz,false,00v1U000000o1UNQAY,,,,Keely Lutz,Prospect,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,,,,false,00v1U000000o1UOQAY,kenyonhays@example.com,Kenyon Hays,(5990)-940-5990,Kenyon Hays,Lead and Referral,2020-05-25
7011U000000USWTQA4,true,educate the clients about new 401k plan,2019-11-18,Completed,Event,jaylonstevenson@example.com,(6341)-963-6341,Jaylon Stevenson,true,00v1U000000o1UPQAY,,,,Jaylon Stevenson,Contact,2020-05-25
