"Owner_SmallPhotoUrl","Status","Owner","LeadSource","IsConverted","Rating","CreatedDate","Name","Owner_Name","LeadActivities","ConvertedOppAmount"
"Justin Chen","Qualified","Qianwen Dong","Advertisement","TRUE","Warm","2020-11-28","Peyton MacDermand","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",17,20000
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Cold","2020-12-19","Brendon Philips","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Thomas Oliver","Working  - Contacted","G M","Other","FALSE","Warm","2020-12-24","Rosalinde Pflieger","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,33000
"Thomas Oliver","Working","G M","Other","TRUE","Hot","2020-12-18","Brady Hutsby","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Nurturing","R CSEG","Other","FALSE","Cold","2020-11-05","Earle Kitley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Tawnia Williams","Converted","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-24","Lamar Tingle","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,0
"Justin Chen","New","Qianwen Dong","Advertisement","FALSE","Hot","2020-11-23","Elianora Jedrychowski","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,0
"Sofia Lopez","Qualified","R CSEG","Purchased List","FALSE","Warm","2020-11-26","Jobye Grunnill","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Thomas Oliver","Working  - Contacted","G M","Other","TRUE","Warm","2020-12-21","Maryellen Beynke","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",0,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Hot","2020-12-29","Enriqueta Mager","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,25000
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Cold","2020-11-08","Adan Saldler","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Advertisement","TRUE","Warm","2020-12-29","Jennifer Wall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,0
"Thomas Oliver","Nurturing","G M","Trade Show","FALSE","Warm","2020-11-16","Hope","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Hot","2020-12-21","Shayna Gwioneth","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Thomas Oliver","Converted","G M","Other","FALSE","Cold","2020-11-22","Madonna Ralls","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","TRUE","Warm","2020-11-30","Sven Bowling","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Employee Referral","FALSE","Warm","2020-12-21","Jobs","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",13,0
"Tawnia Williams","Working","Deepu CSEG ","Other","FALSE","Hot","2020-11-16","Venita Lowdyane","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,0
"Sofia Lopez","New","R CSEG","Advertisement","FALSE","Warm","2020-12-29","Gretel Metts","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Sofia Lopez","Converted","R CSEG","Other","TRUE","Cold","2020-12-19","vanGogh","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,10000
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Hot","2020-11-27","Merilee Izakoff","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-11-16","Dagny Mor","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,53300
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Warm","2020-12-17","Sherwood Toomer","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,0
"Thomas Oliver","Nurturing","G M","Employee Referral","TRUE","Cold","2020-11-23","Mufi Cutford","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",18,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Trade Show","FALSE","Warm","2020-12-23","Clemmy Cullingford","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",6,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Hot","2020-12-29","Corrie Kivits","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-12-19","Angelica Pepis","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Justin Chen","Working","Qianwen Dong","Employee Referral","TRUE","Cold","2020-11-04","Woodie Camelin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",18,0
"Thomas Oliver","Qualified","G M","Purchased List","FALSE","Warm","2020-11-22","Gelya Sharphurst","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Thomas Oliver","Working  - Contacted","G M","Advertisement","FALSE","Hot","2020-12-29","Isis Hollyer","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Nurturing","R CSEG","Advertisement","FALSE","Warm","2020-12-22","Kinnie Samter","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Employee Referral","TRUE","Hot","2020-12-02","Phillipe Symmers","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",8,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Cold","2020-11-05","Crista Ganders","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Warm","2020-12-24","DaVinci","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Thomas Oliver","Converted","G M","Other","FALSE","Hot","2020-12-28","Catharina Labdon","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","Qualified","R CSEG","Purchased List","TRUE","Warm","2020-12-22","Aimee Shearer","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",20,0
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Cold","2020-12-05","Adelice Kennealy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Thomas Oliver","New","G M","Advertisement","FALSE","Warm","2020-11-11","Odo Shiel","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","FALSE","Hot","2020-12-24","Stanton Dye","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Trade Show","TRUE","Warm","2020-11-09","Valentijn Redhole","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,0
"Thomas Oliver","New","G M","Other","FALSE","Warm","2020-12-19","Tuesday Sillick","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Cold","2020-11-22","Garvey Philipson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,142000
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Warm","2020-12-22","Neile Grunnill","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Sofia Lopez","Converted","R CSEG","Advertisement","FALSE","Hot","2020-12-10","Carlo Greeveson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Thomas Oliver","Working  - Contacted","G M","Other","TRUE","Warm","2020-12-25","Goldberg","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Converted","R CSEG","Purchased List","FALSE","Hot","2020-12-29","Daffy Hammerich","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,37000
"Tawnia Williams","Nurturing","Deepu CSEG ","Other","FALSE","Warm","2020-11-03","Tobit Godber","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,17500
"Justin Chen","Qualified","Qianwen Dong","Employee Referral","TRUE","Hot","2020-12-03","Carolee Slafford","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",17,0
"Thomas Oliver","Converted","G M","Advertisement","FALSE","Cold","2020-11-13","Cindi Eby","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Warm","2020-12-24","Gottfried Egiloff","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Cold","2020-12-22","Hitler","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","FALSE","Hot","2020-12-20","Olenolin Calafate","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Thomas Oliver","Nurturing - Contacted","G M","Employee Referral","TRUE","Warm","2020-12-07","Nickey Spon","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",25,70500
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-11-08","Cobain","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Other","FALSE","Warm","2020-12-17","Rowland Hazleton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,44000
"Tawnia Williams","Nurturing","Deepu CSEG ","Trade Show","FALSE","Hot","2020-11-23","Shayne Fairn","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,0
"Sofia Lopez","Qualified","R CSEG","Purchased List","TRUE","Warm","2020-12-23","Conway Sarre","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Sofia Lopez","Working","R CSEG","Other","FALSE","Cold","2020-11-18","Edmon Robelet","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Thomas Oliver","New","G M","Employee Referral","FALSE","Hot","2020-12-28","Valentino Saward","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",16,0
"Thomas Oliver","Working  - Contacted","G M","Employee Referral","TRUE","Warm","2020-12-16","Percival Dwyer","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,83000
"Tawnia Williams","Qualified","Deepu CSEG ","Advertisement","FALSE","Warm","2020-11-27","Cordy Wildbore","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Employee Referral","FALSE","Hot","2020-12-19","Magnum Hammell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-12-23","Jordain Labb","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Thomas Oliver","New","G M","Other","FALSE","Cold","2020-11-10","Marian Stanhope","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",17,40000
"Sofia Lopez","Converted","R CSEG","Advertisement","TRUE","Warm","2020-12-21","Isac Gamble","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Sofia Lopez","Working","R CSEG","Purchased List","FALSE","Cold","2020-12-24","Rubin Tanguy","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",19,0
"Justin Chen","Qualified","Qianwen Dong","Other","FALSE","Warm","2020-11-23","Charissa Minchell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Tawnia Williams","Converted","Deepu CSEG ","Employee Referral","FALSE","Hot","2020-11-14","Holly Sawle","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",12,16000
"Thomas Oliver","Nurturing","G M","Employee Referral","TRUE","Warm","2020-12-19","Nedi Oakman","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,21000
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","FALSE","Cold","2020-12-29","Caresa Sheere","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,69300
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Hot","2020-11-23","Far Hick","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",20,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2020-11-25","Cortie Andreoletti","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,33000
"Sofia Lopez","Nurturing","R CSEG","Other","TRUE","Hot","2020-11-17","Mimi Redolfi","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Thomas Oliver","Converted","G M","Trade Show","FALSE","Warm","2020-12-21","Shay Eason","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Working","R CSEG","Advertisement","FALSE","Cold","2020-12-28","Otha Boswood","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Employee Referral","TRUE","Hot","2020-12-07","Lesli Mackison","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",16,0
"Thomas Oliver","New","G M","Purchased List","FALSE","Warm","2020-12-26","Betsey Jedrasik","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",20,11000
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-11-04","Connery","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Thomas Oliver","Qualified","G M","Other","FALSE","Hot","2020-12-18","Pippo Friedlos","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,30000
"Justin Chen","Converted","Qianwen Dong","Advertisement","FALSE","Cold","2020-11-21","Marita Mackie","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","TRUE","Warm","2020-12-22","Charmian Elphee","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Justin Chen","Nurturing","Qianwen Dong","Other","FALSE","Warm","2020-12-27","Jessie Northway","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Tawnia Williams","Qualified","Deepu CSEG ","Other","FALSE","Hot","2020-11-18","Timofei O'Sheilds","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",0,0
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Cold","2020-11-23","Jarrett McNeice","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",23,0
"Thomas Oliver","Converted","G M","Employee Referral","TRUE","Warm","2020-12-25","Min Mussared","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","FALSE","Hot","2020-12-22","Candice Tregear","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,10500
"Thomas Oliver","Working  - Contacted","G M","Purchased List","FALSE","Warm","2020-11-08","Alphonso Acey","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","FALSE","Warm","2020-12-20","Hilton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",0,0
"Tawnia Williams","Qualified","Deepu CSEG ","Trade Show","TRUE","Cold","2020-11-21","Ferris Camidge","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Sofia Lopez","Working","R CSEG","Other","FALSE","Warm","2020-11-01","Shermie Schimann","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Sofia Lopez","Nurturing","R CSEG","Advertisement","FALSE","Hot","2020-12-27","Hitchcock","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Warm","2020-12-25","Astaire","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",16,29000
"Justin Chen","New","Qianwen Dong","Other","TRUE","Cold","2020-11-30","Harlie Carden","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-12-18","Rahal Ericsson","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Thomas Oliver","Nurturing - Contacted","G M","Employee Referral","FALSE","Hot","2020-12-28","Hadria Mahaddie","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",19,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","TRUE","Warm","2020-12-16","Sonya Swadling","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Sofia Lopez","Converted","R CSEG","Purchased List","FALSE","Hot","2020-12-08","Leola Beament","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Tawnia Williams","Qualified","Deepu CSEG ","Advertisement","FALSE","Warm","2020-11-09","Armstrong","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",8,0
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Cold","2020-12-25","Hodge Tottle","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Justin Chen","Converted","Qianwen Dong","Other","TRUE","Hot","2020-11-06","Kelila Ruscoe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",11,0
"Thomas Oliver","Working","G M","Other","FALSE","Warm","2020-12-20","Kubrik","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","FALSE","Warm","2020-11-28","Welles","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Cold","2020-12-17","Aldus Bourdice","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",19,0
"Justin Chen","Converted","Qianwen Dong","Other","TRUE","Hot","2020-12-25","Rufe Dooly","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,80000
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Advertisement","FALSE","Warm","2020-12-10","Forrester Dodridge","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",23,0
"Sofia Lopez","Working","R CSEG","Trade Show","FALSE","Warm","2020-12-29","Darbie Duffett","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,24500
"Thomas Oliver","New","G M","Purchased List","FALSE","Cold","2020-12-16","Clayborn Presslee","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,24800
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Warm","2020-12-03","Marcellus Disman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,13000
"Sofia Lopez","Qualified","R CSEG","Advertisement","TRUE","Hot","2020-11-07","Toni Wainwright","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,11500
"Thomas Oliver","Nurturing","G M","Employee Referral","FALSE","Warm","2020-12-26","Alanna Brede","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Other","FALSE","Hot","2020-11-19","Joanie Cusack","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",10,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-11-30","Fax Fairlamb","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Justin Chen","New","Qianwen Dong","Other","TRUE","Cold","2020-12-19","Dalli Izchaki","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","FALSE","Warm","2020-11-07","Jillana Niland","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Thomas Oliver","Qualified","G M","Employee Referral","FALSE","Hot","2020-12-20","Gustav Cranmere","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,0
"Sofia Lopez","Converted","R CSEG","Advertisement","TRUE","Warm","2020-12-29","Minetta Rubury","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Purchased List","FALSE","Hot","2020-11-05","Mireielle Rolston","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",22,0
"Tawnia Williams","Working","Deepu CSEG ","Employee Referral","FALSE","Cold","2020-12-26","Spencer Matches","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,0
"Thomas Oliver","Working  - Contacted","G M","Other","FALSE","Warm","2020-12-19","Claudie Conor","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",12,14000
"Justin Chen","Nurturing","Qianwen Dong","Other","FALSE","Warm","2020-11-21","Pearline Bellsham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,0
"Thomas Oliver","Converted","G M","Advertisement","TRUE","Hot","2020-11-22","Norris Philipard","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Employee Referral","FALSE","Cold","2020-11-01","Brennan Waylett","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,24500
"Sofia Lopez","New","R CSEG","Trade Show","FALSE","Warm","2020-12-17","Burnaby Kruszelnicki","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","FALSE","Hot","2020-11-29","Clementina Treslove","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",22,0
"Tawnia Williams","Nurturing","Deepu CSEG ","Other","TRUE","Warm","2020-12-26","Jervis Theze","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",20,0
"Justin Chen","Converted","Qianwen Dong","Advertisement","FALSE","Warm","2020-12-27","Hollyanne Cromblehome","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,0
"Thomas Oliver","Qualified","G M","Employee Referral","FALSE","Cold","2020-11-04","Sib Hawk","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",12,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Warm","2020-12-08","Jarad Uccello","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,18500
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","TRUE","Hot","2020-12-22","Hildegaard Chappelle","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-12-28","Rosalind Stockall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,0
"Justin Chen","Working","Qianwen Dong","Advertisement","FALSE","Cold","2020-12-21","Denny Benditt","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,31000
"Tawnia Williams","Converted","Deepu CSEG ","Other","TRUE","Warm","2020-11-13","Dee dee Bagley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,0
"Thomas Oliver","Nurturing","G M","Other","FALSE","Hot","2020-11-22","Jo ann Schimoni","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",11,14500
"Sofia Lopez","Working","R CSEG","Employee Referral","FALSE","Warm","2020-12-28","Boony Emanuelov","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Hot","2020-12-20","Ethelin Pifford","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,73500
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","TRUE","Warm","2020-12-24","Artemus Skea","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Cold","2020-11-16","Cristina Ead","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","Qualified","R CSEG","Advertisement","FALSE","Hot","2020-12-17","Clyde Dunridge","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Trade Show","FALSE","Warm","2020-11-21","Disney","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,19000
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Cold","2020-11-04","Newton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",22,0
"Thomas Oliver","Nurturing - Contacted","G M","Other","TRUE","Warm","2020-12-26","Monica Pooly","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Working","R CSEG","Advertisement","FALSE","Warm","2020-12-18","Thaxter Willgrass","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Justin Chen","Nurturing","Qianwen Dong","Other","FALSE","Hot","2020-11-25","Thatcher","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",22,0
"Thomas Oliver","Nurturing - Contacted","G M","Employee Referral","FALSE","Warm","2020-11-17","Lea Pester","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","TRUE","Hot","2020-12-27","Elizabeth","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Purchased List","FALSE","Cold","2020-12-07","Phoebe Gantlett","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",25,48700
"Thomas Oliver","Working","G M","Other","FALSE","Warm","2020-12-21","Pearl Ivanov","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Hot","2020-12-28","Karalynn Guisot","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",24,0
"Justin Chen","Converted","Qianwen Dong","Employee Referral","TRUE","Cold","2020-12-16","Giralda Sickling","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",7,0
"Sofia Lopez","Qualified","R CSEG","Advertisement","FALSE","Warm","2020-11-29","Cruise","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,16000
"Sofia Lopez","Working  - Contacted","R CSEG","Other","FALSE","Warm","2020-12-29","Vivyan Sheaf","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Thomas Oliver","Qualified","G M","Employee Referral","TRUE","Hot","2020-12-08","Darlene Deards","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Warm","2020-11-08","Christabella Meckiff","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,18500
