"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Detractor","26-35","Wilie","Connecticut","App","Routine Services","NA","Messent",2,3,4,29
"Promoter","NA","Demetris","Florida","Website","Claims","Female","Abreheart",1,5,3,38
"Passive","18-25","Aeriel","Texas","Website","Acquisition","Male","Canton",1,2,1,11
"Promoter","26-35","Clayborne","North Carolina","App","Renewal","NA","Soonhouse",2,3,5,27
"Detractor","26-35","Clayborne","California","Call Center","Claims","Female","Rehme",3,3,3,37
"Passive","36-50","Rubetta","Missouri","Call Center","Onboarding","Male","Benz",3,4,2,18
"Detractor","26-35","Martino","Tennessee","Store","Renewal","NA","Bleibaum",4,3,5,33
"Promoter","36-50","Aridatha","Illinois","Chat","Acquisition","Female","Longthorne",5,4,1,46
"Passive","18-25","Tammy","District of Columbia","Website","Routine Services","NA","Meaddowcroft",1,2,4,26
"Detractor","36-50","Amelina","Indiana","Chat","Renewal","Male","Klicher",5,4,5,31
"Promoter","0-17","Corey","Texas","App","Claims","Female","Vose",2,1,3,23
"Passive","18-25","Orin","Oklahoma","Call Center","Onboarding","Male","Abreheart",3,2,2,47
"Detractor","18-25","Alyson","New York","Website","Renewal","Female","Cissen",1,2,5,21
"Promoter","26-35","Chevy","Ohio","App","Routine Services","NA","Fetherstone",2,3,4,22
"Passive","26-35","Oralia","California","Call Center","Claims","Male","Mitchenson",3,3,3,43
"Detractor","36-50","Skell","Michigan","Website","Claims","NA","Lisciardelli",1,4,3,17
"Detractor","26-35","Jenica","Ohio","Call Center","Onboarding","Female","Cummins",3,3,2,48
"Promoter","NA","Danita","Florida","App","Acquisition","Male","Dobey",2,5,1,10
"Detractor","36-50","Chevy","Pennsylvania","Call Center","Renewal","NA","Klicher",3,4,5,49
"Passive","0-17","Reine","Arizona","Email","Claims","Female","Adao",6,1,3,21
"Promoter","26-35","Immanuel","Texas","Website","Acquisition","NA","Helsby",1,3,1,35
"Detractor","18-25","Celka","Massachusetts","Chat","Onboarding","Male","Paddington",5,2,2,20
"Passive","18-25","Jereme","New Mexico","App","Routine Services","Female","Sevitt",2,2,4,32
"Promoter","18-25","Welby","Idaho","Call Center","Claims","NA","Bamborough",3,2,3,63
"Passive","36-50","Monica","Washington","App","Renewal","Male","Benz",2,4,5,25
"Detractor","26-35","Elke","Georgia","Website","Routine Services","Female","Nerney",1,3,4,41
"Detractor","26-35","Roberto","Florida","Call Center","Claims","Male","Naisbet",3,3,3,22
"Promoter","18-25","Arly","New York","Website","Onboarding","NA","Block",1,2,2,45
"Passive","NA","Raffaello","Texas","Store","Acquisition","Female","Mingaud",4,5,1,39
"Detractor","0-17","Naoma","Texas","Call Center","Renewal","NA","Meaddowcroft",3,1,5,24
"Passive","26-35","Orin","West Virginia","App","Claims","Female","Dayce",2,3,3,29
"Detractor","18-25","Skell","Virginia","Chat","Onboarding","Male","Hassur",5,2,2,34
"Promoter","36-50","Alvina","District of Columbia","Website","Routine Services","Male","Rehme",1,4,4,20
"Promoter","18-25","Roxi","Oregon","App","Renewal","NA","Coldridge",2,2,5,44
"Detractor","26-35","Stoddard","Colorado","App","Claims","Female","Aldcorne",2,3,3,21
"Passive","36-50","Charleen","California","App","Acquisition","Male","Lisciardelli",2,4,1,28
"Promoter","26-35","Elsey","Delaware","Call Center","Renewal","Female","Lehon",3,3,5,38
"Detractor","36-50","Carlynne","Florida","Website","Onboarding","NA","Naisbet",1,4,2,23
"Passive","18-25","Lyon","California","Call Center","Acquisition","Male","Benz",3,2,1,19
"Promoter","36-50","Bonnee","Pennsylvania","Chat","Claims","NA","Stollard",5,4,3,15
"Detractor","0-17","Immanuel","Wisconsin","Email","Routine Services","Female","Schohier",6,1,4,30
"Passive","18-25","Connie","Illinois","App","Claims","NA","Benz",2,2,3,44
"Detractor","NA","Cecil","Texas","Call Center","Renewal","Female","Pearle",3,5,5,50
"Promoter","18-25","Crosby","Kentucky","Website","Acquisition","Male","Ducker",1,2,1,31
"Passive","26-35","Cathleen","Minnesota","App","Claims","NA","Haslewood",2,3,3,19
"Detractor","36-50","Trumaine","Missouri","Chat","Onboarding","Female","Rehme",5,4,2,24
"Promoter","26-35","Sascha","New York","Website","Renewal","Male","Kunath",1,3,5,10
"Detractor","18-25","Corinna","Nevada","App","Routine Services","NA","Rothman",2,2,4,40
"Passive","36-50","Gabriela","Ohio","Call Center","Onboarding","Male","Shawley",3,4,2,22
"Detractor","26-35","Cathleen","Texas","Store","Acquisition","Female","Riolfi",4,3,1,42
"Passive","18-25","Demetris","Indiana","Call Center","Renewal","NA","Ducker",3,2,5,37
"Promoter","26-35","Taryn","New Jersey","Website","Claims","Male","Nerney",1,3,3,18
"Detractor","26-35","Jereme","Virginia","App","Renewal","Female","Darke",2,3,5,32
"Passive","36-50","Martino","Iowa","App","Claims","NA","Brantl",2,4,3,12
"Promoter","18-25","Eachelle","Alabama","Website","Routine Services","Male","Climpson",1,2,4,21
"Detractor","0-17","Alvina","Florida","Call Center","Onboarding","Female","Cantero",3,1,2,30
"Promoter","26-35","Wells","North Carolina","Website","Claims","NA","Shawley",1,3,3,29
"Passive","36-50","Roberto","Kansas","Call Center","Acquisition","Male","Pearle",3,4,1,27
"Detractor","18-25","Cassaundra","Texas","Chat","Renewal","Female","Hanbridge",5,2,5,49
"Passive","26-35","Germana","Washington","Call Center","Claims","Male","Aldcorne",3,3,3,25
"Detractor","18-25","Chevy","California","Website","Renewal","Female","Haslewood",1,2,5,34
"Promoter","NA","Taryn","South Carolina","App","Acquisition","NA","Pearle",2,5,1,35
"Passive","36-50","Windham","Michigan","App","Onboarding","NA","Canton",2,4,2,27
"Promoter","26-35","Malanie","Georgia","Email","Routine Services","Male","Canton",6,3,4,26
"Detractor","0-17","Demetris","District of Columbia","Call Center","Renewal","Female","Lecordier",3,1,5,36
"Detractor","36-50","Gabi","Florida","Website","Claims","NA","Block",1,4,3,50
"Passive","26-35","Wanda","Maryland","Chat","Claims","Female","Cyster",5,3,3,10
"Promoter","18-25","Aridatha","Texas","Call Center","Routine Services","Male","Cantero",3,2,4,20
"Detractor","18-25","Nikola","Louisiana","App","Onboarding","Male","Fetherstone",2,2,2,28
"Promoter","36-50","Orin","Florida","App","Acquisition","Female","Mitchenson",2,4,1,33
"Detractor","26-35","Cathryn","Tennessee","Call Center","Claims","NA","Ramelet",3,3,3,23
"Passive","18-25","Harbert","Arizona","Store","Renewal","Male","Cowl",4,2,5,30
"Passive","0-17","Gris","California","Website","Onboarding","Female","Kunath",1,1,2,23
"Promoter","NA","Wanids","California","Chat","Acquisition","NA","Abreheart",5,5,1,33
"Detractor","18-25","Alessandro","Texas","Call Center","Renewal","NA","Allaway",3,2,5,47
"Passive","26-35","Malanie","Pennsylvania","Website","Claims","Female","Liversley",1,3,3,22
"Detractor","36-50","Roxi","Oklahoma","App","Onboarding","Male","Chatwin",2,4,2,18
"Promoter","26-35","Cass","California","App","Renewal","Male","Gatrill",2,3,5,25
"Detractor","36-50","Jillene","New York","Website","Routine Services","NA","Stollard",1,4,4,29
"Promoter","26-35","Angy","Connecticut","Call Center","Claims","Female","Pickover",3,3,3,48
"Detractor","18-25","Kerby","Utah","Website","Acquisition","Male","Raper",1,2,1,10
"Passive","18-25","Monica","California","App","Onboarding","NA","Dayce",2,2,2,26
"Passive","26-35","Aeriel","Illinois","Call Center","Renewal","Female","Shawley",3,3,5,24
"Detractor","36-50","Windham","California","Email","Routine Services","Male","O'Dowgaine",6,4,4,23
"Promoter","0-17","Sascha","California","App","Claims","Female","Sevitt",2,1,3,46
"Passive","18-25","Otha","Virginia","Website","Claims","NA","Rothman",1,2,3,21
"Detractor","36-50","Wanids","Massachusetts","Chat","Renewal","NA","Rames",5,4,5,35
"Promoter","NA","Lorianna","Nebraska","Store","Routine Services","Male","Deamer",4,5,4,33
"Passive","18-25","Malanie","California","App","Acquisition","Female","Liversley",2,2,1,28
"Detractor","26-35","Travus","New York","Website","Onboarding","Male","Fasham",1,3,2,34
"Promoter","26-35","Boone","Florida","App","Renewal","NA","Coldridge",2,3,5,44
"Passive","18-25","Ronnie","California","Call Center","Acquisition","Female","Pickover",3,2,1,32
"Detractor","26-35","Corey","North Carolina","Call Center","Claims","Male","Ferrierio",3,3,3,42
"Promoter","0-17","Esteban","Ohio","Website","Onboarding","NA","Conrath",1,1,2,10
"Detractor","36-50","Monica","New York","App","Claims","Female","Cyster",2,4,3,19
"Passive","18-25","Elke","Missouri","Chat","Routine Services","NA","Swatten",5,2,4,18
"Promoter","26-35","Rubetta","Alabama","Call Center","Claims","Male","Worgen",3,3,3,38
"Detractor","36-50","Claybourne","Indiana","Call Center","Renewal","Female","Bettlestone",3,4,5,45
"Passive","26-35","Bonnee","Minnesota","Website","Acquisition","Male","Shipman",1,3,1,21
"Promoter","NA","Skell","Colorado","App","Claims","NA","Longthorne",2,5,3,22
"Detractor","18-25","Corinna","District of Columbia","Chat","Renewal","Female","Kunath",5,2,5,13
"Detractor","36-50","Gray","Texas","App","Routine Services","Male","Bamborough",2,4,4,50
"Passive","26-35","Ky","Arizona","Website","Onboarding","NA","Hassur",1,3,2,26
"Promoter","18-25","Martguerita","Florida","App","Acquisition","Female","Meaddowcroft",2,2,1,43
"Detractor","26-35","Kerby","Florida","Email","Claims","Male","Ducker",6,3,3,31
"Passive","36-50","Harbert","Kentucky","Website","Renewal","NA","Asche",1,4,5,10
"Detractor","18-25","Alessandro","Wisconsin","Call Center","Claims","Female","Bleibaum",3,2,3,27
"Passive","0-17","Lorrayne","Tennessee","App","Onboarding","Male","Abreheart",2,1,2,20
"Promoter","26-35","Martino","Texas","Call Center","Renewal","Female","O'Dowgaine",3,3,5,24
"Detractor","18-25","Rubetta","New York","Website","Onboarding","NA","Messent",1,2,2,21
"Promoter","36-50","Corinna","Texas","Chat","Acquisition","Male","Criag",5,4,1,30
"Detractor","26-35","Cathleen","Michigan","Store","Routine Services","Female","Burland",4,3,4,23
"Promoter","36-50","Cobbie","Virginia","Call Center","Renewal","NA","Ducker",3,4,5,29
"Passive","0-17","Kerby","California","Call Center","Claims","Male","Chatwin",3,1,3,35
"Passive","18-25","Cynthea","Louisiana","App","Onboarding","Female","Messent",2,2,2,11
"Detractor","NA","Clair","Illinois","Call Center","Routine Services","NA","Fetherstone",3,5,4,41
"Promoter","18-25","Gris","Washington","Website","Renewal","Male","Hooks",1,2,5,37
"Passive","26-35","Carlyn","Georgia","Website","Claims","Female","Cissen",1,3,3,20
"Detractor","36-50","Boone","Pennsylvania","App","Acquisition","NA","Soonhouse",2,4,1,19
"Detractor","26-35","Bonnee","Florida","Chat","Claims","Male","Soonhouse",5,3,3,18
"Passive","36-50","Alvina","Ohio","App","Acquisition","Female","Mingaud",2,4,1,19
"Promoter","18-25","Wanda","District of Columbia","App","Renewal","NA","Riolfi",2,2,5,40
"Promoter","18-25","Cosetta","Texas","Website","Onboarding","NA","Chatwin",1,2,2,28
"Detractor","26-35","Martguerita","California","Call Center","Claims","Female","Benz",3,3,3,16
"Detractor","26-35","Roxi","New York","Call Center","Claims","Male","Adao",3,3,3,14
"Passive","36-50","Ellene","Colorado","Website","Onboarding","NA","Vanni",1,4,2,36
"Promoter","NA","Esteban","Florida","Call Center","Acquisition","Male","Cantero",3,5,1,25
"Passive","18-25","Aridatha","Nevada","App","Renewal","Female","Pickover",2,2,5,49
"Detractor","0-17","Lorianna","California","Email","Claims","NA","Soonhouse",6,1,3,32
"Promoter","26-35","Gris","Texas","Store","Renewal","Female","Woodroffe",4,3,5,44
"Detractor","36-50","Elsey","Texas","Chat","Routine Services","Male","Longthorne",5,4,4,22
"Passive","26-35","Onfroi","North Carolina","App","Routine Services","NA","Bamborough",2,3,4,33
"Detractor","18-25","Reine","Ohio","Call Center","Acquisition","Female","Storr",3,2,1,23
"Promoter","18-25","Martguerita","Georgia","Website","Renewal","Male","Worgen",1,2,5,20
"Passive","36-50","Roberto","California","Call Center","Claims","Male","Woodroffe",3,4,3,25
"Detractor","26-35","Alvina","New Jersey","Website","Routine Services","NA","Abreheart",1,3,4,43
"Promoter","18-25","Carlyn","Iowa","App","Claims","Female","Climpson",2,2,3,34
"Passive","26-35","Nikola","Texas","Chat","Onboarding","Male","Shawley",5,3,2,20
"Detractor","36-50","Noreen","Oklahoma","Website","Renewal","NA","Climpson",1,4,5,19
"Promoter","0-17","Lettie","Florida","App","Onboarding","Female","O'Dowgaine",2,1,2,45
"Passive","18-25","Claybourne","West Virginia","App","Claims","Male","Kunath",2,2,3,75
"Detractor","NA","Martguerita","Oregon","Call Center","Acquisition","NA","Benz",3,5,1,33
"Promoter","26-35","Wells","Arizona","Website","Renewal","Female","Thuillier",1,3,5,32
"Passive","26-35","Elke","Massachusetts","App","Claims","NA","Fetherstone",2,3,3,31
"Detractor","18-25","Werner","Virginia","Email","Onboarding","Male","Sargant",6,2,2,18
"Detractor","0-17","Jenica","New York","Call Center","Routine Services","Female","Dayce",3,1,4,24
"Promoter","36-50","Oralia","Alabama","Website","Claims","NA","Dayce",1,4,3,29
"Passive","36-50","Demetris","Mississippi","Call Center","Onboarding","Female","Mingaud",3,4,2,48
"Detractor","26-35","Gale","District of Columbia","Chat","Routine Services","Male","Hanbridge",5,3,4,50
"Promoter","18-25","Ernestus","Indiana","App","Renewal","NA","Block",2,2,5,27
"Detractor","18-25","Germana","Minnesota","Store","Acquisition","Female","Hooks",4,2,1,49
"Passive","36-50","Claybourne","Pennsylvania","Website","Claims","Male","Ferron",1,4,3,18
"Passive","26-35","Elke","Florida","Call Center","Acquisition","NA","Gatrill",3,3,1,42
"Promoter","18-25","Germana","Colorado","App","Onboarding","Male","Vose",2,2,2,21
"Detractor","NA","Boone","Kansas","App","Renewal","Female","Sargant",2,5,5,47
"Detractor","36-50","Cosetta","Hawaii","Website","Routine Services","NA","Liversley",1,4,4,35
"Promoter","26-35","Corey","California","Chat","Claims","Female","Brantl",5,3,3,20
"Passive","18-25","Lorrayne","South Carolina","App","Renewal","Male","Borrie",2,2,5,23
"Detractor","26-35","Wilie","Connecticut","Website","Acquisition","Male","Tussaine",1,3,1,15
"Promoter","0-17","Cynthea","California","Call Center","Renewal","Female","Cantero",3,1,5,22
"Passive","36-50","Arly","Louisiana","Call Center","Claims","NA","Pickover",3,4,3,10
"Detractor","26-35","Cecil","Missouri","Call Center","Onboarding","NA","Raper",3,3,2,28
"Passive","18-25","Sascha","New York","Website","Acquisition","Male","Kunath",1,2,1,25
"Promoter","36-50","Lyon","Tennessee","App","Routine Services","Female","Hanbridge",2,4,4,39
"Detractor","26-35","Connie","Florida","App","Claims","Male","Shawley",2,3,3,39
"Passive","18-25","Martguerita","North Carolina","Email","Claims","Female","Meaddowcroft",6,2,3,21
"Promoter","26-35","Roberto","Maryland","Chat","Renewal","NA","Hanbridge",5,3,5,46
"Detractor","0-17","Bonnee","Texas","App","Onboarding","NA","Cyster",2,1,2,19
"Detractor","36-50","Rubetta","Washington","Website","Acquisition","Male","Cissen",1,4,1,30
"Promoter","18-25","Esteban","Georgia","Call Center","Routine Services","Female","Lecordier",3,2,4,31
"Passive","18-25","Taryn","Texas","Store","Claims","Male","Stollard",4,2,3,20
"Detractor","NA","Lyon","Texas","Call Center","Onboarding","NA","Gillion",3,5,2,38
"Passive","36-50","Ellene","Florida","App","Renewal","Female","Cissen",2,4,5,37
"Promoter","18-25","Travus","Illinois","Website","Renewal","Male","Helsby",1,2,5,30
"Detractor","26-35","Travus","California","Website","Claims","Female","McIlherran",1,3,3,34
"Passive","26-35","Bonnee","Ohio","Call Center","Acquisition","NA","Sevitt",3,3,1,44
"Detractor","36-50","Angy","New York","Chat","Onboarding","Male","Lecordier",5,4,2,10
"Promoter","18-25","Hortense","Texas","Call Center","Routine Services","Female","Meaddowcroft",3,2,4,30
"Passive","26-35","Corey","Virginia","App","Renewal","NA","Fasham",2,3,5,24
"Detractor","0-17","Hortense","Wisconsin","Call Center","Claims","Male","Dayce",3,1,3,33
"Promoter","26-35","Raffaello","California","App","Acquisition","NA","Hooks",2,3,1,10
"Passive","18-25","Mercie","Arizona","Website","Renewal","Female","McGannon",1,2,5,35
"Detractor","36-50","Reine","California","Call Center","Claims","Male","Allaway",3,4,3,32
"Promoter","NA","Cass","Pennsylvania","Chat","Onboarding","Female","Brantl",5,5,2,29
"Detractor","18-25","Goddart","Kentucky","App","Routine Services","NA","Mingaud",2,2,4,10
"Passive","0-17","Kerby","Florida","Call Center","Claims","Male","Stollard",3,1,3,23
"Detractor","26-35","Corey","California","Email","Renewal","NA","Storr",6,3,5,28
"Promoter","36-50","Lyon","Utah","Website","Claims","Female","Shawley",1,4,3,40
"Passive","26-35","Crosby","New York","Website","Acquisition","Male","Reynish",1,3,1,10
"Promoter","36-50","Ky","District of Columbia","Store","Onboarding","Female","Naisbet",4,4,2,18
"Detractor","18-25","Alford","Texas","App","Claims","NA","Asche",2,2,3,30
"Passive","26-35","Hortense","Ohio","Call Center","Renewal","NA","Toop",3,3,5,20
"Detractor","26-35","Lorrayne","Illinois","Website","Acquisition","Female","Paddington",1,3,1,46
"Promoter","18-25","Stoddard","Texas","App","Routine Services","Male","Noades",2,2,4,25
"Passive","36-50","Ky","Michigan","Chat","Renewal","NA","Toop",5,4,5,50
"Detractor","18-25","Onfroi","Oklahoma","App","Onboarding","Male","Pickover",2,2,2,24
"Promoter","26-35","Charleen","California","App","Routine Services","Female","Worgen",2,3,4,43
"Detractor","NA","Wanids","Missouri","Call Center","Claims","NA","Brantl",3,5,3,19
"Passive","0-17","Boone","California","Call Center","Acquisition","Female","Gatrill",3,1,1,36
"Promoter","36-50","Amelina","Louisiana","Website","Claims","Male","Block",1,4,3,49
"Detractor","26-35","Bonnee","Colorado","App","Onboarding","NA","McLemon",2,3,2,18
"Passive","18-25","Demetris","Alabama","Chat","Renewal","Male","Mingaud",5,2,5,33
"Promoter","36-50","Onfroi","Texas","Call Center","Claims","Female","Schohier",3,4,3,10
"Detractor","26-35","Cassaundra","California","App","Onboarding","NA","Cakebread",2,3,2,22
"Passive","18-25","Trumaine","New York","Call Center","Acquisition","Female","Sargant",3,2,1,45
"Detractor","26-35","Onfroi","Georgia","Website","Routine Services","Male","Borrie",1,3,4,41
"Promoter","36-50","Carlyn","North Dakota","Email","Claims","Male","Aldcorne",6,4,3,34
"Detractor","0-17","Arly","Rhode Island","Website","Renewal","NA","Bamborough",1,1,5,27
"Passive","18-25","Elke","Nebraska","Website","Onboarding","Female","Stollard",1,2,2,10
"Promoter","26-35","Martguerita","Florida","App","Renewal","Male","Coldridge",2,3,5,10
"Detractor","NA","Angy","Delaware","Call Center","Routine Services","NA","Fasham",3,5,4,48
"Passive","18-25","Carlynne","District of Columbia","Store","Acquisition","Female","Waterstone",4,2,1,17
"Promoter","26-35","Ronnie","California","Call Center","Claims","NA","Cakebread",3,3,3,32
"Passive","18-25","Clair","North Carolina","App","Claims","Female","Hooks",2,2,3,28
"Detractor","36-50","Ky","Indiana","Chat","Onboarding","Male","Bleibaum",5,4,2,30
"Detractor","26-35","Monica","New Mexico","Website","Renewal","NA","Adao",1,3,5,42
"Promoter","18-25","Orin","Minnesota","Call Center","Acquisition","Male","Hanbridge",3,2,1,22
"Detractor","0-17","Carlyn","Massachusetts","App","Claims","Female","Matschuk",2,1,3,10
"Passive","36-50","Gris","Washington","Website","Renewal","NA","Gatrill",1,4,5,25
"Promoter","26-35","Orin","California","Website","Claims","Male","Worgen",1,3,3,24
"Detractor","18-25","Esteban","Tennessee","Chat","Routine Services","Female","Pickover",5,2,4,80
"Passive","18-25","Corey","Texas","App","Renewal","NA","Burland",2,2,5,23
"Promoter","36-50","Wilie","Pennsylvania","Call Center","Acquisition","Female","Kinchington",3,4,1,19
"Passive","36-50","Cosetta","Idaho","Call Center","Claims","Male","Riolfi",3,4,3,26
"Detractor","NA","Bonnee","Florida","Website","Routine Services","NA","Reynish",1,5,4,35
"Promoter","26-35","Harbert","Illinois","App","Renewal","Male","McIlherran",2,3,5,11
"Detractor","18-25","Gris","Florida","Call Center","Onboarding","Female","Cowl",3,2,2,26
"Passive","0-17","Malanie","Iowa","App","Claims","Male","Lehon",2,1,3,31
"Detractor","26-35","Eachelle","Ohio","Email","Onboarding","NA","Haslewood",6,3,2,26
"Promoter","26-35","Travus","New York","Website","Renewal","Female","Haslewood",1,3,5,10
"Detractor","36-50","Gray","Arkansas","Store","Acquisition","Male","Swatten",4,4,1,31
"Passive","18-25","Roberto","Oregon","Chat","Onboarding","NA","Swatten",5,2,2,22
"Passive","18-25","Wanids","California","Website","Claims","Female","Toop",1,2,3,47
"Detractor","36-50","Gabi","South Dakota","App","Acquisition","NA","Sargant",2,4,1,18
"Promoter","26-35","Flory","Florida","Call Center","Routine Services","Female","Ramelet",3,3,4,27
"Promoter","18-25","Esteban","Kentucky","App","Renewal","Male","McIlherran",2,2,5,20
"Passive","36-50","Windham","Michigan","Call Center","Claims","NA","Haslewood",3,4,3,32
"Detractor","26-35","Jillene","Arizona","Call Center","Onboarding","Male","Longthorne",3,3,2,44
"Detractor","NA","Wendall","Colorado","Website","Routine Services","Female","Lisciardelli",1,5,4,39
"Passive","26-35","Chevy","Connecticut","Chat","Claims","Male","Meaddowcroft",5,3,3,12
"Promoter","0-17","Gris","Florida","App","Renewal","NA","Darke",2,1,5,13
"Detractor","36-50","Wilie","New York","App","Acquisition","Female","Asche",2,4,1,38
"Passive","26-35","Elsey","Nevada","Website","Renewal","NA","Climpson",1,3,5,33
"Promoter","18-25","Immanuel","New Jersey","Call Center","Onboarding","Female","Cummins",3,2,2,50
"Detractor","18-25","Hortense","Georgia","Website","Claims","Male","Cantero",1,2,3,14
"Promoter","26-35","Ellene","California","Call Center","Claims","NA","Longthorne",3,3,3,26
"Detractor","36-50","Otha","Kansas","App","Acquisition","Male","Riolfi",2,4,1,37
"Passive","18-25","Lorianna","Minnesota","Email","Renewal","Female","Shawley",6,2,5,23
"Passive","26-35","Rubetta","District of Columbia","Call Center","Routine Services","Male","Swatten",3,3,4,24
"Promoter","18-25","Malanie","Indiana","Website","Claims","NA","Kinchington",1,2,3,30
"Detractor","36-50","Monica","Texas","App","Renewal","Female","Eisikowitz",2,4,5,35
"Detractor","0-17","Sammy","Alabama","Store","Acquisition","NA","Bleibaum",4,1,1,20
"Passive","18-25","Elke","Wisconsin","App","Onboarding","Female","Haslewood",2,2,2,20
"Promoter","NA","Ernestus","South Carolina","Website","Routine Services","Male","Hassur",1,5,4,10
"Detractor","26-35","Onfroi","Pennsylvania","App","Claims","Male","Worgen",2,3,3,27
"Passive","18-25","Hortense","Louisiana","Call Center","Renewal","NA","Pickover",3,2,5,33
"Detractor","26-35","Gabi","Missouri","Website","Claims","Female","Klicher",1,3,3,18
"Promoter","36-50","Connie","New York","Call Center","Acquisition","Male","Raynard",3,4,1,34
"Passive","0-17","Charleen","Texas","Chat","Routine Services","NA","Hooks",5,1,4,20
"Detractor","36-50","Aridatha","Florida","Chat","Onboarding","Female","Criag",5,4,2,40
"Promoter","18-25","Corinna","California","Website","Claims","Male","Kinchington",1,2,3,21
"Detractor","26-35","Angy","Ohio","App","Onboarding","Female","Kunath",2,3,2,47
"Promoter","26-35","Oralia","North Carolina","App","Renewal","NA","Gillion",2,3,5,19
"Passive","18-25","Lyon","California","Call Center","Acquisition","NA","Bleibaum",3,2,1,10
"Passive","36-50","Cathryn","Florida","App","Claims","Male","Shawley",2,4,3,46
"Detractor","NA","Lorrayne","Texas","Website","Renewal","Female","Lehon",1,5,5,29
"Promoter","26-35","Gray","Illinois","Call Center","Onboarding","NA","Aldcorne",3,3,2,27
"Detractor","18-25","Bonnee","Michigan","Call Center","Routine Services","Male","Borrie",3,2,4,10
"Passive","36-50","Bonnee","Oklahoma","Chat","Renewal","Female","Storr",5,4,5,31
"Promoter","0-17","Malanie","Arizona","Website","Claims","NA","Cakebread",1,1,3,43
"Detractor","36-50","Brynna","New York","App","Acquisition","Female","Brantl",2,4,1,10
"Passive","26-35","Roberto","West Virginia","Call Center","Claims","Male","Mitchenson",3,3,3,25
"Detractor","18-25","Gabi","Washington","App","Renewal","Male","Ramelet",2,2,5,36
"Promoter","18-25","Roberto","Colorado","Email","Onboarding","Female","Sevitt",6,2,2,45
"Passive","26-35","Crosby","Tennessee","Chat","Routine Services","NA","Cowl",5,3,4,18
"Promoter","26-35","Nikola","California","Call Center","Acquisition","Male","Gatrill",3,3,1,48
"Detractor","36-50","Angy","District of Columbia","Website","Renewal","NA","Lehon",1,4,5,10
"Passive","26-35","Wendall","Maryland","Website","Onboarding","Female","Robbert",1,3,2,32
"Promoter","18-25","Noreen","Massachusetts","Store","Claims","NA","Nerney",4,2,3,22
"Detractor","0-17","Martino","Florida","Call Center","Routine Services","Female","Coldridge",3,1,4,10
"Detractor","18-25","Corinna","Texas","App","Renewal","Male","Vanni",2,2,5,42
"Passive","26-35","Otha","Georgia","App","Acquisition","Male","Woodroffe",2,3,1,29
"Detractor","36-50","Wells","Virginia","App","Claims","NA","Cantero",2,4,3,23
"Promoter","36-50","Gale","New York","Website","Claims","Female","Seebert",1,4,3,29
"Passive","18-25","Taryn","Ohio","Call Center","Onboarding","Male","Worgen",3,2,2,49
"Promoter","NA","Corey","California","App","Claims","NA","Thuillier",2,5,3,27
"Detractor","26-35","Arly","California","Chat","Routine Services","Female","Reynish",5,3,4,50
"Passive","36-50","Alvina","Texas","Website","Onboarding","NA","Riolfi",1,4,2,41
"Promoter","26-35","Werner","Texas","Call Center","Acquisition","Female","Cowl",3,3,1,24
"Detractor","0-17","Cathryn","Nevada","Call Center","Claims","Male","Ducker",3,1,3,44
"Passive","26-35","Ellene","Pennsylvania","Email","Renewal","Male","Eisikowitz",6,3,5,32
"Detractor","18-25","Werner","Montana","App","Onboarding","NA","Pearle",2,2,2,10
"Promoter","18-25","Fields","Florida","App","Renewal","Female","Dobey",2,2,5,19
"Passive","36-50","Alyson","Iowa","Chat","Acquisition","Male","Abreheart",5,4,1,15
"Detractor","18-25","Naoma","Illinois","Call Center","Renewal","NA","Rothman",3,2,5,10
"Promoter","NA","Carlynne","Utah","Store","Routine Services","Female","Adao",4,5,4,26
"Detractor","36-50","Malanie","Virginia","Website","Claims","Male","Hooks",1,4,3,10
"Passive","26-35","Gray","California","App","Onboarding","Female","Rehme",2,3,2,30
"Detractor","26-35","Cecil","District of Columbia","Website","Renewal","NA","Worgen",1,3,5,30
"Promoter","18-25","Alfred","California","Website","Routine Services","NA","Doidge",1,2,4,49
"Detractor","0-17","Orin","California","Call Center","Claims","Female","Raper",3,1,3,31
"Passive","26-35","Sammy","Mississippi","Website","Claims","Male","Block",1,3,3,37
"Promoter","18-25","Cobbie","Florida","Call Center","Onboarding","Male","Royce",3,2,2,22
"Passive","18-25","Kennan","Virginia","Chat","Renewal","Female","Tussaine",5,2,5,18
"Detractor","36-50","Wanids","Missouri","App","Claims","NA","Cronchey",2,4,3,28
"Detractor","26-35","Lorianna","North Carolina","App","Acquisition","Male","Climpson",2,3,1,33
"Passive","36-50","Onfroi","Kentucky","Website","Routine Services","Female","Hanbridge",1,4,4,29
"Promoter","18-25","Jereme","Indiana","Call Center","Claims","NA","Lisciardelli",3,2,3,35
"Detractor","26-35","Gray","Arizona","Call Center","Renewal","Male","Hassur",3,3,5,46
"Promoter","36-50","Harbert","Michigan","Website","Acquisition","NA","Tussaine",1,4,1,25
"Passive","18-25","Goddart","Georgia","App","Onboarding","Female","Klicher",2,2,2,30
"Detractor","0-17","Cynthea","Texas","Store","Renewal","Male","Klicher",4,1,5,28
"Promoter","26-35","Eachelle","Alabama","App","Claims","Female","Gillion",2,3,3,35
"Detractor","36-50","Carlynne","Louisiana","Call Center","Onboarding","NA","Raper",3,4,2,22
