OwnerName,AccountId,ForecastCategory,IsClosed,Manager,PredictedWinRate,PipeGenerated,PipeCoverage,EventCount,TaskCount,AccountName,ActivitiesBucket,ActivityCount,Amount,CallCount,CloseDate,ClosedWon,CreatedDate,EmailCount,IsWon,LastProcessedDate,OpportunityName,OpportunityId,OwnerId,Probability,Role,SmallPhotoUrl,WinRate
Devin Washington,,Best Case,true,Brian Chandler,73,"$4,200,000.00",2.5,12,12,Digitek Computer Products,8 - 12,41,"$91,000.00",9,2020-09-13,"$2,900,000.00",2020-06-19,8,true,2021-06-02,Digitek Computer Products 551,,,55,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Mary Eng,,Pipeline,false,,74,"$3,950,000.00",2.23,11,10,CarrierPoint,8 - 12,37,"$94,000.00",8,2021-05-27,"$1,500,000.00",2021-03-13,8,false,2021-06-02,CarrierPoint 552,,005B0000006zLGfIAM,55,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,73
Ebony Ali,,Commit,false,Gary Hill,68,"$3,750,000.00",2.04,8,9,Computercare,8 - 12,35,"$26,000.00",8,2020-10-15,"$1,500,000.00",2020-08-06,10,false,2021-06-02,Computercare 553,,,75,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,67
Karen Mccann,,Closed,true,Gary Hill,68,"$3,300,000.00",2.08,7,7,CellExchange,4 - 8,26,"$94,000.00",8,2020-11-04,"$1,500,000.00",2020-09-17,4,true,2021-06-02,CellExchange 554,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,70
Oscar Anthony,,Closed,true,Brian Chandler,81,"$3,000,000.00",2.03,11,9,Convergys Corp,8 - 12,42,"$42,000.00",12,2021-02-02,"$1,500,000.00",2020-12-18,10,true,2021-06-02,Convergys Corp 555,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,83
Brian Chandler,,Commit,true,Mary Eng,78,"$4,200,000.00",2.5,11,11,Carlson Inc [2094],8 - 12,39,"$99,000.00",8,2020-10-30,"$2,900,000.00",2020-09-08,9,false,2021-06-02,Carlson Inc [2094] 556,,005B0000006zLFOIA2,75,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,81
Amy Johnson,,Closed,true,Gary Hill,54,"$3,950,000.00",2.1,5,8,Bostik,4 - 8,24,"$77,000.00",4,2020-07-04,"$1,500,000.00",2020-05-27,7,true,2021-06-02,Bostik 557,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,56
Gary Hill,,Closed,true,Mary Eng,87,"$4,500,000.00",2.24,11,9,Credit Acceptance Corporation,8 - 12,41,"$80,000.00",11,2021-04-30,"$1,500,000.00",2021-02-09,10,false,2021-06-02,Credit Acceptance Corporation 558,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,88
Dean Pierce,,Commit,true,Mary Eng,78,"$3,250,000.00",2.28,9,8,BondRewards,8 - 12,37,"$92,000.00",11,2020-09-07,"$1,500,000.00",2020-06-16,9,false,2021-06-02,BondRewards 559,,005B0000006zLDrIAM,90,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,80
Kylie Cannon,,Best Case,false,Dean Pierce,65,"$4,200,000.00",2.5,7,7,Commercial Federal Bank Inc,4 - 8,25,"$73,000.00",5,2021-01-07,"$2,900,000.00",2020-11-15,6,true,2021-06-02,Commercial Federal Bank Inc 560,,,60,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Patricia Shepard,,Pipeline,false,Brian Chandler,59,"$3,450,000.00",2.64,11,9,Critigen,8 - 12,40,"$68,000.00",11,2021-04-29,"$1,500,000.00",2021-02-19,9,false,2021-06-02,Critigen 561,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Jane Martin,,Closed,true,Dean Pierce,71,"$4,150,000.00",2.61,8,8,Baldwin &amp; Clarke Advisory Svc,8 - 12,35,"$79,000.00",9,2021-04-07,"$1,500,000.00",2021-01-18,10,true,2021-06-02,Baldwin &amp; Clarke Advisory Svc 562,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,71
Austin Le,,Closed,true,Brian Chandler,91,"$3,700,000.00",2.27,7,5,Dotlogix Inc,4 - 8,27,"$53,000.00",7,2021-03-24,"$1,500,000.00",2021-01-18,8,false,2021-06-02,Dotlogix Inc 563,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,89
Jeremiah Ballard,,Commit,true,Brian Chandler,63,"$3,600,000.00",2.6,10,8,Convergys Corporation,8 - 12,35,"$58,000.00",8,2020-07-02,"$1,500,000.00",2020-04-06,9,true,2021-06-02,Convergys Corporation 564,,,70,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,66
Elizabeth Lewis,,Pipeline,false,Dean Pierce,82,"$4,200,000.00",2.5,11,12,Corexpand,8 - 12,45,"$98,000.00",10,2020-11-23,"$2,900,000.00",2020-10-02,12,true,2021-06-02,Corexpand 565,,,60,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Rebecca Espinoza,,Commit,true,Gary Hill,80,"$3,750,000.00",2.62,6,7,Convergent Outsourcing,4 - 8,26,"$61,000.00",8,2020-11-17,"$1,500,000.00",2020-09-14,5,false,2021-06-02,Convergent Outsourcing 566,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Erica Fletcher,,Closed,true,Mary Eng,67,"$4,200,000.00",2.5,3,4,ConnectInc.com,0 - 5,11,"$35,000.00",4,2021-07-04,"$2,900,000.00",2021-04-27,0,true,2021-06-02,ConnectInc.com 567,,005B0000006zLBdIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,70
Oscar Anthony,,Best Case,true,Brian Chandler,80,"$4,400,000.00",2.05,8,11,Construction Systems Associates,8 - 12,42,"$33,000.00",12,2020-12-01,"$1,500,000.00",2020-09-02,11,false,2021-06-02,Construction Systems Associates 568,,,65,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,79
Elizabeth Lewis,,Closed,true,Dean Pierce,55,"$4,450,000.00",2.34,9,11,Cogent Business Applications,8 - 12,42,"$91,000.00",12,2020-07-29,"$1,500,000.00",2020-06-11,10,false,2021-06-02,Cogent Business Applications 569,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Beth Malone,,Commit,false,Gary Hill,53,"$4,200,000.00",2.5,5,5,Collins Inc [1460],4 - 8,21,"$54,000.00",6,2021-04-26,"$2,900,000.00",2021-02-10,5,true,2021-06-02,Collins Inc [1460] 570,,,80,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,52
Dean Pierce,,Closed,true,Mary Eng,52,"$4,150,000.00",2.24,12,10,Cerulean Technology,8 - 12,39,"$93,000.00",8,2021-05-01,"$1,500,000.00",2021-02-08,9,false,2021-06-02,Cerulean Technology 571,,005B0000006zLDrIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,55
Austin Le,,Commit,true,Brian Chandler,76,"$3,900,000.00",2.67,9,9,Disha Technologies,8 - 12,36,"$79,000.00",10,2021-01-08,"$1,500,000.00",2020-11-26,8,true,2021-06-02,Disha Technologies 572,,,90,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Ebony Ali,,Pipeline,false,Gary Hill,87,"$4,000,000.00",2.48,5,5,Compuwave,4 - 8,23,"$49,000.00",6,2021-01-02,"$1,500,000.00",2020-11-30,7,true,2021-06-02,Compuwave 573,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,84
Brian Chandler,,Closed,true,Mary Eng,78,"$3,450,000.00",2.67,11,8,Creative Training,8 - 12,38,"$61,000.00",11,2021-03-19,"$1,500,000.00",2020-12-30,8,false,2021-06-02,Creative Training 574,,005B0000006zLFOIA2,100,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,76
Erica Fletcher,,Best Case,true,Mary Eng,67,"$4,200,000.00",2.5,3,1,Freeport-McMoran Copper and Gold,0 - 5,12,"$61,000.00",5,2020-11-29,"$2,900,000.00",2020-10-23,3,false,2021-06-02,Freeport-McMoran Copper and Gold 575,,005B0000006zLBdIAM,60,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,70
Kylie Cannon,,Closed,true,Dean Pierce,82,"$4,200,000.00",2.5,8,12,Cognex Corporation,8 - 12,39,"$40,000.00",10,2020-11-10,"$2,900,000.00",2020-08-14,9,true,2021-06-02,Cognex Corporation 576,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Gary Hill,,Commit,false,Mary Eng,58,"$3,400,000.00",2.84,12,12,Corestaff Services LP,8 - 12,40,"$74,000.00",8,2021-06-16,"$1,500,000.00",2021-03-30,8,false,2021-06-02,Corestaff Services LP 577,,005B0000006zLFqIAM,75,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,60
Amy Thomas,,Closed,true,Gary Hill,73,"$4,250,000.00",2.84,6,7,Clayton Inc [2220],4 - 8,24,"$87,000.00",5,2020-12-16,"$1,500,000.00",2020-09-23,6,true,2021-06-02,Clayton Inc [2220] 578,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,76
Rebecca Espinoza,,Commit,true,Gary Hill,59,"$3,300,000.00",2.69,11,8,Core Strategies,8 - 12,36,"$49,000.00",8,2021-01-12,"$1,500,000.00",2020-10-30,9,true,2021-06-02,Core Strategies 579,,,85,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Karen Mccann,,Best Case,false,Gary Hill,57,"$4,200,000.00",2.5,10,11,3D Systems,8 - 12,38,"$77,000.00",8,2021-06-08,"$2,900,000.00",2021-04-03,9,false,2021-06-02,3D Systems 580,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Mary Eng,,Pipeline,false,,58,"$3,700,000.00",2.72,5,4,Digitron Media   Inc,4 - 8,23,"$79,000.00",8,2021-03-26,"$1,500,000.00",2021-02-23,6,false,2021-06-02,Digitron Media   Inc 581,,005B0000006zLGfIAM,60,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,60
Jane Martin,,Closed,true,Dean Pierce,72,"$3,050,000.00",2.13,12,10,Cormac Corporation,8 - 12,45,"$75,000.00",12,2021-06-08,"$1,500,000.00",2021-03-11,11,true,2021-06-02,Cormac Corporation 582,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Jeremiah Ballard,,Commit,true,Brian Chandler,58,"$4,100,000.00",2.11,10,9,Carbonite,8 - 12,40,"$97,000.00",10,2021-03-24,"$1,500,000.00",2021-02-03,11,false,2021-06-02,Carbonite 583,,,80,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,58
Patricia Shepard,,Closed,true,Brian Chandler,68,"$4,200,000.00",2.5,8,4,DuMonde Solutions,4 - 8,22,"$43,000.00",5,2021-07-03,"$2,900,000.00",2021-04-13,5,true,2021-06-02,DuMonde Solutions 584,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,69
Devin Washington,,Best Case,false,Brian Chandler,83,"$3,600,000.00",2,9,9,Capture Technologies,8 - 12,42,"$97,000.00",12,2020-12-14,"$1,500,000.00",2020-10-07,12,true,2021-06-02,Capture Technologies 585,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,85
Nicole Bowers,,Pipeline,true,Dean Pierce,88,"$3,450,000.00",2.61,8,8,Coherity,8 - 12,39,"$46,000.00",11,2020-10-03,"$1,500,000.00",2020-07-28,12,false,2021-06-02,Coherity 586,,,55,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,86
Lucas Baxter,,Closed,true,Brian Chandler,65,"$4,250,000.00",2.02,6,6,Edwards Inc [2051],4 - 8,25,"$85,000.00",6,2020-08-16,"$1,500,000.00",2020-06-04,7,true,2021-06-02,Edwards Inc [2051] 587,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,64
Amy Johnson,,Commit,false,Gary Hill,73,"$3,300,000.00",2.71,10,10,Cortez Inc [2182],8 - 12,40,"$86,000.00",10,2020-09-10,"$1,500,000.00",2020-07-01,10,false,2021-06-02,Cortez Inc [2182] 588,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Devin Washington,,Commit,true,Brian Chandler,63,"$4,200,000.00",2.5,10,8,Bartlett Nuclear,8 - 12,39,"$99,000.00",9,2021-01-10,"$2,900,000.00",2020-11-17,12,true,2021-06-02,Bartlett Nuclear 589,,,90,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,62
Patricia Shepard,,Closed,true,Brian Chandler,72,"$3,350,000.00",2.76,4,6,Cortez Inc [1658],4 - 8,24,"$54,000.00",6,2020-07-21,"$1,500,000.00",2020-06-03,8,false,2021-06-02,Cortez Inc [1658] 590,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Jane Martin,,Closed,true,Dean Pierce,84,"$3,500,000.00",2.71,9,9,Centric Group,8 - 12,36,"$46,000.00",9,2020-12-18,"$1,500,000.00",2020-09-23,9,true,2021-06-02,Centric Group 591,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,86
Dean Pierce,,Best Case,true,Mary Eng,60,"$3,300,000.00",2.28,12,8,Educational Housing Services,8 - 12,40,"$81,000.00",9,2020-07-29,"$1,500,000.00",2020-06-16,11,false,2021-06-02,Educational Housing Services 592,,005B0000006zLDrIAM,65,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,58
Oscar Anthony,,Commit,false,Brian Chandler,51,"$4,200,000.00",2.5,4,6,Cellular Technologies Inc,4 - 8,24,"$84,000.00",6,2020-07-10,"$2,900,000.00",2020-05-03,8,false,2021-06-02,Cellular Technologies Inc 593,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,48
Karen Mccann,,Pipeline,false,Gary Hill,79,"$3,350,000.00",2.85,9,9,ColdCypress,8 - 12,40,"$60,000.00",12,2021-07-03,"$1,500,000.00",2021-05-22,10,true,2021-06-02,ColdCypress 594,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Erica Fletcher,,Closed,true,Mary Eng,77,"$4,200,000.00",2.5,0,4,Casey Inc [2543],0 - 5,13,"$85,000.00",5,2021-01-11,"$2,900,000.00",2020-11-17,4,false,2021-06-02,Casey Inc [2543] 595,,005B0000006zLBdIAM,100,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,78
Gary Hill,,Closed,true,Mary Eng,67,"$4,150,000.00",2.56,9,12,Cole Inc [1003],8 - 12,37,"$38,000.00",8,2020-11-15,"$1,500,000.00",2020-08-26,8,true,2021-06-02,Cole Inc [1003] 596,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,64
Nicole Bowers,,Commit,true,Dean Pierce,84,"$4,050,000.00",2.73,7,4,Concrete.com,4 - 8,24,"$93,000.00",6,2020-09-13,"$1,500,000.00",2020-06-17,7,true,2021-06-02,Concrete.com 597,,,80,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,82
Rebecca Espinoza,,Best Case,true,Gary Hill,80,"$3,850,000.00",2.7,10,12,Certek Software Designs Inc,8 - 12,42,"$82,000.00",11,2021-01-25,"$1,500,000.00",2020-12-19,9,false,2021-06-02,Certek Software Designs Inc 598,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,78
Ebony Ali,,Commit,false,Gary Hill,55,"$4,200,000.00",2.5,12,12,Concuity,8 - 12,40,"$64,000.00",8,2020-10-07,"$2,900,000.00",2020-08-27,8,false,2021-06-02,Concuity 599,,,90,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Amy Johnson,,Pipeline,false,Gary Hill,51,"$3,350,000.00",2.02,12,12,Dimare Fresh Inc,8 - 12,45,"$25,000.00",11,2021-07-10,"$1,500,000.00",2021-04-30,10,true,2021-06-02,Dimare Fresh Inc 600,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,47
Lucas Baxter,,Closed,true,Brian Chandler,66,"$3,700,000.00",2.65,4,6,Bartlett Nuclear,4 - 8,20,"$75,000.00",4,2020-11-13,"$1,500,000.00",2020-08-22,6,false,2021-06-02,Bartlett Nuclear 601,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,65
Jeremiah Ballard,,Closed,true,Brian Chandler,74,"$4,250,000.00",2.75,9,8,Credit Acceptance Corporation,8 - 12,40,"$82,000.00",11,2021-01-07,"$1,500,000.00",2020-11-03,12,true,2021-06-02,Credit Acceptance Corporation 602,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Elizabeth Lewis,,Commit,true,Dean Pierce,84,"$4,200,000.00",2.5,9,9,Carlson Inc [2094],8 - 12,39,"$28,000.00",12,2021-03-12,"$2,900,000.00",2021-01-14,9,false,2021-06-02,Carlson Inc [2094] 603,,,80,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,86
Austin Le,,Closed,true,Brian Chandler,70,"$4,450,000.00",2.51,6,7,Career Rewards Inc,4 - 8,24,"$63,000.00",6,2020-12-02,"$1,500,000.00",2020-10-05,5,true,2021-06-02,Career Rewards Inc 604,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,65
Brian Chandler,,Pipeline,true,Mary Eng,88,"$3,400,000.00",2.65,9,12,Fujitsu Computer Products of America,8 - 12,45,"$49,000.00",12,2021-04-17,"$1,500,000.00",2021-02-09,12,false,2021-06-02,Fujitsu Computer Products of America 605,,005B0000006zLFOIA2,50,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,87
Kylie Cannon,,Commit,false,Dean Pierce,73,"$3,350,000.00",2.38,10,8,DuMonde Solutions,8 - 12,35,"$26,000.00",8,2020-10-14,"$1,500,000.00",2020-08-29,9,true,2021-06-02,DuMonde Solutions 606,,,90,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,73
Beth Malone,,Best Case,false,Gary Hill,63,"$4,300,000.00",2.58,5,8,Caskey Achievement Strategies,4 - 8,24,"$33,000.00",4,2021-07-03,"$1,500,000.00",2021-05-20,7,false,2021-06-02,Caskey Achievement Strategies 607,,,65,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,65
Amy Thomas,,Commit,true,Gary Hill,86,"$4,200,000.00",2.5,8,9,Compuwave,8 - 12,38,"$33,000.00",10,2021-05-13,"$2,900,000.00",2021-03-10,11,true,2021-06-02,Compuwave 608,,,75,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,89
Mary Eng,,Closed,true,,84,"$4,350,000.00",2.37,9,12,BondRewards,8 - 12,37,"$58,000.00",8,2021-05-24,"$1,500,000.00",2021-04-09,8,true,2021-06-02,BondRewards 609,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,84
Oscar Anthony,,Closed,true,Brian Chandler,51,"$3,100,000.00",2.1,8,8,Edwards Inc [2051],4 - 8,32,"$80,000.00",8,2021-05-03,"$1,500,000.00",2021-02-11,8,false,2021-06-02,Edwards Inc [2051] 610,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,53
Dean Pierce,,Commit,true,Mary Eng,52,"$3,350,000.00",2.65,12,11,Computer Extension Professionals,8 - 12,44,"$81,000.00",12,2021-06-19,"$1,500,000.00",2021-04-18,9,true,2021-06-02,Computer Extension Professionals 611,,005B0000006zLDrIAM,75,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,51
Nicole Bowers,,Best Case,false,Dean Pierce,75,"$4,200,000.00",2.5,9,11,Cormac Corporation,8 - 12,36,"$37,000.00",8,2020-12-01,"$2,900,000.00",2020-10-07,8,false,2021-06-02,Cormac Corporation 612,,,55,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,77
Karen Mccann,,Pipeline,true,Gary Hill,76,"$3,700,000.00",2,7,7,3core Software Corporation,4 - 8,25,"$42,000.00",5,2020-10-06,"$1,500,000.00",2020-08-02,6,false,2021-06-02,3core Software Corporation 613,,,50,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,75
Ebony Ali,,Closed,true,Gary Hill,54,"$4,200,000.00",2,12,10,Concuity,8 - 12,40,"$81,000.00",9,2020-09-05,"$1,500,000.00",2020-07-21,9,true,2021-06-02,Concuity 614,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,57
Patricia Shepard,,Closed,true,Brian Chandler,77,"$3,550,000.00",2.63,9,8,Comsearch,8 - 12,36,"$25,000.00",9,2021-01-06,"$1,500,000.00",2020-10-13,10,false,2021-06-02,Comsearch 615,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Brian Chandler,,Commit,false,Mary Eng,85,"$4,300,000.00",2.83,8,5,Barrett Inc [240],4 - 8,28,"$77,000.00",8,2021-01-12,"$1,500,000.00",2020-11-25,7,true,2021-06-02,Barrett Inc [240] 616,,005B0000006zLFOIA2,90,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,88
Elizabeth Lewis,,Closed,true,Dean Pierce,69,"$4,200,000.00",2.5,9,12,Collins Inc [1460],8 - 12,43,"$43,000.00",10,2021-04-13,"$2,900,000.00",2021-02-28,12,false,2021-06-02,Collins Inc [1460] 617,,,100,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Jane Martin,,Pipeline,false,Dean Pierce,50,"$3,500,000.00",2.48,10,10,Digital Bungalow Inc,8 - 12,40,"$59,000.00",10,2021-07-04,"$1,500,000.00",2021-05-20,10,true,2021-06-02,Digital Bungalow Inc 618,,,60,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,51
Lucas Baxter,,Best Case,true,Brian Chandler,66,"$3,100,000.00",2.77,10,9,Commercial Federal Bank Inc,8 - 12,37,"$66,000.00",10,2021-03-21,"$1,500,000.00",2021-01-03,8,true,2021-06-02,Commercial Federal Bank Inc 619,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,67
Mary Eng,,Closed,true,,64,"$3,450,000.00",2.31,7,7,1st Sales,4 - 8,25,"$25,000.00",6,2021-02-24,"$1,500,000.00",2020-12-01,5,false,2021-06-02,1st Sales 620,,005B0000006zLGfIAM,100,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,60
Austin Le,,Commit,false,Brian Chandler,76,"$4,200,000.00",2.5,9,11,Coherity,8 - 12,40,"$98,000.00",10,2020-07-11,"$2,900,000.00",2020-06-03,10,true,2021-06-02,Coherity 621,,,70,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,74
Jeremiah Ballard,,Commit,true,Brian Chandler,51,"$4,450,000.00",2.75,9,8,Directed Electronics,8 - 12,38,"$83,000.00",11,2020-11-08,"$1,500,000.00",2020-09-25,10,false,2021-06-02,Directed Electronics 622,,,75,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,50
Devin Washington,,Closed,true,Brian Chandler,84,"$4,050,000.00",2.46,4,8,Certek Software Designs Inc,4 - 8,24,"$38,000.00",6,2021-02-10,"$1,500,000.00",2020-12-31,6,true,2021-06-02,Certek Software Designs Inc 623,,,100,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,86
Erica Fletcher,,Commit,true,Mary Eng,56,"$4,200,000.00",2.5,5,5,Disha Technologies,0 - 5,11,"$65,000.00",1,2020-09-07,"$2,900,000.00",2020-06-29,0,false,2021-06-02,Disha Technologies 624,,005B0000006zLBdIAM,85,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,59
Kylie Cannon,,Pipeline,false,Dean Pierce,80,"$3,950,000.00",2.61,8,9,Bostik,8 - 12,36,"$43,000.00",10,2021-07-11,"$1,500,000.00",2021-04-21,9,true,2021-06-02,Bostik 625,,,50,Central Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,81
Rebecca Espinoza,,Closed,true,Gary Hill,71,"$3,600,000.00",2.33,8,8,Cognex Corporation,8 - 12,34,"$57,000.00",8,2021-04-25,"$1,500,000.00",2021-03-04,10,false,2021-06-02,Cognex Corporation 626,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,72
Beth Malone,,Commit,true,Gary Hill,57,"$4,200,000.00",2.5,7,5,Chabot-Las Positas CCD,4 - 8,28,"$77,000.00",8,2020-11-20,"$2,900,000.00",2020-09-23,8,false,2021-06-02,Chabot-Las Positas CCD 627,,,70,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,55
Amy Johnson,,Closed,true,Gary Hill,70,"$3,300,000.00",2.59,8,12,ColdCypress,8 - 12,39,"$25,000.00",11,2021-06-03,"$1,500,000.00",2021-03-13,8,true,2021-06-02,ColdCypress 628,,,100,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,65
Amy Thomas,,Best Case,false,Gary Hill,90,"$3,100,000.00",2.59,8,8,Credit Control Services,8 - 12,37,"$37,000.00",11,2020-09-03,"$1,500,000.00",2020-06-26,10,false,2021-06-02,Credit Control Services 629,,,60,West Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,91
Gary Hill,,Closed,true,Mary Eng,82,"$3,950,000.00",2.11,5,6,Conner Inc [889],4 - 8,25,"$58,000.00",8,2020-08-22,"$1,500,000.00",2020-07-14,6,true,2021-06-02,Conner Inc [889] 630,,005B0000006zLFqIAM,100,RVP West,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,83
Mary Eng,,Commit,false,,73,"$4,200,000.00",2.5,12,8,Cortez Inc [1658],8 - 12,39,"$70,000.00",8,2021-05-15,"$2,900,000.00",2021-04-02,11,true,2021-06-02,Cortez Inc [1658] 631,,005B0000006zLGfIAM,80,VP of Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,72
Lucas Baxter,,Best Case,true,Brian Chandler,71,"$4,500,000.00",2.02,10,9,CashFlowSystems,8 - 12,41,"$27,000.00",12,2020-09-19,"$1,500,000.00",2020-07-13,10,false,2021-06-02,CashFlowSystems 632,,,50,East Sales,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,70
Brian Chandler,,Pipeline,true,Mary Eng,52,"$3,750,000.00",2.34,4,8,Convergys Corporation,4 - 8,25,"$33,000.00",8,2021-05-05,"$1,500,000.00",2021-04-01,5,true,2021-06-02,Convergys Corporation 633,,005B0000006zLFOIA2,60,RVP East,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,51
Dean Pierce,,Commit,false,Mary Eng,70,"$4,350,000.00",2.82,8,9,Cerulean Technology,8 - 12,39,"$65,000.00",10,2020-12-11,"$1,500,000.00",2020-09-28,12,false,2021-06-02,Cerulean Technology 634,,005B0000006zLDrIAM,70,RVP Central,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,73
