"User.Role.RoleNamesPath","IsAmount","User.Role.ForecastManager.UniqueUserName","User.SmallPhotoUrl","User.UserRoleId","HasAdjustment","User.Role.ParentRole.ForecastManager.UniqueUserName","ForecastingType.MasterLabel","User.Role.ParentRole.DeveloperName","User.Role.DeveloperName","ForecastingType.IsAmount","OwnerId","User.Role.ForecastManager.Name","User.Username","User.Role.Name","User.Role.ForecastManager.ForecastEnabled","User.Role.ParentRole.Name","Period.IsForecastPeriod","ForecastingType.DeveloperName","User.Name","User.Role.RoleNames","User.LastName","Period.Type","Period.EndDate","PeriodId","User.UniqueUserName","ForecastingType.IsActive","User.Role.ParentRoleId","ForecastingTypeId","Period.StartDate","User.Role.ParentRole.ForecastManager.Name","User.Role.Roles","HasOwnerAdjustment","User.ForecastEnabled","Id","ForecastingType.IsQuantity","ForecastCategoryName","User.Role.RolePath","AmountWithoutOwnerAdjustment","AmountWithoutManagerAdjustment","AmountWithoutAdjustments","ForecastAmount"
"Rebecca Espinoza/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBa/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eOIAQ",,"respinoz1600302444760@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Rebecca Espinoza","Gary Hill","Espinoza","Month","2020-11-30","026B0000000kC3ZIAU","Rebecca Espinoza","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-11-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELUKA2","false","Commit","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",339737,339737,339737,339737
"Ebony Ali/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBV/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ebIAA",,"eali1600302444858@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Ebony Ali","Ebony Ali","Ali","Month","2019-03-31","026B0000000kC3AIAU","Ebony Ali","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-03-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELVKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",12075,12075,12075,12075
"Erica Fletcher/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBz/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ecIAA","Dean Pierce","efletche1600302444866@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Erica Fletcher","Erica Fletcher","Fletcher","Month","2020-12-31","026B0000000kC3aIAE","Erica Fletcher","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-12-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lELWKA2","false","Pipeline","00EB0000000lg9qMAA/00EB0000000lg9lMAA",10000,10000,10000,10000
"Karen Mccann/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBf/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ePIAQ",,"kmccann1600302444776@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Karen Mccann","Gary Hill","Mccann","Month","2019-07-31","026B0000000kC3EIAU","Karen Mccann","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-07-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELXKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",97689,97689,97689,97689
"Beth Malone/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBk/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eaIAA",,"bmalone1600302444852@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Beth Malone","Beth Malone","Malone","Month","2020-08-31","026B0000000kC3WIAU","Beth Malone","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-08-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELYKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",515323,515323,515323,515323
"Rebecca Espinoza/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBa/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eOIAQ",,"respinoz1600302444760@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Rebecca Espinoza","Gary Hill","Espinoza","Month","2020-05-31","026B0000000kC3TIAU","Rebecca Espinoza","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-05-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELZKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",46504,46504,46504,46504
"Karen Mccann/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBf/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ePIAQ",,"kmccann1600302444776@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Karen Mccann","Gary Hill","Mccann","Month","2019-11-30","026B0000000kC3IIAU","Karen Mccann","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-11-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELcKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",995092,995092,995092,995092
"Kylie Cannon/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUC4/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eTIAQ",,"kcannon1600302444804@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Kylie Cannon","Dean Pierce","Cannon","Month","2019-06-30","026B0000000kC3DIAU","Kylie Cannon","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-06-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lELeKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",64000,64000,64000,64000
"Jane Martin/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAr/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9edIAA",,"jmartin1600302444872@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Jane Martin","Dean Pierce","Martin","Month","2020-04-30","026B0000000kC3SIAU","Jane Martin","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-04-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lELfKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",31757,31757,31757,31757
"Ebony Ali/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBV/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ebIAA",,"eali1600302444858@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Ebony Ali","Ebony Ali","Ali","Month","2019-02-28","026B0000000kC39IAE","Ebony Ali","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-02-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELgKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",67207,67207,67207,67207
"Erica Fletcher/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBz/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ecIAA","Dean Pierce","efletche1600302444866@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Erica Fletcher","Erica Fletcher","Fletcher","Month","2019-07-31","026B0000000kC3EIAU","Erica Fletcher","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2019-07-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lELhKAM","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",504084,504084,504084,504084
"Ebony Ali/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBV/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ebIAA",,"eali1600302444858@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Ebony Ali","Ebony Ali","Ali","Month","2020-11-30","026B0000000kC3ZIAU","Ebony Ali","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-11-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELiKAM","false","Commit","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",62005,62005,62005,62005
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-10-31","026B0000000kC3YIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-10-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lELjKAM","false","Commit","00EB0000000lg9rMAA/00EB0000000lg9lMAA",427071,427071,427071,427071
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-09-30","026B0000000kC3XIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-09-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lELkKAM","false","Pipeline","00EB0000000lg9rMAA/00EB0000000lg9lMAA",2325,2325,2325,2325
"Mary Eng","true","Mary Eng","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9lMAA","false",,"Opportunity Revenue",,"VP_of_Sales","true","005B0000006YzVQIA0","Mary Eng","astar.ghnhcy3ndl74.kgfv11rbklry.5k3xuhrh2dmx.lyr7dhsw.iq7fuiyjqelq@gs0.org","VP of Sales","true",,"true","OpportunityRevenue","Mary Eng","Mary Eng","Eng","Month","2020-04-30","026B0000000kC3SIAU","Mary Eng","true",,"0DbB0000001948lKAA","2020-04-01",,"00EB0000000lg9lMAA","false","true","0G3B0000006lELlKAM","false","Closed","00EB0000000lg9lMAA",968361,968361,968361,968361
"Erica Fletcher/Mary Eng","true","Dean Pierce","https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBz/T","00EB0000000lg9qMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_Central","true","005B0000006s9ecIAA","Dean Pierce","efletche1600302444866@demo.user","RVP Central","true","VP of Sales","true","OpportunityRevenue","Erica Fletcher","Erica Fletcher","Fletcher","Month","2020-01-31","026B0000000kC3PIAU","Erica Fletcher","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-01-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lELoKAM","false","Closed","00EB0000000lg9qMAA/00EB0000000lg9lMAA",161190,161190,161190,161190
"Elizabeth Lewis/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAw/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eZIAQ",,"elewis1600302444844@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Elizabeth Lewis","Dean Pierce","Lewis","Month","2019-03-31","026B0000000kC3AIAU","Elizabeth Lewis","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-03-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lELrKAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",147500,147500,147500,147500
"Rebecca Espinoza/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBa/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eOIAQ",,"respinoz1600302444760@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Rebecca Espinoza","Gary Hill","Espinoza","Month","2019-10-31","026B0000000kC3HIAU","Rebecca Espinoza","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-10-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELsKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",57252,57252,57252,57252
"Kylie Cannon/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUC4/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eTIAQ",,"kcannon1600302444804@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Kylie Cannon","Dean Pierce","Cannon","Month","2020-12-31","026B0000000kC3aIAE","Kylie Cannon","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-12-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lELuKAM","false","Best Case","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",534000,534000,534000,534000
"Amy Thomas/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAm/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eQIAQ",,"athomas1600302444783@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Thomas","Amy Thomas","Thomas","Month","2019-06-30","026B0000000kC3DIAU","Amy Thomas","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-06-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lELvKAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",310029,310029,310029,310029
"Nicole Bowers/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBu/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eeIAA",,"nbowers1600302444878@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Nicole Bowers","Dean Pierce","Bowers","Month","2020-09-30","026B0000000kC3XIAU","Nicole Bowers","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-09-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lELxKAM","false","Commit","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",211000,211000,211000,211000
"Beth Malone/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBk/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eaIAA",,"bmalone1600302444852@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Beth Malone","Beth Malone","Malone","Month","2019-12-31","026B0000000kC3JIAU","Beth Malone","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-12-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEM0KAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",314744,314744,314744,314744
"Nicole Bowers/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBu/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eeIAA",,"nbowers1600302444878@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Nicole Bowers","Dean Pierce","Bowers","Month","2019-09-30","026B0000000kC3GIAU","Nicole Bowers","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-09-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEM1KAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",1368708,1368708,1368708,1368708
"Beth Malone/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBk/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eaIAA",,"bmalone1600302444852@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Beth Malone","Beth Malone","Malone","Month","2019-08-31","026B0000000kC3FIAU","Beth Malone","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-08-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEM2KAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",100950,100950,100950,100950
"Nicole Bowers/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBu/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eeIAA",,"nbowers1600302444878@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Nicole Bowers","Dean Pierce","Bowers","Month","2019-02-28","026B0000000kC39IAE","Nicole Bowers","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2019-02-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEM4KAM","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",840562,840562,840562,840562
"Karen Mccann/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBf/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9ePIAQ",,"kmccann1600302444776@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Karen Mccann","Gary Hill","Mccann","Month","2020-06-30","026B0000000kC3UIAU","Karen Mccann","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-06-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEM6KAM","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",49604,49604,49604,49604
"Elizabeth Lewis/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAw/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eZIAQ",,"elewis1600302444844@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Elizabeth Lewis","Dean Pierce","Lewis","Month","2020-12-31","026B0000000kC3aIAE","Elizabeth Lewis","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-12-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEMEKA2","false","Commit","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",5500,5500,5500,5500
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2019-11-30","026B0000000kC3IIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2019-11-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEMFKA2","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",1979575,1979575,1979575,1979575
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2019-12-31","026B0000000kC3JIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2019-12-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEMGKA2","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",731597,731597,731597,731597
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-09-30","026B0000000kC3XIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-09-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEMHKA2","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",204417,204417,204417,204417
"Beth Malone/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBk/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eaIAA",,"bmalone1600302444852@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Beth Malone","Beth Malone","Malone","Month","2020-11-30","026B0000000kC3ZIAU","Beth Malone","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-11-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEMIKA2","false","Best Case","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",417291,417291,417291,417291
"Elizabeth Lewis/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAw/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9eZIAQ",,"elewis1600302444844@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Elizabeth Lewis","Dean Pierce","Lewis","Month","2020-01-31","026B0000000kC3PIAU","Elizabeth Lewis","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-01-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEMJKA2","false","Closed","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",206691,206691,206691,206691
"Jane Martin/Dean Pierce/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAr/T","00EB0000000lg9vMAA","false","Dean Pierce","Opportunity Revenue","RVP_Central","Central_Sales","true","005B0000006s9edIAA",,"jmartin1600302444872@demo.user","Central Sales",,"RVP Central","true","OpportunityRevenue","Jane Martin","Dean Pierce","Martin","Month","2020-10-31","026B0000000kC3YIAU","Jane Martin","true","00EB0000000lg9qMAA","0DbB0000001948lKAA","2020-10-01","Dean Pierce","00EB0000000lg9lMAA","false","true","0G3B0000006lEMPKA2","false","Commit","00EB0000000lg9vMAA/00EB0000000lg9qMAA/00EB0000000lg9lMAA",28700,28700,28700,28700
"Amy Johnson/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUBp/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eRIAQ",,"ajohnson1600302444789@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Johnson","Amy Johnson","Johnson","Month","2019-10-31","026B0000000kC3HIAU","Amy Johnson","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2019-10-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEMSKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",988919,988919,988919,988919
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-04-30","026B0000000kC3SIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-04-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEMUKA2","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",399483,399483,399483,399483
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-12-31","026B0000000kC3aIAE","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-12-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEMVKA2","false","Pipeline","00EB0000000lg9rMAA/00EB0000000lg9lMAA",376285,376285,376285,376285
"Gary Hill/Mary Eng","true","Gary Hill","https://jahnavi-gs0--c.documentforce.com/profilephoto/005/T","00EB0000000lg9rMAA","false","Mary Eng","Opportunity Revenue","VP_of_Sales","RVP_West","true","005B0000006s9efIAA","Gary Hill","ghill1600302444885@demo.user","RVP West","true","VP of Sales","true","OpportunityRevenue","Gary Hill","Gary Hill","Hill","Month","2020-07-31","026B0000000kC3VIAU","Gary Hill","true","00EB0000000lg9lMAA","0DbB0000001948lKAA","2020-07-01","Mary Eng","00EB0000000lg9lMAA","false","true","0G3B0000006lEMWKA2","false","Closed","00EB0000000lg9rMAA/00EB0000000lg9lMAA",169003,169003,169003,169003
"Amy Thomas/Gary Hill/Mary Eng","true",,"https://jahnavi-gs0--c.documentforce.com/profilephoto/729B0000000LUAm/T","00EB0000000lg9wMAA","false","Gary Hill","Opportunity Revenue","RVP_West","West_Sales","true","005B0000006s9eQIAQ",,"athomas1600302444783@demo.user","West Sales",,"RVP West","true","OpportunityRevenue","Amy Thomas","Amy Thomas","Thomas","Month","2020-05-31","026B0000000kC3TIAU","Amy Thomas","true","00EB0000000lg9rMAA","0DbB0000001948lKAA","2020-05-01","Gary Hill","00EB0000000lg9lMAA","false","true","0G3B0000006lEMXKA2","false","Closed","00EB0000000lg9wMAA/00EB0000000lg9rMAA/00EB0000000lg9lMAA",371445,371445,371445,371445
