SnapshotTextDate,OwnerName,AccountId,SmallPhotoUrl,ForecastCategory,PredictedWinRate,WinRate,Amount,AccountName,CloseDate,CreatedDate,IsClosed,IsWon,LastProcessedDate,Manager,OpportunityName,OpportunityId,OwnerId,PeriodEndDate,PeriodStartDate,Role,SnapshotDate,SnapshotName
2021-05-10,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,70,71,"$578,000.00",Baton Rouge International,2021-02-11,2020-12-01,true,false,2021-06-09,Dean Pierce,Baton Rouge International 5479,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,95,94,"$743,000.00",Distribution Data Inc,2021-06-26,2021-04-21,false,true,2021-06-09,Dean Pierce,Distribution Data Inc 5480,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Commit,50,48,"$532,000.00",FuelQuest,2020-12-15,2020-11-01,false,false,2021-06-09,,FuelQuest 5481,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-04-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Closed,77,78,"$521,000.00",Abbott Inc [1338],2021-06-05,2021-04-22,true,true,2021-06-09,Mary Eng,Abbott Inc [1338] 5482,,005B0000006zLFOIA2,2021-04-19,2021-03-20,RVP East,2021-04-09,2 Months Ago
2021-06-09,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,63,62,"$735,000.00",Acorn Technowlogies,2020-10-21,2020-09-16,false,false,2021-06-09,Brian Chandler,Acorn Technowlogies 5483,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-05-10,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,64,68,"$639,500.00",Freeman Inc [502],2020-11-27,2020-09-09,true,true,2021-06-09,Mary Eng,Freeman Inc [502] 5484,,005B0000006zLFqIAM,2021-05-19,2021-04-20,RVP West,2021-05-10,1 Month Ago
2021-05-10,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,60,58,"$746,500.00",Edwards Brothers,2020-10-05,2020-08-21,true,false,2021-06-09,Gary Hill,Edwards Brothers 5485,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-04-09,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,81,83,"$563,500.00",EHMI,2020-11-24,2020-09-11,false,true,2021-06-09,Brian Chandler,EHMI 5486,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-03-12,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,63,66,"$628,000.00",Duke Realty Corporation,2020-09-12,2020-06-18,true,true,2021-06-09,Gary Hill,Duke Realty Corporation 5487,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,77,78,"$700,500.00",Active Decisions,2021-03-15,2021-01-18,false,false,2021-06-09,Dean Pierce,Active Decisions 5488,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-04-09,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,75,78,"$514,500.00",Comsearch,2021-04-15,2021-02-13,true,false,2021-06-09,Brian Chandler,Comsearch 5489,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-05-10,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Best Case,72,69,"$595,500.00",Boomerangit,2021-07-19,2021-06-19,false,true,2021-06-09,,Boomerangit 5490,,005B0000006zLGfIAM,2021-05-19,2021-04-20,VP of Sales,2021-05-10,1 Month Ago
2021-06-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,69,72,"$544,000.00",CommerceFlow,2020-11-17,2020-10-02,true,true,2021-06-09,Brian Chandler,CommerceFlow 5491,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-03-12,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,81,81,"$723,000.00",Eldorado Chemical Company,2021-03-10,2021-01-06,false,false,2021-06-09,Gary Hill,Eldorado Chemical Company 5492,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-04-09,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,59,58,"$542,000.00",Celanese Chemicals,2021-04-23,2021-02-19,false,false,2021-06-09,Brian Chandler,Celanese Chemicals 5493,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-05-10,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,51,52,"$696,000.00",Cobb Inc [752],2020-08-10,2020-07-02,true,true,2021-06-09,Brian Chandler,Cobb Inc [752] 5494,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,74,73,"$665,000.00",Covega Corp.,2020-12-10,2020-10-13,true,true,2021-06-09,Mary Eng,Covega Corp. 5495,,005B0000006zLBdIAM,2021-03-19,2021-02-20,RVP Central,2021-03-12,3 Months Ago
2021-06-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,51,48,"$693,500.00",Compras Express   Inc,2020-08-29,2020-07-19,false,false,2021-06-09,Gary Hill,Compras Express   Inc 5496,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,75,77,"$691,000.00",Community Foundation of Centra,2021-04-28,2021-03-27,true,true,2021-06-09,Dean Pierce,Community Foundation of Centra 5497,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-04-09,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,56,56,"$632,500.00",Boston Institutional Svc Inc,2020-10-22,2020-08-31,false,false,2021-06-09,Dean Pierce,Boston Institutional Svc Inc 5498,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-05-10,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,86,85,"$728,500.00",Barringa,2020-10-27,2020-08-18,true,true,2021-06-09,Gary Hill,Barringa 5499,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-06-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,53,49,"$743,500.00",CareerShop,2020-11-16,2020-09-04,false,false,2021-06-09,Dean Pierce,CareerShop 5500,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-05-10,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,78,76,"$590,500.00",Clayton Inc [2220],2020-12-08,2020-10-24,true,false,2021-06-09,Gary Hill,Clayton Inc [2220] 5501,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-04-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Pipeline,68,68,"$617,500.00",Capstone Logistics,2020-09-15,2020-07-02,false,true,2021-06-09,Mary Eng,Capstone Logistics 5502,,005B0000006zLDrIAM,2021-04-19,2021-03-20,RVP Central,2021-04-09,2 Months Ago
2021-06-09,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,89,91,"$524,500.00",Costco- Fife Business Delivery Center,2020-10-26,2020-08-11,false,false,2021-06-09,Mary Eng,Costco- Fife Business Delivery Center 5503,,005B0000006zLFqIAM,2021-06-19,2021-05-20,RVP West,2021-06-09,Today
2021-03-12,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,62,66,"$606,000.00","Dime Community Bancshares, Inc",2020-10-27,2020-07-31,true,true,2021-06-09,Mary Eng,"Dime Community Bancshares, Inc 5504",,005B0000006zLBdIAM,2021-03-19,2021-02-20,RVP Central,2021-03-12,3 Months Ago
2021-05-10,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,83,82,"$619,000.00",Cerner Radiology Info Systems,2021-02-13,2020-11-21,true,false,2021-06-09,Brian Chandler,Cerner Radiology Info Systems 5505,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-06-09,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,67,64,"$537,000.00",Compx International,2021-03-09,2021-01-24,false,true,2021-06-09,Gary Hill,Compx International 5506,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,73,75,"$613,000.00",EHS,2021-08-02,2021-05-19,true,true,2021-06-09,Brian Chandler,EHS 5507,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-04-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Closed,64,63,"$680,500.00",Critical Path Software Inc,2020-07-28,2020-05-03,false,false,2021-06-09,Mary Eng,Critical Path Software Inc 5508,,005B0000006zLDrIAM,2021-04-19,2021-03-20,RVP Central,2021-04-09,2 Months Ago
2021-05-10,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Best Case,63,59,"$683,500.00",Credit Control Services,2021-07-13,2021-04-18,true,false,2021-06-09,,Credit Control Services 5509,,005B0000006zLGfIAM,2021-05-19,2021-04-20,VP of Sales,2021-05-10,1 Month Ago
2021-04-09,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,80,77,"$699,000.00",Cellotape,2020-11-24,2020-08-28,false,true,2021-06-09,Dean Pierce,Cellotape 5510,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-03-12,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,75,77,"$598,000.00",Digitron Media   Inc,2021-07-20,2021-05-06,true,false,2021-06-09,Gary Hill,Digitron Media   Inc 5511,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-06-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Commit,51,49,"$606,000.00",ConAgra Mills,2020-11-02,2020-09-14,false,true,2021-06-09,Mary Eng,ConAgra Mills 5512,,005B0000006zLFOIA2,2021-06-19,2021-05-20,RVP East,2021-06-09,Today
2021-03-12,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,58,54,"$750,000.00",Frenchman Valley Farmers Cooperative,2021-01-27,2020-12-23,true,false,2021-06-09,Brian Chandler,Frenchman Valley Farmers Cooperative 5513,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,82,80,"$585,500.00",Directapps,2020-12-28,2020-11-10,false,true,2021-06-09,Dean Pierce,Directapps 5514,,,2021-06-19,2021-05-20,Central Sales,2021-06-09,Today
2021-05-10,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,79,82,"$583,500.00",Celadon Group,2021-07-05,2021-04-14,false,false,2021-06-09,Gary Hill,Celadon Group 5515,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-04-09,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,75,78,"$551,000.00",Corporatech,2021-02-03,2020-11-20,true,true,2021-06-09,Brian Chandler,Corporatech 5516,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-03-12,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,67,68,"$526,500.00",Congoleum Corporation,2020-10-12,2020-07-31,false,false,2021-06-09,Brian Chandler,Congoleum Corporation 5517,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-05-10,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,63,66,"$500,500.00",Colliers International Property Consultants,2021-05-12,2021-04-08,true,true,2021-06-09,Dean Pierce,Colliers International Property Consultants 5518,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-04-09,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,81,80,"$520,500.00",Carlson Restaurants Worldwide,2020-07-28,2020-05-30,false,true,2021-06-09,Dean Pierce,Carlson Restaurants Worldwide 5519,,,2021-04-19,2021-03-20,Central Sales,2021-04-09,2 Months Ago
2021-06-09,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,53,49,"$645,000.00",Dixon Inc [2422],2021-05-24,2021-03-01,true,false,2021-06-09,Gary Hill,Dixon Inc [2422] 5520,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-06-09,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,74,74,"$570,500.00",ConnectInc.com,2020-09-05,2020-06-17,true,true,2021-06-09,Gary Hill,ConnectInc.com 5521,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-04-09,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,65,65,"$638,500.00",BlueStep,2020-10-26,2020-08-02,false,false,2021-06-09,Gary Hill,BlueStep 5522,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-05-10,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,89,91,"$749,500.00",CashFlowSystems,2021-05-30,2021-04-04,true,false,2021-06-09,Brian Chandler,CashFlowSystems 5523,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Pipeline,64,60,"$558,000.00",Community of Science,2021-07-05,2021-05-14,false,true,2021-06-09,,Community of Science 5524,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-05-10,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,58,60,"$509,500.00",Convergys Corp,2021-03-21,2021-02-13,false,false,2021-06-09,Dean Pierce,Convergys Corp 5525,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-04-09,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,79,78,"$675,500.00",Content Enablers,2021-02-25,2020-12-27,true,true,2021-06-09,Gary Hill,Content Enablers 5526,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-06-09,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,58,55,"$662,500.00",Cpa2Biz Inc,2021-02-05,2020-12-02,true,true,2021-06-09,Brian Chandler,Cpa2Biz Inc 5527,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-03-12,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,85,86,"$554,500.00",Distinct Solutions,2021-02-14,2021-01-10,false,false,2021-06-09,Gary Hill,Distinct Solutions 5528,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-03-12,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,53,55,"$630,500.00",Cook Inc [2290],2020-11-17,2020-08-22,true,true,2021-06-09,Dean Pierce,Cook Inc [2290] 5529,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-05-10,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,78,75,"$726,000.00",Corexpand,2021-02-17,2020-12-11,false,false,2021-06-09,Mary Eng,Corexpand 5530,,005B0000006zLFqIAM,2021-05-19,2021-04-20,RVP West,2021-05-10,1 Month Ago
2021-04-09,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Best Case,83,83,"$510,500.00",Futures Direct Inc,2021-07-03,2021-04-12,false,true,2021-06-09,Mary Eng,Futures Direct Inc 5531,,005B0000006zLDrIAM,2021-04-19,2021-03-20,RVP Central,2021-04-09,2 Months Ago
2021-06-09,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,62,63,"$562,500.00",BondDesk Trading,2021-07-24,2021-06-19,true,false,2021-06-09,Gary Hill,BondDesk Trading 5532,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-04-09,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,50,53,"$563,500.00",Cooper Electronic Technologies Inc,2021-05-09,2021-02-08,false,true,2021-06-09,Gary Hill,Cooper Electronic Technologies Inc 5533,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-03-12,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,75,76,"$509,500.00",Crosswell International Corp,2021-03-13,2021-01-11,true,false,2021-06-09,Brian Chandler,Crosswell International Corp 5534,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,79,79,"$506,000.00",Creative Garden Concepts,2020-10-20,2020-07-26,true,false,2021-06-09,Gary Hill,Creative Garden Concepts 5535,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-05-10,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,54,57,"$623,500.00",Castro Inc [1554],2020-08-21,2020-06-16,false,true,2021-06-09,Dean Pierce,Castro Inc [1554] 5536,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-06-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Best Case,82,80,"$663,500.00",Bonded Business Svc,2020-11-14,2020-10-10,false,true,2021-06-09,Mary Eng,Bonded Business Svc 5537,,005B0000006zLFOIA2,2021-06-19,2021-05-20,RVP East,2021-06-09,Today
2021-03-12,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,77,74,"$633,500.00",Cross Creek Systems,2021-04-30,2021-02-11,true,false,2021-06-09,Gary Hill,Cross Creek Systems 5538,,,2021-03-19,2021-02-20,West Sales,2021-03-12,3 Months Ago
2021-05-10,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,53,54,"$642,000.00",24-7 Financial.com,2020-10-13,2020-08-18,false,false,2021-06-09,Brian Chandler,24-7 Financial.com 5539,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-04-09,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,50,50,"$686,000.00",CosmoCom,2021-03-20,2021-01-14,true,true,2021-06-09,Brian Chandler,CosmoCom 5540,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-03-12,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,60,57,"$608,500.00",Celebrate As One,2020-10-12,2020-07-26,false,false,2021-06-09,Brian Chandler,Celebrate As One 5541,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-06-09,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,79,80,"$609,500.00",Directed Electronics,2021-02-03,2021-01-02,true,true,2021-06-09,Brian Chandler,Directed Electronics 5542,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-04-09,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,79,80,"$664,000.00",Communications International,2020-07-26,2020-06-11,false,false,2021-06-09,Mary Eng,Communications International 5543,,005B0000006zLBdIAM,2021-04-19,2021-03-20,RVP Central,2021-04-09,2 Months Ago
2021-05-10,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,90,90,"$525,000.00",EML Incorporated,2021-02-11,2020-12-19,true,true,2021-06-09,Dean Pierce,EML Incorporated 5544,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-04-09,Devin Washington,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Commit,51,49,"$732,500.00",CaseCentral,2021-06-08,2021-04-19,false,true,2021-06-09,Brian Chandler,CaseCentral 5545,,,2021-04-19,2021-03-20,East Sales,2021-04-09,2 Months Ago
2021-03-12,Kylie Cannon,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,82,83,"$641,000.00",Consumer Health Interactive,2021-07-22,2021-04-24,true,false,2021-06-09,Dean Pierce,Consumer Health Interactive 5546,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-06-09,Erica Fletcher,,https://c.gus.content.force.com/profilephoto/729B0000000Pvvb/T,Closed,79,78,"$560,000.00",Acs Consultant Holdings Corporation,2021-02-12,2021-01-08,true,false,2021-06-09,Mary Eng,Acs Consultant Holdings Corporation 5547,,005B0000006zLBdIAM,2021-06-19,2021-05-20,RVP Central,2021-06-09,Today
2021-05-10,Dean Pierce,,https://c.gus.content.force.com/profilephoto/729B0000000IUx9/T,Best Case,53,50,"$595,500.00",Boston College,2021-01-16,2020-11-18,false,true,2021-06-09,Mary Eng,Boston College 5548,,005B0000006zLDrIAM,2021-05-19,2021-04-20,RVP Central,2021-05-10,1 Month Ago
2021-06-09,Ebony Ali,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,55,51,"$630,000.00",Cisco - Cisco Developer Network,2021-03-18,2021-01-15,false,true,2021-06-09,Gary Hill,Cisco - Cisco Developer Network 5549,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-05-10,Karen Mccann,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,75,76,"$716,000.00",Creative Networks,2020-07-22,2020-06-01,true,false,2021-06-09,Gary Hill,Creative Networks 5550,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-03-12,Nicole Bowers,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,85,85,"$668,000.00",Colon Inc [2831],2020-09-02,2020-06-27,false,true,2021-06-09,Dean Pierce,Colon Inc [2831] 5551,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-04-09,Rebecca Espinoza,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,61,58,"$742,000.00",Capital Newspapers,2021-02-09,2020-12-25,true,false,2021-06-09,Gary Hill,Capital Newspapers 5552,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-04-09,Amy Thomas,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,79,79,"$628,500.00",Fulton Thermal Corp,2021-06-10,2021-04-23,true,true,2021-06-09,Gary Hill,Fulton Thermal Corp 5553,,,2021-04-19,2021-03-20,West Sales,2021-04-09,2 Months Ago
2021-06-09,Amy Johnson,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,57,57,"$642,000.00",Carter Ryley Thomas,2021-05-24,2021-04-20,false,false,2021-06-09,Gary Hill,Carter Ryley Thomas 5554,,,2021-06-19,2021-05-20,West Sales,2021-06-09,Today
2021-03-12,Jeremiah Ballard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,60,61,"$640,500.00",Bohler-Uddeholm Corporation,2020-09-17,2020-07-27,false,true,2021-06-09,Brian Chandler,Bohler-Uddeholm Corporation 5555,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
2021-05-10,Elizabeth Lewis,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,70,70,"$661,000.00",Acu Comm Inc,2021-05-15,2021-03-12,true,false,2021-06-09,Dean Pierce,Acu Comm Inc 5556,,,2021-05-19,2021-04-20,Central Sales,2021-05-10,1 Month Ago
2021-04-09,Brian Chandler,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwt/T,Commit,72,74,"$692,000.00",Dimension Data Premier - CO,2021-03-16,2021-01-23,true,false,2021-06-09,Mary Eng,Dimension Data Premier - CO 5557,,005B0000006zLFOIA2,2021-04-19,2021-03-20,RVP East,2021-04-09,2 Months Ago
2021-05-10,Beth Malone,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,54,52,"$569,500.00",CrossHairs / SalesNow!,2021-02-15,2020-11-27,false,true,2021-06-09,Gary Hill,CrossHairs / SalesNow! 5558,,,2021-05-19,2021-04-20,West Sales,2021-05-10,1 Month Ago
2021-06-09,Oscar Anthony,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,81,83,"$736,500.00",EFI - Glenn Dev,2021-02-07,2021-01-05,false,false,2021-06-09,Brian Chandler,EFI - Glenn Dev 5559,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-03-12,Mary Eng,,https://c.gus.content.force.com/profilephoto/729B0000000Pvxj/T,Closed,73,73,"$595,500.00",Carlson Inc [2094],2021-01-01,2020-10-10,true,true,2021-06-09,,Carlson Inc [2094] 5560,,005B0000006zLGfIAM,2021-03-19,2021-02-20,VP of Sales,2021-03-12,3 Months Ago
2021-05-10,Austin Le,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,74,73,"$553,000.00",Cortez Inc [2571],2020-10-14,2020-07-24,true,false,2021-06-09,Brian Chandler,Cortez Inc [2571] 5561,,,2021-05-19,2021-04-20,East Sales,2021-05-10,1 Month Ago
2021-04-09,Gary Hill,,https://c.gus.content.force.com/profilephoto/729B0000000PvxE/T,Closed,55,57,"$668,000.00",Circa Information,2021-01-05,2020-10-31,false,true,2021-06-09,Mary Eng,Circa Information 5562,,005B0000006zLFqIAM,2021-04-19,2021-03-20,RVP West,2021-04-09,2 Months Ago
2021-03-12,Jane Martin,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Closed,50,50,"$511,000.00",Commercial Metals Company,2020-08-25,2020-07-13,false,false,2021-06-09,Dean Pierce,Commercial Metals Company 5563,,,2021-03-19,2021-02-20,Central Sales,2021-03-12,3 Months Ago
2021-06-09,Patricia Shepard,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Best Case,79,81,"$677,500.00",Chapman Inc [1515],2021-04-27,2021-03-09,true,true,2021-06-09,Brian Chandler,Chapman Inc [1515] 5564,,,2021-06-19,2021-05-20,East Sales,2021-06-09,Today
2021-03-12,Lucas Baxter,,https://c.gus.content.force.com/profilephoto/729B0000000Pvwh/T,Pipeline,55,55,"$736,500.00",Com  Link Inc,2021-01-27,2020-11-06,false,false,2021-06-09,Brian Chandler,Com  Link Inc 5565,,,2021-03-19,2021-02-20,East Sales,2021-03-12,3 Months Ago
