"Opportunity.Owner.UniqueUserName","Account.Owner.Role.RolePath","Account.LastReferencedDate","Account.Owner.UniqueUserName","Opportunity.IsWon","Quote.SBQQ__Status__c","Quote.SBQQ__Primary__c","Owner.Role.ParentRole.Name","Quote.SBQQ__SalesRep__c","Account.SBQQ__AssetQuantitiesCombined__c","Opportunity.SBQQ__Renewal__c","Account.BillingPostalCode","Owner.Username","Account.SBQQ__PriceHoldEnd__c","Quote.SBQQ__BillingPostalCode__c","Quote.SBQQ__ContractingMethod__c","Opportunity.SBQQ__Contracted__c","IsDeleted","StatusPreviousValue","Account.SBQQ__RenewalPricingMethod__c","Opportunity.Owner.Name","Owner.Role.RolePath","Quote.SBQQ__EmailTemplateId__c","Quote.SBQQ__ShippingName__c","Approvals.SubmittedBy.UniqueUserName","Quote.LastReferencedDate","Account.SBQQ__CoTermedContractsCombined__c","Quote.SBQQ__LineItemsGrouped__c","Account.BillingGeocodeAccuracy","Account.BillingCountry","Opportunity.LastModifiedDate","Quote.SBQQ__BillingCountry__c","Id","Quote.SBQQ__QuoteProcessId__c","Quote.LastViewedDate","Account.LastActivityDate","Owner.Role.RoleNames","Owner.UniqueUserName","Quote.SBQQ__ExpirationDate__c","Owner.FullPhotoUrl","Quote.SBQQ__QuoteTemplateId__c","Quote.SBQQ__ShippingState__c","Account.Id","Opportunity.LastActivityDate","Quote.SBQQ__ShippingPostalCode__c","Opportunity.Owner.Role.Name","Quote.SBQQ__ShippingCountry__c","Account.BillingCity","Opportunity.SBQQ__QuotePricebookId__c","Quote.SBQQ__Ordered__c","Opportunity.HasOpenActivity","ParentId","Opportunity.Name","Owner.Name","Opportunity.CloseDate","Quote.SBQQ__EndDate__c","Account.BillingState","Account.LastViewedDate","Account.Owner.Name","Opportunity.HasOverdueTask","Quote.SBQQ__FirstSegmentTermEndDate__c","Quote.SBQQ__Introduction__c","Quote.SBQQ__WatermarkShown__c","Account.SBQQ__ContractCoTermination__c","Approvals.Approver.UniqueUserName","Opportunity.CreatedDate","Quote.LastActivityDate","Quote.SBQQ__Key__c","Quote.SBQQ__GenerateContractedPrice__c","Quote.SBQQ__BillingName__c","Quote.SBQQ__ShippingStreet__c","Quote.SBQQ__ShippingCity__c","Quote.Id","Opportunity.SBQQ__CreateContractedPrices__c","Quote.Name","OldValue","Account.ShippingCountry","Opportunity.SBQQ__Ordered__c","Quote.SBQQ__DocumentStatus__c","Quote.SBQQ__PricebookId__c","Quote.IsDeleted","Owner.Role.Hierarchy_RoleNames","CreatedById","Opportunity.Owner.Role.RolePath","Account.ShippingCity","Owner.Role.Name","Account.Owner.Role.Roles","Opportunity.LastReferencedDate","Opportunity.StageName","Owner.Role.DeveloperName","Account.CreatedDate","Owner.Role.RoleNamesPath","Opportunity.Owner.Role.ParentRoleId","Account.SBQQ__CoTerminationEvent__c","Quote.LastModifiedDate","Quote.SBQQ__Opportunity2__c","Quote.SBQQ__BillingCity__c","Opportunity.Id","Opportunity.IsClosed","Quote.SBQQ__Notes__c","Quote.SBQQ__LineItemsPrinted__c","CreatedDate","NewValue","StatusValue","Opportunity.AccountId","Account.SBQQ__RenewalModel__c","Quote.SBQQ__BillingStreet__c","Account.ShippingState","Quote.SBQQ__DeliveryMethod__c","Quote.SBQQ__StartDate__c","Account.Owner.Role.Name","Opportunity.ForecastCategoryName","Account.ShippingGeocodeAccuracy","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","NextCreatedDate","Field","Account.SBQQ__PreserveBundle__c","Quote.SBQQ__PaymentTerms__c","Quote.SBQQ__BillingState__c","Opportunity.ForecastCategory","Account.PhotoUrl","Opportunity.LastViewedDate","Opportunity.Owner.Role.Roles","Owner.UserRoleId","Quote.CreatedDate","Quote.SBQQ__Type__c","Account.Owner.Role.ParentRoleId","Quote.SBQQ__BillingFrequency__c","Account.BillingStreet","Account.ShippingStreet","Owner.Role.Roles","Owner.Role.ParentRole.DeveloperName","Account.ShippingPostalCode","Account.LastModifiedDate","Account.Name","Account.SBQQ__IgnoreParentContractedPrices__c","Account.ShippingLongitude","Account.BillingLatitude","TimePerStatus","Quote.SBQQ__PartnerDiscount__c","Quote.SBQQ__RegularAmount__c","Quote.SBQQ__DistributorDiscount__c","Quote.SBQQ__DaysQuoteOpen__c","Quote.SBQQ__LineItemCount__c","Opportunity.Probability","Quote.SBQQ__TargetCustomerAmount__c","Quote.SBQQ__NetAmount__c","Account.BillingLongitude","Quote.SBQQ__TotalCustomerDiscountAmount__c","Quote.SBQQ__CustomerAmount__c","Quote.SBQQ__AdditionalDiscountAmount__c","Quote.SBQQ__AveragePartnerDiscount__c","Quote.SBQQ__AverageCustomerDiscount__c","Quote.SBQQ__SubscriptionTerm__c","Quote.SBQQ__ListAmount__c","Quote.SBQQ__CustomerDiscount__c","Account.ShippingLatitude","Quote.SBQQ__MarkupRate__c","Opportunity.Amount"
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Luxurious Lawns",,,"true","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008OUsIAM",,,,,"Chris Robison","2018-01-10","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9xgIAC",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7WjIAK","Amendment for contract #00000188","Chris Robison","2018-11-27","2019-01-31","NC",,"Chris Robison","false",,"Greetings Luxurious Lawns ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, y","true","Prompt",,"2018-01-04T01:52:50.000Z",,,,"Luxurious Lawns","10600 Hanarry Court","Raleigh","a2dB0000000B7WjIAK","false","Q-00775",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-03T04:56:47.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MyIAK","Apex","006B0000004P6MyIAK","true",,"true","2018-01-04T01:52:53.000Z",,"Draft","001B000000nQ9xgIAC","Contract Based","311 Cameron Glen Drive","NC",,"2018-07-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Amendment",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Luxurious Lawns","false",0,0,28246027,0,17850,0,20,17,100,0,17850,0,0,17850,0,0,0,12,17850,0,0,0,17850
"Darren Laws",,,"Darren Laws","true","In Review","true",,"005B0000004ixyRIAQ","false","false","EC2N 4AY","dlawsato1536693294198@demo.user",,"EC2N 4AY","By Subscription End Date","true","false","Draft","Same","Darren Laws",,,"Surrey Tech Services",,,"true","false",,"United Kingdom","2018-09-24T16:37:34.000Z","United Kingdom","a91B00000008OUtIAM",,,,,"Darren Laws","2018-01-11","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9xPIAS",,"EC2N 4AY",,"United Kingdom","London","01sB0000001KrsAIAS","false","false","a2dB0000000B7WyIAK","New Security Software","Darren Laws","2018-03-24",,,,"Darren Laws","false",,"Greetings Tom Weston,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-01-04T23:18:27.000Z",,,,"Surrey Tech Services","Heron Tower
110 Bishopsgate","London","a2dB0000000B7WyIAK","false","Q-00790",,"United Kingdom","true",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"London",,,,"Closed Won",,"2018-01-04T23:04:43.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6NjIAK","London","006B0000004P6NjIAK","true",,"true","2018-01-04T23:19:38.000Z",,"Draft","001B000000nQ9xPIAS","Contract Based","Heron Tower
110 Bishopsgate",,,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-01-05T17:52:15.000Z","created","true","Net 30",,"Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"Heron Tower
110 Bishopsgate","Heron Tower
110 Bishopsgate",,,"EC2N 4AY","2018-09-11T19:15:37.000Z","Surrey Tech Services","false",0,0,66757,0,474188,0,20,29,100,0,471308,0,2880.15,471308,2880,0,0.6,12,474188.15,0,0,0,471308
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Same","Chris Robison",,,"3rd Quarter",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUuIAM",,,,,"Chris Robison","2018-02-28","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9xJIAS",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7VYIA0","First Purchase","Chris Robison","2018-02-23",,"NC",,"Chris Robison","false",,"Greetings 3rd Quarter ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ","true","Prompt",,"2018-02-22T00:32:17.000Z",,,,"3rd Quarter","10600 Hanarry Court","Raleigh","a2dB0000000B7VYIA0","false","Q-00702",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-02-22T00:30:04.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6LhIAK","Apex","006B0000004P6LhIAK","true",,"true","2018-02-22T00:32:31.000Z",,"Draft","001B000000nQ9xJIAS","Contract Based","311 Cameron Glen Drive","NC",,"2018-03-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","3rd Quarter","false",0,0,84449,0,438688,0,20,18,100,0,438688,0,0.15,438688,0,0,0,12,438688.15,0,0,0,438688
"Arian Van de Carr",,,"Arian Van de Carr","true","Draft","true",,"005B0000004ixxPIAQ","true","false","94105","avan1536693294125@demo.user",,"94105","By Subscription End Date","true","false","Draft","Same","Arian Van de Carr",,,"IT CPQ Demo",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUvIAM","a2aB00000009J0TIAU",,,,"Arian Van de Carr","2018-07-13","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CA","001B000000nQA0pIAG",,"94111",,"United States","San Francisco","01sB0000001KrsAIAS","false","false","a2dB0000000B7VRIA0","Amendment for contract #00000797","Arian Van de Carr","2018-06-15","2019-07-31","CA",,"Arian Van de Carr","false",,"Greetings IT CPQ Demo ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ","true","Always",,"2018-07-07T00:15:37.000Z",,,,"IT CPQ Demo","350 Market Street","San Francisco","a2dB0000000B7VRIA0","false","Q-00695",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"San Francisco",,,,"Closed Won",,"2018-07-06T01:11:44.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6KrIAK","San Francisco","006B0000004P6KrIAK","true",,"true","2018-07-07T00:15:40.000Z",,"Draft","001B000000nQA0pIAG","Contract Based","350 Mission Street","CA",,"2018-11-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 90","CA","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Amendment",,,"350 Mission Street","350 Market Street",,,"94111","2018-09-11T19:15:38.000Z","IT CPQ Demo","false",0,0,-1901740,0,67500,0,20,11,100,0,62970,0,4530,62970,4530,0,6.7,12,67500,0,0,0,62970
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Fiberoptic Friends",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUwIAM",,,,,"Chris Robison","2018-01-11","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9y8IAC",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7WTIA0","First Purchase","Chris Robison","2018-10-02",,"NC",,"Chris Robison","false",,"YO DILL, LET'S PLAY PAINTBALL SOON!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a r","true","Prompt",,"2018-01-04T20:28:00.000Z",,,,"Fiberoptic Friends","10600 Hanarry Court","Raleigh","a2dB0000000B7WTIA0","false","Q-00759",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-04T03:40:31.000Z",,,"Add-on","2018-09-11T19:16:01.000Z","006B0000004P6LYIA0","Apex","006B0000004P6LYIA0","true",,"true","2018-01-04T20:28:53.000Z",,"Draft","001B000000nQ9y8IAC","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-01-04T20:52:19.000Z","created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Fiberoptic Friends","false",0,0,1406,0,438688,0,20,18,100,0,434248,0,4440.15,434248,4440,0,1,12,438688.15,0,0,0,434248
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Titan Trucking","Chris Robison",,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUxIAM",,,,,"Chris Robison","2018-01-17","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQA0HIAW",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7X5IAK","First Purchase","Chris Robison","2018-11-03",,"NC",,"Chris Robison","false",,"Yo Tim - let's play paintball next week!


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. A","true","Prompt","Chris Robison","2018-01-10T22:17:54.000Z",,,,"Titan Trucking","10600 Hanarry Court","Raleigh","a2dB0000000B7X5IAK","false","Q-00797",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-10T06:05:48.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6MJIA0","Apex","006B0000004P6MJIA0","true",,"true","2018-01-10T22:18:37.000Z",,"Draft","001B000000nQA0HIAW","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-01-10T22:41:51.000Z","created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:29.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:38.000Z","Titan Trucking","false",0,0,1394,0,438688,0,20,18,100,0,434448,0,4240.15,434448,4240,0,1,12,438688.15,0,0,0,434448
"Arian Van de Carr",,,"Arian Van de Carr","true","In Review","true",,"005B0000004ixxPIAQ","true","false","94105","avan1536693294125@demo.user",,"94105","By Subscription End Date","true","false","Draft","Same","Arian Van de Carr",,,"Ankit Demo Prep",,,"true","false",,"United States","2018-09-24T16:37:27.000Z","United States","a91B00000008OUyIAM","a2aB00000009J0TIAU",,,,"Arian Van de Carr","2018-07-12","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CA","001B000000nQA0gIAG",,"94105",,"United States","San Francisco","01sB0000001KrsAIAS","false","false","a2dB0000000B7WSIA0","First Sale","Arian Van de Carr","2018-06-21",,"CA",,"Arian Van de Carr","false",,"Yo Mike !


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and guida","true","Always",,"2018-07-06T01:30:19.000Z",,,,"Ankit Demo Prep","50 Fremont Street","San Francisco","a2dB0000000B7WSIA0","false","Q-00758",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"San Francisco",,,,"Closed Won",,"2018-07-06T01:28:18.000Z",,,"Add-on","2018-09-11T19:16:01.000Z","006B0000004P6LpIAK","San Francisco","006B0000004P6LpIAK","true",,"true","2018-07-06T01:31:44.000Z",,"Draft","001B000000nQA0gIAG","Contract Based","50 Fremont Street","CA",,"2018-08-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-07-06T05:42:46.000Z","created","true","Net 90","CA","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"50 Fremont Street","50 Fremont Street",,,"94105","2018-09-11T19:15:38.000Z","Ankit Demo Prep","false",0,0,15062,0,805820,0,20,18,100,675000,675000,0,130820.15,675000,130820,0,16.2,12,805820.15,0,0,0,675000
"John Rozsits",,,"John Rozsits","true","Draft","true",,"005B0000004ixy7IAA","false","false","80134","zsits1536693294171@demo.user",,"80134","By Subscription End Date","true","false","Draft","Same","John Rozsits",,,"JMR Account",,,"false","false",,"USA","2018-09-24T16:37:34.000Z","USA","a91B00000008OUzIAM",,,,,"John Rozsits","2018-02-28","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"CO","001B000000nQ9wzIAC",,"80134",,"USA","Parker","01sB0000001KrsAIAS","false","false","a2dB0000000B7VdIAK","TEST","John Rozsits","2018-10-13",,"CO",,"John Rozsits","false",,"Greetings JMR Account ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ","true","Prompt",,"2018-02-22T08:41:51.000Z",,,,"JMR Account","11726 Fenwick Cir","Parker","a2dB0000000B7VdIAK","false","Q-00707",,"USA","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Parker",,,,"Closed Won",,"2017-12-08T01:15:32.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6N8IAK","Parker","006B0000004P6N8IAK","true",,"true","2018-02-22T08:42:11.000Z",,"Draft","001B000000nQ9wzIAC","Contract Based","11726 Fenwick Cir","CO",,"2018-03-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","CO","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"11726 Fenwick Cir","11726 Fenwick Cir",,,"80134","2018-09-11T19:15:37.000Z","JMR Account","false",0,0,20099869,0,52176,0,20,7,100,0,52176,0,1200.3,52176,0,0,2.2,24,53376.3,0,0,0,52176
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","false","false",,"bison1536693294173@demo.user",,,"By Subscription End Date","true","false","Draft","Same","Chris Robison",,,"Action Products",,,"false","false",,,"2018-09-24T16:37:27.000Z",,"a91B00000008OV0IAM",,,,,"Chris Robison","2018-02-06","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQA0DIAW",,,,,,"01sB0000001KrsAIAS","false","false","a2dB0000000B7W8IAK","First Purchase","Chris Robison","2018-09-18",,,,"Chris Robison","false",,"Greetings Action Products ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, y","true","Never",,"2018-01-30T22:54:11.000Z",,,,"Action Products",,,"a2dB0000000B7W8IAK","false","Q-00738",,,"false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,"Closed Won",,"2018-01-30T22:44:07.000Z",,,,"2018-09-23T22:03:32.000Z","006B0000004P6LiIAK",,"006B0000004P6LiIAK","true",,"true","2018-01-30T22:54:26.000Z",,"Draft","001B000000nQA0DIAW","Contract Based",,,,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30",,"Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,,,,,,"2018-09-11T19:15:38.000Z","Action Products","false",0,0,19875934,0,1278464,0,20,18,100,0,1278464,0,3600.45,1278464,0,0,0.3,36,1282064.45,0,0,0,1278464
"Darren Laws",,,"Darren Laws","true","Draft","true",,"005B0000004ixyRIAQ","false","false","EC2N 4AY","dlawsato1536693294198@demo.user",,"EC2N 4AY","By Subscription End Date","true","false","Draft","Same","Darren Laws",,,"Surrey Tech Services",,,"true","false",,"United Kingdom","2018-09-24T16:37:34.000Z","United Kingdom","a91B00000008OV1IAM",,,,,"Darren Laws","2018-01-17","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,,"001B000000nQ9xPIAS",,"EC2N 4AY",,"United Kingdom","London","01sB0000001KrsAIAS","false","false","a2dB0000000B7W0IAK","New Security Software","Darren Laws","2018-12-13",,,,"Darren Laws","false",,"Greetings Tom Weston,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-01-10T20:32:31.000Z",,,,"Surrey Tech Services","Heron Tower
110 Bishopsgate","London","a2dB0000000B7W0IAK","false","Q-00730",,"United Kingdom","true",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"London",,,,"Closed Won",,"2018-01-04T23:04:43.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6NrIAK","London","006B0000004P6NrIAK","true",,"true","2018-01-10T20:33:09.000Z",,"Draft","001B000000nQ9xPIAS","Contract Based","Heron Tower
110 Bishopsgate",,,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30",,"Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"Heron Tower
110 Bishopsgate","Heron Tower
110 Bishopsgate",,,"EC2N 4AY","2018-09-11T19:15:37.000Z","Surrey Tech Services","false",0,0,29042811,0,836126,0,20,19,100,800000,800000,0,37326.3,800000,36126,0,4.5,24,837326.3,0,0,0,800000
,,,,,"Draft","true",,,,,,,,,"By Subscription End Date",,"false","Draft",,,,,,,,,"false",,,,,"a91B00000008OV2IAM",,,,,,"2018-01-30",,,,,,,,,,,"false",,"a2dB0000000B7WbIAK",,,,,,,,,,"Greetings  ,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your help and gu","true",,,,,,,,,,"a2dB0000000B7WbIAK",,"Q-00767",,,,,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,,,,,,,,,,,"2018-09-23T22:03:30.000Z",,,,,,"true","2018-01-23T23:36:41.000Z",,"Draft",,,,,,"2018-02-01",,,,,,,"created",,"Net 30",,,,,,,"2018-09-11T15:44:29.000Z","Quote",,,,,,,,,,,0,0,21847507,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"Chris Robison",,,"Chris Robison","true","Approved","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Lawn Services","Chris Robison",,"true","false",,,"2018-09-24T16:37:27.000Z",,"a91B00000008OV3IAM",,,,,"Chris Robison","2018-01-18","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9xMIAS",,"27614",,,"Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7VcIAK","First Purchase","Chris Robison","2018-01-16",,"NC",,"Chris Robison","false",,"Greetings Dan Auerbach,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your ","true","Always","Chris Robison","2018-01-11T20:12:48.000Z",,,,"Lawn Services","10600 Hanarry Court","Raleigh","a2dB0000000B7VcIAK","false","Q-00706",,,"false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-11T20:11:13.000Z",,,"Add-on","2018-09-23T22:03:30.000Z","006B0000004P6KzIAK","Apex","006B0000004P6KzIAK","true",,"true","2018-01-11T20:13:10.000Z",,"Draft","001B000000nQ9xMIAS","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,"2018-01-11T20:16:55.000Z","created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Lawn Services","false",0,0,225,0,437788,0,20,18,100,0,433528,0,4260.15,433528,4260,0,1,12,437788.15,0,0,0,433528
"Chris Robison",,,"Chris Robison","true","Draft","true",,"005B0000004ixy9IAA","true","false","27502","bison1536693294173@demo.user",,"27502","By Subscription End Date","true","false","Draft","Uplift","Chris Robison",,,"Mercy Healthcare",,,"true","false",,"United States","2018-09-24T16:37:34.000Z","United States","a91B00000008OV4IAM",,,,,"Chris Robison","2018-01-17","https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/F",,"NC","001B000000nQ9xTIAS",,"27614",,"United States","Apex","01sB0000001KrsAIAS","false","false","a2dB0000000B7VyIAK","Second Purchase","Chris Robison","2018-09-06",,"NC",,"Chris Robison","false",,"Greetings Tim Taylor,


Enclosed is the proposal I promised you.

I also want to take this opportunity to thank you for all your help. Designing a suitable solution required that I become familiar with your products and your industry. As a result, your he","true","Prompt",,"2018-01-11T02:53:24.000Z",,,,"Mercy Healthcare","10600 Hanarry Court","Raleigh","a2dB0000000B7VyIAK","false","Q-00728",,"United States","false",,"01sB0000001KrsAIAS","false",,"005B0000004ofP3IAI",,"Raleigh",,,,"Closed Won",,"2018-01-11T01:20:14.000Z",,,"Add-on","2018-09-23T22:03:32.000Z","006B0000004P6NDIA0","Apex","006B0000004P6NDIA0","true",,"true","2018-01-11T02:53:45.000Z",,"Draft","001B000000nQ9xTIAS","Contract Based","311 Cameron Glen Drive","NC",,"2018-02-01",,"Closed",,"https://analyticstemplates-demo--c.documentforce.com/profilephoto/005/T",,,"created","true","Net 30","NC","Closed",,,,"000000000000000AAA","2018-09-11T15:44:27.000Z","Quote",,,"311 Cameron Glen Drive","10600 Hanarry Court",,,"27614","2018-09-11T19:15:37.000Z","Mercy Healthcare","false",0,0,20552775,0,437788,0,20,18,100,0,437788,0,0.15,437788,0,0,0,12,437788.15,0,0,0,437788
