"date","Case_Type","Photo","Name","States","Car_Type","Education","Opportunity_Name","Patent_Activity","Einstein_Prediction","Categories","Call_Resolution","Conversion","Owner_Name","CompanyLogo","Customer_Type","Mobile_App_Usage","Forecast","Country","Region","Attrition_Details","Factory","Projects","Business_Segment","Segment","Mobility_Breakdown","Recommendations","DummyImage","Tenure","Lead","Awarness","Family_Type","Sentiment","App_Usage_Categories","OpportunityStage","Year","Roles_in_Demand","Job_Role","Stock_Price","Revenue_Target","Percentage_of_Calls","Capacity","Patents_Filed","Production","Profit","Stock_High","Employee_Count","Engagement_Industry","Case_Resolution","Open_Role_Days","Engagement_National","Net_Retention","Case_Handle_Time_in_Minutes","Sentiment_Score","Patents_Awarded","Facebook_Followers","Volume","Revenue","CSAT","Week","Inventory","Margin","Customer_Acquisition_Costs","NPS","Engagement","Revenue_Percentage","Purchases","Stock_Low","Instagram_Followers","Case_Length","Customer_Acquisition_Cost","Drive_Count"
"7/12/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Some College","Keeling-Kiehn","3_Filed","At Risk","Cross Over","Second Call","No","Felicia Rushforth","https://randomuser.me/api/portraits/men/49.jpg","Attrition","Others","Expected to Close","El Salvador","Europe","Compensation","Tofas","Project L","> 500K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/158x148.bmp/ff4444/ffffff","> 10 Years","Networking events","Social Media","Non-Family","Positive","New Sales Appointments","Stage 1","Year2017","Cybersecurity","Diesel mechanic",16.38,29895.727561,55,2282,18.17,1232,4.372,16.717822,24,2,12.857143,10,-2,62,965,74,3.527321,1065,319000,29000,65,72017,29000,0.150744,6,59,1,89,9,16.291774,2032,11,75,14500
"6/25/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Graduate","Turcotte-Yost","3_Filed","On Target","Cross Over","Second Call","No","Lucinda Algy","https://randomuser.me/api/portraits/men/75.jpg","Converted","Mostly App","Closed","Panama","Europe","Personal","Tychy","Project G","> 500K","Public Transport","Bus","Partner with a ride share company","http://dummyimage.com/111x181.bmp/ff4444/ffffff","< 3 Years","Networking events","Paid Search","Non-Family","Positive","Support","Stage 3","Year2017","AI Engineering","Manager",13.7,58146.806964,81,805,15.7,2514,3.592,13.932751,9,1,14.857143,10,0,62,515,78,5.151505,1064,810000,30000,69,62017,30000,0.11973,5,61,-1,34,9,13.462706,2035,11,74,15000
"5/23/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Plug in Hybrid","Graduate","Corkery, Gutmann and Goyette","2_Awarded","On Target","Minivans","Second Call","No","Sonnie Membry","https://randomuser.me/api/portraits/men/17.jpg","Retained","Mostly App","Forecast","Ukraine","Europe","Compensation","Tofas","Project N","> 1MM","Mobility 4.0","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/139x212.bmp/ff4444/ffffff","< 3 Years","Networking events","Social Media","Non-Family","Positive","New Sales Appointments","Stage 4","Year2018","AI Engineering","Automotive technician",16.38,35668.398587,25,1377,15.42,1365,5.163,16.528556,22,1,8.857143,17,0,60,477,77,6.201365,1063,1680000,48000,70,52018,48000,0.10757,87,61,0,72,8,16.297188,2034,10,73,24000
"6/24/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Plug in Hybrid","High School Grad","Kuhic-Hammes","3_Filed","On Target","Cross Over","Third Call or more","Yes","Joachim Arnholdt","https://randomuser.me/api/portraits/men/27.jpg","Retained","Mostly App","Forecast","Cameroon","Europe","Growth Prospects","Tychy","Project F","< 250K","Public Transport","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/200x164.bmp/dddddd/000000","< 3 Years","Paid campaigns","Organic Search","All","Neutral","Service Appointments","Stage 2","Year2018","AI Engineering","Automobile designer",13.99,92242.557973,5,3173,15.6,1039,6.452,14.275447,25,0,8,17,0,60,703,79,3.387806,1064,1470000,49000,70,62018,49000,0.131678,54,59,-1,49,8,13.567306,2035,9,75,24500
"9/26/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Bachelor","Spinka-Franecki","3_Filed","On Target","SUV","First Call","No","Haroun Woolston","https://randomuser.me/api/portraits/men/65.jpg","Retained","Others","Forecast","Russia","Europe","Compensation","Tychy","Project N","250K to 500K","RideShare","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/195x133.png/ff4444/ffffff","< 3 Years","Referrals","Organic Search","All","Positive","Service Appointments","Stage 1","Year2018","AI Engineering","Manager",21.15,104897.254951,87,2035,20.05,2088,10.859,21.37665,6,1,8.571429,22,-1,62,851,77,3.930708,1064,768000,64000,69,92018,64000,0.169665,14,60,-1,26,8,20.964576,2033,10,75,32000
"9/13/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Graduate","Rowe, Dietrich and Cronin","2_Awarded","On Target","Cars","Second Call","Yes","Brenna Licciardo","https://randomuser.me/api/portraits/men/18.jpg","Converted","Others","Forecast","Czech Republic","South America","Personal","Minas Gerais","Project N","250K to 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/242x135.bmp/5fa2dd/ffffff","> 10 Years","Third party directories","Social Media","All","Negative","Features","Stage 1","Year2019","AI Engineering","Diesel mechanic",16.85,50583.619497,57,3987,18.39,187,20.407,17.037003,22,0,3.714286,53,-1,60,323,81,5.555481,1062,4023000,149000,64,92019,149000,0.136961,8,61,0,73,9,16.609614,2032,9,74,149000
"7/14/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Île-de-France","Gasoline","Graduate","Kohler, Effertz and Carroll","2_Awarded","On Target","Cars","UnResolved","Yes","Prudy Barringer","https://randomuser.me/api/portraits/men/11.jpg","Converted","Mostly App","Forecast","France","Europe","Growth Prospects","Tychy","Project Neo","> 500K","Fleet","Private Car","Partner with a ride share company","http://dummyimage.com/198x174.jpg/dddddd/000000","< 3 Years","Social network","Email","All","Positive","Service Appointments","GTM","Year2017","AI Engineering","Body & paint specialist",17.11,40297.705238,43,313,17.54,2626,2.718,17.168126,6,0,13.714286,10,0,60,594,79,4.044193,1064,1044000,29000,67,72017,29000,0.093716,57,60,2,25,7,17.008633,2033,9,75,14500
"11/23/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Less than High School","Kozey, Harvey and Lebsack","3_Filed","At Risk","Cross Over","Second Call","No","Griffie Vasyukov","https://randomuser.me/api/portraits/men/100.jpg","Attrition","Mostly App","Expected to Close","Armenia","South America","Compensation","Minas Gerais","Project K","250K to 500K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/133x192.png/cc0000/ffffff","> 10 Years","Networking events","Paid Search","Non-Family","Positive","Features","Stage 2","Year2017","AI Engineering","Automobile designer",20.4,22958.553608,1,3619,19.75,2253,3.332,20.860976,20,1,10.857143,11,1,60,734,74,5.935483,1063,992000,31000,65,112017,31000,0.107472,31,61,1,22,7,20.068265,2034,9,74,15500
"5/17/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","High School Grad","Jacobs, Frami and Buckridge","3_Filed","At Risk","Cars","Second Call","No","Keenan Hinchon","https://randomuser.me/api/portraits/men/52.jpg","Retained","Others","Closed","Nigeria","Europe","Personal","Tofas","Project B","> 500K","Fleet","Private Car","Partner with a ride share company","http://dummyimage.com/123x152.png/ff4444/ffffff","3 - 5 Years","Paid campaigns","Display Advertising","Non-Family","Negative","Features","Stage 2","Year2019","AI Engineering","Diesel mechanic",21.64,161777.619805,38,4070,18.78,195,16.685,21.722715,10,0,2.857143,46,1,61,167,76,5.592709,1063,3225000,129000,68,52019,129000,0.129341,85,59,0,61,9,21.377594,2031,9,76,129000
"12/25/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Graduate","Jacobson-Labadie","3_Filed","On Target","Cross Over","Third Call or more","Yes","Fina Fairbridge","https://randomuser.me/api/portraits/men/36.jpg","New","Mostly App","Forecast","Philippines","Europe","Personal","Tychy","Project L","> 1MM","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/177x172.bmp/dddddd/000000","> 10 Years","Networking events","Paid Search","All","Positive","Service Appointments","Stage 2","Year2017","AI Engineering","Automotive technician",22.4,36054.411614,9,3917,20.8,534,6.221,22.891283,10,-1,8.571429,11,1,61,751,75,5.263648,1065,1152000,32000,68,122017,32000,0.194418,61,59,1,59,8,21.965466,2034,9,76,16000
"6/4/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Bachelor","Conn LLC","3_Filed","On Target","SUV","UnResolved","No","Valli Quoit","https://randomuser.me/api/portraits/men/83.jpg","Retained","Mostly App","Expected to Close","Indonesia","Asia Pacific","Personal","Samutprakarn","Project C","250K to 500K","RideShare","Private Car","Offer co-marketing program","http://dummyimage.com/121x187.png/cc0000/ffffff","< 3 Years","Third party directories","Email","All","Positive","Features","Stage 3","Year2017","Cybersecurity","Automotive technician",15.49,50836.898055,31,1247,17.39,1049,3.148,15.928449,16,1,15.142857,10,0,59,367,78,5.512167,1065,390000,30000,67,62017,30000,0.104939,56,62,0,71,8,14.999455,2032,11,74,15000
"6/10/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Graduate","Swift LLC","3_Filed","At Risk","Cross Over","Third Call or more","Yes","Chet Littlefair","https://randomuser.me/api/portraits/men/37.jpg","Retained","Others","Forecast","Mali","Asia Pacific","Compensation","Nanjing","Project O","250K to 500K","Fleet","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/190x142.bmp/ff4444/ffffff","3 - 5 Years","Networking events","Email","Married","Positive","Service Appointments","Stage 1","Year2018","AI Engineering","Diesel mechanic",15.03,23440.258554,68,3132,13.43,236,8.898,15.09445,23,1,8,17,-1,60,84,79,6.688465,1064,882000,49000,68,62018,49000,0.181598,89,60,0,42,8,14.798237,2032,10,76,24500
"8/28/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Less than High School","Osinski-Medhurst","2_Awarded","On Target","SUV","Third Call or more","No","Sandra Chaffyn","https://randomuser.me/api/portraits/men/63.jpg","Retained","Mostly App","Forecast","Cyprus","Europe","Personal","Tychy","Project O","250K to 500K","RideShare","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/138x169.bmp/dddddd/000000","5 - 10 Years","Blog posts","Paid Search","Married","Positive","Features","Stage 3","Year2017","AI Engineering","Automobile designer",17.54,57958.401351,48,5028,15.6,1038,2.533,17.988583,9,-1,13.142857,10,-2,61,13,77,4.088447,1064,1200000,30000,63,82017,30000,0.084438,26,59,0,71,7,17.425168,2032,11,75,15000
"3/27/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Plug in Hybrid","High School Grad","Kassulke-White","3_Filed","On Target","Cars","Third Call or more","Yes","Jabez Hodgen","https://randomuser.me/api/portraits/men/100.jpg","Retained","Mostly App","Forecast","China","Europe","Management Discretion","Tychy","Project F","> 1MM","Mobility 4.0","Bus","Offer co-marketing program","http://dummyimage.com/155x212.bmp/cc0000/ffffff","> 10 Years","Social network","Display Advertising","All","Positive","Features","Stage 1","Year2019","Cybersecurity","Automotive technician",15.66,183185.586061,58,1976,18.12,103,18.214,15.851474,24,1,5.428571,42,2,59,552,77,4.121188,1064,4320000,120000,67,32019,120000,0.151779,14,62,0,68,7,15.558704,2033,10,74,120000
"5/28/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp","Andalucia","Plug in Hybrid","Less than High School","Gutkowski, Fay and Feeney","3_Filed","At Risk","Cars","Second Call","No","Fredra Ponter","https://randomuser.me/api/portraits/men/84.jpg","Retained","Mostly App","Closed","Spain","Europe","Personal","Tychy","Project N","< 250K","RideShare","Bus","Partner with a ride share company","http://dummyimage.com/121x183.png/cc0000/ffffff","< 3 Years","Referrals","Email","All","Positive","Service Appointments","Stage 1","Year2017","AI Engineering","Automotive technician",16.97,35481.080425,37,3418,17.25,138,4.898,17.430792,12,0,14.857143,9,0,60,84,79,4.552363,1064,378000,27000,71,52017,27000,0.181392,51,59,1,17,7,16.554577,2033,9,76,13500
"9/5/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Bachelor","Hahn-Klein","3_Filed","On Target","Cross Over","UnResolved","No","Lucian Carnock","https://randomuser.me/api/portraits/men/13.jpg","Retained","Others","Forecast","China","Asia Pacific","Personal","Nanjing","Project L","> 500K","Mobility 4.0","Private Car","Partner with a ride share company","http://dummyimage.com/213x237.png/5fa2dd/ffffff","3 - 5 Years","Third party directories","Display Advertising","Non-Family","Positive","Features","Stage 3","Year2017","AI Engineering","Automotive technician",16.33,54419.076692,50,2769,16.35,1798,5.934,16.757587,12,0,12.571429,11,1,61,838,77,5.32395,1063,1395000,31000,71,92017,31000,0.191405,61,60,-1,30,8,16.212927,2033,12,76,15500
"2/8/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Graduate","Nitzsche, Connelly and Willms","3_Filed","At Risk","Cars","Third Call or more","No","Lanna Casin","https://randomuser.me/api/portraits/men/10.jpg","Attrition","Others","Forecast","Peru","Europe","Compensation","Tofas","Project M","> 500K","RideShare","Bike","Partner with a ride share company","http://dummyimage.com/214x227.png/cc0000/ffffff","5 - 10 Years","Pay per lead","Social Media","All","Positive","Features","Stage 1","Year2018","AI Engineering","Sales Executive",18.97,60205.746958,51,1825,16.17,1825,2.889,19.1224,17,0,8.285714,13,-1,59,535,76,6.33795,1063,760000,38000,68,22018,38000,0.076023,26,61,0,89,8,18.836213,2032,11,74,19000
"9/22/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Örebro","Gasoline","Graduate","Jacobson, Kilback and Kulas","2_Awarded","At Risk","SUV","Third Call or more","Yes","Cedric Hugonnet","https://randomuser.me/api/portraits/men/47.jpg","Attrition","Mostly App","Closed","Sweden","South America","Compensation","Minas Gerais","Project L","250K to 500K","Mobility 4.0","Private Car","Partner with a ride share company","http://dummyimage.com/144x236.bmp/5fa2dd/ffffff","< 3 Years","Networking events","Organic Search","All","Positive","Service Appointments","Stage 2","Year2016","Cybersecurity","Automotive technician",12.03,4760.177547,32,3778,12.63,1222,1.596,12.35345,25,1,33.428571,3,2,60,421,82,4.897192,1065,165000,11000,68,92016,11000,0.145129,80,61,1,85,7,11.787674,2034,9,75,5500
"5/11/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Plug in Hybrid","Bachelor","Price-Christiansen","3_Filed","On Target","Cars","UnResolved","Yes","Joby Stonard","https://randomuser.me/api/portraits/men/59.jpg","New","Mostly App","Closed","Brazil","Europe","Personal","Tychy","Project N","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/218x207.jpg/ff4444/ffffff","> 10 Years","Social network","Organic Search","All","Positive","Service Appointments","Stage 1","Year2016","Full Stack Developer","Automobile designer",10.85,4495.009874,85,503,12.38,1682,1.766,11.091519,5,0,39.142857,5,1,58,129,81,4.661338,1066,210000,14000,67,52016,14000,0.126141,78,60,0,23,7,10.404195,2034,10,76,7000
"4/28/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Bachelor","Simonis-Torphy","1_Rejected","At Risk","Cars","UnResolved","No","Burnaby Ciccotto","https://randomuser.me/api/portraits/men/56.jpg","Attrition","Others","Closed","China","Asia Pacific","Compensation","Nanjing","Project L","250K to 500K","RideShare","Bike","Partner with a ride share company","http://dummyimage.com/146x118.png/cc0000/ffffff","3 - 5 Years","Social network","Email","Non-Family","Positive","Support","Stage 4","Year2019","AI Engineering","Diesel mechanic",18.82,42725.571463,91,4651,17.5,346,7.275,18.967126,18,-1,3.142857,43,2,59,491,78,6.99157,1065,6027000,123000,69,42019,123000,0.059143,4,61,0,17,8,18.354328,2033,12,74,123000
"10/16/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Bachelor","Renner Group","3_Filed","On Target","Cars","UnResolved","No","Sabine Siberry","https://randomuser.me/api/portraits/men/35.jpg","New","Others","Closed","Ireland","Europe","Compensation","Tychy","Project N","> 500K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/233x116.bmp/cc0000/ffffff","5 - 10 Years","Paid campaigns","Email","Married","Positive","Features","Stage 2","Year2016","AI Engineering","Sales Executive",15.42,22395.859297,10,2047,17.29,1871,2.16,15.799553,12,0,34.285714,4,0,60,367,78,5.77335,1064,264000,12000,70,102016,12000,0.180028,97,60,1,21,7,15.212778,2033,9,73,6000
"3/20/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","High School Grad","King and Sons","3_Filed","On Target","Cars","Third Call or more","Yes","Sutherland Cloute","https://randomuser.me/api/portraits/men/25.jpg","Converted","Mostly App","Forecast","Indonesia","Asia Pacific","Management Discretion","Tamil Nadu","Project N","< 250K","Public Transport","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/244x167.bmp/dddddd/000000","5 - 10 Years","Pay per lead","Display Advertising","All","Positive","Support","Stage 3","Year2018","Cybersecurity","Sales Executive",14.09,37803.218028,40,3669,19.16,176,6.318,14.242035,13,1,8.285714,12,1,60,981,78,5.636389,1066,1116000,36000,68,32018,36000,0.175492,48,58,0,81,7,14.041617,2031,10,77,18000
"6/3/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Less than High School","Rippin, Keebler and Wiza","3_Filed","At Risk","Cars","Third Call or more","Yes","Doralynne Parkman","https://randomuser.me/api/portraits/men/4.jpg","Retained","Mostly App","Forecast","Niger","North America","Compensation","Hermosillo","Project K","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/184x235.bmp/ff4444/ffffff","5 - 10 Years","Social network","Paid Search","Married","Positive","Service Appointments","Stage 2","Year2018","Full Stack Developer","Automobile designer",14.67,55376.855232,97,414,13.89,1090,7.941,14.944609,19,1,7.714286,17,0,60,889,80,4.54487,1062,784000,49000,67,62018,49000,0.162059,91,60,1,42,9,14.474665,2033,10,76,24500
"3/21/2017","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Plug in Hybrid","High School Grad","Ratke-Nienow","3_Filed","On Target","SUV","UnResolved","Yes","Ricca Hundy","https://randomuser.me/api/portraits/men/63.jpg","Retained","Others","Forecast","Indonesia","Europe","Personal","Tychy","Project M","< 250K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/249x172.png/ff4444/ffffff","> 10 Years","Blog posts","Paid Search","Non-Family","Positive","Service Appointments","Stage 1","Year2017","AI Engineering","Automobile designer",15.47,21088.559779,81,2948,14.63,1043,2.971,15.94725,21,0,21.714286,8,-1,59,593,76,5.686874,1064,792000,24000,65,32017,24000,0.123773,12,59,-1,10,9,15.432093,2032,10,76,12000
"2/3/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Bachelor","Corwin, Bins and Lueilwitz","2_Awarded","On Target","SUV","Second Call","Yes","Rayna Alvarado","https://randomuser.me/api/portraits/men/55.jpg","New","Others","Closed","Nigeria","South America","Management Discretion","Minas Gerais","Project K","> 500K","Logistics","Private Car","Partner with a ride share company","http://dummyimage.com/145x217.png/ff4444/ffffff","5 - 10 Years","Third party directories","Paid Search","Married","Neutral","Features","Stage 4","Year2016","Full Stack Developer","Sales Representative",23.8,13249.042545,25,1959,15.74,2439,2.376,24.080942,19,-1,34,4,-1,61,639,78,5.994262,1066,552000,12000,69,22016,12000,0.197996,95,59,0,92,8,23.532426,2032,11,76,6000
"12/28/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Graduate","Dach-Brakus","2_Awarded","On Target","SUV","First Call","Yes","Codi Dumbelton","https://randomuser.me/api/portraits/men/9.jpg","New","Others","Closed","Brazil","Europe","Management Discretion","Tychy","Project N","> 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/166x127.bmp/ff4444/ffffff","5 - 10 Years","Networking events","Display Advertising","Married","Positive","Support","GTM","Year2016","Cybersecurity","Automotive technician",16.99,24318.462861,55,1618,16.26,182,1.87,17.38953,2,1,23.428571,6,1,60,868,76,3.435377,1063,792000,18000,66,122016,18000,0.103911,39,61,2,1,7,16.796455,2033,10,74,9000
"10/28/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Some College","Gislason-Cassin","2_Awarded","At Risk","SUV","UnResolved","Yes","Nickola Murcott","https://randomuser.me/api/portraits/men/55.jpg","Retained","Mostly App","Closed","Indonesia","Europe","Growth Prospects","Tychy","Project N","250K to 500K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/110x215.bmp/ff4444/ffffff","3 - 5 Years","Paid campaigns","Email","Non-Family","Positive","Features","Stage 4","Year2019","Cybersecurity","Diesel mechanic",16.84,198619.44108,63,3251,18,2642,26.353,17.014777,9,-1,3.714286,54,-1,59,119,78,5.47171,1064,1836000,153000,68,102019,153000,0.172242,100,59,-2,29,8,16.52275,2032,9,75,153000
"5/15/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","Bachelor","Davis, Boyer and Wunsch","3_Filed","On Target","Trucks","UnResolved","Yes","Florenza Deniske","https://randomuser.me/api/portraits/men/1.jpg","Retained","Mostly App","Closed","Brazil","Europe","Compensation","Tychy","Project H","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/132x239.png/dddddd/000000","3 - 5 Years","Pay per lead","Display Advertising","All","Positive","Features","Stage 2","Year2018","Full Stack Developer","Automobile designer",16.75,24200.526749,38,654,20.06,450,9.293,16.887659,11,1,9.142857,17,0,60,83,82,5.496073,1064,2112000,48000,66,52018,48000,0.193612,49,57,0,7,8,16.526359,2034,10,77,24000
"9/22/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Bachelor","Rolfson, Rice and Thiel","2_Awarded","At Risk","Cars","First Call","No","Ciel Scimone","https://randomuser.me/api/portraits/men/67.jpg","New","Mostly App","Forecast","Panama","North America","Compensation","Flat Rock","Project L","< 250K","Mobility 4.0","Private Car","Offer co-marketing program","http://dummyimage.com/177x216.jpg/ff4444/ffffff","5 - 10 Years","Blog posts","Organic Search","Married","Positive","Service Appointments","Stage 2","Year2019","Cybersecurity","Sales Representative",17.38,69345.654648,10,3299,16.02,356,8.285,17.63122,22,0,4.285714,53,-2,59,121,80,4.639079,1064,4172000,149000,70,92019,149000,0.055606,86,60,-2,38,8,16.942479,2034,10,73,149000
"8/16/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Hybrid","Graduate","Breitenberg and Sons","2_Awarded","On Target","SUV","Third Call or more","No","Rina Hugnet","https://randomuser.me/api/portraits/men/20.jpg","Attrition","Mostly App","Forecast","China","Asia Pacific","Personal","Tamil Nadu","Project P","< 250K","Fleet","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/154x172.jpg/5fa2dd/ffffff","> 10 Years","Third party directories","Paid Search","All","Neutral","Features","Stage 1","Year2019","AI Engineering","Sales Representative",18.72,92232.174214,79,2843,19.14,1201,28.712,18.738976,5,2,2.571429,54,-1,59,505,75,5.752876,1064,5168000,152000,67,82019,152000,0.188892,7,60,-1,40,9,18.659246,2033,10,76,152000
"7/14/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Less than High School","Metz, Cartwright and Predovic","2_Awarded","On Target","Minivans","Third Call or more","No","Ulrika Saipy","https://randomuser.me/api/portraits/men/28.jpg","Attrition","Mostly App","Forecast","Macedonia","Europe","Compensation","Tychy","Project L","> 1MM","RideShare","Private Car","Offer co-marketing program","http://dummyimage.com/207x106.jpg/ff4444/ffffff","< 3 Years","Blog posts","Social Media","All","Negative","Service Appointments","Stage 4","Year2016","AI Engineering","Automotive technician",15.75,20125.850122,53,2780,17.1,1297,1.186,16.041017,14,-2,40,4,1,60,356,77,4.202003,1063,624000,13000,68,72016,13000,0.091265,19,61,2,46,8,15.519587,2034,10,74,6500
"12/7/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Gasoline","Less than High School","Koch-Batz","3_Filed","On Target","Cross Over","Third Call or more","No","Kaleena Kleinstub","https://randomuser.me/api/portraits/men/29.jpg","New","Others","Expected to Close","Philippines","Europe","Management Discretion","Tychy","Project D","250K to 500K","RideShare","Train","Partner with a ride share company","http://dummyimage.com/225x232.bmp/ff4444/ffffff","> 10 Years","Third party directories","Email","All","Negative","Service Appointments","Stage 2","Year2016","AI Engineering","Automobile designer",15.41,7108.953071,10,3863,14.94,1238,2.011,15.553807,6,-1,25.428571,6,-2,60,419,81,6.075409,1065,720000,18000,68,122016,18000,0.111696,31,60,1,42,8,15.362529,2033,10,75,9000
"12/30/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Graduate","Ankunding-Kreiger","3_Filed","At Risk","Cross Over","First Call","No","Esme Pattenden","https://randomuser.me/api/portraits/men/42.jpg","New","Mostly App","Closed","Russia","Europe","Personal","Tychy","Project L","> 1MM","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/140x236.jpg/5fa2dd/ffffff","3 - 5 Years","Blog posts","Social Media","Married","Negative","Service Appointments","Stage 2","Year2018","AI Engineering","Sales Executive",17.3,130677.168856,98,1256,19.09,1719,5.942,17.379518,20,1,6.857143,30,0,59,3,82,5.726814,1065,2580000,86000,68,122018,86000,0.069098,10,59,1,84,7,16.844189,2034,10,77,43000
"12/10/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin","Västra Götaland","Gasoline","Graduate","Muller, Will and Ortiz","3_Filed","At Risk","Cars","UnResolved","Yes","Arvy Maplesden","https://randomuser.me/api/portraits/men/23.jpg","New","Others","Forecast","Sweden","South America","Personal","Minas Gerais","Project N","250K to 500K","Fleet","Train","Partner with a ride share company","http://dummyimage.com/245x119.bmp/dddddd/000000","> 10 Years","Referrals","Display Advertising","Non-Family","Positive","Features","Stage 4","Year2016","Cybersecurity","Diesel mechanic",13.1,20798.745721,45,1741,15.61,1301,2.955,13.250786,2,1,24.571429,6,1,59,740,76,6.969787,1066,720000,18000,63,122016,18000,0.16416,69,60,1,45,9,12.835553,2031,11,75,9000
