"Category","Ship_Date","Customer_Name","Product_ID","Segment","Ship_Mode","Order_ID","Sub_Category","Product_Name","City","Order_Date","Customer_ID","State","Country","Region","Row_ID","Discount","Profit_Percent","Sales_Goal","Discount_Goal","Quantity_Percent","Sales","Postal_Code","Profit","Sales_Percent","Quantity_Left","Profit_Goal","Discount_Left","Quantity_Goal","Quantity","Profit_Left","Sales_Left","Discount_Percent"
"Furniture","12/31/16","Mike Caudle","FUR-TA-10003473","Corporate","Standard Class","CA-2016-129868","Tables","Bretford Rectangular Conference Table Tops","Los Angeles","12/26/16","MC-18130","California","United States","West",4595,0.2,107.5,2789.38008,1.112,88.5,902.712,90004,33.8517,32.4,0.39,31.482081,0.912,3.39,3,-2.369619,1886.66808,18
"Technology","12/25/17","Robert Marley","TEC-CO-10001449","Home Office","First Class","CA-2017-145219","Copiers","Hewlett Packard LaserJet 3310 Copier","Los Angeles","12/24/17","RM-19675","California","United States","West",4620,0.2,58.1,7977.46704,1.668,83.3,2879.952,90049,1007.9832,36.1,1.2,1733.731104,1.468,7.2,6,725.747904,5097.51504,12
"Office Supplies","12/25/17","Robert Marley","OFF-BI-10001670","Home Office","First Class","CA-2017-145219","Binders","Vinyl Sectional Post Binders","Los Angeles","12/24/17","RM-19675","California","United States","West",4621,0.2,61,141.1488,1.236,98,90.48,90049,33.93,64.1,0.06,55.6452,1.036,3.06,3,21.7152,50.6688,16.2
"Office Supplies","10/24/17","Helen Abelman","OFF-BI-10000831","Consumer","Second Class","CA-2017-130141","Binders","Storex Flexible Poly Binders with Double Pockets","Fort Collins","10/22/17","HA-14905","Colorado","United States","West",4642,0.7,61,5.44896,5.327,76.9,3.168,80525,-2.5344,58.1,1.2,-4.156416,4.627,5.2,4,-1.622016,2.28096,13.1
"Furniture","10/24/17","Helen Abelman","FUR-CH-10000749","Consumer","Second Class","CA-2017-130141","Chairs","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","Fort Collins","10/22/17","HA-14905","Colorado","United States","West",4643,0.2,111.1,1001.90528,1.164,68,579.136,80525,-28.9568,57.8,1.88,-26.06112,0.964,5.88,4,2.89568,422.76928,17.2
"Furniture","12/22/14","Carol Triggs","FUR-FU-10001876","Consumer","First Class","CA-2014-138681","Furnishings","Computer Room Manger, 14""","Tucson","12/20/14","CT-11995","Arizona","United States","West",4690,0.2,54.3,61.84192,1.23,74.6,51.968,85705,10.3936,84,0.68,19.124224,1.03,2.68,2,8.730624,9.87392,16.3
"Technology","12/22/14","Carol Triggs","TEC-AC-10003628","Consumer","First Class","CA-2014-138681","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Tucson","12/20/14","CT-11995","Arizona","United States","West",4691,0.2,55.6,262.7124,1.28,83.3,71.976,85705,21.5928,27.4,0.6,38.86704,1.08,3.6,3,17.27424,190.7364,15.6
"Furniture","12/22/14","Carol Triggs","FUR-CH-10004860","Consumer","First Class","CA-2014-138681","Chairs","Global Low Back Tilter Chair","Tucson","12/20/14","CT-11995","Arizona","United States","West",4692,0.2,50.3,916.09056,0.858,84.7,242.352,85705,-42.4116,26.5,0.54,-84.399084,0.658,3.54,3,-41.987484,673.73856,23.3
"Office Supplies","12/22/14","Carol Triggs","OFF-PA-10000357","Consumer","First Class","CA-2014-138681","Paper","Xerox 1888","Tucson","12/20/14","CT-11995","Arizona","United States","West",4693,0.2,105.3,244.112,0.972,111.1,221.92,85705,77.672,90.9,-0.5,73.7884,0.772,4.5,5,-3.8836,22.192,20.6
"Office Supplies","12/22/14","Carol Triggs","OFF-PA-10003270","Consumer","First Class","CA-2014-138681","Paper","Xerox 1954","Tucson","12/20/14","CT-11995","Arizona","United States","West",4694,0.2,79.4,16.896,1.732,101,8.448,85705,2.64,50,-0.02,3.3264,1.532,1.98,2,0.6864,8.448,11.5
"Office Supplies","12/21/14","Ed Jacobs","OFF-PA-10000029","Consumer","Standard Class","CA-2014-108273","Paper","Xerox 224","Huntsville","12/16/14","EJ-13720","Texas","United States","Central",4713,0.2,58.1,133.53984,1.65,84,36.288,77340,12.7008,27.2,1.33,21.845376,1.45,8.33,7,9.144576,97.25184,12.1
"Furniture","12/21/14","Ed Jacobs","FUR-FU-10002116","Consumer","Standard Class","CA-2014-108273","Furnishings","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","Huntsville","12/16/14","EJ-13720","Texas","United States","Central",4714,0.6,65.4,57.13368,3.672,76.3,56.568,77340,-74.9526,99,0.62,-114.677478,3.072,2.62,2,-39.724878,0.56568,16.3
"Office Supplies","11/15/16","Laurel Beltran","OFF-BI-10002852","Home Office","Standard Class","CA-2016-131968","Binders","Ibico Standard Transparent Covers","Apopka","11/11/16","LB-16795","Florida","United States","South",4725,0.7,78.7,28.47744,3.801,99,9.888,32712,-6.9216,34.7,0.02,-8.790432,3.101,2.02,2,-1.868832,18.58944,18.4
"Office Supplies","11/15/16","Laurel Beltran","OFF-AP-10001058","Home Office","Standard Class","CA-2016-131968","Appliances","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","Apopka","11/11/16","LB-16795","Florida","United States","South",4726,0.2,103.1,2612.30616,1.652,102,671.544,32712,50.3658,25.7,-0.06,48.854826,1.452,2.94,3,-1.510974,1940.76216,12.1
"Furniture","11/29/14","Mike Pelletier","FUR-BO-10003159","Home Office","Second Class","CA-2014-119151","Bookcases","Sauder Camden County Collection Libraries, Planked Cherry Finish","New York City","11/25/14","MP-18175","New York","United States","East",4728,0.2,53.5,502.23264,1.06,73.5,275.952,10009,-37.9434,54.9,1.08,-70.954158,0.86,4.08,3,-33.010758,226.28064,18.9
"Furniture","11/24/17","Erica Smith","FUR-CH-10001482","Consumer","Standard Class","CA-2017-103499","Chairs","Office Star - Mesh Screen back chair with Vinyl seat","Jackson","11/20/17","ES-14020","Tennessee","United States","South",4753,0.2,80.6,551.16384,1.08,105.3,209.568,38301,-23.5764,38,-0.1,-29.234736,0.88,1.9,2,-5.658336,341.59584,18.5
"Technology","12/16/15","Joni Blumstein","TEC-AC-10002018","Consumer","Standard Class","US-2015-167220","Accessories","AmazonBasics 3-Button USB Wired Mouse","Austin","12/12/15","JB-15925","Texas","United States","Central",4754,0.2,50.3,87.90624,1.464,73,22.368,78745,6.4308,25.4,1.48,12.797292,1.264,5.48,4,6.366492,65.53824,13.7
"Furniture","11/27/17","Christopher Martinez","FUR-FU-10004909","Consumer","Standard Class","CA-2017-119746","Furnishings","Contemporary Wood/Metal Frame","Chicago","11/23/17","CM-12385","Illinois","United States","Central",4773,0.6,98,15.38432,3.708,102,6.464,60610,-4.04,42,-0.02,-4.1208,3.108,0.98,1,-0.0808,8.92032,16.2
"Office Supplies","11/27/17","Christopher Martinez","OFF-LA-10001613","Consumer","Standard Class","CA-2017-119746","Labels","Avery File Folder Labels","Chicago","11/23/17","CM-12385","Illinois","United States","Central",4774,0.2,59.2,26.9568,1.532,109.9,11.52,60610,4.176,42.7,-0.45,7.05744,1.332,4.55,5,2.88144,15.4368,13.1
"Technology","11/27/17","Christopher Martinez","TEC-PH-10004447","Consumer","Standard Class","CA-2017-119746","Phones","Toshiba IPT2010-SD IP�Telephone","Chicago","11/23/17","CM-12385","Illinois","United States","Central",4775,0.2,70.4,507.03552,1.246,71.9,222.384,60610,16.6788,43.9,0.78,23.683896,1.046,2.78,2,7.005096,284.65152,16.1
"Office Supplies","12/16/15","Irene Maddox","OFF-AR-10001473","Consumer","Standard Class","CA-2015-104346","Art","Newell 313","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4785,0.2,69.4,41.7216,1.624,87,13.12,80906,1.148,31.4,0.75,1.65312,1.424,5.75,5,0.50512,28.6016,12.3
"Furniture","12/16/15","Irene Maddox","FUR-BO-10003450","Consumer","Standard Class","CA-2015-104346","Bookcases","Bush Westfield Collection Bookcases, Dark Cherry Finish","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4786,0.7,63.7,230.29656,4.214,102,69.576,80906,-143.7904,30.2,-0.08,-225.750928,3.514,3.92,4,-81.960528,160.72056,16.6
"Office Supplies","12/16/15","Irene Maddox","OFF-AR-10001545","Consumer","Standard Class","CA-2015-104346","Art","Newell 326","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4787,0.2,103.1,14.82624,1.678,100,4.224,80906,0.4752,28.5,0,0.460944,1.478,3,3,-0.014256,10.60224,11.9
"Technology","12/16/15","Irene Maddox","TEC-AC-10004396","Consumer","Standard Class","CA-2015-104346","Accessories","Logitech Keyboard K120","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4788,0.2,67.1,107.448,1.416,73,58.08,80906,-6.534,54.1,1.48,-9.73566,1.216,5.48,4,-3.20166,49.368,14.1
"Furniture","12/16/15","Irene Maddox","FUR-FU-10002456","Consumer","Standard Class","CA-2015-104346","Furnishings","Master Caster Door Stop, Large Neon Orange","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4789,0.2,88.5,57.6576,1.406,78.1,52.416,80906,15.0696,90.9,2.52,17.028648,1.206,11.52,9,1.959048,5.2416,14.2
"Furniture","12/16/15","Irene Maddox","FUR-FU-10001473","Consumer","Standard Class","CA-2015-104346","Furnishings","DAX Wood Document Frame","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4790,0.2,52.6,178.49,1.31,80,54.92,80906,10.984,30.8,1.25,20.8696,1.11,6.25,5,9.8856,123.57,15.3
"Furniture","12/16/15","Irene Maddox","FUR-TA-10000849","Consumer","Standard Class","CA-2015-104346","Tables","Bevis Rectangular Conference Tables","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4791,0.5,88.5,1397.7585,3.985,68,364.95,80906,-248.166,26.1,2.35,-280.42758,3.485,7.35,5,-32.26158,1032.8085,12.5
"Office Supplies","12/16/15","Irene Maddox","OFF-PA-10001166","Consumer","Standard Class","CA-2015-104346","Paper","Xerox 1932","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4792,0.2,70.4,267.9264,1.546,80.6,85.056,80906,28.7064,31.7,0.72,40.763088,1.346,3.72,3,12.056688,182.8704,12.9
"Office Supplies","12/16/15","Irene Maddox","OFF-PA-10003256","Consumer","Standard Class","CA-2015-104346","Paper","Avery Personal Creations Heavyweight Cards","Colorado Springs","12/11/15","IM-15070","Colorado","United States","West",4793,0.2,50.5,32.95824,1.722,69.9,27.696,80906,9.6936,84,1.29,19.193328,1.522,4.29,3,9.499728,5.26224,11.6
"Office Supplies","11/28/14","Phillip Breyer","OFF-EN-10003040","Corporate","Standard Class","CA-2014-149055","Envelopes","Quality Park Security Envelopes","Philadelphia","11/23/14","PB-19210","Pennsylvania","United States","East",4809,0.2,72.5,133.78104,1.074,100,62.808,19134,21.1977,46.9,0,29.252826,0.874,3,3,8.055126,70.97304,18.6
"Furniture","11/19/16","Eugene Barchas","FUR-CH-10000785","Consumer","Second Class","CA-2016-121370","Chairs","Global Ergonomic Managers Chair","Philadelphia","11/14/16","EB-14110","Pennsylvania","United States","East",4812,0.3,103.1,984.35022,1.59,89.3,380.058,19134,-21.7176,38.6,0.36,-21.066072,1.29,3.36,3,0.651528,604.29222,18.9
"Technology","11/19/16","Eugene Barchas","TEC-CO-10004115","Consumer","Second Class","CA-2016-121370","Copiers","Sharp AL-1530CS Digital Copier","Philadelphia","11/14/16","EB-14110","Pennsylvania","United States","East",4813,0.4,61.7,1415.97168,2.524,93.5,1199.976,19134,179.9964,84.7,0.28,291.594168,2.124,4.28,4,111.597768,215.99568,15.8
"Furniture","11/19/16","Eugene Barchas","FUR-FU-10002813","Consumer","Second Class","CA-2016-121370","Furnishings","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","Philadelphia","11/14/16","EB-14110","Pennsylvania","United States","East",4814,0.2,93.5,172.93056,1.208,77.5,48.576,19134,9.7152,28.1,0.87,10.395264,1.008,3.87,3,0.680064,124.35456,16.6
"Office Supplies","12/31/14","Maureen Gnade","OFF-PA-10004569","Consumer","Standard Class","CA-2014-139598","Paper","Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page","Philadelphia","12/26/14","MG-17695","Pennsylvania","United States","East",4816,0.2,52.1,56.25312,1.52,82,18.264,19134,6.1641,32.5,0.66,11.835072,1.32,3.66,3,5.670972,37.98912,13.2
"Office Supplies","12/31/14","Maureen Gnade","OFF-AP-10002998","Consumer","Standard Class","CA-2014-139598","Appliances","Holmes 99% HEPA Air Purifier","Philadelphia","12/26/14","MG-17695","Pennsylvania","United States","East",4817,0.2,70.4,64.46016,1.396,82,34.656,19134,5.6316,53.8,0.44,7.996872,1.196,2.44,2,2.365272,29.80416,14.3
"Office Supplies","12/31/14","Maureen Gnade","OFF-AP-10003287","Consumer","Standard Class","CA-2014-139598","Appliances","Tripp Lite TLP810NET Broadband Surge for Modem/Fax","Philadelphia","12/26/14","MG-17695","Pennsylvania","United States","East",4818,0.2,52.1,191.6472,1.104,91.7,81.552,19134,8.1552,42.6,0.18,15.657984,0.904,2.18,2,7.502784,110.0952,18.1
"Office Supplies","12/31/14","Maureen Gnade","OFF-ST-10001370","Consumer","Standard Class","CA-2014-139598","Storage","Sensible Storage WireTech Storage Systems","Philadelphia","12/26/14","MG-17695","Pennsylvania","United States","East",4819,0.2,96.2,844.94592,1.792,102,227.136,19134,-42.588,26.9,-0.08,-44.29152,1.592,3.92,4,-1.70352,617.80992,11.2
"Technology","11/26/16","Chloris Kastensmidt","TEC-MA-10000752","Consumer","Standard Class","CA-2016-140018","Machines","Texas Instrument TI-15 Fraction Calculator","Columbus","11/21/16","CK-12205","Ohio","United States","East",4824,0.7,79.4,102.26265,4.627,93.5,30.345,43229,-24.276,29.7,0.49,-30.58776,3.927,7.49,7,-6.31176,71.91765,15.1
"Furniture","11/26/16","Chloris Kastensmidt","FUR-CH-10003817","Consumer","Standard Class","CA-2016-140018","Chairs","Global Value Steno Chair, Gray","Columbus","11/21/16","CK-12205","Ohio","United States","East",4825,0.3,85.5,258.93462,1.302,86.2,127.554,43229,-9.111,49.3,0.48,-10.65987,1.002,3.48,3,-1.54887,131.38062,23
"Furniture","11/26/16","Chloris Kastensmidt","FUR-FU-10001876","Consumer","Standard Class","CA-2016-140018","Furnishings","Computer Room Manger, 14""","Columbus","11/21/16","CK-12205","Ohio","United States","East",4826,0.2,65.8,88.86528,1.552,82,77.952,43229,15.5904,87.7,0.66,23.697408,1.352,3.66,3,8.107008,10.91328,12.9
"Office Supplies","11/15/17","Jim Epp","OFF-BI-10003460","Corporate","First Class","US-2017-136707","Binders","Acco 3-Hole Punch","Los Angeles","11/12/17","JE-15610","California","United States","West",4827,0.2,109.9,25.2288,0.89,77.5,14.016,90036,4.9056,55.6,1.16,4.464096,0.69,5.16,4,-0.441504,11.2128,22.5
"Office Supplies","12/28/16","Neoma Murray","OFF-BI-10001267","Consumer","Standard Class","CA-2016-136049","Binders","Universal Recycled Hanging Pressboard Report Binders, Letter Size","Bowling Green","12/23/16","NM-18520","Ohio","United States","East",4842,0.7,99,20.21292,3.199,73.5,5.553,43402,-4.0722,27.5,1.08,-4.112922,2.499,4.08,3,-0.040722,14.65992,21.9
"Office Supplies","12/19/17","Saphhira Shifley","OFF-AR-10000823","Corporate","Standard Class","CA-2017-136063","Art","Newell 307","Oak Park","12/15/17","SS-20140","Illinois","United States","Central",4860,0.2,50.3,10.49776,1.646,103.1,10.192,60302,1.0192,97.1,-0.21,2.028208,1.446,6.79,7,1.009008,0.30576,12.2
"Office Supplies","11/14/16","Sally Hughsby","OFF-BI-10001191","Corporate","Standard Class","CA-2016-125164","Binders","Canvas Sectional Post Binders","New York City","11/10/16","SH-19975","New York","United States","East",4863,0.2,99,54.17888,1.496,69.9,20.368,10011,7.3834,37.6,0.43,7.457234,1.296,1.43,1,0.073834,33.81088,13.4
"Office Supplies","11/14/16","Sally Hughsby","OFF-BI-10003982","Corporate","Standard Class","CA-2016-125164","Binders","Wilson Jones Century Plastic Molded Ring Binders","New York City","11/10/16","SH-19975","New York","United States","East",4864,0.2,70.4,55.82976,1.67,73.5,49.848,10011,16.8237,89.3,1.08,23.889654,1.47,4.08,3,7.065954,5.98176,12
"Furniture","11/18/17","Ted Trevino","FUR-CH-10001215","Consumer","Standard Class","CA-2017-122490","Chairs","Global Troy Executive Leather Low-Back Tilter","Seattle","11/13/17","TT-21070","Washington","United States","West",4866,0.2,76.9,4929.6432,1.014,67.6,2404.704,98103,150.294,48.8,2.88,195.3822,0.814,8.88,6,45.0882,2524.9392,19.7
"Office Supplies","11/18/17","Ted Trevino","OFF-BI-10001718","Consumer","Standard Class","CA-2017-122490","Binders","GBC DocuBind P50 Personal Binding Machine","Seattle","11/13/17","TT-21070","Washington","United States","West",4867,0.2,51.3,1334.36688,0.838,73,563.024,98103,190.0206,42.2,4.07,370.54017,0.638,15.07,11,180.51957,771.34288,23.9
"Technology","11/29/17","Shaun Chance","TEC-PH-10003437","Corporate","Standard Class","CA-2017-131366","Phones","Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with","Lancaster","11/24/17","SC-20440","Pennsylvania","United States","East",4870,0.4,66.7,98.9868,2.392,82,89.988,17602,-14.998,90.9,0.44,-22.497,1.992,2.44,2,-7.499,8.9988,16.7
"Office Supplies","11/29/17","Shaun Chance","OFF-PA-10000675","Corporate","Standard Class","CA-2017-131366","Paper","Xerox 1919","Lancaster","11/24/17","SC-20440","Pennsylvania","United States","East",4871,0.2,61.7,853.90368,1.118,107.5,229.544,17602,83.2097,26.9,-0.49,134.799714,0.918,6.51,7,51.590014,624.35968,17.9
"Furniture","10/17/14","Anna Chung","FUR-CH-10003761","Consumer","First Class","US-2014-122021","Chairs","Global Italian Leather Office Chair","Parma","10/15/14","AC-10660","Ohio","United States","East",4898,0.3,52.1,421.7556,1.359,97.1,183.372,44134,-7.8588,43.5,0.06,-15.088896,1.059,2.06,2,-7.230096,238.3836,22.1
"Office Supplies","10/17/14","Anna Chung","OFF-PA-10002230","Consumer","First Class","US-2014-122021","Paper","Xerox 1897","Parma","10/15/14","AC-10660","Ohio","United States","East",4899,0.2,62.1,11.63328,1.18,69,7.968,44134,2.8884,68.5,0.9,4.650324,0.98,2.9,2,1.761924,3.66528,16.9
"Office Supplies","11/23/14","MaryBeth Skach","OFF-BI-10001757","Consumer","Second Class","CA-2014-133809","Binders","Pressboard Hanging Data Binders for Unburst Sheets","Fairfield","11/18/14","MS-17530","Ohio","United States","East",4908,0.7,53.2,45.22464,6.111,66.7,11.808,45014,-8.6592,26.1,4,-16.279296,5.411,12,8,-7.620096,33.41664,11.5
"Technology","11/23/14","MaryBeth Skach","TEC-PH-10004875","Consumer","Second Class","CA-2014-133809","Phones","PNY Rapid USB Car Charger - Black","Fairfield","11/18/14","MS-17530","Ohio","United States","East",4909,0.4,71.4,36.33852,2.24,80.6,9.588,45014,-2.0774,26.4,0.48,-2.90836,1.84,2.48,2,-0.83096,26.75052,17.9
"Furniture","10/23/17","Mary O'Rourke","FUR-TA-10003008","Consumer","Standard Class","CA-2017-117653","Tables","Lesro Round Back Collection Coffee Table, End Table","Chicago","10/19/17","MO-17500","Illinois","United States","Central",4927,0.5,54.3,236.40225,3.715,67.6,91.275,60623,-67.5435,38.6,0.48,-124.28004,3.215,1.48,1,-56.73654,145.12725,13.5
"Technology","11/22/16","Tracy Collins","TEC-PH-10003357","Home Office","Standard Class","CA-2016-166226","Phones","Grandstream GXP2100 Mainstream Business Phone","Los Angeles","11/18/16","TC-21535","California","United States","West",4960,0.2,62.1,165.2184,1.724,71.4,61.192,90008,6.1192,37,0.4,9.851912,1.524,1.4,1,3.732712,104.0264,11.6
"Office Supplies","12/25/15","Robert Barroso","OFF-EN-10000461","Corporate","Standard Class","CA-2015-153038","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Memphis","12/18/15","RB-19645","Tennessee","United States","South",4993,0.2,62.5,87.26016,1.234,90.1,55.936,38109,18.8784,64.1,0.88,30.20544,1.034,8.88,8,11.32704,31.32416,16.2
"Office Supplies","12/25/15","Robert Barroso","OFF-LA-10004008","Corporate","Standard Class","CA-2015-153038","Labels","Avery 507","Memphis","12/18/15","RB-19645","Tennessee","United States","South",4994,0.2,57.1,30.04416,1.6,104.2,18.432,38109,5.9904,61.3,-0.32,10.4832,1.4,7.68,8,4.4928,11.61216,12.5
"Furniture","12/25/15","Robert Barroso","FUR-FU-10000221","Corporate","Standard Class","CA-2015-153038","Furnishings","Master Caster Door Stop, Brown","Memphis","12/18/15","RB-19645","Tennessee","United States","South",4995,0.2,90.9,66.8528,1.204,89.3,20.32,38109,3.556,30.4,0.6,3.9116,1.004,5.6,5,0.3556,46.5328,16.6
"Furniture","11/29/14","Thea Hendricks","FUR-FU-10002960","Consumer","Standard Class","CA-2014-153850","Furnishings","Eldon 200 Class Desk Accessories, Burgundy","Toledo","11/24/14","TH-21100","Ohio","United States","East",5016,0.2,50.5,63.3024,0.908,89.3,35.168,43615,9.6712,55.6,0.84,19.148976,0.708,7.84,7,9.477776,28.1344,22
"Technology","11/29/14","Thea Hendricks","TEC-PH-10002584","Consumer","Standard Class","CA-2014-153850","Phones","Samsung Galaxy S4","Toledo","11/24/14","TH-21100","Ohio","United States","East",5017,0.4,68.5,4101.48648,2.632,75.8,1502.376,43615,-250.396,36.6,1.28,-365.57816,2.232,5.28,4,-115.18216,2599.11048,15.2
"Technology","11/21/17","Emily Grady","TEC-AC-10003610","Consumer","Second Class","CA-2017-141719","Accessories","Logitech�Illuminated - Keyboard","Naperville","11/17/17","EG-13900","Illinois","United States","Central",5038,0.2,57.1,957.4404,1.26,73,239.96,60540,83.986,25.1,1.85,146.9755,1.06,6.85,5,62.9895,717.4804,15.9
"Office Supplies","11/13/16","Arianne Irving","OFF-BI-10004656","Consumer","Second Class","CA-2016-158694","Binders","Peel & Stick Add-On Corner Pockets","Los Angeles","11/10/16","AI-10855","California","United States","West",5047,0.2,55.6,18.04032,1.758,80,5.184,90036,1.8144,28.7,0.75,3.26592,1.558,3.75,3,1.45152,12.85632,11.4
"Furniture","11/29/17","Bradley Drucker","FUR-BO-10002213","Consumer","Standard Class","US-2017-133312","Bookcases","Sauder Forest Hills Library, Woodland Oak Finish","San Francisco","11/25/17","BD-11500","California","United States","West",5080,0.15,59.2,995.81223,1.1295,91.7,359.499,94122,-29.6058,36.1,0.27,-50.033802,0.9795,3.27,3,-20.428002,636.31323,13.3
"Office Supplies","12/18/15","Jim Kriz","OFF-PA-10003441","Home Office","Same Day","US-2015-137533","Paper","Xerox 226","Cleveland","12/18/15","JK-15640","Ohio","United States","East",5082,0.2,108.7,36.49536,1.696,78.7,20.736,44105,7.2576,56.8,1.08,6.676992,1.496,5.08,4,-0.580608,15.75936,11.8
"Furniture","12/20/14","Bryan Mills","FUR-CH-10002439","Consumer","Standard Class","CA-2014-116568","Chairs","Iceberg Nesting Folding Chair, 19w x 6d x 43h","Deltona","12/14/14","BM-11785","Florida","United States","South",5106,0.2,71.9,462.03392,1.446,111.1,186.304,32725,13.9728,40.3,-0.4,19.422192,1.246,3.6,4,5.449392,275.72992,13.8
"Office Supplies","10/22/14","Edward Hooks","OFF-EN-10001335","Corporate","Standard Class","CA-2014-138450","Envelopes","White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","Philadelphia","10/18/14","EH-13765","Pennsylvania","United States","East",5110,0.2,90.1,110.80032,1.252,68,52.512,19134,19.692,47.4,2.82,21.85812,1.052,8.82,6,2.16612,58.28832,16
"Office Supplies","10/22/14","Edward Hooks","OFF-ST-10003479","Corporate","Standard Class","CA-2014-138450","Storage","Eldon Base for stackable storage shelf, platinum","Philadelphia","10/18/14","EH-13765","Pennsylvania","United States","East",5111,0.2,106.4,598.1184,0.804,84.7,186.912,19134,-35.046,31.3,1.08,-32.94324,0.604,7.08,6,2.10276,411.2064,24.9
"Office Supplies","10/22/14","Edward Hooks","OFF-PA-10003016","Corporate","Standard Class","CA-2014-138450","Paper","Adams ""While You Were Out"" Message Pads","Philadelphia","10/18/14","EH-13765","Pennsylvania","United States","East",5112,0.2,82,27.83296,1.414,74.6,10.048,19134,3.14,36.1,1.36,3.8308,1.214,5.36,4,0.6908,17.78496,14.1
"Furniture","11/13/15","Helen Abelman","FUR-FU-10001025","Consumer","Same Day","CA-2015-153073","Furnishings","Eldon Im�ge Series Desk Accessories, Clear","Chicago","11/13/15","HA-14905","Illinois","United States","Central",5113,0.6,60.6,40.76568,4.398,82,17.496,60610,-7.4358,42.9,1.98,-12.26907,3.798,10.98,9,-4.83327,23.26968,13.6
"Office Supplies","11/22/16","Maribeth Schnelling","OFF-BI-10004140","Consumer","Standard Class","CA-2016-150658","Binders","Avery Non-Stick Binders","Carlsbad","11/17/16","MS-17365","New Mexico","United States","West",5115,0.2,56.5,16.27176,1.576,92.6,10.776,88220,3.3675,66.2,0.24,5.960475,1.376,3.24,3,2.592975,5.49576,12.7
"Office Supplies","11/30/17","Frank Gastineau","OFF-BI-10003364","Home Office","Standard Class","CA-2017-155607","Binders","Binding Machine Supplies","New York City","11/26/17","FG-14260","New York","United States","East",5135,0.2,50,225.89248,1.138,102,93.344,10009,32.6704,41.3,-0.08,65.3408,0.938,3.92,4,32.6704,132.54848,17.6
"Office Supplies","12/19/15","Rick Duston","OFF-BI-10002432","Consumer","Standard Class","CA-2015-146696","Binders","Wilson Jones Standard D-Ring Binders","San Diego","12/14/15","RD-19480","California","United States","West",5137,0.2,68.5,12.38688,1.09,73.5,8.096,92105,2.7324,65.4,0.72,3.989304,0.89,2.72,2,1.256904,4.29088,18.3
"Furniture","12/31/17","James Lanier","FUR-FU-10001731","Home Office","Standard Class","CA-2017-128734","Furnishings","Acrylic Self-Standing Desk Frames","Chandler","12/24/17","JL-15175","Arizona","United States","West",5148,0.2,52.6,32.12544,1.56,95.2,8.544,85224,1.9224,26.6,0.2,3.65256,1.36,4.2,4,1.73016,23.58144,12.8
"Furniture","12/31/17","James Lanier","FUR-CH-10001394","Home Office","Standard Class","CA-2017-128734","Chairs","Global Leather Executive Chair","Chandler","12/24/17","JL-15175","Arizona","United States","West",5149,0.2,80.6,1777.41336,0.81,108.7,842.376,85224,105.297,47.4,-0.24,130.56828,0.61,2.76,3,25.27128,935.03736,24.7
"Technology","10/30/15","Andrew Gjertsen","TEC-PH-10001700","Corporate","Second Class","CA-2015-156146","Phones","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","Peoria","10/26/15","AG-10495","Arizona","United States","West",5160,0.2,68.5,217.50304,0.824,84.7,105.584,85345,9.2386,48.5,0.36,13.488356,0.624,2.36,2,4.249756,111.91904,24.3
"Technology","10/30/15","Andrew Gjertsen","TEC-PH-10001527","Corporate","Second Class","CA-2015-156146","Phones","Plantronics MX500i Earset","Peoria","10/26/15","AG-10495","Arizona","United States","West",5161,0.2,51.3,193.7904,1.404,73.5,68.72,85345,-14.603,35.5,0.72,-28.47585,1.204,2.72,2,-13.87285,125.0704,14.2
"Office Supplies","10/24/17","Christina Anderson","OFF-BI-10002799","Consumer","Standard Class","CA-2017-106432","Binders","SlimView Poly Binder, 3/8""","Waco","10/19/17","CA-12265","Texas","United States","Central",5175,0.8,59.5,6.15384,5.528,76.9,2.072,76706,-3.5224,33.7,0.6,-5.917632,4.728,2.6,2,-2.395232,4.08184,14.5
"Furniture","10/24/17","Christina Anderson","FUR-BO-10004360","Consumer","Standard Class","CA-2017-106432","Bookcases","Rush Hierlooms Collection Rich Wood Bookcases","Waco","10/19/17","CA-12265","Texas","United States","Central",5176,0.32,54.1,591.11856,1.68,86.2,328.3992,76706,-91.7586,55.6,0.48,-169.75341,1.36,3.48,3,-77.99481,262.71936,19
