"Opportunity.Competitor_EDD_c__c","Origin","LastModifiedDate","Account.Type","AccountId","Account.Owner.Role.RolePath","Account.Owner.UniqueUserName","Account.Owner.Role.Roles","CurrentDate","Status","Opportunity.Predicted_Close_Date__c","Account.Owner.UserManager.UniqueUserName","IsEscalated","CreatedDate","Account.OwnerId","Id","Account.ShippingState","Opportunity.EDD_CreatedDate__c","Account.Owner.UserManagerNames","Account.Owner.Role.Name","Account.Owner.UserManager.Name","ContactId","IsClosed","Account.Industry","Opportunity.DemoShow__c","OwnerId","Account.Parent.ParentAccount.ShippingState","CaseNumber","Account.AccountSource","Account.Owner.Role.ParentRoleId","Account.Parent.ParentAccount.BillingState","Account.Parent.ParentAccount.OwnerId","Opportunity.Discount_Approved__c","Account.BillingState","Account.Parent.ParentAccount.Name","Account.Owner.Name","Opportunity.EDD_Leading_Causes__c","Subject","Opportunity.EDD_Prescription__c","Type","Account.Parent.AccountParents","Account.Name","ClosedDate","DurationCalculatedField","Account.AnnualRevenue","Account.NumberOfEmployees","Opportunity.EDD_Outcome__c","Opportunity.Amount","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c"
"","Q&A","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oBIAT","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-04T07:00:00.000Z","005B0000003CnfYIAS","500B0000002pJ7RIAU","","","Rachel Reilly","Central Sales","","003B0000007vCV6IAM",True,"Manufacturing","","005B0000003CnfYIAS","",8707,"Partner","00EB0000000azELMAY","LA","005B0000003CnfYIAS","","LA","Applied Magic","Rachel Reilly","","Projector getting over heated","","Product Support","001B000000SS3oBIAT","Applied Magic","2019-09-07T07:00:00.000Z",3.0,5903000,138,0,0,0,0
"","Website","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oBIAT","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-03T08:00:00.000Z","005B0000003CnfYIAS","500B0000002pJ7SIAU","","","Rachel Reilly","Central Sales","","003B0000007vCV6IAM",True,"Manufacturing","","005B0000003CnfYIAS","",8708,"Partner","00EB0000000azELMAY","LA","005B0000003CnfYIAS","","LA","Applied Magic","Rachel Reilly","","I have a question about my contract.","","Product Support","001B000000SS3oBIAT","Applied Magic","2019-07-09T08:00:00.000Z",6.0,5903000,138,0,0,0,0
"","Chat","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oBIAT","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-24T08:00:00.000Z","005B0000003CnfYIAS","500B0000002pJ7TIAU","","","Rachel Reilly","Central Sales","","003B0000007vCV6IAM",True,"Manufacturing","","005B0000003CnfYIAS","",8709,"Partner","00EB0000000azELMAY","LA","005B0000003CnfYIAS","","LA","Applied Magic","Rachel Reilly","","I need to pay my invoice.","","General","001B000000SS3oBIAT","Applied Magic","2019-08-01T08:00:00.000Z",8.0,5903000,138,0,0,0,0
"","Mobile Device","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oBIAT","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-06-27T08:00:00.000Z","005B0000003CnfYIAS","500B0000002pJ7UIAU","","","Rachel Reilly","Central Sales","","003B0000007vCV6IAM",True,"Manufacturing","","005B0000003CnfYIAS","",8710,"Partner","00EB0000000azELMAY","LA","005B0000003CnfYIAS","","LA","Applied Magic","Rachel Reilly","","How do I troubleshoot a product issue?","","Product Support","001B000000SS3oBIAT","Applied Magic","2019-07-01T08:00:00.000Z",4.0,5903000,138,0,0,0,0
"","Chat","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oBIAT","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-15T07:00:00.000Z","005B0000003CnfYIAS","500B0000002pJ7VIAU","","","Rachel Reilly","Central Sales","","003B0000007vCV6IAM",True,"Manufacturing","","005B0000003CnfYIAS","",8711,"Partner","00EB0000000azELMAY","LA","005B0000003CnfYIAS","","LA","Applied Magic","Rachel Reilly","","How is my password stored?","","Account Support","001B000000SS3oBIAT","Applied Magic","2019-09-23T07:00:00.000Z",8.0,5903000,138,0,0,0,0
"","Instagram","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oBIAT","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-31T08:00:00.000Z","005B0000003CnfYIAS","500B0000002pJ7WIAU","","","Rachel Reilly","Central Sales","","003B0000007vCV6IAM",True,"Manufacturing","","005B0000003CnfYIAS","",8712,"Partner","00EB0000000azELMAY","LA","005B0000003CnfYIAS","","LA","Applied Magic","Rachel Reilly","","Billing address change","","General","001B000000SS3oBIAT","Applied Magic","2019-08-06T08:00:00.000Z",6.0,5903000,138,0,0,0,0
"","Instagram","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oBIAT","","Rachel Reilly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-06T08:00:00.000Z","005B0000003CnfYIAS","500B0000002pJ7XIAU","","","Rachel Reilly","Central Sales","","003B0000007vCV6IAM",True,"Manufacturing","","005B0000003CnfYIAS","",8713,"Partner","00EB0000000azELMAY","LA","005B0000003CnfYIAS","","LA","Applied Magic","Rachel Reilly","","Problem with my bill","","General","001B000000SS3oBIAT","Applied Magic","2019-07-11T08:00:00.000Z",5.0,5903000,138,0,0,0,0
"","Website","2020-07-01T08:05:06.000Z","Corporate","001B000000lwNr5IAE","","Sheri Nunez","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-31T08:00:00.000Z","005B0000003CnfTIAS","500B0000002pJ7YIAU","","","Sheri Nunez","Central Sales","","003B000000D8KGtIAN",True,"Apparel","","005B0000003CnfTIAS","",8714,"Cold Call","00EB0000000azELMAY","NY","005B0000003CnfTIAS","","NY","NBT Industrial","Sheri Nunez","","What are your service hours?","","Account Support","001B000000lwNr5IAE","NBT Industrial","2019-08-01T08:00:00.000Z",1.0,6172000,146,0,0,0,0
"","Q&A","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oDIAT","","John Peck","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-08T07:00:00.000Z","005B0000003CnffIAC","500B0000002pJ7ZIAU","","","John Peck","East Sales","","003B0000007vCV8IAM",True,"Healthcare & Life Sciences","","005B0000003CnffIAC","",8715,"Website","00EB0000000azEHMAY","RI","005B0000003CnffIAC","","RI","Action Floor System Inc","John Peck","","How do I become a partner?","","Technical Issue","001B000000SS3oDIAT","Action Floor System Inc","2019-10-09T07:00:00.000Z",1.0,8587000,3,0,0,0,0
"","Chat","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oDIAT","","John Peck","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-28T07:00:00.000Z","005B0000003CnffIAC","500B0000002pJ7aIAE","","","John Peck","East Sales","","003B0000007vCV8IAM",True,"Healthcare & Life Sciences","","005B0000003CnffIAC","",8716,"Website","00EB0000000azEHMAY","RI","005B0000003CnffIAC","","RI","Action Floor System Inc","John Peck","","Question about my invoice","","Account Support","001B000000SS3oDIAT","Action Floor System Inc","2019-09-28T07:00:00.000Z",0.0,8587000,3,0,0,0,0
"","Community","2020-07-01T08:05:06.000Z","Corporate","001B000000SS3oDIAT","","John Peck","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-09-13T07:00:00.000Z","005B0000003CnffIAC","500B0000002pJ7bIAE","","","John Peck","East Sales","","003B0000007vCV8IAM",True,"Healthcare & Life Sciences","","005B0000003CnffIAC","",8717,"Website","00EB0000000azEHMAY","RI","005B0000003CnffIAC","","RI","Action Floor System Inc","John Peck","","Is my personal information safe?","","Technical Issue","001B000000SS3oDIAT","Action Floor System Inc","2019-09-20T07:00:00.000Z",7.0,8587000,3,0,0,0,0
"","Community","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iwIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-02-10T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7eIAE","","","Philip Walton","East Sales","","003B0000007vDKnIAM",True,"Banking","","005B0000003CnfHIAS","",8720,"Data.com","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Vovici Corporation","Philip Walton","","Product setup issues","","Product Support","001B000000SS4iwIAD","Vovici Corporation","2019-02-19T07:00:00.000Z",9.0,7981000,48,0,0,0,0
"","Facebook","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iwIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-01-20T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7fIAE","","","Philip Walton","East Sales","","003B0000007vDKnIAM",True,"Banking","","005B0000003CnfHIAS","",8721,"Data.com","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Vovici Corporation","Philip Walton","","Where can I purchase your products?","","General","001B000000SS4iwIAD","Vovici Corporation","2019-01-25T07:00:00.000Z",5.0,7981000,48,0,0,0,0
"","Google","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iwIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-01-12T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7gIAE","","","Philip Walton","East Sales","","003B0000007vDKnIAM",True,"Banking","","005B0000003CnfHIAS","",8722,"Data.com","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Vovici Corporation","Philip Walton","","Can I access your community from my mobile device?","","Technical Issue","001B000000SS4iwIAD","Vovici Corporation","2019-01-19T07:00:00.000Z",7.0,7981000,48,0,0,0,0
"","LinkedIn","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iwIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-11T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7hIAE","","","Philip Walton","East Sales","","003B0000007vDKnIAM",True,"Banking","","005B0000003CnfHIAS","",8723,"Data.com","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Vovici Corporation","Philip Walton","","Please expedite my order.","","General","001B000000SS4iwIAD","Vovici Corporation","2019-03-20T07:00:00.000Z",9.0,7981000,48,0,0,0,0
"","Mobile Device","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iwIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-09T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7iIAE","","","Philip Walton","East Sales","","003B0000007vDKnIAM",True,"Banking","","005B0000003CnfHIAS","",8724,"Data.com","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Vovici Corporation","Philip Walton","","Question about my invoice","","Account Support","001B000000SS4iwIAD","Vovici Corporation","2019-03-09T07:00:00.000Z",0.0,7981000,48,0,0,0,0
"","Phone","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iwIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-02-14T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7jIAE","","","Philip Walton","East Sales","","003B0000007vDKnIAM",True,"Banking","","005B0000003CnfHIAS","",8725,"Data.com","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Vovici Corporation","Philip Walton","","Question on my most recent order.","","General","001B000000SS4iwIAD","Vovici Corporation","2019-02-15T07:00:00.000Z",1.0,7981000,48,0,0,0,0
"","Chat","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iwIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-03-27T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7kIAE","","","Philip Walton","East Sales","","003B0000007vDKnIAM",True,"Banking","","005B0000003CnfHIAS","",8726,"Data.com","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Vovici Corporation","Philip Walton","","Projector getting over heated","","Product Support","001B000000SS4iwIAD","Vovici Corporation","2019-04-03T07:00:00.000Z",7.0,7981000,48,0,0,0,0
"","LinkedIn","2020-07-01T08:05:06.000Z","Corporate","001B000000bwMWyIAM","","Sheri Nunez","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-06T07:00:00.000Z","005B0000003CnfTIAS","500B0000002pJ7mIAE","","","Sheri Nunez","Central Sales","","003B000000A9t6yIAB",True,"Healthcare & Life Sciences","","005B0000003CnfTIAS","",8728,"Social Media","00EB0000000azELMAY","AR","005B0000003CnfTIAS","","AR","Executive Office Furniture,Inc","Sheri Nunez","","Where can I purchase your products?","","Product Support","001B000000bwMWyIAM","Executive Office Furniture,Inc","2019-10-08T07:00:00.000Z",2.0,7680000,141,0,0,0,0
"","Community","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iyIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-03-11T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7nIAE","","","Philip Walton","East Sales","","003B0000007vDKpIAM",True,"Technology","","005B0000003CnfHIAS","",8729,"Partner","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Information Technology SLTNS","Philip Walton","","Can I access your community from my mobile device?","","Technical Issue","001B000000SS4iyIAD","Information Technology SLTNS","2020-03-11T07:00:00.000Z",0.0,8027000,188,0,0,0,0
"","LinkedIn","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4iyIAD","","Philip Walton","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-01-26T07:00:00.000Z","005B0000003CnfHIAS","500B0000002pJ7oIAE","","","Philip Walton","East Sales","","003B0000007vDKpIAM",True,"Technology","","005B0000003CnfHIAS","",8730,"Partner","00EB0000000azEHMAY","RI","005B0000003CnfHIAS","","RI","Information Technology SLTNS","Philip Walton","","Can you help me get set up?","","Account Support","001B000000SS4iyIAD","Information Technology SLTNS","2020-01-27T07:00:00.000Z",1.0,8027000,188,0,0,0,0
"","Community","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4j0IAD","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJ7qIAE","","","Alyssa Williams","Central Sales","","003B0000007vDKrIAM",True,"Recreation","","005B0000003CnfXIAS","",8732,"Social Media","00EB0000000azELMAY","PA","005B0000003CnfXIAS","","PA","HOW2.COM","Alyssa Williams","","Projector getting over heated","","General","001B000000SS4j0IAD","HOW2.COM","2020-07-02T08:00:00.000Z",0.0,3492000,64,0,0,0,0
"","Phone","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4j0IAD","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-06-07T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJ7rIAE","","","Alyssa Williams","Central Sales","","003B0000007vDKrIAM",True,"Recreation","","005B0000003CnfXIAS","",8733,"Social Media","00EB0000000azELMAY","PA","005B0000003CnfXIAS","","PA","HOW2.COM","Alyssa Williams","","Question on my most recent order.","","General","001B000000SS4j0IAD","HOW2.COM","2020-06-16T08:00:00.000Z",9.0,3492000,64,0,0,0,0
"","Mobile Device","2020-07-01T08:05:06.000Z","Corporate","001B000000SS4j0IAD","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJ7sIAE","","","Alyssa Williams","Central Sales","","003B0000007vDKrIAM",True,"Recreation","","005B0000003CnfXIAS","",8734,"Social Media","00EB0000000azELMAY","PA","005B0000003CnfXIAS","","PA","HOW2.COM","Alyssa Williams","","Please change my contact information.","","General","001B000000SS4j0IAD","HOW2.COM","2020-07-02T08:00:00.000Z",0.0,3492000,64,0,0,0,0
"","LinkedIn","2020-07-01T08:05:08.000Z","Corporate","001B000000SS4j0IAD","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJ7tIAE","","","Alyssa Williams","Central Sales","","003B0000007vDKrIAM",True,"Recreation","","005B0000003CnfXIAS","",8735,"Social Media","00EB0000000azELMAY","PA","005B0000003CnfXIAS","","PA","HOW2.COM","Alyssa Williams","","Can you help me get set up?","","General","001B000000SS4j0IAD","HOW2.COM","2020-07-02T08:00:00.000Z",0.0,3492000,64,0,0,0,0
"","Google","2020-07-01T08:05:08.000Z","Corporate","001B000000SS4j0IAD","","Alyssa Williams","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-05-27T08:00:00.000Z","005B0000003CnfXIAS","500B0000002pJ7uIAE","","","Alyssa Williams","Central Sales","","003B0000007vDKrIAM",True,"Recreation","","005B0000003CnfXIAS","",8736,"Social Media","00EB0000000azELMAY","PA","005B0000003CnfXIAS","","PA","HOW2.COM","Alyssa Williams","","Customer would like to upgrade","","Account Support","001B000000SS4j0IAD","HOW2.COM","2020-05-31T08:00:00.000Z",4.0,3492000,64,0,0,0,0
"","Phone","2020-07-01T08:05:08.000Z","Corporate","001B000000sxKEnIAM","","Alicia Harrison","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-01-31T07:00:00.000Z","005B0000003CnfZIAS","500B0000002pJ7wIAE","","","Alicia Harrison","Central Sales","","003B000000EfVUnIAN",True,"Not For Profit","","005B0000003CnfZIAS","",8738,"Marketing Event","00EB0000000azELMAY","NJ","005B0000003CnfZIAS","","NJ","HireLoop","Alicia Harrison","","How do I troubleshoot a product issue?","","General","001B000000sxKEnIAM","HireLoop","2019-02-01T07:00:00.000Z",1.0,3119000,197,0,0,0,0
"","Mobile Device","2020-07-01T08:05:08.000Z","Corporate","001B000000SS4j3IAD","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","2018-12-11","",False,"2019-04-29T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ7zIAE","","","Wayne Blackwell","East Sales","","003B0000007vDKuIAM",True,"Recreation",True,"005B0000003CnfUIAS","",8741,"Marketing Event","00EB0000000azEHMAY","NC","005B0000003CnfUIAS","","NC","Clearlake Group","Wayne Blackwell","-16.654 because Lead Source is Reseller and Competitor is Fredericks
+14.534 because Lead Source is Reseller and Region is Southeast
-11.891 because Competitor is Fredericks and Product Name is Motorcycle Parts
+0.741 because of other factors
from the bas","Do you sell replacement parts?","No changes recommended","Account Support","001B000000SS4j3IAD","Clearlake Group","2019-05-07T08:00:00.000Z",8.0,2091000,62,56,50000,0,-60
"","Website","2020-07-01T08:05:08.000Z","Corporate","001B000000SS4j3IAD","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","2018-12-11","",False,"2019-05-08T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ80IAE","","","Wayne Blackwell","East Sales","","003B0000007vDKuIAM",True,"Recreation",True,"005B0000003CnfUIAS","",8742,"Marketing Event","00EB0000000azEHMAY","NC","005B0000003CnfUIAS","","NC","Clearlake Group","Wayne Blackwell","-16.654 because Lead Source is Reseller and Competitor is Fredericks
+14.534 because Lead Source is Reseller and Region is Southeast
-11.891 because Competitor is Fredericks and Product Name is Motorcycle Parts
+0.741 because of other factors
from the bas","I need to pay my invoice.","No changes recommended","Product Support","001B000000SS4j3IAD","Clearlake Group","2019-05-10T08:00:00.000Z",2.0,2091000,62,56,50000,0,-60
"","Q&A","2020-07-01T08:05:08.000Z","Corporate","001B000000SS4j4IAD","","Amy Shaw","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-10-02T07:00:00.000Z","005B0000003CnfgIAC","500B0000002pJ82IAE","","","Amy Shaw","Central Sales","","003B0000007vDKvIAM",True,"Recreation","","005B0000003CnfgIAC","",8744,"Website","00EB0000000azELMAY","NJ","005B0000003CnfgIAC","","NJ","Tri-Smith","Amy Shaw","","Can't understand installation instructions","","Account Support","001B000000SS4j4IAD","Tri-Smith","2019-10-02T07:00:00.000Z",0.0,5504000,112,0,0,0,0
"","Google","2020-07-01T08:05:08.000Z","Corporate","001B000000SS3oSIAT","","Allison Allen","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-07-20T08:00:00.000Z","005B0000003CnfGIAS","500B0000002pJ85IAE","","","Allison Allen","East Sales","","003B0000007vCVNIA2",True,"Transportation","","005B0000003CnfGIAS","",8747,"Inbound Call","00EB0000000azEHMAY","CT","005B0000003CnfGIAS","","CT","Twenty  First Century Marketing","Allison Allen","","How do I check my order status?","","Account Support","001B000000SS3oSIAT","Twenty  First Century Marketing","2019-07-23T08:00:00.000Z",3.0,9738000,54,0,0,0,0
"","Q&A","2020-07-01T08:05:08.000Z","Corporate","001B000000SS4j8IAD","","Dennis Huffman","","2020-07-13T20:29:06.055Z","Closed","","",False,"2018-09-03T07:00:00.000Z","005B0000003CnfIIAS","500B0000002pJ87IAE","","","Dennis Huffman","East Sales","","003B0000007vDKzIAM",True,"Healthcare & Life Sciences","","005B0000003CnfIIAS","",8749,"Social Media","00EB0000000azEHMAY","VT","005B0000003CnfIIAS","","VT","NetIDEAS","Dennis Huffman","","Please send shipping confirmation.","","Account Support","001B000000SS4j8IAD","NetIDEAS","2018-09-09T07:00:00.000Z",6.0,5627000,151,0,0,0,0
"","Community","2020-07-01T08:05:08.000Z","Corporate","001B000000SS3oVIAT","","Noah Kelly","","2020-07-13T20:29:06.055Z","Closed","","",False,"2019-08-21T08:00:00.000Z","005B0000003CnfJIAS","500B0000002pJ88IAE","","","Noah Kelly","East Sales","","003B0000007vCVQIA2",True,"Apparel","","005B0000003CnfJIAS","",8750,"Community","00EB0000000azEHMAY","MA","005B0000003CnfJIAS","","MA","Prologic Management Systems","Noah Kelly","","Initiating return process.","","Technical Issue","001B000000SS3oVIAT","Prologic Management Systems","2019-08-30T07:00:00.000Z",8.96,3931000,73,0,0,0,0
"","Community","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ89IAE","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8751,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","Is my personal information safe?","","Product Support","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","Twitter","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8AIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8752,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","What's included in your service contract?","","Technical Issue","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","Community","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8BIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8753,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","Product manual is missing","","Account Support","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","Facebook","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8CIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8754,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","Shipping container appears damaged","","Product Support","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","Email","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8FIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8757,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","Billing address change","","Account Support","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","Website","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8GIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8758,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","How is my password stored?","","Technical Issue","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","Website","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8JIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8761,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","I can't understand the installation instructions","","Product Support","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","LinkedIn","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8LIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8763,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","How can I request a new feature?","","General","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","Mobile Device","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8PIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8767,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","Where do I send my check?","","Technical Issue","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
"","LinkedIn","2020-07-01T08:05:08.000Z","Corporate","001B000000lwNrIIAU","","Wayne Blackwell","","2020-07-13T20:29:06.055Z","Closed","","",False,"2020-07-02T08:00:00.000Z","005B0000003CnfUIAS","500B0000002pJ8SIAU","","","Wayne Blackwell","East Sales","","003B000000D8KH1IAN",True,"Electronics","","005B0000003CnfUIAS","",8770,"Website","00EB0000000azEHMAY","VT","005B0000003CnfUIAS","","VT","Pop n Go","Wayne Blackwell","","Product setup issues","","Account Support","001B000000lwNrIIAU","Pop n Go","2020-07-02T08:00:00.000Z",0.0,6742000,88,0,0,0,0
