"Wellness_Priority__c","NOCONVERT","Created_Date__c","Gender__c","isParent__c","Sponsors__c","Name","Lead_Status__c","Sponsor_Level__c","State__c","Age__c","Target_Weight_Difference__c","Target_Weight__c","Weight__c"
"Improve Fitness",,"2016-10-20T05:55:01.544+00:00","F","No","Jim Albose","Archibald Ward","Lead","Active Supervisor","Rhode Island",22,79,151,230
"Improve Fitness",,"2016-09-10T23:57:00.244+00:00","M","Yes","Stephanie Curran","Frederick Crooks","Lead","Active Supervisor","Arkansas",56,12,181,193
"Improve Fitness",,"2016-03-20T20:13:22.606+00:00","F","Yes","Lauren Boyle","Lindsay Ferry","Customer","Active Supervisor","Mississippi",27,56,181,237
"Improve Fitness",,"2015-10-29T07:06:30.378+00:00","M","Yes","Jamie Wu","Elena Considine","Customer","Active Supervisor","Iowa",36,-17,224,207
"Improve Fitness",,"2017-03-10T17:38:16.114+00:00","M","No","Jamie Wu","Amir Armstrong","Lead","Active Supervisor","Kansas",34,73,213,286
"Improve Fitness",,"2017-05-11T05:26:44.467+00:00","F","Yes","Tim Carter","Deshawn DuBuque DDS","Customer","Active Supervisor","Pennsylvania",62,2,202,204
"Improve Fitness",,"2016-08-04T11:30:12.548+00:00","M","Yes","John Smith","Millie Lowe","Customer","Active Supervisor","Virginia",42,74,222,296
"Improve Fitness",,"2015-09-19T19:14:59.385+00:00","F","Yes","Mark Metz","Cullen Funk","Customer","Active Supervisor","Illinois",28,67,180,247
"Improve Fitness",,"2016-06-28T08:08:04.165+00:00","F","No","Sherrie Hernandez","Miss Devante Nader","Customer","Active Supervisor","North Carolina",61,18,175,193
"Improve Fitness",,"2017-05-23T00:52:12.809+00:00","F","Yes","Lisa Jones","Titus Hyatt","Customer","Active Supervisor","Missouri",39,46,173,219
"Improve Fitness",,"2015-12-19T05:07:25.676+00:00","F","Yes","Stephanie Curran","Mr. Florence Beahan","Customer","Active Supervisor","New Mexico",50,158,190,348
"Improve Fitness",,"2017-06-05T14:22:04.090+00:00","M","Yes","Sherrie Hernandez","Coty Fadel V","Lead","Active Supervisor","Massachusetts",43,1,199,200
"Improve Fitness",,"2016-02-14T01:27:14.922+00:00","F","Yes","Stephanie Curran","Dr. Katelynn Douglas","Lead","Active Supervisor","Washington",27,94,196,290
"Improve Fitness",,"2016-12-11T12:01:05.501+00:00","F","Yes","Mark Metz","Layne Doyle","Customer","Active Supervisor","North Carolina",58,23,199,222
"Improve Fitness",,"2016-04-22T18:02:57.630+00:00","M","Yes","John Smith","Mr. Elna Cassin","Lead","Active Supervisor","Florida",45,32,165,197
"Improve Fitness",,"2015-10-15T13:34:46.809+00:00","F","No","Anne Frost","Mariah Schimmel","Customer","Active Supervisor","Rhode Island",36,52,188,240
"Improve Fitness",,"2017-03-08T23:52:27.693+00:00","F","Yes","Tim Carter","Diana Dooley DVM","Lead","Active Supervisor","Georgia",34,172,157,329
"Improve Fitness",,"2016-11-25T08:06:10.189+00:00","F","No","Jim Albose","Roselyn Beer","Customer","Active Supervisor","Colorado",26,150,165,315
"Improve Fitness",,"2015-11-02T10:53:10.873+00:00","F","No","Anne Frost","Dr. Monique Becker","Customer","Active Supervisor","Connecticut",23,13,219,232
"Improve Fitness",,"2015-12-31T10:56:48.457+00:00","M","Yes","Lisa Jones","Ruthie Murazik","Lead","Active Supervisor","Iowa",62,110,206,316
"Improve Fitness",,"2015-12-10T02:13:40.222+00:00","F","No","Jim Albose","Jared Fadel I","Customer","Active Supervisor","Minnesota",38,31,223,254
"Improve Fitness",,"2016-03-27T21:21:23.280+00:00","F","Yes","Mark Metz","Summer McClure","Lead","Active Supervisor","California",59,27,219,246
"Improve Fitness",,"2016-02-22T01:55:22.708+00:00","M","Yes","Dawn Distributor","Mrs. Audie Hyatt","Lead","Active Supervisor","Rhode Island",39,160,177,337
"Improve Fitness",,"2017-02-11T20:16:54.691+00:00","F","Yes","Anne Frost","Sadie Homenick IV","Lead","Active Supervisor","Florida",62,-40,224,184
"Improve Fitness",,"2015-10-15T07:03:30.347+00:00","F","No","Anne Frost","Camilla Emard","Customer","Active Supervisor","South Dakota",45,101,215,316
"Improve Fitness",,"2017-05-02T17:52:43.364+00:00","F","No","Dawn Distributor","Miss Ceasar Wunsch","Customer","Active Supervisor","Connecticut",19,76,154,230
"Improve Fitness",,"2016-07-13T03:25:20.028+00:00","F","No","Stephanie Curran","Toy Kilback","Lead","Active Supervisor","Texas",57,139,174,313
"Improve Fitness",,"2017-07-25T11:28:14.892+00:00","F","Yes","Mary Johnson","Raymundo Koepp","Customer","Active Supervisor","Alaska",57,41,170,211
"Improve Fitness",,"2017-02-16T05:11:08.655+00:00","M","No","James Chan","Leopold McCullough","Customer","Active Supervisor","Hawaii",59,-2,191,189
"Improve Fitness",,"2017-04-23T04:19:19.410+00:00","F","No","Lauren Boyle","Audra Rau","Lead","Active Supervisor","Missouri",24,39,167,206
"Improve Fitness",,"2017-04-19T10:05:12.206+00:00","F","No","Stephanie Curran","Addie White","Customer","Active Supervisor","Washington",32,101,160,261
"Improve Fitness",,"2016-07-17T03:36:04.659+00:00","M","No","Lauren Boyle","Wilhelm Olson","Lead","Active Supervisor","Tennessee",56,25,197,222
"Improve Fitness",,"2015-10-02T07:43:45.567+00:00","M","No","Jamie Wu","Alisha Roberts I","Lead","Active Supervisor","North Carolina",47,128,159,287
"Improve Fitness",,"2016-01-21T03:09:19.671+00:00","M","Yes","Jim Albose","Matteo Keebler","Customer","Active Supervisor","Mississippi",53,33,188,221
"Improve Fitness",,"2015-11-04T16:31:38.633+00:00","F","No","Jim Albose","Emelie Rohan DVM","Customer","Active Supervisor","Florida",48,113,198,311
"Improve Fitness",,"2016-09-04T09:40:41.641+00:00","F","Yes","Mark Metz","Felipe Herman","Customer","Active Supervisor","Massachusetts",60,109,221,330
"Improve Fitness",,"2016-01-13T06:26:03.498+00:00","F","Yes","Stephanie Curran","Branson Williamson DVM","Customer","Active Supervisor","New Jersey",39,105,169,274
"Improve Fitness",,"2017-07-07T21:21:16.700+00:00","F","Yes","Anne Frost","Noemi Bosco","Customer","Active Supervisor","Alabama",57,7,221,228
"Improve Fitness",,"2015-12-01T17:58:55.729+00:00","F","Yes","Mark Metz","Carolanne Conn","Lead","Active Supervisor","Arkansas",46,37,220,257
"Improve Fitness",,"2016-03-24T18:11:19.010+00:00","M","No","Stephanie Curran","Donavon Stiedemann","Customer","Active Supervisor","Utah",39,-7,205,198
"Improve Fitness",,"2017-05-12T13:38:22.877+00:00","F","Yes","Anne Frost","Bertram Sauer","Lead","Active Supervisor","Alabama",19,33,193,226
"Improve Fitness",,"2016-12-23T22:05:35.564+00:00","F","Yes","Mark Metz","Felipe Boyer","Customer","Active Supervisor","Indiana",42,113,153,266
"Improve Fitness",,"2017-03-01T10:52:36.444+00:00","F","No","Jamie Wu","Shaun Pacocha","Customer","Active Supervisor","Tennessee",55,63,152,215
"Improve Fitness",,"2016-06-01T15:13:52.625+00:00","F","Yes","Stephanie Curran","Ansley Feeney","Customer","Active Supervisor","Virginia",44,119,197,316
"Improve Fitness",,"2017-04-14T06:31:31.672+00:00","F","No","Sherrie Hernandez","Gerhard Mraz","Customer","Active Supervisor","Missouri",29,-3,202,199
"Improve Fitness",,"2017-08-29T01:47:59.574+00:00","F","No","Mark Metz","Trenton Durgan Sr.","Customer","Active Supervisor","Virginia",33,48,163,211
"Improve Fitness",,"2015-10-18T19:55:32.032+00:00","M","Yes","Anne Frost","Joseph Pouros","Customer","Active Supervisor","Oregon",18,71,221,292
"Improve Fitness",,"2016-12-18T14:37:58.902+00:00","M","No","Stephanie Curran","Lisa Macejkovic","Lead","Active Supervisor","West Virginia",25,94,195,289
"Improve Fitness",,"2016-09-17T03:33:40.943+00:00","M","No","Dawn Distributor","Nona Howell","Customer","Active Supervisor","Illinois",46,24,214,238
"Improve Fitness",,"2017-02-26T15:18:58.079+00:00","F","No","Mark Metz","Nickolas Stamm","Customer","Active Supervisor","Georgia",36,96,222,318
"Improve Fitness",,"2015-10-25T12:32:37.388+00:00","F","Yes","Jim Albose","Jessica Howell","Customer","Active Supervisor","Connecticut",18,118,175,293
"Improve Fitness",,"2016-10-23T20:43:17.813+00:00","F","Yes","Mark Metz","Madelyn Dickinson Jr.","Customer","Active Supervisor","South Dakota",31,80,214,294
"Improve Fitness",,"2015-09-28T22:09:53.346+00:00","F","No","John Smith","Bernita Cruickshank","Lead","Active Supervisor","Wyoming",54,109,150,259
"Improve Fitness",,"2017-05-07T04:39:57.257+00:00","M","Yes","Tim Carter","Jacey Gleichner Jr.","Customer","Active Supervisor","Colorado",49,152,190,342
"Improve Fitness",,"2017-07-12T06:47:17.877+00:00","M","Yes","Tim Carter","Mr. Fern Walter","Customer","Active Supervisor","Delaware",54,24,158,182
"Improve Fitness",,"2016-08-31T17:12:54.602+00:00","M","No","James Chan","Shanon Lockman","Customer","Active Supervisor","West Virginia",61,105,167,272
"Improve Fitness",,"2017-03-26T05:00:00.450+00:00","M","No","Lisa Jones","Elena Jaskolski","Customer","Active Supervisor","Minnesota",32,77,202,279
"Improve Fitness",,"2016-07-03T07:31:58.206+00:00","F","No","Mary Johnson","Florence Balistreri","Customer","Active Supervisor","Louisiana",29,-19,221,202
"Improve Fitness",,"2016-06-07T18:30:21.596+00:00","F","No","Dawn Distributor","Eda Blanda PhD","Lead","Active Supervisor","West Virginia",47,48,156,204
"Improve Fitness",,"2015-11-03T17:14:10.720+00:00","F","Yes","Lisa Jones","Geovanni Stokes DVM","Customer","Active Supervisor","Colorado",53,16,222,238
"Improve Fitness",,"2017-01-24T13:31:54.497+00:00","F","Yes","Mark Metz","Sharon Kerluke V","Customer","Active Supervisor","Utah",30,18,220,238
"Improve Fitness",,"2016-11-13T18:36:36.271+00:00","F","Yes","James Chan","Krista Bode","Customer","Active Supervisor","Michigan",39,-16,208,192
"Improve Fitness",,"2017-06-06T23:36:20.217+00:00","M","Yes","James Chan","Thalia O'Conner","Customer","Active Supervisor","Washington",44,-28,225,197
"Improve Fitness",,"2015-11-28T11:36:08.510+00:00","M","Yes","John Smith","Jaqueline Feil Sr.","Customer","Active Supervisor","South Carolina",29,18,173,191
"Improve Fitness",,"2016-06-23T20:06:47.382+00:00","F","Yes","Mark Metz","Dr. Aditya Gusikowski","Lead","Active Supervisor","Hawaii",33,10,200,210
"Improve Fitness",,"2016-10-29T04:40:48.445+00:00","F","No","James Chan","Antonia Kozey II","Customer","Active Supervisor","Indiana",41,-15,199,184
"Improve Fitness",,"2017-02-09T17:03:24.043+00:00","M","Yes","Jamie Wu","Hilda Williamson","Customer","Active Supervisor","Virginia",23,128,184,312
"Improve Fitness",,"2017-07-26T01:26:51.657+00:00","M","Yes","James Chan","Miss Benny Berge","Lead","Active Supervisor","New Jersey",46,17,204,221
"Improve Fitness",,"2016-10-06T00:28:09.968+00:00","F","Yes","Jim Albose","Ms. Darian McDermott","Lead","Active Supervisor","Ohio",58,133,191,324
"Improve Fitness",,"2015-12-05T09:53:22.362+00:00","M","Yes","Mark Metz","Celine Runolfsdottir","Customer","Active Supervisor","Massachusetts",50,100,211,311
"Improve Fitness",,"2017-03-22T18:55:55.496+00:00","F","No","Lauren Boyle","Raul Medhurst","Lead","Active Supervisor","Maine",23,123,172,295
"Improve Fitness",,"2017-05-16T08:39:48.207+00:00","M","Yes","Stephanie Curran","Ms. Jeffry Pfannerstill","Customer","Active Supervisor","Virginia",42,30,207,237
"Improve Fitness",,"2016-01-15T17:47:26.906+00:00","F","No","Sherrie Hernandez","Miss Jaleel Sipes","Customer","Active Supervisor","Arkansas",31,91,206,297
"Improve Fitness",,"2016-08-23T23:44:45.650+00:00","M","Yes","Lisa Jones","Steve Kunze","Lead","Active Supervisor","Washington",54,-13,207,194
"Improve Fitness",,"2017-06-04T23:06:40.110+00:00","F","Yes","Mark Metz","Mike Fay","Lead","Active Supervisor","Colorado",32,-11,204,193
"Improve Fitness",,"2017-04-24T21:24:58.349+00:00","F","No","Dawn Distributor","Marta Satterfield","Customer","Active Supervisor","Wyoming",18,55,200,255
"Improve Fitness",,"2016-11-25T05:31:52.481+00:00","F","Yes","Mary Johnson","Tia Littel","Customer","Active Supervisor","Louisiana",53,33,212,245
"Improve Fitness",,"2016-12-01T13:03:47.111+00:00","M","Yes","Jim Albose","Fred Marks IV","Lead","Active Supervisor","North Carolina",28,104,153,257
"Improve Fitness",,"2016-05-23T14:55:31.412+00:00","F","Yes","Stephanie Curran","Bernhard Leannon","Customer","Active Supervisor","Delaware",43,106,188,294
"Improve Fitness",,"2016-10-19T10:20:42.057+00:00","M","Yes","James Chan","Carlie Moen","Customer","Active Supervisor","New Mexico",61,121,174,295
"Improve Fitness",,"2017-08-03T09:31:47.417+00:00","F","No","James Chan","Orrin Lakin","Customer","Active Supervisor","Pennsylvania",19,158,150,308
"Improve Fitness",,"2017-02-21T16:25:47.966+00:00","F","No","Stephanie Curran","Macey Mohr","Lead","Active Supervisor","Arkansas",22,-33,224,191
"Improve Fitness",,"2017-01-20T13:52:47.568+00:00","M","Yes","Jamie Wu","Don Doyle","Lead","Active Supervisor","Michigan",31,105,158,263
"Improve Fitness",,"2017-06-14T11:45:56.472+00:00","M","Yes","Mark Metz","Mr. Anastasia Kuhlman","Customer","Active Supervisor","Arkansas",27,136,186,322
"Improve Fitness",,"2016-03-22T18:16:57.846+00:00","F","Yes","Anne Frost","Jessie Powlowski","Lead","Active Supervisor","Maryland",28,15,195,210
"Improve Fitness",,"2016-04-12T02:38:13.094+00:00","M","No","Lauren Boyle","Xavier Swift","Customer","Active Supervisor","Nebraska",45,45,192,237
"Improve Fitness",,"2016-10-23T09:55:18.994+00:00","F","No","Stephanie Curran","Leonor Feil","Lead","Active Supervisor","New Mexico",26,82,188,270
"Improve Fitness",,"2017-06-03T17:40:47.130+00:00","M","No","Jim Albose","Ms. Viviane Keebler","Lead","Active Supervisor","Connecticut",37,-16,208,192
"Improve Fitness",,"2015-11-22T18:31:22.618+00:00","F","Yes","Mary Johnson","Ed Jenkins","Customer","Active Supervisor","Hawaii",34,51,203,254
"Improve Fitness",,"2016-11-14T03:47:28.593+00:00","F","Yes","Sherrie Hernandez","Gerson Stiedemann IV","Lead","Active Supervisor","Colorado",58,21,169,190
"Improve Fitness",,"2016-07-29T17:39:19.685+00:00","F","Yes","Jim Albose","Willy Padberg DVM","Lead","Active Supervisor","Arkansas",59,91,206,297
"Improve Fitness",,"2017-02-15T03:56:22.555+00:00","F","Yes","Tim Carter","Ms. Joana Thompson","Lead","Active Supervisor","New Mexico",43,-13,218,205
"Improve Fitness",,"2016-02-19T23:40:33.963+00:00","M","No","Lauren Boyle","Otho Graham IV","Customer","Active Supervisor","Missouri",32,20,209,229
"Improve Fitness",,"2017-05-12T11:45:27.117+00:00","M","No","Sherrie Hernandez","Danika Kuhic III","Customer","Active Supervisor","Rhode Island",31,152,169,321
"Improve Fitness",,"2016-11-16T04:24:02.309+00:00","M","Yes","Anne Frost","Joany Steuber","Lead","Active Supervisor","Pennsylvania",32,108,198,306
"Improve Fitness",,"2016-12-13T04:22:52.262+00:00","F","Yes","Tim Carter","Arlie Hettinger","Customer","Active Supervisor","Utah",59,97,205,302
"Improve Fitness",,"2016-10-16T11:54:47.947+00:00","M","Yes","Dawn Distributor","Miss Sanford Cartwright","Lead","Active Supervisor","Delaware",38,71,157,228
"Improve Fitness",,"2017-06-08T18:42:01.256+00:00","F","No","Stephanie Curran","Stewart Reichert","Customer","Active Supervisor","Nevada",27,103,150,253
"Improve Fitness",,"2016-07-12T04:57:21.662+00:00","M","No","Sherrie Hernandez","Cary Hane","Customer","Active Supervisor","California",23,26,204,230
"Improve Fitness",,"2017-06-27T04:52:04.303+00:00","F","No","Mary Johnson","Clara Schamberger","Customer","Active Supervisor","Illinois",24,45,193,238
"Improve Fitness",,"2016-12-30T22:33:45.747+00:00","F","No","Tim Carter","Ms. Jamie Schuppe","Customer","Active Supervisor","South Dakota",40,59,224,283
"Improve Fitness",,"2016-11-02T04:00:04.139+00:00","M","Yes","Tim Carter","Velda Kiehn","Lead","Active Supervisor","Ohio",26,-9,191,182
"Improve Fitness",,"2016-05-09T07:13:00.210+00:00","M","No","Jim Albose","Jadyn Dickinson MD","Lead","Active Supervisor","South Carolina",42,92,156,248
"Improve Fitness",,"2016-05-17T15:46:51.517+00:00","M","Yes","Mary Johnson","Xander Kiehn Sr.","Customer","Active Supervisor","Louisiana",40,157,169,326
"Improve Fitness",,"2017-02-15T12:43:02.395+00:00","M","No","James Chan","Zetta Schowalter","Lead","Active Supervisor","Oregon",57,58,216,274
"Improve Fitness",,"2016-06-24T07:36:46.943+00:00","F","No","Dawn Distributor","Dewitt Raynor","Customer","Active Supervisor","Alabama",47,104,199,303
"Improve Fitness",,"2016-07-16T23:17:46.268+00:00","F","Yes","Stephanie Curran","Novella Gusikowski I","Customer","Active Supervisor","Wisconsin",25,32,198,230
"Improve Fitness",,"2016-11-28T20:50:29.878+00:00","F","Yes","Mary Johnson","Miss Glennie Hirthe","Customer","Active Supervisor","Louisiana",33,28,219,247
"Improve Fitness",,"2017-06-28T11:38:09.339+00:00","F","No","Mark Metz","Lisa Fisher","Customer","Active Supervisor","Alaska",30,0,183,183
"Improve Fitness",,"2016-07-28T03:06:41.831+00:00","F","Yes","Dawn Distributor","Kale Torp","Lead","Active Supervisor","Nevada",18,73,188,261
"Improve Fitness",,"2016-10-23T08:28:33.193+00:00","F","Yes","Stephanie Curran","Delphine Klein","Lead","Active Supervisor","Nebraska",28,117,165,282
"Improve Fitness",,"2016-06-30T06:43:51.526+00:00","F","Yes","Anne Frost","Dr. Griffin Crist","Customer","Active Supervisor","Wisconsin",49,35,217,252
"Improve Fitness",,"2016-11-18T10:30:04.617+00:00","M","Yes","Lauren Boyle","Madalyn Kunze","Customer","Active Supervisor","Indiana",32,24,201,225
"Improve Fitness",,"2016-04-21T06:56:17.747+00:00","F","Yes","John Smith","Darrell Krajcik","Customer","Active Supervisor","Illinois",52,101,213,314
"Improve Fitness",,"2017-07-07T08:18:10.742+00:00","F","Yes","Jamie Wu","Evelyn Reichel","Customer","Active Supervisor","Oklahoma",47,31,182,213
"Improve Fitness",,"2017-07-15T23:28:27.298+00:00","F","Yes","Mark Metz","Dora Herzog","Lead","Active Supervisor","New Mexico",30,83,187,270
"Improve Fitness",,"2017-06-01T20:12:18.199+00:00","F","Yes","Lauren Boyle","Francisco Champlin","Customer","Active Supervisor","Kansas",25,4,199,203
"Improve Fitness",,"2017-06-28T12:13:01.737+00:00","M","No","Dawn Distributor","Wilfrid McDermott","Customer","Active Supervisor","Nevada",33,29,205,234
"Improve Fitness",,"2016-05-24T00:53:49.300+00:00","F","Yes","Mary Johnson","Ursula McGlynn","Customer","Active Supervisor","Louisiana",40,-7,225,218
"Improve Fitness",,"2017-01-26T08:57:49.048+00:00","F","Yes","Dawn Distributor","Forrest Moore IV","Lead","Active Supervisor","Wyoming",39,118,156,274
"Improve Fitness",,"2017-07-28T10:39:25.085+00:00","F","Yes","John Smith","Coty Murazik","Lead","Active Supervisor","Montana",50,49,214,263
"Improve Fitness",,"2017-02-13T17:02:31.811+00:00","M","No","Stephanie Curran","Desiree Lehner","Lead","Active Supervisor","Minnesota",43,148,182,330
"Improve Fitness",,"2016-06-19T01:56:07.770+00:00","F","Yes","Jamie Wu","Providenci Schulist","Lead","Active Supervisor","Ohio",60,56,190,246
"Improve Fitness",,"2016-03-01T07:28:45.294+00:00","F","Yes","Jim Albose","Gudrun Carroll","Customer","Active Supervisor","Oregon",53,9,220,229
"Improve Fitness",,"2015-11-17T03:04:54.677+00:00","F","No","Jamie Wu","Lance Kihn","Lead","Active Supervisor","Oklahoma",41,144,205,349
"Improve Fitness",,"2016-08-01T10:26:02.267+00:00","F","Yes","Stephanie Curran","Kale Huels","Lead","Active Supervisor","New York",20,87,210,297
"Improve Fitness",,"2017-06-13T09:41:41.835+00:00","M","No","Mary Johnson","Hoyt Ward I","Lead","Active Supervisor","West Virginia",28,108,155,263
"Improve Fitness",,"2015-12-04T20:11:21.333+00:00","F","No","James Chan","Logan Koelpin","Lead","Active Supervisor","Kansas",60,2,198,200
"Improve Fitness",,"2017-02-12T18:49:50.117+00:00","F","No","Mark Metz","Amaya Bahringer","Customer","Active Supervisor","Minnesota",21,7,191,198
"Improve Fitness",,"2016-02-27T21:34:10.004+00:00","M","No","Tim Carter","Lazaro Jacobson","Customer","Active Supervisor","Tennessee",62,11,204,215
"Improve Fitness",,"2017-01-14T14:50:27.917+00:00","M","Yes","Lauren Boyle","Darby Grady","Customer","Active Supervisor","New York",38,20,207,227
"Improve Fitness",,"2016-02-28T11:45:26.707+00:00","F","No","Anne Frost","Alexane McCullough","Customer","Active Supervisor","Washington",45,153,171,324
"Improve Fitness",,"2017-08-20T05:39:16.489+00:00","F","Yes","Jim Albose","Carley Klein","Lead","Active Supervisor","Utah",56,146,189,335
"Improve Fitness",,"2016-05-23T19:08:45.309+00:00","M","No","Tim Carter","Roberta Batz","Lead","Active Supervisor","Wyoming",62,71,151,222
"Improve Fitness",,"2017-01-22T17:21:04.271+00:00","F","Yes","Stephanie Curran","Franco Rippin","Customer","Active Supervisor","Arizona",57,-5,197,192
"Improve Fitness",,"2016-01-11T20:09:36.891+00:00","M","Yes","Jamie Wu","Richard Torp","Lead","Active Supervisor","North Carolina",20,112,177,289
"Improve Fitness",,"2016-12-28T02:04:13.978+00:00","F","No","Mary Johnson","Shany Wintheiser","Lead","Active Supervisor","Oregon",33,28,216,244
"Improve Fitness",,"2016-08-02T12:41:22.582+00:00","F","Yes","Tim Carter","Gladys Johns","Customer","Active Supervisor","Oklahoma",26,112,201,313
"Improve Fitness",,"2016-01-08T18:05:39.585+00:00","F","Yes","John Smith","Jamey Sawayn","Customer","Active Supervisor","New Jersey",48,63,214,277
"Improve Fitness",,"2017-06-20T09:44:11.548+00:00","F","Yes","Lisa Jones","Dessie Welch V","Lead","Active Supervisor","New York",31,163,172,335
"Improve Fitness",,"2016-10-01T13:29:38.193+00:00","M","No","Jamie Wu","Jewel Torp","Customer","Active Supervisor","North Dakota",36,37,172,209
"Improve Fitness",,"2017-01-01T17:57:32.766+00:00","M","No","Tim Carter","Heather Strosin V","Customer","Active Supervisor","Virginia",36,24,221,245
"Improve Fitness",,"2016-01-19T03:18:21.600+00:00","M","No","Dawn Distributor","Myrtle Pagac","Customer","Active Supervisor","Hawaii",43,39,183,222
"Improve Fitness",,"2015-11-06T07:35:37.532+00:00","F","Yes","Sherrie Hernandez","Stephanie Rempel","Lead","Active Supervisor","Illinois",46,156,176,332
"Improve Fitness",,"2017-01-24T22:20:52.384+00:00","F","Yes","Dawn Distributor","Ms. Chyna Sanford","Lead","Active Supervisor","West Virginia",29,73,185,258
"Improve Fitness",,"2017-05-15T21:31:24.992+00:00","M","Yes","Stephanie Curran","Miss Magnus Conn","Lead","Active Supervisor","Mississippi",23,90,219,309
"Improve Fitness",,"2017-05-12T06:36:16.334+00:00","F","Yes","Tim Carter","Johan Rippin I","Customer","Active Supervisor","Alaska",38,130,158,288
"Improve Fitness",,"2015-11-11T17:52:33.619+00:00","F","Yes","Jamie Wu","Mariano Windler","Customer","Active Supervisor","New Hampshire",25,54,163,217
"Improve Fitness",,"2016-08-25T21:34:23.667+00:00","F","No","Lisa Jones","Diego Dach","Lead","Active Supervisor","Idaho",38,141,166,307
"Improve Fitness",,"2015-11-01T12:40:44.935+00:00","F","No","Stephanie Curran","Freda Bosco V","Lead","Active Supervisor","Nevada",42,46,194,240
"Improve Fitness",,"2017-04-19T04:32:16.860+00:00","M","Yes","Stephanie Curran","Breana Huel","Lead","Active Supervisor","North Dakota",58,-23,223,200
"Improve Fitness",,"2017-07-02T04:38:43.104+00:00","M","Yes","Lauren Boyle","Reilly Hermann","Lead","Active Supervisor","Arizona",61,102,221,323
"Improve Fitness",,"2017-04-21T19:24:54.944+00:00","M","Yes","Sherrie Hernandez","Tracy Grady","Lead","Active Supervisor","Nebraska",55,-10,216,206
"Improve Fitness",,"2015-11-29T09:05:49.061+00:00","M","No","Lauren Boyle","Hal Osinski","Customer","Active Supervisor","Colorado",56,-2,203,201
"Improve Fitness",,"2016-05-27T15:19:56.759+00:00","F","Yes","Lauren Boyle","Camylle Schuppe","Lead","Active Supervisor","Illinois",38,32,191,223
"Improve Fitness",,"2017-01-10T22:29:10.454+00:00","F","No","Dawn Distributor","Angelina Spencer","Customer","Active Supervisor","Minnesota",26,-22,216,194
"Improve Fitness",,"2016-01-31T19:47:16.327+00:00","F","No","Dawn Distributor","Jayce Ernser","Lead","Active Supervisor","Arkansas",33,76,208,284
"Improve Fitness",,"2017-09-08T05:33:39.099+00:00","M","Yes","Stephanie Curran","Richmond Kunde MD","Customer","Active Supervisor","Minnesota",47,103,221,324
"Improve Fitness",,"2017-07-10T09:41:24.108+00:00","M","Yes","Jim Albose","Elenora Brekke","Lead","Active Supervisor","Kansas",48,153,161,314
"Improve Fitness",,"2016-05-26T17:53:33.790+00:00","M","Yes","Stephanie Curran","Ms. Violet Lubowitz","Customer","Active Supervisor","Montana",54,83,161,244
"Improve Fitness",,"2017-04-01T00:53:57.914+00:00","F","No","Stephanie Curran","Rae Koch","Customer","Active Supervisor","South Carolina",56,86,203,289
"Improve Fitness",,"2016-09-21T03:46:57.359+00:00","F","No","Mark Metz","Hayden Heathcote","Lead","Active Supervisor","Maryland",21,126,191,317
"Improve Fitness",,"2015-11-30T00:44:26.485+00:00","F","Yes","James Chan","Rosalind Mayer","Lead","Active Supervisor","Oklahoma",45,28,172,200
"Improve Fitness",,"2016-07-10T21:29:56.568+00:00","M","Yes","Sherrie Hernandez","Hank Homenick MD","Customer","Active Supervisor","Missouri",47,161,179,340
"Improve Fitness",,"2016-12-12T21:57:05.795+00:00","M","No","Stephanie Curran","Maude Feil","Customer","Active Supervisor","Massachusetts",42,108,162,270
"Improve Fitness",,"2017-01-08T17:28:55.296+00:00","M","No","Sherrie Hernandez","Americo Stoltenberg","Customer","Active Supervisor","Minnesota",51,180,156,336
"Improve Fitness",,"2016-02-11T13:20:14.428+00:00","F","No","Anne Frost","Jed Johns","Lead","Active Supervisor","Missouri",18,-8,213,205
"Improve Fitness",,"2017-05-11T12:38:57.988+00:00","M","Yes","Tim Carter","Mrs. Lucile Stark","Customer","Active Supervisor","Utah",54,169,158,327
"Improve Fitness",,"2017-03-27T16:38:04.980+00:00","M","No","Anne Frost","Emmalee Hintz","Lead","Active Supervisor","Arkansas",38,79,165,244
"Improve Fitness",,"2017-01-05T14:01:27.580+00:00","F","Yes","James Chan","Dandre Gusikowski","Customer","Active Supervisor","Pennsylvania",27,131,199,330
"Improve Fitness",,"2015-11-09T04:43:00.913+00:00","M","Yes","Dawn Distributor","Marquise Goodwin PhD","Customer","Active Supervisor","Minnesota",44,125,180,305
"Improve Fitness",,"2016-03-31T19:42:41.654+00:00","F","No","Sherrie Hernandez","Genesis Schaden","Customer","Active Supervisor","South Carolina",25,138,188,326
"Improve Fitness",,"2016-10-03T21:42:08.485+00:00","M","No","Lisa Jones","Adelbert Watsica","Lead","Active Supervisor","Washington",30,-16,211,195
"Improve Fitness",,"2015-10-31T10:15:59.592+00:00","F","No","Mark Metz","Rhiannon Durgan","Customer","Active Supervisor","Illinois",46,32,170,202
"Improve Fitness",,"2016-02-25T11:16:35.158+00:00","M","No","Anne Frost","Dejah Hauck","Customer","Active Supervisor","Missouri",55,2,225,227
"Improve Fitness",,"2016-07-13T08:47:56.491+00:00","F","Yes","Lisa Jones","Lisa Farrell","Customer","Active Supervisor","Washington",37,125,182,307
"Improve Fitness",,"2016-07-07T14:18:38.143+00:00","F","Yes","John Smith","Ray Conn","Customer","Active Supervisor","Tennessee",26,36,224,260
