"Last_Activity_Date__c","Shake_Recipies__c","Training__c","Activity__c","Created_Date__c","Gender__c","isParent__c","Product_Ordered__c","Sponsors__c","Name","Customer_ID__c","Lead_Status__c","Last_Order_Date__c","Events__c","Email_Frequency__c","Sponsor_Level__c","State__c","Age__c","Club_Visits__c","Order_Amount__c","Order_Score__c","Conversion_Score__c"
"2017-06-04T10:58:54.824+00:00","Wild Berry and Pina Colada","Hosting a HOM","Website Visit","2015-10-19T07:57:55.711+00:00","M","No","Personalized Protein Powder","James Chan","Miss Brittany Friesen","57682-7592","Customer","2017-06-01T22:35:51.627+00:00","Extravaganza","2x/Month","World Team","Mississippi",58,12,38,61,26
"2017-06-04T11:33:54.956+00:00","Vanilla","Advertising 101","Buying Product","2017-01-17T17:00:41.233+00:00","F","Yes","Roasted Soy Nuts","Mark Metz","Adeline Cole","30640","Lead","2017-05-09T09:40:08.221+00:00","Extravaganza","1x/Month","Success Builder","Pennsylvania",44,14,35,77,35
"2017-06-04T11:50:13.106+00:00","Pumpkin Spice","Advertising 101","Website Visit","2016-09-16T10:54:36.406+00:00","F","No","Formula 1 Healthy Meal Nutritional Shake Mix","Lauren Boyle","Emma Cormier","36187","Customer","2017-09-07T03:14:47.459+00:00","STS","3x/Month","Presidents Team - 30k President","Montana",37,4,35,71,81
"2017-06-04T12:13:05.900+00:00","Chocolate","Hosting a HOM","Open Emails","2015-09-23T03:31:13.469+00:00","F","No","Formula 1 Express Meal Bar","Lauren Boyle","Mr. Houston Shanahan","73790","Lead","2017-06-19T02:34:39.137+00:00","STS HOM","1x/Month","Presidents Team - 30k President","Pennsylvania",36,22,53,52,8
"2017-06-04T12:14:29.335+00:00","Cafe Latte","The Social Revolution","Open Emails","2016-11-08T07:13:45.953+00:00","M","No","Cell-U-Loss","Lisa Jones","Miss Jamel Klocko","59818","Lead","2017-03-25T06:05:38.803+00:00","STS","1x/Month","Senior Consultant","Oregon",60,9,21,11,47
"2017-06-04T12:26:30.819+00:00","Cookies 'n Cream","Advertising 101","Open Emails","2015-11-23T22:03:33.752+00:00","F","No","Herbal Aloe Concentrate","Mark Metz","Garth Runolfsson V","12857","Lead","2017-08-09T02:46:32.711+00:00","Leadership Development Weekend","1x/Month","Success Builder","New Jersey",28,5,24,43,58
"2017-06-04T12:53:35.627+00:00","Chocolate","Health Evaluations & Nutrition Programs","Website Visit","2016-03-19T17:58:22.506+00:00","M","No","Thermo Bond","Tim Carter","Aryanna Boyle","38713-7473","Customer","2017-08-03T16:14:50.825+00:00","STS","2x/Month","Presidents Team - 50k President","Oregon",18,17,42,57,41
"2017-06-04T13:01:17.217+00:00","Cookies 'n Cream","The Social Revolution","Open Emails","2015-12-30T12:02:46.514+00:00","M","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Stephanie Curran","Nannie Collier IV","55189-3130","Customer","2017-09-03T18:29:13.518+00:00","Extravaganza","3x/Month","Distributor","Delaware",46,7,23,89,8
"2017-06-04T13:37:07.980+00:00","Cafe Latte","Meal Replacements","Open Emails","2017-08-07T21:12:28.301+00:00","F","Yes","Roasted Soy Nuts","Sherrie Hernandez","Noble Bernhard DDS","81195","Customer","2017-05-03T07:23:31.556+00:00","STS","2x/Month","Global Expansion Team","Kentucky",25,15,25,21,38
"2017-06-04T13:51:28.263+00:00","Vanilla","Hosting a HOM","Open Emails","2016-08-05T16:30:18.619+00:00","F","No","Male Factor 1000","Jim Albose","Ms. Elmo Ledner","58985-4994","Lead","2017-08-04T00:24:05.234+00:00","Extravaganza","3x/Month","Active Supervisor","Virginia",47,16,50,82,41
"2017-06-04T14:18:14.334+00:00","Chocolate","Health Evaluations & Nutrition Programs","Buying Product","2015-12-30T14:21:17.404+00:00","F","No","Cell-U-Loss","Sherrie Hernandez","Emily Pacocha","55547","Customer","2017-08-24T21:48:13.629+00:00","STS HOM","3x/Month","Global Expansion Team","South Dakota",45,13,24,39,37
"2017-06-04T14:44:31.034+00:00","Cafe Latte","Hosting a HOM","Open Emails","2016-04-01T12:49:04.230+00:00","M","No","Roasted Soy Nuts","Mary Johnson","Bo Haag Sr.","31952-5381","Lead","2017-09-05T01:25:27.837+00:00","STS HOM","2x/Month","Millionaire Team","North Dakota",21,13,30,77,68
"2017-06-04T15:04:44.193+00:00","Cafe Latte","Hosting a HOM","Buying Product","2017-03-03T17:19:04.195+00:00","M","Yes","Protien Bar Deluxe","Mark Metz","Kim Marvin Sr.","51814-8753","Customer","2017-05-12T08:43:16.951+00:00","STS","1x/Month","Success Builder","Hawaii",33,12,21,87,52
"2017-06-04T16:53:33.639+00:00","Chocolate","The Social Revolution","Open Emails","2017-08-11T00:30:30.823+00:00","M","No","Thermo Bond","Dawn Distributor","Mandy Cronin","45604-7723","Customer","2017-08-29T18:58:33.207+00:00","STS","1x/Month","Active World Team","Oregon",28,17,27,66,23
"2017-06-04T17:04:41.857+00:00","Vanilla","The Social Revolution","Open Emails","2016-09-04T07:27:05.254+00:00","F","Yes","Formula 1 Healthy Meal Nutritional Shake Mix","Jamie Wu","Marjolaine DuBuque","92444","Lead","2017-05-18T21:16:23.157+00:00","STS HOM","3x/Month","Supervisor","Kentucky",29,17,19,19,33
"2017-06-04T17:40:19.551+00:00","Cookies 'n Cream","Hosting a HOM","Website Visit","2017-07-10T06:26:30.340+00:00","M","No","Roasted Soy Nuts","Lisa Jones","Lavinia Klocko","96272-1679","Customer","2017-07-05T17:19:49.106+00:00","STS HOM","2x/Month","Senior Consultant","Vermont",57,16,26,67,14
"2017-06-04T17:58:22.503+00:00","Wild Berry and Pina Colada","The Social Revolution","Open Emails","2015-09-30T19:18:00.059+00:00","M","Yes","Cell-U-Loss","John Smith","Mr. Araceli Wiegand","95343-3850","Lead","2017-08-13T18:14:11.007+00:00","STS HOM","2x/Month","Presidents Team - 20k President","Idaho",58,10,32,38,66
"2017-06-04T18:55:01.713+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Open Emails","2017-02-09T11:28:43.068+00:00","M","Yes","Herbal Tea Concentrate","Mark Metz","Ross Abernathy","99681","Customer","2017-06-16T14:57:22.229+00:00","Leadership Development Weekend","3x/Month","Success Builder","Alabama",27,19,19,90,17
"2017-06-04T19:12:09.684+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2016-02-19T16:23:55.874+00:00","F","No","Herbal Aloe Powder","Stephanie Curran","Evalyn Braun Sr.","88023-1090","Lead","2017-07-18T03:03:58.195+00:00","Extravaganza","2x/Month","Distributor","California",59,21,41,49,44
"2017-06-04T19:15:12.858+00:00","Chocolate","Hosting a HOM","Website Visit","2017-06-16T06:01:15.816+00:00","M","Yes","Protien Bar Deluxe","Mark Metz","Thalia Crona III","87428","Lead","2017-04-01T20:40:34.306+00:00","Extravaganza","1x/Month","Success Builder","Utah",44,10,33,25,53
"2017-06-04T20:03:47.513+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Buying Product","2017-08-03T19:08:35.363+00:00","M","No","Cell-U-Loss","Tim Carter","Dr. Daisha Weissnat","21369-5484","Lead","2017-07-05T21:17:34.337+00:00","STS HOM","2x/Month","Presidents Team - 50k President","Michigan",25,19,27,43,68
"2017-06-04T20:24:51.646+00:00","Chocolate","Health Evaluations & Nutrition Programs","Buying Product","2016-11-27T23:27:48.464+00:00","M","Yes","Formula 2 Multivitamin Complex","Stephanie Curran","Mattie Marks","10047-1418","Customer","2017-08-15T18:18:35.672+00:00","STS HOM","3x/Month","Distributor","Nevada",48,4,30,40,30
"2017-06-04T21:03:32.032+00:00","Vanilla","Health Evaluations & Nutrition Programs","Open Emails","2016-02-20T08:13:03.997+00:00","F","Yes","Herbal Tea Concentrate","Tim Carter","Constantin Gorczany","11500-4803","Customer","2017-08-19T08:06:47.520+00:00","STS HOM","1x/Month","Presidents Team - 50k President","Oklahoma",30,9,28,85,14
"2017-06-04T21:25:04.902+00:00","Pumpkin Spice","Advertising 101","Website Visit","2015-11-13T15:56:46.239+00:00","M","Yes","Thermo Bond","Dawn Distributor","Daniela Cormier","10432","Customer","2017-04-16T18:09:12.991+00:00","STS","1x/Month","Active World Team","Minnesota",39,20,37,90,74
"2017-06-04T21:42:46.306+00:00","Chocolate","Meal Replacements","Buying Product","2017-01-18T13:35:56.754+00:00","M","No","Herbal Aloe Powder","Tim Carter","Amaya Kuhic","27472","Lead","2017-03-25T13:11:28.795+00:00","Leadership Development Weekend","1x/Month","Presidents Team - 50k President","North Dakota",43,3,39,7,50
"2017-06-04T22:01:00.186+00:00","Pumpkin Spice","The Social Revolution","Open Emails","2015-12-20T19:02:22.077+00:00","M","No","Thermo Bond","Lisa Jones","Lottie Zemlak IV","52947","Lead","2017-06-02T21:50:17.989+00:00","STS HOM","1x/Month","Senior Consultant","Arkansas",48,4,19,60,52
"2017-06-04T22:47:27.808+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Open Emails","2016-11-26T00:08:59.194+00:00","M","Yes","Formula 1 Express Meal Bar","Jamie Wu","Miss Hayley Wisozk","47478-4297","Lead","2017-07-19T06:21:59.781+00:00","Leadership Development Weekend","3x/Month","Supervisor","Delaware",45,2,24,79,60
"2017-06-04T23:23:44.214+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2015-12-30T20:27:51.356+00:00","F","No","Male Factor 1000","John Smith","Dr. Alivia Medhurst","13216-7956","Lead","2017-04-14T07:37:43.234+00:00","STS","3x/Month","Presidents Team - 20k President","Mississippi",58,15,19,46,45
"2017-06-04T23:26:24.898+00:00","Chocolate","Health Evaluations & Nutrition Programs","Website Visit","2016-12-24T03:34:36.539+00:00","M","No","Total Control","Lisa Jones","Anastacio Nicolas","77263-3575","Customer","2017-08-03T12:26:06.220+00:00","Extravaganza","3x/Month","Senior Consultant","Maine",35,5,19,51,28
"2017-06-04T23:34:03.016+00:00","Wild Berry and Pina Colada","Hosting a HOM","Website Visit","2016-10-17T18:41:08.076+00:00","M","Yes","Roasted Soy Nuts","Stephanie Curran","Darrell Deckow","89568-6247","Lead","2017-04-14T14:08:31.247+00:00","STS HOM","1x/Month","Distributor","Michigan",61,10,42,22,20
"2017-06-05T00:49:25.010+00:00","Wild Berry and Pina Colada","Hosting a HOM","Website Visit","2016-07-14T05:56:51.757+00:00","F","Yes","Personalized Protein Powder","Mary Johnson","Lilyan Schowalter","87924","Customer","2017-04-27T10:09:22.329+00:00","STS HOM","3x/Month","Millionaire Team","Utah",31,21,39,17,49
"2017-06-05T00:53:58.792+00:00","Chocolate","Health Evaluations & Nutrition Programs","Open Emails","2015-12-18T07:21:45.936+00:00","F","Yes","Protien Bar Deluxe","Dawn Distributor","Dr. Coleman Lowe","29615","Lead","2017-03-21T18:46:51.880+00:00","STS HOM","2x/Month","Active World Team","Georgia",35,21,51,16,49
"2017-06-05T02:25:44.804+00:00","Wild Berry and Pina Colada","Hosting a HOM","Buying Product","2015-11-16T17:21:09.791+00:00","F","No","Roasted Soy Nuts","Jim Albose","Yasmeen Schuppe","98775-1508","Customer","2017-04-26T23:41:54.623+00:00","Leadership Development Weekend","2x/Month","Active Supervisor","Nevada",56,19,55,41,29
"2017-06-05T02:37:53.144+00:00","Cafe Latte","Advertising 101","Buying Product","2017-01-29T14:47:54.038+00:00","M","Yes","Total Control","Lauren Boyle","Dr. Lucious Terry","84182-9517","Lead","2017-05-22T21:37:35.337+00:00","Leadership Development Weekend","1x/Month","Presidents Team - 30k President","Kentucky",46,15,39,77,42
"2017-06-05T03:07:45.016+00:00","Pumpkin Spice","Advertising 101","Buying Product","2016-04-29T02:29:41.414+00:00","M","No","Formula 2 Multivitamin Complex","Anne Frost","Ellie Quitzon Sr.","79642","Lead","2017-06-09T19:38:14.813+00:00","STS","1x/Month","Herbalife Advantage Plan Distributor (HAP)","Indiana",47,20,19,25,23
"2017-06-05T04:46:57.736+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Website Visit","2015-10-27T16:39:54.811+00:00","F","Yes","Herbal Tea Concentrate","Stephanie Curran","Lenora Huel II","14204-7693","Lead","2017-04-01T05:26:53.858+00:00","Leadership Development Weekend","2x/Month","Distributor","South Dakota",30,0,35,16,35
"2017-06-05T05:06:26.243+00:00","Chocolate","Hosting a HOM","Website Visit","2016-08-10T21:26:28.459+00:00","F","Yes","Roasted Soy Nuts","Tim Carter","Lucio Langosh","88146","Lead","2017-05-31T00:15:50.165+00:00","STS HOM","3x/Month","Presidents Team - 50k President","California",25,6,20,44,82
"2017-06-05T05:23:43.873+00:00","Chocolate","Health Evaluations & Nutrition Programs","Buying Product","2016-04-06T00:25:06.844+00:00","F","Yes","Formula 1 Express Meal Bar","Lisa Jones","Eleazar Jast","85428","Lead","2017-04-28T04:15:23.255+00:00","STS HOM","1x/Month","Senior Consultant","Oregon",56,15,25,36,40
"2017-06-05T06:34:05.176+00:00","Chocolate","Hosting a HOM","Buying Product","2016-10-17T07:16:14.681+00:00","M","No","Herbal Aloe Powder","Mary Johnson","Britney O'Conner","86126-0694","Customer","2017-05-28T03:29:54.083+00:00","STS","2x/Month","Millionaire Team","Kentucky",54,11,38,83,5
"2017-06-05T06:56:28.007+00:00","Cookies 'n Cream","Hosting a HOM","Buying Product","2016-09-23T02:30:09.415+00:00","M","No","Protien Bar Deluxe","Stephanie Curran","Gino Nicolas","20002-7396","Customer","2017-07-02T22:08:14.952+00:00","STS HOM","3x/Month","Distributor","Utah",32,16,22,53,51
"2017-06-05T07:27:01.743+00:00","Wild Berry and Pina Colada","Meal Replacements","Buying Product","2016-05-22T20:03:12.594+00:00","M","Yes","Roasted Soy Nuts","John Smith","Maude Raynor","84608","Customer","2017-07-09T04:42:35.278+00:00","Leadership Development Weekend","2x/Month","Presidents Team - 20k President","Maine",54,18,33,49,33
"2017-06-05T07:53:47.794+00:00","Chocolate","Hosting a HOM","Open Emails","2016-01-21T03:35:43.201+00:00","M","No","Formula 1 Express Meal Bar","Lauren Boyle","Jany Kihn","85824-9447","Lead","2017-08-31T09:04:13.291+00:00","STS HOM","2x/Month","Presidents Team - 30k President","Tennessee",53,1,23,11,60
"2017-06-05T08:35:27.309+00:00","Vanilla","Health Evaluations & Nutrition Programs","Website Visit","2016-07-03T20:50:38.762+00:00","F","Yes","Formula 1 Express Meal Bar","Sherrie Hernandez","Marcelo Rutherford","95314","Lead","2017-04-10T14:24:14.427+00:00","STS HOM","3x/Month","Global Expansion Team","Oregon",39,5,42,35,54
"2017-06-05T09:03:09.814+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Buying Product","2016-09-01T06:05:23.252+00:00","F","Yes","Protien Bar Deluxe","Stephanie Curran","Ms. Preston Wuckert","34975","Customer","2017-07-12T02:22:00.859+00:00","Extravaganza","3x/Month","Distributor","Tennessee",20,4,28,67,23
"2017-06-05T09:11:50.691+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Buying Product","2016-11-30T21:53:43.241+00:00","F","No","Formula 1 Express Meal Bar","James Chan","Adell Dibbert II","78846-2385","Lead","2017-03-29T12:01:04.051+00:00","STS HOM","2x/Month","World Team","Colorado",40,6,30,37,5
"2017-06-05T09:12:21.027+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Open Emails","2015-12-08T03:06:11.590+00:00","F","Yes","Personalized Protein Powder","Jim Albose","Alayna Bailey","18482-0744","Lead","2017-05-21T06:40:18.894+00:00","STS","2x/Month","Active Supervisor","Georgia",61,13,48,57,24
"2017-06-05T09:41:41.201+00:00","Vanilla","The Social Revolution","Open Emails","2016-01-03T20:24:03.680+00:00","F","Yes","Roasted Soy Nuts","Tim Carter","Jolie Swift","78265-5862","Lead","2017-06-14T10:36:17.897+00:00","STS","3x/Month","Presidents Team - 50k President","Oregon",44,7,53,64,35
"2017-06-05T09:57:55.681+00:00","Cookies 'n Cream","Advertising 101","Buying Product","2016-07-26T09:13:30.896+00:00","F","Yes","Cell-U-Loss","John Smith","Mr. Desmond Bartell","32657-3026","Lead","2017-06-20T03:43:47.426+00:00","STS HOM","3x/Month","Presidents Team - 20k President","Montana",38,22,42,65,79
"2017-06-05T11:15:15.316+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2016-06-17T16:08:47.579+00:00","M","No","Roasted Soy Nuts","Dawn Distributor","Thaddeus Cormier I","21248-3292","Lead","2017-06-15T04:11:56.306+00:00","Leadership Development Weekend","3x/Month","Active World Team","Montana",21,18,41,6,48
"2017-06-05T11:23:14.844+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Open Emails","2016-11-04T17:24:46.386+00:00","F","Yes","Formula 1 Express Meal Bar","Anne Frost","Ezequiel Conroy","26667","Customer","2017-04-18T14:20:53.299+00:00","STS","3x/Month","Herbalife Advantage Plan Distributor (HAP)","Tennessee",54,11,24,62,38
"2017-06-05T12:22:50.194+00:00","Cookies 'n Cream","Advertising 101","Open Emails","2016-09-30T03:34:57.061+00:00","F","No","Thermo Bond","Tim Carter","Emilie Dare","79649","Customer","2017-07-27T17:50:50.456+00:00","STS HOM","3x/Month","Presidents Team - 50k President","Michigan",50,12,21,81,34
"2017-06-05T12:25:39.967+00:00","Wild Berry and Pina Colada","Meal Replacements","Open Emails","2017-01-26T12:55:56.048+00:00","F","Yes","Herbal Aloe Powder","Sherrie Hernandez","Leila Wisoky","97922","Lead","2017-07-29T19:33:49.687+00:00","Leadership Development Weekend","2x/Month","Global Expansion Team","Iowa",25,4,34,72,88
"2017-06-05T12:29:52.479+00:00","Pumpkin Spice","The Social Revolution","Open Emails","2016-12-01T17:16:47.398+00:00","M","No","Personalized Protein Powder","Sherrie Hernandez","Ms. Kaylin Funk","49958-0994","Customer","2017-08-09T17:56:21.598+00:00","Leadership Development Weekend","2x/Month","Global Expansion Team","South Carolina",59,15,54,56,65
"2017-06-05T12:33:25.400+00:00","Pumpkin Spice","Advertising 101","Open Emails","2016-10-16T14:45:05.309+00:00","M","No","Cell-U-Loss","John Smith","Isai Murazik","87092","Customer","2017-06-09T04:03:50.580+00:00","Leadership Development Weekend","1x/Month","Presidents Team - 20k President","Rhode Island",29,10,38,35,69
"2017-06-05T13:15:52.001+00:00","Cafe Latte","Advertising 101","Open Emails","2016-12-13T01:25:58.353+00:00","M","No","Total Control","Anne Frost","Ms. Rosina Mosciski","27750-7404","Lead","2017-08-20T01:53:04.788+00:00","Leadership Development Weekend","3x/Month","Herbalife Advantage Plan Distributor (HAP)","Connecticut",20,19,46,84,87
"2017-06-05T13:50:17.204+00:00","Cookies 'n Cream","Meal Replacements","Buying Product","2017-04-05T15:05:33.578+00:00","F","Yes","Formula 1 Express Meal Bar","Jamie Wu","Dr. Nina Runolfsson","87292-3911","Lead","2017-06-04T03:21:33.246+00:00","STS","1x/Month","Supervisor","Louisiana",31,1,38,24,87
"2017-06-05T14:17:29.804+00:00","Chocolate","Advertising 101","Buying Product","2017-07-10T13:57:42.048+00:00","F","No","Formula 1 Express Meal Bar","Stephanie Curran","Hunter Herman","15970","Customer","2017-05-29T21:57:40.871+00:00","STS","1x/Month","Distributor","Alaska",52,10,33,28,30
"2017-06-05T14:45:39.687+00:00","Cafe Latte","Advertising 101","Buying Product","2017-09-02T23:02:47.919+00:00","M","Yes","Formula 2 Multivitamin Complex","James Chan","Alphonso Smith","99719-2023","Lead","2017-05-22T17:02:51.831+00:00","Extravaganza","1x/Month","World Team","New Hampshire",52,19,43,47,77
"2017-06-05T15:05:01.286+00:00","Pumpkin Spice","Hosting a HOM","Buying Product","2017-07-21T20:15:10.585+00:00","F","Yes","Protien Bar Deluxe","James Chan","Misty Satterfield","12034","Customer","2017-06-08T05:37:55.066+00:00","STS HOM","3x/Month","World Team","Connecticut",50,12,47,63,29
"2017-06-05T16:03:27.150+00:00","Vanilla","The Social Revolution","Website Visit","2016-08-08T02:35:29.737+00:00","M","No","Formula 2 Multivitamin Complex","Tim Carter","Albin Hamill","27739-1278","Customer","2017-06-26T00:02:11.526+00:00","Extravaganza","1x/Month","Presidents Team - 50k President","New York",40,21,26,56,72
"2017-06-05T16:06:24.754+00:00","Chocolate","The Social Revolution","Open Emails","2016-08-08T19:29:46.074+00:00","F","No","Male Factor 1000","Dawn Distributor","Pearl Wintheiser DDS","84129-4675","Customer","2017-03-19T07:55:58.582+00:00","STS","3x/Month","Active World Team","Colorado",47,1,23,76,42
"2017-06-05T16:29:57.672+00:00","Cookies 'n Cream","The Social Revolution","Buying Product","2015-10-04T13:23:23.121+00:00","F","Yes","Roasted Soy Nuts","Jamie Wu","Sarai Monahan","50987","Customer","2017-08-26T17:56:47.412+00:00","Extravaganza","1x/Month","Supervisor","South Carolina",54,21,27,8,88
"2017-06-05T16:46:21.646+00:00","Cafe Latte","Meal Replacements","Website Visit","2016-11-06T22:24:10.161+00:00","M","No","Herbal Aloe Powder","Jamie Wu","Maureen Turcotte","88457-0584","Lead","2017-06-27T23:24:38.254+00:00","Leadership Development Weekend","2x/Month","Supervisor","Tennessee",46,15,21,13,64
"2017-06-05T19:01:20.536+00:00","Pumpkin Spice","The Social Revolution","Website Visit","2017-04-22T15:58:57.546+00:00","F","Yes","Personalized Protein Powder","Lauren Boyle","Doug Price","49656","Customer","2017-07-08T18:13:45.447+00:00","STS HOM","1x/Month","Presidents Team - 30k President","Maryland",23,5,41,6,13
"2017-06-05T19:40:22.326+00:00","Pumpkin Spice","Health Evaluations & Nutrition Programs","Website Visit","2017-04-18T02:52:03.585+00:00","M","No","Personalized Protein Powder","Dawn Distributor","Erna Hudson I","54692","Customer","2017-08-08T07:15:14.777+00:00","STS HOM","2x/Month","Active World Team","New Hampshire",50,20,52,41,23
"2017-06-05T19:50:03.295+00:00","Chocolate","The Social Revolution","Website Visit","2015-09-16T06:32:30.960+00:00","F","Yes","Formula 1 Express Meal Bar","Lauren Boyle","Gavin Pagac","97589","Lead","2017-04-14T23:51:55.347+00:00","STS","2x/Month","Presidents Team - 30k President","Georgia",44,17,41,92,66
"2017-06-05T19:50:18.642+00:00","Cafe Latte","Advertising 101","Open Emails","2017-05-18T18:01:21.304+00:00","M","No","Cell-U-Loss","Mark Metz","Cecil Robel","42782-9431","Customer","2017-03-23T17:42:23.462+00:00","Extravaganza","2x/Month","Success Builder","Washington",49,11,37,86,61
"2017-06-05T19:56:27.958+00:00","Wild Berry and Pina Colada","Meal Replacements","Buying Product","2017-03-30T01:31:52.716+00:00","M","Yes","Formula 2 Multivitamin Complex","John Smith","Angie Schinner","57608","Customer","2017-04-01T00:35:10.479+00:00","STS HOM","3x/Month","Presidents Team - 20k President","Colorado",56,7,21,66,32
"2017-06-05T20:12:18.423+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Open Emails","2015-10-27T18:23:56.235+00:00","F","Yes","Protien Bar Deluxe","Mark Metz","Mrs. Alford Windler","13917","Customer","2017-06-24T23:21:53.043+00:00","Leadership Development Weekend","1x/Month","Success Builder","Rhode Island",41,22,28,71,58
"2017-06-05T20:28:01.716+00:00","Cookies 'n Cream","The Social Revolution","Open Emails","2016-06-21T22:06:14.352+00:00","F","Yes","Formula 1 Express Meal Bar","Lisa Jones","Annabel Grady DVM","86763-1337","Customer","2017-06-18T23:53:26.490+00:00","STS","3x/Month","Senior Consultant","New Hampshire",28,0,54,45,63
"2017-06-05T20:36:41.449+00:00","Vanilla","Advertising 101","Website Visit","2016-09-30T21:54:58.494+00:00","M","No","Male Factor 1000","Anne Frost","Dawn Jacobson","75813-7213","Customer","2017-07-17T01:58:14.421+00:00","STS HOM","2x/Month","Herbalife Advantage Plan Distributor (HAP)","New York",40,1,23,74,82
"2017-06-05T21:13:33.387+00:00","Cafe Latte","Hosting a HOM","Website Visit","2016-08-03T16:28:03.834+00:00","M","No","Formula 1 Express Meal Bar","Stephanie Curran","Judson Collier","22563","Customer","2017-04-10T23:36:46.448+00:00","Leadership Development Weekend","2x/Month","Distributor","New Mexico",33,20,20,41,71
"2017-06-05T21:17:22.652+00:00","Cookies 'n Cream","The Social Revolution","Open Emails","2016-08-31T13:16:20.313+00:00","M","No","Herbal Tea Concentrate","Dawn Distributor","Tanner Kirlin V","50248-8967","Customer","2017-05-20T16:29:16.295+00:00","Leadership Development Weekend","1x/Month","Active World Team","Nevada",31,6,22,68,19
"2017-06-05T21:20:47.196+00:00","Vanilla","Hosting a HOM","Buying Product","2017-03-29T18:27:56.819+00:00","M","No","Cell-U-Loss","Lauren Boyle","Alessandra Gutmann I","53308-1695","Lead","2017-08-19T14:45:16.347+00:00","STS","1x/Month","Presidents Team - 30k President","Kansas",46,8,51,59,29
"2017-06-05T21:32:20.817+00:00","Pumpkin Spice","Hosting a HOM","Website Visit","2017-07-02T08:25:19.717+00:00","M","No","Herbal Tea Concentrate","Stephanie Curran","Dr. Kitty Boyer","38681","Lead","2017-08-26T02:14:24.320+00:00","Leadership Development Weekend","1x/Month","Distributor","Idaho",35,11,49,15,20
"2017-06-05T21:45:43.355+00:00","Vanilla","The Social Revolution","Buying Product","2016-10-15T12:44:31.677+00:00","F","No","Male Factor 1000","Stephanie Curran","Gonzalo Reynolds IV","18480-3907","Lead","2017-07-02T01:35:30.600+00:00","STS","3x/Month","Distributor","West Virginia",36,3,31,13,48
"2017-06-05T21:57:24.725+00:00","Chocolate","The Social Revolution","Website Visit","2017-05-10T11:09:32.816+00:00","F","Yes","Thermo Bond","Jamie Wu","Robin VonRueden II","64971-5047","Lead","2017-03-23T02:04:15.980+00:00","STS HOM","2x/Month","Supervisor","Missouri",57,3,28,68,76
"2017-06-05T22:35:29.388+00:00","Wild Berry and Pina Colada","Advertising 101","Website Visit","2017-01-09T19:18:54.988+00:00","F","No","Herbal Aloe Powder","John Smith","Kayla Lemke","25379","Customer","2017-04-11T04:49:00.090+00:00","STS","3x/Month","Presidents Team - 20k President","Alabama",22,3,53,49,71
"2017-06-05T22:37:17.592+00:00","Wild Berry and Pina Colada","Health Evaluations & Nutrition Programs","Open Emails","2017-04-05T12:01:55.748+00:00","M","Yes","Formula 1 Express Meal Bar","Mark Metz","Miss Marlon Willms","20820","Customer","2017-05-17T05:34:29.262+00:00","Leadership Development Weekend","1x/Month","Success Builder","Maine",60,4,52,34,83
"2017-06-05T23:02:57.683+00:00","Chocolate","Hosting a HOM","Open Emails","2016-08-04T14:19:55.744+00:00","M","Yes","Male Factor 1000","Lisa Jones","Benjamin Wunsch","18690-5780","Customer","2017-05-24T17:12:30.321+00:00","Extravaganza","1x/Month","Senior Consultant","Oklahoma",40,6,33,42,13
"2017-06-05T23:02:58.899+00:00","Cookies 'n Cream","Meal Replacements","Buying Product","2015-10-09T13:38:18.306+00:00","M","Yes","Protien Bar Deluxe","Jim Albose","Deonte Waters","21679-2431","Lead","2017-06-01T23:11:03.642+00:00","Leadership Development Weekend","1x/Month","Active Supervisor","South Dakota",41,3,43,12,90
"2017-06-05T23:36:52.739+00:00","Wild Berry and Pina Colada","Meal Replacements","Open Emails","2017-04-30T17:36:46.872+00:00","F","Yes","Total Control","Mary Johnson","Rowan Predovic","65124-0845","Customer","2017-06-02T05:16:36.390+00:00","STS","1x/Month","Millionaire Team","West Virginia",39,4,47,63,86
"2017-06-05T23:50:44.451+00:00","Cookies 'n Cream","Health Evaluations & Nutrition Programs","Open Emails","2017-08-07T02:47:19.149+00:00","F","Yes","Male Factor 1000","Anne Frost","Bo Upton PhD","24999","Customer","2017-04-05T14:40:29.576+00:00","Leadership Development Weekend","3x/Month","Herbalife Advantage Plan Distributor (HAP)","Delaware",58,12,23,74,19
"2017-06-06T00:20:43.184+00:00","Vanilla","Advertising 101","Website Visit","2016-03-04T16:05:40.879+00:00","F","No","Formula 2 Multivitamin Complex","Lisa Jones","Zion Armstrong","56336-9438","Lead","2017-06-01T06:57:34.600+00:00","Extravaganza","2x/Month","Senior Consultant","Texas",24,22,53,14,64
