"TransactionJournal_ActivityDate","LastModifiedDate","ExpiryDate","EventType","TransactionJournal_LoyaltyProgramMember_LeadOrContactId","TransactionJournal_LoyaltyProgramMember_Referrer_Contact_Name","LoyaltyTierMember_LoyaltyTier_LoyaltyTierGroup_Name","TransactionJournal_LoyaltyProgramMember_Referrer_Contact_MobilePhone","LoyaltyTierMember_LoyaltyTier_Name","CreatedById","TransactionJournal_LoyaltyProgramMember_MembershipEndDate","TransactionJournal_Brand","TransactionJournalId","User_UniqueUserName","TransactionJournal_JournalDate","TransactionJournal_LoyaltyProgramPartner_Partner_Name","IsDeleted","TransactionJournal_LoyaltyProgramMember_EnrollmentDate","AdditionalNotes","ActivityDate","TransactionJournal_Product_or_ProductCategory_ID","TransactionJournal_UsageType","TransactionJournal_LoyaltyProgramMember_MemberName","TransactionJournal_Channel","TransactionJournal_LoyaltyProgramPartner_PartnerIndustry","TransactionJournal_TransactionLocation","TransactionJournal_LoyaltyProgramMember_MembershipNumber","TransactionJournal_MemberId","CreatedDate","LoyaltyProgramCurrency_CurrencyType","TransactionJournal_LoyaltyProgramPartner_PartnerCategory","TransactionJournal_ProductCategory_Name","Id","LoyaltyProgramCurrency_NQP_Currency","User_FullPhotoUrl","TransactionJournal_Product_Name","TransactionJournal_LoyaltyProgramMember_LastActivityDate","TransactionJournal_LoyaltyProgramMember_Contact_Birthdate","Correlation","TransactionJournal_LoyaltyProgramMember_Contact_MobilePhone","TransactionType","TransactionJournal_Product_ProductCode","TransactionJournal_LoyaltyProgramMember_MemberType","User_SmallPhotoUrl","LoyaltyProgramCurrency_QP_Currency","LoyaltyProgramCurrencyId","TransactionJournal_LoyaltyProgramMember_Account_Name","TransactionJournal_JournalType_Name","TransactionJournal_PartnerId","TransactionJournal_Industry","TransactionJournal_LoyaltyProgramMember_LeadOrContactName","TransactionJournal_LoyaltyProgramMember_ProgramId","TransactionJournal_JournalSubType_Name","TransactionJournal_LoyaltyProgramMember_IsReferral","TransactionJournal_LoyaltyProgramMember_LoyaltyProgram_Name","TransactionJournal_Status","TransactionJournal_LoyaltyProgramMember_AccountContact_Id","TransactionJournal_LoyaltyProgramMember_MemberStatus","TransactionJournal_LoyaltyProgramPartner_PartnerType","LastProcessedDate","LoyaltyProgramMemberId","TransactionJournal_LoyaltyProgramMember_EnrollmentChannel","TransactionJournal_QuantityUnitOfMeasureId","User_Username","TransactionJournal_Product_Family","Flow","SystemModstamp","TransactionJournal_LoyaltyProgramMember_Contact_Name","TransactionJournal_LoyaltyProgramPartner_Partner_Type","TransactionJournal_LoyaltyProgramMember_Referrer_Contact_Birthdate","TransactionJournal_Product_or_ProductCategory","LastModifiedById","Total_Accrued_Points","TransactionJournal_Quantity","Points","TransactionJournal_TransactionAmount"
"2021-04-20","2021-01-18","2021-11-13","Credit","003B000000HtV9bIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzXMAW","Ricky Coyier","2021-04-20",,"FALSE","2020-05-09","Credited Points","2021-04-17T08:34:55.000Z",,"Loyalty","Lillianna Antony",,,,"IndivAiK_UIDbabedjci_b_gie","0lMB00000004FkJMAU","2021-01-18","NonQualifying",,,"05wB0000000Rp7JIAS","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T",,"0lcB00000004CXaIAM",,"Manual Points Adjustment",,,"Lillianna Antony","0lpB00000004CexIAE",,"No","Xperience","Processed",,"Active",,"2021-03-03","0lMB00000004FkJMAU","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Lillianna Antony",,,,"005B0000007PfKGIA0",96,0,96,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtV9bIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzZMAW","Ricky Coyier","2021-04-20",,"FALSE","2020-05-09","Credited Points","2021-04-17T08:34:55.000Z",,"Loyalty","Lillianna Antony",,,,"IndivAiK_UIDbabedjci_b_gie","0lMB00000004FkJMAU","2021-01-18","Qualifying",,,"05wB0000000Rp7KIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Number of Transactions","0lcB00000004CXZIA2",,"Manual Points Adjustment",,,"Lillianna Antony","0lpB00000004CexIAE",,"No","Xperience","Processed",,"Active",,"2021-03-03","0lMB00000004FkJMAU","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Lillianna Antony",,,,"005B0000007PfKGIA0",63,0,63,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtV9bIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzYMAW","Ricky Coyier","2021-04-20",,"FALSE","2020-05-09","Credited Points","2021-04-17T08:34:55.000Z",,"Loyalty","Lillianna Antony",,,,"IndivAiK_UIDbabedjci_b_gie","0lMB00000004FkJMAU","2021-01-18","Qualifying",,,"05wB0000000Rp7LIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXbIAM",,"Manual Points Adjustment",,,"Lillianna Antony","0lpB00000004CexIAE",,"No","Xperience","Processed",,"Active",,"2021-03-03","0lMB00000004FkJMAU","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Lillianna Antony",,,,"005B0000007PfKGIA0",356,0,356,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVAKIA3",,"Lifetime",,"Premium","005B0000007PfKGIA0",,,"0lVB0000000HQzcMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-05-18","Debited Points","2021-04-17T08:35:44.000Z",,"Loyalty","Eileen Andronis",,,,"IndivAiK_UIDbabedjci_b_gdj","0lMB00000004Fl2MAE","2021-01-18","Qualifying",,,"05wB0000000Rp7MIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXbIAM",,"Manual Points Adjustment",,,"Eileen Andronis","0lpB00000004CexIAE",,"No","Xperience","Processed",,"Active",,"2021-03-03","0lMB00000004Fl2MAE","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Eileen Andronis",,,,"005B0000007PfKGIA0",-242,0,242,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVAJIA3",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzdMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-05-18","Debited Points","2021-04-17T08:36:16.000Z",,"Loyalty","Yara Andros",,,,"IndivAiK_UIDbabedjci_b_gea","0lMB00000004Fl1MAE","2021-01-18","NonQualifying",,,"05wB0000000Rp7NIAS","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T",,"0lcB00000004CXaIAM",,"Manual Points Adjustment",,,"Yara Andros","0lpB00000004CexIAE",,"No","Xperience","Processed",,"Active",,"2021-03-03","0lMB00000004Fl1MAE","POS",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Yara Andros",,,,"005B0000007PfKGIA0",-72,0,72,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVAJIA3",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzfMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-05-18","Debited Points","2021-04-17T08:36:16.000Z",,"Loyalty","Yara Andros",,,,"IndivAiK_UIDbabedjci_b_gea","0lMB00000004Fl1MAE","2021-01-18","Qualifying",,,"05wB0000000Rp7OIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Number of Transactions","0lcB00000004CXZIA2",,"Manual Points Adjustment",,,"Yara Andros","0lpB00000004CexIAE",,"No","Xperience","Processed",,"Active",,"2021-03-03","0lMB00000004Fl1MAE","POS",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Yara Andros",,,,"005B0000007PfKGIA0",-35,0,35,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVAJIA3",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzeMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-05-18","Debited Points","2021-04-17T08:36:16.000Z",,"Loyalty","Yara Andros",,,,"IndivAiK_UIDbabedjci_b_gea","0lMB00000004Fl1MAE","2021-01-18","Qualifying",,,"05wB0000000Rp7PIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXbIAM",,"Manual Points Adjustment",,,"Yara Andros","0lpB00000004CexIAE",,"No","Xperience","Processed",,"Active",,"2021-03-03","0lMB00000004Fl1MAE","POS",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Yara Andros",,,,"005B0000007PfKGIA0",-252,0,252,0
"2021-04-20","2021-01-18","2021-11-13","Credit","003B000000HtVumIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzgMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-01","Credited Points","2021-04-17T08:38:52.000Z",,"Loyalty","Adeline Allocco",,,,"IndivAiK_UIDbabefgad_b_j","0lMB00000004GFMMA2","2021-01-18","NonQualifying",,,"05wB0000000Rp7QIAS","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T",,"0lcB00000004CXXIA2",,"Manual Points Adjustment",,,"Adeline Allocco","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GFMMA2","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Adeline Allocco",,,,"005B0000007PfKGIA0",162,0,162,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtVumIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQziMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-01","Credited Points","2021-04-17T08:38:52.000Z",,"Loyalty","Adeline Allocco",,,,"IndivAiK_UIDbabefgad_b_j","0lMB00000004GFMMA2","2021-01-18","Qualifying",,,"05wB0000000Rp7RIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Number of Transactions","0lcB00000004CXWIA2",,"Manual Points Adjustment",,,"Adeline Allocco","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GFMMA2","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Adeline Allocco",,,,"005B0000007PfKGIA0",63,0,63,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtVumIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzhMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-01","Credited Points","2021-04-17T08:38:52.000Z",,"Loyalty","Adeline Allocco",,,,"IndivAiK_UIDbabefgad_b_j","0lMB00000004GFMMA2","2021-01-18","Qualifying",,,"05wB0000000Rp7SIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXYIA2",,"Manual Points Adjustment",,,"Adeline Allocco","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GFMMA2","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Adeline Allocco",,,,"005B0000007PfKGIA0",520,0,520,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVumIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzjMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-01","Debited Points","2021-04-17T08:39:22.000Z",,"Loyalty","Adeline Allocco",,,,"IndivAiK_UIDbabefgad_b_j","0lMB00000004GFMMA2","2021-01-18","NonQualifying",,,"05wB0000000Rp7TIAS","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T",,"0lcB00000004CXXIA2",,"Manual Points Adjustment",,,"Adeline Allocco","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GFMMA2","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Adeline Allocco",,,,"005B0000007PfKGIA0",-62,0,62,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVumIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzkMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-01","Debited Points","2021-04-17T08:39:22.000Z",,"Loyalty","Adeline Allocco",,,,"IndivAiK_UIDbabefgad_b_j","0lMB00000004GFMMA2","2021-01-18","Qualifying",,,"05wB0000000Rp7UIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Number of Transactions","0lcB00000004CXWIA2",,"Manual Points Adjustment",,,"Adeline Allocco","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GFMMA2","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Adeline Allocco",,,,"005B0000007PfKGIA0",-27,0,27,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVumIAF",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzlMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-01","Debited Points","2021-04-17T08:39:22.000Z",,"Loyalty","Adeline Allocco",,,,"IndivAiK_UIDbabefgad_b_j","0lMB00000004GFMMA2","2021-01-18","Qualifying",,,"05wB0000000Rp7VIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXYIA2",,"Manual Points Adjustment",,,"Adeline Allocco","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GFMMA2","CallCenter",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Adeline Allocco",,,,"005B0000007PfKGIA0",-161,0,161,0
"2021-04-20","2021-01-18","2021-11-13","Credit","003B000000HtVoTIAV",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzmMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-16","Credited Points","2021-04-17T08:40:29.000Z",,"Loyalty","Eliot Allamong",,,,"IndivAiK_UIDbabefgad_b_eaa","0lMB00000004G93MAE","2021-01-18","NonQualifying",,,"05wB0000000Rp7WIAS","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T",,"0lcB00000004CXXIA2",,"Manual Points Adjustment",,,"Eliot Allamong","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004G93MAE","POS",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Eliot Allamong",,,,"005B0000007PfKGIA0",82,0,82,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtVoTIAV",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQznMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-16","Credited Points","2021-04-17T08:40:29.000Z",,"Loyalty","Eliot Allamong",,,,"IndivAiK_UIDbabefgad_b_eaa","0lMB00000004G93MAE","2021-01-18","Qualifying",,,"05wB0000000Rp7XIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Number of Transactions","0lcB00000004CXWIA2",,"Manual Points Adjustment",,,"Eliot Allamong","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004G93MAE","POS",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Eliot Allamong",,,,"005B0000007PfKGIA0",52,0,52,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtVoTIAV",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzoMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-16","Credited Points","2021-04-17T08:40:29.000Z",,"Loyalty","Eliot Allamong",,,,"IndivAiK_UIDbabefgad_b_eaa","0lMB00000004G93MAE","2021-01-18","Qualifying",,,"05wB0000000Rp7YIAS",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXYIA2",,"Manual Points Adjustment",,,"Eliot Allamong","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004G93MAE","POS",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Eliot Allamong",,,,"005B0000007PfKGIA0",246,0,246,0
"2021-04-20","2021-01-18","2021-11-13","Credit","003B000000HtW3MIAV","Knox Abundiz","Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzpMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-16","Credited Points","2021-04-17T08:41:02.000Z",,"Loyalty","Judy Arslan",,,,"RefAiU_UIDbabefgad_b_ccg","0lMB00000004GJuMAM","2021-01-18","NonQualifying",,,"05wB0000000Rp7ZIAS","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T",,"0lcB00000004CXXIA2",,"Manual Points Adjustment",,,"Judy Arslan","0lpB00000004CeyIAE",,"Yes","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GJuMAM","Web",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Judy Arslan",,,,"005B0000007PfKGIA0",98,0,98,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtW3MIAV","Knox Abundiz","Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzqMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-16","Credited Points","2021-04-17T08:41:02.000Z",,"Loyalty","Judy Arslan",,,,"RefAiU_UIDbabefgad_b_ccg","0lMB00000004GJuMAM","2021-01-18","Qualifying",,,"05wB0000000Rp7aIAC",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Number of Transactions","0lcB00000004CXWIA2",,"Manual Points Adjustment",,,"Judy Arslan","0lpB00000004CeyIAE",,"Yes","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GJuMAM","Web",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Judy Arslan",,,,"005B0000007PfKGIA0",51,0,51,0
"2021-04-20","2021-01-18",,"Credit","003B000000HtW3MIAV","Knox Abundiz","Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzrMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-16","Credited Points","2021-04-17T08:41:02.000Z",,"Loyalty","Judy Arslan",,,,"RefAiU_UIDbabefgad_b_ccg","0lMB00000004GJuMAM","2021-01-18","Qualifying",,,"05wB0000000Rp7bIAC",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Positive",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXYIA2",,"Manual Points Adjustment",,,"Judy Arslan","0lpB00000004CeyIAE",,"Yes","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004GJuMAM","Web",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Judy Arslan",,,,"005B0000007PfKGIA0",345,0,345,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVjHIAV",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzsMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-20","Debited Points","2021-04-17T08:41:39.000Z",,"Loyalty","Zyaire Akemon",,,,"IndivAiK_UIDbabefgad_b_hcc","0lMB00000004G3rMAE","2021-01-18","NonQualifying",,,"05wB0000000Rp7cIAC","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T",,"0lcB00000004CXXIA2",,"Manual Points Adjustment",,,"Zyaire Akemon","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004G3rMAE","Email",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Zyaire Akemon",,,,"005B0000007PfKGIA0",-81,0,81,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVjHIAV",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQztMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-20","Debited Points","2021-04-17T08:41:39.000Z",,"Loyalty","Zyaire Akemon",,,,"IndivAiK_UIDbabefgad_b_hcc","0lMB00000004G3rMAE","2021-01-18","Qualifying",,,"05wB0000000Rp7dIAC",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Number of Transactions","0lcB00000004CXWIA2",,"Manual Points Adjustment",,,"Zyaire Akemon","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004G3rMAE","Email",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Zyaire Akemon",,,,"005B0000007PfKGIA0",-30,0,30,0
"2021-04-20","2021-01-18",,"Debit","003B000000HtVjHIAV",,"Lifetime",,"Bronze","005B0000007PfKGIA0",,,"0lVB0000000HQzuMAG","Ricky Coyier","2021-04-20",,"FALSE","2020-06-20","Debited Points","2021-04-17T08:41:39.000Z",,"Loyalty","Zyaire Akemon",,,,"IndivAiK_UIDbabefgad_b_hcc","0lMB00000004G3rMAE","2021-01-18","Qualifying",,,"05wB0000000Rp7eIAC",,"https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F",,,,,,"AdjustedPoints_Negative",,"Individual","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T","Transaction Amount","0lcB00000004CXYIA2",,"Manual Points Adjustment",,,"Zyaire Akemon","0lpB00000004CeyIAE",,"No","Xplore","Processed",,"Active",,"2021-03-03","0lMB00000004G3rMAE","Email",,"guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Zyaire Akemon",,,,"005B0000007PfKGIA0",-185,0,185,0
"2021-04-22","2021-01-18","2021-04-30","Credit","003B000000HtVKeIAN",,"Lifetime",,"Gold","005B0000007PfKCIA0",,,"0lVB0000000HQzvMAG","Vince Breland","2021-04-22",,"FALSE","2020-01-18","Product not required","2021-04-19T15:31:26.000Z",,"Loyalty","Global Bank",,,,"CorpAiN_UIDbabedjci_b_ccb","0lMB00000004FfAMAU","2021-01-18","NonQualifying",,,"05wB0000000Rp7fIAC","Nights Stayed","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F",,,,,,"RedemptionReversal",,"Corporate","https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T",,"0lcB00000004CXaIAM","Global Bank","Redemption Reversal",,,"Estefany Athay","0lpB00000004CexIAE",,"No","Xperience","Processed","003B000000HtVKeIAN","Active",,"2021-03-03","0lMB00000004FfAMAU","Web",,"cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm",,,"2021-01-15T21:58:17.000Z","Hollyn Asmussen",,,,"005B0000007PfKCIA0",0,0,1452,0
