"LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_ProgramId","NextResetDate","LastResetDate","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","LoyaltyProgramCurrency_QP_Currency","LoyaltyProgramMember_IsReferral","LoyaltyProgramCurrencyId","LoyaltyProgramMember_MemberStatus","Name","LoyaltyMemberId","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MembershipEndDate","LoyaltyProgramMember_Referrer_Account_Name","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_EnrollmentChannel","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_Referrer_Contact_Birthdate","LoyaltyProgramMember_LeadOrContactName","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","LoyaltyProgramMember_LeadOrContactId","LoyaltyProgramMember_Referrer_Contact_MobilePhone","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","LoyaltyProgramMember_LastActivityDate","LoyaltyProgramMember_MemberType","LoyaltyProgramCurrency_CurrencyType","LoyaltyProgramMember_AccountContact_Id","Id","LoyaltyProgramCurrency_NQP_Currency","LastExpirationProcessRunDate","LoyaltyProgramCurrency_Id","TotalPointsExpired","ExpirablePoints","TotalPointsRedeemed","TotalPointsAccrued","PointsBalance","BalanceBeforeReset"
"Agustin Alimo","0lpB00000004CeyIAE",,,"Agustin Alimo","2021-04-02",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9kMAE",,,,,"Email",,,"Agustin Alimo",,"2021-03-03","003B000000HtVpAIAV",,"Xplore","IndivAiK_UIDbabefgad_b_dfh",,"Individual","NonQualifying",,"0lzB00000004LrjIAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,35822,35822,0
"Agustin Alimo","0lpB00000004CeyIAE","2021-10-03",,"Agustin Alimo","2021-04-02","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9kMAE",,,,,"Email",,,"Agustin Alimo",,"2021-03-03","003B000000HtVpAIAV",,"Xplore","IndivAiK_UIDbabefgad_b_dfh",,"Individual","Qualifying",,"0lzB00000004LrkIAE",,,"0lcB00000004CXYIA2",0,0,0,10069,10069,0
"Dominique Aline","0lpB00000004CeyIAE","2022-01-13",,"Dominique Aline","2021-10-15","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9jMAE",,,,,"Social",,,"Dominique Aline",,"2021-03-03","003B000000HtVp9IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dfi",,"Individual","Qualifying",,"0lzB00000004LrlIAE",,,"0lcB00000004CXWIA2",0,0,0,10663,10663,0
"Dominique Aline","0lpB00000004CeyIAE",,,"Dominique Aline","2021-10-15",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9jMAE",,,,,"Social",,,"Dominique Aline",,"2021-03-03","003B000000HtVp9IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dfi",,"Individual","NonQualifying",,"0lzB00000004LrmIAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37477,37477,0
"Dominique Aline","0lpB00000004CeyIAE","2022-04-15",,"Dominique Aline","2021-10-15","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9jMAE",,,,,"Social",,,"Dominique Aline",,"2021-03-03","003B000000HtVp9IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dfi",,"Individual","Qualifying",,"0lzB00000004LrnIAE",,,"0lcB00000004CXYIA2",0,0,0,32821,32821,0
"Kooper Alioto","0lpB00000004CeyIAE","2022-01-13",,"Kooper Alioto","2020-04-06","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9iMAE",,,,,"CallCenter",,,"Kooper Alioto",,"2021-03-03","003B000000HtVp8IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dfj",,"Individual","Qualifying",,"0lzB00000004LroIAE",,,"0lcB00000004CXWIA2",0,0,0,35805,35805,0
"Kooper Alioto","0lpB00000004CeyIAE",,,"Kooper Alioto","2020-04-06",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9iMAE",,,,,"CallCenter",,,"Kooper Alioto",,"2021-03-03","003B000000HtVp8IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dfj",,"Individual","NonQualifying",,"0lzB00000004LrpIAE","Nights Stayed","2020-10-22","0lcB00000004CXXIA2",6810,6810,0,41882,35072,0
"Kooper Alioto","0lpB00000004CeyIAE","2020-10-06",,"Kooper Alioto","2020-04-06","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9iMAE",,,,,"CallCenter",,,"Kooper Alioto",,"2021-03-03","003B000000HtVp8IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dfj",,"Individual","Qualifying",,"0lzB00000004LrqIAE",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Brayson Aliotta","0lpB00000004CeyIAE","2022-01-13",,"Brayson Aliotta","2020-10-29","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9hMAE",,,,,"POS",,,"Brayson Aliotta",,"2021-03-03","003B000000HtVp7IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dga",,"Individual","Qualifying",,"0lzB00000004LrrIAE",,,"0lcB00000004CXWIA2",0,0,0,10924,10924,0
"Brayson Aliotta","0lpB00000004CeyIAE",,,"Brayson Aliotta","2020-10-29",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9hMAE",,,,,"POS",,,"Brayson Aliotta",,"2021-03-03","003B000000HtVp7IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dga",,"Individual","NonQualifying",,"0lzB00000004LrsIAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37391,37391,0
"Brayson Aliotta","0lpB00000004CeyIAE","2021-04-29",,"Brayson Aliotta","2020-10-29","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9hMAE",,,,,"POS",,,"Brayson Aliotta",,"2021-03-03","003B000000HtVp7IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dga",,"Individual","Qualifying",,"0lzB00000004LrtIAE",,,"0lcB00000004CXYIA2",0,0,0,33586,33586,0
"Evander Alipio","0lpB00000004CeyIAE","2022-01-13",,"Evander Alipio","2021-01-19","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9gMAE",,,,,"Web",,,"Evander Alipio",,"2021-03-03","003B000000HtVp6IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgb",,"Individual","Qualifying",,"0lzB00000004LruIAE",,,"0lcB00000004CXWIA2",0,0,0,32625,32625,0
"Evander Alipio","0lpB00000004CeyIAE",,,"Evander Alipio","2021-01-19",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9gMAE",,,,,"Web",,,"Evander Alipio",,"2021-03-03","003B000000HtVp6IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgb",,"Individual","NonQualifying",,"0lzB00000004LrvIAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37332,37332,0
"Evander Alipio","0lpB00000004CeyIAE","2021-07-19",,"Evander Alipio","2021-01-19","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9gMAE",,,,,"Web",,,"Evander Alipio",,"2021-03-03","003B000000HtVp6IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgb",,"Individual","Qualifying",,"0lzB00000004LrwIAE",,,"0lcB00000004CXYIA2",0,0,0,8427,8427,0
"Darrell Alire","0lpB00000004CeyIAE","2022-01-13",,"Darrell Alire","2020-12-13","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9fMAE",,,,,"Email",,,"Darrell Alire",,"2021-03-03","003B000000HtVp5IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgc",,"Individual","Qualifying",,"0lzB00000004LrxIAE",,,"0lcB00000004CXWIA2",0,0,0,8016,8016,0
"Darrell Alire","0lpB00000004CeyIAE",,,"Darrell Alire","2020-12-13",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9fMAE",,,,,"Email",,,"Darrell Alire",,"2021-03-03","003B000000HtVp5IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgc",,"Individual","NonQualifying",,"0lzB00000004LryIAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37990,37990,0
"Darrell Alire","0lpB00000004CeyIAE","2021-06-13",,"Darrell Alire","2020-12-13","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9fMAE",,,,,"Email",,,"Darrell Alire",,"2021-03-03","003B000000HtVp5IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgc",,"Individual","Qualifying",,"0lzB00000004LrzIAE",,,"0lcB00000004CXYIA2",0,0,0,33654,33654,0
"Vaughn Alires","0lpB00000004CeyIAE","2022-01-13",,"Vaughn Alires","2020-09-26","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9eMAE",,,,,"Social",,,"Vaughn Alires",,"2021-03-03","003B000000HtVp4IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgd",,"Individual","Qualifying",,"0lzB00000004Ls0IAE",,,"0lcB00000004CXWIA2",0,0,0,34324,34324,0
"Vaughn Alires","0lpB00000004CeyIAE",,,"Vaughn Alires","2020-09-26",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9eMAE",,,,,"Social",,,"Vaughn Alires",,"2021-03-03","003B000000HtVp4IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgd",,"Individual","NonQualifying",,"0lzB00000004Ls1IAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,38405,38405,0
"Vaughn Alires","0lpB00000004CeyIAE","2021-03-26",,"Vaughn Alires","2020-09-26","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9eMAE",,,,,"Social",,,"Vaughn Alires",,"2021-03-03","003B000000HtVp4IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgd",,"Individual","Qualifying",,"0lzB00000004Ls2IAE",,,"0lcB00000004CXYIA2",0,0,0,7993,7993,0
"Adler Alirez","0lpB00000004CeyIAE","2022-01-13",,"Adler Alirez","2020-06-08","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9dMAE",,,,,"CallCenter",,,"Adler Alirez",,"2021-03-03","003B000000HtVp3IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dge",,"Individual","Qualifying",,"0lzB00000004Ls3IAE",,,"0lcB00000004CXWIA2",0,0,0,10451,10451,0
"Adler Alirez","0lpB00000004CeyIAE",,,"Adler Alirez","2020-06-08",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9dMAE",,,,,"CallCenter",,,"Adler Alirez",,"2021-03-03","003B000000HtVp3IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dge",,"Individual","NonQualifying",,"0lzB00000004Ls4IAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,38587,38587,0
"Adler Alirez","0lpB00000004CeyIAE","2020-12-08",,"Adler Alirez","2020-06-08","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9dMAE",,,,,"CallCenter",,,"Adler Alirez",,"2021-03-03","003B000000HtVp3IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dge",,"Individual","Qualifying",,"0lzB00000004Ls5IAE",,,"0lcB00000004CXYIA2",0,0,0,34165,34165,0
"Shlomo Alisauskas","0lpB00000004CeyIAE","2022-01-13",,"Shlomo Alisauskas","2021-04-03","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9cMAE",,,,,"POS",,,"Shlomo Alisauskas",,"2021-03-03","003B000000HtVp2IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgf",,"Individual","Qualifying",,"0lzB00000004Ls6IAE",,,"0lcB00000004CXWIA2",0,0,0,34677,34677,0
"Shlomo Alisauskas","0lpB00000004CeyIAE",,,"Shlomo Alisauskas","2021-04-03",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9cMAE",,,,,"POS",,,"Shlomo Alisauskas",,"2021-03-03","003B000000HtVp2IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgf",,"Individual","NonQualifying",,"0lzB00000004Ls7IAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37913,37913,0
"Shlomo Alisauskas","0lpB00000004CeyIAE","2021-10-03",,"Shlomo Alisauskas","2021-04-03","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9cMAE",,,,,"POS",,,"Shlomo Alisauskas",,"2021-03-03","003B000000HtVp2IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgf",,"Individual","Qualifying",,"0lzB00000004Ls8IAE",,,"0lcB00000004CXYIA2",0,0,0,9882,9882,0
"Dhruv Alison","0lpB00000004CeyIAE","2022-01-13",,"Dhruv Alison","2021-05-31","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9bMAE",,,,,"Web",,,"Dhruv Alison",,"2021-03-03","003B000000HtVp1IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgg",,"Individual","Qualifying",,"0lzB00000004Ls9IAE",,,"0lcB00000004CXWIA2",0,0,0,8578,8578,0
"Dhruv Alison","0lpB00000004CeyIAE",,,"Dhruv Alison","2021-05-31",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9bMAE",,,,,"Web",,,"Dhruv Alison",,"2021-03-03","003B000000HtVp1IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgg",,"Individual","NonQualifying",,"0lzB00000004LsAIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37902,37902,0
"Dhruv Alison","0lpB00000004CeyIAE","2021-12-01",,"Dhruv Alison","2021-05-31","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9bMAE",,,,,"Web",,,"Dhruv Alison",,"2021-03-03","003B000000HtVp1IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgg",,"Individual","Qualifying",,"0lzB00000004LsBIAU",,,"0lcB00000004CXYIA2",0,0,0,34105,34105,0
"Eason Alix","0lpB00000004CeyIAE","2022-01-13",,"Eason Alix","2020-05-14","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9aMAE",,,,,"Email",,,"Eason Alix",,"2021-03-03","003B000000HtVp0IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgh",,"Individual","Qualifying",,"0lzB00000004LsCIAU",,,"0lcB00000004CXWIA2",0,0,0,32611,32611,0
"Eason Alix","0lpB00000004CeyIAE",,,"Eason Alix","2020-05-14",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9aMAE",,,,,"Email",,,"Eason Alix",,"2021-03-03","003B000000HtVp0IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgh",,"Individual","NonQualifying",,"0lzB00000004LsDIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,35709,35709,0
"Eason Alix","0lpB00000004CeyIAE","2020-11-14",,"Eason Alix","2020-05-14","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9aMAE",,,,,"Email",,,"Eason Alix",,"2021-03-03","003B000000HtVp0IAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgh",,"Individual","Qualifying",,"0lzB00000004LsEIAU",,,"0lcB00000004CXYIA2",0,0,0,8676,8676,0
"Gianluca Alizadeh","0lpB00000004CeyIAE","2022-01-13",,"Gianluca Alizadeh","2020-11-22","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9ZMAU",,,,,"Social",,,"Gianluca Alizadeh",,"2021-03-03","003B000000HtVozIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgi",,"Individual","Qualifying",,"0lzB00000004LsFIAU",,,"0lcB00000004CXWIA2",0,0,0,8605,8605,0
"Gianluca Alizadeh","0lpB00000004CeyIAE",,,"Gianluca Alizadeh","2020-11-22",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9ZMAU",,,,,"Social",,,"Gianluca Alizadeh",,"2021-03-03","003B000000HtVozIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgi",,"Individual","NonQualifying",,"0lzB00000004LsGIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,35567,35567,0
"Gianluca Alizadeh","0lpB00000004CeyIAE","2021-05-22",,"Gianluca Alizadeh","2020-11-22","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9ZMAU",,,,,"Social",,,"Gianluca Alizadeh",,"2021-03-03","003B000000HtVozIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgi",,"Individual","Qualifying",,"0lzB00000004LsHIAU",,,"0lcB00000004CXYIA2",0,0,0,31456,31456,0
"Giovani Aljemal","0lpB00000004CeyIAE","2022-01-13",,"Giovani Aljemal","2020-04-18","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9YMAU",,,,,"CallCenter",,,"Giovani Aljemal",,"2021-03-03","003B000000HtVoyIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgj",,"Individual","Qualifying",,"0lzB00000004LsIIAU",,,"0lcB00000004CXWIA2",0,0,0,33668,33668,0
"Giovani Aljemal","0lpB00000004CeyIAE",,,"Giovani Aljemal","2020-04-18",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9YMAU",,,,,"CallCenter",,,"Giovani Aljemal",,"2021-03-03","003B000000HtVoyIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgj",,"Individual","NonQualifying",,"0lzB00000004LsJIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,36355,36355,0
"Giovani Aljemal","0lpB00000004CeyIAE","2020-10-18",,"Giovani Aljemal","2020-04-18","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9YMAU",,,,,"CallCenter",,,"Giovani Aljemal",,"2021-03-03","003B000000HtVoyIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dgj",,"Individual","Qualifying",,"0lzB00000004LsKIAU",,,"0lcB00000004CXYIA2",0,0,0,7603,7603,0
"Ayan Alkbsh","0lpB00000004CeyIAE","2022-01-13",,"Ayan Alkbsh","2021-11-18","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9XMAU",,,,,"POS",,,"Ayan Alkbsh",,"2021-03-03","003B000000HtVoxIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dha",,"Individual","Qualifying",,"0lzB00000004LsLIAU",,,"0lcB00000004CXWIA2",0,0,0,33811,33811,0
"Ayan Alkbsh","0lpB00000004CeyIAE",,,"Ayan Alkbsh","2021-11-18",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9XMAU",,,,,"POS",,,"Ayan Alkbsh",,"2021-03-03","003B000000HtVoxIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dha",,"Individual","NonQualifying",,"0lzB00000004LsMIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,35577,35577,0
"Ayan Alkbsh","0lpB00000004CeyIAE","2022-05-18",,"Ayan Alkbsh","2021-11-18","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9XMAU",,,,,"POS",,,"Ayan Alkbsh",,"2021-03-03","003B000000HtVoxIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dha",,"Individual","Qualifying",,"0lzB00000004LsNIAU",,,"0lcB00000004CXYIA2",0,0,0,5990,5990,0
"Kolt Alkema","0lpB00000004CeyIAE","2022-01-13",,"Kolt Alkema","2020-04-08","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9WMAU",,,,,"Web",,,"Kolt Alkema",,"2021-03-03","003B000000HtVowIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhb",,"Individual","Qualifying",,"0lzB00000004LsOIAU",,,"0lcB00000004CXWIA2",0,0,0,7897,7897,0
"Kolt Alkema","0lpB00000004CeyIAE",,,"Kolt Alkema","2020-04-08",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9WMAU",,,,,"Web",,,"Kolt Alkema",,"2021-03-03","003B000000HtVowIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhb",,"Individual","NonQualifying",,"0lzB00000004LsPIAU","Nights Stayed","2020-10-22","0lcB00000004CXXIA2",3652,3652,0,38195,34543,0
"Kolt Alkema","0lpB00000004CeyIAE","2020-10-08",,"Kolt Alkema","2020-04-08","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9WMAU",,,,,"Web",,,"Kolt Alkema",,"2021-03-03","003B000000HtVowIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhb",,"Individual","Qualifying",,"0lzB00000004LsQIAU",,,"0lcB00000004CXYIA2",0,0,0,0,0,0
"Foster Alken","0lpB00000004CeyIAE","2022-01-13",,"Foster Alken","2021-01-27","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9VMAU",,,,,"Email",,,"Foster Alken",,"2021-03-03","003B000000HtVovIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhc",,"Individual","Qualifying",,"0lzB00000004LsRIAU",,,"0lcB00000004CXWIA2",0,0,0,33118,33118,0
"Foster Alken","0lpB00000004CeyIAE",,,"Foster Alken","2021-01-27",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9VMAU",,,,,"Email",,,"Foster Alken",,"2021-03-03","003B000000HtVovIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhc",,"Individual","NonQualifying",,"0lzB00000004LsSIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37736,37736,0
"Foster Alken","0lpB00000004CeyIAE","2021-07-27",,"Foster Alken","2021-01-27","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9VMAU",,,,,"Email",,,"Foster Alken",,"2021-03-03","003B000000HtVovIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhc",,"Individual","Qualifying",,"0lzB00000004LsTIAU",,,"0lcB00000004CXYIA2",0,0,0,8504,8504,0
"Kiaan Alkins","0lpB00000004CeyIAE","2022-01-13",,"Kiaan Alkins","2020-09-03","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9UMAU",,,,,"Social",,,"Kiaan Alkins",,"2021-03-03","003B000000HtVouIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhd",,"Individual","Qualifying",,"0lzB00000004LsUIAU",,,"0lcB00000004CXWIA2",0,0,0,7998,7998,0
"Kiaan Alkins","0lpB00000004CeyIAE",,,"Kiaan Alkins","2020-09-03",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9UMAU",,,,,"Social",,,"Kiaan Alkins",,"2021-03-03","003B000000HtVouIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhd",,"Individual","NonQualifying",,"0lzB00000004LsVIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,37381,37381,0
"Kiaan Alkins","0lpB00000004CeyIAE","2021-03-03",,"Kiaan Alkins","2020-09-03","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9UMAU",,,,,"Social",,,"Kiaan Alkins",,"2021-03-03","003B000000HtVouIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhd",,"Individual","Qualifying",,"0lzB00000004LsWIAU",,,"0lcB00000004CXYIA2",0,0,0,33912,33912,0
"Semaj Alkire","0lpB00000004CeyIAE","2022-01-13",,"Semaj Alkire","2020-12-06","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9TMAU",,,,,"CallCenter",,,"Semaj Alkire",,"2021-03-03","003B000000HtVotIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhe",,"Individual","Qualifying",,"0lzB00000004LsXIAU",,,"0lcB00000004CXWIA2",0,0,0,35755,35755,0
"Semaj Alkire","0lpB00000004CeyIAE",,,"Semaj Alkire","2020-12-06",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9TMAU",,,,,"CallCenter",,,"Semaj Alkire",,"2021-03-03","003B000000HtVotIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhe",,"Individual","NonQualifying",,"0lzB00000004LsYIAU","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,38250,38250,0
"Semaj Alkire","0lpB00000004CeyIAE","2021-06-06",,"Semaj Alkire","2020-12-06","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9TMAU",,,,,"CallCenter",,,"Semaj Alkire",,"2021-03-03","003B000000HtVotIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhe",,"Individual","Qualifying",,"0lzB00000004LsZIAU",,,"0lcB00000004CXYIA2",0,0,0,7116,7116,0
"Bellamy All","0lpB00000004CeyIAE","2022-01-13",,"Bellamy All","2020-08-13","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9SMAU",,,,,"POS",,,"Bellamy All",,"2021-03-03","003B000000HtVosIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhf",,"Individual","Qualifying",,"0lzB00000004LsaIAE",,,"0lcB00000004CXWIA2",0,0,0,8398,8398,0
"Bellamy All","0lpB00000004CeyIAE",,,"Bellamy All","2020-08-13",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9SMAU",,,,,"POS",,,"Bellamy All",,"2021-03-03","003B000000HtVosIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhf",,"Individual","NonQualifying",,"0lzB00000004LsbIAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,39417,39417,0
"Bellamy All","0lpB00000004CeyIAE","2021-02-13",,"Bellamy All","2020-08-13","Transaction Amount","No","0lcB00000004CXYIA2","Active","Transaction Amount","0lMB00000004G9SMAU",,,,,"POS",,,"Bellamy All",,"2021-03-03","003B000000HtVosIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhf",,"Individual","Qualifying",,"0lzB00000004LscIAE",,,"0lcB00000004CXYIA2",0,0,0,34670,34670,0
"Jakari Allaband","0lpB00000004CeyIAE","2022-01-13",,"Jakari Allaband","2021-04-15","Number of Transactions","No","0lcB00000004CXWIA2","Active","Number of Transactions","0lMB00000004G9RMAU",,,,,"Web",,,"Jakari Allaband",,"2021-03-03","003B000000HtVorIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhg",,"Individual","Qualifying",,"0lzB00000004LsdIAE",,,"0lcB00000004CXWIA2",0,0,0,33581,33581,0
"Jakari Allaband","0lpB00000004CeyIAE",,,"Jakari Allaband","2021-04-15",,"No","0lcB00000004CXXIA2","Active","Nights Stayed","0lMB00000004G9RMAU",,,,,"Web",,,"Jakari Allaband",,"2021-03-03","003B000000HtVorIAF",,"Xplore","IndivAiK_UIDbabefgad_b_dhg",,"Individual","NonQualifying",,"0lzB00000004LseIAE","Nights Stayed",,"0lcB00000004CXXIA2",0,0,0,36298,36298,0
