"LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_ProgramId","LoyaltyTierId","LoyaltyTier_LoyaltyTierGroup_Name","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_IsReferral","LoyaltyProgramMember_MemberStatus","Name","LoyaltyMemberId","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MembershipEndDate","LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Birthdate","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Birthdate","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_MobilePhone","LoyaltyProgramMember_MemberTenureBucket","LoyaltyProgramMember_Referrer_Account_Name","ReasonForChange","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramMember_EnrollmentChannel","LoyaltyProgramMember_TransactionJournal_SecondAccrualDate","LoyaltyProgramMember_MembershipLastRenewalDate","LoyaltyTier_Name","LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_LeadOrContactName","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","LoyaltyTierGroupId","TierExpirationDate","LoyaltyProgramMember_LeadOrContactId","LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency","LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","LoyaltyProgramMember_TransactionJournal_FirstAccrualDate","LoyaltyProgramMember_MemberType","LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Name","LoyaltyProgramMember_AccountContact_Id","Id","LoyaltyProgramMember_ReferredById","EffectiveDate","LoyaltyTier_SequenceNumber"
"Sanaa Arnall","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Sanaa Arnall","2020-09-12",,"Yes","Active","Premium","0lMB00000004G06MAE",,,,,,,"3.3-6 months",,,,"Email","2021-04-29","2021-09-12","Premium","Sanaa Arnall",,"Sanaa Arnall","Jordyn Alpers","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTQIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_caf","2021-03-05","Individual","Jordyn Alpers",,"0lyB00000004IMkIAM","0lMB00000004Fs2MAE",,1
"Belinda Arnao","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Belinda Arnao","2021-07-18",,"Yes","Active","Bronze","0lMB00000004G05MAE",,,,,,,"9.NA",,,,"Web","2022-10-06","2022-07-18","Bronze","Belinda Arnao",,"Belinda Arnao","Eloise Alpert","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTPIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cag","2021-12-05","Individual","Eloise Alpert",,"0lyB00000004IMlIAM","0lMB00000004Fs1MAE",,1
"Belinda Arnao","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Belinda Arnao","2021-07-18",,"Yes","Active","Premium","0lMB00000004G05MAE",,,,,,,"9.NA",,,,"Web","2022-10-06","2022-07-18","Premium","Belinda Arnao",,"Belinda Arnao","Eloise Alpert","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTPIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cag","2021-12-05","Individual","Eloise Alpert",,"0lyB00000004IMmIAM","0lMB00000004Fs1MAE",,1
"Susanna Arnstein","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Susanna Arnstein","2020-12-10",,"Yes","Active","Bronze","0lMB00000004G04MAE",,,,,,,"2.1-3 months",,,,"Email","2021-11-18","2021-12-10","Bronze","Susanna Arnstein",,"Susanna Arnstein","Trinity Alpha","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTOIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cah","2021-05-01","Individual","Trinity Alpha",,"0lyB00000004IMnIAM","0lMB00000004Fs0MAE",,1
"Susanna Arnstein","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Susanna Arnstein","2020-12-10",,"Yes","Active","Premium","0lMB00000004G04MAE",,,,,,,"2.1-3 months",,,,"Email","2021-11-18","2021-12-10","Premium","Susanna Arnstein",,"Susanna Arnstein","Trinity Alpha","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTOIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cah","2021-05-01","Individual","Trinity Alpha",,"0lyB00000004IMoIAM","0lMB00000004Fs0MAE",,1
"Alessa Arno","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Alessa Arno","2021-11-19",,"Yes","Active","Bronze","0lMB00000004G03MAE",,,,,,,"9.NA",,,,"Social","2022-11-03","2022-11-19","Bronze","Alessa Arno",,"Alessa Arno","Harley Althauser","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTNIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cai","2022-04-05","Individual","Harley Althauser",,"0lyB00000004IMpIAM","0lMB00000004FrzMAE",,1
"Alessa Arno","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Alessa Arno","2021-11-19",,"Yes","Active","Premium","0lMB00000004G03MAE",,,,,,,"9.NA",,,,"Social","2022-11-03","2022-11-19","Premium","Alessa Arno",,"Alessa Arno","Harley Althauser","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTNIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cai","2022-04-05","Individual","Harley Althauser",,"0lyB00000004IMqIAM","0lMB00000004FrzMAE",,1
"Aubrianna Arnold","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Aubrianna Arnold","2020-03-19",,"Yes","Active","Bronze","0lMB00000004G02MAE",,,,,,,"5.9-12 months",,,,"CallCenter","2021-03-29","2021-03-19","Bronze","Aubrianna Arnold",,"Aubrianna Arnold","Adelyn Altheimer","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTMIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_caj","2020-08-06","Individual","Adelyn Altheimer",,"0lyB00000004IMrIAM","0lMB00000004FryMAE",,1
"Aubrianna Arnold","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Aubrianna Arnold","2020-03-19",,"Yes","Active","Premium","0lMB00000004G02MAE",,,,,,,"5.9-12 months",,,,"CallCenter","2021-03-29","2021-03-19","Premium","Aubrianna Arnold",,"Aubrianna Arnold","Adelyn Altheimer","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTMIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_caj","2020-08-06","Individual","Adelyn Altheimer",,"0lyB00000004IMsIAM","0lMB00000004FryMAE",,1
"Dawsyn Arnoldi","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Dawsyn Arnoldi","2020-05-15",,"Yes","Active","Bronze","0lMB00000004G01MAE",,,,,,,"4.6-9 months",,,,"Email","2021-08-05","2021-05-15","Bronze","Dawsyn Arnoldi",,"Dawsyn Arnoldi","Alivia Althiser","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTLIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cba","2020-10-01","Individual","Alivia Althiser",,"0lyB00000004IMtIAM","0lMB00000004FrxMAE",,1
"Dawsyn Arnoldi","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Dawsyn Arnoldi","2020-05-15",,"Yes","Active","Premium","0lMB00000004G01MAE",,,,,,,"4.6-9 months",,,,"Email","2021-08-05","2021-05-15","Premium","Dawsyn Arnoldi",,"Dawsyn Arnoldi","Alivia Althiser","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTLIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cba","2020-10-01","Individual","Alivia Althiser",,"0lyB00000004IMuIAM","0lMB00000004FrxMAE",,1
"Geneva Arnoldy","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Geneva Arnoldy","2020-07-11",,"Yes","Active","Bronze","0lMB00000004G00MAE",,,,,,,"4.6-9 months",,,,"Web","2021-05-17","2021-07-11","Bronze","Geneva Arnoldy",,"Geneva Arnoldy","Noelle Althoff","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTKIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbb","2020-12-18","Individual","Noelle Althoff",,"0lyB00000004IMvIAM","0lMB00000004FrwMAE",,1
"Geneva Arnoldy","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Geneva Arnoldy","2020-07-11",,"Yes","Active","Premium","0lMB00000004G00MAE",,,,,,,"4.6-9 months",,,,"Web","2021-05-17","2021-07-11","Premium","Geneva Arnoldy",,"Geneva Arnoldy","Noelle Althoff","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTKIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbb","2020-12-18","Individual","Noelle Althoff",,"0lyB00000004IMwIAM","0lMB00000004FrwMAE",,1
"Soleil Arnone","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Soleil Arnone","2020-04-06",,"Yes","Active","Bronze","0lMB00000004FzzMAE",,,,,,,"5.9-12 months",,,,"Email","2021-02-09","2021-04-06","Bronze","Soleil Arnone",,"Soleil Arnone","Gemma Althouse","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTJIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbc","2020-09-02","Individual","Gemma Althouse",,"0lyB00000004IMxIAM","0lMB00000004FrvMAE",,1
"Soleil Arnone","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Soleil Arnone","2020-04-06",,"Yes","Active","Premium","0lMB00000004FzzMAE",,,,,,,"5.9-12 months",,,,"Email","2021-02-09","2021-04-06","Premium","Soleil Arnone",,"Soleil Arnone","Gemma Althouse","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTJIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbc","2020-09-02","Individual","Gemma Althouse",,"0lyB00000004IMyIAM","0lMB00000004FrvMAE",,1
"Tia Arnot","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Tia Arnot","2021-11-26",,"Yes","Active","Bronze","0lMB00000004FzyMAE",,,,,,,"9.NA",,,,"Social","2023-03-07","2022-11-26","Bronze","Tia Arnot",,"Tia Arnot","Vanessa Altic","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTIIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbd","2022-04-19","Individual","Vanessa Altic",,"0lyB00000004IMzIAM","0lMB00000004FruMAE",,1
"Tia Arnot","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Tia Arnot","2021-11-26",,"Yes","Active","Premium","0lMB00000004FzyMAE",,,,,,,"9.NA",,,,"Social","2023-03-07","2022-11-26","Premium","Tia Arnot",,"Tia Arnot","Vanessa Altic","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTIIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbd","2022-04-19","Individual","Vanessa Altic",,"0lyB00000004IN0IAM","0lMB00000004FruMAE",,1
"Zaina Arnott","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Zaina Arnott","2021-09-19",,"Yes","Active","Bronze","0lMB00000004FzxMAE",,,,,,,"9.NA",,,,"CallCenter","2022-03-10","2022-09-19","Bronze","Zaina Arnott",,"Zaina Arnott","Journey Altice","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTHIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbe","2022-02-11","Individual","Journey Altice",,"0lyB00000004IN1IAM","0lMB00000004FrtMAE",,1
"Zaina Arnott","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Zaina Arnott","2021-09-19",,"Yes","Active","Premium","0lMB00000004FzxMAE",,,,,,,"9.NA",,,,"CallCenter","2022-03-10","2022-09-19","Premium","Zaina Arnott",,"Zaina Arnott","Journey Altice","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTHIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbe","2022-02-11","Individual","Journey Altice",,"0lyB00000004IN2IAM","0lMB00000004FrtMAE",,1
"Eisley Arnoux","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Eisley Arnoux","2020-11-03",,"Yes","Active","Bronze","0lMB00000004FzwMAE",,,,,,,"2.1-3 months",,,,"Email","2022-02-03","2021-11-03","Bronze","Eisley Arnoux",,"Eisley Arnoux","Makayla Altidor","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTGIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbf","2021-03-19","Individual","Makayla Altidor",,"0lyB00000004IN3IAM","0lMB00000004FrsMAE",,1
"Eisley Arnoux","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Eisley Arnoux","2020-11-03",,"Yes","Active","Premium","0lMB00000004FzwMAE",,,,,,,"2.1-3 months",,,,"Email","2022-02-03","2021-11-03","Premium","Eisley Arnoux",,"Eisley Arnoux","Makayla Altidor","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTGIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbf","2021-03-19","Individual","Makayla Altidor",,"0lyB00000004IN4IAM","0lMB00000004FrsMAE",,1
"Emry Arnow","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Emry Arnow","2021-09-06",,"Yes","Active","Bronze","0lMB00000004FzvMAE",,,,,,,"9.NA",,,,"Web",,"2022-09-06","Bronze","Emry Arnow",,"Emry Arnow","Angelina Altier","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTFIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbg","2022-01-19","Individual","Angelina Altier",,"0lyB00000004IN5IAM","0lMB00000004FrrMAE",,1
"Emry Arnow","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Emry Arnow","2021-09-06",,"Yes","Active","Premium","0lMB00000004FzvMAE",,,,,,,"9.NA",,,,"Web",,"2022-09-06","Premium","Emry Arnow",,"Emry Arnow","Angelina Altier","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTFIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbg","2022-01-19","Individual","Angelina Altier",,"0lyB00000004IN6IAM","0lMB00000004FrrMAE",,1
"Essence Arns","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Essence Arns","2020-04-29",,"Yes","Active","Bronze","0lMB00000004FzuMAE",,,,,,,"4.6-9 months",,,,"Email","2021-01-27","2021-04-29","Bronze","Essence Arns",,"Essence Arns","Adaline Altieri","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTEIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbh","2020-10-23","Individual","Adaline Altieri",,"0lyB00000004IN7IAM","0lMB00000004FrqMAE",,1
"Essence Arns","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Essence Arns","2020-04-29",,"Yes","Active","Premium","0lMB00000004FzuMAE",,,,,,,"4.6-9 months",,,,"Email","2021-01-27","2021-04-29","Premium","Essence Arns",,"Essence Arns","Adaline Altieri","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTEIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbh","2020-10-23","Individual","Adaline Altieri",,"0lyB00000004IN8IAM","0lMB00000004FrqMAE",,1
"Inaya Arnsberger","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Inaya Arnsberger","2020-08-18",,"Yes","Active","Bronze","0lMB00000004FztMAE",,,,,,,"3.3-6 months",,,,"Social","2021-08-03","2021-08-18","Bronze","Inaya Arnsberger",,"Inaya Arnsberger","Catalina Altiery","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTDIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbi","2021-01-04","Individual","Catalina Altiery",,"0lyB00000004IN9IAM","0lMB00000004FrpMAE",,1
"Inaya Arnsberger","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Inaya Arnsberger","2020-08-18",,"Yes","Active","Premium","0lMB00000004FztMAE",,,,,,,"3.3-6 months",,,,"Social","2021-08-03","2021-08-18","Premium","Inaya Arnsberger",,"Inaya Arnsberger","Catalina Altiery","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTDIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbi","2021-01-04","Individual","Catalina Altiery",,"0lyB00000004INAIA2","0lMB00000004FrpMAE",,1
"Kaira Arnspiger","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Kaira Arnspiger","2021-07-20",,"Yes","Active","Bronze","0lMB00000004FzsMAE",,,,,,,"9.NA",,,,"CallCenter","2022-02-10","2022-07-20","Bronze","Kaira Arnspiger",,"Kaira Arnspiger","Alayna Altig","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTCIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbj","2021-12-15","Individual","Alayna Altig",,"0lyB00000004INBIA2","0lMB00000004FroMAE",,1
"Kaira Arnspiger","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Kaira Arnspiger","2021-07-20",,"Yes","Active","Premium","0lMB00000004FzsMAE",,,,,,,"9.NA",,,,"CallCenter","2022-02-10","2022-07-20","Premium","Kaira Arnspiger",,"Kaira Arnspiger","Alayna Altig","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTCIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cbj","2021-12-15","Individual","Alayna Altig",,"0lyB00000004INCIA2","0lMB00000004FroMAE",,1
"Linnea Arnst","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Linnea Arnst","2021-02-15",,"Yes","Active","Bronze","0lMB00000004FzrMAE",,,,,,,"9.NA",,,,"Email",,"2022-02-15","Bronze","Linnea Arnst",,"Linnea Arnst","Julianna Altimus","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTBIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cca","2021-07-01","Individual","Julianna Altimus",,"0lyB00000004INDIA2","0lMB00000004FrnMAE",,1
"Linnea Arnst","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Linnea Arnst","2021-02-15",,"Yes","Active","Premium","0lMB00000004FzrMAE",,,,,,,"9.NA",,,,"Email",,"2022-02-15","Premium","Linnea Arnst",,"Linnea Arnst","Julianna Altimus","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTBIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cca","2021-07-01","Individual","Julianna Altimus",,"0lyB00000004INEIA2","0lMB00000004FrnMAE",,1
"Colbie Arnsworth","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Colbie Arnsworth","2021-06-05",,"Yes","Active","Bronze","0lMB00000004FzqMAE",,,,,,,"9.NA",,,,"Web","2022-07-27","2022-06-05","Bronze","Colbie Arnsworth",,"Colbie Arnsworth","Leila Altizer","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVTAIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccb","2021-10-22","Individual","Leila Altizer",,"0lyB00000004INFIA2","0lMB00000004FrmMAE",,1
"Colbie Arnsworth","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Colbie Arnsworth","2021-06-05",,"Yes","Active","Premium","0lMB00000004FzqMAE",,,,,,,"9.NA",,,,"Web","2022-07-27","2022-06-05","Premium","Colbie Arnsworth",,"Colbie Arnsworth","Leila Altizer","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVTAIA3","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccb","2021-10-22","Individual","Leila Altizer",,"0lyB00000004INGIA2","0lMB00000004FrmMAE",,1
"Janice Arnt","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Janice Arnt","2020-05-22",,"Yes","Active","Bronze","0lMB00000004FzpMAE",,,,,,,"4.6-9 months",,,,"Email","2021-05-28","2021-05-22","Bronze","Janice Arnt",,"Janice Arnt","Lola Altken","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVT9IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccc","2020-10-17","Individual","Lola Altken",,"0lyB00000004INHIA2","0lMB00000004FrlMAE",,1
"Janice Arnt","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Janice Arnt","2020-05-22",,"Yes","Active","Premium","0lMB00000004FzpMAE",,,,,,,"4.6-9 months",,,,"Email","2021-05-28","2021-05-22","Premium","Janice Arnt",,"Janice Arnt","Lola Altken","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVT9IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccc","2020-10-17","Individual","Lola Altken",,"0lyB00000004INIIA2","0lMB00000004FrlMAE",,1
"Natalya Arntson","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Natalya Arntson","2021-12-19",,"Yes","Active","Bronze","0lMB00000004FzoMAE",,,,,,,"9.NA",,,,"Social","2022-06-15","2022-12-19","Bronze","Natalya Arntson",,"Natalya Arntson","Adriana Altman","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVT8IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccd","2022-05-08","Individual","Adriana Altman",,"0lyB00000004INJIA2","0lMB00000004FrkMAE",,1
"Natalya Arntson","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Natalya Arntson","2021-12-19",,"Yes","Active","Premium","0lMB00000004FzoMAE",,,,,,,"9.NA",,,,"Social","2022-06-15","2022-12-19","Premium","Natalya Arntson",,"Natalya Arntson","Adriana Altman","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVT8IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccd","2022-05-08","Individual","Adriana Altman",,"0lyB00000004INKIA2","0lMB00000004FrkMAE",,1
"Sailor Arntt","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Sailor Arntt","2021-08-03",,"Yes","Active","Bronze","0lMB00000004FznMAE",,,,,,,"9.NA",,,,"CallCenter","2022-07-24","2022-08-03","Bronze","Sailor Arntt",,"Sailor Arntt","June Altmann","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVT7IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cce","2021-12-23","Individual","June Altmann",,"0lyB00000004INLIA2","0lMB00000004FrjMAE",,1
"Sailor Arntt","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Sailor Arntt","2021-08-03",,"Yes","Active","Premium","0lMB00000004FznMAE",,,,,,,"9.NA",,,,"CallCenter","2022-07-24","2022-08-03","Premium","Sailor Arntt",,"Sailor Arntt","June Altmann","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVT7IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cce","2021-12-23","Individual","June Altmann",,"0lyB00000004INMIA2","0lMB00000004FrjMAE",,1
"Brinlee Arntz","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Brinlee Arntz","2020-11-04",,"Yes","Active","Bronze","0lMB00000004FzmMAE",,,,,,,"2.1-3 months",,,,"Email","2021-08-28","2021-11-04","Bronze","Brinlee Arntz",,"Brinlee Arntz","Juliet Altmark","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVT6IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccf","2021-03-23","Individual","Juliet Altmark",,"0lyB00000004INNIA2","0lMB00000004FriMAE",,1
"Brinlee Arntz","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Brinlee Arntz","2020-11-04",,"Yes","Active","Premium","0lMB00000004FzmMAE",,,,,,,"2.1-3 months",,,,"Email","2021-08-28","2021-11-04","Premium","Brinlee Arntz",,"Brinlee Arntz","Juliet Altmark","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVT6IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccf","2021-03-23","Individual","Juliet Altmark",,"0lyB00000004INOIA2","0lMB00000004FriMAE",,1
"Gracyn Arntzen","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Gracyn Arntzen","2020-08-26",,"Yes","Active","Bronze","0lMB00000004FzlMAE",,,,,,,"3.3-6 months",,,,"Web","2021-12-12","2021-08-26","Bronze","Gracyn Arntzen",,"Gracyn Arntzen","Jayla Altmiller","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVT5IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccg","2021-02-20","Individual","Jayla Altmiller",,"0lyB00000004INPIA2","0lMB00000004FrhMAE",,1
"Gracyn Arntzen","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Gracyn Arntzen","2020-08-26",,"Yes","Active","Premium","0lMB00000004FzlMAE",,,,,,,"3.3-6 months",,,,"Web","2021-12-12","2021-08-26","Premium","Gracyn Arntzen",,"Gracyn Arntzen","Jayla Altmiller","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVT5IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_ccg","2021-02-20","Individual","Jayla Altmiller",,"0lyB00000004INQIA2","0lMB00000004FrhMAE",,1
"Kyrie Arnwine","0lpB00000004CexIAE","0lgB00000004CdwIAE","Regular","Kyrie Arnwine","2021-06-05",,"Yes","Active","Bronze","0lMB00000004FzkMAE",,,,,,,"9.NA",,,,"Email","2022-04-17","2022-06-05","Bronze","Kyrie Arnwine",,"Kyrie Arnwine","River Altmire","2021-03-03","0ltB00000004CbZIAU",,"003B000000HtVT4IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cch","2021-10-23","Individual","River Altmire",,"0lyB00000004INRIA2","0lMB00000004FrgMAE",,1
"Kyrie Arnwine","0lpB00000004CexIAE","0lgB00000004CdtIAE","Lifetime","Kyrie Arnwine","2021-06-05",,"Yes","Active","Premium","0lMB00000004FzkMAE",,,,,,,"9.NA",,,,"Email","2022-04-17","2022-06-05","Premium","Kyrie Arnwine",,"Kyrie Arnwine","River Altmire","2021-03-03","0ltB00000004CbaIAE",,"003B000000HtVT4IAN","Number of Transactions","Nights Stayed","Xperience","RefAiU_UIDbabedjci_b_cch","2021-10-23","Individual","River Altmire",,"0lyB00000004INSIA2","0lMB00000004FrgMAE",,1
