ACCOUNTID,ACCOUNTINVESTMENTOBJECTIVES,ACCOUNTLASTINTERACTION,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACCOUNTSERVICEMODEL,CREATEDDATE,ID,PRIORITY,LastProcessedDate
0011U00000KuFZNQA3,Growth,2019-08-25,Millennials,Justina Ross,Tier 1,2019-08-25,Case-5-0011U00000KuFZNQA3,Medium,2020-05-25
0011U00000KuFZQQA3,Aggressive Growth,2019-02-28,Affluent Professionals,Nero Cortez,Tier 2,2019-08-20,Case-11-0011U00000KuFZQQA3,High,2020-05-25
0011U00000KuFZRQA3,Growth,2019-04-01,Retired,Solomon Pearson,Tier 1,2019-08-22,Case-14-0011U00000KuFZRQA3,High,2020-05-25
0011U00000KuFZRQA3,Growth,2019-04-01,Retired,Solomon Pearson,Tier 1,2019-08-21,Case-15-0011U00000KuFZRQA3,Low,2020-05-25
0011U00000KuFZTQA3,Balanced Growth,2019-08-24,High Net Worth Families,Lana Patel,Tier 2,2019-08-21,Case-10-0011U00000KuFZTQA3,Medium,2020-05-25
0011U00000KuFZYQA3,Balanced Growth,2019-04-08,High Net Worth Families,Mercedes Wynn,Tier 1,2019-08-20,Case-6-0011U00000KuFZYQA3,Medium,2020-05-25
0011U00000KuFZZQA3,Income,2019-08-23,Millennials,Beau Steele,Tier 3,2019-08-25,Case-7-0011U00000KuFZZQA3,High,2020-05-25
0011U00000KuFZaQAN,Growth,2019-04-07,Affluent Professionals,Cecilia Copeland,Tier 3,2019-08-20,Case-13-0011U00000KuFZaQAN,Medium,2020-05-25
0011U00000KuFZcQAN,Growth,2019-04-11,Mass Market,Zephania Kline,Tier 2,2019-08-21,Case-10-0011U00000KuFZcQAN,Medium,2020-05-25
0011U00000KuFZgQAN,Growth,2019-04-21,Mass Market,Hall Cleveland,Tier 1,2019-08-22,Case-9-0011U00000KuFZgQAN,Medium,2020-05-25
0011U00000KuFZgQAN,Growth,2019-04-21,Mass Market,Hall Cleveland,Tier 1,2019-08-25,Case-10-0011U00000KuFZgQAN,Medium,2020-05-25
0011U00000KuFZhQAN,Balanced Growth,2019-08-05,Affluent Professionals,Thor Jefferson,Tier 1,2019-08-20,Case-6-0011U00000KuFZhQAN,Medium,2020-05-25
0011U00000KuFZlQAN,Balanced Growth,2019-04-10,Retired,Abdul Pacheco,Tier 2,2019-08-25,Case-8-0011U00000KuFZlQAN,Medium,2020-05-25
0011U00000KuFZlQAN,Balanced Growth,2019-04-10,Retired,Abdul Pacheco,Tier 2,2019-08-23,Case-9-0011U00000KuFZlQAN,Medium,2020-05-25
0011U00000KuFZmQAN,Growth,2019-05-05,High Net Worth Families,Vladimir Pittman,Tier 2,2019-08-22,Case-12-0011U00000KuFZmQAN,High,2020-05-25
0011U00000KuFZmQAN,Growth,2019-05-05,High Net Worth Families,Vladimir Pittman,Tier 2,2019-08-20,Case-13-0011U00000KuFZmQAN,Medium,2020-05-25
0011U00000KuFZoQAN,Balanced Growth,2019-05-01,Millennials,Reese Valentine,Tier 2,2019-08-25,Case-12-0011U00000KuFZoQAN,High,2020-05-25
0011U00000KuFZpQAN,Aggressive Growth,2019-08-20,Mass Market,Zahir Scott,Tier 1,2019-08-20,Case-9-0011U00000KuFZpQAN,High,2020-05-25
0011U00000KuFZpQAN,Aggressive Growth,2019-08-20,Mass Market,Zahir Scott,Tier 1,2019-08-24,Case-10-0011U00000KuFZpQAN,High,2020-05-25
0011U00000KuFZqQAN,Balanced Growth,2019-05-01,Affluent Professionals,Charissa Huff,Tier 1,2019-08-25,Case-8-0011U00000KuFZqQAN,High,2020-05-25
0011U00000KuFZrQAN,Balanced Growth,2019-05-01,Mass Market,Hector Morton,Tier 1,2019-08-25,Case-7-0011U00000KuFZrQAN,High,2020-05-25
0011U00000KuFZsQAN,Income,2019-05-10,Mass Market,Tatyana Moreno,Tier 2,2019-08-24,Case-7-0011U00000KuFZsQAN,Medium,2020-05-25
0011U00000KuFZtQAN,Aggressive Growth,2019-08-24,Affluent Professionals,Alvin Franco,Tier 2,2019-08-24,Case-5-0011U00000KuFZtQAN,High,2020-05-25
0011U00000KuFZtQAN,Aggressive Growth,2019-08-24,Affluent Professionals,Alvin Franco,Tier 2,2019-08-22,Case-6-0011U00000KuFZtQAN,Medium,2020-05-25
0011U00000KuFZuQAN,Balanced Growth,2019-04-28,Mass Market,Xenos Burks,Tier 3,2019-08-20,Case-10-0011U00000KuFZuQAN,High,2020-05-25
0011U00000KuFZuQAN,Balanced Growth,2019-04-28,Mass Market,Xenos Burks,Tier 3,2019-08-20,Case-11-0011U00000KuFZuQAN,Medium,2020-05-25
0011U00000KuFZvQAN,Income,2019-08-26,Millennials,Eagan Avila,Tier 3,2019-08-23,Case-9-0011U00000KuFZvQAN,Medium,2020-05-25
0011U00000KuFZvQAN,Income,2019-08-26,Millennials,Eagan Avila,Tier 3,2019-08-24,Case-10-0011U00000KuFZvQAN,Low,2020-05-25
0011U00000KuFZwQAN,Growth,2019-08-23,Affluent Professionals,Rhoda Odom,Tier 1,2019-08-22,Case-5-0011U00000KuFZwQAN,High,2020-05-25
0011U00000KuFZyQAN,Growth,2019-08-07,Mass Market,Lucian Franklin,Tier 1,2019-08-22,Case-4-0011U00000KuFZyQAN,High,2020-05-25
0011U00000KuFa0QAF,Balanced Growth,2019-05-14,Retired,Kelsie Byers,Tier 1,2019-08-23,Case-1-0011U00000KuFa0QAF,High,2020-05-25
0011U00000KuFa0QAF,Balanced Growth,2019-05-14,Retired,Kelsie Byers,Tier 1,2019-08-21,Case-2-0011U00000KuFa0QAF,High,2020-05-25
0011U00000KuFa1QAF,Growth,2019-06-03,Retired,Kiayada Francis,Tier 1,2019-08-25,Case-6-0011U00000KuFa1QAF,High,2020-05-25
0011U00000KuFa2QAF,Growth,2019-06-02,High Net Worth Families,Oliver Tanner,Tier 1,2019-08-20,Case-9-0011U00000KuFa2QAF,Medium,2020-05-25
0011U00000KuFa2QAF,Growth,2019-06-02,High Net Worth Families,Oliver Tanner,Tier 1,2019-08-22,Case-10-0011U00000KuFa2QAF,Medium,2020-05-25
0011U00000KuFa4QAF,Balanced Growth,2019-06-09,Mass Market,Wanda Harrell,Tier 1,2019-08-22,Case-5-0011U00000KuFa4QAF,Low,2020-05-25
0011U00000KuFa4QAF,Balanced Growth,2019-06-09,Mass Market,Wanda Harrell,Tier 1,2019-08-21,Case-6-0011U00000KuFa4QAF,Medium,2020-05-25
0011U00000KuFa5QAF,Balanced Growth,2019-06-09,High Net Worth Families,Delilah Cote,Tier 2,2019-08-24,Case-9-0011U00000KuFa5QAF,Medium,2020-05-25
0011U00000KuFa5QAF,Balanced Growth,2019-06-09,High Net Worth Families,Delilah Cote,Tier 2,2019-08-24,Case-10-0011U00000KuFa5QAF,High,2020-05-25
0011U00000KuFa6QAF,Aggressive Growth,2019-06-08,Millennials,Jason Blanchard,Tier 2,2019-08-20,Case-7-0011U00000KuFa6QAF,Low,2020-05-25
0011U00000KuFa8QAF,Growth,2019-08-10,Millennials,Brooke Lowe,Tier 3,2019-08-25,Case-6-0011U00000KuFa8QAF,Medium,2020-05-25
0011U00000KuFa8QAF,Growth,2019-08-10,Millennials,Brooke Lowe,Tier 3,2019-08-25,Case-7-0011U00000KuFa8QAF,High,2020-05-25
0011U00000KuFaAQAV,Growth,2019-08-20,High Net Worth Families,Dustin Sheppard,Tier 3,2019-08-20,Case-4-0011U00000KuFaAQAV,High,2020-05-25
0011U00000KuFaAQAV,Growth,2019-08-20,High Net Worth Families,Dustin Sheppard,Tier 3,2019-08-22,Case-5-0011U00000KuFaAQAV,Medium,2020-05-25
0011U00000KuFaBQAV,Growth,2019-08-07,Mass Market,Hope Peck,Tier 2,2019-08-23,Case-3-0011U00000KuFaBQAV,High,2020-05-25
0011U00000KuFaCQAV,Growth,2019-07-08,Millennials,Justine Fitzgerald,Tier 1,2019-08-25,Case-7-0011U00000KuFaCQAV,Medium,2020-05-25
0011U00000KuFaDQAV,Growth,2019-06-24,Mass Market,Maxine Rivera,Tier 2,2019-08-25,Case-6-0011U00000KuFaDQAV,High,2020-05-25
0011U00000KuFaDQAV,Growth,2019-06-24,Mass Market,Maxine Rivera,Tier 2,2019-08-24,Case-7-0011U00000KuFaDQAV,Low,2020-05-25
0011U00000KuFaFQAV,Income,2019-06-23,Affluent Professionals,Daphne Meadows,Tier 1,2019-08-20,Case-4-0011U00000KuFaFQAV,Medium,2020-05-25
0011U00000KuFaGQAV,Growth,2019-06-16,High Net Worth Families,Noelani Phelps,Tier 1,2019-08-21,Case-1-0011U00000KuFaGQAV,High,2020-05-25
0011U00000KuFaHQAV,Growth,2019-06-27,Millennials,Wing Daugherty,Tier 2,2019-08-22,Case-6-0011U00000KuFaHQAV,High,2020-05-25
0011U00000KuFaKQAV,Balanced Growth,2019-07-22,Retired,Paki Coleman,Tier 2,2019-08-21,Case-5-0011U00000KuFaKQAV,Medium,2020-05-25
0011U00000KuFaKQAV,Balanced Growth,2019-07-22,Retired,Paki Coleman,Tier 2,2019-08-20,Case-6-0011U00000KuFaKQAV,Low,2020-05-25
0011U00000KuFaLQAV,Income,2019-07-22,Retired,Christopher Leonard,Tier 3,2019-08-22,Case-4-0011U00000KuFaLQAV,High,2020-05-25
0011U00000KuFaMQAV,Aggressive Growth,2019-07-06,Millennials,Brent Casey,Tier 1,2019-08-21,Case-4-0011U00000KuFaMQAV,Low,2020-05-25
0011U00000KuFaMQAV,Aggressive Growth,2019-07-06,Millennials,Brent Casey,Tier 1,2019-08-24,Case-5-0011U00000KuFaMQAV,High,2020-05-25
0011U00000KuFaNQAV,Balanced Growth,2019-08-09,Retired,Justina Gutierrez,Tier 1,2019-08-24,Case-2-0011U00000KuFaNQAV,Low,2020-05-25
0011U00000KuFaNQAV,Balanced Growth,2019-08-09,Retired,Justina Gutierrez,Tier 1,2019-08-21,Case-3-0011U00000KuFaNQAV,Medium,2020-05-25
0011U00000KuFaOQAV,Aggressive Growth,2019-07-22,Retired,Zachery Hart,Tier 3,2019-08-22,Case-3-0011U00000KuFaOQAV,Medium,2020-05-25
0011U00000KuFaPQAV,Growth,2019-07-20,Millennials,Magee Chapman,Tier 1,2019-08-21,Case-1-0011U00000KuFaPQAV,Medium,2020-05-25
0011U00000KuFaPQAV,Growth,2019-07-20,Millennials,Magee Chapman,Tier 1,2019-08-22,Case-2-0011U00000KuFaPQAV,Medium,2020-05-25
0011U00000KuFaVQAV,Income,2019-07-19,Affluent Professionals,Graham Salazar,Tier 1,2019-08-25,Case-1-0011U00000KuFaVQAV,High,2020-05-25
0011U00000KuFaXQAV,Growth,2019-08-06,Retired,Asher Moore,Tier 1,2019-08-25,Case-0-0011U00000KuFaXQAV,Medium,2020-05-25
0011U00000KuFaYQAV,Income,2019-07-30,Retired,Jael Hoffman,Tier 2,2019-08-25,Case-0-0011U00000KuFaYQAV,Low,2020-05-25
0011U00000KuFaZQAV,Aggressive Growth,2019-08-26,High Net Worth Families,Savannah Kent,Tier 2,2019-08-25,Case-0-0011U00000KuFaZQAV,Medium,2020-05-25
0011U00000KuFaZQAV,Aggressive Growth,2019-08-26,High Net Worth Families,Savannah Kent,Tier 2,2019-08-21,Case-1-0011U00000KuFaZQAV,Medium,2020-05-25
0011U00000KuFaaQAF,Income,2019-08-13,Affluent Professionals,Alana West,Tier 3,2019-08-21,Case-0-0011U00000KuFaaQAF,Medium,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2019-09-01,Case-42-0011U00000Kcp1NQAR,Medium,2020-05-25
0011U00000Kcp1NQAR,Balanced Growth,2018-11-10,Millennials,Rachel Adams,Tier 2,2019-08-28,Case-43-0011U00000Kcp1NQAR,High,2020-05-25
0011U00000Kcp1PQAR,Income,2018-11-12,Mass Market,Symonds Household,Tier 3,2019-08-31,Case-43-0011U00000Kcp1PQAR,High,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,2018-11-17,Mass Market,Jinni Boyd,Tier 1,2019-08-29,Case-18-0011U00000Kss4jQAB,Medium,2020-05-25
0011U00000Kss4jQAB,Balanced Growth,2018-11-17,Mass Market,Jinni Boyd,Tier 1,2019-08-29,Case-19-0011U00000Kss4jQAB,Medium,2020-05-25
0011U00000KuFXIQA3,Income,2018-11-25,Mass Market,Wallace Summers,Tier 3,2019-08-27,Case-23-0011U00000KuFXIQA3,Medium,2020-05-25
0011U00000KuFXUQA3,Growth,2018-11-19,Millennials,Britanni Garcia,Tier 1,2019-08-31,Case-30-0011U00000KuFXUQA3,Low,2020-05-25
0011U00000KuFXWQA3,Growth,2018-11-20,Mass Market,Grant Cline,Tier 1,2019-08-28,Case-30-0011U00000KuFXWQA3,Low,2020-05-25
0011U00000KuFXWQA3,Growth,2018-11-20,Mass Market,Grant Cline,Tier 1,2019-08-27,Case-31-0011U00000KuFXWQA3,Medium,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,2018-11-26,Millennials,Kato Vega,Tier 1,2019-08-28,Case-23-0011U00000KuFXbQAN,Medium,2020-05-25
0011U00000KuFXbQAN,Aggressive Growth,2018-11-26,Millennials,Kato Vega,Tier 1,2019-08-29,Case-24-0011U00000KuFXbQAN,High,2020-05-25
0011U00000KuFXfQAN,Aggressive Growth,2018-11-25,Retired,Xanthus Wilkins,Tier 3,2019-08-27,Case-14-0011U00000KuFXfQAN,High,2020-05-25
0011U00000KuFXjQAN,Aggressive Growth,2018-11-24,Mass Market,Dorian Newton,Tier 2,2019-08-28,Case-14-0011U00000KuFXjQAN,High,2020-05-25
0011U00000KuFXlQAN,Growth,2018-11-17,Mass Market,Wade Greer,Tier 3,2019-09-01,Case-26-0011U00000KuFXlQAN,High,2020-05-25
0011U00000KuFXqQAN,Income,2018-11-05,Mass Market,Ryder Velez,Tier 2,2019-08-27,Case-20-0011U00000KuFXqQAN,High,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2019-08-28,Case-22-0011U00000KuFXsQAN,Medium,2020-05-25
0011U00000KuFXsQAN,Aggressive Growth,2018-11-24,Affluent Professionals,Harlan Mcgowan,Tier 3,2019-08-31,Case-23-0011U00000KuFXsQAN,High,2020-05-25
0011U00000KuFXvQAN,Income,2018-11-24,High Net Worth Families,Odysseus Grimes,Tier 3,2019-08-28,Case-21-0011U00000KuFXvQAN,Medium,2020-05-25
0011U00000KuFXvQAN,Income,2018-11-24,High Net Worth Families,Odysseus Grimes,Tier 3,2019-08-27,Case-22-0011U00000KuFXvQAN,High,2020-05-25
0011U00000KuFXyQAN,Growth,2019-08-26,Millennials,Tatum Holt,Tier 3,2019-08-31,Case-18-0011U00000KuFXyQAN,Medium,2020-05-25
0011U00000KuFY8QAN,Income,2018-11-10,Retired,Ava Bean,Tier 2,2019-08-31,Case-22-0011U00000KuFY8QAN,Medium,2020-05-25
0011U00000KuFY8QAN,Income,2018-11-10,Retired,Ava Bean,Tier 2,2019-08-28,Case-23-0011U00000KuFY8QAN,High,2020-05-25
0011U00000KuFYFQA3,Aggressive Growth,2018-11-26,Affluent Professionals,Chloe Knox,Tier 1,2019-08-27,Case-25-0011U00000KuFYFQA3,High,2020-05-25
0011U00000KuFYFQA3,Aggressive Growth,2018-11-26,Affluent Professionals,Chloe Knox,Tier 1,2019-08-29,Case-26-0011U00000KuFYFQA3,Medium,2020-05-25
0011U00000KuFYGQA3,Income,2018-11-15,Millennials,Caleb Mccray,Tier 2,2019-08-30,Case-21-0011U00000KuFYGQA3,Medium,2020-05-25
0011U00000KuFYLQA3,Income,2018-11-26,High Net Worth Families,Bell Solis,Tier 1,2019-08-29,Case-18-0011U00000KuFYLQA3,Low,2020-05-25
0011U00000KuFYPQA3,Growth,2018-11-19,Mass Market,Roth Guy,Tier 2,2019-08-31,Case-22-0011U00000KuFYPQA3,Medium,2020-05-25
0011U00000KuFYUQA3,Balanced Growth,2018-11-22,High Net Worth Families,Inga Moss,Tier 1,2019-08-30,Case-19-0011U00000KuFYUQA3,Medium,2020-05-25
0011U00000KuFYYQA3,Growth,2018-11-23,Retired,Gary Prince,Tier 2,2019-08-30,Case-14-0011U00000KuFYYQA3,High,2020-05-25
0011U00000KuFYYQA3,Growth,2018-11-23,Retired,Gary Prince,Tier 2,2019-08-28,Case-15-0011U00000KuFYYQA3,Medium,2020-05-25
0011U00000KuFYbQAN,Aggressive Growth,2018-10-28,Millennials,Penelope Briggs,Tier 3,2019-08-31,Case-20-0011U00000KuFYbQAN,High,2020-05-25
0011U00000KuFYbQAN,Aggressive Growth,2018-10-28,Millennials,Penelope Briggs,Tier 3,2019-08-27,Case-21-0011U00000KuFYbQAN,Medium,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,2018-11-17,Retired,Basil Moran,Tier 3,2019-08-28,Case-25-0011U00000KuFYcQAN,Low,2020-05-25
0011U00000KuFYcQAN,Aggressive Growth,2018-11-17,Retired,Basil Moran,Tier 3,2019-08-29,Case-26-0011U00000KuFYcQAN,Medium,2020-05-25
0011U00000KuFYoQAN,Income,2019-08-13,Affluent Professionals,Calvin Rutledge,Tier 3,2019-09-01,Case-23-0011U00000KuFYoQAN,Low,2020-05-25
0011U00000KuFYsQAN,Aggressive Growth,2019-08-20,Affluent Professionals,Gavin Blevins,Tier 3,2019-09-01,Case-18-0011U00000KuFYsQAN,High,2020-05-25
0011U00000KuFYsQAN,Aggressive Growth,2019-08-20,Affluent Professionals,Gavin Blevins,Tier 3,2019-09-01,Case-19-0011U00000KuFYsQAN,Low,2020-05-25
0011U00000KuFYwQAN,Balanced Growth,2018-12-28,Millennials,Armand Knowles,Tier 3,2019-09-01,Case-25-0011U00000KuFYwQAN,Low,2020-05-25
0011U00000KuFYzQAN,Balanced Growth,2019-01-21,Retired,Sacha Mooney,Tier 3,2019-08-30,Case-20-0011U00000KuFYzQAN,High,2020-05-25
0011U00000KuFYzQAN,Balanced Growth,2019-01-21,Retired,Sacha Mooney,Tier 3,2019-08-28,Case-21-0011U00000KuFYzQAN,High,2020-05-25
0011U00000KuFZ0QAN,Income,2019-08-22,Affluent Professionals,Keaton Lang,Tier 1,2019-08-31,Case-14-0011U00000KuFZ0QAN,High,2020-05-25
0011U00000KuFZ0QAN,Income,2019-08-22,Affluent Professionals,Keaton Lang,Tier 1,2019-08-30,Case-15-0011U00000KuFZ0QAN,Low,2020-05-25
0011U00000KuFZ3QAN,Balanced Growth,2019-01-14,Millennials,Brady Frazier,Tier 1,2019-08-31,Case-16-0011U00000KuFZ3QAN,Medium,2020-05-25
0011U00000KuFZ4QAN,Income,2019-01-31,Mass Market,Fitzgerald Coffey,Tier 2,2019-08-31,Case-17-0011U00000KuFZ4QAN,Medium,2020-05-25
0011U00000KuFZ5QAN,Growth,2019-08-10,High Net Worth Families,Hayes Huff,Tier 3,2019-08-28,Case-10-0011U00000KuFZ5QAN,Medium,2020-05-25
0011U00000KuFZ5QAN,Growth,2019-08-10,High Net Worth Families,Hayes Huff,Tier 3,2019-08-28,Case-11-0011U00000KuFZ5QAN,High,2020-05-25
0011U00000KuFZ6QAN,Income,2019-08-22,High Net Worth Families,Ferdinand Jennings,Tier 1,2019-09-01,Case-9-0011U00000KuFZ6QAN,Medium,2020-05-25
0011U00000KuFZ6QAN,Income,2019-08-22,High Net Worth Families,Ferdinand Jennings,Tier 1,2019-08-31,Case-10-0011U00000KuFZ6QAN,Low,2020-05-25
0011U00000KuFZAQA3,Aggressive Growth,2019-08-24,Mass Market,Constance Gill,Tier 2,2019-09-01,Case-16-0011U00000KuFZAQA3,Medium,2020-05-25
0011U00000KuFZDQA3,Income,2019-02-23,Affluent Professionals,Oscar Duncan,Tier 1,2019-08-29,Case-10-0011U00000KuFZDQA3,Low,2020-05-25
0011U00000KuFZDQA3,Income,2019-02-23,Affluent Professionals,Oscar Duncan,Tier 1,2019-08-30,Case-11-0011U00000KuFZDQA3,Medium,2020-05-25
0011U00000KuFZFQA3,Growth,2019-02-15,Retired,Mohammad Diaz,Tier 1,2019-09-01,Case-15-0011U00000KuFZFQA3,High,2020-05-25
0011U00000KuFZKQA3,Balanced Growth,2019-08-26,Millennials,Charissa Fulton,Tier 2,2019-08-29,Case-5-0011U00000KuFZKQA3,Medium,2020-05-25
0011U00000KuFZLQA3,Aggressive Growth,2019-03-07,Retired,Nathan Bryant,Tier 2,2019-08-31,Case-11-0011U00000KuFZLQA3,Medium,2020-05-25
0011U00000KuFZOQA3,Aggressive Growth,2019-03-20,Retired,Amity Schroeder,Tier 1,2019-08-28,Case-10-0011U00000KuFZOQA3,Medium,2020-05-25
0011U00000KuFZOQA3,Aggressive Growth,2019-03-20,Retired,Amity Schroeder,Tier 1,2019-08-30,Case-11-0011U00000KuFZOQA3,High,2020-05-25
0011U00000KuFZSQA3,Income,2019-08-25,Affluent Professionals,Daria Peck,Tier 3,2019-08-27,Case-5-0011U00000KuFZSQA3,Low,2020-05-25
0011U00000KuFZTQA3,Balanced Growth,2019-08-24,High Net Worth Families,Lana Patel,Tier 2,2019-08-30,Case-11-0011U00000KuFZTQA3,Medium,2020-05-25
0011U00000KuFZXQA3,Income,2019-07-22,Retired,Hayes Marsh,Tier 1,2019-08-28,Case-14-0011U00000KuFZXQA3,Medium,2020-05-25
0011U00000KuFZYQA3,Balanced Growth,2019-04-08,High Net Worth Families,Mercedes Wynn,Tier 1,2019-08-30,Case-7-0011U00000KuFZYQA3,Medium,2020-05-25
0011U00000KuFZYQA3,Balanced Growth,2019-04-08,High Net Worth Families,Mercedes Wynn,Tier 1,2019-08-30,Case-8-0011U00000KuFZYQA3,High,2020-05-25
0011U00000KuFZZQA3,Income,2019-08-23,Millennials,Beau Steele,Tier 3,2019-08-30,Case-8-0011U00000KuFZZQA3,High,2020-05-25
0011U00000KuFZZQA3,Income,2019-08-23,Millennials,Beau Steele,Tier 3,2019-09-01,Case-9-0011U00000KuFZZQA3,High,2020-05-25
0011U00000KuFZaQAN,Growth,2019-04-07,Affluent Professionals,Cecilia Copeland,Tier 3,2019-08-31,Case-14-0011U00000KuFZaQAN,High,2020-05-25
0011U00000KuFZhQAN,Balanced Growth,2019-08-05,Affluent Professionals,Thor Jefferson,Tier 1,2019-08-30,Case-7-0011U00000KuFZhQAN,High,2020-05-25
0011U00000KuFZlQAN,Balanced Growth,2019-04-10,Retired,Abdul Pacheco,Tier 2,2019-08-29,Case-10-0011U00000KuFZlQAN,High,2020-05-25
0011U00000KuFZlQAN,Balanced Growth,2019-04-10,Retired,Abdul Pacheco,Tier 2,2019-09-01,Case-11-0011U00000KuFZlQAN,Medium,2020-05-25
0011U00000KuFZnQAN,Growth,2019-04-27,Millennials,Nina Sparks,Tier 3,2019-08-30,Case-12-0011U00000KuFZnQAN,Medium,2020-05-25
0011U00000KuFZnQAN,Growth,2019-04-27,Millennials,Nina Sparks,Tier 3,2019-08-29,Case-13-0011U00000KuFZnQAN,Low,2020-05-25
0011U00000KuFZoQAN,Balanced Growth,2019-05-01,Millennials,Reese Valentine,Tier 2,2019-08-27,Case-13-0011U00000KuFZoQAN,High,2020-05-25
0011U00000KuFZoQAN,Balanced Growth,2019-05-01,Millennials,Reese Valentine,Tier 2,2019-08-30,Case-14-0011U00000KuFZoQAN,High,2020-05-25
0011U00000KuFZpQAN,Aggressive Growth,2019-08-20,Mass Market,Zahir Scott,Tier 1,2019-08-29,Case-11-0011U00000KuFZpQAN,Low,2020-05-25
0011U00000KuFZpQAN,Aggressive Growth,2019-08-20,Mass Market,Zahir Scott,Tier 1,2019-08-29,Case-12-0011U00000KuFZpQAN,High,2020-05-25
0011U00000KuFZvQAN,Income,2019-08-26,Millennials,Eagan Avila,Tier 3,2019-08-30,Case-11-0011U00000KuFZvQAN,High,2020-05-25
0011U00000KuFZxQAN,Income,2019-05-17,Retired,Charissa Newton,Tier 3,2019-08-27,Case-3-0011U00000KuFZxQAN,Medium,2020-05-25
0011U00000KuFZxQAN,Income,2019-05-17,Retired,Charissa Newton,Tier 3,2019-08-27,Case-4-0011U00000KuFZxQAN,Medium,2020-05-25
0011U00000KuFZyQAN,Growth,2019-08-07,Mass Market,Lucian Franklin,Tier 1,2019-08-27,Case-5-0011U00000KuFZyQAN,High,2020-05-25
0011U00000KuFZzQAN,Income,2019-05-11,Affluent Professionals,Barbara Whitfield,Tier 3,2019-08-29,Case-6-0011U00000KuFZzQAN,Medium,2020-05-25
0011U00000KuFa0QAF,Balanced Growth,2019-05-14,Retired,Kelsie Byers,Tier 1,2019-08-31,Case-3-0011U00000KuFa0QAF,Low,2020-05-25
0011U00000KuFa0QAF,Balanced Growth,2019-05-14,Retired,Kelsie Byers,Tier 1,2019-08-29,Case-4-0011U00000KuFa0QAF,Medium,2020-05-25
0011U00000KuFa2QAF,Growth,2019-06-02,High Net Worth Families,Oliver Tanner,Tier 1,2019-08-29,Case-11-0011U00000KuFa2QAF,Low,2020-05-25
0011U00000KuFa2QAF,Growth,2019-06-02,High Net Worth Families,Oliver Tanner,Tier 1,2019-09-01,Case-12-0011U00000KuFa2QAF,Medium,2020-05-25
0011U00000KuFa8QAF,Growth,2019-08-10,Millennials,Brooke Lowe,Tier 3,2019-09-01,Case-8-0011U00000KuFa8QAF,Medium,2020-05-25
0011U00000KuFaBQAV,Growth,2019-08-07,Mass Market,Hope Peck,Tier 2,2019-08-27,Case-4-0011U00000KuFaBQAV,Medium,2020-05-25
0011U00000KuFaBQAV,Growth,2019-08-07,Mass Market,Hope Peck,Tier 2,2019-08-29,Case-5-0011U00000KuFaBQAV,Medium,2020-05-25
0011U00000KuFaCQAV,Growth,2019-07-08,Millennials,Justine Fitzgerald,Tier 1,2019-08-30,Case-8-0011U00000KuFaCQAV,Medium,2020-05-25
0011U00000KuFaCQAV,Growth,2019-07-08,Millennials,Justine Fitzgerald,Tier 1,2019-09-01,Case-9-0011U00000KuFaCQAV,Medium,2020-05-25
0011U00000KuFaGQAV,Growth,2019-06-16,High Net Worth Families,Noelani Phelps,Tier 1,2019-08-31,Case-2-0011U00000KuFaGQAV,High,2020-05-25
0011U00000KuFaGQAV,Growth,2019-06-16,High Net Worth Families,Noelani Phelps,Tier 1,2019-08-29,Case-3-0011U00000KuFaGQAV,Low,2020-05-25
0011U00000KuFaHQAV,Growth,2019-06-27,Millennials,Wing Daugherty,Tier 2,2019-08-29,Case-7-0011U00000KuFaHQAV,High,2020-05-25
0011U00000KuFaHQAV,Growth,2019-06-27,Millennials,Wing Daugherty,Tier 2,2019-08-27,Case-8-0011U00000KuFaHQAV,Low,2020-05-25
0011U00000KuFaJQAV,Aggressive Growth,2019-07-14,Retired,Clinton Merrill,Tier 3,2019-08-31,Case-3-0011U00000KuFaJQAV,Medium,2020-05-25
0011U00000KuFaKQAV,Balanced Growth,2019-07-22,Retired,Paki Coleman,Tier 2,2019-08-28,Case-7-0011U00000KuFaKQAV,High,2020-05-25
0011U00000KuFaKQAV,Balanced Growth,2019-07-22,Retired,Paki Coleman,Tier 2,2019-09-01,Case-8-0011U00000KuFaKQAV,Medium,2020-05-25
0011U00000KuFaMQAV,Aggressive Growth,2019-07-06,Millennials,Brent Casey,Tier 1,2019-08-31,Case-6-0011U00000KuFaMQAV,Medium,2020-05-25
0011U00000KuFaRQAV,Aggressive Growth,2019-07-23,High Net Worth Families,Zoe Herring,Tier 1,2019-08-29,Case-2-0011U00000KuFaRQAV,Low,2020-05-25
0011U00000KuFaTQAV,Balanced Growth,2019-07-26,Affluent Professionals,Leah Wolfe,Tier 3,2019-08-31,Case-2-0011U00000KuFaTQAV,Medium,2020-05-25
0011U00000KuFaUQAV,Aggressive Growth,2019-08-10,High Net Worth Families,Hop Lindsey,Tier 1,2019-08-28,Case-2-0011U00000KuFaUQAV,High,2020-05-25
