"LastModifiedDate","Company","ConvertedDate","Rating","ConvertedAccountShippingState","ID_Policy_BROKER_ID","ConvertedOpportunityName","Industry","ConvertedAccountName","Agent_AGENT_NAME","Agent_AGENT_GENDER","Agent_SALES_MANAGER","Agent_AGENCY_NAME","Agent_REGION","Status","ConvertedAccountBillingState","LastProcessedDate","Converted","ConvertedAccountType","OwnerID","ConvertedAccountOwnerId","FullName","Referrer","CreatedDate","Lead_Source","LeadID","ConvertedOpportunityID","UnreadByOwner","Agent_CAPTIVE_AGENT","ConvertedAccountOwnerName","ConvertedAccountIndustry","TotalOpportunityAge","ConvertedAccountAnnualRevenue","TouchesToConvert","ActivityTouchesToConvert","ActivityTouches","LeadAgeInDays"
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_2281",,"N/A","W.L. Gore & Associates","Barbara Sanchez","Female","Matthew Hanna","Manning and Manning","South East","Working",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Jessica Grant","Clara Hart","2019-09-12 21:00:40","Reseller","00Q3s000012xgbJEAQ",,"true","Barbara Sanchez",,,0,0,5,5,5,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1724",,"N/A","CMS BondEdge","Betty Nguyen","Female","Anne Powers","Garman Agency","South East","Open",,"2019-10-07 14:44:49","false",,"0053s000002J4UDAA0",,"Jessica Hicks","Blake Masters","2019-09-12 21:00:22","Reseller","00Q3s000012xgRoEAI",,"true","Betty Nguyen",,,0,0,5,5,5,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_874",,"N/A","IncentOne","Vera Grizzard","Female","Amanda Long","Zann and Sons","North East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Jessica King","Thelma Mitchell","2019-09-12 21:00:40","Reseller","00Q3s000012xgZLEAY",,"true","Vera Grizzard",,,0,0,4,4,4,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1164",,"N/A","Automated Financial Systems","Ida Bell","Female","Lisa Lewis","Undiro","North West","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Jessica Knight","Carol Culbertson","2019-09-12 21:00:18","Reseller","00Q3s000012xgNYEAY",,"true","Ida Bell",,,0,0,10,10,10,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_434",,"N/A","AdExchange.com","Anita Reed","Female","Jennifer Jackson","Zann and Sons","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0056A000001ogPVQAY",,"Jessica Morton","Edna Davis","2019-09-12 21:00:13","Reseller","00Q3s000012xgJWEAY",,"true","Anita Reed",,,0,0,8,8,8,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_390",,"N/A","Contract Management Solutions","Julia Dunaway","Female","James Coleman","AEV Agency","Midwest","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4UDAA0",,"Jessica Rodriguez","Elaine Garner","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgTNEAY",,"true","Julia Dunaway",,,0,0,5,5,5,0
"2019-09-12 21:00:18","Courtroom Connect","2019-04-26 04:00:00","Cool",,"BROKER_292","Courtroom Connect 218","Telecommunications","Courtroom Connect","Elizabeth Bostick","Female","Justin Chen","TapInsure","Midwest","Qualified - Convert","MT","2019-10-07 14:44:49","true","Corporate","0056A000001ogPSQAY","0053s000002J4U6AAK","Jessica Thompson","Amalia Butler","2019-09-12 21:00:18","Telesales","00Q3s000012xgLqEAI","0063s00000DYwyTAAT","true","Elizabeth Bostick","Melissa Neal","Telecommunications",-47.88,6764000,3,3,6,0
"2019-09-12 21:00:18","Courtroom Connect","2019-07-29 04:00:00","Hot",,"BROKER_292","Courtroom Connect 241","Telecommunications","Courtroom Connect","Elizabeth Bostick","Female","Justin Chen","TapInsure","Midwest","Qualified - Convert","MT","2019-10-07 14:44:49","true","Corporate","0056A000001ogPUQAY","0053s000002J4U6AAK","Jessica Thompson","Edward Davila","2019-09-12 21:00:18","Reseller","00Q3s000012xgLsEAI","0063s00000DYwyWAAT","true","Elizabeth Bostick","Melissa Neal","Telecommunications",-13.88,6764000,3,3,3,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_888",,"N/A","Individual Software","Thelma Binns","Female","James Coleman","Insurato","Midwest","Archived",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Jessica Williams","Nancy Meyer","2019-09-12 21:00:40","Reseller","00Q3s000012xgZREAY",,"true","Thelma Binns",,,0,0,7,7,7,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_840",,"N/A","Image Labs International","Joyce Curry","Female","Sandra Parker","AEV Agency","South East","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Jillian Lee","Jeffrey Lopez","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgZ6EAI",,"true","Joyce Curry",,,0,0,3,3,3,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_623",,"N/A","Akros Communications","Carol Suda","Female","Sandra Parker","Laurence Agency","South East","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Jimmy Gonzales","Dorothy Hastings","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgKdEAI",,"true","Carol Suda",,,0,0,5,5,5,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_198",,"N/A","Big Sky & Sons","Ruth Poole","Female","Justin Chen","Zavesky Agency","Midwest","Pending",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"Jimmy Morton","Katrina Tuck","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgOsEAI",,"true","Craig Holman",,,0,0,10,10,10,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_2372",,"N/A","aimasoft","Brianne Copeland","Female","Jeffrey Miranda","Ball Group","North West","Contacted",,"2019-10-07 14:44:49","false",,"0053s000002J4U5AAK",,"Jo Schwartz","Bradford Leake","2019-09-12 21:00:13","Telesales","00Q3s000012xgKNEAY",,"true","Brianne Copeland",,,0,0,8,8,8,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_813",,"N/A","Ignition Networks","Gabrielle Bogle","Female","Sandra Parker","Atkins Agency","South East","Working",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Jo Smith","Carrie Collins","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgZ0EAI",,"true","Gabrielle Bogle",,,0,0,7,7,7,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_552",,"N/A","Horizon Milling","Barbara Ryals","Female","Jennifer Jackson","Bob Jones Agency","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Joan Miller","Gregory Lugo","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgXlEAI",,"true","Barbara Ryals",,,0,0,10,10,10,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1410",,"N/A","Beauregard Equipment","Ethel Fredrickson","Female","Sarah Rivas","Ball Group","North West","Open",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Joan Perry","James Benjamin","2019-09-12 21:00:18","Reseller","00Q3s000012xgOKEAY",,"true","Ethel Fredrickson",,,0,0,6,6,6,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1654",,"N/A","Blue Flame","Brianne Felix","Female","Matthew Hanna","Sean Banks Agency","South East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Joann Foster","Teresa Suda","2019-09-12 21:00:22","Fields Sales","00Q3s000012xgPPEAY",,"true","Brianne Felix",,,0,0,5,5,5,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1830",,"N/A","Transystems Corporation","Mable Gonzalez","Female","Sandra Parker","Manning and Manning","South East","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Joanna Montoya","Cheryl Jefferson","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgaYEAQ",,"true","Mable Gonzalez",,,0,0,8,8,8,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1824",,"N/A","Campbell & George Co.","Arlene Toussaint","Female","Sandra Parker","Manning and Manning","South East","Submitted",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Jodi Bennett","Teresa Suda","2019-09-12 21:00:22","Reseller","00Q3s000012xgRREAY",,"true","Arlene Toussaint",,,0,0,10,10,10,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_275",,"N/A","Computrol","Darla Lafleur","Female","James Coleman","Undiro","Midwest","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4U8AAK",,"Joel Miles","NA","2019-09-12 21:00:27","Reseller","00Q3s000012xgSlEAI",,"true","Darla Lafleur",,,0,0,9,9,9,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_609",,"N/A","Hubbert Systems Consulting,orporated","Laurie Anderson","Female","Monica Campbell","Burns Agency","North East","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"Joel Sanchez","Kelly Dupree","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgYBEAY",,"true","Laurie Anderson",,,0,0,7,7,7,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_370",,"N/A","WEFA","Jorge Redd","Male","James Coleman","Garman Agency","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4UBAA0",,"John Aguilar","Edward Frank","2019-09-12 21:00:44","Fields Sales","00Q3s000012xgc1EAA",,"true","Jorge Redd",,,0,0,7,7,7,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1701",,"N/A","Fifth Third Bank","Donald Dobbs","Male","Jeffrey Miranda","Atkins Agency","South West","Rejected",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"John Blankenship","NA","2019-09-12 21:00:35","Reseller","00Q3s000012xgWAEAY",,"true","Donald Dobbs",,,0,0,9,9,9,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_352",,"N/A","Harris Tea Company","Carolyn Olson","Female","Melissa Neal","Atkins Agency","South West","Contacted",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"John Brown","Billy Clay","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgWXEAY",,"true","Carolyn Olson",,,0,0,7,7,7,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_709",,"N/A","Always Be There St Louis Park","Michael Canfield","Male","Evan Bullock","TapInsure","North East","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPWQAY",,"John Burnett","Jeffrey Smith","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgLEEAY",,"true","Michael Canfield",,,0,0,10,10,10,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_386",,"N/A","Headhunter.Net","Mary Garcia","Female","James Coleman","AEV Agency","Midwest","Archived",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"John Carlson","Elaine Garner","2019-09-12 21:00:35","Reseller","00Q3s000012xgWmEAI",,"true","Mary Garcia",,,0,0,5,5,7,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_292",,"N/A","Compx International","Elizabeth Bostick","Female","Justin Chen","TapInsure","Midwest","Open",,"2019-10-07 14:44:49","false",,"0053s000002J4UAAA0",,"John Diaz","NA","2019-09-12 21:00:27","Reseller","00Q3s000012xgSnEAI",,"true","Elizabeth Bostick",,,0,0,5,5,5,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_498",,"N/A","Advanced Technology Management","Leslie Caudle","Female","James Coleman","Stahl Agency","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"John Franklin","Anthony Fitzsimmons","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgJoEAI",,"true","Leslie Caudle",,,0,0,4,4,6,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1185",,"N/A","Automated Systems Inc","Craig Baker","Male","Lisa Lewis","Sean Banks Agency","North West","Submitted",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"John Gill","Carl Campos","2019-09-12 21:00:18","Reseller","00Q3s000012xgNaEAI",,"true","Craig Baker",,,0,0,7,7,7,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_2009",,"N/A","TransUnion Settlement Solutions","Christine Braxton","Female","Jeffrey Miranda","Morris Agency","North West","Working",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"John Hanna","Roger Kelly","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgaWEAQ",,"true","Christine Braxton",,,0,0,3,3,3,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1439",,"N/A","Beretta Group Companies","Angela Felix","Female","Anne Powers","Archer Group","South East","Pending",,"2019-10-07 14:44:49","false",,"0053s000002J4UFAA0",,"John Hendricks","Christine Taylor","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgOaEAI",,"true","Angela Felix",,,0,0,8,8,8,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1268",,"N/A","ESPN PARENT","Clara Wynn","Female","Chad Russo","AEV Agency","North West","Submitted",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"John Hughes","Benjamin Unzueta","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgUmEAI",,"true","Clara Wynn",,,0,0,7,7,7,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_318",,"N/A","ConSyGen","Elizabeth Brook","Female","Justin Chen","Hart and Hart","Midwest","Contacted",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"John Kim","Helen Blake","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgTEEAY",,"true","Elizabeth Brook",,,0,0,3,3,6,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_888",,"N/A","Hampton  Haddon Marketing Corp","Thelma Binns","Female","James Coleman","Insurato","Midwest","Pending",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"John Koch","NA","2019-09-12 21:00:35","Fields Sales","00Q3s000012xgWMEAY",,"true","Thelma Binns",,,0,0,10,10,10,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1302",,"N/A","B2E Solutions","Irene Raleigh","Female","Lisa Lewis","Zann and Sons","North West","New",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"John Miller","Hattie Maxwell","2019-09-12 21:00:18","Reseller","00Q3s000012xgO6EAI",,"true","Irene Raleigh",,,0,0,5,5,5,0
"2019-09-12 21:00:22","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1803",,"N/A","Callan Management Corporation","Fred Lockman","Male","Meagan Combs","AEV Agency","North West","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"John Nielsen","NA","2019-09-12 21:00:22","Reseller","00Q3s000012xgRDEAY",,"true","Fred Lockman",,,0,0,7,7,7,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_390",,"N/A","Acs Consultant Holdings Corporation","Julia Dunaway","Female","James Coleman","AEV Agency","Midwest","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4UFAA0",,"John Ramirez","Andre Brown","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgJ9EAI",,"true","Julia Dunaway",,,0,0,6,6,6,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1106",,"N/A","Astra Tech","Ivy Wickline","Female","Lisa Lewis","Zavesky Agency","North West","Open",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"John Rivers","Dorothy Baker","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgNCEAY",,"true","Craig Holman",,,0,0,10,10,10,0
"2019-09-12 21:00:27","Advanced Navigation & Position","2018-06-17 04:00:00","Warm",,"BROKER_497","Advanced Navigation & Position 146","Utilities","Advanced Navigation & Position","Alice Ramsey","Female","Jennifer Jackson","Stahl Agency","Midwest","Qualified - Convert","PA","2019-10-07 14:44:49","true","Corporate","0056A000001ogPTQAY","0056A000001ogPTQAY","John Rodriguez","Adam Rios","2019-09-12 21:00:27","Reseller","00Q3s000012xgUgEAI","0063s00000DYxXpAAL","true","Alice Ramsey","Meagan Combs","Utilities",-448.88,8973000,7,7,7,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_486",,"N/A","@The Moment Inc.","Carl McDuffie","Male","James Coleman","Stahl Agency","Midwest","Open",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"John Sanders","Marlene Collins","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgI9EAI",,"true","Carl McDuffie",,,0,0,7,7,7,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_2004",,"N/A","Comsearch","Barry Krueger","Male","Jeffrey Miranda","Vaughn and Apperson","North West","Pending",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"John Scott","NA","2019-09-12 21:00:27","Reseller","00Q3s000012xgSpEAI",,"true","Barry Krueger",,,0,0,9,9,9,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_1050",,"N/A","eQuest.com","Angel Zielinski","Male","Sarah Rivas","Laurence Agency","North West","Working",,"2019-10-07 14:44:49","false",,"0056A000001ogPTQAY",,"John Tate","Jessie Ortiz","2019-09-12 21:00:27","Reseller","00Q3s000012xgUUEAY",,"true","Angel Zielinski",,,0,0,4,4,4,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1858",,"N/A","Trex Company","Benjamin Huskey","Male","Anne Powers","Insurato","South East","Draft",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"John West","Dorothy Lewis","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgaiEAA",,"true","Benjamin Huskey",,,0,0,9,9,9,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_858",,"N/A","In2Change Inc","Gregory Lugo","Male","Jeffrey Miranda","AEV Agency","South West","Archived",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"John Woods","Ruth Poole","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgZJEAY",,"true","Gregory Lugo",,,0,0,6,6,6,0
"2019-09-12 21:00:18","Specialty Tires of America","2018-06-04 04:00:00","Warm",,"BROKER_719","Specialty Tires of America 205","Biotechnology","Specialty Tires of America","Carolyn Edmondson","Female","Monica Campbell","TapInsure","North East","Qualified - Convert","ND","2019-10-07 14:44:49","true","Corporate","0053s000002J4U9AAK","0053s000002J4U9AAK","Johnathan Green","Gladys Soto","2019-09-12 21:00:18","Reseller","00Q3s000012xgMXEAY","0063s00000DYx2CAAT","true","Carolyn Edmondson","Anne Powers","Biotechnology",-398.88,3679000,4,4,4,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1217",,"N/A","immedia","Marlene Peterson","Female","Chad Russo","Brohm and Brohm","North West","Working",,"2019-10-07 14:44:49","false",,"0056A000001ogPVQAY",,"Johnathan Romero","Donald Fisher","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgZAEAY",,"true","Marlene Peterson",,,0,0,8,8,8,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_338",,"N/A","Congoleum Corporation","Thomas Valenzuela","Male","James Coleman","Brohm and Brohm","Midwest","Open",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Johnathan Vang","NA","2019-09-12 21:00:27","Fields Sales","00Q3s000012xgT4EAI",,"true","Thomas Valenzuela",,,0,0,4,4,7,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_907",,"N/A","InfoCentricity","William Reis","Male","Monica Campbell","Manning and Manning","North East","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"Johnny Hutchinson","Christopher Harper","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgZdEAI",,"true","William Reis",,,0,0,5,5,5,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_343",,"N/A","Vsys","Cornelia Wicks","Female","Jennifer Jackson","Stein Agency","Midwest","Contacted",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"Jon Mitchell","George Curry","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgbGEAQ",,"true","Cornelia Wicks",,,0,0,10,10,10,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_1187",,"N/A","Automon Corporation","Ethel Harris","Female","Chad Russo","Sean Banks Agency","North West","New",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Jonathan Allen","Elaine Turgeon","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgNbEAI",,"true","Ethel Harris",,,0,0,7,7,7,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_761",,"N/A","American Environmental Container Corp.","Grace Brown","Female","Amanda Long","Sean Banks Agency","North East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Jonathan Jones","George Rumsey","2019-09-12 21:00:18","Fields Sales","00Q3s000012xgLPEAY",,"true","Grace Brown",,,0,0,7,7,7,0
"2019-09-12 21:00:44","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_468",,"N/A","WebPutty","David Aguilar","Male","Jennifer Jackson","Manning and Manning","Midwest","Working",,"2019-10-07 14:44:49","false",,"0053s000002J4U5AAK",,"Jonathan Olsen","Nathan Robertson","2019-09-12 21:00:44","Reseller","00Q3s000012xgbzEAA",,"true","David Aguilar",,,0,0,4,4,4,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_2004",,"N/A","Trans-Global Solutions","Barry Krueger","Male","Jeffrey Miranda","Vaughn and Apperson","North West","Open",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Jonathan Smith","Christopher Leclair","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgaNEAQ",,"true","Barry Krueger",,,0,0,5,5,5,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_2021",,"N/A","Concentra   / Corporate Development","Molly Alexander","Female","Jeffrey Miranda","Morris Agency","South West","Approved",,"2019-10-07 14:44:49","false",,"0056A000001ogPSQAY",,"Jonathan White","NA","2019-09-12 21:00:27","Reseller","00Q3s000012xgSvEAI",,"true","Molly Alexander",,,0,0,5,5,5,0
"2019-09-12 21:00:27","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_346",,"N/A","Conoco Phillips Refinery","Delia Johnson","Female","James Coleman","Atkins Agency","Midwest","Contacted",,"2019-10-07 14:44:49","false",,"0056A000001ogPUQAY",,"Jonathon Morris","NA","2019-09-12 21:00:27","Reseller","00Q3s000012xgT8EAI",,"true","Delia Johnson",,,0,0,10,10,10,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_338",,"N/A","Abovo Marketing Group Inc","Thomas Valenzuela","Male","James Coleman","Brohm and Brohm","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Jose Brown","Addie Sadowski","2019-09-12 21:00:13","Fields Sales","00Q3s000012xgInEAI",,"true","Thomas Valenzuela",,,0,0,9,9,9,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_343",,"N/A","Harbor America","Cornelia Wicks","Female","Jennifer Jackson","Stein Agency","Midwest","Approved",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Jose Garcia","Hattie Gonzalez","2019-09-12 21:00:35","Reseller","00Q3s000012xgWTEAY",,"true","Cornelia Wicks",,,0,0,4,4,7,0
"2019-09-12 21:00:18","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_1557",,"N/A","Aperio CI","Jami Prieto","Female","Sandra Parker","Zavesky Agency","South East","New",,"2019-10-07 14:44:49","false",,"0053s000002J4U5AAK",,"Jose Mcgee","Bryan Harper","2019-09-12 21:00:18","Reseller","00Q3s000012xgMHEAY",,"true","Craig Holman",,,0,0,7,7,7,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_518",,"N/A","HostCircle","Linda Riner","Female","James Coleman","Ball Group","Midwest","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4UEAA0",,"Jose Shaffer","Jessica Anderson","2019-09-12 21:00:35","Telesales","00Q3s000012xgXrEAI",,"true","Linda Riner",,,0,0,4,4,6,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_186",,"N/A","Aims Social, Inc.","Walter Brown","Male","James Coleman","ARE Agency","Midwest","Rejected",,"2019-10-07 14:44:49","false",,"0053s000002J4U9AAK",,"Joseph Garcia","Mariana Ramos","2019-09-12 21:00:13","Reseller","00Q3s000012xgKPEAY",,"true","Walter Brown",,,0,0,10,10,10,0
"2019-09-12 21:00:35","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_467",,"N/A","Half.com","Ella Ayers","Female","Melissa Neal","Manning and Manning","South West","Working",,"2019-10-07 14:44:49","false",,"0053s000002J4UCAA0",,"Joseph Graham","NA","2019-09-12 21:00:35","Reseller","00Q3s000012xgWJEAY",,"true","Ella Ayers",,,0,0,5,5,5,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Hot",,"BROKER_159",,"N/A","3D Systems","Verdie Porter","Female","James Coleman","Vaughn and Apperson","Midwest","Draft",,"2019-10-07 14:44:49","false",,"0053s000002J4UGAA0",,"Joseph Hernandez","Dawn Silverstein","2019-09-12 21:00:13","Reseller","00Q3s000012xgIJEAY",,"true","Verdie Porter",,,0,0,7,7,7,0
"2019-09-12 21:00:13","Not Applicable","1970-01-15 00:00:00","Cool",,"BROKER_632",,"N/A","Alchemisity Interactive Group","Gilbert Brown","Male","Evan Bullock","Vaughn and Apperson","North East","Submitted",,"2019-10-07 14:44:49","false",,"0053s000002J4U6AAK",,"Joseph Martin","Irene Ballard","2019-09-12 21:00:13","Reseller","00Q3s000012xgKiEAI",,"true","Gilbert Brown",,,0,0,3,3,3,0
"2019-09-12 21:00:40","Not Applicable","1970-01-15 00:00:00","Warm",,"BROKER_897",,"N/A","Indus MIS","Ruth Stotts","Female","Amanda Long","Insurato","North East","Working",,"2019-10-07 14:44:49","false",,"0053s000002J4UDAA0",,"Joseph Mitchell","Ivy Wickline","2019-09-12 21:00:40","Fields Sales","00Q3s000012xgZSEAY",,"true","Ruth Stotts",,,0,0,5,5,5,0
