"HASRESPONDED","CONTACTNAME","CONTACTEMAIL","LastProcessedDate","CAMPAIGNNAME","NAME","LEADEMAIL","CAMPAIGNISACTIVE","CONTACTMOBILEPHONE","LEADNAME","CAMPAIGNSTATUS","ID","LEADPHONE","CAMPAIGNSTARTDATE","CAMPAIGNID","CAMPAIGNTYPE","TYPE"
"true",,,"2020-05-25","Get Well Campaign","Chad Johnson","chadjohnson@example.com","false",,"Chad Johnson","Planned","00v1U000000oCUDQA2","(1708)-337-1708","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true","Skylar Rodriguez","skylarrodriguez@example.com","2020-05-25","Get Well Campaign","Skylar Rodriguez",,"false","(5792)-181-5792",,"Planned","00v1U000000oCUEQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Arthur Mcclure","arthurmcclure@example.com","2020-05-25","Get Well Campaign","Arthur Mcclure",,"false","(2688)-528-2688",,"Planned","00v1U000000oCUFQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Kody Charles","kodycharles@example.com","2020-05-25","Get Well Campaign","Kody Charles",,"false","(3107)-501-3107",,"Planned","00v1U000000oCUGQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Noel Bradshaw","noelbradshaw@example.com","2020-05-25","Get Well Campaign","Noel Bradshaw",,"false","(8928)-151-8928",,"Planned","00v1U000000oCUHQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false",,,"2020-05-25","Get Well Campaign","Julius Oneill","juliusoneill@example.com","false",,"Julius Oneill","Planned","00v1U000000oCUIQA2","(5274)-349-5274","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","Get Well Campaign","Fisher Arias","fisherarias@example.com","false",,"Fisher Arias","Planned","00v1U000000oCUJQA2","(7330)-943-7330","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false","Conner Lynch","connerlynch@example.com","2020-05-25","Get Well Campaign","Conner Lynch",,"false","(3095)-448-3095",,"Planned","00v1U000000oCUKQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"false","Arym Diamond","arymdiamond@example.com","2020-05-25","Get Well Campaign","Arym Diamond",,"false","(4691)-880-4691",,"Planned","00v1U000000oCULQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Sergio Hoffman","sergiohoffman@example.com","2020-05-25","Get Well Campaign","Sergio Hoffman",,"false","(2525)-351-2525",,"Planned","00v1U000000oCUMQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true",,,"2020-05-25","Get Well Campaign","Marvin Stephenson","marvinstephenson@example.com","false",,"Marvin Stephenson","Planned","00v1U000000oCUNQA2","(2689)-333-2689","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false","Davion Townsend","daviontownsend@example.com","2020-05-25","Get Well Campaign","Davion Townsend",,"false","(8580)-928-8580",,"Planned","00v1U000000oCUOQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Jovany Taylor","jovanytaylor@example.com","2020-05-25","Get Well Campaign","Jovany Taylor",,"false","(8471)-168-8471",,"Planned","00v1U000000oCUPQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Tristen Harding","tristenharding@example.com","2020-05-25","Get Well Campaign","Tristen Harding",,"false","(3690)-959-3690",,"Planned","00v1U000000oCUQQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true",,,"2020-05-25","Get Well Campaign","Joshua Mcknight","joshuamcknight@example.com","false",,"Joshua Mcknight","Planned","00v1U000000oCURQA2","(2059)-495-2059","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","Get Well Campaign","Ernest Peck","ernestpeck@example.com","false",,"Ernest Peck","Planned","00v1U000000oCUSQA2","(1540)-190-1540","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false","Howard Sandoval","howardsandoval@example.com","2020-05-25","Get Well Campaign","Howard Sandoval",,"false","(5580)-642-5580",,"Planned","00v1U000000oCUTQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Jadon Garcia","jadongarcia@example.com","2020-05-25","Get Well Campaign","Jadon Garcia",,"false","(4263)-515-4263",,"Planned","00v1U000000oCUUQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"false","Terrell Valencia","terrellvalencia@example.com","2020-05-25","Get Well Campaign","Terrell Valencia",,"false","(6989)-200-6989",,"Planned","00v1U000000oCUVQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false",,,"2020-05-25","Get Well Campaign","Aedan Miranda","aedanmiranda@example.com","false",,"Aedan Miranda","Planned","00v1U000000oCUWQA2","(7071)-174-7071","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","Get Well Campaign","Alisson Lynn","alissonlynn@example.com","false",,"Alisson Lynn","Planned","00v1U000000oCUXQA2","(6071)-783-6071","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false","Breanna Mclean","breannamclean@example.com","2020-05-25","Get Well Campaign","Breanna Mclean",,"false","(2217)-965-2217",,"Planned","00v1U000000oCUYQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Caitlyn Ruiz","caitlynruiz@example.com","2020-05-25","Get Well Campaign","Caitlyn Ruiz",,"false","(5000)-435-5000",,"Planned","00v1U000000oCUZQA2",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Jovan Allen","jovanallen@example.com","2020-05-25","Get Well Campaign","Jovan Allen",,"false","(3881)-573-3881",,"Planned","00v1U000000oCUaQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Keyon Bullock","keyonbullock@example.com","2020-05-25","Get Well Campaign","Keyon Bullock",,"false","(4046)-349-4046",,"Planned","00v1U000000oCUbQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false",,,"2020-05-25","Get Well Campaign","Peter Salas","petersalas@example.com","false",,"Peter Salas","Planned","00v1U000000oCUcQAM","(4851)-730-4851","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false","Gokul Rao","gokulrao@example.com","2020-05-25","Get Well Campaign","Gokul Rao",,"false","(1398)-273-1398",,"Planned","00v1U000000oCUdQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Sandra Bush","sandrabush@example.com","2020-05-25","Get Well Campaign","Sandra Bush",,"false","(3636)-673-3636",,"Planned","00v1U000000oCUeQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Hector Hernandez","hectorhernandez@example.com","2020-05-25","Get Well Campaign","Hector Hernandez",,"false","(2775)-440-2775",,"Planned","00v1U000000oCUfQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Addyson Knight","addysonknight@example.com","2020-05-25","Get Well Campaign","Addyson Knight",,"false","(7204)-995-7204",,"Planned","00v1U000000oCUgQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true","Camilla Cross","camillacross@example.com","2020-05-25","Get Well Campaign","Camilla Cross",,"false","(6414)-826-6414",,"Planned","00v1U000000oCUhQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Bruno Ibarra","brunoibarra@example.com","2020-05-25","Get Well Campaign","Bruno Ibarra",,"false","(4173)-566-4173",,"Planned","00v1U000000oCUiQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true",,,"2020-05-25","Get Well Campaign","Jaylin Gill","jaylingill@example.com","false",,"Jaylin Gill","Planned","00v1U000000oCUjQAM","(1419)-385-1419","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","Get Well Campaign","Kyle Rhodes","kylerhodes@example.com","false",,"Kyle Rhodes","Planned","00v1U000000oCUkQAM","(2747)-291-2747","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true","Rebecca Berger","rebeccaberger@example.com","2020-05-25","Get Well Campaign","Rebecca Berger",,"false","(8470)-424-8470",,"Planned","00v1U000000oCUlQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true",,,"2020-05-25","Get Well Campaign","Marc Hays","marchays@example.com","false",,"Marc Hays","Planned","00v1U000000oCUmQAM","(5517)-473-5517","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false","Elizabeth Sanford","elizabethsanford@example.com","2020-05-25","Get Well Campaign","Elizabeth Sanford",,"false","(1340)-144-1340",,"Planned","00v1U000000oCUnQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Jalen Savage","jalensavage@example.com","2020-05-25","Get Well Campaign","Jalen Savage",,"false","(2359)-402-2359",,"Planned","00v1U000000oCUoQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true",,,"2020-05-25","Get Well Campaign","Jaydin Herrera","jaydinherrera@example.com","false",,"Jaydin Herrera","Planned","00v1U000000oCUpQAM","(3714)-837-3714","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","Get Well Campaign","Deven Murray","devenmurray@example.com","false",,"Deven Murray","Planned","00v1U000000oCUqQAM","(7668)-374-7668","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true","Brayan Arroyo","brayanarroyo@example.com","2020-05-25","Get Well Campaign","Brayan Arroyo",,"false","(4281)-213-4281",,"Planned","00v1U000000oCUrQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"true","Aydan Bates","aydanbates@example.com","2020-05-25","Get Well Campaign","Aydan Bates",,"false","(5884)-948-5884",,"Planned","00v1U000000oCUsQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Matthias Mathis","matthiasmathis@example.com","2020-05-25","Get Well Campaign","Matthias Mathis",,"false","(5116)-808-5116",,"Planned","00v1U000000oCUtQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Mayra Armstrong","mayraarmstrong@example.com","2020-05-25","Get Well Campaign","Mayra Armstrong",,"false","(7911)-736-7911",,"Planned","00v1U000000oCUuQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"true",,,"2020-05-25","Get Well Campaign","Amirah Bolton","amirahbolton@example.com","false",,"Amirah Bolton","Planned","00v1U000000oCUvQAM","(5204)-152-5204","2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Lead and Referral"
"true","Gwendolyn Baker","gwendolynbaker@example.com","2020-05-25","Get Well Campaign","Gwendolyn Baker",,"false","(3603)-689-3603",,"Planned","00v1U000000oCUwQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Prospect"
"false","Keely Lutz","keelylutz@example.com","2020-05-25","Get Well Campaign","Keely Lutz",,"false","(7143)-499-7143",,"Planned","00v1U000000oCUxQAM",,"2019-07-29","7011U000000UMJTQA4","Seminar / Conference","Contact"
"false","Kenyon Hays","kenyonhays@example.com","2020-05-25","New retirement plg campaign","Kenyon Hays",,"true","(2464)-552-2464",,"In Progress","00v1U000000oCUyQAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Jaylon Stevenson","jaylonstevenson@example.com","2020-05-25","New retirement plg campaign","Jaylon Stevenson",,"true","(3534)-729-3534",,"In Progress","00v1U000000oCUzQAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Aryanna Hobbs","aryannahobbs@example.com","2020-05-25","New retirement plg campaign","Aryanna Hobbs",,"true","(2912)-902-2912",,"In Progress","00v1U000000oCV0QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true",,,"2020-05-25","New retirement plg campaign","Kira Black","kirablack@example.com","true",,"Kira Black","In Progress","00v1U000000oCV1QAM","(4936)-192-4936","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Mary Frey","maryfrey@example.com","2020-05-25","New retirement plg campaign","Mary Frey",,"true","(9063)-732-9063",,"In Progress","00v1U000000oCV2QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Ryder Mills","rydermills@example.com","2020-05-25","New retirement plg campaign","Ryder Mills",,"true","(8582)-996-8582",,"In Progress","00v1U000000oCV3QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Moses Schneider","mosesschneider@example.com","2020-05-25","New retirement plg campaign","Moses Schneider",,"true","(1487)-107-1487",,"In Progress","00v1U000000oCV4QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"false","Victor Murray","victormurray@example.com","2020-05-25","New retirement plg campaign","Victor Murray",,"true","(5487)-505-5487",,"In Progress","00v1U000000oCV5QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Reagan Bond","reaganbond@example.com","2020-05-25","New retirement plg campaign","Reagan Bond",,"true","(7502)-360-7502",,"In Progress","00v1U000000oCV6QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"true",,,"2020-05-25","New retirement plg campaign","Shaun Duran","shaunduran@example.com","true",,"Shaun Duran","In Progress","00v1U000000oCV7QAM","(2011)-220-2011","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true","Giovanny Avila","giovannyavila@example.com","2020-05-25","New retirement plg campaign","Giovanny Avila",,"true","(4176)-590-4176",,"In Progress","00v1U000000oCV8QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"false","Raida Potts","raidapotts@example.com","2020-05-25","New retirement plg campaign","Raida Potts",,"true","(1824)-322-1824",,"In Progress","00v1U000000oCV9QAM",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Alessandro Parrish","alessandroparrish@example.com","2020-05-25","New retirement plg campaign","Alessandro Parrish",,"true","(7416)-818-7416",,"In Progress","00v1U000000oCVAQA2",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Samara Campos","samaracampos@example.com","2020-05-25","New retirement plg campaign","Samara Campos",,"true","(2451)-443-2451",,"In Progress","00v1U000000oCVBQA2",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Emma Jacobson","emmajacobson@example.com","2020-05-25","New retirement plg campaign","Emma Jacobson",,"true","(3446)-347-3446",,"In Progress","00v1U000000oCVCQA2",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"true","Vance Compton","vancecompton@example.com","2020-05-25","New retirement plg campaign","Vance Compton",,"true","(9918)-283-9918",,"In Progress","00v1U000000oCVDQA2",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Nora Sandoval","norasandoval@example.com","2020-05-25","New retirement plg campaign","Nora Sandoval",,"true","(8431)-117-8431",,"In Progress","00v1U000000oCVEQA2",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false",,,"2020-05-25","New retirement plg campaign","Gillian Reynolds","gillianreynolds@example.com","true",,"Gillian Reynolds","In Progress","00v1U000000oCVFQA2","(8261)-676-8261","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true","Vance Compton","vancecompton@example.com","2020-05-25","New retirement plg campaign","Vance Compton",,"true","(3339)-920-3339",,"In Progress","00v1U000000oCYQQA2",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"true","Nora Sandoval","norasandoval@example.com","2020-05-25","New retirement plg campaign","Nora Sandoval",,"true","(5164)-132-5164",,"In Progress","00v1U000000oCYRQA2",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"false",,,"2020-05-25","New retirement plg campaign","Gillian Reynolds","gillianreynolds@example.com","true",,"Gillian Reynolds","In Progress","00v1U000000oCYSQA2","(5738)-704-5738","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Quinton Harrell","quintonharrell@example.com","2020-05-25","New retirement plg campaign","Quinton Harrell",,"true","(4063)-702-4063",,"In Progress","00v1U000000o1TPQAY",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Stephen Harrell","stephenharrell@example.com","2020-05-25","New retirement plg campaign","Stephen Harrell",,"true","(9926)-290-9926",,"In Progress","00v1U000000o1TQQAY",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Sidney Abbott","sidneyabbott@example.com","2020-05-25","New retirement plg campaign","Sidney Abbott",,"true","(8452)-410-8452",,"In Progress","00v1U000000o1TRQAY",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true",,,"2020-05-25","New retirement plg campaign","Alejandro Bates","alejandrobates@example.com","true",,"Alejandro Bates","In Progress","00v1U000000o1TSQAY","(2037)-804-2037","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","New retirement plg campaign","Kameron Porter","kameronporter@example.com","true",,"Kameron Porter","In Progress","00v1U000000o1TTQAY","(3207)-420-3207","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","New retirement plg campaign","Emilio Murillo","emiliomurillo@example.com","true",,"Emilio Murillo","In Progress","00v1U000000o1TUQAY","(9314)-935-9314","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","New retirement plg campaign","Andreas Roy","andreasroy@example.com","true",,"Andreas Roy","In Progress","00v1U000000o1TVQAY","(7227)-821-7227","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Agustin Hodges","agustinhodges@example.com","2020-05-25","New retirement plg campaign","Agustin Hodges",,"true","(1061)-740-1061",,"In Progress","00v1U000000o1TWQAY",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"false","Deangelo Elliott","deangeloelliott@example.com","2020-05-25","New retirement plg campaign","Deangelo Elliott",,"true","(2579)-820-2579",,"In Progress","00v1U000000o1TXQAY",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Davon David","davondavid@example.com","2020-05-25","New retirement plg campaign","Davon David",,"true","(2644)-263-2644",,"In Progress","00v1U000000o1TYQAY",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false",,,"2020-05-25","New retirement plg campaign","Cason Bullock","casonbullock@example.com","true",,"Cason Bullock","In Progress","00v1U000000o1TZQAY","(5414)-293-5414","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","New retirement plg campaign","Gerald Woodward","geraldwoodward@example.com","true",,"Gerald Woodward","In Progress","00v1U000000o1TaQAI","(6740)-356-6740","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Mathew Ibarra","mathewibarra@example.com","2020-05-25","New retirement plg campaign","Mathew Ibarra",,"true","(7783)-636-7783",,"In Progress","00v1U000000o1TbQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"true","Remington Cowan","remingtoncowan@example.com","2020-05-25","New retirement plg campaign","Remington Cowan",,"true","(7799)-663-7799",,"In Progress","00v1U000000o1TcQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true",,,"2020-05-25","New retirement plg campaign","Chad Johnson","chadjohnson@example.com","true",,"Chad Johnson","In Progress","00v1U000000o1TdQAI","(1681)-272-1681","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true","Skylar Rodriguez","skylarrodriguez@example.com","2020-05-25","New retirement plg campaign","Skylar Rodriguez",,"true","(1825)-942-1825",,"In Progress","00v1U000000o1TeQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Arthur Mcclure","arthurmcclure@example.com","2020-05-25","New retirement plg campaign","Arthur Mcclure",,"true","(9008)-701-9008",,"In Progress","00v1U000000o1TfQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"true",,,"2020-05-25","New retirement plg campaign","Kody Charles","kodycharles@example.com","true",,"Kody Charles","In Progress","00v1U000000o1TgQAI","(1644)-196-1644","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","New retirement plg campaign","Noel Bradshaw","noelbradshaw@example.com","true",,"Noel Bradshaw","In Progress","00v1U000000o1ThQAI","(7127)-382-7127","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Julius Oneill","juliusoneill@example.com","2020-05-25","New retirement plg campaign","Julius Oneill",,"true","(9014)-195-9014",,"In Progress","00v1U000000o1TiQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"true","Fisher Arias","fisherarias@example.com","2020-05-25","New retirement plg campaign","Fisher Arias",,"true","(7228)-160-7228",,"In Progress","00v1U000000o1TjQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true",,,"2020-05-25","New retirement plg campaign","Conner Lynch","connerlynch@example.com","true",,"Conner Lynch","In Progress","00v1U000000o1TkQAI","(8064)-540-8064","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true",,,"2020-05-25","New retirement plg campaign","Arym Diamond","arymdiamond@example.com","true",,"Arym Diamond","In Progress","00v1U000000o1TlQAI","(4282)-376-4282","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Sergio Hoffman","sergiohoffman@example.com","2020-05-25","New retirement plg campaign","Sergio Hoffman",,"true","(4739)-963-4739",,"In Progress","00v1U000000o1TmQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Marvin Stephenson","marvinstephenson@example.com","2020-05-25","New retirement plg campaign","Marvin Stephenson",,"true","(2070)-172-2070",,"In Progress","00v1U000000o1TnQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false",,,"2020-05-25","New retirement plg campaign","Davion Townsend","daviontownsend@example.com","true",,"Davion Townsend","In Progress","00v1U000000o1ToQAI","(7330)-896-7330","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Jovany Taylor","jovanytaylor@example.com","2020-05-25","New retirement plg campaign","Jovany Taylor",,"true","(8602)-485-8602",,"In Progress","00v1U000000o1TpQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Tristen Harding","tristenharding@example.com","2020-05-25","New retirement plg campaign","Tristen Harding",,"true","(8035)-978-8035",,"In Progress","00v1U000000o1TqQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"false",,,"2020-05-25","New retirement plg campaign","Joshua Mcknight","joshuamcknight@example.com","true",,"Joshua Mcknight","In Progress","00v1U000000o1TrQAI","(4031)-997-4031","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Ernest Peck","ernestpeck@example.com","2020-05-25","New retirement plg campaign","Ernest Peck",,"true","(1601)-404-1601",,"In Progress","00v1U000000o1TsQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true",,,"2020-05-25","New retirement plg campaign","Howard Sandoval","howardsandoval@example.com","true",,"Howard Sandoval","In Progress","00v1U000000o1TtQAI","(8148)-785-8148","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false",,,"2020-05-25","New retirement plg campaign","Jadon Garcia","jadongarcia@example.com","true",,"Jadon Garcia","In Progress","00v1U000000o1TuQAI","(1418)-175-1418","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true","Terrell Valencia","terrellvalencia@example.com","2020-05-25","New retirement plg campaign","Terrell Valencia",,"true","(3877)-473-3877",,"In Progress","00v1U000000o1TvQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"false","Aedan Miranda","aedanmiranda@example.com","2020-05-25","New retirement plg campaign","Aedan Miranda",,"true","(5067)-389-5067",,"In Progress","00v1U000000o1TwQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Alisson Lynn","alissonlynn@example.com","2020-05-25","New retirement plg campaign","Alisson Lynn",,"true","(7691)-457-7691",,"In Progress","00v1U000000o1TxQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Breanna Mclean","breannamclean@example.com","2020-05-25","New retirement plg campaign","Breanna Mclean",,"true","(5132)-304-5132",,"In Progress","00v1U000000o1TyQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Prospect"
"true","Caitlyn Ruiz","caitlynruiz@example.com","2020-05-25","New retirement plg campaign","Caitlyn Ruiz",,"true","(8014)-235-8014",,"In Progress","00v1U000000o1TzQAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"true",,,"2020-05-25","New retirement plg campaign","Jovan Allen","jovanallen@example.com","true",,"Jovan Allen","In Progress","00v1U000000o1U0QAI","(4426)-532-4426","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"true","Keyon Bullock","keyonbullock@example.com","2020-05-25","New retirement plg campaign","Keyon Bullock",,"true","(9163)-105-9163",,"In Progress","00v1U000000o1U1QAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false","Peter Salas","petersalas@example.com","2020-05-25","New retirement plg campaign","Peter Salas",,"true","(2446)-331-2446",,"In Progress","00v1U000000o1U2QAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false",,,"2020-05-25","New retirement plg campaign","Gokul Rao","gokulrao@example.com","true",,"Gokul Rao","In Progress","00v1U000000o1U3QAI","(3661)-212-3661","2019-09-23","7011U000000USlzQAG","Seminar / Conference","Lead and Referral"
"false","Sandra Bush","sandrabush@example.com","2020-05-25","New retirement plg campaign","Sandra Bush",,"true","(4263)-643-4263",,"In Progress","00v1U000000o1U4QAI",,"2019-09-23","7011U000000USlzQAG","Seminar / Conference","Contact"
"false",,,"2020-05-25","educate the clients about new 401k plan","Hector Hernandez","hectorhernandez@example.com","true",,"Hector Hernandez","Completed","00v1U000000o1U5QAI","(3108)-952-3108","2019-11-18","7011U000000USWTQA4","Event","Lead and Referral"
"true",,,"2020-05-25","educate the clients about new 401k plan","Addyson Knight","addysonknight@example.com","true",,"Addyson Knight","Completed","00v1U000000o1U6QAI","(5523)-719-5523","2019-11-18","7011U000000USWTQA4","Event","Lead and Referral"
"false",,,"2020-05-25","educate the clients about new 401k plan","Camilla Cross","camillacross@example.com","true",,"Camilla Cross","Completed","00v1U000000o1U7QAI","(3676)-766-3676","2019-11-18","7011U000000USWTQA4","Event","Lead and Referral"
"false","Bruno Ibarra","brunoibarra@example.com","2020-05-25","educate the clients about new 401k plan","Bruno Ibarra",,"true","(1430)-776-1430",,"Completed","00v1U000000o1U8QAI",,"2019-11-18","7011U000000USWTQA4","Event","Prospect"
"true","Jaylin Gill","jaylingill@example.com","2020-05-25","educate the clients about new 401k plan","Jaylin Gill",,"true","(8728)-155-8728",,"Completed","00v1U000000o1U9QAI",,"2019-11-18","7011U000000USWTQA4","Event","Prospect"
"true","Kyle Rhodes","kylerhodes@example.com","2020-05-25","educate the clients about new 401k plan","Kyle Rhodes",,"true","(2230)-537-2230",,"Completed","00v1U000000o1UAQAY",,"2019-11-18","7011U000000USWTQA4","Event","Contact"
