"OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","ACCOUNTSERVICEMODEL","CREATEDDATE","OWNERCITY","STATUS","ACCOUNTOWNERNAME","RECORDTYPENAME","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","ID","TYPE","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","SUBJECT","OWNEREMAIL","ACCOUNTAUM"
"0051U000005JQyrQAG","Individual","Customer","IL","2019-09-05","High","Tier 1","2019-09-23","Chicago","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000Kcp1JQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-6-0011U00000Kcp1JQAR","Meeting","Growth","Client Retention","Task","Adams Charitable Trust","Inexperienced","2020-05-25","Millennials","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",3611486
"0051U000005L4E9QAK","Individual","Customer","CA","2019-09-13","Event","Tier 1","2019-09-23","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFa0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFa0QAF","Other","Balanced Growth","Client Retention","Event","Kelsie Byers","Inexperienced","2020-05-25","Retired","Brenda Banker","Summit","sunil.dixit@example.com",165924
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-09-11","High","Tier 2","2019-09-23","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZQQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFZQQA3","Other","Aggressive Growth","Service","Task","Nero Cortez","Moderately Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Summit","allen.advisor@example.com",622392
"0051U000005L6eJQAS","Household","Customer","FL","2019-09-09","High","Tier 1","2019-09-23","Florida","In Progress","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFXzQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-4-0011U00000KuFXzQAN","Email","Growth","Onboarding","Task","Seth Frost","Experienced","2020-05-25","Millennials","Chelsea Advisor","Evaluate Refinancing Loan","ryan.dobson@example.com",411214
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-27","Event","Tier 1","2019-09-23","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFYnQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFYnQAN","Email","Balanced Growth","Prospecting","Event","Kirestin Wilkins","Inexperienced","2020-05-25","Millennials","Allen Advisor","Sync Up","allen.advisor@example.com",132173
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-09-18","Normal","Tier 2","2019-09-23","San Francisco","Completed","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFakQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFakQAF","Call","Balanced Growth","Client Retention","Call","Hannah Perkins","Inexperienced","2020-05-25","Millennials","Brenda Banker","Call Hannah Perkins","sunil.dixit@example.com",388515
"0051U000005L6eJQAS","Individual","Customer","FL","2019-09-13","Event","Tier 3","2019-09-23","Florida","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFYoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000KuFYoQAN","Other","Income","Client Retention","Event","Calvin Rutledge","Moderately Experienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Send Birthday Gift","ryan.dobson@example.com",182742
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-09-19","Normal","Tier 1","2019-09-23","San Francisco","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFY9QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-3-0011U00000KuFY9QAN","Other","Income","Prospecting","Task","Ruby Vargas","Moderately Inexperienced","2020-05-25","High Net Worth Families","Brenda Banker","Lunch Meeting","sunil.dixit@example.com",579408
"0051U000005KhW6QAK","Household","Customer","NY","2019-08-28","Normal","Tier 3","2019-09-23","New York","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFaJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-2-0011U00000KuFaJQAV","Meeting","Aggressive Growth","Onboarding","Task","Clinton Merrill","Moderately Inexperienced","2020-05-25","Retired","Mark Garet","Summit","mark.garet@example.com",230506
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-09-13","Normal","Tier 2","2019-09-23","San Francisco","Not Started","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFaKQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFaKQAV","Email","Balanced Growth","Onboarding","Task","Paki Coleman","Inexperienced","2020-05-25","Retired","Brenda Banker","Sync Up","sunil.dixit@example.com",372694
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-09-15","Event","Tier 1","2019-09-23","Florida","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFZ6QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-1-0011U00000KuFZ6QAN","Email","Income","Service","Event","Ferdinand Jennings","Moderately Inexperienced","2020-05-25","High Net Worth Families","Chelsea Advisor","Summit","ryan.dobson@example.com",527361
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-09-22","Event","Tier 2","2019-09-23","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFXkQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-5-0011U00000KuFXkQAN","Call","Aggressive Growth","Prospecting","Event","Idola Le","Inexperienced","2020-05-25","Affluent Professionals","Brenda Banker","Call Idola Le","sunil.dixit@example.com",710591
"0051U000005KhW6QAK","Person Account","Customer","NY","2019-09-08","High","Tier 2","2019-09-23","New York","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZCQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-2-0011U00000KuFZCQA3","Meeting","Balanced Growth","Service","Task","Edward Wood","Inexperienced","2020-05-25","Millennials","Mark Garet","Lunch Meeting","mark.garet@example.com",604872
"0051U000005JQyrQAG","Household","Customer","IL","2019-09-14","Event","Tier 1","2019-09-23","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000Kcp1KQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-5-0011U00000Kcp1KQAR","Other","Balanced Growth","Onboarding","Event","Adams Household","Moderately Experienced","2020-05-25","Millennials","Allen Advisor","Lunch Meeting","allen.advisor@example.com",3525820
"0051U000005L6eJQAS","Individual","Customer","FL","2019-09-13","High","Tier 3","2019-09-23","Florida","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000Kcp1OQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-3-0011U00000Kcp1OQAR","Other","Aggressive Growth","Prospecting","Task","Smith, Kohl and Company","Experienced","2020-05-25","Affluent Professionals","Chelsea Advisor","Discussion","ryan.dobson@example.com",7658593
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-25","Event","Tier 1","2019-09-23","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFagQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFagQAF","Email","Balanced Growth","Onboarding","Event","Ashton Fry","Experienced","2020-05-25","Mass Market","Allen Advisor","Summit","allen.advisor@example.com",498081
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-09-07","High","Tier 2","2019-09-23","Chicago","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFalQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFalQAF","Other","Balanced Growth","Onboarding","Task","Eleanor Callahan","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Lunch Meeting","allen.advisor@example.com",280136
"0051U000005L6eJQAS","Individual","Customer","FL","2019-10-13","Normal","Tier 1","2019-10-21","Florida","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFa0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000KuFa0QAF","Call","Balanced Growth","Onboarding","Call","Kelsie Byers","Inexperienced","2020-05-25","Retired","Chelsea Advisor","Call Kelsie Byers","ryan.dobson@example.com",167533
"0051U000005L4E9QAK","Household","Customer","CA","2019-10-18","Normal","Tier 2","2019-10-21","San Francisco","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFa6QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFa6QAF","Call","Aggressive Growth","Prospecting","Call","Jason Blanchard","Inexperienced","2020-05-25","Millennials","Brenda Banker","Call Jason Blanchard","sunil.dixit@example.com",54497
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-09-28","Event","Tier 3","2019-10-21","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFaAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFaAQAV","Meeting","Growth","Service","Event","Dustin Sheppard","Experienced","2020-05-25","High Net Worth Families","Brenda Banker","Discussion","sunil.dixit@example.com",457465
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-10-07","Normal","Tier 3","2019-10-21","San Francisco","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXIQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-3-0011U00000KuFXIQA3","Other","Income","Service","Task","Wallace Summers","Moderately Experienced","2020-05-25","Mass Market","Brenda Banker","Quarterly Earnings Summary","sunil.dixit@example.com",67642
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-15","High","Tier 1","2019-10-21","Chicago","In Progress","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFXRQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-4-0011U00000KuFXRQA3","Email","Growth","Onboarding","Task","Sloane Holland","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Discussion","allen.advisor@example.com",682743
"0051U000005JQyrQAG","Household","Customer","IL","2019-10-16","Event","Tier 3","2019-10-21","Chicago","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFaJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFaJQAV","Call","Aggressive Growth","Onboarding","Event","Clinton Merrill","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Call Clinton Merrill","allen.advisor@example.com",231114
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-10-04","Event","Tier 1","2019-10-21","San Francisco","Event","Chelsea Advisor","Advisor Event","Manager","Call","0011U00000KuFaPQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFaPQAV","Call","Growth","Service","Event","Magee Chapman","Experienced","2020-05-25","Millennials","Brenda Banker","Call Magee Chapman","sunil.dixit@example.com",350246
"0051U000005JQyrQAG","Individual","Customer","IL","2019-09-25","Normal","Tier 3","2019-10-21","Chicago","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFXfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFXfQAN","Meeting","Aggressive Growth","Onboarding","Task","Xanthus Wilkins","Moderately Experienced","2020-05-25","Retired","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",655195
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-09-28","Event","Tier 1","2019-10-21","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Call","0011U00000KuFXgQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFXgQAN","Call","Balanced Growth","Prospecting","Event","Palmer Macdonald","Inexperienced","2020-05-25","Millennials","Allen Advisor","Call Palmer Macdonald","allen.advisor@example.com",176259
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-03","Normal","Tier 2","2019-10-21","Chicago","Open","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFXjQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-5-0011U00000KuFXjQAN","Other","Aggressive Growth","Onboarding","Task","Dorian Newton","Inexperienced","2020-05-25","Mass Market","Allen Advisor","Discussion","allen.advisor@example.com",333092
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-10-03","High","Tier 1","2019-10-21","San Francisco","In Progress","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFaWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFaWQAV","Meeting","Income","Service","Task","Chastity Stevens","Inexperienced","2020-05-25","Mass Market","Brenda Banker","Summit","sunil.dixit@example.com",382510
"0051U000005KhW6QAK","Individual","Customer","NY","2019-10-01","Event","Tier 1","2019-10-21","New York","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFaXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-0-0011U00000KuFaXQAV","Email","Growth","Prospecting","Event","Asher Moore","Moderately Experienced","2020-05-25","Retired","Mark Garet","Sync Up","mark.garet@example.com",658410
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-08","High","Tier 1","2019-10-21","Chicago","In Progress","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFagQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFagQAF","Meeting","Balanced Growth","Client Retention","Task","Ashton Fry","Experienced","2020-05-25","Mass Market","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",498712
"0051U000005JQyrQAG","Individual","Customer","IL","2019-10-09","High","Tier 2","2019-10-21","Chicago","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFY8QAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFY8QAN","Other","Income","Service","Task","Ava Bean","Moderately Inexperienced","2020-05-25","Retired","Allen Advisor","Summit","allen.advisor@example.com",0
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-10-14","Event","Tier 2","2019-10-21","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Call","0011U00000KuFaoQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFaoQAF","Call","Aggressive Growth","Service","Event","Calvin Morris","Moderately Inexperienced","2020-05-25","Affluent Professionals","Brenda Banker","Call Calvin Morris","sunil.dixit@example.com",242413
"0051U000005JQyrQAG","Household","Customer","IL","2019-10-12","High","Tier 1","2019-10-21","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFasQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFasQAF","Other","Aggressive Growth","Prospecting","Task","Kim Payne","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Lunch Meeting","allen.advisor@example.com",328414
"0051U000005JQyrQAG","Individual","Customer","IL","2019-10-20","Normal","Tier 3","2019-10-21","Chicago","Completed","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFYfQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFYfQAN","Other","Aggressive Growth","Prospecting","Task","Raja Oneal","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Sync Up","allen.advisor@example.com",573974
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-02","High","Tier 3","2019-10-21","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYtQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-4-0011U00000KuFYtQAN","Call","Income","Client Retention","Call","Fuller Cooley","Experienced","2020-05-25","Retired","Allen Advisor","Call Fuller Cooley","allen.advisor@example.com",205163
"0051U000005L4E9QAK","Household","Customer","CA","2019-09-23","High","Tier 3","2019-10-21","San Francisco","Not Started","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFYuQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFYuQAN","Call","Growth","Client Retention","Call","Mannix Best","Experienced","2020-05-25","High Net Worth Families","Brenda Banker","Call Mannix Best","sunil.dixit@example.com",456858
"0051U000005KhW6QAK","Household","Customer","NY","2019-10-06","Event","Tier 1","2019-10-21","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFYxQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-1-0011U00000KuFYxQAN","Email","Balanced Growth","Client Retention","Event","Noah Rosa","Inexperienced","2020-05-25","Affluent Professionals","Mark Garet","Discussion","mark.garet@example.com",444612
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-09-24","Event","Tier 1","2019-10-21","Chicago","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFZRQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZRQA3","Meeting","Growth","Prospecting","Event","Solomon Pearson","Inexperienced","2020-05-25","Retired","Allen Advisor","Send Birthday Gift","allen.advisor@example.com",714410
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-14","High","Tier 1","2019-10-21","Chicago","Completed","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000KuFZXQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFZXQA3","Other","Income","Client Retention","Task","Hayes Marsh","Moderately Experienced","2020-05-25","Retired","Allen Advisor","Discussion","allen.advisor@example.com",592719
"0051U000005JQyrQAG","Individual","Customer","IL","2019-10-14","Normal","Tier 1","2019-10-21","Chicago","Open","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZhQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-1-0011U00000KuFZhQAN","Meeting","Balanced Growth","Onboarding","Task","Thor Jefferson","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Discussion","allen.advisor@example.com",812479
"0051U000005L6eJQAS","Household","Customer","FL","2019-09-23","Event","Tier 3","2019-10-21","Florida","Event","Brenda Banker","Advisor Event","Manager","Call","0011U00000KuFZnQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-2-0011U00000KuFZnQAN","Call","Growth","Service","Event","Nina Sparks","Experienced","2020-05-25","Millennials","Chelsea Advisor","Call Nina Sparks","ryan.dobson@example.com",501392
"0051U000005JQyrQAG","Household","Customer","IL","2019-10-19","Event","Tier 2","2019-10-21","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFZoQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFZoQAN","Meeting","Balanced Growth","Onboarding","Event","Reese Valentine","Experienced","2020-05-25","Millennials","Allen Advisor","Evaluate Refinancing Loan","allen.advisor@example.com",1134514
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-04","Event","Tier 2","2019-10-21","Chicago","Event","Brenda Banker","Advisor Event","Manager","Call","0011U00000KuFZtQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFZtQAN","Call","Aggressive Growth","Onboarding","Event","Alvin Franco","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Call Alvin Franco","allen.advisor@example.com",536553
"0051U000005L4E9QAK","Household","Customer","CA","2019-10-11","High","Tier 1","2019-10-21","San Francisco","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFZwQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-1-0011U00000KuFZwQAN","Meeting","Growth","Onboarding","Task","Rhoda Odom","Inexperienced","2020-05-25","Affluent Professionals","Brenda Banker","Evaluate Refinancing Loan","sunil.dixit@example.com",755977
"0051U000005KhW6QAK","Individual","Customer","NY","2019-10-16","Event","Tier 3","2019-10-21","New York","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFZxQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-2-0011U00000KuFZxQAN","Meeting","Income","Onboarding","Event","Charissa Newton","Experienced","2020-05-25","Retired","Mark Garet","Summit","mark.garet@example.com",461409
"0051U000005L4E9QAK","Household","Customer","CA","2019-10-19","Event","Tier 1","2019-10-21","San Francisco","Event","Chelsea Advisor","Advisor Event","Manager","Call","0011U00000Kcp1KQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-6-0011U00000Kcp1KQAR","Call","Balanced Growth","Service","Event","Adams Household","Moderately Experienced","2020-05-25","Millennials","Brenda Banker","Call Adams Household","sunil.dixit@example.com",3809554
"0051U000005L6eJQAS","Person Account","Customer","FL","2019-10-10","Normal","Tier 2","2019-10-21","Florida","Completed","Brenda Banker","Advisor Task","Manager","Event","0011U00000Kcp1NQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","Activity-5-0011U00000Kcp1NQAR","Other","Balanced Growth","Onboarding","Task","Rachel Adams","Moderately Inexperienced","2020-05-25","Millennials","Chelsea Advisor","Quarterly Earnings Summary","ryan.dobson@example.com",4399882
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-07","Event","Tier 1","2019-10-21","Chicago","Event","Mark Garet","Advisor Event","Manager","Call","0011U00000KuFamQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-0-0011U00000KuFamQAF","Call","Growth","Client Retention","Event","Maisie Kelly","Inexperienced","2020-05-25","Millennials","Allen Advisor","Call Maisie Kelly","allen.advisor@example.com",433971
"0051U000005JQyrQAG","Individual","Customer","IL","2019-11-12","Event","Tier 1","2019-11-18","Chicago","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000Kcp1JQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-7-0011U00000Kcp1JQAR","Email","Growth","Service","Event","Adams Charitable Trust","Inexperienced","2020-05-25","Millennials","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",4170842
"0051U000005KhW6QAK","Household","Customer","NY","2019-11-09","High","Tier 1","2019-11-18","New York","Completed","Chelsea Advisor","Advisor Task","Manager","Event","0011U00000Kcp1KQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-7-0011U00000Kcp1KQAR","Meeting","Balanced Growth","Prospecting","Task","Adams Household","Moderately Experienced","2020-05-25","Millennials","Mark Garet","Evaluate Refinancing Loan","mark.garet@example.com",4032940
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-11-09","Event","Tier 2","2019-11-18","San Francisco","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000Kcp1MQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-4-0011U00000Kcp1MQAR","Meeting","Growth","Onboarding","Event","Nigel Adams","Experienced","2020-05-25","Mass Market","Brenda Banker","Lunch Meeting","sunil.dixit@example.com",8424182
"0051U000005JQyrQAG","Household","Customer","IL","2019-11-15","High","Tier 3","2019-11-18","Chicago","Completed","Allen Advisor","Advisor Task","Manager","Event","0011U00000Kcp1PQAR","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-7-0011U00000Kcp1PQAR","Call","Income","Client Retention","Call","Symonds Household","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Call Symonds Household","allen.advisor@example.com",4129491
"0051U000005JQyrQAG","Individual","Customer","IL","2019-10-27","Normal","Tier 1","2019-11-18","Chicago","In Progress","Allen Advisor","Advisor Task","Manager","Event","0011U00000KuFXHQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-2-0011U00000KuFXHQA3","Email","Income","Onboarding","Task","Hedley Church","Experienced","2020-05-25","Affluent Professionals","Allen Advisor","Lunch Meeting","allen.advisor@example.com",0
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-10-26","High","Tier 3","2019-11-18","Chicago","In Progress","Brenda Banker","Advisor Task","Manager","Event","0011U00000KuFXLQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-3-0011U00000KuFXLQA3","Meeting","Aggressive Growth","Prospecting","Task","Akeem Head","Moderately Experienced","2020-05-25","Mass Market","Allen Advisor","Quarterly Earnings Summary","allen.advisor@example.com",179153
"0051U000005JQyrQAG","Person Account","Customer","IL","2019-11-03","Event","Tier 1","2019-11-18","Chicago","Event","Chelsea Advisor","Advisor Event","Manager","Event","0011U00000KuFXRQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","Activity-5-0011U00000KuFXRQA3","Meeting","Growth","Prospecting","Event","Sloane Holland","Moderately Inexperienced","2020-05-25","Affluent Professionals","Allen Advisor","Sync Up","allen.advisor@example.com",684554
"0051U000005KhW6QAK","Individual","Customer","NY","2019-11-14","Event","Tier 1","2019-11-18","New York","Event","Allen Advisor","Advisor Event","Manager","Event","0011U00000KuFXUQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","Activity-4-0011U00000KuFXUQA3","Other","Growth","Prospecting","Event","Britanni Garcia","Moderately Experienced","2020-05-25","Millennials","Mark Garet","Discussion","mark.garet@example.com",470201
"0051U000005L4E9QAK","Individual","Customer","CA","2019-11-15","High","Tier 1","2019-11-18","San Francisco","Completed","Mark Garet","Advisor Task","Manager","Event","0011U00000KuFXWQA3","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-2-0011U00000KuFXWQA3","Meeting","Growth","Prospecting","Task","Grant Cline","Inexperienced","2020-05-25","Mass Market","Brenda Banker","Sync Up","sunil.dixit@example.com",306757
"0051U000005L4E9QAK","Person Account","Customer","CA","2019-11-10","Event","Tier 1","2019-11-18","San Francisco","Event","Brenda Banker","Advisor Event","Manager","Event","0011U00000KuFXbQAN","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","Activity-0-0011U00000KuFXbQAN","Meeting","Aggressive Growth","Client Retention","Event","Kato Vega","Inexperienced","2020-05-25","Millennials","Brenda Banker","Lunch Meeting","sunil.dixit@example.com",160976
