SnapshotDate,SnapshotTextDate,Id,CreatedDate,AccountId,AccountName,AccountMarketingSegment,AccountInvestmentObjectives,AccountServiceModel,AccountOwnerName,Name,AchievedPercentage,AchievedPercentageRange,ActualValue,TargetValue,TargetDate,Type,YearsUntilTarget,LastProcessedDate
2019-11-18,2019-11-18,a091U000005MX1gQAG,2019-03-25,0011U00000KuFZOQA3,Amity Schroeder,Retired,Aggressive Growth,Tier 1,Allen Advisor,Amity Schroeder Other,19.351963565613417,2. <=25%,17804,92001,2022-08-28,Other,2,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1bQAG,2019-04-01,0011U00000KuFZRQA3,Solomon Pearson,Retired,Growth,Tier 1,Brenda Banker,Solomon Pearson Retirement,42.25001928520143,3. 26-50%,142402,337046,2068-03-19,Retirement,47,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1cQAG,2019-04-08,0011U00000KuFZaQAN,Cecilia Copeland,Affluent Professionals,Growth,Tier 3,Allen Advisor,Cecilia Copeland Vacation Home,14.822362488728585,2. <=25%,16438,110900,2021-02-19,Home Purchase,0,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1bQAG,2019-04-08,0011U00000KuFZaQAN,Cecilia Copeland,Affluent Professionals,Growth,Tier 3,Allen Advisor,Cecilia Copeland Retirement,13.778040385379523,2. <=25%,53399,387566,2052-03-30,Retirement,31,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1gQAG,2019-05-27,0011U00000KuFZyQAN,Lucian Franklin,Mass Market,Growth,Tier 1,Chelsea Advisor,Lucian Franklin Other,34.17661475215432,3. 26-50%,43230,126490,2021-03-05,Other,0,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1cQAG,2019-06-03,0011U00000KuFa1QAF,Kiayada Francis,Retired,Growth,Tier 1,Chelsea Advisor,Kiayada Francis Vacation Home,41.671258474880815,3. 26-50%,34788,83482,2021-06-14,Home Purchase,1,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1WQAW,2019-06-24,0011U00000KuFaAQAV,Dustin Sheppard,High Net Worth Families,Growth,Tier 3,Allen Advisor,Dustin Sheppard Education,81.40732083089837,5. 76-99%,153233,188230,2021-08-08,Education,1,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1cQAG,2019-06-24,0011U00000KuFaAQAV,Dustin Sheppard,High Net Worth Families,Growth,Tier 3,Allen Advisor,Dustin Sheppard Vacation Home,4.580657695074375,2. <=25%,8724,190453,2023-09-23,Home Purchase,3,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1gQAG,2019-07-08,0011U00000KuFaCQAV,Justine Fitzgerald,Millennials,Growth,Tier 1,Chelsea Advisor,Justine Fitzgerald Other,77.45366875664351,5. 76-99%,100555,129826,2021-07-20,Other,1,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1bQAG,2019-07-08,0011U00000KuFaCQAV,Justine Fitzgerald,Millennials,Growth,Tier 1,Chelsea Advisor,Justine Fitzgerald Retirement,19.104628806516303,2. <=25%,92411,483710,2028-07-05,Retirement,8,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1gQAG,2019-07-22,0011U00000KuFaJQAV,Clinton Merrill,Retired,Aggressive Growth,Tier 3,Allen Advisor,Clinton Merrill Other,52.42172075945163,4. 51-75%,28411,54197,2021-10-15,Other,1,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1cQAG,2019-07-22,0011U00000KuFaJQAV,Clinton Merrill,Retired,Aggressive Growth,Tier 3,Allen Advisor,Clinton Merrill Vacation Home,47.8948559205249,3. 26-50%,69858,145857,2024-01-09,Home Purchase,3,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1bQAG,2019-08-05,0011U00000KuFaQQAV,Jael Ortiz,Affluent Professionals,Income,Tier 2,Brenda Banker,Jael Ortiz Retirement,51.195225283730714,4. 51-75%,66220,129348,2038-07-31,Retirement,18,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1cQAG,2019-09-02,0011U00000KuFabQAF,Burke Macdonald,Affluent Professionals,Income,Tier 1,Allen Advisor,Burke Macdonald Vacation Home,12.001881881392592,2. <=25%,19643,163666,2021-02-18,Home Purchase,0,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1gQAG,2019-09-09,0011U00000KuFadQAF,Colton Hall,Affluent Professionals,Growth,Tier 1,Allen Advisor,Colton Hall Other,30.187379179665818,3. 26-50%,31544,104494,2022-05-15,Other,1,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1gQAG,2019-09-09,0011U00000KuFaeQAF,Quin Hammond,Millennials,Balanced Growth,Tier 3,Allen Advisor,Quin Hammond Other,62.6894652948848,4. 51-75%,64893,103515,2021-10-22,Other,1,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1cQAG,2019-09-09,0011U00000KuFaeQAF,Quin Hammond,Millennials,Balanced Growth,Tier 3,Allen Advisor,Quin Hammond Vacation Home,21.65212138349421,2. <=25%,16846,77803,2023-12-05,Home Purchase,3,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1gQAG,2019-09-16,0011U00000KuFaiQAF,Merritt Bishop,Millennials,Aggressive Growth,Tier 1,Allen Advisor,Merritt Bishop Other,31.149405525504875,3. 26-50%,23553,75613,2021-01-09,Other,0,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1bQAG,2019-09-16,0011U00000KuFaiQAF,Merritt Bishop,Millennials,Aggressive Growth,Tier 1,Allen Advisor,Merritt Bishop Retirement,32.21838799373239,3. 26-50%,35572,110409,2064-09-04,Retirement,44,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1bQAG,2019-10-21,0011U00000KuFb1QAF,Vernon Bowen,Millennials,Balanced Growth,Tier 2,Allen Advisor,Vernon Bowen Retirement,68.03658488666967,4. 51-75%,225097,330847,2054-10-12,Retirement,34,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1cQAG,2019-10-21,0011U00000KuFb1QAF,Vernon Bowen,Millennials,Balanced Growth,Tier 2,Allen Advisor,Vernon Bowen Vacation Home,86.75230388727616,5. 76-99%,157491,181541,2089-10-03,Home Purchase,69,2020-05-25
2019-11-18,2019-11-18,a091U000005MX1WQAW,2019-11-18,0011U00000KuFb4QAF,Dante Copeland,Affluent Professionals,Growth,Tier 1,Brenda Banker,Dante Copeland Education,21.16918567576941,2. <=25%,37845,178774,2021-06-08,Education,1,2020-05-25
2019-12-16,2019-12-16,a091U000000YJGLQA4,2018-11-26,0011U00000Kcp1LQAR,Neil Symonds,Millennials,Aggressive Growth,Tier 2,Chelsea Advisor,Retirement Goals,98.51851851851852,5. 76-99%,532000,540000,2019-12-07,Retirement,0,2020-05-25
2019-12-16,2019-12-16,a091U000000YJGJQA4,2018-11-26,0011U00000Kcp1NQAR,Rachel Adams,Millennials,Balanced Growth,Tier 2,Brenda Banker,Laura's Wedding Fund,67.0,4. 51-75%,67000,100000,2021-03-19,Other,0,2020-05-25
2019-12-16,2019-12-16,a091U000005IYW5QAO,2018-11-26,0011U00000Kcp1NQAR,Rachel Adams,Millennials,Balanced Growth,Tier 2,Brenda Banker,Retirement Fund 2050,15.0,2. <=25%,150000,1000000,2050-01-23,Retirement,29,2020-05-25
2019-12-16,2019-12-16,a091U000000YJGIQA4,2018-11-26,0011U00000Kcp1NQAR,Rachel Adams,Millennials,Balanced Growth,Tier 2,Brenda Banker,Tahoe Vacation Home,62.22222222222222,4. 51-75%,280000,450000,2022-03-20,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000000YJGKQA4,2018-11-26,0011U00000Kcp1MQAR,Nigel Adams,Mass Market,Growth,Tier 2,Allen Advisor,Education Savings for Matt,25.0,2. <=25%,75000,300000,2022-03-20,Education,1,2020-05-25
2019-12-16,2019-12-16,a091U000005IT9DQAW,2018-11-26,0011U00000KuWpYQAV,Fredericka Mccullough,Affluent Professionals,Growth,Tier 3,Allen Advisor,Home Purchase,18.5,2. <=25%,37000,200000,2021-10-26,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXHQA3,Hedley Church,Affluent Professionals,Income,Tier 1,Allen Advisor,Hedley Church Vacation Home,16.903140164951147,2. <=25%,15535,91906,2020-04-26,Home Purchase,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2018-11-26,0011U00000KuFXHQA3,Hedley Church,Affluent Professionals,Income,Tier 1,Allen Advisor,Hedley Church Retirement,21.661998807437254,2. <=25%,59942,276715,2031-11-23,Retirement,11,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2018-11-26,0011U00000KuFXJQA3,Zane Cervantes,Mass Market,Growth,Tier 1,Allen Advisor,Zane Cervantes Other,15.973864826088644,2. <=25%,8239,51578,2021-02-17,Other,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2018-11-26,0011U00000KuFXJQA3,Zane Cervantes,Mass Market,Growth,Tier 1,Allen Advisor,Zane Cervantes Education,28.30915872358061,3. 26-50%,61479,217170,2023-05-12,Education,2,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2018-11-26,0011U00000KuFXNQA3,Hasad Madden,Affluent Professionals,Income,Tier 3,Allen Advisor,Hasad Madden Retirement,52.45280893814479,4. 51-75%,232859,443940,2053-11-17,Retirement,33,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2018-11-26,0011U00000KuFXNQA3,Hasad Madden,Affluent Professionals,Income,Tier 3,Allen Advisor,Hasad Madden Education,47.555806725063576,3. 26-50%,87516,184028,2088-11-08,Education,68,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2018-11-26,0011U00000KuFXVQA3,Abel Sanchez,Mass Market,Aggressive Growth,Tier 2,Brenda Banker,Abel Sanchez Education,29.891526629323373,3. 26-50%,33619,112470,2020-11-12,Education,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXfQAN,Xanthus Wilkins,Retired,Aggressive Growth,Tier 3,Brenda Banker,Xanthus Wilkins Vacation Home,76.18079189839794,5. 76-99%,91775,120470,2020-06-29,Home Purchase,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXfQAN,Xanthus Wilkins,Retired,Aggressive Growth,Tier 3,Brenda Banker,Xanthus Wilkins Vacation Home,64.87887511686677,4. 51-75%,70088,108029,2022-01-31,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXtQAN,Blaze Pennington,Millennials,Balanced Growth,Tier 1,Allen Advisor,Blaze Pennington Vacation Home,39.77793700447971,3. 26-50%,68284,171663,2020-08-14,Home Purchase,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2018-11-26,0011U00000KuFXzQAN,Seth Frost,Millennials,Growth,Tier 1,Chelsea Advisor,Seth Frost Retirement,19.978884272188544,2. <=25%,29331,146810,2031-11-23,Retirement,11,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXzQAN,Seth Frost,Millennials,Growth,Tier 1,Chelsea Advisor,Seth Frost Vacation Home,57.35281210076166,4. 51-75%,58809,102539,2044-11-19,Home Purchase,24,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2018-11-26,0011U00000KuFY0QAN,Orla Weeks,Affluent Professionals,Income,Tier 3,Allen Advisor,Orla Weeks Education,41.69969380091282,3. 26-50%,36089,86545,2020-04-15,Education,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2018-11-26,0011U00000KuFY2QAN,Odysseus Ortiz,Affluent Professionals,Aggressive Growth,Tier 2,Allen Advisor,Odysseus Ortiz Education,90.71863985071532,5. 76-99%,218768,241150,2020-12-21,Education,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2018-11-26,0011U00000KuFY2QAN,Odysseus Ortiz,Affluent Professionals,Aggressive Growth,Tier 2,Allen Advisor,Odysseus Ortiz Education,43.34526100941727,3. 26-50%,33554,77411,2023-01-16,Education,2,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2018-11-26,0011U00000KuFY4QAN,Marny Ford,High Net Worth Families,Aggressive Growth,Tier 1,Allen Advisor,Marny Ford Retirement,15.316438402950922,2. <=25%,44845,292790,2048-11-18,Retirement,28,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2018-11-26,0011U00000KuFYKQA3,Cathleen Mcconnell,Millennials,Aggressive Growth,Tier 1,Allen Advisor,Cathleen Mcconnell Vacation Home,91.71481974663132,5. 76-99%,150150,163714,2020-08-18,Home Purchase,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2018-11-26,0011U00000KuFYhQAN,Quon Holcomb,High Net Worth Families,Growth,Tier 2,Allen Advisor,Quon Holcomb Retirement,39.501994904581075,3. 26-50%,41088,104015,2055-11-17,Retirement,35,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2019-01-14,0011U00000KuFYxQAN,Noah Rosa,Affluent Professionals,Balanced Growth,Tier 1,Allen Advisor,Noah Rosa Education,23.951343513153336,2. <=25%,40798,170337,2020-04-22,Education,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-01-14,0011U00000KuFYxQAN,Noah Rosa,Affluent Professionals,Balanced Growth,Tier 1,Allen Advisor,Noah Rosa Vacation Home,82.62277624198572,5. 76-99%,113275,137099,2021-07-30,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-02-11,0011U00000KuFZ7QAN,Kirk Walton,Mass Market,Growth,Tier 1,Allen Advisor,Kirk Walton Retirement,25.58967006865487,2. <=25%,108166,422694,2031-02-08,Retirement,10,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-03-04,0011U00000KuFZHQA3,Samson Gordon,Affluent Professionals,Income,Tier 3,Brenda Banker,Samson Gordon Vacation Home,21.870901255386922,2. <=25%,32683,149436,2021-07-07,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-03-25,0011U00000KuFZOQA3,Amity Schroeder,Retired,Aggressive Growth,Tier 1,Allen Advisor,Amity Schroeder Other,33.21250068654913,3. 26-50%,12094,36414,2020-12-10,Other,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-03-25,0011U00000KuFZOQA3,Amity Schroeder,Retired,Aggressive Growth,Tier 1,Allen Advisor,Amity Schroeder Other,19.351963565613417,2. <=25%,17804,92001,2022-08-28,Other,2,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-04-01,0011U00000KuFZRQA3,Solomon Pearson,Retired,Growth,Tier 1,Brenda Banker,Solomon Pearson Retirement,42.25001928520143,3. 26-50%,142402,337046,2068-03-19,Retirement,47,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-04-08,0011U00000KuFZaQAN,Cecilia Copeland,Affluent Professionals,Growth,Tier 3,Allen Advisor,Cecilia Copeland Vacation Home,14.822362488728585,2. <=25%,16438,110900,2021-02-19,Home Purchase,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-04-08,0011U00000KuFZaQAN,Cecilia Copeland,Affluent Professionals,Growth,Tier 3,Allen Advisor,Cecilia Copeland Retirement,13.778040385379523,2. <=25%,53399,387566,2052-03-30,Retirement,31,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-05-27,0011U00000KuFZyQAN,Lucian Franklin,Mass Market,Growth,Tier 1,Chelsea Advisor,Lucian Franklin Other,34.17661475215432,3. 26-50%,43230,126490,2021-03-05,Other,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-06-03,0011U00000KuFa1QAF,Kiayada Francis,Retired,Growth,Tier 1,Chelsea Advisor,Kiayada Francis Vacation Home,41.671258474880815,3. 26-50%,34788,83482,2021-06-14,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2019-06-24,0011U00000KuFaAQAV,Dustin Sheppard,High Net Worth Families,Growth,Tier 3,Allen Advisor,Dustin Sheppard Education,81.40732083089837,5. 76-99%,153233,188230,2021-08-08,Education,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-06-24,0011U00000KuFaAQAV,Dustin Sheppard,High Net Worth Families,Growth,Tier 3,Allen Advisor,Dustin Sheppard Vacation Home,4.580657695074375,2. <=25%,8724,190453,2023-09-23,Home Purchase,3,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-07-08,0011U00000KuFaCQAV,Justine Fitzgerald,Millennials,Growth,Tier 1,Chelsea Advisor,Justine Fitzgerald Other,77.45366875664351,5. 76-99%,100555,129826,2021-07-20,Other,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-07-08,0011U00000KuFaCQAV,Justine Fitzgerald,Millennials,Growth,Tier 1,Chelsea Advisor,Justine Fitzgerald Retirement,19.104628806516303,2. <=25%,92411,483710,2028-07-05,Retirement,8,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-07-22,0011U00000KuFaJQAV,Clinton Merrill,Retired,Aggressive Growth,Tier 3,Allen Advisor,Clinton Merrill Other,52.42172075945163,4. 51-75%,28411,54197,2021-10-15,Other,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-07-22,0011U00000KuFaJQAV,Clinton Merrill,Retired,Aggressive Growth,Tier 3,Allen Advisor,Clinton Merrill Vacation Home,47.8948559205249,3. 26-50%,69858,145857,2024-01-09,Home Purchase,3,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-08-05,0011U00000KuFaQQAV,Jael Ortiz,Affluent Professionals,Income,Tier 2,Brenda Banker,Jael Ortiz Retirement,51.195225283730714,4. 51-75%,66220,129348,2038-07-31,Retirement,18,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-09-02,0011U00000KuFabQAF,Burke Macdonald,Affluent Professionals,Income,Tier 1,Allen Advisor,Burke Macdonald Vacation Home,12.001881881392592,2. <=25%,19643,163666,2021-02-18,Home Purchase,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-09-09,0011U00000KuFadQAF,Colton Hall,Affluent Professionals,Growth,Tier 1,Allen Advisor,Colton Hall Other,30.187379179665818,3. 26-50%,31544,104494,2022-05-15,Other,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-09-09,0011U00000KuFaeQAF,Quin Hammond,Millennials,Balanced Growth,Tier 3,Allen Advisor,Quin Hammond Other,62.6894652948848,4. 51-75%,64893,103515,2021-10-22,Other,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-09-09,0011U00000KuFaeQAF,Quin Hammond,Millennials,Balanced Growth,Tier 3,Allen Advisor,Quin Hammond Vacation Home,21.65212138349421,2. <=25%,16846,77803,2023-12-05,Home Purchase,3,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-09-16,0011U00000KuFaiQAF,Merritt Bishop,Millennials,Aggressive Growth,Tier 1,Allen Advisor,Merritt Bishop Other,31.149405525504875,3. 26-50%,23553,75613,2021-01-09,Other,0,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-09-16,0011U00000KuFaiQAF,Merritt Bishop,Millennials,Aggressive Growth,Tier 1,Allen Advisor,Merritt Bishop Retirement,32.21838799373239,3. 26-50%,35572,110409,2064-09-04,Retirement,44,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-10-21,0011U00000KuFb1QAF,Vernon Bowen,Millennials,Balanced Growth,Tier 2,Allen Advisor,Vernon Bowen Retirement,68.03658488666967,4. 51-75%,225097,330847,2054-10-12,Retirement,34,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-10-21,0011U00000KuFb1QAF,Vernon Bowen,Millennials,Balanced Growth,Tier 2,Allen Advisor,Vernon Bowen Vacation Home,86.75230388727616,5. 76-99%,157491,181541,2089-10-03,Home Purchase,69,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1WQAW,2019-11-18,0011U00000KuFb4QAF,Dante Copeland,Affluent Professionals,Growth,Tier 1,Brenda Banker,Dante Copeland Education,21.16918567576941,2. <=25%,37845,178774,2021-06-08,Education,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1bQAG,2019-12-02,0011U00000KuFb9QAF,Curran Pollard,Mass Market,Aggressive Growth,Tier 2,Allen Advisor,Curran Pollard Retirement,93.50247539971618,5. 76-99%,380182,406601,2039-11-27,Retirement,19,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-12-02,0011U00000KuFbAQAV,Travis Castro,High Net Worth Families,Aggressive Growth,Tier 2,Brenda Banker,Travis Castro Other,13.382854654116963,2. <=25%,5531,41329,2022-04-06,Other,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-12-02,0011U00000KuFbAQAV,Travis Castro,High Net Worth Families,Aggressive Growth,Tier 2,Brenda Banker,Travis Castro Vacation Home,85.85844866009668,5. 76-99%,170672,198783,2024-08-09,Home Purchase,4,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-12-02,0011U00000KuFbBQAV,Vladimir Fleming,Retired,Growth,Tier 2,Chelsea Advisor,Vladimir Fleming Vacation Home,9.328259384714032,2. <=25%,13384,143478,2022-01-26,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1cQAG,2019-12-16,0011U00000KuFbIQAV,Gillian Irwin,Retired,Growth,Tier 2,Mark Garet,Gillian Irwin Vacation Home,84.56859184465146,5. 76-99%,150423,177871,2021-11-12,Home Purchase,1,2020-05-25
2019-12-16,2019-12-16,a091U000005MX1gQAG,2019-12-16,0011U00000KuFbIQAV,Gillian Irwin,Retired,Growth,Tier 2,Mark Garet,Gillian Irwin Other,42.38343141693074,3. 26-50%,14980,35344,2023-10-10,Other,3,2020-05-25
2020-01-13,2020-01-13,a091U000000YJGLQA4,2018-11-26,0011U00000Kcp1LQAR,Neil Symonds,Millennials,Aggressive Growth,Tier 2,Chelsea Advisor,Retirement Goals,98.51851851851852,5. 76-99%,532000,540000,2019-12-07,Retirement,0,2020-05-25
2020-01-13,2020-01-13,a091U000000YJGJQA4,2018-11-26,0011U00000Kcp1NQAR,Rachel Adams,Millennials,Balanced Growth,Tier 2,Brenda Banker,Laura's Wedding Fund,67.0,4. 51-75%,67000,100000,2021-03-19,Other,0,2020-05-25
2020-01-13,2020-01-13,a091U000005IYW5QAO,2018-11-26,0011U00000Kcp1NQAR,Rachel Adams,Millennials,Balanced Growth,Tier 2,Brenda Banker,Retirement Fund 2050,15.0,2. <=25%,150000,1000000,2050-01-23,Retirement,29,2020-05-25
2020-01-13,2020-01-13,a091U000000YJGIQA4,2018-11-26,0011U00000Kcp1NQAR,Rachel Adams,Millennials,Balanced Growth,Tier 2,Brenda Banker,Tahoe Vacation Home,62.22222222222222,4. 51-75%,280000,450000,2022-03-20,Home Purchase,1,2020-05-25
2020-01-13,2020-01-13,a091U000000YJGKQA4,2018-11-26,0011U00000Kcp1MQAR,Nigel Adams,Mass Market,Growth,Tier 2,Allen Advisor,Education Savings for Matt,25.0,2. <=25%,75000,300000,2022-03-20,Education,1,2020-05-25
2020-01-13,2020-01-13,a091U000005IT9DQAW,2018-11-26,0011U00000KuWpYQAV,Fredericka Mccullough,Affluent Professionals,Growth,Tier 3,Allen Advisor,Home Purchase,18.5,2. <=25%,37000,200000,2021-10-26,Home Purchase,1,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXHQA3,Hedley Church,Affluent Professionals,Income,Tier 1,Allen Advisor,Hedley Church Vacation Home,16.903140164951147,2. <=25%,15535,91906,2020-04-26,Home Purchase,0,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1bQAG,2018-11-26,0011U00000KuFXHQA3,Hedley Church,Affluent Professionals,Income,Tier 1,Allen Advisor,Hedley Church Retirement,21.661998807437254,2. <=25%,59942,276715,2031-11-23,Retirement,11,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1gQAG,2018-11-26,0011U00000KuFXJQA3,Zane Cervantes,Mass Market,Growth,Tier 1,Allen Advisor,Zane Cervantes Other,15.973864826088644,2. <=25%,8239,51578,2021-02-17,Other,0,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1WQAW,2018-11-26,0011U00000KuFXJQA3,Zane Cervantes,Mass Market,Growth,Tier 1,Allen Advisor,Zane Cervantes Education,28.30915872358061,3. 26-50%,61479,217170,2023-05-12,Education,2,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1bQAG,2018-11-26,0011U00000KuFXNQA3,Hasad Madden,Affluent Professionals,Income,Tier 3,Allen Advisor,Hasad Madden Retirement,52.45280893814479,4. 51-75%,232859,443940,2053-11-17,Retirement,33,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1WQAW,2018-11-26,0011U00000KuFXNQA3,Hasad Madden,Affluent Professionals,Income,Tier 3,Allen Advisor,Hasad Madden Education,47.555806725063576,3. 26-50%,87516,184028,2088-11-08,Education,68,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1WQAW,2018-11-26,0011U00000KuFXVQA3,Abel Sanchez,Mass Market,Aggressive Growth,Tier 2,Brenda Banker,Abel Sanchez Education,29.891526629323373,3. 26-50%,33619,112470,2020-11-12,Education,0,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXfQAN,Xanthus Wilkins,Retired,Aggressive Growth,Tier 3,Brenda Banker,Xanthus Wilkins Vacation Home,76.18079189839794,5. 76-99%,91775,120470,2020-06-29,Home Purchase,0,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXfQAN,Xanthus Wilkins,Retired,Aggressive Growth,Tier 3,Brenda Banker,Xanthus Wilkins Vacation Home,64.87887511686677,4. 51-75%,70088,108029,2022-01-31,Home Purchase,1,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXtQAN,Blaze Pennington,Millennials,Balanced Growth,Tier 1,Allen Advisor,Blaze Pennington Vacation Home,39.77793700447971,3. 26-50%,68284,171663,2020-08-14,Home Purchase,0,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1bQAG,2018-11-26,0011U00000KuFXzQAN,Seth Frost,Millennials,Growth,Tier 1,Chelsea Advisor,Seth Frost Retirement,19.978884272188544,2. <=25%,29331,146810,2031-11-23,Retirement,11,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1cQAG,2018-11-26,0011U00000KuFXzQAN,Seth Frost,Millennials,Growth,Tier 1,Chelsea Advisor,Seth Frost Vacation Home,57.35281210076166,4. 51-75%,58809,102539,2044-11-19,Home Purchase,24,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1WQAW,2018-11-26,0011U00000KuFY0QAN,Orla Weeks,Affluent Professionals,Income,Tier 3,Allen Advisor,Orla Weeks Education,41.69969380091282,3. 26-50%,36089,86545,2020-04-15,Education,0,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1WQAW,2018-11-26,0011U00000KuFY2QAN,Odysseus Ortiz,Affluent Professionals,Aggressive Growth,Tier 2,Allen Advisor,Odysseus Ortiz Education,90.71863985071532,5. 76-99%,218768,241150,2020-12-21,Education,0,2020-05-25
2020-01-13,2020-01-13,a091U000005MX1WQAW,2018-11-26,0011U00000KuFY2QAN,Odysseus Ortiz,Affluent Professionals,Aggressive Growth,Tier 2,Allen Advisor,Odysseus Ortiz Education,43.34526100941727,3. 26-50%,33554,77411,2023-01-16,Education,2,2020-05-25
