"OWNERID","PRIMARYCONTACTGENDER","ACCOUNTNUMBER","OWNERSTATE","RISKTOLERANCE","INVESTMENTOBJECTIVES","AUMBUCKET","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","OWNERSMALLPHOTOURL","ID","HOUSEHOLDCOMPUTED","REVIEWFREQUENCY","BILLINGSTATE","CLIENTCATEGORYCUSTOM","NEXTREVIEW","OWNERNAME","NAME","LEADORCONTACTID","NETWORTHBUCKET","OWNEREMAIL","ROLLUPHOUSEHOLDNAME","AGEBUCKET","PHONE","SERVICEMODEL","FINANCIALINTERESTS","CREATEDDATE","OWNERCITY","MARKETINGSEGMENT","SAMPLEACCOUNT","INVESTMENTEXPERIENCE","LastProcessedDate","LASTINTERACTION","PRIMARYCONTACTEMAIL","BILLINGPOSTALCODE","CLIENTCATEGORY","LASTREVIEW","BILLINGCOUNTRY","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","HOUSEHOLDSIZETEXT","TOTALHELDFINACCTSPRIMARYOWNER","AUA","HOUSEHOLDSIZE","AUM","YEARSSINCECLIENT","TOTALAUMPRIMARYOWNER","TOTALHELDFINACCTSJOINTOWNER","PRIMARYCONTACTAGE","WALLETSHARE","HELDAWAY","DAYSSINCELASTINTERACTION","TOTALAUMJOINTOWNER","TOTALFINACCTSJOINTOWNER","TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER","PRIMARYCONTACTANNUALINCOME","TOTALFINANCIALACCOUNTS","TOTALFINACCTSPRIMARYOWNER","NETWORTH"
"0051U000005L6eJQAS","Male","122","FL","Moderate","Income","1. Less than 500K","2009-07-28","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZ4QAN",,"Quarterly","PA","3 - Silver","2019-02-20","Chelsea Advisor","Fitzgerald Coffey","0031U00000MreiHQAR","2. Between 500K and 2M","ryan.dobson@example.com",,"4. 50-69","253-942-4132","Tier 2","Technology","2019-02-04","Florida","Mass Market","false","Inexperienced","2020-05-25","2019-01-31","user-122@fsc-demo.com","16210","Silver","2019-01-25","USA","4. Between 5 and 10 Years","Long Term Growth","0",274009.8,274009.8,0,314930,9,314930,0,58,0.47,274009.8,480,0,0,4,193297,588939.8,588939.8,588939.8
"0051U000005L4E9QAK","Female","123","CA","None","Growth","2. Between 500K and 2M","2010-11-04","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZ5QAN",,"Quarterly","FL","2 - Gold","2020-06-16","Brenda Banker","Hayes Huff","0031U00000MreiIQAR","2. Between 500K and 2M","sunil.dixit@example.com",,"3. 30-49","248-139-9092","Tier 3","Retirement","2019-02-04","San Francisco","High Net Worth Families","false","Moderately Experienced","2020-05-25","2020-05-14","user-123@fsc-demo.com","32530","Gold","2020-05-06","USA","4. Between 5 and 10 Years","Mass Affluent","0",348665.6,348665.6,0,668560,8,668560,0,35,0.34,348665.6,11,0,0,4,145631,1017225.6,1017225.6,1017225.6
"0051U000005L6eJQAS","Female","124","FL","Conservative","Income","2. Between 500K and 2M","2018-06-20","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZ6QAN",,"Annually","FL","1 - Platinum","2020-05-21","Chelsea Advisor","Ferdinand Jennings","0031U00000MreiJQAR","2. Between 500K and 2M","ryan.dobson@example.com",,"3. 30-49","314-279-6354","Tier 1","College Planning","2019-02-11","Florida","High Net Worth Families","false","Moderately Inexperienced","2020-05-25","2020-04-29","user-124@fsc-demo.com","32421","Platinum","2020-04-19","USA","1. Less than 1 year","Long Term Growth","0",305235,305235,0,534922,0,534922,0,44,0.36,305235,26,0,0,4,121255,840157,840157,840157
"0051U000005JQyrQAG","Female","125","IL","None","Growth","1. Less than 500K","2018-11-14","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZ7QAN","Kirk Walton","Quarterly","MI","2 - Gold","2019-03-05","Allen Advisor","Kirk Walton","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com","Kirk Walton","4. 50-69","366-893-6810","Tier 1","College Planning","2019-02-11","Chicago","Mass Market","false","Moderately Experienced","2020-05-25","2019-02-11","user-125@fsc-demo.com","48101","Gold","2019-02-10","USA","1. Less than 1 year","Long Term Growth","2",104025,104025,2,28332,0,28332,0,58,0.79,104025,469,0,0,2,198255,132357,132357,132357
"0051U000005L4E9QAK","Female","126","CA","None","Aggressive Growth","1. Less than 500K","2011-07-12","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZ8QAN",,"Quarterly","NY","3 - Silver","2019-03-07","Brenda Banker","Wang Church","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"1. < 18","352-325-6333","Tier 1","Energy","2019-02-18","San Francisco","Mass Market","false","Moderately Experienced","2020-05-25","2019-01-26","user-126@fsc-demo.com","10457","Silver","2019-01-26","USA","4. Between 5 and 10 Years","Mass Affluent","0",372939.1,372939.1,0,246344,7,246344,0,17,0.6,372939.1,485,0,0,3,168953,619283.1,619283.1,619283.1
"0051U000005L4E9QAK","Female","127","CA","Aggresive","Income","1. Less than 500K","2009-06-06","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZ9QAN",,"Quarterly","PA","3 - Silver","2019-03-07","Brenda Banker","Ishmael Shaw","0031U00000MreiKQAR","1. Less than 500K","sunil.dixit@example.com",,"3. 30-49","409-850-2721","Tier 2","Municipal Bonds","2019-02-18","San Francisco","Mass Market","false","Moderately Inexperienced","2020-05-25","2019-02-11","user-127@fsc-demo.com","15610","Silver","2019-01-21","USA","4. Between 5 and 10 Years","Mass Affluent","0",175623.4,175623.4,0,154032,9,154032,0,40,0.53,175623.4,469,0,0,5,106626,329655.4,329655.4,329655.4
"0051U000005L4E9QAK","Female","128","CA","Conservative","Aggressive Growth","2. Between 500K and 2M","2014-02-12","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZAQA3",,"Monthly","IL","2 - Gold","2020-06-11","Brenda Banker","Constance Gill","0031U00000MreiLQAR","2. Between 500K and 2M","sunil.dixit@example.com",,"5. > 69","413-855-5322","Tier 2","Municipal Bonds","2019-02-18","San Francisco","Mass Market","false","Moderately Inexperienced","2020-05-25","2020-05-17","user-128@fsc-demo.com","61237","Gold","2020-05-15","USA","4. Between 5 and 10 Years","Mass Affluent","0",351371.4,351371.4,0,635957,5,635957,0,72,0.36,351371.4,8,0,0,5,86198,987328.4,987328.4,987328.4
"0051U000005JQyrQAG","Male","130","IL","Aggresive","Balanced Growth","1. Less than 500K","2013-10-17","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZCQA3",,"Monthly","IL","1 - Platinum","2019-03-13","Allen Advisor","Edward Wood","0031U00000MreiNQAR","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","533-220-7525","Tier 2","Retirement","2019-02-25","Chicago","Millennials","false","Inexperienced","2020-05-25","2019-02-16","user-130@fsc-demo.com","61236","Platinum","2019-02-16","USA","4. Between 5 and 10 Years","Mass Affluent","0",331662.6,331662.6,0,308452,5,308452,0,20,0.52,331662.6,464,0,0,4,224897,640114.6,640114.6,640114.6
"0051U000005L6eJQAS","Male","131","FL","Moderate","Income","1. Less than 500K","2013-04-29","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZDQA3",,"Quarterly","PA","2 - Gold","2019-03-24","Chelsea Advisor","Oscar Duncan","0031U00000MreiOQAR","2. Between 500K and 2M","ryan.dobson@example.com",,"2. 18-29","429-265-5172","Tier 1","Municipal Bonds","2019-02-25","Florida","Affluent Professionals","false","Inexperienced","2020-05-25","2019-02-23","user-131@fsc-demo.com","15310","Gold","2019-02-09","USA","4. Between 5 and 10 Years","Mass Affluent","0",493611.5,493611.5,0,294829,5,294829,0,21,0.63,493611.5,457,0,0,4,237851,788440.5,788440.5,788440.5
"0051U000005JQyrQAG","Female","133","IL","None","Growth","1. Less than 500K","2014-08-29","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZFQA3",,"Annually","IL","2 - Gold","2019-03-12","Allen Advisor","Mohammad Diaz","0031U00000MreiPQAR","2. Between 500K and 2M","allen.advisor@example.com",,"2. 18-29","476-483-4694","Tier 1","Technology","2019-02-25","Chicago","Retired","false","Experienced","2020-05-25","2019-02-15","user-133@fsc-demo.com","61236","Gold","2019-02-06","USA","3. Between 3 and 5 years","Long Term Growth","0",594893.5,594893.5,0,392813,4,392813,0,22,0.6,594893.5,465,0,0,5,101093,987706.5,987706.5,987706.5
"0051U000005L6eJQAS","Male","136","FL","Moderate","Balanced Growth","1. Less than 500K","2010-05-31","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZIQA3","Knox Cote","Monthly","IL","2 - Gold","2019-04-03","Chelsea Advisor","Knox Cote","0031U00000MreiSQAR","1. Less than 500K","ryan.dobson@example.com","Knox Cote","4. 50-69","381-875-2227","Tier 2","College Planning","2019-03-04","Florida","Retired","false","Moderately Experienced","2020-05-25","2019-03-03","user-136@fsc-demo.com","61238","Gold","2019-02-28","USA","4. Between 5 and 10 Years","Long Term Growth","4",157361.3,157361.3,4,141438,8,141438,0,60,0.53,157361.3,449,0,0,3,187308,298799.3,298799.3,298799.3
"0051U000005JQyrQAG","Female","138","IL","Aggresive","Balanced Growth","1. Less than 500K","2016-02-03","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZKQA3",,"Quarterly","CA","2 - Gold","2020-05-27","Allen Advisor","Charissa Fulton","0031U00000MreiTQAR","2. Between 500K and 2M","allen.advisor@example.com",,"5. > 69","369-332-5428","Tier 2","Municipal Bonds","2019-03-18","Chicago","Millennials","false","Moderately Inexperienced","2020-05-25","2020-04-20","user-138@fsc-demo.com","96101","Gold","2020-04-13","USA","3. Between 3 and 5 years","Long Term Growth","0",267707,267707,0,355996,3,355996,0,75,0.43,267707,35,0,0,3,54381,623703,623703,623703
"0051U000005L4E9QAK","Female","140","CA","None","Growth","1. Less than 500K","2017-06-16","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZMQA3",,"Monthly","TX","1 - Platinum","2020-06-14","Brenda Banker","Cade Clarke","0031U00000MreiUQAR","2. Between 500K and 2M","sunil.dixit@example.com",,"2. 18-29","434-552-7201","Tier 1","Energy","2019-03-25","San Francisco","Retired","false","Experienced","2020-05-25","2020-05-17","user-140@fsc-demo.com","75013","Platinum","2020-04-25","USA","2. Between 1 and 3 years","Long Term Growth","0",465475,465475,0,118894,1,118894,0,28,0.8,465475,8,0,0,3,239265,584369,584369,584369
"0051U000005JQyrQAG","Female","141","IL","Conservative","Growth","2. Between 500K and 2M","2013-12-30","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZNQA3",,"Monthly","IL","2 - Gold","2020-06-16","Allen Advisor","Justina Ross","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","514-613-3382","Tier 1","Retirement","2019-03-25","Chicago","Millennials","false","Moderately Experienced","2020-05-25","2020-05-21","user-141@fsc-demo.com","61241","Gold","2020-05-07","USA","4. Between 5 and 10 Years","Long Term Growth","0",468900.3,468900.3,0,597745,5,597745,0,53,0.44,468900.3,4,0,0,4,196372,1066645.3,1066645.3,1066645.3
"0051U000005JQyrQAG","Female","144","IL","Moderate","Aggressive Growth","1. Less than 500K","2013-06-06","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZQQA3",,"Monthly","CA","3 - Silver","2019-04-13","Allen Advisor","Nero Cortez","0031U00000MreiWQAR","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","455-688-4416","Tier 2","Energy","2019-03-25","Chicago","Affluent Professionals","false","Moderately Experienced","2020-05-25","2019-02-28","user-144@fsc-demo.com","96106","Silver","2019-02-23","USA","4. Between 5 and 10 Years","Mass Affluent","0",413936.6,413936.6,0,315748,5,315748,0,31,0.57,413936.6,452,0,0,5,84215,729684.6,729684.6,729684.6
"0051U000005L4E9QAK","Male","145","CA","Aggresive","Growth","1. Less than 500K","2009-07-22","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZRQA3",,"Monthly","IL","3 - Silver","2019-04-30","Brenda Banker","Solomon Pearson","0031U00000MreiXQAR","2. Between 500K and 2M","sunil.dixit@example.com",,"2. 18-29","418-500-8761","Tier 1","Technology","2019-04-01","San Francisco","Retired","false","Inexperienced","2020-05-25","2019-04-01","user-145@fsc-demo.com","61237","Silver","2019-03-11","USA","4. Between 5 and 10 Years","Long Term Growth","0",442313.3,442313.3,0,362243,9,362243,0,21,0.55,442313.3,420,0,0,5,220262,804556.3,804556.3,804556.3
"0051U000005JQyrQAG","Male","147","IL","Conservative","Balanced Growth","2. Between 500K and 2M","2015-02-27","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZTQA3",,"Annually","PA","1 - Platinum","2020-06-24","Allen Advisor","Lana Patel","0031U00000MreiYQAR","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","530-496-7610","Tier 2","Retirement","2019-04-01","Chicago","High Net Worth Families","false","Inexperienced","2020-05-25","2020-05-12","user-147@fsc-demo.com","16401","Platinum","2020-05-05","USA","3. Between 3 and 5 years","Long Term Growth","0",278127,278127,0,541899,4,541899,0,57,0.34,278127,13,0,0,5,100152,820026,820026,820026
"0051U000005L6eJQAS","Male","151","FL","Aggresive","Income","2. Between 500K and 2M","2012-04-26","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZXQA3",,"Monthly","NJ","1 - Platinum","2020-06-21","Chelsea Advisor","Hayes Marsh","0011U00000KulRbQAJ","2. Between 500K and 2M","ryan.dobson@example.com",,"4. 50-69","295-774-5519","Tier 1","Municipal Bonds","2019-04-08","Florida","Retired","false","Moderately Experienced","2020-05-25","2020-05-23","user-151@fsc-demo.com","8035","Platinum","2020-05-15","USA","4. Between 5 and 10 Years","Long Term Growth","0",488735.46,488735.46,0,596529,6,596529,0,67,0.45,488735.46,2,0,0,3,124451,1085264.46,1085264.46,1085264.46
"0051U000005L6eJQAS","Female","152","FL","Moderate","Balanced Growth","1. Less than 500K","2013-10-28","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZYQA3",,"Annually","TX","2 - Gold","2019-05-02","Chelsea Advisor","Mercedes Wynn","0031U00000MreicQAB","1. Less than 500K","ryan.dobson@example.com",,"4. 50-69","493-479-3943","Tier 1","Energy","2019-04-08","Florida","High Net Worth Families","false","Moderately Inexperienced","2020-05-25","2019-04-08","user-152@fsc-demo.com","75926","Gold","2019-04-07","USA","4. Between 5 and 10 Years","Long Term Growth","0",307380,307380,0,97736,5,97736,0,61,0.76,307380,413,0,0,3,121700,405116,405116,405116
"0051U000005JQyrQAG","Male","153","IL","Conservative","Income","2. Between 500K and 2M","2015-09-09","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZZQA3","Beau Steele","Annually","NJ","1 - Platinum","2020-06-22","Allen Advisor","Beau Steele","0031U00000MreidQAB","2. Between 500K and 2M","allen.advisor@example.com","Beau Steele","3. 30-49","247-649-8457","Tier 3","College Planning","2019-04-08","Chicago","Millennials","false","Experienced","2020-05-25","2020-05-12","user-153@fsc-demo.com","8037","Platinum","2020-04-27","USA","3. Between 3 and 5 years","Mass Affluent","2",413930,413930,2,526879,3,526879,0,33,0.44,413930,13,0,0,4,214383,940809,940809,940809
"0051U000005JQyrQAG","Male","154","IL","Aggresive","Growth","1. Less than 500K","2016-07-05","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZaQAN","Cecilia Copeland","Annually","NY","3 - Silver","2019-05-06","Allen Advisor","Cecilia Copeland","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com","Cecilia Copeland","3. 30-49","504-532-1455","Tier 3","College Planning","2019-04-08","Chicago","Affluent Professionals","false","Moderately Experienced","2020-05-25","2019-04-07","user-154@fsc-demo.com","10457","Silver","2019-04-07","USA","2. Between 1 and 3 years","Mass Affluent","2",254774,254774,2,178579,2,178579,0,37,0.59,254774,414,0,0,3,197745,433353,433353,433353
"0051U000005JQyrQAG","Female","155","IL","None","Growth","1. Less than 500K","2010-11-23","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZbQAN",,"Annually","NY","3 - Silver","2019-05-01","Allen Advisor","Michael Mccarty","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"4. 50-69","514-649-5745","Tier 2","Retirement","2019-04-15","Chicago","High Net Worth Families","false","Moderately Inexperienced","2020-05-25","2019-04-10","user-155@fsc-demo.com","10453","Silver","2019-04-01","USA","4. Between 5 and 10 Years","Long Term Growth","0",187935.4,187935.4,0,172460,8,172460,0,62,0.52,187935.4,411,0,0,3,201570,360395.4,360395.4,360395.4
"0051U000005JQyrQAG","Female","156","IL","Aggresive","Growth","1. Less than 500K","2016-02-21","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZcQAN",,"Monthly","TX","1 - Platinum","2019-05-05","Allen Advisor","Zephania Kline","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"5. > 69","258-677-1842","Tier 2","Municipal Bonds","2019-04-15","Chicago","Mass Market","false","Moderately Inexperienced","2020-05-25","2019-04-11","user-156@fsc-demo.com","75002","Platinum","2019-04-08","USA","3. Between 3 and 5 years","Mass Affluent","0",279959,279959,0,204077,3,204077,0,75,0.58,279959,410,0,0,3,106642,484036,484036,484036
"0051U000005JQyrQAG","Male","159","IL","Moderate","Balanced Growth","1. Less than 500K","2017-12-17","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZfQAN",,"Quarterly","CA","2 - Gold","2020-06-24","Allen Advisor","Autumn Weiss","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"2. 18-29","258-730-1564","Tier 1","Retirement","2019-04-22","Chicago","High Net Worth Families","false","Moderately Experienced","2020-05-25","2020-05-03","user-159@fsc-demo.com","96140","Gold","2020-04-30","USA","2. Between 1 and 3 years","Long Term Growth","0",164112,164112,0,248215,1,248215,0,21,0.4,164112,22,0,0,2,69463,412327,412327,412327
"0051U000005JQyrQAG","Female","160","IL","Aggresive","Growth","1. Less than 500K","2013-03-10","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZgQAN",,"Annually","IL","1 - Platinum","2019-05-21","Allen Advisor","Hall Cleveland","0011U00000KulRbQAJ","1. Less than 500K","allen.advisor@example.com",,"2. 18-29","448-944-8416","Tier 1","Municipal Bonds","2019-04-22","Chicago","Mass Market","false","Moderately Experienced","2020-05-25","2019-04-21","user-160@fsc-demo.com","61238","Platinum","2019-04-15","USA","4. Between 5 and 10 Years","Mass Affluent","0",177442,177442,0,117482,6,117482,0,22,0.6,177442,400,0,0,3,62661,294924,294924,294924
"0051U000005JQyrQAG","Female","161","IL","None","Balanced Growth","2. Between 500K and 2M","2014-01-19","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZhQAN",,"Quarterly","PA","1 - Platinum","2020-06-16","Allen Advisor","Thor Jefferson","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"3. 30-49","493-822-6995","Tier 1","Municipal Bonds","2019-04-29","Chicago","Affluent Professionals","false","Experienced","2020-05-25","2020-05-25","user-161@fsc-demo.com","15411","Platinum","2020-05-20","USA","4. Between 5 and 10 Years","Long Term Growth","0",528637.1,528637.1,0,819808,5,819808,0,43,0.39,528637.1,0,0,0,5,149511,1348445.1,1348445.1,1348445.1
"0051U000005L6eJQAS","Male","165","FL","Conservative","Balanced Growth","1. Less than 500K","2017-08-30","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZlQAN",,"Quarterly","NJ","2 - Gold","2019-05-25","Chelsea Advisor","Abdul Pacheco","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"2. 18-29","418-718-9938","Tier 2","Municipal Bonds","2019-04-29","Florida","Retired","false","Moderately Inexperienced","2020-05-25","2019-04-10","user-165@fsc-demo.com","8032","Gold","2019-04-07","USA","2. Between 1 and 3 years","Mass Affluent","0",151122,151122,0,123962,1,123962,0,27,0.55,151122,411,0,0,4,171808,275084,275084,275084
"0051U000005JQyrQAG","Female","166","IL","None","Growth","1. Less than 500K","2012-06-20","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZmQAN",,"Quarterly","NY","3 - Silver","2019-06-03","Allen Advisor","Vladimir Pittman","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"5. > 69","473-149-6089","Tier 2","Municipal Bonds","2019-05-06","Chicago","High Net Worth Families","false","Inexperienced","2020-05-25","2019-05-05","user-166@fsc-demo.com","10456","Silver","2019-04-21","USA","4. Between 5 and 10 Years","Mass Affluent","0",424401,424401,0,323003,6,323003,0,72,0.57,424401,386,0,0,4,132585,747404,747404,747404
"0051U000005L4E9QAK","Male","167","CA","None","Growth","1. Less than 500K","2017-05-26","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZnQAN","Nina Sparks","Annually","CA","1 - Platinum","2019-05-26","Brenda Banker","Nina Sparks","0011U00000KulRbQAJ","1. Less than 500K","sunil.dixit@example.com","Nina Sparks","3. 30-49","320-647-7801","Tier 3","Fixed Income","2019-05-06","San Francisco","Millennials","false","Experienced","2020-05-25","2019-04-27","user-167@fsc-demo.com","96140","Platinum","2019-04-11","USA","2. Between 1 and 3 years","Long Term Growth","3",236697.4,236697.4,3,255095,1,255095,0,40,0.48,236697.4,394,0,0,4,102798,491792.4,491792.4,491792.4
"0051U000005JQyrQAG","Male","168","IL","Moderate","Balanced Growth","2. Between 500K and 2M","2012-11-20","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZoQAN","Reese Valentine","Annually","PA","3 - Silver","2019-06-02","Allen Advisor","Reese Valentine","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Reese Valentine","2. 18-29","358-273-4726","Tier 2","Technology","2019-05-06","Chicago","Millennials","false","Experienced","2020-05-25","2019-05-01","user-168@fsc-demo.com","16475","Silver","2019-04-07","USA","4. Between 5 and 10 Years","Long Term Growth","4",869796.89,869796.89,4,570805,6,570805,0,21,0.6,869796.89,390,0,0,5,245803,1440601.89,1440601.89,1440601.89
"0051U000005L4E9QAK","Male","173","CA","None","Aggressive Growth","2. Between 500K and 2M","2019-01-22","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFZtQAN",,"Annually","TX","3 - Silver","2020-06-16","Brenda Banker","Alvin Franco","0011U00000KulRbQAJ","2. Between 500K and 2M","sunil.dixit@example.com",,"4. 50-69","264-655-2896","Tier 2","Municipal Bonds","2019-05-13","San Francisco","Affluent Professionals","false","Moderately Inexperienced","2020-05-25","2020-05-24","user-173@fsc-demo.com","75926","Silver","2020-05-23","USA","1. Less than 1 year","Mass Affluent","0",451830,451830,0,542919,0,542919,0,63,0.45,451830,1,0,0,3,148972,994749,994749,994749
"0051U000005JQyrQAG","Male","174","IL","Aggresive","Balanced Growth","1. Less than 500K","2015-09-01","Person Account","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZuQAN",,"Monthly","IL","3 - Silver","2019-06-10","Allen Advisor","Xenos Burks","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com",,"4. 50-69","456-402-8729","Tier 3","Energy","2019-05-20","Chicago","Mass Market","false","Experienced","2020-05-25","2019-04-28","user-174@fsc-demo.com","61236","Silver","2019-04-27","USA","3. Between 3 and 5 years","Long Term Growth","0",572837.59,572837.59,0,344067,3,344067,0,66,0.62,572837.59,393,0,0,4,183817,916904.59,916904.59,916904.59
"0051U000005JQyrQAG","Female","175","IL","None","Income","2. Between 500K and 2M","2018-10-27","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZvQAN","Eagan Avila","Annually","NJ","3 - Silver","2020-06-16","Allen Advisor","Eagan Avila","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Eagan Avila","2. 18-29","505-183-8373","Tier 3","Technology","2019-05-20","Chicago","Millennials","false","Moderately Experienced","2020-05-25","2020-05-19","user-175@fsc-demo.com","8038","Silver","2020-05-13","USA","1. Less than 1 year","Mass Affluent","2",674068.7,674068.7,2,990283,0,990283,0,20,0.41,674068.7,6,0,0,5,90781,1664351.7,1664351.7,1664351.7
"0051U000005JQyrQAG","Male","176","IL","Aggresive","Growth","2. Between 500K and 2M","2014-10-17","Household","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFZwQAN","Rhoda Odom","Monthly","FL","2 - Gold","2020-06-21","Allen Advisor","Rhoda Odom","0011U00000KulRbQAJ","2. Between 500K and 2M","allen.advisor@example.com","Rhoda Odom","2. 18-29","523-482-8172","Tier 1","Municipal Bonds","2019-05-27","Chicago","Affluent Professionals","false","Inexperienced","2020-05-25","2020-05-23","user-176@fsc-demo.com","32420","Gold","2020-05-11","USA","3. Between 3 and 5 years","Mass Affluent","2",606491.1,606491.1,2,763454,4,763454,0,24,0.44,606491.1,2,0,0,5,64114,1369945.1,1369945.1,1369945.1
"0051U000005L6eJQAS","Female","177","FL","Conservative","Income","1. Less than 500K","2016-05-20","Individual","Manager","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFZxQAN",,"Monthly","MI","3 - Silver","2019-06-14","Chelsea Advisor","Charissa Newton","0011U00000KulRbQAJ","1. Less than 500K","ryan.dobson@example.com",,"4. 50-69","476-805-8731","Tier 3","Energy","2019-05-27","Florida","Retired","false","Experienced","2020-05-25","2019-05-17","user-177@fsc-demo.com","49224","Silver","2019-05-09","USA","3. Between 3 and 5 years","Mass Affluent","0",205302.4,205302.4,0,234179,3,234179,0,56,0.47,205302.4,374,0,0,4,166560,439481.4,439481.4,439481.4
