"LEADSOURCE","OWNERID","OWNERSTATE","FORECASTCATEGORY","STAGENAME","CREATEDDATE","OWNERCITY","RECORDTYPENAME","ISCLOSED","ACCOUNTID","OWNERSMALLPHOTOURL","CLOSEDATE","ID","OPPORTUNITYOWNER","STAGE","ACCOUNTNAME","ISWON","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACTIVITYID","ACCOUNTCLIENTCATEGORY","ACCOUNTINDUSTRY","OPPORTUNITYNAME","EXPECTEDREVENUE","STAGESORTORDER","AMOUNT","DAYSSINCELASTACTIVITY","TIMEINSTAGEDURATIONSECONDS","PROBABILITY","OPPORTUNITYAGE"
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-01","Chicago","Simple","true","001B000000SS4AVIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-01","006B0000004t2W4IAI","Allen Advisor","Closed Won","United Orthopedic Group","true","2020-05-25","Mass Market","Activity 538","Gold","Machinery","United Orthopedic Group - 50k",50000,8,50000,771,21082513,100,310
"Reseller","0051U000005JQyrQAG","IL","Pipeline","Needs Analysis","2019-06-15","Chicago","Advanced","false","001B000000SS46SIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-03-13","006B0000003X11KIAS","Allen Advisor","Needs Analysis","Prepared Response","false","2020-05-25","Retired","Activity 601","Silver","Education","Prepared Response - 90k",90000,3,90000,361,8568162,35,388
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-08-12","Chicago","Simple","true","001B000000SS47gIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","006B0000003WbhPIAS","Allen Advisor","Closed Won","STS Technical Services","true","2020-05-25","Retired","Activity 706","Silver","Retail","STS Technical Services - 60k",60000,8,60000,665,55830564,100,330
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-08","Chicago","Simple","true","001B000000SS3VaIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-30","006B00000049UlUIAU","Allen Advisor","Closed Lost","Horizon International Trading Inc","false","2020-05-25","Retired","Activity 371","Gold","Entertainment","Horizon International Trading Inc - 135k",135000,9,135000,619,22621498,0,303
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-07-30","Chicago","Simple","true","001B000000SS4wFIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-10-03","006B0000003n2qyIAA","Allen Advisor","Closed Won","Partners of the West Insurance","true","2020-05-25","High Net Worth Families","Activity 445","Gold","Electronics","Partners of the West Insurance - 27.5k",27500,8,27500,577,7654355,100,343
"Fields Sales","0051U000005L4E9QAK","CA","Commit","Negotiation","2019-08-12","San Francisco","Channel (Partner)","false","001B000000SS4GiIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-29","006B00000049VRRIA2","Brenda Banker","Negotiation","Texas Farm & Ranch Magazine","false","2020-05-25","Millennials","Activity 154","Gold","Recreation","Texas Farm & Ranch Magazine - 52.5k",52500,7,52500,290,51182603,90,330
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-10-20","Florida","Simple","true","001B000000lwNnyIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-29","006B00000049UjsIAE","Chelsea Advisor","Closed Lost","Capital Newspapers","false","2020-05-25","High Net Worth Families","Activity 340","Silver","Healthcare & Life Sciences","Capital Newspapers - 87.5k",87500,9,87500,579,42011135,0,261
"Fields Sales","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-09-03","New York","Simple","true","001B000000bwMcjIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-12-28","006B0000003n2xBIAQ","Mark Garet","Closed Lost","interbiznet","false","2020-05-25","Millennials","Activity 424","Silver","Machinery","interbiznet - 41.5k",41500,9,41500,411,31715599,0,308
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-11-29","Florida","Simple","true","001B000000sxKF5IAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-11-17","006B0000004t2TeIAI","Chelsea Advisor","Closed Won","MicroTouch","true","2020-05-25","Retired","Activity 644","Platinum","Consulting","MicroTouch - 45k",45000,8,45000,827,32617764,100,221
"Fields Sales","0051U000005JQyrQAG","IL","Commit","Proposal/Quote","2019-09-27","Chicago","Simple","false","001B000000SS4FsIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-26","006B00000049VQfIAM","Allen Advisor","Proposal/Quote","PCB Systems Division","false","2020-05-25","Retired","Activity 165","Gold","Chemicals","PCB Systems Division - 55k",55000,5,55000,283,51631781,75,284
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-02","Chicago","Simple","true","001B000000bwMXjIAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-02-02","006B00000049V0vIAE","Allen Advisor","Closed Lost","interMute","false","2020-05-25","High Net Worth Families","Activity 238","Platinum","Consulting","interMute - 125.5k",125500,9,125500,371,15286786,0,218
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-19","Chicago","Simple","true","001B000000bwMWAIA2","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2018-11-28","006B0000004t2OHIAY","Allen Advisor","Closed Lost","ATHELON Ventures","false","2020-05-25","High Net Worth Families","Activity 633","Silver","Apparel","ATHELON Ventures - 110k",110000,9,110000,799,25128277,0,201
"Telesales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-04","Chicago","Simple","true","001B000000SS3hsIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-22","006B00000049VVxIAM","Allen Advisor","Closed Lost","Watkins Trucking","false","2020-05-25","Mass Market","Activity 342","Gold","Media","Watkins Trucking - 62.5k",62500,9,62500,547,44581104,0,216
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-14","Chicago","Simple","true","001B000000SS4fjIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-05-31","006B00000049VXqIAM","Allen Advisor","Closed Lost","Prosoft Technology","false","2020-05-25","High Net Worth Families","Activity 389","Silver","Telecommunications","Prosoft Technology - 55k",55000,9,55000,620,14519102,0,206
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-07-19","Chicago","Channel (Partner)","true","001B000000SS48CIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-05-16","006B0000004t2VSIAY","Allen Advisor","Closed Lost","InHealth Medical","false","2020-05-25","High Net Worth Families","Activity 477","Silver","Electronics","InHealth Medical - 156k",156000,9,156000,751,18837397,0,354
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-10-14","Chicago","Channel (Partner)","true","001B000000bwMUDIA2","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-10-28","006B00000049UskIAE","Allen Advisor","Closed Won","AFLAC Benefit Solutions","true","2020-05-25","Retired","Activity 322","Silver","Media","AFLAC Benefit Solutions - 140k",140000,8,140000,476,13764411,100,267
"Other","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-07-29","Chicago","Simple","true","001B000000WJEErIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-04-08","006B0000003n2wlIAA","Allen Advisor","Closed Won","Denniston Consulting Group","true","2020-05-25","Retired","Activity 439","Gold","Chemicals","Denniston Consulting Group - 125k",125000,8,125000,769,9286035,100,344
"Fields Sales","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-06-25","San Francisco","Channel (Partner)","true","001B000000SS4L4IAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-02-24","006B0000004t2ZBIAY","Brenda Banker","Closed Won","Angelo   Gordon & Co.   L.P.","true","2020-05-25","Affluent Professionals","Activity 562","Platinum","Electronics","Angelo   Gordon & Co.   L.P. - 34k",34000,8,34000,883,21743753,100,378
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-23","Chicago","Simple","true","001B000000SS3nqIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-06-15","006B00000049VcJIAU","Allen Advisor","Closed Lost","XServ","false","2020-05-25","Millennials","Activity 34","Platinum","Energy","XServ - 27.5k",27500,9,27500,263,58390985,0,288
"Fields Sales","0051U000005L4E9QAK","CA","Best Case","Proposal/Quote","2019-09-06","San Francisco","Simple","false","001B000000SS3UPIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-08-01","006B00000049Uk4IAE","Brenda Banker","Proposal/Quote","Pcm/Sarcom Inc","false","2020-05-25","High Net Worth Families","Activity 269","Platinum","Engineering","Pcm/Sarcom Inc - 55.5k",55500,5,55500,278,8558176,75,305
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-08-28","San Francisco","Simple","true","001B000000WJEI4IAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-25","006B00000049Vk7IAE","Brenda Banker","Closed Lost","DgL Enterprises","false","2020-05-25","Mass Market","Activity 366","Silver","Electronics","DgL Enterprises - 71k",71000,9,71000,613,44927887,0,314
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-05","Chicago","Simple","true","001B000000SS4wpIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-02-20","006B00000049VL4IAM","Allen Advisor","Closed Lost","Eosports Inc","false","2020-05-25","Millennials","Activity 170","Silver","Other","Eosports Inc - 46k",46000,9,46000,459,50373278,0,337
"Fields Sales","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-10-09","New York","Simple","true","001B000000bwMcmIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-19","006B0000003n2xLIAQ","Mark Garet","Closed Won","PRMsoft","true","2020-05-25","High Net Worth Families","Activity 427","Silver","Apparel","PRMsoft - 32.5k",32500,8,32500,695,35250851,100,272
"Fields Sales","0051U000005JQyrQAG","IL","Pipeline","Negotiation","2019-10-11","Chicago","Simple","false","001B000000SS3VbIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2020-07-11","006B00000049UlVIAU","Allen Advisor","Negotiation","Vision Software","false","2020-05-25","Mass Market","Activity 271","Gold","Insurance","Vision Software - 20k",20000,7,20000,249,9326524,90,270
"Fields Sales","0051U000005JQyrQAG","IL","Commit","Qualification","2019-07-04","Chicago","Simple","false","001B000000UkRyEIAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-06-26","006B0000003X13eIAC","Allen Advisor","Qualification","Siskel Sales Co","false","2020-05-25","Affluent Professionals","Activity 577","Platinum","Banking","Siskel Sales Co - 24k",24000,2,24000,365,7152531,20,369
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-10-27","Chicago","Simple","true","001B000000WJE5aIAH","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-02-11","006B00000049VdlIAE","Allen Advisor","Closed Won","fsp.com","true","2020-05-25","Retired","Activity 132","Silver","Consulting","fsp.com - 30k",30000,8,30000,383,15521232,100,254
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-23","Chicago","Simple","true","001B000000SS4TBIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-29","006B0000003n21dIAA","Allen Advisor","Closed Lost","Hoffmann Optimization","false","2020-05-25","High Net Worth Families","Activity 38","Platinum","Hospitality","Hoffmann Optimization - 120k",120000,9,120000,309,54687170,0,319
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-14","Chicago","Channel (Partner)","true","001B000000SS3rXIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-12-02","006B0000004t2QJIAY","Allen Advisor","Closed Lost","Arcom Digital.","false","2020-05-25","Millennials","Activity 630","Gold","Electronics","Arcom Digital. - 35k",35000,9,35000,816,49309019,0,236
"Other","0051U000005JQyrQAG","IL","Best Case","Qualification","2019-06-21","Chicago","Simple","false","001B000000UkRy7IAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-29","006B0000003X12yIAC","Allen Advisor","Qualification","Distributive Software","false","2020-05-25","Retired","Activity 574","Silver","Biotechnology","Distributive Software - 125k",125000,2,125000,371,38428133,20,382
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-07-27","Chicago","Channel (Partner)","true","001B000000WJEEqIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-20","006B0000003n2wkIAA","Allen Advisor","Closed Lost","Etectonics","false","2020-05-25","Millennials","Activity 438","Silver","Construction","Etectonics - 120k",120000,9,120000,689,1742639,0,346
"Reseller","0051U000005JQyrQAG","IL","Best Case","Proposal/Quote","2019-03-24","Chicago","Simple","false","001B000000SS42tIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-07","006B0000003X10jIAC","Allen Advisor","Proposal/Quote","Citadel","false","2020-05-25","Millennials","Activity 589","Platinum","Financial Services","Citadel - 125k",125000,5,125000,430,27397161,75,471
"Reseller","0051U000005JQyrQAG","IL","Best Case","Discovery","2019-10-12","Chicago","Simple","false","001B000000SS4h2IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-14","006B0000003hgK3IAI","Allen Advisor","Discovery","Lexisnexis Group","false","2020-05-25","Retired","Activity 144","Gold","Not For Profit","Lexisnexis Group - 75k",75000,0,75000,248,32706553,0,269
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-08-08","San Francisco","Channel (Partner)","true","001B000000bwMdzIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-11","006B0000003n32TIAQ","Brenda Banker","Closed Won","Clear Ink Corp.","true","2020-05-25","Affluent Professionals","Activity 416","Silver","Consulting","Clear Ink Corp. - 80k",80000,8,80000,335,33944954,100,334
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-07-02","San Francisco","Simple","true","001B000000SS4CyIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-01-24","006B0000003n2u3IAA","Brenda Banker","Closed Lost","Avaya Global Services","false","2020-05-25","Retired","Activity 435","Platinum","Not For Profit","Avaya Global Services - 32.5k",32500,9,32500,464,8070355,0,371
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-07-05","Florida","Simple","true","001B000000SS47ZIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-01-13","006B0000003WbhFIAS","Chelsea Advisor","Closed Lost","Aegis Semiconductor","false","2020-05-25","Millennials","Activity 703","Silver","Banking","Aegis Semiconductor - 61k",61000,9,61000,874,4484688,0,368
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-23","Chicago","Channel (Partner)","true","001B000000SS53EIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-10-18","006B0000004t2Z7IAI","Allen Advisor","Closed Won","Star Caster Services","true","2020-05-25","Affluent Professionals","Activity 720","Platinum","Entertainment","Star Caster Services - 22k",22000,8,22000,888,46827783,100,288
"Reseller","0051U000005JQyrQAG","IL","Best Case","Qualification","2019-11-03","Chicago","Simple","false","001B000000SS3m7IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-24","006B00000049VaHIAU","Allen Advisor","Qualification","Vistronix","false","2020-05-25","Affluent Professionals","Activity 136","Platinum","Engineering","Vistronix - 25k",25000,2,25000,234,27505756,20,247
"Fields Sales","0051U000005JQyrQAG","IL","Commit","Qualification","2019-12-01","Chicago","Simple","false","001B000000SS4nQIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-07-15","006B00000049V3ZIAU","Allen Advisor","Qualification","Newfield Exploration Co.","false","2020-05-25","High Net Worth Families","Activity 224","Platinum","Environmental","Newfield Exploration Co. - 50k",50000,2,50000,219,21679541,20,219
"Telesales","0051U000005L4E9QAK","CA","Best Case","Discovery","2019-10-02","San Francisco","Channel (Partner)","false","001B000000SS48DIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-28","006B00000049VIdIAM","Brenda Banker","Discovery","The York Group","false","2020-05-25","Affluent Professionals","Activity 188","Silver","Not For Profit","The York Group - 37.5k",37500,0,37500,262,17162283,0,279
"Reseller","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-09-15","New York","Channel (Partner)","true","001B000000lwNvwIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-26","006B0000003WbwhIAC","Mark Garet","Closed Lost","Adair  Greene McCann","false","2020-05-25","Retired","Activity 16","Gold","Communications","Adair  Greene McCann - 200k",200000,9,200000,329,20052012,0,296
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-09","Chicago","Simple","true","001B000000sxHlBIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-11-24","006B0000004t2NFIAY","Allen Advisor","Closed Lost","Astute Networks","false","2020-05-25","Mass Market","Activity 645","Platinum","Banking","Astute Networks - 32.5k",32500,9,32500,818,51889934,0,241
"Fields Sales","0051U000005JQyrQAG","IL","Best Case","Negotiation","2019-07-07","Chicago","Simple","false","001B000000WJEBeIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-07-05","006B00000049VGWIA2","Allen Advisor","Negotiation","Aureus Health Services","false","2020-05-25","High Net Worth Families","Activity 184","Gold","Healthcare & Life Sciences","Aureus Health Services - 50.5k",50500,7,50500,334,37415311,90,366
"Fields Sales","0051U000005L4E9QAK","CA","Best Case","Qualification","2019-07-03","San Francisco","Advanced","false","001B000000SS4wSIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-15","006B0000003X11kIAC","Brenda Banker","Qualification","Xsite Modular","false","2020-05-25","Retired","Activity 600","Silver","Agriculture","Xsite Modular - 100k",100000,2,100000,366,36214817,20,370
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-17","Chicago","Simple","true","001B000000SS4kTIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-06-25","006B00000049VfNIAU","Allen Advisor","Closed Lost","Provident Funding Associates L.P.","false","2020-05-25","Retired","Activity 125","Platinum","Telecommunications","Provident Funding Associates L.P. - 20.7k",20700,9,20700,228,28995691,0,264
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-18","Chicago","Simple","true","001B000000SS3sLIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-09-30","006B0000003X0ysIAC","Allen Advisor","Closed Lost","Ascent Healthcare Solutions","false","2020-05-25","Mass Market","Activity 624","Silver","Government","Ascent Healthcare Solutions - 50.5k",50500,9,50500,522,16621029,0,232
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-12-02","Chicago","Channel (Partner)","true","001B000000SS42XIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-11","006B0000003X10TIAS","Allen Advisor","Closed Won","Onix Microsystems","true","2020-05-25","Millennials","Activity 591","Gold","Entertainment","Onix Microsystems - 30k",30000,8,30000,274,23839317,100,218
"Fields Sales","0051U000005L4E9QAK","CA","Best Case","Discovery","2019-09-26","San Francisco","Simple","false","001B000000SS52PIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-14","006B00000049VUMIA2","Brenda Banker","Discovery","THe Learning Network","false","2020-05-25","Mass Market","Activity 146","Silver","Utilities","THe Learning Network - 125k",125000,0,125000,233,26668801,0,285
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-07-27","Chicago","Simple","true","001B000000SS4voIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-04-18","006B0000004t2VhIAI","Allen Advisor","Closed Lost","Radley Corp","false","2020-05-25","Mass Market","Activity 515","Platinum","Biotechnology","Radley Corp - 48.5k",48500,9,48500,787,10381553,0,346
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-19","Chicago","Simple","true","001B000000SS51IIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-11-11","006B0000004t2Y6IAI","Allen Advisor","Closed Lost","About.Com","false","2020-05-25","Retired","Activity 659","Silver","Government","About.Com - 150k",150000,9,150000,879,37468957,0,292
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-11-02","Chicago","Simple","true","001B000000SS4D0IAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-10-09","006B0000003Wbo1IAC","Allen Advisor","Closed Won","Frazier Co Svc Dept","true","2020-05-25","Millennials","Activity 688","Silver","Biotechnology","Frazier Co Svc Dept - 75k",75000,8,75000,522,18564093,100,248
"Fields Sales","0051U000005JQyrQAG","IL","Best Case","Proposal/Quote","2019-03-30","Chicago","Simple","false","001B000000SS4EuIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-04","006B0000003X12YIAS","Allen Advisor","Proposal/Quote","Roband Corp","false","2020-05-25","Mass Market","Activity 609","Silver","Manufacturing","Roband Corp - 37.5k",37500,5,37500,382,27492448,75,465
"Reseller","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-24","Florida","Simple","true","001B000000SS45yIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-05-23","006B00000049VFVIA2","Chelsea Advisor","Closed Lost","Advanced Integrated Mgmt Svc","false","2020-05-25","High Net Worth Families","Activity 13","Silver","Media","Advanced Integrated Mgmt Svc - 20k",20000,9,20000,264,23164412,0,226
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-08-23","San Francisco","Channel (Partner)","true","001B000000SS4v0IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-06-09","006B00000049VIDIA2","Brenda Banker","Closed Lost","Momentum Technical Consulting","false","2020-05-25","Mass Market","Activity 379","Gold","Not For Profit","Momentum Technical Consulting - 95k",95000,9,95000,711,5629499,0,319
"Reseller","0051U000005L6eJQAS","FL","Pipeline","Needs Analysis","2019-05-14","Florida","Simple","false","001B000000SS4H1IAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-05-24","006B0000003Wbt7IAC","Chelsea Advisor","Needs Analysis","Internet HIGHWAY","false","2020-05-25","Mass Market","Activity 584","Silver","Not For Profit","Internet HIGHWAY - 35k",35000,3,35000,403,11943970,35,420
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-07-30","Chicago","Simple","true","001B000000SS4hrIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-03-10","006B0000003WbGuIAK","Allen Advisor","Closed Won","World Wide Communications","true","2020-05-25","Mass Market","Activity 289","Platinum","Agriculture","World Wide Communications - 25k",25000,8,25000,386,11932662,100,343
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-11","Chicago","Channel (Partner)","true","001B000000WJE6oIAH","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2020-04-12","006B00000049V0lIAE","Allen Advisor","Closed Lost","Duke Energy","false","2020-05-25","Retired","Activity 236","Gold","Apparel","Duke Energy - 70k",70000,9,70000,348,35251100,0,270
"Reseller","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-07-10","San Francisco","Simple","true","001B000000bwMcRIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-04-29","006B0000003n2w7IAA","Brenda Banker","Closed Lost","MSC Industrial Direct Co.","false","2020-05-25","Retired","Activity 436","Platinum","Recreation","MSC Industrial Direct Co. - 42.5k",42500,9,42500,752,24803092,0,363
"Reseller","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-11-18","New York","Channel (Partner)","true","001B000000WJE4PIAX","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2020-03-10","006B00000049VZjIAM","Mark Garet","Closed Lost","Affinitas Corporation","false","2020-05-25","Millennials","Activity 63","Platinum","Education","Affinitas Corporation - 37.5k",37500,9,37500,344,38936501,0,232
"Reseller","0051U000005L4E9QAK","CA","Best Case","Discovery","2019-11-23","San Francisco","Simple","false","001B000000SS3bvIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-07-24","006B00000049UtBIAU","Brenda Banker","Discovery","Net2Phone","false","2020-05-25","Mass Market","Activity 259","Platinum","Biotechnology","Net2Phone - 150k",150000,0,150000,226,23424319,0,227
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-10-07","San Francisco","Simple","true","001B000000SS456IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-06-22","006B00000049VEKIA2","Brenda Banker","Closed Lost","Honor Schools","false","2020-05-25","Retired","Activity 199","Silver","Biotechnology","Honor Schools - 67k",67000,9,67000,273,5081006,0,274
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-25","Chicago","Channel (Partner)","true","001B000000SS4XMIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-11-04","006B0000003hfzkIAA","Allen Advisor","Closed Lost","Core Strategies","false","2020-05-25","Retired","Activity 658","Gold","Biotechnology","Core Strategies - 56k",56000,9,56000,862,21586335,0,256
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-29","Chicago","Simple","true","001B000000SS47sIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-09-06","006B0000003WbheIAC","Allen Advisor","Closed Lost","Spottswood Photography","false","2020-05-25","Retired","Activity 702","Gold","Machinery","Spottswood Photography - 57.5k",57500,9,57500,913,9486255,0,282
"Fields Sales","0051U000005JQyrQAG","IL","Best Case","Proposal/Quote","2019-10-02","Chicago","Simple","false","001B000000SS3PYIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-10-26","006B00000049UebIAE","Allen Advisor","Proposal/Quote","Third Wave Technologies","false","2020-05-25","Retired","Activity 286","Platinum","Banking","Third Wave Technologies - 47.5k",47500,5,47500,244,52524411,75,279
"Fields Sales","0051U000005L4E9QAK","CA","Best Case","Qualification","2019-11-22","San Francisco","Simple","false","001B000000SS4mIIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-08-18","006B00000049V1XIAU","Brenda Banker","Qualification","Kwasny Corp","false","2020-05-25","Millennials","Activity 245","Platinum","Machinery","Kwasny Corp - 50.5k",50500,2,50500,220,39337178,20,228
