"BalanceBeforeReset","ExpirablePoints","Id","LastExpirationProcessRunDate","LastResetDate","LoyaltyMemberId","LoyaltyProgramCurrency.CostperUnit","LoyaltyProgramCurrency.CurrencyType","LoyaltyProgramCurrency.Id","LoyaltyProgramCurrency.IsPrimary","LoyaltyProgramCurrency.NQP_Currency","LoyaltyProgramCurrency.QP_Currency","LoyaltyProgramCurrencyId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LastActivityDate","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyProgramMember.Referrer.Contact.Name","MemberTier.LoyaltyTier.LoyaltyTierGroup.Name","MemberTier.LoyaltyTier.Name","Name","NextResetDate","PointsBalance","PointsBalance_Amount","TotalPointsAccrued","TotalPointsExpired","TotalPointsRedeemed","LastProcessedDate"
,,"0lzB0000000XceHIAS",,,"0lMB0000000RII6MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf97 Trail97","Web",2020-01-13,"No",,"003B000000IXhv9IAD","Perf97 Trail97","NTO Insider","Perf97 Trail97","Active","Individual",,"IndivAiK_235","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Number of Transactions",2022-01-21,1340,,1340,,,2021-11-01
,,"0lzB0000000XceIIAS",,,"0lMB0000000RII6MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf97 Trail97","Web",2020-01-13,"No",,"003B000000IXhv9IAD","Perf97 Trail97","NTO Insider","Perf97 Trail97","Active","Individual",,"IndivAiK_235","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Points",,13466,134.66,13466,,,2021-11-01
,,"0lzB0000000XceJIAS",,,"0lMB0000000RII6MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf97 Trail97","Web",2020-01-13,"No",,"003B000000IXhv9IAD","Perf97 Trail97","NTO Insider","Perf97 Trail97","Active","Individual",,"IndivAiK_235","0lpB0000000PBdwIAG",,,,,"Lifetime","Elite","Transaction Amount",2020-07-13,,,,,,2021-11-01
,,"0lzB0000000XceKIAS",,,"0lMB0000000RII7MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf98 Trail98","POS",2020-01-23,"No",,"003B000000IXhvAIAT","Perf98 Trail98","NTO Insider","Perf98 Trail98","Active","Individual",,"IndivAiK_236","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,7162,,7162,,,2021-11-01
,,"0lzB0000000XceLIAS",,,"0lMB0000000RII7MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf98 Trail98","POS",2020-01-23,"No",,"003B000000IXhvAIAT","Perf98 Trail98","NTO Insider","Perf98 Trail98","Active","Individual",,"IndivAiK_236","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,11319,113.19,11319,,,2021-11-01
,,"0lzB0000000XceMIAS",,,"0lMB0000000RII7MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf98 Trail98","POS",2020-01-23,"No",,"003B000000IXhvAIAT","Perf98 Trail98","NTO Insider","Perf98 Trail98","Active","Individual",,"IndivAiK_236","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2020-07-23,,,,,,2021-11-01
,,"0lzB0000000XceNIAS",,,"0lMB0000000RII8MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf99 Trail99","CallCenter",2021-12-03,"No",,"003B000000IXhvBIAT","Perf99 Trail99","NTO Insider","Perf99 Trail99","Active","Individual",,"IndivAiK_237","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XceOIAS",,,"0lMB0000000RII8MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf99 Trail99","CallCenter",2021-12-03,"No",,"003B000000IXhvBIAT","Perf99 Trail99","NTO Insider","Perf99 Trail99","Active","Individual",,"IndivAiK_237","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcePIAS",,,"0lMB0000000RII8MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf99 Trail99","CallCenter",2021-12-03,"No",,"003B000000IXhvBIAT","Perf99 Trail99","NTO Insider","Perf99 Trail99","Active","Individual",,"IndivAiK_237","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-06-03,,,,,,2021-11-01
,,"0lzB0000000XceQIAS",,,"0lMB0000000RII9MAO",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf100 Trail100","Social",2021-04-26,"No",,"003B000000IXhvCIAT","Perf100 Trail100","NTO Insider","Perf100 Trail100","Active","Individual",,"IndivAiK_238","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XceRIAS",,,"0lMB0000000RII9MAO",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf100 Trail100","Social",2021-04-26,"No",,"003B000000IXhvCIAT","Perf100 Trail100","NTO Insider","Perf100 Trail100","Active","Individual",,"IndivAiK_238","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XceSIAS",,,"0lMB0000000RII9MAO",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf100 Trail100","Social",2021-04-26,"No",,"003B000000IXhvCIAT","Perf100 Trail100","NTO Insider","Perf100 Trail100","Active","Individual",,"IndivAiK_238","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-10-26,,,,,,2021-11-01
,,"0lzB0000000XceTIAS",,,"0lMB0000000RIIAMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf101 Trail101","Email",2021-08-29,"No",,"003B000000IXhvDIAT","Perf101 Trail101","NTO Insider","Perf101 Trail101","Active","Individual",,"IndivAiK_239","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XceUIAS",,,"0lMB0000000RIIAMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf101 Trail101","Email",2021-08-29,"No",,"003B000000IXhvDIAT","Perf101 Trail101","NTO Insider","Perf101 Trail101","Active","Individual",,"IndivAiK_239","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XceVIAS",,,"0lMB0000000RIIAMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf101 Trail101","Email",2021-08-29,"No",,"003B000000IXhvDIAT","Perf101 Trail101","NTO Insider","Perf101 Trail101","Active","Individual",,"IndivAiK_239","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-02-28,,,,,,2021-11-01
,,"0lzB0000000XceWIAS",,,"0lMB0000000RIIBMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf102 Trail102","Web",2020-10-04,"No",,"003B000000IXhvEIAT","Perf102 Trail102","NTO Insider","Perf102 Trail102","Active","Individual",,"IndivAiK_240","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,2324,,2324,,,2021-11-01
,,"0lzB0000000XceXIAS",,,"0lMB0000000RIIBMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf102 Trail102","Web",2020-10-04,"No",,"003B000000IXhvEIAT","Perf102 Trail102","NTO Insider","Perf102 Trail102","Active","Individual",,"IndivAiK_240","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,11535,115.35,11536,,,2021-11-01
,,"0lzB0000000XceYIAS",,,"0lMB0000000RIIBMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf102 Trail102","Web",2020-10-04,"No",,"003B000000IXhvEIAT","Perf102 Trail102","NTO Insider","Perf102 Trail102","Active","Individual",,"IndivAiK_240","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-04-04,6824,,6824,,,2021-11-01
,,"0lzB0000000XceZIAS",,,"0lMB0000000RIICMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf103 Trail103","POS",2021-11-15,"No",,"003B000000IXhvFIAT","Perf103 Trail103","NTO Insider","Perf103 Trail103","Active","Individual",,"IndivAiK_241","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XceaIAC",,,"0lMB0000000RIICMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf103 Trail103","POS",2021-11-15,"No",,"003B000000IXhvFIAT","Perf103 Trail103","NTO Insider","Perf103 Trail103","Active","Individual",,"IndivAiK_241","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcebIAC",,,"0lMB0000000RIICMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf103 Trail103","POS",2021-11-15,"No",,"003B000000IXhvFIAT","Perf103 Trail103","NTO Insider","Perf103 Trail103","Active","Individual",,"IndivAiK_241","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-05-15,,,,,,2021-11-01
,,"0lzB0000000XcecIAC",,,"0lMB0000000RIIDMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf104 Trail104","CallCenter",2021-05-25,"No",,"003B000000IXhvGIAT","Perf104 Trail104","NTO Insider","Perf104 Trail104","Active","Individual",,"IndivAiK_242","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcedIAC",,,"0lMB0000000RIIDMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf104 Trail104","CallCenter",2021-05-25,"No",,"003B000000IXhvGIAT","Perf104 Trail104","NTO Insider","Perf104 Trail104","Active","Individual",,"IndivAiK_242","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XceeIAC",,,"0lMB0000000RIIDMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf104 Trail104","CallCenter",2021-05-25,"No",,"003B000000IXhvGIAT","Perf104 Trail104","NTO Insider","Perf104 Trail104","Active","Individual",,"IndivAiK_242","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-11-25,,,,,,2021-11-01
,,"0lzB0000000XcefIAC",,,"0lMB0000000RIIEMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf105 Trail105","Social",2020-12-01,"No",,"003B000000IXhvHIAT","Perf105 Trail105","NTO Insider","Perf105 Trail105","Active","Individual",,"IndivAiK_243","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,7366,,7366,,,2021-11-01
,,"0lzB0000000XcegIAC",,,"0lMB0000000RIIEMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf105 Trail105","Social",2020-12-01,"No",,"003B000000IXhvHIAT","Perf105 Trail105","NTO Insider","Perf105 Trail105","Active","Individual",,"IndivAiK_243","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,12063,120.63,12063,,,2021-11-01
,,"0lzB0000000XcehIAC",,,"0lMB0000000RIIEMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf105 Trail105","Social",2020-12-01,"No",,"003B000000IXhvHIAT","Perf105 Trail105","NTO Insider","Perf105 Trail105","Active","Individual",,"IndivAiK_243","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-06-01,2306,,2306,,,2021-11-01
,,"0lzB0000000XceiIAC",,,"0lMB0000000RIIFMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf106 Trail106","Email",2020-08-28,"No",,"003B000000IXhvIIAT","Perf106 Trail106","NTO Insider","Perf106 Trail106","Active","Individual",,"IndivAiK_244","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,3115,,3115,,,2021-11-01
,,"0lzB0000000XcejIAC",,,"0lMB0000000RIIFMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf106 Trail106","Email",2020-08-28,"No",,"003B000000IXhvIIAT","Perf106 Trail106","NTO Insider","Perf106 Trail106","Active","Individual",,"IndivAiK_244","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,12404,124.04,12404,,,2021-11-01
,,"0lzB0000000XcekIAC",,,"0lMB0000000RIIFMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf106 Trail106","Email",2020-08-28,"No",,"003B000000IXhvIIAT","Perf106 Trail106","NTO Insider","Perf106 Trail106","Active","Individual",,"IndivAiK_244","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-02-28,,,,,,2021-11-01
,,"0lzB0000000XcelIAC",,,"0lMB0000000RIIGMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf107 Trail107","Web",2021-03-17,"No",,"003B000000IXhvJIAT","Perf107 Trail107","NTO Insider","Perf107 Trail107","Active","Individual",,"IndivAiK_245","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcemIAC",,,"0lMB0000000RIIGMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf107 Trail107","Web",2021-03-17,"No",,"003B000000IXhvJIAT","Perf107 Trail107","NTO Insider","Perf107 Trail107","Active","Individual",,"IndivAiK_245","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcenIAC",,,"0lMB0000000RIIGMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf107 Trail107","Web",2021-03-17,"No",,"003B000000IXhvJIAT","Perf107 Trail107","NTO Insider","Perf107 Trail107","Active","Individual",,"IndivAiK_245","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-09-17,,,,,,2021-11-01
,,"0lzB0000000XceoIAC",,,"0lMB0000000RIIHMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf108 Trail108","POS",2020-09-27,"No",,"003B000000IXhvKIAT","Perf108 Trail108","NTO Insider","Perf108 Trail108","Active","Individual",,"IndivAiK_246","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,5707,,5707,,,2021-11-01
,,"0lzB0000000XcepIAC",,,"0lMB0000000RIIHMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf108 Trail108","POS",2020-09-27,"No",,"003B000000IXhvKIAT","Perf108 Trail108","NTO Insider","Perf108 Trail108","Active","Individual",,"IndivAiK_246","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,56163,561.63,56163,,,2021-11-01
,,"0lzB0000000XceqIAC",,,"0lMB0000000RIIHMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf108 Trail108","POS",2020-09-27,"No",,"003B000000IXhvKIAT","Perf108 Trail108","NTO Insider","Perf108 Trail108","Active","Individual",,"IndivAiK_246","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-03-27,3166,,3166,,,2021-11-01
,,"0lzB0000000XcerIAC",,,"0lMB0000000RIIIMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf109 Trail109","CallCenter",2021-03-04,"No",,"003B000000IXhvLIAT","Perf109 Trail109","NTO Insider","Perf109 Trail109","Active","Individual",,"IndivAiK_247","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,855,,855,,,2021-11-01
,,"0lzB0000000XcesIAC",,,"0lMB0000000RIIIMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf109 Trail109","CallCenter",2021-03-04,"No",,"003B000000IXhvLIAT","Perf109 Trail109","NTO Insider","Perf109 Trail109","Active","Individual",,"IndivAiK_247","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,9591,95.91,9601,,10,2021-11-01
,,"0lzB0000000XcetIAC",,,"0lMB0000000RIIIMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf109 Trail109","CallCenter",2021-03-04,"No",,"003B000000IXhvLIAT","Perf109 Trail109","NTO Insider","Perf109 Trail109","Active","Individual",,"IndivAiK_247","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-09-04,1520,,1520,,,2021-11-01
,,"0lzB0000000XceuIAC",,,"0lMB0000000RIIJMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf110 Trail110","Social",2021-10-16,"No",,"003B000000IXhvMIAT","Perf110 Trail110","NTO Insider","Perf110 Trail110","Active","Individual",,"IndivAiK_248","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000XcevIAC",,,"0lMB0000000RIIJMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf110 Trail110","Social",2021-10-16,"No",,"003B000000IXhvMIAT","Perf110 Trail110","NTO Insider","Perf110 Trail110","Active","Individual",,"IndivAiK_248","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000XcewIAC",,,"0lMB0000000RIIJMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf110 Trail110","Social",2021-10-16,"No",,"003B000000IXhvMIAT","Perf110 Trail110","NTO Insider","Perf110 Trail110","Active","Individual",,"IndivAiK_248","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-04-16,,,,,,2021-11-01
,,"0lzB0000000XcexIAC",,,"0lMB0000000RIIKMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Perf111 Trail111","Email",2020-05-03,"No",,"003B000000IXhvNIAT","Perf111 Trail111","NTO Insider","Perf111 Trail111","Active","Individual",,"IndivAiK_249","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,4387,,4387,,,2021-11-01
,,"0lzB0000000XceyIAC",,,"0lMB0000000RIIKMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Perf111 Trail111","Email",2020-05-03,"No",,"003B000000IXhvNIAT","Perf111 Trail111","NTO Insider","Perf111 Trail111","Active","Individual",,"IndivAiK_249","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,11615,116.15,11615,,,2021-11-01
,,"0lzB0000000XcezIAC",,,"0lMB0000000RIIKMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Perf111 Trail111","Email",2020-05-03,"No",,"003B000000IXhvNIAT","Perf111 Trail111","NTO Insider","Perf111 Trail111","Active","Individual",,"IndivAiK_249","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2020-11-03,,,,,,2021-11-01
,,"0lzB0000000Xcf0IAC",,,"0lMB0000000RIILMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Q4Data192 Trail192","Web",2020-04-14,"No",,"003B000000IXi3WIAT","Q4Data192 Trail192","NTO Insider","Q4Data192 Trail192","Active","Individual",,"IndivAiK_250","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,5547,,5547,,,2021-11-01
,,"0lzB0000000Xcf1IAC",,,"0lMB0000000RIILMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Q4Data192 Trail192","Web",2020-04-14,"No",,"003B000000IXi3WIAT","Q4Data192 Trail192","NTO Insider","Q4Data192 Trail192","Active","Individual",,"IndivAiK_250","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,10489,104.89,10489,,,2021-11-01
,,"0lzB0000000Xcf2IAC",,,"0lMB0000000RIILMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Q4Data192 Trail192","Web",2020-04-14,"No",,"003B000000IXi3WIAT","Q4Data192 Trail192","NTO Insider","Q4Data192 Trail192","Active","Individual",,"IndivAiK_250","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2020-10-14,,,,,,2021-11-01
,,"0lzB0000000Xcf3IAC",,,"0lMB0000000RIIMMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"Q4Data193 Trail193","POS",2021-01-01,"No",,"003B000000IXi3XIAT","Q4Data193 Trail193","NTO Insider","Q4Data193 Trail193","Active","Individual",,"IndivAiK_251","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,4817,,4817,,,2021-11-01
,,"0lzB0000000Xcf4IAC",,,"0lMB0000000RIIMMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"Q4Data193 Trail193","POS",2021-01-01,"No",,"003B000000IXi3XIAT","Q4Data193 Trail193","NTO Insider","Q4Data193 Trail193","Active","Individual",,"IndivAiK_251","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,12105,121.05,12116,,10,2021-11-01
,,"0lzB0000000Xcf5IAC",,,"0lMB0000000RIIMMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"Q4Data193 Trail193","POS",2021-01-01,"No",,"003B000000IXi3XIAT","Q4Data193 Trail193","NTO Insider","Q4Data193 Trail193","Active","Individual",,"IndivAiK_251","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2021-07-01,5232,,5232,,,2021-11-01
,,"0lzB0000000Xcf6IAC",,,"0lMB0000000RIINMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User57 Q4Data57","CallCenter",2021-10-15,"No",,"003B000000IXi1IIAT","User57 Q4Data57","NTO Insider","User57 Q4Data57","Active","Individual",,"IndivAiK_252","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,,,,,,2021-11-01
,,"0lzB0000000Xcf7IAC",,,"0lMB0000000RIINMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User57 Q4Data57","CallCenter",2021-10-15,"No",,"003B000000IXi1IIAT","User57 Q4Data57","NTO Insider","User57 Q4Data57","Active","Individual",,"IndivAiK_252","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,,,,,,2021-11-01
,,"0lzB0000000Xcf8IAC",,,"0lMB0000000RIINMA4",,"Qualifying","0lcB0000000PBAoIAO",FALSE,,"Transaction Amount","0lcB0000000PBAoIAO",,,,,"User57 Q4Data57","CallCenter",2021-10-15,"No",,"003B000000IXi1IIAT","User57 Q4Data57","NTO Insider","User57 Q4Data57","Active","Individual",,"IndivAiK_252","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Transaction Amount",2022-04-15,,,,,,2021-11-01
,,"0lzB0000000Xcf9IAC",,,"0lMB0000000RIIOMA4",,"Qualifying","0lcB0000000PBAeIAO",FALSE,,"Number of Transactions","0lcB0000000PBAeIAO",,,,,"User58 Q4Data58","Social",2020-04-26,"No",,"003B000000IXi1JIAT","User58 Q4Data58","NTO Insider","User58 Q4Data58","Active","Individual",,"IndivAiK_253","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Number of Transactions",2022-01-21,1616,,1616,,,2021-11-01
,,"0lzB0000000XcfAIAS",,,"0lMB0000000RIIOMA4",0.01,"NonQualifying","0lcB0000000PBAjIAO",TRUE,"Points",,"0lcB0000000PBAjIAO",,,,,"User58 Q4Data58","Social",2020-04-26,"No",,"003B000000IXi1JIAT","User58 Q4Data58","NTO Insider","User58 Q4Data58","Active","Individual",,"IndivAiK_253","0lpB0000000PBdwIAG",,,,,"Lifetime","Premium","Points",,12548,125.48,12548,,,2021-11-01
