"EffectiveDate","ExpirationDate","Id","LoyaltyMemberCurrency.LoyaltyProgramCurrency.NQP_Currency","LoyaltyMemberCurrency.LoyaltyProgramCurrency.QP_Currency","LoyaltyMemberCurrency.LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyMemberCurrency.LoyaltyProgramMember.MemberName","LoyaltyMemberCurrency.LoyaltyProgramMember.MemberType","LoyaltyMemberTier.LoyaltyTier.LoyaltyTierGroup.Name","LoyaltyMemberTier.LoyaltyTier.Name","LoyaltyProgramMemberId","PromotionId","Status","TransactionJournalId","UseDate","VoucherDefinition.CostPerVoucher","VoucherDefinition.EffectiveDate","VoucherDefinition.ExpirationDate","VoucherDefinition.Type","VoucherDefinitionId","LastProcessedDate"
2020-11-28,2021-11-27,"0kDB0000000CaUTMA0","Points","Number of Transactions","NTO Insider","User16 Q4DataUser16","Individual","Lifetime","Premium","0lMB0000000RILFMA4","0c8B0000000GpauIAC","Redeemed","0lVB0000000VSFJMA4",2021-05-18,30,2020-11-28,,"FixedValue","2XaB0000000KyjfKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUUMA0","Points","Number of Transactions","NTO Insider","Perf54 Trail54","Individual","Lifetime","Premium","0lMB0000000RIM3MAO","0c8B0000000Gpa7IAC","Redeemed","0lVB0000000VSG7MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUVMA0","Points","Number of Transactions","NTO Insider","Perf53 Trail53","Individual","Lifetime","Premium","0lMB0000000RIM2MAO","0c8B0000000GpaQIAS","Redeemed","0lVB0000000VSG6MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUWMA0","Points","Number of Transactions","NTO Insider","Perf52 Trail52","Individual","Lifetime","Premium","0lMB0000000RIM1MAO","0c8B0000000GpaPIAS","Redeemed","0lVB0000000VSG5MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUXMA0","Points","Number of Transactions","NTO Insider","Perf51 Trail51","Individual","Lifetime","Elite","0lMB0000000RIM0MAO","0c8B0000000GpaOIAS","Redeemed","0lVB0000000VSG4MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUYMA0","Points","Number of Transactions","NTO Insider","Perf50 Trail50","Individual","Lifetime","Premium","0lMB0000000RILzMAO","0c8B0000000GpaNIAS","Redeemed","0lVB0000000VSG3MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUZMA0","Points","Number of Transactions","NTO Insider","Perf49 Trail49","Individual","Lifetime","Premium","0lMB0000000RILyMAO","0c8B0000000GpaMIAS","Redeemed","0lVB0000000VSG2MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUaMAK","Points","Number of Transactions","NTO Insider","Perf48 Trail48","Individual","Lifetime","Premium","0lMB0000000RILxMAO","0c8B0000000GpaLIAS","Redeemed","0lVB0000000VSG1MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUbMAK","Points","Number of Transactions","NTO Insider","Q4Data107 Trail107","Individual","Lifetime","Premium","0lMB0000000RILwMAO","0c8B0000000GpaKIAS","Redeemed","0lVB0000000VSG0MAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUcMAK","Points","Number of Transactions","NTO Insider","Q4Data106 Trail106","Individual","Lifetime","Premium","0lMB0000000RILvMAO","0c8B0000000GpaJIAS","Redeemed","0lVB0000000VSFzMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUdMAK","Points","Number of Transactions","NTO Insider","Q4Data105 Trail105","Individual","Lifetime","Premium","0lMB0000000RILuMAO","0c8B0000000GpaIIAS","Redeemed","0lVB0000000VSFyMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUeMAK","Points","Number of Transactions","NTO Insider","Q4Data104 Trail104","Individual","Lifetime","Premium","0lMB0000000RILtMAO","0c8B0000000GpaHIAS","Redeemed","0lVB0000000VSFxMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUfMAK","Points","Number of Transactions","NTO Insider","Q4Data103 Trail103","Individual","Lifetime","Premium","0lMB0000000RILsMAO","0c8B0000000GpaGIAS","Redeemed","0lVB0000000VSFwMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUgMAK","Points","Number of Transactions","NTO Insider","Q4Data102 Trail102","Individual","Lifetime","Premium","0lMB0000000RILrMAO","0c8B0000000GpaFIAS","Redeemed","0lVB0000000VSFvMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUhMAK","Points","Number of Transactions","NTO Insider","Q4Data101 Trail101","Individual","Lifetime","Premium","0lMB0000000RILqMAO","0c8B0000000GpaEIAS","Redeemed","0lVB0000000VSFuMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUiMAK","Points","Number of Transactions","NTO Insider","Q4Data100 Trail100","Individual","Lifetime","Premium","0lMB0000000RILpMAO","0c8B0000000GpaDIAS","Redeemed","0lVB0000000VSFtMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUjMAK","Points","Number of Transactions","NTO Insider","Q4Data99 Trail99","Individual","Lifetime","Premium","0lMB0000000RILoMAO","0c8B0000000GpaCIAS","Redeemed","0lVB0000000VSFsMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUkMAK","Points","Number of Transactions","NTO Insider","Q4Data98 Trail98","Individual","Lifetime","Premium","0lMB0000000RILnMAO","0c8B0000000GpaBIAS","Redeemed","0lVB0000000VSFrMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUlMAK","Points","Number of Transactions","NTO Insider","Q4Data97 Trail97","Individual","Lifetime","Premium","0lMB0000000RILmMAO","0c8B0000000GpaAIAS","Redeemed","0lVB0000000VSFqMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUmMAK","Points","Number of Transactions","NTO Insider","Q4Data96 Trail96","Individual","Lifetime","Premium","0lMB0000000RILlMAO","0c8B0000000Gpa9IAC","Redeemed","0lVB0000000VSFpMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2020-12-28,2021-12-27,"0kDB0000000CaUnMAK","Points","Number of Transactions","NTO Insider","Q4Data95 Trail95","Individual","Lifetime","Premium","0lMB0000000RILkMAO","0c8B0000000Gpa8IAC","Redeemed","0lVB0000000VSFoMAO",2021-05-18,35,2020-12-28,,"FixedValue","2XaB0000000KyjgKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUoMAK","Points","Number of Transactions","NTO Insider","Perf65 Trail65","Individual","Lifetime","Premium","0lMB0000000RIMEMA4","0c8B0000000Gpa7IAC","Redeemed","0lVB0000000VSGIMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUpMAK","Points","Number of Transactions","NTO Insider","Perf64 Trail64","Individual","Lifetime","Premium","0lMB0000000RIMDMA4","0c8B0000000GpaHIAS","Redeemed","0lVB0000000VSGHMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUqMAK","Points","Number of Transactions","NTO Insider","Perf63 Trail63","Individual","Lifetime","Premium","0lMB0000000RIMCMA4","0c8B0000000GpaGIAS","Redeemed","0lVB0000000VSGGMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUrMAK","Points","Number of Transactions","NTO Insider","Perf62 Trail62","Individual","Lifetime","Premium","0lMB0000000RIMBMA4","0c8B0000000GpaFIAS","Redeemed","0lVB0000000VSGFMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUsMAK","Points","Number of Transactions","NTO Insider","Perf61 Trail61","Individual","Lifetime","Premium","0lMB0000000RIMAMA4","0c8B0000000GpaEIAS","Redeemed","0lVB0000000VSGEMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUtMAK","Points","Number of Transactions","NTO Insider","Perf60 Trail60","Individual","Lifetime","Premium","0lMB0000000RIM9MAO","0c8B0000000GpaDIAS","Redeemed","0lVB0000000VSGDMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUuMAK","Points","Number of Transactions","NTO Insider","Perf59 Trail59","Individual","Lifetime","Premium","0lMB0000000RIM8MAO","0c8B0000000GpaCIAS","Redeemed","0lVB0000000VSGCMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUvMAK","Points","Number of Transactions","NTO Insider","Perf58 Trail58","Individual","Lifetime","Premium","0lMB0000000RIM7MAO","0c8B0000000GpaBIAS","Redeemed","0lVB0000000VSGBMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUwMAK","Points","Number of Transactions","NTO Insider","Perf57 Trail57","Individual","Lifetime","Premium","0lMB0000000RIM6MAO","0c8B0000000GpaAIAS","Redeemed","0lVB0000000VSGAMA4",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUxMAK","Points","Number of Transactions","NTO Insider","Perf56 Trail56","Individual","Lifetime","Premium","0lMB0000000RIM5MAO","0c8B0000000Gpa9IAC","Redeemed","0lVB0000000VSG9MAO",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-01-27,2022-01-26,"0kDB0000000CaUyMAK","Points","Number of Transactions","NTO Insider","Perf55 Trail55","Individual","Lifetime","Premium","0lMB0000000RIM4MAO","0c8B0000000Gpa8IAC","Redeemed","0lVB0000000VSG8MAO",2021-05-18,40,2021-01-27,,"FixedValue","2XaB0000000KyjhKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaUzMAK","Points","Number of Transactions","NTO Insider","Q4Data398 Trail398","Individual","Lifetime","Premium","0lMB0000000RIFhMAO","0c8B0000000Gpa7IAC","Redeemed","0lVB0000000VSH6MAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV0MAK","Points","Number of Transactions","NTO Insider","Q4Data397 Trail397","Individual","Lifetime","Premium","0lMB0000000RIFgMAO","0c8B0000000GpaVIAS","Redeemed","0lVB0000000VSH5MAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV1MAK","Points","Number of Transactions","NTO Insider","Q4Data396 Trail396","Individual","Lifetime","Premium","0lMB0000000RIFfMAO","0c8B0000000GpaUIAS","Redeemed","0lVB0000000VSH4MAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV2MAK","Points","Number of Transactions","NTO Insider","Q4Data395 Trail395","Individual","Lifetime","Premium","0lMB0000000RIFeMAO","0c8B0000000GpaTIAS","Redeemed","0lVB0000000VSH3MAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV3MAK","Points","Number of Transactions","NTO Insider","Q4Data394 Trail394","Individual","Lifetime","Premium","0lMB0000000RIFdMAO","0c8B0000000GpaSIAS","Redeemed","0lVB0000000VSH2MAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV4MAK","Points","Number of Transactions","NTO Insider","Q4Data393 Trail393","Individual","Lifetime","Premium","0lMB0000000RIFcMAO","0c8B0000000GpaRIAS","Redeemed","0lVB0000000VSH1MAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV5MAK","Points","Number of Transactions","NTO Insider","Q4Data392 Trail392","Individual","Lifetime","Premium","0lMB0000000RIFbMAO","0c8B0000000GpaQIAS","Redeemed","0lVB0000000VSH0MAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV6MAK","Points","Number of Transactions","NTO Insider","Data5 User5","Individual","Lifetime","Premium","0lMB0000000RIFaMAO","0c8B0000000GpaPIAS","Redeemed","0lVB0000000VSGzMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV7MAK","Points","Number of Transactions","NTO Insider","Marc5 Tom5","Individual","Lifetime","Premium","0lMB0000000RIFZMA4","0c8B0000000GpaOIAS","Redeemed","0lVB0000000VSGyMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV8MAK","Points","Number of Transactions","NTO Insider","User4 Q4DataUser4","Individual","Lifetime","Premium","0lMB0000000RIFYMA4","0c8B0000000GpaNIAS","Redeemed","0lVB0000000VSGxMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaV9MAK","Points","Number of Transactions","NTO Insider","Data4 User4","Individual","Lifetime","Premium","0lMB0000000RIFXMA4","0c8B0000000GpaMIAS","Redeemed","0lVB0000000VSGwMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVAMA0","Points","Number of Transactions","NTO Insider","Marc4 Tom4","Individual","Lifetime","Premium","0lMB0000000RIFWMA4","0c8B0000000GpaLIAS","Redeemed","0lVB0000000VSGvMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVBMA0","Points","Number of Transactions","NTO Insider","User3 Q4DataUser3","Individual","Lifetime","Premium","0lMB0000000RIFVMA4","0c8B0000000GpaKIAS","Redeemed","0lVB0000000VSGuMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVCMA0","Points","Number of Transactions","NTO Insider","Data3 User3","Individual","Lifetime","Premium","0lMB0000000RIFUMA4","0c8B0000000GpaJIAS","Redeemed","0lVB0000000VSGtMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVDMA0","Points","Number of Transactions","NTO Insider","Marc3 Tom3","Individual","Lifetime","Premium","0lMB0000000RIFTMA4","0c8B0000000GpaIIAS","Redeemed","0lVB0000000VSGsMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVEMA0","Points","Number of Transactions","NTO Insider","User2 Q4DataUser2","Individual","Lifetime","Premium","0lMB0000000RIFSMA4","0c8B0000000GpaHIAS","Redeemed","0lVB0000000VSGrMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVFMA0","Points","Number of Transactions","NTO Insider","Data2 User2","Individual","Lifetime","Elite","0lMB0000000RIFRMA4","0c8B0000000GpaGIAS","Redeemed","0lVB0000000VSGqMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVGMA0","Points","Number of Transactions","NTO Insider","Marc2 Tom2","Individual","Lifetime","Elite","0lMB0000000RIFQMA4","0c8B0000000GpaFIAS","Redeemed","0lVB0000000VSGpMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVHMA0","Points","Number of Transactions","NTO Insider","User1 Q4DataUser1","Individual","Lifetime","Premium","0lMB0000000RIFPMA4","0c8B0000000GpaEIAS","Redeemed","0lVB0000000VSGoMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVIMA0","Points","Number of Transactions","NTO Insider","Data1 User1","Individual","Lifetime","Premium","0lMB0000000RIFOMA4","0c8B0000000GpaDIAS","Redeemed","0lVB0000000VSGnMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVJMA0","Points","Number of Transactions","NTO Insider","Marc1 Tom1","Individual","Lifetime","Premium","0lMB0000000RIFNMA4","0c8B0000000GpaCIAS","Redeemed","0lVB0000000VSGmMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVKMA0","Points","Number of Transactions","NTO Insider","User22 Q4DataUser22","Individual","Lifetime","Premium","0lMB0000000RIFMMA4","0c8B0000000GpaBIAS","Redeemed","0lVB0000000VSGlMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVLMA0","Points","Number of Transactions","NTO Insider","Data22 User22","Individual","Lifetime","Premium","0lMB0000000RIFLMA4","0c8B0000000GpaAIAS","Redeemed","0lVB0000000VSGkMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVMMA0","Points","Number of Transactions","NTO Insider","Marc22 Tom22","Individual","Lifetime","Premium","0lMB0000000RIFKMA4","0c8B0000000Gpa9IAC","Redeemed","0lVB0000000VSGjMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVNMA0","Points","Number of Transactions","NTO Insider","User21 Q4DataUser21","Individual","Lifetime","Premium","0lMB0000000RIFJMA4","0c8B0000000Gpa8IAC","Redeemed","0lVB0000000VSGiMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVOMA0","Points","Number of Transactions","NTO Insider","Data21 User21","Individual","Lifetime","Elite","0lMB0000000RIFIMA4","0c8B0000000GpaWIAS","Redeemed","0lVB0000000VSGhMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVPMA0","Points","Number of Transactions","NTO Insider","Marc21 Tom21","Individual","Lifetime","Premium","0lMB0000000RIFHMA4","0c8B0000000GpaXIAS","Redeemed","0lVB0000000VSGgMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVQMA0","Points","Number of Transactions","NTO Insider","User10 Q4DataUser10","Individual","Lifetime","Premium","0lMB0000000RIFGMA4","0c8B0000000GpaYIAS","Redeemed","0lVB0000000VSGfMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVRMA0","Points","Number of Transactions","NTO Insider","Data10 User10","Individual","Lifetime","Premium","0lMB0000000RIFFMA4","0c8B0000000GpaZIAS","Redeemed","0lVB0000000VSGeMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVSMA0","Points","Number of Transactions","NTO Insider","Marc10 Tom10","Individual","Lifetime","Premium","0lMB0000000RIFEMA4","0c8B0000000GpaaIAC","Redeemed","0lVB0000000VSGdMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVTMA0","Points","Number of Transactions","NTO Insider","User9 Q4DataUser9","Individual","Lifetime","Premium","0lMB0000000RIFDMA4","0c8B0000000GpabIAC","Redeemed","0lVB0000000VSGcMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVUMA0","Points","Number of Transactions","NTO Insider","Data9 User9","Individual","Lifetime","Premium","0lMB0000000RIFCMA4","0c8B0000000GpacIAC","Redeemed","0lVB0000000VSGbMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVVMA0","Points","Number of Transactions","NTO Insider","Marc9 Tom9","Individual","Lifetime","Premium","0lMB0000000RIFBMA4","0c8B0000000GpadIAC","Redeemed","0lVB0000000VSGaMAO",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVWMA0","Points","Number of Transactions","NTO Insider","User8 Q4DataUser8","Individual","Lifetime","Premium","0lMB0000000RIFAMA4","0c8B0000000GpaeIAC","Redeemed","0lVB0000000VSGZMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVXMA0","Points","Number of Transactions","NTO Insider","Data8 User8","Individual","Lifetime","Premium","0lMB0000000RIF9MAO","0c8B0000000GpafIAC","Redeemed","0lVB0000000VSGYMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVYMA0","Points","Number of Transactions","NTO Insider","Marc8 Tom8","Individual","Lifetime","Premium","0lMB0000000RIF8MAO","0c8B0000000GpagIAC","Redeemed","0lVB0000000VSGXMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVZMA0","Points","Number of Transactions","NTO Insider","User7 Q4DataUser7","Individual","Lifetime","Premium","0lMB0000000RIF7MAO","0c8B0000000GpahIAC","Redeemed","0lVB0000000VSGWMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVaMAK","Points","Number of Transactions","NTO Insider","Data7 User7","Individual","Lifetime","Elite","0lMB0000000RIF6MAO","0c8B0000000GpaiIAC","Redeemed","0lVB0000000VSGVMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVbMAK","Points","Number of Transactions","NTO Insider","Marc7 Tom7","Individual","Lifetime","Premium","0lMB0000000RIF5MAO","0c8B0000000GpajIAC","Redeemed","0lVB0000000VSGUMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVcMAK","Points","Number of Transactions","NTO Insider","User6 Q4DataUser6","Individual","Lifetime","Premium","0lMB0000000RIF4MAO","0c8B0000000GpakIAC","Redeemed","0lVB0000000VSGTMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVdMAK","Points","Number of Transactions","NTO Insider","Perf177 Trail177","Individual","Lifetime","Premium","0lMB0000000RIMOMA4","0c8B0000000GpalIAC","Redeemed","0lVB0000000VSGSMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVeMAK","Points","Number of Transactions","NTO Insider","Perf176 Trail176","Individual","Lifetime","Premium","0lMB0000000RIMNMA4","0c8B0000000GpamIAC","Redeemed","0lVB0000000VSGRMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVfMAK","Points","Number of Transactions","NTO Insider","Perf175 Trail175","Individual","Lifetime","Premium","0lMB0000000RIMMMA4","0c8B0000000GpanIAC","Redeemed","0lVB0000000VSGQMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVgMAK","Points","Number of Transactions","NTO Insider","Perf174 Trail174","Individual","Lifetime","Premium","0lMB0000000RIMLMA4","0c8B0000000GpaoIAC","Redeemed","0lVB0000000VSGPMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVhMAK","Points","Number of Transactions","NTO Insider","Perf173 Trail173","Individual","Lifetime","Premium","0lMB0000000RIMKMA4","0c8B0000000GpapIAC","Redeemed","0lVB0000000VSGOMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaViMAK","Points","Number of Transactions","NTO Insider","Perf70 Trail70","Individual","Lifetime","Premium","0lMB0000000RIMJMA4","0c8B0000000GpaqIAC","Redeemed","0lVB0000000VSGNMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
2021-02-26,2022-02-25,"0kDB0000000CaVjMAK","Points","Number of Transactions","NTO Insider","Perf69 Trail69","Individual","Lifetime","Premium","0lMB0000000RIMIMA4","0c8B0000000GparIAC","Redeemed","0lVB0000000VSGMMA4",2021-05-18,5,2021-02-26,,"DiscountPercentage","2XaB0000000KyjiKAC",2021-11-01
