"Type","AgeBucket","FirstName","State","Channel","Stage","Gender","LastName","ChannelOrder","AgeBucketOrder","StageOrder","Age"
"Passive","18-25","Jaquenette","Texas","Call Center","Claims","NA","Sayce",3,2,3,21
"Detractor","18-25","Ravi","California","Call Center","Claims","Male","Neads",3,2,3,24
"Passive","18-25","Koren","Louisiana","Call Center","Claims","NA","Thirlwall",3,2,3,24
"Detractor","18-25","Ogden","North Carolina","Call Center","Claims","Female","Castellet",3,2,3,23
"Promoter","0-17","Onfre","Alaska","Call Center","Claims","Male","Arrighi",3,1,3,11
"Passive","18-25","Carlye","Tennessee","Call Center","Claims","Female","Earp",3,2,3,20
"Detractor","26-35","Leonid","California","Call Center","Claims","Male","Brazur",3,3,3,35
"Promoter","36-50","Theressa","Ohio","Call Center","Claims","NA","Chucks",3,4,3,43
"Passive","26-35","Granger","North Carolina","Call Center","Claims","NA","Saur",3,3,3,33
"Detractor","NA","Kate","Kansas","Call Center","Claims","Female","Meddemmen",3,5,3,55
"Promoter","36-50","Fidela","Maryland","Call Center","Claims","Male","Balam",3,4,3,45
"Passive","18-25","Paco","Louisiana","Call Center","Claims","Male","Lorent",3,2,3,25
"Detractor","26-35","Noel","Virginia","Call Center","Claims","Female","Kersaw",3,3,3,31
"Detractor","18-25","Staford","Texas","Call Center","Claims","NA","Meace",3,2,3,25
"Promoter","26-35","Kristo","Washington","Call Center","Claims","Female","Myott",3,3,3,30
"Passive","0-17","Bevvy","Florida","Call Center","Claims","Male","Kleinstern",3,1,3,10
"Promoter","18-25","Reuben","California","Call Center","Claims","NA","Boulsher",3,2,3,18
"Detractor","36-50","Hakim","Virginia","Call Center","Claims","Male","Bunting",3,4,3,40
"Passive","NA","Dorris","Maryland","Call Center","Claims","NA","Meldon",3,5,3,21
"Detractor","26-35","Bastian","Georgia","Call Center","Claims","Female","Mussolini",3,3,3,34
"Promoter","NA","Curran","Oklahoma","Call Center","Claims","Male","Pecht",3,5,3,74
"Detractor","18-25","Aeriel","Ohio","Call Center","Claims","NA","Spellacey",3,2,3,18
"Passive","26-35","Kalila","Maryland","Call Center","Claims","Female","Schindler",3,3,3,32
"Promoter","26-35","Joy","Ohio","Call Center","Claims","NA","Patey",3,3,3,28
"Detractor","26-35","Aila","Florida","Call Center","Claims","Male","MacNeachtain",3,3,3,33
"Passive","18-25","Reinhard","Arizona","Call Center","Claims","Female","Costin",3,2,3,18
"Promoter","36-50","Lela","Iowa","Call Center","Claims","Male","Ramalho",3,4,3,42
"Detractor","36-50","Emera","Colorado","Call Center","Claims","NA","Bulluck",3,4,3,47
"Passive","36-50","Zerk","Texas","Call Center","Claims","Female","Smullen",3,4,3,47
"Promoter","18-25","Maura","District of Columbia","Call Center","Claims","Male","Clery",3,2,3,23
"Detractor","26-35","Gwenette","Kansas","Call Center","Claims","NA","Whitehouse",3,3,3,30
"Passive","36-50","Patric","Texas","Call Center","Claims","Female","Walrond",3,4,3,49
"Detractor","26-35","Redford","Texas","Call Center","Claims","Male","Chell",3,3,3,30
"Promoter","36-50","Nerte","New York","Call Center","Claims","Female","Muzzlewhite",3,4,3,42
"Detractor","26-35","Blythe","California","Call Center","Claims","NA","Lacelett",3,3,3,35
"Passive","0-17","Laurens","Georgia","Call Center","Claims","Female","Grisedale",3,1,3,17
"Promoter","18-25","Burk","New York","Call Center","Claims","NA","Bamlett",3,2,3,23
"Detractor","18-25","Emogene","District of Columbia","Call Center","Claims","Male","McGow",3,2,3,21
"Passive","18-25","Berkeley","California","Call Center","Claims","NA","Etuck",3,2,3,21
"Detractor","36-50","Arnie","Tennessee","Call Center","Claims","Female","Caudelier",3,4,3,42
"Promoter","26-35","Sid","South Carolina","Call Center","Claims","Male","Leifer",3,3,3,32
"Passive","26-35","Olympe","Florida","Call Center","Claims","Male","Brakespear",3,3,3,30
"Detractor","26-35","Quintina","Michigan","Call Center","Claims","Female","Milward",3,3,3,26
"Promoter","26-35","Eben","California","Call Center","Claims","NA","Tweedle",3,3,3,27
"Detractor","18-25","Avril","California","Call Center","Claims","NA","Ancliffe",3,2,3,23
"Passive","0-17","Nerta","Kansas","Call Center","Claims","Male","McCart",3,1,3,10
"Promoter","0-17","Mack","Ohio","Call Center","Claims","Female","Carlson",3,1,3,10
"Passive","NA","Ellie","California","Call Center","Claims","Male","Ewbanke",3,5,3,79
"Detractor","36-50","Boote","Washington","Call Center","Claims","NA","De la Yglesias",3,4,3,47
"Promoter","18-25","Pauly","Pennsylvania","Call Center","Claims","Female","Hourihane",3,2,3,18
"Detractor","18-25","Brendin","Florida","Call Center","Claims","NA","Southers",3,2,3,18
"Passive","36-50","Terrill","Georgia","Call Center","Claims","Female","Saggers",3,4,3,45
"Detractor","26-35","Haroun","Virginia","Call Center","Claims","Male","Sewter",3,3,3,30
"Passive","18-25","Duncan","Louisiana","Call Center","Claims","Male","Drabble",3,2,3,23
"Promoter","36-50","Alfredo","California","Call Center","Claims","NA","Fippe",3,4,3,48
"Detractor","0-17","Dill","Idaho","Call Center","Claims","Female","Kneeland",3,1,3,10
"Promoter","26-35","Cale","California","Call Center","Claims","NA","Maddicks",3,3,3,27
"Detractor","26-35","Brand","California","Call Center","Claims","Female","Balmforth",3,3,3,31
"Passive","26-35","Michele","Missouri","Call Center","Claims","Male","Danson",3,3,3,31
"Passive","18-25","Anna-diana","Missouri","Call Center","Claims","NA","Guilaem",3,2,3,25
"Detractor","26-35","Jerrold","Texas","Call Center","Claims","Male","Welbelove",3,3,3,29
"Promoter","36-50","Golda","Texas","Call Center","Claims","Female","Hammerstone",3,4,3,49
"Detractor","26-35","Henri","Alabama","Call Center","Claims","Female","Issitt",3,3,3,35
"Promoter","18-25","Ole","Hawaii","Call Center","Claims","NA","Martineau",3,2,3,21
"Passive","36-50","Averell","Florida","Call Center","Claims","Male","Dolle",3,4,3,36
"Detractor","18-25","Abey","New York","Call Center","Claims","Male","Cakes",3,2,3,21
"Passive","18-25","Lavina","Illinois","Call Center","Claims","NA","Thorndale",3,2,3,24
"Promoter","26-35","Lindi","District of Columbia","Call Center","Claims","Female","Skipworth",3,3,3,33
"Detractor","26-35","Ricki","Virginia","Call Center","Claims","Female","Kasher",3,3,3,32
"Passive","18-25","Patsy","North Carolina","Call Center","Claims","NA","Swaffield",3,2,3,25
"Detractor","36-50","Gayle","Minnesota","Call Center","Claims","Male","Berrecloth",3,4,3,45
"Promoter","NA","Melodie","Wisconsin","Call Center","Claims","Female","Bromont",3,5,3,55
"Promoter","18-25","Sammie","Iowa","Call Center","Claims","NA","Pocklington",3,2,3,25
"Detractor","18-25","Andriette","Florida","Call Center","Claims","Male","Bendon",3,2,3,21
"Passive","NA","Candice","New Jersey","Call Center","Claims","NA","Gostick",3,5,3,73
"Detractor","26-35","Zea","Texas","Call Center","Claims","Female","Beauman",3,3,3,26
"Passive","0-17","Montague","Utah","Call Center","Claims","Male","Andreini",3,1,3,10
"Promoter","36-50","Lynnette","Texas","Call Center","Claims","Female","McCorley",3,4,3,39
"Detractor","18-25","Melody","Texas","Call Center","Claims","Male","Morfett",3,2,3,21
"Promoter","36-50","Zsazsa","Texas","Call Center","Claims","NA","Husby",3,4,3,47
"Passive","36-50","Ynes","New Mexico","Call Center","Claims","NA","Kinnach",3,4,3,42
"Detractor","26-35","Tobin","California","Call Center","Claims","Male","Ruthen",3,3,3,30
"Passive","26-35","Kitti","Texas","Call Center","Claims","Female","Inggall",3,3,3,34
"Detractor","36-50","Weston","Colorado","Call Center","Claims","Female","Borres",3,4,3,48
"Promoter","26-35","Kylynn","Tennessee","Call Center","Claims","Male","Kienl",3,3,3,29
"Passive","18-25","Bertram","North Carolina","Call Center","Claims","NA","Garnul",3,2,3,20
"Detractor","26-35","Myrtia","Texas","Call Center","Claims","NA","Foddy",3,3,3,29
"Promoter","0-17","Rubie","Massachusetts","Call Center","Claims","Male","Downe",3,1,3,10
"Passive","18-25","Elset","Oklahoma","Call Center","Claims","Female","Jaynes",3,2,3,19
"Detractor","NA","Leroi","North Carolina","Call Center","Claims","NA","Temprell",3,5,3,52
"Promoter","36-50","Mersey","Nebraska","Call Center","Claims","Female","Robertot",3,4,3,44
"Passive","36-50","Edithe","Georgia","Call Center","Claims","Male","Barnett",3,4,3,47
"Promoter","18-25","Gracia","Florida","Call Center","Claims","Female","Reppaport",3,2,3,18
"Detractor","26-35","Amara","Texas","Call Center","Claims","NA","Akenhead",3,3,3,33
"Detractor","18-25","Jewelle","New Hampshire","Call Center","Claims","Male","Powton",3,2,3,21
"Passive","26-35","Jarrod","Florida","Store","Claims","Female","Van Baaren",4,3,3,28
"Promoter","36-50","Noreen","Texas","Store","Claims","Male","Elward",4,4,3,47
"Detractor","0-17","Teena","Utah","Store","Claims","NA","Grinter",4,1,3,12
"Passive","18-25","Ailbert","Texas","Store","Claims","Female","Skrzynski",4,2,3,24
"Promoter","18-25","Tallie","Ohio","Store","Claims","Male","Sallenger",4,2,3,18
"Detractor","26-35","Larry","Texas","Store","Claims","NA","McGourty",4,3,3,28
"Detractor","18-25","Kerry","Georgia","Store","Claims","NA","Lympany",4,2,3,25
"Passive","0-17","Fawne","South Carolina","Store","Claims","Male","Kneal",4,1,3,10
"Promoter","36-50","Hinze","Indiana","Chat","Claims","Female","O'Mullally",5,4,3,48
"Detractor","36-50","Gretel","California","Chat","Claims","Female","Pulver",5,4,3,50
"Passive","NA","Fancy","Florida","Chat","Claims","NA","Riddoch",5,5,3,40
"Detractor","36-50","Anastassia","Georgia","Chat","Claims","Male","McCurtin",5,4,3,50
"Passive","36-50","Sarajane","South Carolina","Chat","Claims","NA","Shulem",5,4,3,44
"Promoter","26-35","Shaughn","California","Chat","Claims","Male","Wimmers",5,3,3,33
"Promoter","18-25","Mable","Kansas","Chat","Claims","Female","Motion",5,2,3,19
"Detractor","18-25","Anselma","Florida","Chat","Claims","NA","Ancell",5,2,3,25
"Passive","18-25","Haslett","Florida","Chat","Claims","Female","Kuhlmey",5,2,3,18
"Detractor","26-35","Kellina","California","Chat","Claims","Male","Masters",5,3,3,26
"Promoter","NA","Deerdre","Iowa","Chat","Claims","Male","Yakovich",5,5,3,52
"Passive","0-17","Karee","Pennsylvania","Chat","Claims","NA","Cutten",5,1,3,12
"Detractor","36-50","Stanly","Alabama","Chat","Claims","Female","Dearman",5,4,3,42
"Promoter","36-50","Dmitri","California","Chat","Claims","Female","Crawcour",5,4,3,40
"Passive","26-35","Roderic","Tennessee","Chat","Claims","Male","O'Cannavan",5,3,3,29
"Detractor","18-25","Chase","Arizona","Chat","Claims","NA","Northcote",5,2,3,22
"Detractor","26-35","Solomon","North Carolina","Chat","Claims","NA","Burvill",5,3,3,27
"Passive","18-25","Joeann","Florida","Chat","Claims","Female","Brampton",5,2,3,24
"Promoter","26-35","Brandice","California","Chat","Claims","Male","Chelsom",5,3,3,32
"Detractor","26-35","Chaunce","Florida","Chat","Claims","NA","Oneile",5,3,3,30
"Promoter","26-35","Mitchel","Kansas","Chat","Claims","Female","Filipputti",5,3,3,30
"Passive","0-17","Salomi","Ohio","Chat","Claims","Male","Matoshin",5,1,3,10
"Detractor","26-35","Scot","Ohio","Chat","Claims","NA","Conor",5,3,3,35
"Promoter","36-50","Elysia","New York","Chat","Claims","Male","Beilby",5,4,3,47
"Passive","18-25","Dorelia","California","Chat","Claims","Female","Dossett",5,2,3,24
"Detractor","26-35","Kahlil","New York","Chat","Claims","NA","McEwan",5,3,3,26
"Promoter","18-25","Hernando","Colorado","Chat","Claims","Female","Caffin",5,2,3,20
"Detractor","36-50","Jeremiah","Virginia","Chat","Claims","Male","Morffew",5,4,3,45
"Passive","36-50","Gibby","Michigan","Chat","Claims","NA","Rumin",5,4,3,40
"Detractor","18-25","Hersch","Florida","Chat","Claims","Male","Boggis",5,2,3,22
"Passive","18-25","Peadar","Florida","Chat","Claims","Female","Lindup",5,2,3,21
"Promoter","26-35","Court","Colorado","Chat","Claims","NA","Skahill",5,3,3,26
"Detractor","18-25","Aila","Ohio","Chat","Claims","Male","Veelers",5,2,3,23
"Promoter","36-50","Laurent","Virginia","Chat","Claims","Female","Grzes",5,4,3,47
"Detractor","0-17","Daniel","New York","Chat","Claims","NA","Favela",5,1,3,10
"Passive","NA","Hershel","Florida","Chat","Claims","Male","Chiene",5,5,3,18
"Passive","26-35","Wolf","California","Chat","Claims","Female","Folkerd",5,3,3,30
"Detractor","26-35","Danya","Texas","Chat","Claims","Female","Firth",5,3,3,35
"Promoter","0-17","Pierce","Oklahoma","Chat","Claims","Male","Albasiny",5,1,3,10
"Promoter","18-25","Karina","Virginia","Chat","Claims","NA","Harfoot",5,2,3,19
"Passive","26-35","Linea","District of Columbia","Chat","Claims","NA","Baterip",5,3,3,29
"Detractor","26-35","Jean","Minnesota","Chat","Claims","Male","Kyncl",5,3,3,30
"Detractor","18-25","Hagen","California","Chat","Claims","Female","Coatsworth",5,2,3,22
"Passive","0-17","Clayborne","Florida","Chat","Claims","NA","Lofting",5,1,3,10
"Promoter","36-50","Symon","Georgia","Chat","Claims","Male","MacShirrie",5,4,3,36
"Detractor","26-35","Joy","California","Chat","Claims","Female","Ducham",5,3,3,29
"Promoter","18-25","Jaquenetta","Indiana","Chat","Claims","NA","Pawson",5,2,3,18
"Detractor","36-50","North","Florida","Chat","Claims","Female","Beamont",5,4,3,39
"Passive","18-25","Lowell","Texas","Chat","Claims","Male","Postlethwaite",5,2,3,21
"Passive","18-25","Anabelle","Virginia","Chat","Claims","Male","Janks",5,2,3,21
"Detractor","26-35","Ferne","California","Chat","Claims","Female","Killcross",5,3,3,31
"Promoter","26-35","Madelene","Pennsylvania","Chat","Claims","NA","Elfleet",5,3,3,31
"Passive","NA","Robyn","California","Chat","Claims","NA","Verdy",5,5,3,51
"Detractor","26-35","Dannye","New York","Chat","Claims","Female","Ohm",5,3,3,30
"Promoter","36-50","Shannah","Louisiana","Chat","Claims","Male","Nowlan",5,4,3,50
"Detractor","18-25","Gregoire","Georgia","Chat","Claims","NA","Raraty",5,2,3,19
"Passive","26-35","Orelia","Utah","Chat","Claims","Female","Shire",5,3,3,31
"Promoter","NA","Berget","Delaware","Chat","Claims","Male","Thrush",5,5,3,58
"Detractor","36-50","Josey","Louisiana","Chat","Claims","Female","Whenham",5,4,3,41
"Promoter","36-50","Renato","Florida","Chat","Claims","NA","Boyle",5,4,3,50
"Detractor","26-35","Frayda","Oregon","Chat","Claims","Male","Hanhart",5,3,3,30
"Passive","36-50","Miller","Texas","Chat","Claims","NA","O'Carran",5,4,3,42
"Passive","36-50","Kameko","Kansas","Chat","Claims","Male","Bufton",5,4,3,50
"Promoter","18-25","Julienne","Nevada","Chat","Claims","Female","Creboe",5,2,3,21
"Detractor","26-35","Greta","North Dakota","Chat","Claims","Male","Ossulton",5,3,3,26
"Passive","0-17","Cathy","California","Chat","Claims","NA","Suter",5,1,3,13
"Promoter","0-17","Arney","Pennsylvania","Chat","Claims","Female","Mico",5,1,3,14
"Detractor","NA","Patsy","New York","Chat","Claims","Female","Heimes",5,5,3,10
"Passive","18-25","Ingrid","Kansas","Chat","Claims","NA","Stive",5,2,3,19
"Promoter","18-25","Nickie","Indiana","Chat","Claims","Male","Swigger",5,2,3,21
"Detractor","36-50","Sibby","Michigan","Chat","Claims","Male","Willcott",5,4,3,42
"Detractor","18-25","Rosana","Massachusetts","Chat","Claims","NA","Utridge",5,2,3,20
"Passive","18-25","Fowler","Florida","Chat","Claims","Female","Leith-Harvey",5,2,3,23
"Promoter","26-35","Koo","Florida","Chat","Claims","NA","Dewan",5,3,3,31
"Detractor","18-25","Lenci","Alabama","Chat","Claims","Female","Autrie",5,2,3,24
"Passive","36-50","Philis","Florida","Chat","Claims","Male","Trawin",5,4,3,45
"Detractor","26-35","Lyndsey","Colorado","Chat","Claims","NA","Mellers",5,3,3,26
"Promoter","26-35","Tallie","Arizona","Chat","Claims","Female","Igglesden",5,3,3,29
"Passive","NA","Kort","District of Columbia","Chat","Claims","Male","Collimore",5,5,3,10
"Detractor","0-17","Asa","North Carolina","Chat","Claims","Male","Bearne",5,1,3,10
"Promoter","26-35","Freddy","District of Columbia","Chat","Claims","Female","Isselee",5,3,3,33
"Detractor","18-25","Mandy","New York","Chat","Claims","NA","Bruckstein",5,2,3,18
"Promoter","18-25","Nestor","Pennsylvania","Chat","Claims","Female","Busain",5,2,3,24
"Detractor","26-35","Glynnis","North Carolina","Chat","Claims","NA","Merington",5,3,3,33
"Passive","18-25","Sherwin","Virginia","Chat","Claims","Male","Stubbins",5,2,3,20
"Passive","0-17","Gypsy","Iowa","Chat","Claims","NA","Buddington",5,1,3,10
"Promoter","36-50","Lauretta","District of Columbia","Chat","Claims","Female","McGeever",5,4,3,49
"Detractor","36-50","Kerrin","Florida","Chat","Claims","Male","Jemmison",5,4,3,46
"Passive","26-35","Vassily","Florida","Chat","Claims","Male","Lowensohn",5,3,3,26
"Detractor","26-35","George","Kentucky","Chat","Claims","NA","Camel",5,3,3,33
"Promoter","36-50","Carling","Pennsylvania","Chat","Claims","Female","Sirl",5,4,3,48
"Passive","36-50","Jeffie","Oklahoma","Chat","Claims","Female","Sharphurst",5,4,3,39
"Detractor","18-25","Edik","Georgia","Chat","Claims","NA","Jerg",5,2,3,24
"Promoter","36-50","Ase","California","Chat","Claims","Male","Tweedy",5,4,3,37
"Passive","18-25","Elvin","North Dakota","Chat","Claims","Female","Stiles",5,2,3,19
"Detractor","36-50","Isacco","Louisiana","Chat","Claims","Male","Wisdish",5,4,3,44
"Detractor","26-35","Shaine","Hawaii","Chat","Claims","NA","Wandtke",5,3,3,34
"Promoter","26-35","Celestine","Kentucky","Chat","Claims","Female","Gregoire",5,3,3,33
"Passive","18-25","Dana","Illinois","Chat","Claims","Male","Jamson",5,2,3,23
"Detractor","26-35","Kellen","Maryland","Chat","Claims","NA","Marrington",5,3,3,27
"Promoter","18-25","Jesus","Indiana","Chat","Claims","Female","Viel",5,2,3,21
"Passive","26-35","Jean","Texas","Chat","Claims","NA","Ridd",5,3,3,31
"Promoter","0-17","Katleen","Texas","Chat","Claims","Male","Supple",5,1,3,10
"Detractor","26-35","Maure","Virginia","Chat","Claims","NA","Seven",5,3,3,29
"Detractor","26-35","Norby","Texas","Chat","Claims","Female","Bridges",5,3,3,35
"Passive","36-50","Saraann","Colorado","Chat","Claims","Male","Dooley",5,4,3,36
"Promoter","18-25","Kaja","District of Columbia","Chat","Claims","Male","Smithson",5,2,3,22
"Detractor","36-50","Torie","Idaho","Chat","Claims","NA","Hoggins",5,4,3,42
"Passive","26-35","Mace","Florida","Chat","Claims","Female","Coppock.",5,3,3,32
"Promoter","26-35","Cameron","Virginia","Chat","Claims","Female","MacKall",5,3,3,32
"Passive","NA","Mamie","Florida","Chat","Claims","Male","Bettington",5,5,3,14
"Detractor","18-25","Ivor","California","Chat","Claims","NA","Ferandez",5,2,3,25
"Promoter","36-50","Gaylord","Georgia","Chat","Claims","Male","Bolgar",5,4,3,44
"Passive","0-17","Skyler","Florida","Chat","Claims","NA","Crosetto",5,1,3,10
"Detractor","26-35","Angelo","Texas","Chat","Claims","Female","Truelove",5,3,3,28
"Detractor","18-25","Ned","Minnesota","Chat","Claims","Female","Stainton",5,2,3,20
"Promoter","36-50","Michel","New York","Chat","Claims","NA","Motton",5,4,3,49
"Passive","18-25","Jasen","New York","Chat","Claims","Male","Belverstone",5,2,3,20
"Detractor","26-35","Chic","Texas","Chat","Claims","Female","Venturoli",5,3,3,26
"Promoter","18-25","Blinni","Florida","Chat","Claims","Male","O'Fallowne",5,2,3,23
"Detractor","36-50","Harrietta","Illinois","Chat","Claims","NA","Wallenger",5,4,3,38
"Passive","18-25","Dalia","Missouri","Chat","Claims","Male","Chatelain",5,2,3,24
"Detractor","26-35","Ayn","Kentucky","Chat","Claims","Female","Downton",5,3,3,33
"Passive","36-50","Kitti","District of Columbia","Chat","Claims","NA","Docksey",5,4,3,40
"Promoter","26-35","Shantee","Texas","Chat","Claims","NA","Rodriguez",5,3,3,34
"Detractor","0-17","Gabie","Michigan","Chat","Claims","Male","Broxup",5,1,3,17
"Passive","26-35","Jess","Michigan","Chat","Claims","Female","McCaughran",5,3,3,33
"Detractor","18-25","Elga","Illinois","Chat","Claims","Male","Fencott",5,2,3,18
"Promoter","NA","Inge","Arizona","Chat","Claims","NA","Wagner",5,5,3,60
"Passive","NA","Ramon","Florida","Chat","Claims","Female","Gahagan",5,5,3,70
"Detractor","26-35","Alvy","California","Chat","Claims","NA","Botte",5,3,3,30
"Promoter","36-50","Ephraim","Massachusetts","Chat","Claims","Female","Bedells",5,4,3,42
"Promoter","36-50","Ogdon","Georgia","Chat","Claims","Male","Flemyng",5,4,3,45
"Passive","18-25","Linnell","Washington","Chat","Claims","Female","Powdrell",5,2,3,19
"Detractor","18-25","Jereme","Iowa","Chat","Claims","Male","Duerdin",5,2,3,20
"Detractor","26-35","Nan","New Mexico","Chat","Claims","NA","MacCartan",5,3,3,28
"Passive","36-50","Romy","New York","Chat","Claims","Female","Carcas",5,4,3,43
"Promoter","18-25","Nelly","Ohio","Chat","Claims","Male","Paten",5,2,3,18
"Detractor","26-35","Lucina","Texas","Chat","Claims","NA","Blacker",5,3,3,30
"Promoter","26-35","Clim","Massachusetts","Chat","Claims","Male","Cosslett",5,3,3,35
"Passive","0-17","Galven","California","Chat","Claims","NA","Toffler",5,1,3,10
"Detractor","18-25","Corbin","Florida","Chat","Claims","Female","Regi",5,2,3,25
"Passive","0-17","Consalve","Illinois","Chat","Claims","Female","Joyson",5,1,3,10
"Detractor","36-50","Bronnie","Minnesota","Chat","Claims","NA","Richings",5,4,3,44
"Promoter","36-50","Shirleen","Indiana","Chat","Claims","Male","Punch",5,4,3,40
"Detractor","26-35","Niles","North Carolina","Chat","Claims","Female","Caton",5,3,3,27
"Passive","26-35","Morgan","Minnesota","Chat","Claims","Male","Tarney",5,3,3,28
"Promoter","26-35","Margalo","Florida","Chat","Claims","NA","MacPhaden",5,3,3,28
"Detractor","36-50","Melissa","Texas","Chat","Claims","NA","Kahn",5,4,3,46
"Passive","18-25","Joyan","Virginia","Chat","Claims","Female","Yashunin",5,2,3,22
"Promoter","18-25","Tawsha","California","Chat","Claims","Male","Kniveton",5,2,3,21
"Detractor","NA","Lacee","Delaware","Chat","Claims","Female","Godridge",5,5,3,10
"Promoter","0-17","Caesar","Hawaii","Chat","Claims","NA","Martinek",5,1,3,14
"Detractor","26-35","Mignon","Texas","Chat","Claims","Male","Dodamead",5,3,3,33
"Passive","18-25","Betta","Connecticut","Chat","Claims","Male","Legat",5,2,3,21
"Passive","18-25","Diego","California","Chat","Claims","NA","Crosgrove",5,2,3,19
"Detractor","26-35","Alecia","South Carolina","Chat","Claims","Female","Huey",5,3,3,29
"Promoter","18-25","Terri","Oklahoma","Chat","Claims","Female","Crabb",5,2,3,25
"Passive","NA","Tabby","North Carolina","Chat","Claims","NA","Clausen",5,5,3,11
"Detractor","18-25","Jolie","West Virginia","Chat","Claims","Male","Arnaldi",5,2,3,19
"Promoter","26-35","Ailene","Pennsylvania","Chat","Claims","Female","Body",5,3,3,35
"Detractor","36-50","Ashli","Texas","Chat","Claims","NA","Van Velden",5,4,3,37
"Promoter","36-50","Tarrah","California","Chat","Claims","Male","Fogel",5,4,3,42
"Passive","26-35","Denyse","New Jersey","Chat","Claims","Female","Crow",5,3,3,26
"Detractor","18-25","Gan","Alabama","Chat","Claims","Male","Sarll",5,2,3,25
"Passive","18-25","Zane","Ohio","Chat","Claims","NA","Gilhooly",5,2,3,18
"Promoter","36-50","Guthrey","Florida","Chat","Claims","Female","Paule",5,4,3,41
"Detractor","26-35","Teodor","Ohio","Chat","Claims","Male","Mainstone",5,3,3,30
"Passive","0-17","Rene","North Carolina","Chat","Claims","NA","Hilley",5,1,3,10
"Promoter","18-25","Estele","New York","Chat","Claims","NA","Maltby",5,2,3,20
"Detractor","18-25","Seth","Texas","Chat","Claims","Female","Navan",5,2,3,21
"Passive","36-50","Joanne","Louisiana","Chat","Claims","Male","Weins",5,4,3,49
"Promoter","36-50","Brandon","District of Columbia","Chat","Claims","Female","Ellick",5,4,3,49
"Detractor","26-35","Corabella","Georgia","Chat","Claims","NA","Blench",5,3,3,27
"Passive","36-50","Redford","California","Chat","Claims","Male","Scarman",5,4,3,47
"Detractor","36-50","Ranice","Arizona","Chat","Claims","Female","Kneesha",5,4,3,43
"Detractor","0-17","Alta","Colorado","Chat","Claims","Male","Walshe",5,1,3,10
"Passive","26-35","Rance","Colorado","Chat","Claims","NA","Paroni",5,3,3,31
"Promoter","26-35","Drona","Minnesota","Chat","Claims","Male","Breedy",5,3,3,35
"Promoter","NA","Cordy","New York","Chat","Claims","NA","Gobert",5,5,3,75
"Detractor","18-25","Rosette","North Carolina","Chat","Claims","Female","Theseira",5,2,3,20
"Passive","18-25","Jeniece","Florida","Chat","Claims","Female","Bartolomeotti",5,2,3,21
"Detractor","26-35","Kate","New Jersey","Chat","Claims","Male","Castleman",5,3,3,33
"Promoter","18-25","Josselyn","Nebraska","Chat","Claims","NA","Rennie",5,2,3,22
"Passive","36-50","Sib","Texas","Chat","Claims","Female","Glazebrook",5,4,3,45
"Detractor","18-25","Nichole","New York","Chat","Claims","Male","Espinal",5,2,3,22
"Promoter","26-35","Zarah","South Carolina","Chat","Claims","NA","Scarce",5,3,3,33
"Detractor","36-50","Chadd","California","Chat","Claims","Female","Cavie",5,4,3,38
"Passive","18-25","Ahmed","Alabama","Chat","Claims","Male","Lukianovich",5,2,3,23
"Detractor","26-35","Larine","New York","Chat","Claims","NA","Sobtka",5,3,3,29
"Passive","NA","Wit","Maryland","Chat","Claims","NA","Joret",5,5,3,49
"Promoter","36-50","Fiann","Arizona","Email","Claims","Male","Ribou",6,4,3,46
"Detractor","26-35","Cristiano","Texas","Email","Claims","Female","Makepeace",6,3,3,32
"Promoter","0-17","Earvin","Nevada","Email","Claims","Female","Cotte",6,1,3,10
"Passive","0-17","Camellia","Washington","Email","Claims","NA","Garvin",6,1,3,10
"Promoter","36-50","Lowrance","Missouri","Email","Claims","Male","Dyter",6,4,3,48
"Detractor","26-35","Fidel","Virginia","Email","Claims","Female","Blackater",6,3,3,32
"Passive","18-25","Julienne","Texas","Email","Claims","Male","Attwell",6,2,3,22
"Detractor","18-25","Annabela","Nebraska","Email","Claims","NA","Paylor",6,2,3,25
"Promoter","26-35","Anthony","California","Email","Claims","NA","Terbeck",6,3,3,35
"Detractor","26-35","Analise","Oregon","Email","Claims","Female","Haines",6,3,3,34
"Passive","26-35","Shaw","Illinois","Email","Claims","Male","Schoenleiter",6,3,3,28
"Promoter","NA","Hope","Texas","Email","Claims","Male","Edginton",6,5,3,48
"Passive","18-25","Emmye","Oklahoma","Email","Claims","NA","Barritt",6,2,3,23
"Detractor","26-35","Biddie","Colorado","Email","Claims","Female","Lahive",6,3,3,33
"Detractor","18-25","Curt","California","Email","Claims","NA","Gyurko",6,2,3,23
"Promoter","36-50","Marris","Oregon","Email","Claims","Male","Hall",6,4,3,49
"Detractor","36-50","Gusta","Washington","Email","Claims","Female","Childerley",6,4,3,45
"Passive","36-50","Laverna","Florida","Email","Claims","Male","O'Shesnan",6,4,3,44
"Promoter","18-25","Hobie","Georgia","Email","Claims","NA","Dongles",6,2,3,19
"Passive","0-17","Michael","Nevada","Email","Claims","Female","Layton",6,1,3,10
"Detractor","26-35","Agretha","Washington","Email","Claims","Male","Berresford",6,3,3,31
"Promoter","18-25","Booth","Illinois","Email","Claims","Female","Terbrugge",6,2,3,25
"Passive","26-35","Sabrina","Nevada","Email","Claims","NA","Faragher",6,3,3,31
"Detractor","18-25","Rufus","Texas","Email","Claims","Female","Kesterton",6,2,3,19
"Promoter","36-50","Nydia","Oregon","Email","Claims","Male","Shillito",6,4,3,39
