LoyaltyMemberTier_LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id,LoyaltyMemberTier_LoyaltyTier_LoyaltyTierGroup_Name,User_SmallPhotoUrl,OldValue,LoyaltyMemberTier_LoyaltyProgramMember_Contact_Name,LoyaltyMemberTier_LoyaltyProgramMember_EnrollmentDate,LoyaltyMemberTier_LoyaltyProgramMember_MemberStatus,LoyaltyMemberTier_LoyaltyMemberId,LoyaltyMemberTier_LoyaltyProgramMember_MemberName,ReasonForChange_Field,LoyaltyMemberTier_LoyaltyProgramMember_Referrer_Contact_Name,Field,LoyaltyMemberTier_LoyaltyProgramMember_Account_Name,LoyaltyMemberTier_LoyaltyProgramMember_AccountContact_Id,CreatedById,DataType,LoyaltyMemberTier_LoyaltyTier_Name,User_UniqueUserName,ReasonForChange_NewValue,LoyaltyMemberTier_LoyaltyProgramMember_LoyaltyProgram_Name,LoyaltyMemberTier_LoyaltyProgramMember_Referrer_Account_Name,IsDeleted,LoyaltyMemberTier_LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency,LoyaltyMemberTier_Name,LastProcessedDate,LoyaltyMemberTier_LoyaltyProgramMember_IsReferral,User_Username,LoyaltyMemberTier_LoyaltyProgramMember_EnrollmentChannel,LoyaltyMemberTierId,LoyaltyMemberTier_LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency,CreatedDate,LoyaltyMemberTier_LoyaltyProgramMember_MemberType,NewValue,Id,User_FullPhotoUrl
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T,Silver,Sutton Alam,2020-01-06,Active,0lMB00000004G3YMAU,Sutton Alam,ReasonForChange,,LoyaltyTier,,,005B0000007PfKCIA0,Text,Silver,Vince Breland,Upgrade,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm,Web,0lyB00000004Im5IAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JRQIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Jayla Altmiller,2020-01-11,Active,0lMB00000004FrhMAE,Jayla Altmiller,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Web,0lyB00000004Hj5IAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JRUIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
003B000000HtVuvIAF,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/T,Silver,Yahir Alavi,2020-01-06,Active,0lMB00000004FfOMAU,Sanofi Pharma,ReasonForChange,,LoyaltyTier,Sanofi Pharma,003B000000HtVuvIAF,005B0000007PfKCIA0,Text,Silver,Vince Breland,Upgrade,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,cnalla.jtl2ogh8lszd@loyaltyanalytics.tcrmpmm,POS,0lyB00000004IpvIAE,Number of Transactions,2021-01-18,Corporate,Silver,017B00000BM9JRWIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7ru/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Brooklynn Alterio,2020-01-10,Inactive,0lMB00000004FwuMAE,Brooklynn Alterio,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Social,0lyB00000004ICzIAM,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JRaIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Gold,Jillian Angelson,2020-01-11,Active,0lMB00000004FtFMAU,Jillian Angelson,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgraded tier group,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,POS,0lyB00000004Hg0IAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JRfIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Platinum,Remington Amass,2020-01-12,Active,0lMB00000004FlvMAE,Remington Amass,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Platinum,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Platinum,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004HudIAE,Number of Transactions,2021-01-18,Individual,Platinum,017B00000BM9JRmIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Journee Alt,2020-01-11,Inactive,0lMB00000004Fx5MAE,Journee Alt,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Gold,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Gold,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Email,0lyB00000004ICdIAM,Number of Transactions,2021-01-18,Individual,Gold,017B00000BM9JRoIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Adelina Amyx,2020-01-13,Active,0lMB00000004FuKMAU,Adelina Amyx,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Social,0lyB00000004HdpIAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JRsIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
003B000000HtVuwIAF,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Abner Alfisi,2020-01-07,Active,0lMB00000004Fj6MAE,Max Life,ReasonForChange,,LoyaltyTier,Max Life,003B000000HtVuwIAF,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Web,0lyB00000004IrZIAU,Number of Transactions,2021-01-18,Corporate,Silver,017B00000BM9JRvIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Ziya Ascheman,2020-01-12,Active,0lMB00000004G2sMAE,Ziya Ascheman,ReasonForChange,Bristol Amr,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,Yes,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IHBIA2,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JRzIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Bennett Aber,2020-01-10,Inactive,0lMB00000004GHHMA2,Bennett Aber,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004IywIAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JS6IQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Laylani Arreguin,2020-01-13,Active,0lMB00000004FzdMAE,Laylani Arreguin,ReasonForChange,Ada Altomari,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,Yes,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004INfIAM,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JS8IQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Jerome Albrekht,2020-01-07,Active,0lMB00000004GAIMA2,Jerome Albrekht,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IYbIAM,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSCIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Dayana Amorin,2020-01-14,Active,0lMB00000004Fv5MAE,Dayana Amorin,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,downgraded to silver,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Web,0lyB00000004HcJIAU,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSEIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Adelyn Altheimer,2020-01-14,Active,0lMB00000004FryMAE,Adelyn Altheimer,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Gold,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Gold,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004HiXIAU,Number of Transactions,2021-01-18,Individual,Gold,017B00000BM9JSJIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Gold,Sophie Allvin,2020-01-07,Active,0lMB00000004GD2MAM,Sophie Allvin,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IT7IAM,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSNIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Yael Aldredge,2020-01-10,Active,0lMB00000004GDuMAM,Yael Aldredge,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004IRNIA2,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSUIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Camilo Alejos,2020-01-08,Active,0lMB00000004GA8MAM,Camilo Alejos,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,downgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IYvIAM,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSXIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Ximena Almas,2020-01-08,Active,0lMB00000004G9HMAU,Ximena Almas,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Web,0lyB00000004IadIAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSbIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Luis Abernethy,2020-01-08,Inactive,0lMB00000004GHBMA2,Luis Abernethy,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,POS,0lyB00000004Iz7IAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSfIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Jorge Achilles,2020-01-08,Active,0lMB00000004G5EMAU,Jorge Achilles,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Email,0lyB00000004IijIAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JShIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Keaton Agramonte,2020-01-09,Active,0lMB00000004G7XMAU,Keaton Agramonte,ReasonForChange,,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004Ie8IAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSnIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Rebeca Arispe,2020-01-09,Active,0lMB00000004GKqMAM,Rebeca Arispe,ReasonForChange,Natalia Almaraz,LoyaltyTier,,,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,Yes,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Social,0lyB00000004J7vIAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JSrIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
003B000000HtVuxIAF,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/T,Silver,Alden Ahonen,2020-01-09,Active,0lMB00000004FioMAE,Prudential,ReasonForChange,,LoyaltyTier,Prudential,003B000000HtVuxIAF,005B0000007PfKGIA0,Text,Silver,Ricky Coyier,Upgrade,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,guptaankit.op66c3hkacje@loyaltyanalytics.tcrmpmm,Email,0lyB00000004ItrIAE,Number of Transactions,2021-01-18,Corporate,Silver,017B00000BM9JSvIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rv/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Jacey Assum,2020-01-10,Active,0lMB00000004GNOMA2,Jacey Assum,ReasonForChange,Hailey Allon,LoyaltyTier,,,005B0000007PfK9IAK,Text,Gold,Shelly Sheldon,downgraded,Customer Loyalty Program,,FALSE,Alpoints,Gold,2021-03-03,Yes,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,POS,0lyB00000004J2pIAE,Number of Transactions,2021-01-18,Individual,Gold,017B00000BM9JT0IQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Platinum,Kendall Alcaide,2020-01-11,Active,0lMB00000004G6LMAU,Kendall Alcaide,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Platinum,Shelly Sheldon,upgraded,Customer Loyalty Program,,FALSE,Alpoints,Platinum,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IgVIAU,Number of Transactions,2021-01-18,Individual,Platinum,017B00000BM9JT5IQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
003B000000HtVuyIAF,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Gold,Theodore Abato,2020-01-12,Active,0lMB00000004Fi2MAE,Gold Investments,ReasonForChange,,LoyaltyTier,Gold Investments,003B000000HtVuyIAF,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Social,0lyB00000004ImUIAU,Number of Transactions,2021-01-18,Corporate,Silver,017B00000BM9JT9IQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
003B000000HtVKlIAN,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Donna Arts,2020-01-19,Active,0lMB00000004FcCMAU,Morrison&Morrison,ReasonForChange,,LoyaltyTier,Morrison&Morrison,003B000000HtVKlIAN,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,downgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Social,0lyB00000004I4RIAU,Number of Transactions,2021-01-18,Corporate,Silver,017B00000BM9JTDIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
003B000000HtVv1IAF,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Pierce Agan,2020-01-12,Active,0lMB00000004FgtMAE,Pfizer,ReasonForChange,,LoyaltyTier,Pfizer,003B000000HtVv1IAF,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,downgraded,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Web,0lyB00000004InrIAE,Number of Transactions,2021-01-18,Corporate,Silver,017B00000BM9JTFIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Lev Allain,2020-01-13,Active,0lMB00000004G9OMAU,Lev Allain,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004IaPIAU,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTJIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Grady Adjei,2020-01-14,Active,0lMB00000004GEXMA2,Grady Adjei,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,POS,0lyB00000004IQ8IAM,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTNIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Joel Abrego,2020-01-15,Active,0lMB00000004GCOMA2,Joel Abrego,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IUQIA2,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTRIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Remi Alquijay,2020-01-20,Active,0lMB00000004Fn5MAE,Remi Alquijay,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Email,0lyB00000004HsJIAU,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTVIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Louis Achor,2020-01-15,Active,0lMB00000004G5DMAU,Louis Achor,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,downgraded,Distributor Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IilIAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTWIQ3,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Gold,Belen Aninion,2020-01-20,Active,0lMB00000004FojMAE,Belen Aninion,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,downgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,POS,0lyB00000004Hp1IAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTaIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Zaniya Audas,2020-01-18,Active,0lMB00000004G1PMAU,Zaniya Audas,ReasonForChange,Mercy Angeloro,LoyaltyTier,,,005B0000007PfK9IAK,Text,Gold,Shelly Sheldon,upgraded,Customer Loyalty Program,,FALSE,Alpoints,Gold,2021-03-03,Yes,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,CallCenter,0lyB00000004IK8IAM,Number of Transactions,2021-01-18,Individual,Gold,017B00000BM9JTbIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Kaya Appleman,2020-01-19,Active,0lMB00000004FnqMAE,Kaya Appleman,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,downgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,POS,0lyB00000004HqnIAE,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTfIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Katia Attanasio,2020-01-19,Active,0lMB00000004G1pMAE,Katia Attanasio,ReasonForChange,Kyra Andina,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,upgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,Yes,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Social,0lyB00000004IJIIA2,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTlIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
,Status Tier Group,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/T,Silver,Shiloh Anastasia,2020-01-24,Active,0lMB00000004Fu1MAE,Shiloh Anastasia,ReasonForChange,,LoyaltyTier,,,005B0000007PfK9IAK,Text,Silver,Shelly Sheldon,downgraded,Customer Loyalty Program,,FALSE,Alpoints,Silver,2021-03-03,No,divya.ycurc09mvmbo@loyaltyanalytics.tcrmpmm,Email,0lyB00000004HeRIAU,Number of Transactions,2021-01-18,Individual,Silver,017B00000BM9JTsIQN,https://loyaltyanalyticstcrmpmm--c.documentforce.com/profilephoto/729B0000000Q7rw/F
