LastModifiedDate,SurveyVersion_SurveyId,SurveySubject_Survey_Description,SurveySubject_Participant_LoyaltyProgramMember_MemberTenureBucket,SurveyQuestion_QuestionName,Datatype,Name,SurveySubject_SubjectId_CompositeKey,CreatedById,SurveySubject_SurveyId,SurveySubject_Participant_LoyaltyMemberId,SurveyResponse_Status,SurveySubject_LoyaltyProgramTier_LoyaltyProgram_Name,FirstResponseValue,Status,SurveyResponse_Name,SurveyQuestion_QuestionType,IsDeleted,DateTimeValue,SurveySubject_SurveyInvitation_ParticipantId,ChoiceValue,SurveySubject_SubjectEntityType,NPS_Response_Bucket,CreatedDate,Id,SurveySubject_Participant_LoyaltyProgramMember_MembershipNumber,SurveySubject_Participant_LoyaltyProgramMember_MemberName,InvitationId,SurveySubject_Name,SurveySubject_Id,Description,SurveyResponse_CompletionDateTime,ResponseId,IsTrueOrFalse,SurveySubject_SubjectId,CR_Computed_Dummy,OwnerId,DateValue,SurveyQuestion_Name,SurveySubject_LoyaltyProgramTier_Name,SurveyVersion_Name,SurveySubject_LoyaltyProgramTier_LoyaltyProgramCurrency_NQP_Currency,SurveySubject_LoyaltyProgramTier_LoyaltyProgramCurrency_QP_Currency,SurveySubject_Participant_LoyaltyProgramMember_EnrollmentChannel,LastProcessedDate,SurveySubject_LoyaltyProgramTier_LoyaltyTierGroup_Name,Rank,QuestionChoiceId,SurveySubject_Survey_SurveyType,SystemModstamp,SurveySubject_Survey_Name,SurveySubject_Participant_LoyaltyProgramMember_MemberType,QuestionId,SurveyVersionId,LastModifiedById,SurveySubject_Participant_LoyaltyProgramMember_IsReferral,ResponseShortText,ResponseValue,SurveyVersion_VersionNumber,QuestionChoice_MaxValueString,NumberValue,QuestionChoice_MaxValue,Scale
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqHIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Bodie Akre,Rating,FALSE,,003B000000HtVqHIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CMIKA2,,,0KiB00000000Xc0KAE,surveyLyInv_org4_jan_pma_1_1073,0VkB0000000PLA9KAO,,2020-09-05,0MyB0000000D9fDKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dssKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,9,9,1,10,9,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqIIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Chaim Akram,Rating,FALSE,,003B000000HtVqIIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CMOKA2,,,0KiB00000000Xc1KAE,surveyLyInv_org4_jan_pma_1_1074,0VkB0000000PLAAKA4,,2020-10-05,0MyB0000000D9fEKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dssKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,9,9,1,10,9,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqJIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Jamal Akpan,Rating,FALSE,,003B000000HtVqJIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CMUKA2,,,0KiB00000000Xc2KAE,surveyLyInv_org4_jan_pma_1_1075,0VkB0000000PLABKA4,,2020-11-05,0MyB0000000D9fFKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqXIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Hassan Akoni,Rating,FALSE,,003B000000HtVqXIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005CMaKAM,,,0KiB00000000Xc3KAE,surveyLyInv_org4_jan_pma_1_1076,0VkB0000000PLACKA4,,2020-12-05,0MyB0000000D9fGKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsqKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,2,2,1,10,2,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqNIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Augustine Akles,Rating,FALSE,,003B000000HtVqNIAV,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005CMgKAM,,,0KiB00000000Xc7KAE,surveyLyInv_org4_jan_pma_1_1080,0VkB0000000PLAGKA4,,2021-01-05,0MyB0000000D9fHKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjFIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Byron Aker,Rating,FALSE,,003B000000HtVjFIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CMmKAM,,,0KiB00000000Xh4KAE,surveyLyInv_org4_jan_pma_1_1387,0VkB0000000PLFDKA4,,2021-02-05,0MyB0000000D9fIKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dssKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,9,9,1,10,9,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqQIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Azariah Akiona,Rating,FALSE,,003B000000HtVqQIAV,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005CMsKAM,,,0KiB00000000XcAKAU,surveyLyInv_org4_jan_pma_1_1083,0VkB0000000PLAJKA4,,2020-03-05,0MyB0000000D9fJKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjOIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Braden Aguiniga,Rating,FALSE,,003B000000HtVjOIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CMyKAM,,,0KiB00000000XhDKAU,surveyLyInv_org4_jan_pma_1_1396,0VkB0000000PLFMKA4,,2020-04-05,0MyB0000000D9fKKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVlJIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Archie Alexender,Rating,FALSE,,003B000000HtVlJIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005CN4KAM,,,0KiB00000000Xe4KAE,surveyLyInv_org4_jan_pma_1_1201,0VkB0000000PLCDKA4,,2020-05-05,0MyB0000000D9fLKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsxKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,6,6,1,10,6,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqPIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Castiel Akiyama,Rating,FALSE,,003B000000HtVqPIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CNAKA2,,,0KiB00000000Xc9KAE,surveyLyInv_org4_jan_pma_1_1082,0VkB0000000PLAIKA4,,2020-06-05,0MyB0000000D9fMKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjKIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Kristian Akbari,Rating,FALSE,,003B000000HtVjKIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005CNGKA2,,,0KiB00000000Xh9KAE,surveyLyInv_org4_jan_pma_1_1392,0VkB0000000PLFIKA4,,2020-07-05,0MyB0000000D9fNKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsqKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,2,2,1,10,2,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjEIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Otis Akerley,Rating,FALSE,,003B000000HtVjEIAV,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005CNMKA2,,,0KiB00000000Xh3KAE,surveyLyInv_org4_jan_pma_1_1386,0VkB0000000PLFCKA4,,2020-08-05,0MyB0000000D9fOKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt4KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,7,7,1,10,7,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjSIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Kobe Aguillera,Rating,FALSE,,003B000000HtVjSIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005CNSKA2,,,0KiB00000000XhHKAU,surveyLyInv_org4_jan_pma_1_1400,0VkB0000000PLFQKA4,,2020-09-05,0MyB0000000D9fPKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsyKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,1,1,1,10,1,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjIIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Wells Akel,Rating,FALSE,,003B000000HtVjIIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005CNYKA2,,,0KiB00000000Xh7KAE,surveyLyInv_org4_jan_pma_1_1390,0VkB0000000PLFGKA4,,2020-10-05,0MyB0000000D9fQKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt2KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,3,3,1,10,3,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjRIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Bo Aguillon,Rating,FALSE,,003B000000HtVjRIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CNeKAM,,,0KiB00000000XhGKAU,surveyLyInv_org4_jan_pma_1_1399,0VkB0000000PLFPKA4,,2020-11-05,0MyB0000000D9fRKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjPIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Mathew Aguinaldo,Rating,FALSE,,003B000000HtVjPIAV,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005CNkKAM,,,0KiB00000000XhEKAU,surveyLyInv_org4_jan_pma_1_1397,0VkB0000000PLFNKA4,,2020-12-05,0MyB0000000D9fSKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt4KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,7,7,1,10,7,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjLIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Zaid Aguirre,Rating,FALSE,,003B000000HtVjLIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CNqKAM,,,0KiB00000000XhAKAU,surveyLyInv_org4_jan_pma_1_1393,0VkB0000000PLFJKA4,,2021-01-05,0MyB0000000D9fTKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqLIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Joziah Akmal,Rating,FALSE,,003B000000HtVqLIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005CNwKAM,,,0KiB00000000Xc5KAE,surveyLyInv_org4_jan_pma_1_1078,0VkB0000000PLAEKA4,,2021-02-05,0MyB0000000D9fUKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsxKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,6,6,1,10,6,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjGIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Brecken Aken,Rating,FALSE,,003B000000HtVjGIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CO2KAM,,,0KiB00000000Xh5KAE,surveyLyInv_org4_jan_pma_1_1388,0VkB0000000PLFEKA4,,2020-03-05,0MyB0000000D9fVKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dssKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,9,9,1,10,9,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqVIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Houston Akimseu,Rating,FALSE,,003B000000HtVqVIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005CO8KAM,,,0KiB00000000XcFKAU,surveyLyInv_org4_jan_pma_1_1088,0VkB0000000PLAOKA4,,2020-04-05,0MyB0000000D9fWKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dssKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,9,9,1,10,9,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqTIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Vincenzo Akinrefon,Rating,FALSE,,003B000000HtVqTIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005COEKA2,,,0KiB00000000XcDKAU,surveyLyInv_org4_jan_pma_1_1086,0VkB0000000PLAMKA4,,2020-05-05,0MyB0000000D9fXKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dszKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,4,4,1,10,4,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqRIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Terry Akinyooye,Rating,FALSE,,003B000000HtVqRIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005COKKA2,,,0KiB00000000XcBKAU,surveyLyInv_org4_jan_pma_1_1084,0VkB0000000PLAKKA4,,2020-06-05,0MyB0000000D9fYKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjBIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Joey Akerson,Rating,FALSE,,003B000000HtVjBIAV,,LoyaltyProgram,Passives,2021-01-18,0KrB00000005COQKA2,,,0KiB00000000Xh0KAE,surveyLyInv_org4_jan_pma_1_1383,0VkB0000000PLF9KAO,,2020-07-05,0MyB0000000D9fZKAS,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt1KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,8,8,1,10,8,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVj9IAF,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Morgan Akes,Rating,FALSE,,003B000000HtVj9IAF,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005COWKA2,,,0KiB00000000XgyKAE,surveyLyInv_org4_jan_pma_1_1381,0VkB0000000PLF7KAO,,2020-08-05,0MyB0000000D9faKAC,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsxKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,6,6,1,10,6,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqSIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Dane Akins,Rating,FALSE,,003B000000HtVqSIAV,,LoyaltyProgram,Detractors,2021-01-18,0KrB00000005COcKAM,,,0KiB00000000XcCKAU,surveyLyInv_org4_jan_pma_1_1085,0VkB0000000PLALKA4,,2020-09-05,0MyB0000000D9fbKAC,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt9KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,10,10,1,10,10,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVjCIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Axl Akers,Rating,FALSE,,003B000000HtVjCIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005COiKAM,,,0KiB00000000Xh1KAE,surveyLyInv_org4_jan_pma_1_1384,0VkB0000000PLFAKA4,,2020-10-05,0MyB0000000D9fcKAC,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dsqKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,2,2,1,10,2,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqOIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Kye Akkerman,Rating,FALSE,,003B000000HtVqOIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005COoKAM,,,0KiB00000000Xc8KAE,surveyLyInv_org4_jan_pma_1_1081,0VkB0000000PLAHKA4,,2020-11-05,0MyB0000000D9fdKAC,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dt7KAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,5,5,1,10,5,10,5
2021-01-18,0KdB00000000R6XKAU,,,How satisfied are you with the resolution provided by our service representative?,Number,,0lpB00000004CeyIAE003B000000HtVqKIAV,005B0000007PfKJIA0,0KdB00000000R6XKAU,,Completed,Distributor Loyalty Program,,,Kamryn Ako,Rating,FALSE,,003B000000HtVqKIAV,,LoyaltyProgram,Promoters,2021-01-18,0KrB00000005COuKAM,,,0KiB00000000Xc4KAE,surveyLyInv_org4_jan_pma_1_1077,0VkB0000000PLADKA4,,2020-12-05,0MyB0000000D9feKAC,FALSE,0lpB00000004CeyIAE,,,,How satisfied are you with the resolution provided by our service representative?,,Survey_Loyalty_NpsCsCsat_02,Alpoints,,,2021-03-03,Status Tier Group,,0KcB00000000dszKAA,Survey,2021-01-18,Survey_Loyalty_NpsCsCsat_02,,0KuB00000000VBZKA2,0KsB00000000RPZKA2,005B0000007PfKJIA0,,4,4,1,10,4,10,5
