LoyaltyProgramMember_Contact_Name,LoyaltyProgramMember_ProgramId,LoyaltyTierId,LoyaltyTier_LoyaltyTierGroup_Name,LoyaltyProgramMember_MemberName,LoyaltyProgramMember_EnrollmentDate,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_MobilePhone,LoyaltyProgramMember_IsReferral,LoyaltyProgramMember_MemberStatus,Name,LoyaltyMemberId,LoyaltyProgramMember_Account_Name,LoyaltyProgramMember_MembershipEndDate,LoyaltyMemberCurrency_LoyaltyProgramMember_AccountContact_Id,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Birthdate,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Birthdate,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_MobilePhone,LoyaltyProgramMember_MemberTenureBucket,LoyaltyProgramMember_Referrer_Account_Name,ReasonForChange,LoyaltyProgramMember_Contact_MobilePhone,LoyaltyProgramMember_EnrollmentChannel,LoyaltyProgramMember_TransactionJournal_SecondAccrualDate,LoyaltyProgramMember_MembershipLastRenewalDate,LoyaltyTier_Name,LoyaltyMemberCurrency_LoyaltyProgramMember_Contact_Name,LoyaltyProgramMember_Contact_Birthdate,LoyaltyProgramMember_LeadOrContactName,LoyaltyProgramMember_Referrer_Contact_Name,LastProcessedDate,LoyaltyTierGroupId,TierExpirationDate,LoyaltyProgramMember_LeadOrContactId,LoyaltyMemberCurrency_LoyaltyProgramCurrency_QP_Currency,LoyaltyMemberCurrency_LoyaltyProgramCurrency_NQP_Currency,LoyaltyProgramMember_LoyaltyProgram_Name,LoyaltyProgramMember_MembershipNumber,LoyaltyProgramMember_TransactionJournal_FirstAccrualDate,LoyaltyProgramMember_MemberType,LoyaltyMemberCurrency_LoyaltyProgramMember_Referrer_Contact_Name,LoyaltyProgramMember_AccountContact_Id,Id,LoyaltyProgramMember_ReferredById,EffectiveDate,LoyaltyTier_SequenceNumber
Harvey Adrian,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Harvey Adrian,2021-07-19,,No,Active,Silver,0lMB00000004GBcMAM,,,,,,,9.NA,,,,Web,2022-02-19,2022-07-19,Silver,Harvey Adrian,,Harvey Adrian,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVr2IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_ceb,2021-12-04,Individual,,,0lyB00000004IVyIAM,,,1
Kian Adriano,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Kian Adriano,2020-03-20,,No,Active,Silver,0lMB00000004GBbMAM,,,,,,,5.9-12 months,,,,Email,2020-08-14,2021-03-20,Silver,Kian Adriano,,Kian Adriano,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVr1IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cec,2020-08-04,Individual,,,0lyB00000004IVzIAM,,,1
Kian Adriano,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Kian Adriano,2020-03-20,,No,Active,Silver,0lMB00000004GBbMAM,,,,,,,5.9-12 months,,,,Email,2020-08-14,2021-03-20,Silver,Kian Adriano,,Kian Adriano,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVr1IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cec,2020-08-04,Individual,,,0lyB00000004IW0IAM,,,1
Jamison Adrid,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Jamison Adrid,2021-12-16,,No,Active,Gold,0lMB00000004GBaMAM,,,,,,,9.NA,,,,Social,2022-06-08,2022-12-16,Gold,Jamison Adrid,,Jamison Adrid,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVr0IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_ced,2022-05-07,Individual,,,0lyB00000004IW1IAM,,,1
Jamison Adrid,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Jamison Adrid,2021-12-16,,No,Active,Silver,0lMB00000004GBaMAM,,,,,,,9.NA,,,,Social,2022-06-08,2022-12-16,Silver,Jamison Adrid,,Jamison Adrid,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVr0IAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_ced,2022-05-07,Individual,,,0lyB00000004IW2IAM,,,1
Maximilian Adrien,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Maximilian Adrien,2021-02-21,,No,Active,Silver,0lMB00000004GBZMA2,,,,,,,9.NA,,,,CallCenter,2021-08-30,2022-02-21,Silver,Maximilian Adrien,,Maximilian Adrien,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqzIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cee,2021-07-08,Individual,,,0lyB00000004IW3IAM,,,1
Maximilian Adrien,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Maximilian Adrien,2021-02-21,,No,Active,Silver,0lMB00000004GBZMA2,,,,,,,9.NA,,,,CallCenter,2021-08-30,2022-02-21,Silver,Maximilian Adrien,,Maximilian Adrien,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqzIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cee,2021-07-08,Individual,,,0lyB00000004IW4IAM,,,1
Adan Adrion,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Adan Adrion,2020-02-17,,No,Active,Silver,0lMB00000004GBYMA2,,,,,,,5.9-12 months,,,,Email,2020-10-25,2021-02-16,Silver,Adan Adrion,,Adan Adrion,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqyIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cef,2020-07-02,Individual,,,0lyB00000004IW5IAM,,,1
Adan Adrion,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Adan Adrion,2020-02-17,,No,Active,Silver,0lMB00000004GBYMA2,,,,,,,5.9-12 months,,,,Email,2020-10-25,2021-02-16,Silver,Adan Adrion,,Adan Adrion,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqyIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cef,2020-07-02,Individual,,,0lyB00000004IW6IAM,,,1
Milan Adrovel,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Milan Adrovel,2021-11-06,,No,Active,Silver,0lMB00000004GBXMA2,,,,,,,9.NA,,,,Web,2022-06-18,2022-11-06,Silver,Milan Adrovel,,Milan Adrovel,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_ceg,2022-03-24,Individual,,,0lyB00000004IW7IAM,,,1
Milan Adrovel,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Milan Adrovel,2021-11-06,,No,Active,Silver,0lMB00000004GBXMA2,,,,,,,9.NA,,,,Web,2022-06-18,2022-11-06,Silver,Milan Adrovel,,Milan Adrovel,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqxIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_ceg,2022-03-24,Individual,,,0lyB00000004IW8IAM,,,1
Phillip Adside,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Phillip Adside,2021-05-03,,No,Active,Silver,0lMB00000004GBWMA2,,,,,,,9.NA,,,,Email,2021-10-04,2022-05-03,Silver,Phillip Adside,,Phillip Adside,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_ceh,2021-09-20,Individual,,,0lyB00000004IW9IAM,,,1
Phillip Adside,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Phillip Adside,2021-05-03,,No,Active,Silver,0lMB00000004GBWMA2,,,,,,,9.NA,,,,Email,2021-10-04,2022-05-03,Silver,Phillip Adside,,Phillip Adside,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqwIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_ceh,2021-09-20,Individual,,,0lyB00000004IWAIA2,,,1
Albert Adsit,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Albert Adsit,2021-04-23,,No,Active,Silver,0lMB00000004GBVMA2,,,,,,,9.NA,,,,Social,2022-01-13,2022-04-23,Silver,Albert Adsit,,Albert Adsit,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqvIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cei,2021-09-17,Individual,,,0lyB00000004IWBIA2,,,1
Albert Adsit,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Albert Adsit,2021-04-23,,No,Active,Platinum,0lMB00000004GBVMA2,,,,,,,9.NA,,,,Social,2022-01-13,2022-04-23,Platinum,Albert Adsit,,Albert Adsit,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqvIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cei,2021-09-17,Individual,,,0lyB00000004IWCIA2,,,1
Dax Adu,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Dax Adu,2021-09-05,,No,Active,Gold,0lMB00000004GBUMA2,,,,,,,9.NA,,,,CallCenter,2022-02-13,2022-09-05,Gold,Dax Adu,,Dax Adu,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVquIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cej,2022-01-23,Individual,,,0lyB00000004IWDIA2,,,1
Dax Adu,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Dax Adu,2021-09-05,,No,Active,Silver,0lMB00000004GBUMA2,,,,,,,9.NA,,,,CallCenter,2022-02-13,2022-09-05,Silver,Dax Adu,,Dax Adu,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVquIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cej,2022-01-23,Individual,,,0lyB00000004IWEIA2,,,1
Mohamed Aduddell,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Mohamed Aduddell,2020-11-27,,No,Active,Silver,0lMB00000004GBTMA2,,,,,,,2.1-3 months,,,,Email,2021-07-31,2021-11-27,Silver,Mohamed Aduddell,,Mohamed Aduddell,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqtIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfa,2021-04-11,Individual,,,0lyB00000004IWFIA2,,,1
Mohamed Aduddell,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Mohamed Aduddell,2020-11-27,,No,Active,Silver,0lMB00000004GBTMA2,,,,,,,2.1-3 months,,,,Email,2021-07-31,2021-11-27,Silver,Mohamed Aduddell,,Mohamed Aduddell,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqtIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfa,2021-04-11,Individual,,,0lyB00000004IWGIA2,,,1
Ronin Adule,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Ronin Adule,2020-04-14,,No,Active,Silver,0lMB00000004GBSMA2,,,,,,,5.9-12 months,,,,Web,2021-01-06,2021-04-14,Silver,Ronin Adule,,Ronin Adule,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqsIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfb,2020-09-11,Individual,,,0lyB00000004IWHIA2,,,1
Ronin Adule,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Ronin Adule,2020-04-14,,No,Active,Silver,0lMB00000004GBSMA2,,,,,,,5.9-12 months,,,,Web,2021-01-06,2021-04-14,Silver,Ronin Adule,,Ronin Adule,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqsIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfb,2020-09-11,Individual,,,0lyB00000004IWIIA2,,,1
Kamden Adwell,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Kamden Adwell,2020-01-18,,No,Active,Silver,0lMB00000004GBRMA2,,,,,,,6.1-2 years,,,,Email,2020-06-14,2021-01-17,Silver,Kamden Adwell,,Kamden Adwell,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqrIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfc,2020-06-04,Individual,,,0lyB00000004IWJIA2,,,1
Kamden Adwell,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Kamden Adwell,2020-01-18,,No,Active,Silver,0lMB00000004GBRMA2,,,,,,,6.1-2 years,,,,Email,2020-06-14,2021-01-17,Silver,Kamden Adwell,,Kamden Adwell,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqrIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfc,2020-06-04,Individual,,,0lyB00000004IWKIA2,,,1
Hank Ady,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Hank Ady,2021-08-17,,No,Active,Gold,0lMB00000004GBQMA2,,,,,,,9.NA,,,,Social,2022-04-23,2022-08-17,Gold,Hank Ady,,Hank Ady,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqqIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfd,2022-01-15,Individual,,,0lyB00000004IWLIA2,,,1
Hank Ady,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Hank Ady,2021-08-17,,No,Active,Silver,0lMB00000004GBQMA2,,,,,,,9.NA,,,,Social,2022-04-23,2022-08-17,Silver,Hank Ady,,Hank Ady,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqqIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfd,2022-01-15,Individual,,,0lyB00000004IWMIA2,,,1
Memphis Adzhabakyan,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Memphis Adzhabakyan,2021-04-19,,No,Active,Silver,0lMB00000004GBPMA2,,,,,,,9.NA,,,,CallCenter,2021-10-11,2022-04-19,Silver,Memphis Adzhabakyan,,Memphis Adzhabakyan,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqpIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfe,2021-09-05,Individual,,,0lyB00000004IWNIA2,,,1
Memphis Adzhabakyan,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Memphis Adzhabakyan,2021-04-19,,No,Active,Silver,0lMB00000004GBPMA2,,,,,,,9.NA,,,,CallCenter,2021-10-11,2022-04-19,Silver,Memphis Adzhabakyan,,Memphis Adzhabakyan,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqpIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfe,2021-09-05,Individual,,,0lyB00000004IWOIA2,,,1
Oakley Aegerter,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Oakley Aegerter,2021-07-31,,No,Active,Silver,0lMB00000004GBOMA2,,,,,,,9.NA,,,,Email,2022-01-13,2022-07-31,Silver,Oakley Aegerter,,Oakley Aegerter,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqoIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cff,2021-12-19,Individual,,,0lyB00000004IWPIA2,,,1
Oakley Aegerter,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Oakley Aegerter,2021-07-31,,No,Active,Silver,0lMB00000004GBOMA2,,,,,,,9.NA,,,,Email,2022-01-13,2022-07-31,Silver,Oakley Aegerter,,Oakley Aegerter,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqoIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cff,2021-12-19,Individual,,,0lyB00000004IWQIA2,,,1
Carmelo Ajasin,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Carmelo Ajasin,2021-02-28,,No,Active,Silver,0lMB00000004GBNMA2,,,,,,,9.NA,,,,Web,2021-09-18,2022-02-28,Silver,Carmelo Ajasin,,Carmelo Ajasin,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqnIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfg,2021-07-31,Individual,,,0lyB00000004IWRIA2,,,1
Carmelo Ajasin,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Carmelo Ajasin,2021-02-28,,No,Active,Silver,0lMB00000004GBNMA2,,,,,,,9.NA,,,,Web,2021-09-18,2022-02-28,Silver,Carmelo Ajasin,,Carmelo Ajasin,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqnIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfg,2021-07-31,Individual,,,0lyB00000004IWSIA2,,,1
Shepherd Ajayi,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Shepherd Ajayi,2020-08-06,,No,Active,Silver,0lMB00000004GBMMA2,,,,,,,3.3-6 months,,,,Email,2021-01-14,2021-08-06,Silver,Shepherd Ajayi,,Shepherd Ajayi,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqmIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfh,2020-12-24,Individual,,,0lyB00000004IWTIA2,,,1
Shepherd Ajayi,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Shepherd Ajayi,2020-08-06,,No,Active,Silver,0lMB00000004GBMMA2,,,,,,,3.3-6 months,,,,Email,2021-01-14,2021-08-06,Silver,Shepherd Ajayi,,Shepherd Ajayi,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqmIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfh,2020-12-24,Individual,,,0lyB00000004IWUIA2,,,1
Graysen Ajello,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Graysen Ajello,2020-09-02,,No,Active,Silver,0lMB00000004GBLMA2,,,,,,,3.3-6 months,,,,Social,2021-04-01,2021-09-02,Silver,Graysen Ajello,,Graysen Ajello,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqlIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfi,2021-01-27,Individual,,,0lyB00000004IWVIA2,,,1
Graysen Ajello,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Graysen Ajello,2020-09-02,,No,Active,Gold,0lMB00000004GBLMA2,,,,,,,3.3-6 months,,,,Social,2021-04-01,2021-09-02,Gold,Graysen Ajello,,Graysen Ajello,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqlIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfi,2021-01-27,Individual,,,0lyB00000004IWWIA2,,,1
Melvin Ajoku,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Melvin Ajoku,2021-11-14,,No,Active,Silver,0lMB00000004GBKMA2,,,,,,,9.NA,,,,CallCenter,2022-05-09,2022-11-14,Silver,Melvin Ajoku,,Melvin Ajoku,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqkIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfj,2022-04-02,Individual,,,0lyB00000004IWXIA2,,,1
Melvin Ajoku,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Melvin Ajoku,2021-11-14,,No,Active,Silver,0lMB00000004GBKMA2,,,,,,,9.NA,,,,CallCenter,2022-05-09,2022-11-14,Silver,Melvin Ajoku,,Melvin Ajoku,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqkIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cfj,2022-04-02,Individual,,,0lyB00000004IWYIA2,,,1
Ernesto Ajose,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Ernesto Ajose,2020-05-25,,No,Active,Silver,0lMB00000004GBJMA2,,,,,,,4.6-9 months,,,,Email,2020-12-25,2021-05-25,Silver,Ernesto Ajose,,Ernesto Ajose,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqjIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cga,2020-10-07,Individual,,,0lyB00000004IWZIA2,,,1
Ernesto Ajose,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Ernesto Ajose,2020-05-25,,No,Active,Silver,0lMB00000004GBJMA2,,,,,,,4.6-9 months,,,,Email,2020-12-25,2021-05-25,Silver,Ernesto Ajose,,Ernesto Ajose,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqjIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cga,2020-10-07,Individual,,,0lyB00000004IWaIAM,,,1
Jamie Akahi,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Jamie Akahi,2021-05-19,,No,Active,Silver,0lMB00000004GBIMA2,,,,,,,9.NA,,,,Web,2022-01-05,2022-05-19,Silver,Jamie Akahi,,Jamie Akahi,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqiIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgb,2021-10-13,Individual,,,0lyB00000004IWbIAM,,,1
Jamie Akahi,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Jamie Akahi,2021-05-19,,No,Active,Platinum,0lMB00000004GBIMA2,,,,,,,9.NA,,,,Web,2022-01-05,2022-05-19,Platinum,Jamie Akahi,,Jamie Akahi,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqiIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgb,2021-10-13,Individual,,,0lyB00000004IWcIAM,,,1
Yosef Akal,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Yosef Akal,2021-08-24,,No,Active,Silver,0lMB00000004GBHMA2,,,,,,,9.NA,,,,Email,2022-02-27,2022-08-24,Silver,Yosef Akal,,Yosef Akal,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqhIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgc,2022-01-15,Individual,,,0lyB00000004IWdIAM,,,1
Yosef Akal,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Yosef Akal,2021-08-24,,No,Active,Silver,0lMB00000004GBHMA2,,,,,,,9.NA,,,,Email,2022-02-27,2022-08-24,Silver,Yosef Akal,,Yosef Akal,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqhIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgc,2022-01-15,Individual,,,0lyB00000004IWeIAM,,,1
Clyde Akamine,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Clyde Akamine,2021-10-14,,No,Active,Silver,0lMB00000004GBGMA2,,,,,,,9.NA,,,,Social,2022-06-23,2022-10-14,Silver,Clyde Akamine,,Clyde Akamine,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqgIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgd,2022-03-02,Individual,,,0lyB00000004IWfIAM,,,1
Clyde Akamine,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Clyde Akamine,2021-10-14,,No,Active,Silver,0lMB00000004GBGMA2,,,,,,,9.NA,,,,Social,2022-06-23,2022-10-14,Silver,Clyde Akamine,,Clyde Akamine,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqgIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgd,2022-03-02,Individual,,,0lyB00000004IWgIAM,,,1
Eddie Akamiro,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Eddie Akamiro,2021-06-07,,No,Active,Gold,0lMB00000004GBFMA2,,,,,,,9.NA,,,,CallCenter,2021-10-28,2022-06-07,Gold,Eddie Akamiro,,Eddie Akamiro,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqfIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cge,2021-10-20,Individual,,,0lyB00000004IWhIAM,,,1
Eddie Akamiro,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Eddie Akamiro,2021-06-07,,No,Active,Silver,0lMB00000004GBFMA2,,,,,,,9.NA,,,,CallCenter,2021-10-28,2022-06-07,Silver,Eddie Akamiro,,Eddie Akamiro,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqfIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cge,2021-10-20,Individual,,,0lyB00000004IWiIAM,,,1
Tristen Akana,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Tristen Akana,2020-08-24,,No,Active,Silver,0lMB00000004GBEMA2,,,,,,,3.3-6 months,,,,Email,2021-03-20,2021-08-24,Silver,Tristen Akana,,Tristen Akana,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqeIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgf,2021-01-08,Individual,,,0lyB00000004IWjIAM,,,1
Tristen Akana,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Tristen Akana,2020-08-24,,No,Active,Silver,0lMB00000004GBEMA2,,,,,,,3.3-6 months,,,,Email,2021-03-20,2021-08-24,Silver,Tristen Akana,,Tristen Akana,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqeIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgf,2021-01-08,Individual,,,0lyB00000004IWkIAM,,,1
Grey Akande,0lpB00000004CeyIAE,0lgB00000004CduIAE,Status Tier Group,Grey Akande,2020-03-06,,No,Active,Silver,0lMB00000004GBDMA2,,,,,,,5.9-12 months,,,,Web,2020-11-14,2021-03-06,Silver,Grey Akande,,Grey Akande,,2021-03-03,0ltB00000004CbbIAE,,003B000000HtVqdIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgg,2020-07-30,Individual,,,0lyB00000004IWlIAM,,,1
Grey Akande,0lpB00000004CeyIAE,0lgB00000004CdqIAE,,Grey Akande,2020-03-06,,No,Active,Silver,0lMB00000004GBDMA2,,,,,,,5.9-12 months,,,,Web,2020-11-14,2021-03-06,Silver,Grey Akande,,Grey Akande,,2021-03-03,0ltB00000004CbcIAE,,003B000000HtVqdIAF,Number of Transactions,Alpoints,Distributor Loyalty Program,IndivAiK_UIDbabefgad_b_cgg,2020-07-30,Individual,,,0lyB00000004IWmIAM,,,1
