"UserName","LastProcessedDate","Photo","Manager","CloseDate","Role","UserExternalId","QuotaAttainment","Quota","PipelineForecast","ClosedWonForecast","ClosedWon","CommitForecast"
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-06-21","West CSR","W_User.5",60,500000,600460,550243,330146,353773
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-10-13","Team Lead","User.044",90,200000,251958,200651,180586,327890
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2022-02-15","CEO","User.165",105,400000,515020,390715,410251,739442
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-07-31","Director of Channel Sales","User.002",85,500000,581532,521779,443512,790211
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-01-27","Central CSR","W_User.6",90,200000,248278,204371,183934,331406
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-06-03","CEO","User.166",60,500000,604596,510338,306203,417891
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-03-15","East CSR","W_User.12",80,500000,638771,547788,438230,773274
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-08-19","Omega, Inc. Customer User","User.024",108,300000,387323,311352,336260,621737
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-11-17","Advanced Communications Customer User","User.100",55,400000,460383,448976,246937,396986
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-04-16","RVP Central","User.000",60,400000,465483,440367,264220,331021
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-09-23","CEO","User.068",95,400000,448898,411967,391369,706383
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-12-09","Acme Partners Partner Manager","User.116",40,200000,235068,259505,103802,163782
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-09-26","West CSR","W_User.2",55,200000,228421,233675,128521,202597
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-07-21","Team Lead","User.057",108,500000,581064,510193,551008,992036
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-10-30","West CSR","W_User.3",70,500000,585139,590970,413679,720234
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-08-08","East Sales","User.020",60,300000,378969,305063,183038,228246
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-11-23","Green Fields Media Customer User","User.112",105,300000,340250,294728,309464,560818
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-06-09","East CSR","W_User.14",80,300000,340691,328816,263053,473171
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-01-11","VP of Customer Service","User.018",70,400000,512973,475530,332871,579694
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-04-22","VP of Customer Service","User.013",90,300000,365788,309230,278307,502913
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-02-11","Social Media Manager","User.065",55,300000,380135,328371,180604,280298
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2023-01-01","Meridian Partners Partner User","User.034",40,400000,475743,501155,200462,310403
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-05-27","Central CSR","W_User.7",60,400000,501207,424920,254952,331321
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-03-14","Central CSR","W_User.10",85,400000,452655,428755,364442,644357
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-02-26","East CSM","W_User.M.19",55,400000,451062,486047,267326,433308
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-07-20","CEO","User.102",60,400000,511766,402448,241469,313747
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-10-16","West Sales","User.022",105,300000,356020,296124,310930,571188
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-01-21","CEO","User.163",90,300000,386977,304636,274172,502540
"Jennifer Lee","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJN/T","Michelle Chung","2022-12-19","West CSR","W_User.4",85,400000,505049,412319,350471,643499
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-09-28","Customer Service Manager","User.029",60,300000,341283,339523,203714,251390
"Kimberly Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIP/T","Wanda Wilson","2022-05-17","Central CSR","W_User.9",70,400000,456695,453664,317565,527262
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-11-07","Central Sales","User.015",70,200000,251496,234147,163903,277459
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-03-20","Acme Partners Partner User","User.118",108,400000,475319,422555,456359,831507
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-06-04","Acme Partners Partner User","User.119",40,400000,492462,566913,226765,349863
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-08-22","Director of Human Resources","User.168",70,400000,466230,465826,326078,565548
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-04-19","Central CSR","W_User.11",55,200000,242541,239118,131515,213366
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-07-02","Omega, Inc. Customer Manager","User.075",80,300000,342925,326484,261187,459943
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-10-30","RVP West","User.011",95,400000,444060,395988,376189,686573
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-11-09","East CSR","W_User.13",55,300000,383858,330196,181608,297098
"Andrea Bowden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37e/T","Acme Dispatcher","2022-07-31","Displaytech Customer User","User.028",95,400000,453066,383701,364516,671232
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-05-07","CEO","User.001",105,500000,603942,487053,511406,926365
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-03-09","Team Lead","User.057",85,300000,384842,314831,267606,478427
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-01-16","East CSR","W_User.14",40,500000,626961,678710,271484,419743
"Sean Silver","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36W/T","Acme Dispatcher","2022-03-01","Pinnacle Partners Partner User","User.035",108,300000,383570,313406,338479,615022
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-04-13","Central CSR","W_User.10",80,400000,485172,429289,343431,608040
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-09-29","Meridian Partners Partner User","User.034",70,400000,440123,428793,300155,524419
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-12-29","West Sales","User.022",90,500000,640066,515130,463617,843074
"Vance Channel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36f/T","Acme Dispatcher","2022-08-08","Director of Channel Sales","User.037",95,400000,461957,410515,389989,720259
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-01-09","Zenith Distributors Partner User","User.120",55,500000,551663,554447,304946,480646
"Sue Marketing","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37a/T","Acme Dispatcher","2022-12-11","VP of Marketing","User.017",60,500000,576629,571753,343052,417200
"Jay Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36m/T","Acme Dispatcher","2022-02-28","Customer Service Manager","User.030",60,300000,332263,343387,206032,243054
"Sarah Phillips","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37w/T","Acme Dispatcher","2022-04-16","Acme Partners Partner Executive","User.053",60,500000,612330,523427,314056,403766
"Ricky East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36X/T","Dustin Good","2022-03-21","East Sales","User.019",90,300000,356082,309977,278979,509158
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-06-20","West CSR","W_User.2",85,300000,385530,329485,280062,498502
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-11-03","CEO","User.166",55,300000,341100,359449,197697,313309
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-05-26","Director of Engineering","User.023",40,400000,450336,517223,206889,311014
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-08-20","East Sales","User.020",60,400000,481668,421913,253148,313400
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-11-16","East CSR","W_User.13",108,400000,468480,418124,451574,815013
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-09-19","Omega, Inc. Customer Executive","User.026",80,200000,236526,212835,170268,304135
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-07-16","Acme Partners Partner User","User.118",70,400000,478047,485393,339775,586182
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-07-30","Omega, Inc. Customer Executive","User.061",105,400000,492897,391695,411280,750932
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-11-30","Team Lead","User.044",55,400000,482165,488044,268424,433944
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-03-19","East CSM","W_User.M.19",60,500000,571907,536622,321973,377335
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-01-17","East CSR","W_User.17",85,200000,248670,214081,181969,320458
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-10-15","Central CSR","W_User.11",90,200000,240703,204756,184280,332938
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-02-11","Customer Service Agent","User.032",95,200000,230792,203101,192946,351081
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-05-29","Director of Human Resources","User.168",80,300000,384434,329735,263788,462621
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2022-09-17","CEO","User.165",108,200000,253291,204922,221316,409428
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-04-11","Advanced Communications Customer User","User.100",55,200000,227454,222784,122531,197872
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-12-16","CEO","User.001",40,500000,622723,693595,277438,426509
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-08-19","East CSR","W_User.12",70,200000,244904,220407,154285,269841
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-06-30","Acme Partners Partner User","User.119",105,400000,454064,394470,414193,761496
"Jennifer Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJJ/T","Michelle Chung","2022-12-01","West CSR","W_User.1",60,200000,235722,231822,139093,150022
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-05-19","West CSR","W_User.3",95,300000,371977,297016,282165,520377
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-07-08","VP of Customer Service","User.018",55,200000,222928,240547,132301,216473
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-06-21","Central Sales","User.058",40,500000,603478,734458,293783,460643
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-01-24","West CSM","W_User.M.18",55,300000,352284,361218,198670,313818
"Jonathan Perkins","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIj/T","John Smith","2022-08-30","East CSR","W_User.15",108,500000,565087,523398,565270,1043906
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-02-09","Social Media Manager","User.065",105,500000,580343,493010,517660,952996
"Gabriel Anderson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHmv/T","Wanda Wilson","2022-04-21","Central CSM","W_User.M.20",85,200000,247382,214616,182424,337220
"Andrea Bowden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37e/T","Acme Dispatcher","2022-09-19","Displaytech Customer User","User.028",90,500000,588791,518829,466946,855084
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-12-27","West CSR","W_User.5",85,500000,583683,533538,453507,815166
"Kimberly Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIP/T","Wanda Wilson","2022-10-25","Central CSR","W_User.9",70,500000,569692,573556,401489,670348
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-03-05","Central Sales","User.016",85,300000,354443,313644,266597,482071
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-12-05","Vand Enterprises, Inc. Customer User","User.036",60,400000,489698,403745,242247,329175
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-05-25","Omega, Inc. Customer Manager","User.075",70,300000,365669,355497,248848,420634
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-10-04","Acme Partners Partner Executive","User.059",80,500000,642911,534793,427834,765431
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-08-14","CEO","User.068",95,300000,372229,295836,281044,507232
"Elliot Executive","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36b/T","Samantha Dispatcher","2022-02-20","VP of Sales","User.007",60,300000,376910,313837,188302,224055
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-03-14","Customer Service Manager","User.029",40,300000,377523,441400,176560,272696
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-04-18","RVP West","User.011",55,300000,370627,340455,187250,297858
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-09-19","Customer Service Agent","User.031",70,300000,387534,322569,225798,390886
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-07-12","Green Fields Media Customer User","User.112",108,500000,599037,523492,565371,1040480
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-01-10","RVP Central","User.000",55,300000,378436,346073,190340,302802
"Jennifer Lee","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJN/T","Michelle Chung","2022-11-07","West CSR","W_User.4",105,200000,247565,197397,207267,374933
"Bill West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36h/T","Acme Dispatcher","2022-06-09","West Sales","User.021",40,300000,363490,417055,166822,251288
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-12-20","Director of Channel Sales","User.002",85,200000,227781,207128,176059,312128
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-06-04","Acme Partners Partner Manager","User.116",40,300000,338512,443623,177449,272918
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-04-10","VP of Customer Service","User.013",95,200000,247796,205649,195367,361339
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-10-05","Business Development Director","User.003",55,500000,615009,596033,327818,508907
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-11-28","AUser Customer Person Account","User.056",80,500000,627938,537559,430047,756219
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-03-30","Central CSR","W_User.6",90,500000,592996,508031,457228,824454
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-09-16","Summit Resellers Partner User","User.033",60,500000,577532,580228,348137,355089
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-08-19","CEO","User.102",60,400000,471607,420582,252349,336775
"Courtney Bennett","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIZ/T","Wanda Wilson","2022-07-06","Central CSR","W_User.8",80,400000,474750,431268,345014,620546
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2022-02-12","Central Sales","User.015",70,300000,351648,347479,243235,401609
"Andrea Admin","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36j/T","Acme Dispatcher","2022-05-20","Director of Human Resources","User.005",90,500000,617201,521702,469532,867782
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2022-01-08","Acme Partners Partner User","User.117",90,300000,356680,312973,281676,510123
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-06-05","RVP East","User.012",85,300000,343550,306920,260882,475045
"William Martinez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIy/T","Ely East","2022-08-20","East CSR","W_User.16",70,400000,463968,479220,335454,572844
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-12-28","CEO","User.163",60,400000,481686,461287,276772,299714
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-10-21","Director of Finance","User.006",105,300000,339398,299994,314994,578717
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-07-04","Central CSR","W_User.7",60,200000,247778,220783,132470,144956
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-09-27","Omega, Inc. Customer User","User.024",55,500000,629194,595920,327756,538135
"Vance Channel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36f/T","Acme Dispatcher","2022-01-29","Director of Channel Sales","User.037",80,300000,389134,334688,267750,474270
"Sue Marketing","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37a/T","Acme Dispatcher","2022-11-24","VP of Marketing","User.017",40,200000,248144,292533,117013,180189
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-05-16","West CSR","W_User.5",60,300000,373242,315350,189210,251791
"Elliot Executive","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36b/T","Samantha Dispatcher","2022-02-16","VP of Sales","User.007",108,300000,331621,305217,329634,599549
"Tim Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c377/T","Acme Dispatcher","2022-03-09","Customer Service Agent","User.031",95,400000,455640,379579,360600,656682
"Paul Partner","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36d/T","Chet Callaghan","2022-04-11","Acme Partners Partner Executive","User.059",55,500000,600845,579391,318665,499444
"Ricky East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36X/T","Dustin Good","2022-06-12","East Sales","User.019",70,500000,560434,584634,409244,691126
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2022-08-30","CEO","User.165",85,400000,482449,435729,370370,655847
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-02-05","Omega, Inc. Customer Executive","User.061",80,400000,496851,436135,348908,610808
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-12-10","CEO","User.163",108,500000,616152,508431,549106,1011970
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-10-29","Zenith Distributors Partner User","User.120",60,200000,241531,211057,126634,149851
"Gabriel Anderson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHmv/T","Wanda Wilson","2022-09-28","Central CSM","W_User.M.20",85,300000,357266,313766,266701,492509
"Alf Operations","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Y/T","Samantha Dispatcher","2022-11-30","VP of Customer Service","User.013",40,200000,222794,297085,118834,186048
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-04-25","Customer Service Agent","User.032",95,200000,234542,206341,196024,352866
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2022-06-03","Acme Partners Partner User","User.117",60,300000,383376,342777,205666,237558
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-03-29","Central CSR","W_User.11",90,200000,259611,206734,186061,336194
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-01-10","East CSM","W_User.M.19",55,200000,234943,219024,120463,189528
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-08-03","Director of Engineering","User.023",55,500000,610798,616987,339343,540106
"Jennifer Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJJ/T","Michelle Chung","2022-07-13","West CSR","W_User.1",105,300000,343021,291971,306570,553998
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-02-02","RVP Central","User.000",70,500000,620647,606037,424226,728449
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-06-28","Omega, Inc. Customer Executive","User.026",55,300000,376613,375105,206308,334318
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-03-09","Vand Enterprises, Inc. Customer User","User.036",105,200000,225196,199088,209042,384979
"Diane Brock","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJI/T","Michelle Chung","2022-04-20","West CSR","W_User.2",108,200000,253490,205694,222150,407532
"Brenda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36k/T","Acme Dispatcher","2022-08-12","Customer Service Manager","User.029",60,300000,346859,331452,198871,216308
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-12-02","West Sales","User.022",90,500000,641167,520781,468703,851039
"Kimberly Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIP/T","Wanda Wilson","2022-10-16","Central CSR","W_User.9",70,500000,562559,563681,394577,673263
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-05-18","Central CSR","W_User.6",90,500000,573577,515842,464258,840916
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-09-24","Acme Partners Partner User","User.118",85,300000,344821,327872,278691,507816
