"Article_ArticleVersion_VersionNumber","Case_Status","IsSharedByEmail","Case_Type","ArticleVersionNumber","Article_ArticleVersion_DataCategory_DataCategoryName","CreatedById","Article_ArticleVersion_IsVisibleInPkb","KnowledgeArticleId","Article_ArticleVersion_IsVisibleInCsp","Article_ArticleVersion_Title","User_Name","Article_User_Name","Article_ArticleVersion_IsVisibleInPrm","Case_Product_Family_KB__c","LastProcessedDate","CaseId","Article_CreatedById","Case_Reason","Article_ArticleVersion_IsVisibleInApp","Article_ArticleVersion_PublishStatus","isAttachedByOwner","CreatedDate","Article_ArticleVersion_DataCategory_DataCategoryGroupName","Id","User_Id","Case_Type_of_Support__c","Case_ED_Outcome__c"
,"Closed","false","Product Support","1.0",,"005B0000003JLI8IAO",,"a4CB00000000EpuMAE",,,"Nathaniel Castillo",,,"Video Games","2022-09-09","500B0000003376mIAA","005B0000003JK1iIAG","Feature Question",,,"false","2022-09-08",,"a4HB000000004ikMAA","005B0000003JLI8IAO","Basic",82
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIGIA4","true","a4CB00000000EpvMAE","true","Clothing","Nicole Gill",,"true","Cell Phones","2022-09-09","500B00000045wbfIAA","005B0000003JK1iIAG","Feature Question","true","Online","false","2022-08-25",,"a4HB000000004ilMAA","005B0000003JLIGIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000EpwMAE","true","Grocery","Vincent Parrish",,"true","Headphones","2022-09-09","500B000000358ZfIAI","005B0000003JK1iIAG","Feature Question","true","Online","false","2022-07-27",,"a4HB000000004imMAA","005B0000003JLIJIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000EpxMAE",,,"William Edwards",,,"Tablets","2022-09-09","500B00000045wbjIAA","005B0000003JK1iIAG","Feature Question",,,"false","2022-08-20",,"a4HB000000004inMAA","005B0000003JLI6IAO","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EpyMAE","true","Tools","Jane Nelson",,"true","Cables","2022-09-09","500B00000045wbvIAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-07-15",,"a4HB000000004ioMAA","005B0000003JLI7IAO","Free",67.1
,"On Hold","false","Product Support","1.0",,"005B0000003JLI8IAO",,"a4CB00000000EpzMAE",,,"Nathaniel Castillo",,,"Computers","2022-09-09","500B000000358ZrIAI","005B0000003JK1iIAG","Hardware Question",,,"false","2022-09-02",,"a4HB000000004ipMAA","005B0000003JLI8IAO","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000Eq0MAE",,,"Marissa White",,,"Headphones","2022-09-09","500B000000355rnIAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-07",,"a4HB000000004iqMAA","005B0000003JLIIIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000Eq1MAE","true","Jewelery","Jane Nelson",,"true","Video Games","2022-09-09","500B00000045wbwIAA","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-09",,"a4HB000000004irMAA","005B0000003JLI7IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000ErwMAE","true","Outdoors","Matthew Wong",,"true","Cables","2022-09-09","500B0000002uCfQIAU","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-14",,"a4HB000000004kmMAA","005B0000003JLI9IAO","Silver",67.2
,"Working","false","Product Support","1.0",,"005B0000003JLIAIA4",,"a4CB00000000ErxMAE",,,"Danielle Wright",,,"Computers","2022-09-09","500B00000045wezIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2022-09-01",,"a4HB000000004knMAA","005B0000003JLIAIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000EryMAE","true","Music","Matthew Wong",,"true","DVD Players","2022-09-09","500B000000355vMIAQ","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-09-01",,"a4HB000000004koMAA","005B0000003JLI9IAO","Silver",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000ErzMAE",,,"Nicole Gill",,,"DVD Players","2022-09-09","500B000000358d0IAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-24",,"a4HB000000004kpMAA","005B0000003JLIGIA4","Silver",51.6
,"Working","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000Es0MAE",,,"Vincent Parrish",,,"DVD Players","2022-09-09","500B000000355vNIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-18",,"a4HB000000004kqMAA","005B0000003JLIJIA4","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI4IAO",,"a4CB00000000Es1MAE",,,"Zachary Fisher",,,"TVs","2022-09-09","500B0000002uCfXIAU","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-27",,"a4HB000000004krMAA","005B0000003JLI4IAO","Basic",51.6
,"Working","true","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000Es2MAE",,,"Jennifer Barton",,,"TVs","2022-09-09","500B0000003379lIAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-17",,"a4HB000000004ksMAA","005B0000003JLICIA4","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI8IAO",,"a4CB00000000Es3MAE",,,"Nathaniel Castillo",,,"Cell Phones","2022-09-09","500B00000045wf4IAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-07-13",,"a4HB000000004ktMAA","005B0000003JLI8IAO","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000Es4MAE","true","Health","Matthew Wong",,"true","Headphones","2022-09-09","500B0000002uCfbIAE","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-29",,"a4HB000000004kuMAA","005B0000003JLI9IAO","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000Es5MAE",,,"Crystal Rodriguez",,,"Home Audio","2022-09-09","500B000000355vQIAQ","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-04",,"a4HB000000004kvMAA","005B0000003JLI5IAO","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000Es6MAE",,,"Marissa White",,,"Home Audio","2022-09-09","500B000000355vSIAQ","005B0000003JK1iIAG","Item Damaged",,,"false","2022-07-23",,"a4HB000000004kwMAA","005B0000003JLIIIA4","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000Es7MAE",,,"Susan Pena",,,"Video Games","2022-09-09","500B00000045wfBIAQ","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-15",,"a4HB000000004kxMAA","005B0000003JLI3IAO","Free",85
"1.0","Working","true","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000Es8MAE","true","Health","Vincent Parrish",,"true","Cables","2022-09-09","500B00000045wfCIAQ","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-01",,"a4HB000000004kyMAA","005B0000003JLIJIA4","Silver",82.5
,"Closed","true","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000Es9MAE",,,"Jennifer Barton",,,"Cell Phones","2022-09-09","500B0000003379tIAA","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-22",,"a4HB000000004kzMAA","005B0000003JLICIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000EsAMAU",,,"Vincent Parrish",,,"Computers","2022-09-09","500B000000358d8IAA","005B0000003JK1iIAG","Hardware Question",,,"false","2022-07-21",,"a4HB000000004l0MAA","005B0000003JLIJIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EsBMAU","true","Toys","Jennifer Barton",,"true","DVD Players","2022-09-09","500B00000045wfJIAQ","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-09-04",,"a4HB000000004l1MAA","005B0000003JLICIA4","Silver",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EsCMAU",,,"Jennifer Barton",,,"DVD Players","2022-09-09","500B0000002uCfmIAE","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-17",,"a4HB000000004l2MAA","005B0000003JLICIA4","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EsDMAU","true","Computers","Jane Nelson",,"true","TVs","2022-09-09","500B00000045wfKIAQ","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-07-15",,"a4HB000000004l3MAA","005B0000003JLI7IAO","Silver",51.6
"1.0","Escalated","false","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EsEMAU","true","Jewelery","Allison Medina",,"true","TVs","2022-09-09","500B0000002uCfqIAE","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-09",,"a4HB000000004l4MAA","005B0000003JLIFIA4","Silver",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000EsFMAU","true","Games","Nathaniel Castillo",,"true","Cell Phones","2022-09-09","500B000000355vdIAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-22",,"a4HB000000004l5MAA","005B0000003JLI8IAO","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000EsGMAU",,,"Katie Cole",,,"DVD Players","2022-09-09","500B00000045wfNIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-09-08",,"a4HB000000004l6MAA","005B0000003JLIBIA4","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EsHMAU","true","Games","Katie Adams",,"true","DVD Players","2022-09-09","500B000000355veIAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-01",,"a4HB000000004l7MAA","005B0000003JLIHIA4","Silver",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI9IAO",,"a4CB00000000EsIMAU",,,"Matthew Wong",,,"Video Games","2022-09-09","500B000000355vqIAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-09-03",,"a4HB000000004l8MAA","005B0000003JLI9IAO","Free",66.3
,"Response Received","true","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000EsJMAU",,,"Katie Adams",,,"Computers","2022-09-09","500B0000002uCgAIAU","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-23",,"a4HB000000004l9MAA","005B0000003JLIHIA4","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EsKMAU",,,"Jane Nelson",,,"Tablets","2022-09-09","500B00000045wfZIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-29",,"a4HB000000004lAMAQ","005B0000003JLI7IAO","Basic",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000EsLMAU",,,"Melody Moore",,,"DVD Players","2022-09-09","500B0000002uCgJIAU","005B0000003JK1iIAG","Hardware Question",,,"false","2022-09-04",,"a4HB000000004lBMAQ","005B0000003JLIEIA4","Silver",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000EsMMAU",,,"Nicole Gill",,,"Headphones","2022-09-09","500B00000045wgCIAQ","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-28",,"a4HB000000004lCMAQ","005B0000003JLIGIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EsNMAU","true","Shoes","Jennifer Barton",,"true","Tablets","2022-09-09","500B00000045wgEIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-10",,"a4HB000000004lDMAQ","005B0000003JLICIA4","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000EsOMAU",,,"Susan Pena",,,"TVs","2022-09-09","500B000000358dYIAQ","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-13",,"a4HB000000004lEMAQ","005B0000003JLI3IAO","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000EzKMAU","true","Automotive","Danielle Wright",,"true","Computers","2022-09-09","500B0000002uCzaIAE","005B0000003JK1iIAG","Software Question","true","Online","false","2022-08-11",,"a4HB000000004sAMAQ","005B0000003JLIAIA4","Basic",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000EzLMAU","true","Beauty","Vincent Parrish",,"true","Headphones","2022-09-09","500B00000045wsXIAQ","005B0000003JK1iIAG","Software Question","true","Online","false","2022-07-31",,"a4HB000000004sBMAQ","005B0000003JLIJIA4","Basic",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIGIA4",,"a4CB00000000EzMMAU",,,"Nicole Gill",,,"TVs","2022-09-09","500B0000002uCzgIAE","005B0000003JK1iIAG","Feature Question",,,"false","2022-08-23",,"a4HB000000004sCMAQ","005B0000003JLIGIA4","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI5IAO",,"a4CB00000000EzNMAU",,,"Crystal Rodriguez",,,"Tablets","2022-09-09","500B000000356BhIAI","005B0000003JK1iIAG","Software Question",,,"false","2022-08-07",,"a4HB000000004sDMAQ","005B0000003JLI5IAO","Silver",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIEIA4",,"a4CB00000000EzOMAU",,,"Melody Moore",,,"DVD Players","2022-09-09","500B00000045wshIAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-07-19",,"a4HB000000004sEMAQ","005B0000003JLIEIA4","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000EzPMAU",,,"Susan Pena",,,"DVD Players","2022-09-09","500B000000356BtIAI","005B0000003JK1iIAG","Late Delivery",,,"false","2022-07-25",,"a4HB000000004sFMAQ","005B0000003JLI3IAO","Basic",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000EzQMAU",,,"Allison Medina",,,"Video Games","2022-09-09","500B00000045wsnIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2022-07-28",,"a4HB000000004sGMAQ","005B0000003JLIFIA4","Free",67.7
,"Closed","false","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000EzRMAU",,,"Allison Medina",,,"Cables","2022-09-09","500B00000045wsoIAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-13",,"a4HB000000004sHMAQ","005B0000003JLIFIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIDIA4",,"a4CB00000000EzSMAU",,,"Tammy Foley",,,"Headphones","2022-09-09","500B000000337MoIAI","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-12",,"a4HB000000004sIMAQ","005B0000003JLIDIA4","Free",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EzTMAU",,,"Jane Nelson",,,"Computers","2022-09-09","500B00000045wsxIAA","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-12",,"a4HB000000004sJMAQ","005B0000003JLI7IAO","Free",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI8IAO",,"a4CB00000000EzUMAU",,,"Nathaniel Castillo",,,"Headphones","2022-09-09","500B000000337MtIAI","005B0000003JK1iIAG","Item Damaged",,,"false","2022-07-20",,"a4HB000000004sKMAQ","005B0000003JLI8IAO","Free",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI9IAO","true","a4CB00000000EzVMAU","true","Books","Matthew Wong",,"true","Headphones","2022-09-09","500B0000002uD0cIAE","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-18",,"a4HB000000004sLMAQ","005B0000003JLI9IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EzWMAU","true","Clothing","Katie Adams",,"true","Cell Phones","2022-09-09","500B0000002uD0eIAE","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-03",,"a4HB000000004sMMAQ","005B0000003JLIHIA4","Platinum",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000EzXMAU",,,"Jennifer Barton",,,"Cell Phones","2022-09-09","500B000000358qlIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-22",,"a4HB000000004sNMAQ","005B0000003JLICIA4","Platinum",81.6
,"Response Received","false","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000EzYMAU",,,"Susan Pena",,,"Headphones","2022-09-09","500B0000002uD0hIAE","005B0000003JK1iIAG","Late Delivery",,,"false","2022-08-25",,"a4HB000000004sOMAQ","005B0000003JLI3IAO","Free",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLI9IAO",,"a4CB00000000EzZMAU",,,"Matthew Wong",,,"Cables","2022-09-09","500B0000002uD0jIAE","005B0000003JK1iIAG","Late Delivery",,,"false","2022-07-31",,"a4HB000000004sPMAQ","005B0000003JLI9IAO","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIHIA4","true","a4CB00000000EzaMAE","true","Baby","Katie Adams",,"true","Cables","2022-09-09","500B0000002uD0kIAE","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-07-19",,"a4HB000000004sQMAQ","005B0000003JLIHIA4","Silver",68.2
"1.0","Response Received","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000EzbMAE","true","Shoes","Jennifer Barton",,"true","Cell Phones","2022-09-09","500B000000358qzIAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-22",,"a4HB000000004sRMAQ","005B0000003JLICIA4","Free",81.6
"1.0","Warning","true","Product Support","1.0",,"005B0000003JLIFIA4","true","a4CB00000000EzcMAE","true","Outdoors","Allison Medina",,"true","TVs","2022-09-09","500B00000045wt6IAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-09-09",,"a4HB000000004sSMAQ","005B0000003JLIFIA4","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIAIA4","true","a4CB00000000EzdMAE","true","Electronics","Danielle Wright",,"true","Video Games","2022-09-09","500B00000045wt7IAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-07-21",,"a4HB000000004sTMAQ","005B0000003JLIAIA4","Free",69.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EzeMAE","true","Jewelery","William Edwards",,"true","Video Games","2022-09-09","500B00000045wt8IAA","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-09-05",,"a4HB000000004sUMAQ","005B0000003JLI6IAO","Free",66.3
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EzfMAE","true","Beauty","Crystal Rodriguez",,"true","Cell Phones","2022-09-09","500B00000045wtBIAQ","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-19",,"a4HB000000004sVMAQ","005B0000003JLI5IAO","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EzgMAE","true","Grocery","William Edwards",,"true","Headphones","2022-09-09","500B0000002uD12IAE","005B0000003JK1iIAG","Late Delivery","true","Online","false","2022-08-06",,"a4HB000000004sWMAQ","005B0000003JLI6IAO","Free",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI5IAO","true","a4CB00000000EzhMAE","true","Outdoors","Crystal Rodriguez",,"true","TVs","2022-09-09","500B00000045wtFIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-18",,"a4HB000000004sXMAQ","005B0000003JLI5IAO","Free",51.6
,"Working","true","Product Support","1.0",,"005B0000003JLIDIA4",,"a4CB00000000EziMAE",,,"Tammy Foley",,,"Computers","2022-09-09","500B0000002uD17IAE","005B0000003JK1iIAG","Item Damaged",,,"false","2022-08-25",,"a4HB000000004sYMAQ","005B0000003JLIDIA4","Free",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000EzjMAE",,,"Jane Nelson",,,"Home Audio","2022-09-09","500B0000002uD1AIAU","005B0000003JK1iIAG","Hardware Question",,,"false","2022-08-31",,"a4HB000000004sZMAQ","005B0000003JLI7IAO","Silver",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI6IAO","true","a4CB00000000EzkMAE","true","Kids","William Edwards",,"true","TVs","2022-09-09","500B000000358rCIAQ","005B0000003JK1iIAG","Item Damaged","true","Online","false","2022-08-24",,"a4HB000000004saMAA","005B0000003JLI6IAO","Free",81.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI7IAO","true","a4CB00000000EzlMAE","true","Computers","Jane Nelson",,"true","Video Games","2022-09-09","500B00000045wtIIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2022-08-16",,"a4HB000000004sbMAA","005B0000003JLI7IAO","Free",81.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000EzmMAE",,,"Katie Cole",,,"Headphones","2022-09-09","500B000000356D2IAI","005B0000003JK1iIAG","Item Damaged",,,"false","2022-07-16",,"a4HB000000004scMAA","005B0000003JLIBIA4","Free",51.6
,"On Hold","true","Product Support","1.0",,"005B0000003JLIIIA4",,"a4CB00000000F4iMAE",,,"Marissa White",,,"Tablets","2022-09-09","500B000000359BQIAY","005B0000003JK1iIAG","Late Delivery",,,"false","2021-08-19",,"a4HB000000004xYMAQ","005B0000003JLIIIA4","Free",51.6
"1.0","Escalated","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000F4jMAE","true","Music","Jennifer Barton",,"true","Tablets","2022-09-09","500B000000356cxIAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2021-08-06",,"a4HB000000004xZMAQ","005B0000003JLICIA4","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000F4kMAE","true","Beauty","Nathaniel Castillo",,"true","Video Games","2022-09-09","500B000000337fGIAQ","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-25",,"a4HB000000004xaMAA","005B0000003JLI8IAO","Free",82.3
,"Closed","true","Product Support","1.0",,"005B0000003JLI3IAO",,"a4CB00000000F4lMAE",,,"Susan Pena",,,"Video Games","2022-09-09","500B0000002uDXnIAM","005B0000003JK1iIAG","Late Delivery",,,"false","2021-09-04",,"a4HB000000004xbMAA","005B0000003JLI3IAO","Free",67.3
,"Closed","false","Product Support","1.0",,"005B0000003JLI6IAO",,"a4CB00000000F4mMAE",,,"William Edwards",,,"Computers","2022-09-09","500B000000356d4IAA","005B0000003JK1iIAG","Hardware Question",,,"false","2021-09-17",,"a4HB000000004xcMAA","005B0000003JLI6IAO","Free",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIGIA4","true","a4CB00000000F4nMAE","true","Industrial","Nicole Gill",,"true","Headphones","2022-09-09","500B000000359BaIAI","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-08-24",,"a4HB000000004xdMAA","005B0000003JLIGIA4","Free",51.6
,"Closed","true","Product Support","1.0",,"005B0000003JLIJIA4",,"a4CB00000000F4oMAE",,,"Vincent Parrish",,,"Tablets","2022-09-09","500B0000002uDXwIAM","005B0000003JK1iIAG","Item Damaged",,,"false","2021-08-19",,"a4HB000000004xeMAA","005B0000003JLIJIA4","Free",51.6
,"Working","false","Product Support","1.0",,"005B0000003JLICIA4",,"a4CB00000000F4pMAE",,,"Jennifer Barton",,,"TVs","2022-09-09","500B0000002uDXxIAM","005B0000003JK1iIAG","Late Delivery",,,"false","2021-08-25",,"a4HB000000004xfMAA","005B0000003JLICIA4","Silver",51.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLIEIA4","true","a4CB00000000F4qMAE","true","Music","Melody Moore",,"true","TVs","2022-09-09","500B000000359BcIAI","005B0000003JK1iIAG","Item Damaged","true","Online","false","2021-08-21",,"a4HB000000004xgMAA","005B0000003JLIEIA4","Silver",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIGIA4","true","a4CB00000000F4rMAE","true","Home","Nicole Gill",,"true","Video Games","2022-09-09","500B000000337fQIAQ","005B0000003JK1iIAG","Late Delivery","true","Online","false","2021-08-12",,"a4HB000000004xhMAA","005B0000003JLIGIA4","Free",81.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIHIA4",,"a4CB00000000F4sMAE",,,"Katie Adams",,,"Cables","2022-09-09","500B000000356dBIAQ","005B0000003JK1iIAG","Late Delivery",,,"false","2021-09-17",,"a4HB000000004xiMAA","005B0000003JLIHIA4","Free",70.4
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLICIA4","true","a4CB00000000F4tMAE","true","Kids","Jennifer Barton",,"true","TVs","2022-09-09","500B0000002uDY8IAM","005B0000003JK1iIAG","Late Delivery","true","Online","false","2021-09-25",,"a4HB000000004xjMAA","005B0000003JLICIA4","Silver",51.6
,"Closed","false","Product Support","1.0",,"005B0000003JLIBIA4",,"a4CB00000000F4uMAE",,,"Katie Cole",,,"Cell Phones","2022-09-09","500B000000337fXIAQ","005B0000003JK1iIAG","Item Damaged",,,"false","2021-08-28",,"a4HB000000004xkMAA","005B0000003JLIBIA4","Platinum",51.6
"1.0","Closed","true","Product Support","1.0",,"005B0000003JLIJIA4","true","a4CB00000000F4vMAE","true","Electronics","Vincent Parrish",,"true","Cables","2022-09-09","500B0000002uDYMIA2","005B0000003JK1iIAG","Late Delivery","true","Online","false","2021-09-09",,"a4HB000000004xlMAA","005B0000003JLIJIA4","Free",51.6
,"New","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000F4wMAE",,,"Jane Nelson",,,"TVs","2022-09-09","500B000000337feIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2021-08-12",,"a4HB000000004xmMAA","005B0000003JLI7IAO","Silver",81.6
,"Closed in Community","true","Product Support","1.0",,"005B0000003JLI7IAO",,"a4CB00000000F4xMAE",,,"Jane Nelson",,,"Video Games","2022-09-09","500B000000356ddIAA","005B0000003JK1iIAG","Item Damaged",,,"false","2021-08-27",,"a4HB000000004xnMAA","005B0000003JLI7IAO","Free",66.8
"1.0","New","true","Product Support","1.0",,"005B0000003JLIDIA4","true","a4CB00000000F4yMAE","true","Grocery","Tammy Foley",,"true","Headphones","2022-09-09","500B000000337fjIAA","005B0000003JK1iIAG","Item Damaged","true","Online","false","2021-08-20",,"a4HB000000004xoMAA","005B0000003JLIDIA4","Free",82.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI4IAO","true","a4CB00000000F4zMAE","true","Automotive","Zachary Fisher",,"true","Video Games","2022-09-09","500B000000356diIAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-21",,"a4HB000000004xpMAA","005B0000003JLI4IAO","Free",82.4
,"Closed","true","Product Support","1.0",,"005B0000003JLIFIA4",,"a4CB00000000F50MAE",,,"Allison Medina",,,"Cables","2022-09-09","500B000000356dmIAA","005B0000003JK1iIAG","Hardware Question",,,"false","2021-08-04",,"a4HB000000004xqMAA","005B0000003JLIFIA4","Silver",70.6
"1.0","Closed","false","Product Support","1.0",,"005B0000003JLI8IAO","true","a4CB00000000F51MAE","true","Beauty","Nathaniel Castillo",,"true","Headphones","2022-09-09","500B000000337foIAA","005B0000003JK1iIAG","Hardware Question","true","Online","false","2021-09-15",,"a4HB000000004xrMAA","005B0000003JLI8IAO","Free",81.6
