"Client_Name","Is_Converted","Campaign_Name","Lead_Source_formula_formula","Close_Date","Lead_Status","Forecast_Category_bucket","Action_Framework_Opportunity_ID","Zip_Code","Opportunity_ID","Opportunity_Name","Account_ID","Lead_Score_bucket","Lead_Stage","Forecast_Category","Appointment_Set","Opportunity_Owner","Opportunity_Stage","Lead_Source_formula","B2B_Opportunity_Name","Lead_Source","Region","Created_Date","Location","Next_Steps","Time_in_Status","Lead_Score","Opportunity_Amount","Count_of_Calls","Count_of_Tasks","Days_Open","Count_of_Events","Days_Since_Last_Activity","Total_Activities","Count_of_Emails"
"Benjamin Young 1737","Yes","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-07-27","1 - New","5 - Omitted","006Dp000004HJc0IAG","91202","0065w000022R1ZSAA0","Benjamin Young 1737","0015w00002DLYB9AAP","Losing","5 - Unqualified","Omitted","False","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Ellerbe Becket 234","Website","Glendale","2020-10-12","Glendale","Send email with more information and capture decision criteria.",58,10,3780,2,3,29,5,116,13,3
"Chip Colli 1738","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-08-09","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90803","0065w000022R1ZSAA0","Chip Colli 1738","0015w00002DLYB6AAP","Losing","2 - Working","Best Case","False","Heather Greer","3 - Proposal/Quote","00Q5w00001qNTPJEA4","The TJX Companies 14","Referral","Cypress","2020-01-19","Long Beach","Price negiotations and expecting signed agreement soon.",213,8,128000,4,0,296,1,11,5,0
"Robert Weiss 1739","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-03-11","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90604","0065w000022R1ZSAA0","Robert Weiss 1739","0015w00002DLYATAA5","Winning","4 - Converted","Closed","True","Robin Montgomery","5 - Closed Won","00Q5w00001qNTPJEA4","ADS Micro Domain 20","Social Media","Whittier","2020-09-18","Whittier","Initial introduction call went well. Still need to confirm budget and timing.",51,52,37400,0,2,53,2,82,5,1
"Gabe Hoskins 1740","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2019-12-04","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90834","0065w000022R1ZSAA0","Gabe Hoskins 1740","0015w00002DLYANAA5","Losing","1 - New","Pipeline","True","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Aeco Systems 29","Website","Cypress","2020-10-22","Long Beach","Validated interest level. Plan to give a call on Thursday.",49,16,94800,1,2,19,3,1,7,1
"Nicole Grace 1741","No","None","00Q5w00001zd9ZgEAI","2020-05-08","1 - New","5 - Omitted","006Dp000004HJc0IAG","91203","0065w000022R1ZSAA0","Nicole Grace 1741","0015w00002DLYBAAA5","Losing","5 - Unqualified","Omitted","True","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","Lumi  Lite Candle Co Inc 35","Website","Glendale","2020-04-15","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",33,9,122000,0,0,209,1,88,1,0
"Jon Allegri 1742","No","None","00Q5w00001zd9ZgEAI","2020-02-29","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91393","0065w000022R1ZSAA0","Jon Allegri 1742","0015w00002DLYB4AAP","Winning","3 - Qualified","Commit","False","Brandy Mullins","4 - Negotiation","00Q5w00001qNTPJEA4","FinTrack Systems Corp. 78","Referral","Glendale","2020-06-11","Glendale","Price negiotations and expecting signed agreement soon.",140,85,27300,1,0,152,2,106,8,5
"Robert Janzen 1743","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-10-07","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90846","0065w000022R1ZSAA0","Robert Janzen 1743","0015w00002DLYAJAA5","Losing","4 - Converted","Closed","True","Robin Montgomery","5 - Closed Won","00Q5w00001qNTPJEA4","FinTrack Systems Corp. 79","Event","Cypress","2019-12-03","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",105,29,6040,0,5,343,0,114,5,0
"Duncan Macintosh 1744","Yes","Referral Campaign","00Q5w00001zd9ZgEAI","2020-06-23","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90834","0065w000022R1ZSAA0","Duncan Macintosh 1744","0015w00002DLYALAA5","Losing","5 - Unqualified","Omitted","False","Cindy Central","6 - Closed Lost","00Q5w00001qNTPJEA4","Ameridrives International Lp 104","Referral","Cypress","2020-02-03","Long Beach","Validated interest level. Plan to give a call on Thursday.",154,18,8820,1,1,281,2,2,9,5
"Mike Garcia 1745","No","None","00Q5w00001zd9ZgEAI","2020-11-01","1 - New","5 - Omitted","006Dp000004HJc0IAG","91224","0065w000022R1ZSAA0","Mike Garcia 1745","0015w00002DLYAPAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","Ameridrives International Lp 106","Cold Call","Glendale","2020-06-12","Glendale","Presentation went well. Follow up meeting scheduled for Tueday.",225,18,57600,3,0,151,1,67,4,0
"Mina Passini 1746","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-07-06","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90606","0065w000022R1ZSAA0","Mina Passini 1746","0015w00002DLYAEAA5","Winning","2 - Working","Best Case","True","Travis Coleman","3 - Proposal/Quote","00Q5w00001qNTPJEA4","ETRADE Financial Corporation - Retail 146","Website","Whittier","2020-09-16","Whittier","Send email with more information and capture decision criteria.",156,76,120000,2,1,55,3,7,8,2
"Robert Simpson 1747","No","None","00Q5w00001zd9ZgEAI","2020-09-20","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90853","0065w000022R1ZSAA0","Robert Simpson 1747","0015w00002DLYAOAA5","Losing","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Airspeak Inc 170","Social Media","Cypress","2020-11-21","Long Beach","Price negiotations and expecting signed agreement soon.",179,37,136000,0,2,10,2,102,6,2
"Niki Sullivan 1748","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2019-11-08","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90831","0065w000022R1ZSAA0","Niki Sullivan 1748","0015w00002DLYB5AAP","Losing","5 - Unqualified","Omitted","False","Theresa Jones","6 - Closed Lost","00Q5w00001qNTPJEA4","Airspeak Inc 172","Website","Cypress","2020-09-26","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",167,43,3290,1,0,45,2,95,4,1
"Peter Parker 1749","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2019-12-14","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91203","0065w000022R1ZSAA0","Peter Parker 1749","0015w00002DLYBDAA5","Winning","5 - Unqualified","Omitted","False","Ricky East","6 - Closed Lost","00Q5w00001qNTPJEA4","B&B Socket Products 195","Social Media","Glendale","2020-03-09","Glendale","Presentation went well. Follow up meeting scheduled for Tueday.",90,74,37600,1,0,246,2,39,5,2
"Heath Axworth 1750","Yes","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-08-10","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","92235","0065w000022R1ZSAA0","Heath Axworth 1750","0015w00002DLYAKAA5","Losing","1 - New","Pipeline","False","Robin Montgomery","2 - Discovery","00Q5w00001qNTPJEA4","EHS 222","Cold Call","Coachella Valley","2020-11-13","Cathedral City","Validated interest level. Plan to give a call on Thursday.",33,46,11000,0,1,2,0,43,3,2
"Mike Malmin 1751","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-04-03","1 - New","5 - Omitted","006Dp000004HJc0IAG","90069","0065w000022R1ZSAA0","Mike Malmin 1751","0015w00002DLYB2AAP","Losing","5 - Unqualified","Omitted","True","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","EHS 235","Social Media","Hollywood Hills","2020-07-16","Hollywood Hills","Weekly check-ins to collaborate on a go-forward plan.",107,17,113000,2,0,117,0,65,2,0
"Peter Houston 1752","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-01-01","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90630","0065w000022R1ZSAA0","Peter Houston 1752","0015w00002DLYAlAAP","Winning","5 - Unqualified","Omitted","False","Robin Montgomery","6 - Closed Lost","00Q5w00001qNTPJEA4","Neogov 247","Event","Cypress","2020-10-31","Cypress","Send email with more information and capture decision criteria.",61,77,9530,1,0,10,0,140,2,1
"Stacy McNeil 1753","No","None","00Q5w00001zd9ZgEAI","2020-06-16","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","91208","0065w000022R1ZSAA0","Stacy McNeil 1753","0015w00002DLYAFAA5","Losing","4 - Converted","Closed","True","Kaitlyn Guerrero","5 - Closed Won","00Q5w00001qNTPJEA4","Neogov 248","Social Media","Glendale","2020-01-29","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",188,4,32100,1,2,286,2,7,5,0
"Mark Smith 1754","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-10-04","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Mark Smith 1754","0015w00002DLYAQAA5","Losing","3 - Qualified","Commit","False","Rebecca Gonzalez","4 - Negotiation","00Q5w00001qNTPJEA4","Neogov 250","Website","Whittier","2019-11-14","Whittier","Validated interest level. Plan to give a call on Thursday.",162,17,140000,1,2,362,0,83,4,1
"Bob Warkentine 1755","No","None","00Q5w00001zd9ZgEAI","2020-04-22","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91604","0065w000022R1ZSAA0","Bob Warkentine 1755","0015w00002DLYB7AAP","Losing","5 - Unqualified","Omitted","False","Crystal Stevens","6 - Closed Lost","00Q5w00001qNTPJEA4","infraWise 10","Social Media","Hollywood Hills","2020-07-12","Hollywood Hills","Presentation went well. Follow up meeting scheduled for Tueday.",156,26,39100,2,2,121,2,119,7,1
"Andy Peterson 1756","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-05-10","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90846","0065w000022R1ZSAA0","Andy Peterson 1756","0015w00002DLYAHAA5","Winning","2 - Working","Best Case","True","Mary Powers","3 - Proposal/Quote","00Q5w00001qNTPJEA4","RealPage 25","Referral","Cypress","2020-11-26","Long Beach","Price negiotations and expecting signed agreement soon.",113,75,6670,2,1,15,0,86,5,2
"Mike Welch 1757","Yes","None","00Q5w00001zd9ZgEAI","2020-02-25","1 - New","5 - Omitted","006Dp000004HJc0IAG","91203","0065w000022R1ZSAA0","Mike Welch 1757","0015w00002DLYACAA5","Losing","5 - Unqualified","Omitted","True","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","Veolia Transportation 35","Website","Glendale","2019-12-13","Glendale","Send email with more information and capture decision criteria.",14,8,144000,0,2,333,0,36,3,1
"Troy Bullock 1758","No","None","00Q5w00001zd9ZgEAI","2020-06-17","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","92201","0065w000022R1ZSAA0","Troy Bullock 1758","0015w00002DLYB1AAP","Losing","1 - New","Pipeline","False","Mary Powers","2 - Discovery","00Q5w00001qNTPJEA4","CarbonMedia 44","Social Media","Coachella Valley","2020-08-19","Indio","Weekly check-ins to collaborate on a go-forward plan.",7,3,1100,3,6,83,6,16,17,2
"Anne Frost 1759","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-03-28","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90801","0065w000022R1ZSAA0","Anne Frost 1759","0015w00002DLYAIAA5","Winning","5 - Unqualified","Omitted","True","Robin Montgomery","6 - Closed Lost","00Q5w00001qNTPJEA4","CREDO Mobile 90","Website","Cypress","2020-04-12","Long Beach","Validated interest level. Plan to give a call on Thursday.",133,67,97300,2,1,212,2,98,9,4
"Russell Hartman 1760","No","None","00Q5w00001zd9ZgEAI","2020-06-10","1 - New","5 - Omitted","006Dp000004HJc0IAG","90812","0065w000022R1ZSAA0","Russell Hartman 1760","0015w00002DLYABAA5","Losing","5 - Unqualified","Omitted","True","Crystal Stevens","1 - Qualification","00Q5w00001qNTPJEA4","Hanover Insurance Co 95","Cold Call","Cypress","2020-09-26","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",195,19,134000,5,1,45,1,7,8,1
"Lance Gonzales 1761","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-09-29","1 - New","5 - Omitted","006Dp000004HJc0IAG","90810","0065w000022R1ZSAA0","Lance Gonzales 1761","0015w00002DLYAMAA5","Losing","5 - Unqualified","Omitted","False","Ricky East","1 - Qualification","00Q5w00001qNTPJEA4","Insight Tools/General Mills 101","Referral","Cypress","2020-08-15","Long Beach","Price negiotations and expecting signed agreement soon.",126,29,1910,1,2,87,4,108,9,2
"Steve Sutherland 1762","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2019-12-21","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91723","0065w000022R1ZSAA0","Steve Sutherland 1762","0015w00002DLYB8AAP","Winning","1 - New","Pipeline","False","Mary Powers","2 - Discovery","00Q5w00001qNTPJEA4","Square Enix Inc 112","Social Media","Covina Hills","2020-06-17","Covina Hills","Initial introduction call went well. Still need to confirm budget and timing.",96,87,44100,0,2,146,2,96,6,2
"Deanna Collins 1763","No","None","00Q5w00001zd9ZgEAI","2019-11-07","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90831","0065w000022R1ZSAA0","Deanna Collins 1763","0015w00002DLYAGAA5","Losing","2 - Working","Best Case","True","Brian Norris","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Square Enix Inc 114","Social Media","Cypress","2020-03-10","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",167,41,38600,2,0,245,2,46,5,1
"Karen Wells 1764","Yes","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-11-06","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90603","0065w000022R1ZSAA0","Karen Wells 1764","0015w00002DLYADAA5","Losing","4 - Converted","Closed","True","Travis Coleman","5 - Closed Won","00Q5w00001qNTPJEA4","Square Enix Inc 119","Event","Whittier","2020-10-16","Whittier","Send email with more information and capture decision criteria.",183,6,119000,0,2,25,0,110,4,2
"Tammy Baxter 1765","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-05-28","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91746","0065w000022R1ZSAA0","Tammy Baxter 1765","0015w00002DLYAAAA5","Winning","5 - Unqualified","Omitted","True","Cindy Central","6 - Closed Lost","00Q5w00001qNTPJEA4","Square Enix Inc 120","Cold Call","San Gabriel Valley","2020-01-26","City of Industry","Price negiotations and expecting signed agreement soon.",166,66,2600,2,2,289,2,73,9,3
"Larry Baxter 1766","No","None","00Q5w00001zd9ZgEAI","2020-01-13","1 - New","5 - Omitted","006Dp000004HJc0IAG","91208","0065w000022R1ZSAA0","Larry Baxter 1766","0015w00002DLYA9AAP","Losing","5 - Unqualified","Omitted","False","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","Future Planning Associates 130","Referral","Glendale","2020-06-01","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",18,40,103000,5,2,162,1,28,10,2
"Kari Rende 1767","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-07-21","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91210","0065w000022R1ZSAA0","Kari Rende 1767","0015w00002DLYB3AAP","Losing","3 - Qualified","Commit","False","Brandy Mullins","4 - Negotiation","00Q5w00001qNTPJEA4","Future Planning Associates 135","Website","Glendale","2020-05-10","Glendale","Validated interest level. Plan to give a call on Thursday.",49,11,40300,2,2,184,1,145,6,1
"Anne Frost 1768","No","None","00Q5w00001zd9ZgEAI","2020-04-29","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91393","0065w000022R1ZSAA0","Anne Frost 1768","0015w00002DLYAIAA5","Losing","1 - New","Pipeline","True","Crystal Stevens","2 - Discovery","00Q5w00001qNTPJEA4","Clustra Systems 159","Event","Glendale","2019-11-02","Glendale","Weekly check-ins to collaborate on a go-forward plan.",13,42,6590,2,2,374,2,21,7,1
"Kari Rende 1769","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-06-30","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90899","0065w000022R1ZSAA0","Kari Rende 1769","0015w00002DLYB3AAP","Winning","5 - Unqualified","Omitted","False","Wendy West","6 - Closed Lost","00Q5w00001qNTPJEA4","Hannover Life Reassurance Company of America 166","Social Media","Cypress","2020-11-28","Long Beach","Presentation went well. Follow up meeting scheduled for Tueday.",46,54,119000,2,1,17,2,84,6,1
"Robert Weiss 1770","Yes","Referral Campaign","00Q5w00001zd9ZgEAI","2020-08-07","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Robert Weiss 1770","0015w00002DLYATAA5","Losing","4 - Converted","Closed","True","Cindy Central","5 - Closed Won","00Q5w00001qNTPJEA4","MetroPCS Communications 201","Referral","Whittier","2020-07-09","Whittier","Send email with more information and capture decision criteria.",204,7,73100,0,0,124,2,16,7,5
"Robert Janzen 1771","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-08-14","3 - Working","2 - Best Case","006Dp000004HJc0IAG","91214","0065w000022R1ZSAA0","Robert Janzen 1771","0015w00002DLYAJAA5","Losing","2 - Working","Best Case","False","Brandy Mullins","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Dipro Diagnostic Products 10","Referral","Glendale","2020-08-31","Glendale","Price negiotations and expecting signed agreement soon.",121,23,7090,1,0,71,2,146,4,1
"Andy Peterson 1772","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-07-06","1 - New","5 - Omitted","006Dp000004HJc0IAG","90853","0065w000022R1ZSAA0","Andy Peterson 1772","0015w00002DLYAHAA5","Winning","5 - Unqualified","Omitted","False","Mary Powers","1 - Qualification","00Q5w00001qNTPJEA4","PRINCE GEORGE CO 49","Social Media","Cypress","2020-09-11","Long Beach","Validated interest level. Plan to give a call on Thursday.",143,51,121000,2,4,60,6,81,15,3
"Peter Houston 1773","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-03-25","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90899","0065w000022R1ZSAA0","Peter Houston 1773","0015w00002DLYAlAAP","Losing","4 - Converted","Closed","True","Robin Montgomery","5 - Closed Won","00Q5w00001qNTPJEA4","Spectrum Golf Inc 54","Website","Cypress","2020-05-21","Long Beach","Initial introduction call went well. Still need to confirm budget and timing.",23,27,61300,2,2,173,4,29,8,0
"Troy Bullock 1774","No","None","00Q5w00001zd9ZgEAI","2020-04-01","1 - New","5 - Omitted","006Dp000004HJc0IAG","92203","0065w000022R1ZSAA0","Troy Bullock 1774","0015w00002DLYB1AAP","Losing","5 - Unqualified","Omitted","True","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Spectrum Golf Inc 56","Social Media","Coachella Valley","2020-04-02","Coachella","Weekly check-ins to collaborate on a go-forward plan.",35,34,26100,0,2,222,1,68,4,1
"Peter Parker 1775","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2019-12-16","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90601","0065w000022R1ZSAA0","Peter Parker 1775","0015w00002DLYBDAA5","Winning","5 - Unqualified","Omitted","False","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","physicians billing specialists 69","Website","Whittier","2020-10-11","Whittier","Send email with more information and capture decision criteria.",139,66,125000,0,2,30,2,39,8,4
"Robert Simpson 1776","No","None","00Q5w00001zd9ZgEAI","2020-09-08","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91046","0065w000022R1ZSAA0","Robert Simpson 1776","0015w00002DLYAOAA5","Losing","1 - New","Pipeline","False","Brian Norris","2 - Discovery","00Q5w00001qNTPJEA4","Worldlingo 119","Social Media","Glendale","2020-06-28","Glendale","Presentation went well. Follow up meeting scheduled for Tueday.",219,22,8860,0,0,135,2,117,2,0
"Bob Warkentine 1777","Yes","None","00Q5w00001zd9ZgEAI","2020-11-20","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91724","0065w000022R1ZSAA0","Bob Warkentine 1777","0015w00002DLYB7AAP","Losing","5 - Unqualified","Omitted","False","Brian Norris","6 - Closed Lost","00Q5w00001qNTPJEA4","Worldlingo 129","Website","Covina Hills","2020-08-28","Covina Hills","Presentation went well. Follow up meeting scheduled for Tueday.",20,11,45000,4,1,74,2,52,8,1
"Karen Wells 1778","No","Telemarketing Campaign","00Q5w00001zd9ZgEAI","2020-02-02","3 - Working","2 - Best Case","006Dp000004HJc0IAG","90716","0065w000022R1ZSAA0","Karen Wells 1778","0015w00002DLYADAA5","Losing","2 - Working","Best Case","True","Mary Powers","3 - Proposal/Quote","00Q5w00001qNTPJEA4","Worldlingo 131","Cold Call","Cypress","2020-04-07","Long Beach","Weekly check-ins to collaborate on a go-forward plan.",32,6,8870,1,0,217,2,123,5,2
"Mike Garcia 1779","No","None","00Q5w00001zd9ZgEAI","2020-05-29","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91226","0065w000022R1ZSAA0","Mike Garcia 1779","0015w00002DLYAPAA5","Winning","3 - Qualified","Commit","False","Brian Norris","4 - Negotiation","00Q5w00001qNTPJEA4","Occam Development 140","Cold Call","Glendale","2020-02-24","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",134,77,13800,0,1,260,2,25,4,1
"Lance Gonzales 1780","No","Referral Campaign","00Q5w00001zd9ZgEAI","2020-06-12","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90609","0065w000022R1ZSAA0","Lance Gonzales 1780","0015w00002DLYAMAA5","Losing","4 - Converted","Closed","False","Wendy West","5 - Closed Won","00Q5w00001qNTPJEA4","Valley Office Equipment 205","Referral","Whittier","2020-11-02","Whittier","Send email with more information and capture decision criteria.",181,23,117000,2,1,8,1,83,5,1
"Nicole Grace 1781","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-03-30","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91748","0065w000022R1ZSAA0","Nicole Grace 1781","0015w00002DLYBAAA5","Losing","1 - New","Pipeline","False","Brandy Mullins","2 - Discovery","00Q5w00001qNTPJEA4","Valley Office Equipment 223","Event","San Gabriel Valley","2020-05-24","City of Industry","Price negiotations and expecting signed agreement soon.",15,26,130000,2,1,170,1,48,5,1
"Mike Welch 1782","No","None","00Q5w00001zd9ZgEAI","2020-01-11","1 - New","5 - Omitted","006Dp000004HJc0IAG","90815","0065w000022R1ZSAA0","Mike Welch 1782","0015w00002DLYACAA5","Winning","5 - Unqualified","Omitted","True","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","The Colad Group 241","Social Media","Cypress","2019-11-26","Long Beach","Validated interest level. Plan to give a call on Thursday.",211,58,6480,1,2,350,4,129,7,0
"Niki Sullivan 1783","No","None","00Q5w00001zd9ZgEAI","2019-11-20","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","90853","0065w000022R1ZSAA0","Niki Sullivan 1783","0015w00002DLYB5AAP","Losing","5 - Unqualified","Omitted","False","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","Amadeus North America 247","Social Media","Cypress","2020-01-21","Long Beach","Price negiotations and expecting signed agreement soon.",184,19,75800,0,2,294,0,17,4,2
"Benjamin Young 1784","Yes","None","00Q5w00001zd9ZgEAI","2020-08-13","1 - New","5 - Omitted","006Dp000004HJc0IAG","91224","0065w000022R1ZSAA0","Benjamin Young 1784","0015w00002DLYB9AAP","Losing","5 - Unqualified","Omitted","True","Robin Montgomery","1 - Qualification","00Q5w00001qNTPJEA4","Paperless Solutions Inc 11","Referral","Glendale","2020-07-20","Glendale","Initial introduction call went well. Still need to confirm budget and timing.",115,6,77700,0,2,113,2,94,6,2
"Larry Baxter 1785","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-07-17","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91210","0065w000022R1ZSAA0","Larry Baxter 1785","0015w00002DLYA9AAP","Winning","5 - Unqualified","Omitted","True","Rebecca Gonzalez","6 - Closed Lost","00Q5w00001qNTPJEA4","Your Community Bank 17","Website","Glendale","2020-08-15","Glendale","Weekly check-ins to collaborate on a go-forward plan.",88,79,8470,0,1,87,1,15,7,5
"Russell Hartman 1786","No","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2019-12-22","1 - New","5 - Omitted","006Dp000004HJc0IAG","90812","0065w000022R1ZSAA0","Russell Hartman 1786","0015w00002DLYABAA5","Losing","5 - Unqualified","Omitted","False","Brian Norris","1 - Qualification","00Q5w00001qNTPJEA4","RMI.NET 64","Social Media","Cypress","2019-12-06","Long Beach","Validated interest level. Plan to give a call on Thursday.",200,25,146000,2,2,340,1,95,5,0
"Mina Passini 1787","No","Annual Customer Conference","00Q5w00001zd9ZgEAI","2020-10-15","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","90607","0065w000022R1ZSAA0","Mina Passini 1787","0015w00002DLYAEAA5","Losing","1 - New","Pipeline","False","Brandy Mullins","2 - Discovery","00Q5w00001qNTPJEA4","NTS Development Company 108","Event","Whittier","2020-09-01","Whittier","Presentation went well. Follow up meeting scheduled for Tueday.",116,35,51800,1,5,70,1,104,7,0
"Tammy Baxter 1788","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-05-25","2 - Contacted","1 - Pipeline","006Dp000004HJc0IAG","91077","0065w000022R1ZSAA0","Tammy Baxter 1788","0015w00002DLYAAAA5","Winning","1 - New","Pipeline","True","Travis Coleman","2 - Discovery","00Q5w00001qNTPJEA4","NTS Development Company 113","Website","San Gabriel Valley","2020-11-25","Arcadia","Send email with more information and capture decision criteria.",65,56,136000,2,1,14,2,4,5,0
"Duncan Macintosh 1789","No","None","00Q5w00001zd9ZgEAI","2020-10-24","5 - Nurture","4 - Closed","006Dp000004HJc0IAG","90602","0065w000022R1ZSAA0","Duncan Macintosh 1789","0015w00002DLYALAA5","Losing","4 - Converted","Closed","False","Ricky East","5 - Closed Won","00Q5w00001qNTPJEA4","Focalex, Inc 127","Social Media","Whittier","2020-03-06","Whittier","Send email with more information and capture decision criteria.",106,45,6820,3,2,249,2,124,8,1
"Stacy McNeil 1790","No","Web-to-Lead Campaign","00Q5w00001zd9ZgEAI","2020-10-31","4 - Qualifed","3 - Commit","006Dp000004HJc0IAG","91604","0065w000022R1ZSAA0","Stacy McNeil 1790","0015w00002DLYAFAA5","Losing","3 - Qualified","Commit","True","Crystal Stevens","4 - Negotiation","00Q5w00001qNTPJEA4","Pictage 133","Website","Hollywood Hills","2020-02-03","Hollywood Hills","Presentation went well. Follow up meeting scheduled for Tueday.",14,33,44500,0,1,281,0,58,2,1
"Heath Axworth 1791","Yes","Twitter Inbound Campaign","00Q5w00001zd9ZgEAI","2020-04-14","6 - Unqualified","5 - Omitted","006Dp000004HJc0IAG","91715","0065w000022R1ZSAA0","Heath Axworth 1791","0015w00002DLYAKAA5","Losing","5 - Unqualified","Omitted","False","Mary Powers","6 - Closed Lost","00Q5w00001qNTPJEA4","McCann Assoc Acquisition 139","Social Media","San Gabriel Valley","2019-12-25","City of Industry","Price negiotations and expecting signed agreement soon.",41,20,106000,0,1,321,1,49,2,0
