"SA_ParentRecordId_AccountId_Name","User_User_Username","SA_ServiceTerritoryId_Name","SA_ProductRequired_Product2Id","User_User_Id","SA_ServiceTerritoryId_State","SA_ParentRecordId_Priority","SA_Status","User_User_SmallPhotoUrl","User_IsCapacityBased","User_User_Name","ServiceResourceId","SA_ParentRecordId_CaseId","ServiceAppointmentId","User_Description","SA_CreatedDate","SA_StatusCategory","SA_ParentRecordId_WorkTypeId_Name","SA_ProductRequired_ProductName","CreatedDate","SA_EarliestStartTime","SA_ProductConsumed_ProductName","Id","SA_Id","SA_ParentRecordId_CreatedDate","User_Id","User_User_Email","ActualTravelTime","EstimatedTravelTime"
"Ohana Systems","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzbSQAQ","Field Service Lightning User","2021-01-01","Completed","Field Inspection",,"2020-09-28 13:46:15","2021-02-24","Mounting System","03r7R000000sY6qQAE","08p2X000000pzbSQAQ","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,13
"Advanced Communications","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzbTQAQ","Field Service Lightning User","2020-12-12","Completed","Design",,"2020-09-28 13:46:15","2021-02-04","Battery, Low Capacity","03r7R000000sY6rQAE","08p2X000000pzbTQAQ","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,48
"Ohana Technologies","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfNQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","FALSE","Martino Castanon","0Hn2X000000cXJoSAM",,"08p2X000000pzbUQAQ","Field Service Lightning User","2021-01-01","Completed","Field Measurements",,"2020-09-28 13:46:15","2021-02-24","Battery, Low Capacity","03r7R000000sY6sQAE","08p2X000000pzbUQAQ","2020-07-28 00:41:59","0Hn2X000000cXJoSAM","martino@example.com",15,24
"Permadyne GmbH, LTD","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzdjQAA","Field Service Lightning User","2021-01-11","Scheduled","Upgrade",,"2020-09-28 13:46:15","2021-03-06","Power Inverter","03r7R000000sY6tQAE","08p2X000000pzdjQAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,15
"Advanced Communications","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzdWQAQ","Field Service Lightning User","2021-01-01","Completed","Repair Estimate",,"2020-09-28 13:46:15","2021-02-24","Battery, High Capacity","03r7R000000sY6uQAE","08p2X000000pzdWQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",45,4
"Morpon Brothers","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzdXQAQ","Field Service Lightning User","2021-01-11","Scheduled","Rebuild",,"2020-09-28 13:46:15","2021-03-06","Battery, Low Capacity","03r7R000000sY6vQAE","08p2X000000pzdXQAQ","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",60,13
"Associated Supply Co.","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzdYQAQ","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:15","2021-03-06","Intelligent Optimization Service License","03r7R000000sY6wQAE","08p2X000000pzdYQAQ","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",60,31
"Ohana Financial Services","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzdZQAQ","Field Service Lightning User","2021-01-11","Scheduled","Field Measurements",,"2020-09-28 13:46:15","2021-03-06","Battery, Low Capacity","03r7R000000sY6xQAE","08p2X000000pzdZQAQ","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,14
"Mike Welch","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzdaQAA","Field Service Lightning User","2021-01-01","Completed","QA Testing",,"2020-09-28 13:46:15","2021-02-24","Large Turbine","03r7R000000sY6yQAE","08p2X000000pzdaQAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,20
"Tyconet","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzdbQAA","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:15","2021-02-04","Battery, High Capacity","03r7R000000sY6zQAE","08p2X000000pzdbQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,18
"Heath Axworth","madams.ud4zdgivzlsz.ycfb3qhpksa3@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfJQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzn/T","FALSE","Mary Adams","0Hn2X000000cXJpSAM",,"08p2X000000pzdcQAA","Field Service Lightning User","2021-01-01","Completed","Site Survey",,"2020-09-28 13:46:15","2021-02-24","Power Inverter","03r7R000000sY70QAE","08p2X000000pzdcQAA","2020-07-28 00:41:59","0Hn2X000000cXJpSAM","mary@example.com",30,11
"Advanced Communications","pmorrison.uktxnke4gyfy.ffg7sh3fmbtl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfMQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzq/T","FALSE","Paul Morrison","0Hn2X000000cXJsSAM",,"08p2X000000pzdeQAA","Field Service Lightning User","2021-01-01","Completed","Field Measurements",,"2020-09-28 13:46:15","2021-02-24","Product C","03r7R000000sY71QAE","08p2X000000pzdeQAA","2020-07-28 00:41:59","0Hn2X000000cXJsSAM","paul@example.com",30,15
"Optos Inc.","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfFQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","FALSE","Janet Jones","0Hn2X000000cXJlSAM",,"08p2X000000pzdfQAA","Field Service Lightning User","2021-01-01","Completed","Field Connect",,"2020-09-28 13:46:15","2021-02-24","Small Turbine","03r7R000000sY72QAE","08p2X000000pzdfQAA","2020-07-28 00:41:59","0Hn2X000000cXJlSAM","janet@example.com",30,10
"Tyconet","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzdgQAA","Field Service Lightning User","2021-01-01","Completed","Corrective Maintenance",,"2020-09-28 13:46:15","2021-02-25","Product B","03r7R000000sY73QAE","08p2X000000pzdgQAA","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",30,21
"Valley Supply Inc.","mwood.fnyz6gf3zfmp.dwllsqauhrix@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfKQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzo/T","FALSE","Melissa Wood","0Hn2X000000cXJqSAM",,"08p2X000000pzdhQAA","Field Service Lightning User","2021-01-01","Completed","Field Measurements",,"2020-09-28 13:46:15","2021-02-24","Product B","03r7R000000sY74QAE","08p2X000000pzdhQAA","2020-07-28 00:41:59","0Hn2X000000cXJqSAM","melissa@example.com",30,27
"UlyssesNet","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzdiQAA","Field Service Lightning User","2021-01-01","Completed","Site Survey",,"2020-09-28 13:46:15","2021-02-24","Maintenance Contract","03r7R000000sY75QAE","08p2X000000pzdiQAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",30,41
"Stacy McNeil","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzd2QAA","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:15","2021-02-04","Battery, High Capacity","03r7R000000sY76QAE","08p2X000000pzd2QAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",30,13
"Employnet","lsmith.x5fzy5qfinkn.qwfn1agwfk37@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfIQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzm/T","FALSE","Lamar Smith","0Hn2X000000cXJnSAM",,"08p2X000000pzd3QAA","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:15","2021-02-04","Installation Services","03r7R000000sY77QAE","08p2X000000pzd3QAA","2020-07-28 00:41:59","0Hn2X000000cXJnSAM","calbanese@example.com",15,23
"Ohana Technologies","plawison.0nwem4skv0nl.3k0ck5fkxkzl@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfLQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzp/T","FALSE","Pam Lawison","0Hn2X000000cXJrSAM",,"08p2X000000pzd4QAA","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:15","2021-02-05","Remote Monitoring Subscription","03r7R000000sY78QAE","08p2X000000pzd4QAA","2020-07-28 00:41:59","0Hn2X000000cXJrSAM","pam@example.com",30,1
"Ohana Systems","james.clifton.rn02fiqpyqkf.yoa7vwhqfhdh@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfEQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzi/T","FALSE","James Clifton","0Hn2X000000cXJkSAM",,"08p2X000000pzd5QAA","Field Service Lightning User","2020-12-12","Completed","Rebuild",,"2020-09-28 13:46:15","2021-02-05","Product B","03r7R000000sY79QAE","08p2X000000pzd5QAA","2020-07-28 00:41:59","0Hn2X000000cXJkSAM","james@example.com",45,25
"Associated Supply Co.","mcastanon.esazdwfzrwqk.dbihbcnaeeqk@summer20-sd.sdo","Los Angeles",,"0052X00000AcWfNQAV","CA","Low","Completed","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzr/T","FALSE","Martino Castanon","0Hn2X000000cXJoSAM",,"08p2X000000pzebQAA","Field Service Lightning User","2021-01-01","Completed","Upgrade",,"2020-09-28 13:46:15","2021-02-25","Mounting System","03r7R000000sY7AQAU","08p2X000000pzebQAA","2020-07-28 00:41:59","0Hn2X000000cXJoSAM","martino@example.com",60,9
"Biospan, LLC.","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf6QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glza/T","FALSE","Ralph Clark","0Hn2X000000cXJhSAM",,"08p2X000000pzkYQAQ","Field Service Lightning User","2021-01-11","Scheduled","Rebuild",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7BQAU","08p2X000000pzkYQAQ","2020-07-28 00:41:59","0Hn2X000000cXJhSAM","ralph@example.com",60,10
,"areed@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf7QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzb/T","FALSE","Alan Reed","0Hn2X000000cXJaSAM",,"08p2X000000pzkZQAQ","Field Service Lightning User","2021-01-11","Scheduled","Field Inspection",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7CQAU","08p2X000000pzkZQAQ","2020-07-28 00:41:59","0Hn2X000000cXJaSAM","sdhaese@salesforce.com",30,7
"Kari Rende","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","*San Francisco",,"0052X00000AcWfAQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glze/T","FALSE","Harry Long","0Hn2X000000cXJdSAM",,"08p2X000000pzkaQAA","Field Service Lightning User","2021-01-11","Scheduled","Rebuild",,"2020-09-28 13:46:15","2021-03-15",,"03r7R000000sY7DQAU","08p2X000000pzkaQAA","2020-07-28 00:41:59","0Hn2X000000cXJdSAM","harry@example.com",30,3
"Green Fields Media","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf6QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glza/T","FALSE","Ralph Clark","0Hn2X000000cXJhSAM",,"08p2X000000pzkbQAA","Field Service Lightning User","2021-01-11","Scheduled","Corrective Maintenance",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7EQAU","08p2X000000pzkbQAA","2020-07-28 00:41:59","0Hn2X000000cXJhSAM","ralph@example.com",30,11
"Gabe Hoskins","lmartin.dbn8dlntwgyg.kdxjufnirunn@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf5QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzZ/T","FALSE","Louise Martin","0Hn2X000000cXJfSAM",,"08p2X000000pzkdQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Measurements",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7FQAU","08p2X000000pzkdQAA","2020-07-28 00:41:59","0Hn2X000000cXJfSAM","louise@example.com",30,5
"Larry Baxter","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf6QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glza/T","FALSE","Ralph Clark","0Hn2X000000cXJhSAM",,"08p2X000000pzkeQAA","Field Service Lightning User","2021-01-11","Scheduled","QA Testing",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7GQAU","08p2X000000pzkeQAA","2020-07-28 00:41:59","0Hn2X000000cXJhSAM","ralph@example.com",30,5
"Andy Peterson","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf8QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzc/T","FALSE","Jane Austin","0Hn2X000000cXJeSAM",,"08p2X000000pzkfQAA","Field Service Lightning User","2021-01-11","Scheduled","Reclamation",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7HQAU","08p2X000000pzkfQAA","2020-07-28 00:41:59","0Hn2X000000cXJeSAM","jane@example.com",30,6
"Mike Garcia","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf8QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzc/T","FALSE","Jane Austin","0Hn2X000000cXJeSAM",,"08p2X000000pzkgQAA","Field Service Lightning User","2021-01-11","Scheduled","QA Testing",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7IQAU","08p2X000000pzkgQAA","2020-07-28 00:41:59","0Hn2X000000cXJeSAM","jane@example.com",30,8
"Robert Simpson","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf6QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glza/T","FALSE","Ralph Clark","0Hn2X000000cXJhSAM",,"08p2X000000pzkhQAA","Field Service Lightning User","2021-01-11","Scheduled","Design",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7JQAU","08p2X000000pzkhQAA","2020-07-28 00:41:59","0Hn2X000000cXJhSAM","ralph@example.com",30,6
"Ohana Systems","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf9QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzd/T","FALSE","Gloria Barnes","0Hn2X000000cXJcSAM",,"08p2X000000pzkiQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7KQAU","08p2X000000pzkiQAA","2020-07-28 00:41:59","0Hn2X000000cXJcSAM","gloria@example.com",30,4
"Ohana, Inc.","areed@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf7QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzb/T","FALSE","Alan Reed","0Hn2X000000cXJaSAM",,"08p2X000000pzkjQAA","Field Service Lightning User","2021-01-11","Scheduled","Corrective Maintenance",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7LQAU","08p2X000000pzkjQAA","2020-07-28 00:41:59","0Hn2X000000cXJaSAM","sdhaese@salesforce.com",30,9
"Heath Axworth","adispatcher.xemwwl1fo7f6.9ryq6ewejtwx@summer20-sd.sdo","*San Francisco",,"0052X00000AcWbLQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000gly9/T","TRUE","Acme Dispatcher","0Hn2X000000cXJiSAM",,"08p2X000000pzkkQAA","Field Service Lightning User","2021-01-11","Scheduled","Corrective Maintenance",,"2020-09-28 13:46:15","2021-03-13",,"03r7R000000sY7MQAU","08p2X000000pzkkQAA","2020-07-28 00:41:59","0Hn2X000000cXJiSAM","acme.dispatcher@example.com",15,9
"Amptech Corporation","areed@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf7QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzb/T","FALSE","Alan Reed","0Hn2X000000cXJaSAM",,"08p2X000000pzkmQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Inspection",,"2020-09-28 13:46:15","2021-03-15",,"03r7R000000sY7NQAU","08p2X000000pzkmQAA","2020-07-28 00:41:59","0Hn2X000000cXJaSAM","sdhaese@salesforce.com",30,17
"Optos Inc.","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","*San Francisco",,"0052X00000AcWfAQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glze/T","FALSE","Harry Long","0Hn2X000000cXJdSAM",,"08p2X000000pzknQAA","Field Service Lightning User","2021-01-11","Scheduled","Site Survey",,"2020-09-28 13:46:15","2021-03-15",,"03r7R000000sY7OQAU","08p2X000000pzknQAA","2020-07-28 00:41:59","0Hn2X000000cXJdSAM","harry@example.com",45,2
"Mina Passini","rclark.wb8wmuppcmjy.4g8fglbhrqpy@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf6QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glza/T","FALSE","Ralph Clark","0Hn2X000000cXJhSAM",,"08p2X000000pzkoQAA","Field Service Lightning User","2021-01-11","Scheduled","Maintenance",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7PQAU","08p2X000000pzkoQAA","2020-07-28 00:41:59","0Hn2X000000cXJhSAM","ralph@example.com",60,4
"Lance Gonzales","adispatcher.xemwwl1fo7f6.9ryq6ewejtwx@summer20-sd.sdo","*San Francisco",,"0052X00000AcWbLQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000gly9/T","TRUE","Acme Dispatcher","0Hn2X000000cXJiSAM",,"08p2X000000pzkpQAA","Field Service Lightning User","2021-01-11","Scheduled","Upgrade",,"2020-09-28 13:46:15","2021-03-13",,"03r7R000000sY7QQAU","08p2X000000pzkpQAA","2020-07-28 00:41:59","0Hn2X000000cXJiSAM","acme.dispatcher@example.com",60,15
"Robert Simpson","adispatcher.xemwwl1fo7f6.9ryq6ewejtwx@summer20-sd.sdo","*San Francisco",,"0052X00000AcWbLQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000gly9/T","TRUE","Acme Dispatcher","0Hn2X000000cXJiSAM",,"08p2X000000pzkqQAA","Field Service Lightning User","2021-01-11","Scheduled","Part Swap",,"2020-09-28 13:46:15","2021-03-13",,"03r7R000000sY7RQAU","08p2X000000pzkqQAA","2020-07-28 00:41:59","0Hn2X000000cXJiSAM","acme.dispatcher@example.com",30,11
"Jon Allegri","mparker.9l8oeoib8xer.tp3gioocijgm@summer20-sd.sdo","*San Francisco",,"0052X00000AcWfBQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzf/T","FALSE","Matthew Parker","0Hn2X000000cXJgSAM",,"08p2X000000pzkrQAA","Field Service Lightning User","2021-01-11","Scheduled","Site Survey",,"2020-09-28 13:46:15","2021-03-15",,"03r7R000000sY7SQAU","08p2X000000pzkrQAA","2020-07-28 00:41:59","0Hn2X000000cXJgSAM","matthew@example.com",30,6
"Gabe Hoskins","adispatcher.xemwwl1fo7f6.9ryq6ewejtwx@summer20-sd.sdo","*San Francisco",,"0052X00000AcWbLQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000gly9/T","TRUE","Acme Dispatcher","0Hn2X000000cXJiSAM",,"08p2X000000pzksQAA","Field Service Lightning User","2021-01-11","Scheduled","Installation",,"2020-09-28 13:46:15","2021-03-13",,"03r7R000000sY7TQAU","08p2X000000pzksQAA","2020-07-28 00:41:59","0Hn2X000000cXJiSAM","acme.dispatcher@example.com",30,15
"Kari Rende","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf8QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzc/T","FALSE","Jane Austin","0Hn2X000000cXJeSAM",,"08p2X000000pzktQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7UQAU","08p2X000000pzktQAA","2020-07-28 00:41:59","0Hn2X000000cXJeSAM","jane@example.com",30,11
"Karen Wells","adispatcher.xemwwl1fo7f6.9ryq6ewejtwx@summer20-sd.sdo","*San Francisco",,"0052X00000AcWbLQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000gly9/T","TRUE","Acme Dispatcher","0Hn2X000000cXJiSAM",,"08p2X000000pzkuQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:15","2021-03-13",,"03r7R000000sY7VQAU","08p2X000000pzkuQAA","2020-07-28 00:41:59","0Hn2X000000cXJiSAM","acme.dispatcher@example.com",30,11
"Ohana Systems","jaustin.lmoenp9rdius.bdhhet6tx1sm@summer20-sd.sdo","*San Francisco",,"0052X00000AcWf8QAF","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzc/T","FALSE","Jane Austin","0Hn2X000000cXJeSAM",,"08p2X000000pzkvQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Inspection",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7WQAU","08p2X000000pzkvQAA","2020-07-28 00:41:59","0Hn2X000000cXJeSAM","jane@example.com",30,11
"Ohana, Inc.","araneri.9kbstb8d1vbh.cgg2gn66guqs@summer20-sd.sdo","*San Francisco",,"0052X00000AcWfCQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzg/T","FALSE","Alexander Raneri","0Hn2X000000cXJbSAM",,"08p2X000000pzkwQAA","Field Service Lightning User","2021-01-11","Scheduled","QA Testing",,"2020-09-28 13:46:15","2021-03-14",,"03r7R000000sY7XQAU","08p2X000000pzkwQAA","2020-07-28 00:41:59","0Hn2X000000cXJbSAM","alexander@example.com",30,5
"Ohana, Inc.","hlong.hqfhv5v1y42y.b6k7b4zwic9w@summer20-sd.sdo","*San Francisco",,"0052X00000AcWfAQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glze/T","FALSE","Harry Long","0Hn2X000000cXJdSAM",,"08p2X000000pzkxQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:15","2021-03-15",,"03r7R000000sY7YQAU","08p2X000000pzkxQAA","2020-07-28 00:41:59","0Hn2X000000cXJdSAM","harry@example.com",30,5
"Valley Supply Inc.","adispatcher.xemwwl1fo7f6.9ryq6ewejtwx@summer20-sd.sdo","*San Francisco",,"0052X00000AcWbLQAV","CA","Low","Scheduled","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000gly9/T","TRUE","Acme Dispatcher","0Hn2X000000cXJiSAM",,"08p2X000000pzkyQAA","Field Service Lightning User","2021-01-11","Scheduled","Field Connect",,"2020-09-28 13:46:15","2021-03-13",,"03r7R000000sY7ZQAU","08p2X000000pzkyQAA","2020-07-28 00:41:59","0Hn2X000000cXJiSAM","acme.dispatcher@example.com",30,8
