"ResourceAbsence_User_Email","ResourceAbsence_Description","ResourceAbsence_User_Username","Start","ResourceAbsence_User_Id","ResourceAbsence_User_Name","City","Type","ResourceId","State","CreatedDate","Country","End","Id","AbsenceMinutes"
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-15","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-15","0Hw2X000000hXv6SAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-17","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-17","0Hw2X000000hXvoSAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-18","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-18","0Hw2X000000hXvpSAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-21","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-21","0Hw2X000000hXwNSAU",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-19","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-19","0Hw2X000000hXwOSAU",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-20","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-20","0Hw2X000000hXwPSAU",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-22","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-22","0Hw2X000000hXx0SAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-23","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-23","0Hw2X000000hXxZSAU",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-24","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-24","0Hw2X000000hXxhSAE",38
"janice@example.com","Field Service Lightning User","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo","2017-02-25","0052X00000AcWf4QAF","Janice Gonzales",,"Vacation","0Hn2X000000cXJvSAM",,"2020-07-15",,"2017-02-25","0Hw2X000000hXxoSAE",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-04","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-04","0Hw7R000000sY06SAE",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-03","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-03","0Hw7R000000sY07SAE",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-06","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-06","0Hw7R000000sY0hSAE",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-05","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-05","0Hw7R000000sY0iSAE",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-08","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-08","0Hw7R000000sY1NSAU",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-07","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-07","0Hw7R000000sY1OSAU",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-10","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-10","0Hw7R000000sY22SAE",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-09","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-09","0Hw7R000000sY23SAE",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-12","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-12","0Hw7R000000sY2YSAU",38
"gloria@example.com","Field Service Lightning User","gbarnes.ia8mwmert8cl.zgovalc3bhpe@summer20-sd.sdo","2021-02-11","0052X00000AcWf9QAF","Gloria Barnes",,"Vacation","0Hn2X000000cXJcSAM",,"2020-09-15",,"2021-02-11","0Hw7R000000sY2ZSAU",38
