"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-04","High","2018-06-06","Florida","Completed","-","Manager","Call","0011U00000KuFeQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-04","Other","20190829135125753975","Income","Service","Call","Ursa Moreno","Moderately Inexperienced","2019-08-29","Millennials","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-24","High","2018-12-10","Chicago","Completed","-","Manager","Call","0011U00000KuFeRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-24","Meeting","20190829135125753975","Balanced Growth","Service","Call","Francesca Walton","Moderately Experienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Discussion","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-11","High","2019-04-17","Chicago","Completed","-","Manager","Call","0011U00000KuFeTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Other","20190829135125753975","Income","Service","Call","Keaton Alvarez","Moderately Inexperienced","2019-08-29","Retired","Allen Advisor","1. Less than 50k","Event","Discussion","allen.advisor@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-13","High","2019-08-10","San Francisco","Completed","-","Manager","Call","0011U00000KuFeUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-13","Other","20190829135125753975","Income","Onboarding","Call","Troy Stanton","Moderately Experienced","2019-08-29","Retired","Brenda Banker","1. Less than 50k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-20","High","2018-07-30","Chicago","Completed","-","Manager","Call","0011U00000KuFeWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-20","Call","20190829135125753975","Growth","Onboarding","Call","Jonah Reid","Moderately Experienced","2019-08-29","High Net Worth Families","Allen Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-27","High","2019-08-23","San Francisco","Completed","-","Manager","Call","0011U00000KuFeXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-27","Meeting","20190829135125753975","Growth","Service","Call","Lance Lott","Moderately Experienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-05","High","2018-10-12","Chicago","Completed","-","Manager","Call","0011U00000KuFeZQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-05","Other","20190829135125753975","Income","Client Retention","Call","Deborah Dorsey","Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Send Birthday Gift","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-17","High","2019-08-04","San Francisco","Completed","-","Manager","Call","0011U00000KuFebQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Meeting","20190829135125753975","Balanced Growth","Onboarding","Call","Kenyon Romero","Moderately Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-22","High","2019-04-07","New York","Completed","-","Manager","Call","0011U00000KuFedQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-22","Other","20190829135125753975","Aggressive Growth","Prospecting","Call","Kirby Reyes","Moderately Experienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-28","High","2018-10-27","New York","Completed","-","Manager","Call","0011U00000KuFeeQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-28","Email","20190829135125753975","Balanced Growth","Onboarding","Call","Heather Beach","Moderately Inexperienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-04","High","2018-09-27","Florida","Completed","-","Manager","Call","0011U00000KuFefQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-04","Call","20190829135125753975","Aggressive Growth","Onboarding","Call","Jaime Manning","Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-24","High","2018-03-17","San Francisco","Completed","-","Manager","Call","0011U00000KuFegQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-24","Other","20190829135125753975","Aggressive Growth","Onboarding","Call","Daquan Flynn","Experienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-20","High","2019-06-30","San Francisco","Completed","-","Manager","Call","0011U00000KuFehQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-20","Email","20190829135125753975","Aggressive Growth","Onboarding","Call","Clio Floyd","Moderately Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-28","High","2018-06-18","San Francisco","Completed","-","Manager","Call","0011U00000KuFeiQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-28","Other","20190829135125753975","Aggressive Growth","Service","Call","Nora Kaufman","Moderately Inexperienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-09","High","2018-09-28","New York","Completed","-","Manager","Call","0011U00000KuFelQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-09","Other","20190829135125753975","Growth","Service","Call","Ashely Strong","Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Sync Up","mark.garet@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-07-30","High","2018-12-12","San Francisco","Completed","-","Manager","Call","0011U00000KuFemQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-30","Email","20190829135125753975","Income","Client Retention","Call","Stacey Jackson","Moderately Experienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-25","High","2018-12-26","New York","Completed","-","Manager","Call","0011U00000KuFenQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-25","Call","20190829135125753975","Growth","Service","Call","Vincent Noel","Moderately Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Discussion","mark.garet@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-05","High","2018-03-23","San Francisco","Completed","-","Manager","Call","0011U00000KuFeoQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-05","Email","20190829135125753975","Growth","Onboarding","Call","Benjamin Mckinney","Moderately Inexperienced","2019-08-29","Mass Market","Brenda Banker","1. Less than 50k","Event","Lunch Meeting","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-04","High","2019-04-22","San Francisco","Completed","-","Manager","Call","0011U00000KuFepQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-04","Meeting","20190829135125753975","Balanced Growth","Service","Call","Kevin Wyatt","Inexperienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-12","High","2019-08-06","Chicago","Completed","-","Manager","Call","0011U00000KuFeqQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-12","Meeting","20190829135125753975","Balanced Growth","Service","Call","Alea White","Inexperienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-28","High","2019-04-27","New York","Completed","-","Manager","Call","0011U00000KuFerQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-28","Meeting","20190829135125753975","Income","Client Retention","Call","Hunter Harmon","Moderately Inexperienced","2019-08-29","High Net Worth Families","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-07","High","2019-01-29","San Francisco","Completed","-","Manager","Call","0011U00000KuFeuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-07","Call","20190829135125753975","Aggressive Growth","Onboarding","Call","Keegan Brady","Moderately Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-26","High","2018-08-07","Florida","Completed","-","Manager","Call","0011U00000KuFexQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-26","Email","20190829135125753975","Income","Onboarding","Call","Hanae Harrell","Moderately Experienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-06","High","2019-04-09","San Francisco","Completed","-","Manager","Call","0011U00000KuFeyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-06","Other","20190829135125753975","Aggressive Growth","Onboarding","Call","Iliana Ortiz","Moderately Experienced","2019-08-29","Retired","Brenda Banker","1. Less than 50k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-21","High","2018-10-05","Florida","Completed","-","Manager","Call","0011U00000KuFf0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Other","20190829135125753975","Growth","Prospecting","Call","Hop Reeves","Inexperienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-02","High","2019-07-06","Florida","Completed","-","Manager","Call","0011U00000KuFf1QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-02","Other","20190829135125753975","Growth","Client Retention","Call","Victor Merrill","Experienced","2019-08-29","Retired","Chelsea Advisor","1. Less than 50k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-25","High","2018-07-02","Florida","Completed","-","Manager","Call","0011U00000KuFf2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Meeting","20190829135125753975","Growth","Service","Call","Slade Fry","Inexperienced","2019-08-29","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-17","High","2019-07-26","San Francisco","Completed","-","Manager","Call","0011U00000KuFf3QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Other","20190829135125753975","Income","Onboarding","Call","Joseph Ramsey","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-10","High","2018-12-13","San Francisco","Completed","-","Manager","Call","0011U00000KuFf4QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-10","Email","20190829135125753975","Aggressive Growth","Onboarding","Call","Ahmed Dawson","Inexperienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-11","High","2018-09-07","Chicago","Completed","-","Manager","Call","0011U00000KuFf5QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Email","20190829135125753975","Income","Prospecting","Call","Tanner Nixon","Moderately Inexperienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-14","High","2018-12-05","New York","Completed","-","Manager","Call","0011U00000KuFf6QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Email","20190829135125753975","Growth","Onboarding","Call","Hilel Cantu","Inexperienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-14","High","2018-10-31","San Francisco","Completed","-","Manager","Call","0011U00000KuFf8QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-14","Meeting","20190829135125753975","Income","Onboarding","Call","Yetta Russo","Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-05","High","2018-09-16","New York","Completed","-","Manager","Call","0011U00000KuFf9QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-05","Call","20190829135125753975","Balanced Growth","Onboarding","Call","Alma Booth","Moderately Experienced","2019-08-29","Mass Market","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-03","High","2018-03-29","Chicago","Completed","-","Manager","Call","0011U00000KuFfBQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-03","Other","20190829135125753975","Income","Prospecting","Call","Yael Frank","Moderately Experienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-26","High","2018-09-17","New York","Completed","-","Manager","Call","0011U00000KuFfCQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-26","Meeting","20190829135125753975","Aggressive Growth","Service","Call","Rajah Sweeney","Moderately Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Send Birthday Gift","mark.garet@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-17","High","2018-12-15","New York","Completed","-","Manager","Call","0011U00000KuFfDQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Call","20190829135125753975","Income","Client Retention","Call","Tyler Hopkins","Experienced","2019-08-29","Mass Market","Mark Garet","1. Less than 50k","Event","Lunch Meeting","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-07-30","High","2019-07-09","San Francisco","Completed","-","Manager","Call","0011U00000KuFfEQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-07-30","Email","20190829135125753975","Balanced Growth","Prospecting","Call","Emmanuel Gomez","Experienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-03","High","2018-06-29","Florida","Completed","-","Manager","Call","0011U00000KuFfFQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-03","Meeting","20190829135125753975","Aggressive Growth","Service","Call","MacKensie Schneider","Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-03","High","2018-07-05","San Francisco","Completed","-","Manager","Call","0011U00000KuFfGQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-03","Other","20190829135125753975","Growth","Client Retention","Call","Maryam Freeman","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Sync Up","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-03","High","2018-12-08","Chicago","Completed","-","Manager","Call","0011U00000KuFfHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-03","Other","20190829135125753975","Income","Onboarding","Call","Mannix Zamora","Inexperienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-07-30","High","2019-05-03","Chicago","Completed","-","Manager","Call","0011U00000KuFfIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-30","Meeting","20190829135125753975","Balanced Growth","Service","Call","Kennedy Jarvis","Experienced","2019-08-29","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Lunch Meeting","allen.advisor@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-25","High","2018-09-08","Chicago","Completed","-","Manager","Call","0011U00000KuFfKQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-25","Call","20190829135125753975","Balanced Growth","Service","Call","Aladdin Torres","Moderately Inexperienced","2019-08-29","High Net Worth Families","Allen Advisor","1. Less than 50k","Event","Send Birthday Gift","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-16","High","2019-02-06","Chicago","Completed","-","Manager","Call","0011U00000KuFfMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-16","Email","20190829135125753975","Growth","Prospecting","Call","Damon Thompson","Inexperienced","2019-08-29","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-11","High","2019-07-29","Chicago","Completed","-","Manager","Call","0011U00000KuFfNQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-11","Other","20190829135125753975","Aggressive Growth","Service","Call","Belle Adams","Inexperienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-02","High","2018-08-04","San Francisco","Completed","-","Manager","Call","0011U00000KuFfPQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-02","Other","20190829135125753975","Income","Onboarding","Call","Keiko Kerr","Moderately Inexperienced","2019-08-29","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-03","High","2019-01-04","Chicago","Completed","-","Manager","Call","0011U00000KuFfQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-03","Other","20190829135125753975","Balanced Growth","Prospecting","Call","Alexander Page","Moderately Inexperienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-07","High","2019-03-17","Chicago","Completed","-","Manager","Call","0011U00000KuFfRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-07","Email","20190829135125753975","Income","Onboarding","Call","Ocean Hayes","Moderately Experienced","2019-08-29","Retired","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-31","High","2019-01-27","Chicago","Completed","-","Manager","Call","0011U00000KuFfTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-31","Meeting","20190829135125753975","Income","Client Retention","Call","Denise Nguyen","Moderately Inexperienced","2019-08-29","Millennials","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-25","High","2018-07-21","Chicago","Completed","-","Manager","Call","0011U00000KuFfUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-25","Meeting","20190829135125753975","Aggressive Growth","Prospecting","Call","Kerry Baxter","Inexperienced","2019-08-29","High Net Worth Families","Allen Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-10","High","2019-04-28","Florida","Completed","-","Manager","Call","0011U00000KuFfVQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-10","Other","20190829135125753975","Aggressive Growth","Prospecting","Call","Zephania Buchanan","Experienced","2019-08-29","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Sync Up","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-04","High","2018-09-14","San Francisco","Completed","-","Manager","Call","0011U00000KuFfWQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-04","Email","20190829135125753975","Aggressive Growth","Prospecting","Call","Phyllis Matthews","Moderately Inexperienced","2019-08-29","Retired","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-01","High","2019-07-03","Florida","Completed","-","Manager","Call","0011U00000KuFfXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-01","Meeting","20190829135125753975","Income","Prospecting","Call","Susan Mcdonald","Experienced","2019-08-29","High Net Worth Families","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-27","High","2018-12-22","New York","Completed","-","Manager","Call","0011U00000KuFfYQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-27","Email","20190829135125753975","Growth","Client Retention","Call","Leigh Boyd","Moderately Inexperienced","2019-08-29","Retired","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-16","High","2018-10-03","San Francisco","Completed","-","Manager","Call","0011U00000KuFfZQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-16","Meeting","20190829135125753975","Growth","Service","Call","Carter Cole","Experienced","2019-08-29","Retired","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-26","High","2018-05-07","Florida","Completed","-","Manager","Call","0011U00000KuFfcQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-26","Call","20190829135125753975","Aggressive Growth","Client Retention","Call","Geoffrey Kirkland","Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-19","High","2018-10-05","Chicago","Completed","-","Manager","Call","0011U00000KuFfeQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-19","Other","20190829135125753975","Balanced Growth","Service","Call","Brielle England","Experienced","2019-08-29","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-15","High","2019-03-25","San Francisco","Completed","-","Manager","Call","0011U00000KuFfhQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-15","Meeting","20190829135125753975","Aggressive Growth","Client Retention","Call","Britanni Snyder","Inexperienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-20","High","2018-03-09","Florida","Completed","-","Manager","Call","0011U00000KuFfjQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-20","Other","20190829135125753975","Aggressive Growth","Onboarding","Call","Jermaine Cross","Inexperienced","2019-08-29","Millennials","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-24","High","2018-11-19","New York","Completed","-","Manager","Call","0011U00000KuFflQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-24","Email","20190829135125753975","Growth","Prospecting","Call","Rachel Lang","Moderately Inexperienced","2019-08-29","Millennials","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
