"Opportunity.IsWon","Campaign.Status","Parent.IsActive","Campaign.StartDate","Model.IsActive","Parent.Description","Opportunity.StageName","Campaign.UltimateParent.Name","Campaign.UltimateParent.UltimateParentId","Parent.Status","Campaign.IsActive","Contact.AccountId","Model.DeveloperName","Campaign.Description","Campaign.Type","Account.BillingCountry","Campaign.EndDate","Parent.StartDate","Opportunity.AccountId","Campaign.Name","Parent.RecordType.Name","Opportunity.ForecastCategoryName","ContactId","Parent.RecordTypeId","Parent.EndDate","CampaignId","OpportunityId","Parent.Type","ModelId","Opportunity.Name","Campaign.RecordTypeId","Opportunity.CloseDate","Parent.Name","Contact.Name","Campaign.UltimateParent.ParentCampaign.Name","Campaign.UltimateParent.CampaignParents","Model.MasterLabel","Campaign.ParentId","Account.Name","Campaign.RecordType.Name","Model.ModelType","Campaign.BudgetedCost","Parent.NumberOfContacts","Campaign.NumberOfLeads","Parent.NumberSent","Campaign.ActualCost","Campaign.NumberOfResponses","Parent.ExpectedResponse","Campaign.NumberSent","Parent.NumberOfConvertedLeads","Campaign.NumberOfContacts","Influence","Campaign.NumberOfOpportunities","Campaign.ExpectedResponse","Parent.NumberOfOpportunities","Parent.NumberOfResponses","RevenueShare","Parent.ActualCost","Parent.NumberOfLeads","Campaign.NumberOfWonOpportunities","Parent.NumberOfWonOpportunities","Campaign.NumberOfConvertedLeads","Parent.BudgetedCost","Opportunity.Amount"
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","primaryModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","Switzerland","2020-08-23","2020-04-30","001f400000Pf9BeAAJ","Annual Customer Conference","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOuEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN3AAI","Salesforce Model","701f40000011dNHAAY","Permadyne GmbH, LTD","Child Campaign",1,65000,0,22,0,54000,107,0,100000,0,92,0,7,0,0,0,0,0,0,3,0,1,0,22500
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","primaryModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","Switzerland","2020-04-15","2020-04-30","001f400000Pf9BeAAJ","Telemarketing Campaign","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOuEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN5AAI","Salesforce Model","701f40000011dNHAAY","Permadyne GmbH, LTD","Child Campaign",1,10700,0,52,0,11630,78,0,0,0,29,0,4,0,0,0,0,0,0,2,0,0,0,22500
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","primaryModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","Switzerland","2020-05-10","2020-04-30","001f400000Pf9BeAAJ","Invitation to Annual Customer Conference","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOuEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN2AAI","Salesforce Model","701f40000011dNEAAY","Permadyne GmbH, LTD","Child Campaign",1,10000,0,95,0,15000,166,0,15000,0,85,0,5,5,0,0,0,0,0,0,0,0,0,22500
"false","In Progress","true","2020-04-30","true","Annual plan for all marketing campaigns at the company.","Closed Lost","Google Adwords","701f40000011dNIAAY","In Progress","true","001f400000Pf9BeAAJ","primaryModel","Google AdWords campaign to drive new leads to our public website.","Web Marketing","Switzerland","2020-05-30","2020-04-30","001f400000Pf9BeAAJ","Google Adwords","Parent Campaign","Omitted","003f400000OSTs4AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN4AAI","006f400000CKzn2AAD","Multi-Channel","03Vf4000000XnOuEAK","Permadyne - New Business - 23K","012f4000001BWl2AAG","2020-05-15","*Annual Marketing Plan","Laura Rossi","*Annual Marketing Plan","701f40000011dN4AAI","Salesforce Model","701f40000011dNFAAY","Permadyne GmbH, LTD","Child Campaign",1,10000,0,58,0,8300,51,0,100,0,10,100,6,0,0,0,22500,0,0,2,0,9,0,22500
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Qualification","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BdAAJ","primaryModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BdAAJ","Invitation to Annual Customer Conference","Parent Campaign","Pipeline","003f400000OSTs3AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzjWAAT","Multi-Channel","03Vf4000000XnOuEAK","UlyssesNet - Services - 100K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Derek Rose","*Annual Marketing Plan","701f40000011dN2AAI","Salesforce Model","701f40000011dNEAAY","UlyssesNet","Child Campaign",1,10000,0,95,0,15000,166,0,15000,0,85,0,5,5,0,0,0,0,0,0,0,0,0,100000
"false","Completed","true","2020-01-26","true","Annual plan for all marketing campaigns at the company.","Qualification","New Customer Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BdAAJ","primaryModel","C- and VP-level lunch with special guest speaker to raise awareness and drive deeper customer engagement.","Event","USA","2020-02-25","2020-04-30","001f400000Pf9BdAAJ","New Customer Campaign","Parent Campaign","Pipeline","003f400000OSTs3AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN7AAI","006f400000CKzjWAAT","Multi-Channel","03Vf4000000XnOuEAK","UlyssesNet - Services - 100K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Derek Rose","*Annual Marketing Plan","701f40000011dN7AAI","Salesforce Model","701f40000011dNHAAY","UlyssesNet","Child Campaign",1,15500,0,16,0,15300,30,0,0,0,17,0,5,0,0,0,0,0,0,1,0,0,0,100000
"false","In Progress","true","2020-04-30","true","Annual plan for all marketing campaigns at the company.","Qualification","Google Adwords","701f40000011dNIAAY","In Progress","true","001f400000Pf9BdAAJ","primaryModel","Google AdWords campaign to drive new leads to our public website.","Web Marketing","USA","2020-05-30","2020-04-30","001f400000Pf9BdAAJ","Google Adwords","Parent Campaign","Pipeline","003f400000OSTs3AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN4AAI","006f400000CKzjWAAT","Multi-Channel","03Vf4000000XnOuEAK","UlyssesNet - Services - 100K","012f4000001BWl2AAG","2020-08-28","*Annual Marketing Plan","Derek Rose","*Annual Marketing Plan","701f40000011dN4AAI","Salesforce Model","701f40000011dNFAAY","UlyssesNet","Child Campaign",1,10000,0,58,0,8300,51,0,100,0,10,100,6,0,0,0,100000,0,0,2,0,9,0,100000
"true","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Closed Won","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true",,"primaryModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BfAAJ","Telemarketing Campaign","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKziNAAT","Multi-Channel","03Vf4000000XnOuEAK","Employnet - Services - 18K","012f4000001BWl2AAG","2019-09-18","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN5AAI","Salesforce Model","701f40000011dNHAAY","Employnet","Child Campaign",1,10700,0,52,0,11630,78,0,0,0,29,100,4,0,0,0,18000,0,0,2,0,0,0,18000
"false","In Progress","true","2020-04-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Industry Websites Advertising","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","primaryModel","Sponsored ads on industry websites to drive traffic to our own.","Web Marketing","USA","2020-05-24","2020-04-30","001f400000Pf9BhAAJ","Industry Websites Advertising","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN1AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOuEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN1AAI","Salesforce Model","701f40000011dNFAAY","Haven Enterprises","Child Campaign",1,55000,0,58,0,75000,63,0,1000,0,10,0,8,5,0,0,0,0,0,2,0,0,0,45000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","primaryModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BhAAJ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOuEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN3AAI","Salesforce Model","701f40000011dNHAAY","Haven Enterprises","Child Campaign",1,65000,0,22,0,54000,107,0,100000,0,92,0,7,0,0,0,0,0,0,3,0,1,0,45000
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Discovery","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","primaryModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BhAAJ","Telemarketing Campaign","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOuEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN5AAI","Salesforce Model","701f40000011dNHAAY","Haven Enterprises","Child Campaign",1,10700,0,52,0,11630,78,0,0,0,29,0,4,0,0,0,0,0,0,2,0,0,0,45000
"false","Planned","true","2020-06-04","true","Annual plan for all marketing campaigns at the company.","Discovery","Twitter Inbound Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","primaryModel","Engage customers who tweet our company's official Twitter handle.","Social Media","USA","2020-07-04","2020-04-30","001f400000Pf9BhAAJ","Twitter Inbound Campaign","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN6AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOuEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN6AAI","Salesforce Model","701f40000011dNGAAY","Haven Enterprises","Child Campaign",1,12000,0,0,0,11400,26,0,0,0,41,0,5,0,0,0,0,0,0,1,0,0,0,45000
"false","In Progress","true","2020-04-30","true","Annual plan for all marketing campaigns at the company.","Discovery","Google Adwords","701f40000011dNIAAY","In Progress","true","001f400000Pf9BhAAJ","primaryModel","Google AdWords campaign to drive new leads to our public website.","Web Marketing","USA","2020-05-30","2020-04-30","001f400000Pf9BhAAJ","Google Adwords","Parent Campaign","Best Case","003f400000OSTs7AAH","012f4000001BWl3AAG","2020-05-30","701f40000011dN4AAI","006f400000CKzkzAAD","Multi-Channel","03Vf4000000XnOuEAK","Haven Enterprises - New Business - 45K","012f4000001BWl2AAG","2020-07-24","*Annual Marketing Plan","Ryan Gray","*Annual Marketing Plan","701f40000011dN4AAI","Salesforce Model","701f40000011dNFAAY","Haven Enterprises","Child Campaign",1,10000,0,58,0,8300,51,0,100,0,10,100,6,0,0,0,45000,0,0,2,0,9,0,45000
"true","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Closed Won","Annual Customer Conference","701f40000011dNIAAY","In Progress","true",,"primaryModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BdAAJ","Annual Customer Conference","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzihAAD","Multi-Channel","03Vf4000000XnOuEAK","UlyssesNet - Services - 25K","012f4000001BWl2AAG","2019-11-08","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN3AAI","Salesforce Model","701f40000011dNHAAY","UlyssesNet","Child Campaign",1,65000,0,22,0,54000,107,0,100000,0,92,100,7,0,0,0,25000,0,0,3,0,1,0,25000
"true","Planned","true","2020-08-03","true","Annual plan for all marketing campaigns at the company.","Closed Won","Regional Field Marketing","701f40000011dNIAAY","In Progress","true",,"primaryModel","Focused, regional events for targeted accounts and opportunities. Includes dinners, networking events, golf outings and professional sports games.","Event","USA","2020-09-02","2020-04-30","001f400000Pf9BcAAJ","Regional Field Marketing","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN9AAI","006f400000CKzluAAD","Multi-Channel","03Vf4000000XnOuEAK","Optos Inc. - New Business - 85K","012f4000001BWl2AAG","2020-03-16","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN9AAI","Salesforce Model","701f40000011dNHAAY","Optos Inc.","Child Campaign",1,36000,0,41,0,31400,32,0,0,0,10,0,7,0,0,0,0,0,0,1,0,0,0,85000
"true","Planned","true","2020-06-04","true","Annual plan for all marketing campaigns at the company.","Closed Won","Twitter Inbound Campaign","701f40000011dNIAAY","In Progress","true",,"primaryModel","Engage customers who tweet our company's official Twitter handle.","Social Media","USA","2020-07-04","2020-04-30","001f400000Pf9BcAAJ","Twitter Inbound Campaign","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN6AAI","006f400000CKzluAAD","Multi-Channel","03Vf4000000XnOuEAK","Optos Inc. - New Business - 85K","012f4000001BWl2AAG","2020-03-16","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN6AAI","Salesforce Model","701f40000011dNGAAY","Optos Inc.","Child Campaign",1,12000,0,0,0,11400,26,0,0,0,41,100,5,0,0,0,85000,0,0,1,0,0,0,85000
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Proposal/Quote","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true",,"primaryModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BJAAZ","Invitation to Annual Customer Conference","Parent Campaign","Best Case",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKziXAAT","Multi-Channel","03Vf4000000XnOuEAK","Aims Social, Inc. - New Business - 99K","012f4000001BWl2AAG","2020-05-10","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN2AAI","Salesforce Model","701f40000011dNEAAY","Aims Social, Inc.","Child Campaign",1,10000,0,95,0,15000,166,0,15000,0,85,100,5,5,0,0,99000,0,0,0,0,0,0,99000
"true","Completed","true","2020-02-15","true","Annual plan for all marketing campaigns at the company.","Closed Won","Best Practices Webinar","701f40000011dNIAAY","In Progress","true",,"primaryModel","Webinar to establish ourselves as experts in the field, attract new prospects and more deeply engage customers.","Web Marketing","USA","2020-03-16","2020-04-30","001f400000Pf9BUAAZ","Best Practices Webinar","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dNBAAY","006f400000CKzmgAAD","Multi-Channel","03Vf4000000XnOuEAK","Associated Supply Co. - New Business - 58K","012f4000001BWl2AAG","2020-02-05","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dNBAAY","Salesforce Model","701f40000011dNHAAY","Associated Supply Co.","Child Campaign",1,15000,0,34,0,17850,50,0,50,0,16,0,4,0,0,0,0,0,0,2,0,0,0,58000
"false","Planned","true","2020-08-03","true","Annual plan for all marketing campaigns at the company.","Negotiation","Regional Field Marketing","701f40000011dNIAAY","In Progress","true","001f400000Pf9BlAAJ","primaryModel","Focused, regional events for targeted accounts and opportunities. Includes dinners, networking events, golf outings and professional sports games.","Event","USA","2020-09-02","2020-04-30","001f400000Pf9BlAAJ","Regional Field Marketing","Parent Campaign","Commit","003f400000OSTsBAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN9AAI","006f400000CKzkIAAT","Multi-Channel","03Vf4000000XnOuEAK","Harmon Consulting - New Business - 40K","012f4000001BWl2AAG","2020-06-25","*Annual Marketing Plan","Bradley Harmon","*Annual Marketing Plan","701f40000011dN9AAI","Salesforce Model","701f40000011dNHAAY","Harmon Consulting","Child Campaign",1,36000,0,41,0,31400,32,0,0,0,10,0,7,0,0,0,0,0,0,1,0,0,0,40000
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Negotiation","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BlAAJ","primaryModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BlAAJ","Annual Customer Conference","Parent Campaign","Commit","003f400000OSTsBAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzkIAAT","Multi-Channel","03Vf4000000XnOuEAK","Harmon Consulting - New Business - 40K","012f4000001BWl2AAG","2020-06-25","*Annual Marketing Plan","Bradley Harmon","*Annual Marketing Plan","701f40000011dN3AAI","Salesforce Model","701f40000011dNHAAY","Harmon Consulting","Child Campaign",1,65000,0,22,0,54000,107,0,100000,0,92,0,7,0,0,0,0,0,0,3,0,1,0,40000
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Negotiation","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BlAAJ","primaryModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BlAAJ","Invitation to Annual Customer Conference","Parent Campaign","Commit","003f400000OSTsBAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzkIAAT","Multi-Channel","03Vf4000000XnOuEAK","Harmon Consulting - New Business - 40K","012f4000001BWl2AAG","2020-06-25","*Annual Marketing Plan","Bradley Harmon","*Annual Marketing Plan","701f40000011dN2AAI","Salesforce Model","701f40000011dNEAAY","Harmon Consulting","Child Campaign",1,10000,0,95,0,15000,166,0,15000,0,85,0,5,5,0,0,0,0,0,0,0,0,0,40000
"false","In Progress","true","2020-04-25","true","Annual plan for all marketing campaigns at the company.","Negotiation","Industry Tradeshow","701f40000011dNIAAY","In Progress","true",,"primaryModel","Drive awareness and leads at the annual industry tradeshow.","Event","USA","2020-05-25","2020-04-30","001f400000Pf9BlAAJ","Industry Tradeshow","Parent Campaign","Commit",,"012f4000001BWl3AAG","2020-05-30","701f40000011dMzAAI","006f400000CKzkIAAT","Multi-Channel","03Vf4000000XnOuEAK","Harmon Consulting - New Business - 40K","012f4000001BWl2AAG","2020-06-25","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dMzAAI","Salesforce Model","701f40000011dNHAAY","Harmon Consulting","Child Campaign",1,35000,0,47,0,26700,31,0,1000,0,5,100,9,5,0,0,40000,0,0,3,0,2,0,40000
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Qualification","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BmAAJ","primaryModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BmAAJ","Telemarketing Campaign","Parent Campaign","Pipeline","003f400000OSTsCAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzlOAAT","Multi-Channel","03Vf4000000XnOuEAK","AJC Corporation - Add-On Business - 60K","012f4000001BWl2AAG","2020-07-27","*Annual Marketing Plan","Sandy Jones","*Annual Marketing Plan","701f40000011dN5AAI","Salesforce Model","701f40000011dNHAAY","AJC Corporation","Child Campaign",1,10700,0,52,0,11630,78,0,0,0,29,0,4,0,0,0,0,0,0,2,0,0,0,60000
"false","In Progress","true","2020-04-30","true","Annual plan for all marketing campaigns at the company.","Qualification","Facebook Advertising","701f40000011dNIAAY","In Progress","true",,"primaryModel","Generate leads from Facebook ads which drive leads to our company's public Facebook page.","Social Media","USA","2020-05-30","2020-04-30","001f400000Pf9BmAAJ","Facebook Advertising","Parent Campaign","Pipeline",,"012f4000001BWl3AAG","2020-05-30","701f40000011dNCAAY","006f400000CKzlOAAT","Multi-Channel","03Vf4000000XnOuEAK","AJC Corporation - Add-On Business - 60K","012f4000001BWl2AAG","2020-07-27","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dNCAAY","Salesforce Model","701f40000011dNGAAY","AJC Corporation","Child Campaign",1,10000,0,29,0,20500,29,0,0,0,0,100,7,0,0,0,60000,0,0,0,0,0,0,60000
"false","Completed","true","2020-02-15","true","Annual plan for all marketing campaigns at the company.","Discovery","Best Practices Webinar","701f40000011dNIAAY","In Progress","true","001f400000Pf9BUAAZ","primaryModel","Webinar to establish ourselves as experts in the field, attract new prospects and more deeply engage customers.","Web Marketing","USA","2020-03-16","2020-04-30","001f400000Pf9BUAAZ","Best Practices Webinar","Parent Campaign","Best Case","003f400000OSTrWAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dNBAAY","006f400000CKzmbAAD","Multi-Channel","03Vf4000000XnOuEAK","Associated Supply Co. - New Business - 92K","012f4000001BWl2AAG","2020-07-09","*Annual Marketing Plan","Ed Hennessy","*Annual Marketing Plan","701f40000011dNBAAY","Salesforce Model","701f40000011dNHAAY","Associated Supply Co.","Child Campaign",1,15000,0,34,0,17850,50,0,50,0,16,0,4,0,0,0,0,0,0,2,0,0,0,91500
"false","Planned","true","2020-08-03","true","Annual plan for all marketing campaigns at the company.","Discovery","Regional Field Marketing","701f40000011dNIAAY","In Progress","true","001f400000Pf9BUAAZ","primaryModel","Focused, regional events for targeted accounts and opportunities. Includes dinners, networking events, golf outings and professional sports games.","Event","USA","2020-09-02","2020-04-30","001f400000Pf9BUAAZ","Regional Field Marketing","Parent Campaign","Best Case","003f400000OSTrWAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN9AAI","006f400000CKzmbAAD","Multi-Channel","03Vf4000000XnOuEAK","Associated Supply Co. - New Business - 92K","012f4000001BWl2AAG","2020-07-09","*Annual Marketing Plan","Ed Hennessy","*Annual Marketing Plan","701f40000011dN9AAI","Salesforce Model","701f40000011dNHAAY","Associated Supply Co.","Child Campaign",1,36000,0,41,0,31400,32,0,0,0,10,0,7,0,0,0,0,0,0,1,0,0,0,91500
"false","Completed","true","2020-03-16","true","Annual plan for all marketing campaigns at the company.","Discovery","Telemarketing Campaign","701f40000011dNIAAY","In Progress","true","001f400000Pf9BUAAZ","primaryModel","Generate opportunities from direct outreach to cold prospects and inactive customers.","Direct Marketing","USA","2020-04-15","2020-04-30","001f400000Pf9BUAAZ","Telemarketing Campaign","Parent Campaign","Best Case","003f400000OSTrWAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN5AAI","006f400000CKzmbAAD","Multi-Channel","03Vf4000000XnOuEAK","Associated Supply Co. - New Business - 92K","012f4000001BWl2AAG","2020-07-09","*Annual Marketing Plan","Ed Hennessy","*Annual Marketing Plan","701f40000011dN5AAI","Salesforce Model","701f40000011dNHAAY","Associated Supply Co.","Child Campaign",1,10700,0,52,0,11630,78,0,0,0,29,0,4,0,0,0,0,0,0,2,0,0,0,91500
"false","Planned","true","2020-07-24","true","Annual plan for all marketing campaigns at the company.","Discovery","Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BUAAZ","primaryModel","Our annual event to bring our customers together, educate and engage them, and drive additional business.","Event","USA","2020-08-23","2020-04-30","001f400000Pf9BUAAZ","Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTrWAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN3AAI","006f400000CKzmbAAD","Multi-Channel","03Vf4000000XnOuEAK","Associated Supply Co. - New Business - 92K","012f4000001BWl2AAG","2020-07-09","*Annual Marketing Plan","Ed Hennessy","*Annual Marketing Plan","701f40000011dN3AAI","Salesforce Model","701f40000011dNHAAY","Associated Supply Co.","Child Campaign",1,65000,0,22,0,54000,107,0,100000,0,92,0,7,0,0,0,0,0,0,3,0,1,0,91500
"false","Completed","true","2020-04-10","true","Annual plan for all marketing campaigns at the company.","Discovery","Invitation to Annual Customer Conference","701f40000011dNIAAY","In Progress","true","001f400000Pf9BUAAZ","primaryModel","Campaign designed to drive attendance at our Annual Customer Event.","Email","USA","2020-05-10","2020-04-30","001f400000Pf9BUAAZ","Invitation to Annual Customer Conference","Parent Campaign","Best Case","003f400000OSTrWAAX","012f4000001BWl3AAG","2020-05-30","701f40000011dN2AAI","006f400000CKzmbAAD","Multi-Channel","03Vf4000000XnOuEAK","Associated Supply Co. - New Business - 92K","012f4000001BWl2AAG","2020-07-09","*Annual Marketing Plan","Ed Hennessy","*Annual Marketing Plan","701f40000011dN2AAI","Salesforce Model","701f40000011dNEAAY","Associated Supply Co.","Child Campaign",1,10000,0,95,0,15000,166,0,15000,0,85,0,5,5,0,0,0,0,0,0,0,0,0,91500
"true","Completed","true","2020-01-26","true","Annual plan for all marketing campaigns at the company.","Closed Won","New Customer Campaign","701f40000011dNIAAY","In Progress","true",,"primaryModel","C- and VP-level lunch with special guest speaker to raise awareness and drive deeper customer engagement.","Event","USA","2020-02-25","2020-04-30","001f400000Pf9BUAAZ","New Customer Campaign","Parent Campaign","Closed",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN7AAI","006f400000CKzmgAAD","Multi-Channel","03Vf4000000XnOuEAK","Associated Supply Co. - New Business - 58K","012f4000001BWl2AAG","2020-02-05","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN7AAI","Salesforce Model","701f40000011dNHAAY","Associated Supply Co.","Child Campaign",1,15500,0,16,0,15300,30,0,0,0,17,100,5,0,0,0,58000,0,0,1,0,0,0,58000
"false","In Progress","true","2020-03-18","true","Annual plan for all marketing campaigns at the company.","Qualification","Twitter Social Listening and Engagment","701f40000011dNIAAY","In Progress","true",,"primaryModel","Identify leads by monitoring popular industry hashtags and our competitors' twitter handles for unhappy customers who can be converted.","Social Media","USA","2020-04-17","2020-04-30","001f400000Pf9BfAAJ","Twitter Social Listening and Engagment","Parent Campaign","Pipeline",,"012f4000001BWl3AAG","2020-05-30","701f40000011dN8AAI","006f400000CKzmRAAT","Multi-Channel","03Vf4000000XnOuEAK","Employnet - New Business - 56K","012f4000001BWl2AAG","2020-09-02","*Annual Marketing Plan",,"*Annual Marketing Plan","701f40000011dN8AAI","Salesforce Model","701f40000011dNGAAY","Employnet","Child Campaign",1,35000,0,33,0,31250,15,0,0,0,0,100,5,0,0,0,55500,0,0,2,0,0,0,55500
