"LastModifiedDate","Company","Account.Type","Opportunity.Description","Opportunity.IsWon","Opportunity.RecordTypeId","Name","Industry","ConvertedOpportunityId","Opportunity.StageName","Contact.PhotoUrl","Account.CreatedDate","CurrentDate","Status","ConvertedAccountId","IsConverted","Contact.AccountId","Opportunity.Id","Opportunity.IsClosed","LeadSource","Account.BillingCountry","CreatedDate","Account.OwnerId","Country","StatusSortOrder.ApiName","Id","Opportunity.AccountId","ConvertedDate","Rating","Opportunity.ForecastCategoryName","Contact.Id","Account.Industry","ConvertedContactId","Account.Id","OwnerId","Opportunity.ForecastCategory","StatusSortOrder.Id","Account.AccountSource","Opportunity.Name","Opportunity.CloseDate","Account.BillingState","IsUnreadByOwner","Contact.Name","Opportunity.CreatedDate","Opportunity.OwnerId","Account.LastModifiedDate","Account.Name","Opportunity.LeadSource","StatusSortOrder.SortOrder","ChangeDurationField","Account.AnnualRevenue","OpportunityAge","Account.NumberOfEmployees","LeadAge","Opportunity.Amount"
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Danny Berger","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Draft","00QB0000005dAkDMAU",,,"Warm",,,,,,"005B0000004iDzyIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Jonathan Miller","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkEMAU",,,"Hot",,,,,,"005B0000004iDzuIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Jeffrey Garcia","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkFMAU",,,"Hot",,,,,,"005B0000004iE01IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Loretta Lopez","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Working","00QB0000005dAkGMAU",,,"Hot",,,,,,"005B0000004iE03IAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Victoria Zimmerman","N/A",,,,,"2020-07-27T17:25:13.544Z","New",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","New","00QB0000005dAkHMAU",,,"Hot",,,,,,"005B0000004iE02IAE",,"01JB000000AL5idMAD",,,,,"true",,,,,,,1,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Amy Murphy","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkIMAU",,,"Cool",,,,,,"005B0000004iDzxIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Brett Ramirez","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAkJMAU",,,"Hot",,,,,,"005B0000004iDzsIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Zachary Campbell","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAkKMAU",,,"Cool",,,,,,"005B0000004iDzrIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Billy Garcia","N/A",,,,,"2020-07-27T17:25:13.544Z","New",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","New","00QB0000005dAkLMAU",,,"Hot",,,,,,"005B0000004iDztIAE",,"01JB000000AL5idMAD",,,,,"true",,,,,,,1,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Grace Garza","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAkMMAU",,,"Warm",,,,,,"005B0000004iDzyIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","The RxFiles.Net Corporation","Corporate",,"false","012B0000000ATFWIA4","Amanda Hernandez","Government","006B0000004OzudIAC","Closed Lost",,"2018-08-29T05:23:35.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfRzIAK","true","001B000000mBfRzIAK","006B0000004OzudIAC","true","Fields Sales","USA","2018-08-29T05:54:49.000Z","005B0000004iDzsIAE","N/A",,"00QB0000005dAkNMAU","001B000000mBfRzIAK",,"Cool","Omitted","003B000000DSQnEIAX","Government","003B000000DSQnEIAX","001B000000mBfRzIAK","005B0000004iDzsIAE","Omitted",,"Community","The RxFiles.Net Corporation 70","2019-03-11","VT","true","Amanda Hernandez","2018-08-29T05:46:20.000Z","005B0000004iDzsIAE","2020-02-26T19:40:00.000Z","The RxFiles.Net Corporation","Fields Sales",,698.48,6267000,193,137,0,60000
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Sharon Adkins","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkOMAU",,,"Cool",,,,,,"005B0000004iDzrIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Graphic Converting","Corporate",,"false","012B0000000ATFWIA4","Brett Rivera","Apparel","006B0000004OzuiIAC","Closed Lost",,"2018-08-29T05:23:35.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfS3IAK","true","001B000000mBfS3IAK","006B0000004OzuiIAC","true","Fields Sales","USA","2018-08-29T05:54:49.000Z","005B0000004iDzuIAE","N/A",,"00QB0000005dAkPMAU","001B000000mBfS3IAK",,"Warm","Omitted","003B000000DSQnIIAX","Apparel","003B000000DSQnIIAX","001B000000mBfS3IAK","005B0000004iDzuIAE","Omitted",,"Community","Graphic Converting 189","2019-10-18","NH","true","Brett Rivera","2018-08-29T05:46:20.000Z","005B0000004iDzuIAE","2020-02-26T19:40:00.000Z","Graphic Converting","Fields Sales",,698.48,3226000,414,90,0,105000
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Hector Weaver","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Pending","00QB0000005dAkQMAU",,,"Warm",,,,,,"005B0000004iE03IAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Christopher Cowan","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Draft","00QB0000005dAkRMAU",,,"Hot",,,,,,"005B0000004iDzxIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Samantha Browning","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAkSMAU",,,"Hot",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Sandra Martinez","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAkTMAU",,,"Warm",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Erica Phillips","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkUMAU",,,"Hot",,,,,,"005B0000004iE01IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Gary Daniels","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkVMAU",,,"Hot",,,,,,"005B0000004iE02IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Jose Tucker","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAkWMAU",,,"Cool",,,,,,"005B0000004iDzvIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Shane Thompson","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Pending","00QB0000005dAkXMAU",,,"Cool",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Tina Klein","N/A",,,,,"2020-07-27T17:25:13.544Z","New",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","New","00QB0000005dAkYMAU",,,"Warm",,,,,,"005B0000004iDzvIAE",,"01JB000000AL5idMAD",,,,,"true",,,,,,,1,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Kathryn Bernard","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Pending","00QB0000005dAkZMAU",,,"Hot",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Concrete.com","Corporate",,"false","012B0000000ATFfIAO","Jackson Peterson","Transportation","006B0000004OzvEIAS","Closed Lost",,"2018-08-29T05:23:35.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfSQIA0","true","001B000000mBfSQIA0","006B0000004OzvEIAS","true","Reseller","USA","2018-08-29T05:54:49.000Z","005B0000004iDzxIAE","N/A",,"00QB0000005dAkaMAE","001B000000mBfSQIA0",,"Warm","Omitted","003B000000DSQnfIAH","Transportation","003B000000DSQnfIAH","001B000000mBfSQIA0","005B0000004iDzxIAE","Omitted",,"Partner","Concrete.com 35","2019-09-26","AL","true","Jackson Peterson","2018-08-29T05:46:20.000Z","005B0000004iDzxIAE","2020-02-26T19:40:00.000Z","Concrete.com","Reseller",,698.48,5333000,392,40,0,21840
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Keith Hughes","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAkbMAE",,,"Warm",,,,,,"005B0000004iE02IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"William James","N/A",,,,,"2020-07-27T17:25:13.544Z","Archived",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkcMAE",,,"Cool",,,,,,"005B0000004iDzrIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Lindsay Cardenas","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAkdMAE",,,"Cool",,,,,,"005B0000004iE03IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Victor Johnson","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkeMAE",,,"Cool",,,,,,"005B0000004iDzuIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"John Evans","N/A",,,,,"2020-07-27T17:25:13.544Z","Archived",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkfMAE",,,"Cool",,,,,,"005B0000004iDzrIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Jesse Avila","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAkgMAE",,,"Cool",,,,,,"005B0000004iDzyIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Compulan","Corporate",,"true","012B0000000ATFfIAO","Derek Nguyen","Consulting","006B0000004OzvnIAC","Closed Won",,"2018-08-29T05:23:35.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfSnIAK","true","001B000000mBfSnIAK","006B0000004OzvnIAC","true","Reseller","USA","2018-08-29T05:54:49.000Z","005B0000004iDzsIAE","N/A",,"00QB0000005dAkhMAE","001B000000mBfSnIAK",,"Cool","Closed","003B000000DSQo2IAH","Consulting","003B000000DSQo2IAH","001B000000mBfSnIAK","005B0000004iDzwIAE","Closed",,"Data.com","Compulan 65","2019-08-02","VT","true","Derek Nguyen","2018-08-29T05:46:20.000Z","005B0000004iDzwIAE","2020-02-26T19:40:00.000Z","Compulan","Reseller",,698.48,6595000,337,33,0,10000
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"William Zuniga","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Working","00QB0000005dAkiMAE",,,"Warm",,,,,,"005B0000004iDzxIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Hannah Sanders","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkjMAE",,,"Hot",,,,,,"005B0000004iE02IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Chris Petty","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Pending","00QB0000005dAkkMAE",,,"Hot",,,,,,"005B0000004iDzuIAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Heather Stevenson","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAklMAE",,,"Warm",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Michelle Stevens","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Working","00QB0000005dAkmMAE",,,"Hot",,,,,,"005B0000004iDzsIAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Luis Alvarez","N/A",,,,,"2020-07-27T17:25:13.544Z","New",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","New","00QB0000005dAknMAE",,,"Cool",,,,,,"005B0000004iDztIAE",,"01JB000000AL5idMAD",,,,,"true",,,,,,,1,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Donald King","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Pending","00QB0000005dAkoMAE",,,"Cool",,,,,,"005B0000004iDzsIAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Philip Olsen","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Rejected","00QB0000005dAkpMAE",,,"Hot",,,,,,"005B0000004iDzwIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Daniel Kim","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAkqMAE",,,"Hot",,,,,,"005B0000004iE02IAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Maria Humphrey","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Rejected","00QB0000005dAkrMAE",,,"Warm",,,,,,"005B0000004iDzsIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Linda Jenkins","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAksMAE",,,"Warm",,,,,,"005B0000004iE03IAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Paul Ponce","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAktMAE",,,"Warm",,,,,,"005B0000004iDzrIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"William Ramsey","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAkuMAE",,,"Cool",,,,,,"005B0000004iE01IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Deanna Nguyen","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Rejected","00QB0000005dAkvMAE",,,"Hot",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","TerraData","Corporate",,"false","012B0000000ATFfIAO","Angel Fitzgerald","Electronics","006B0000004OzwbIAC","Closed Lost",,"2018-08-29T05:23:35.000Z","2020-07-27T17:25:13.544Z","Qualified - Convert","001B000000mBfTTIA0","true","001B000000mBfTTIA0","006B0000004OzwbIAC","true","Fields Sales","USA","2018-08-29T05:54:49.000Z","005B0000004iDzvIAE","N/A",,"00QB0000005dAkwMAE","001B000000mBfTTIA0",,"Warm","Omitted","003B000000DSQoiIAH","Electronics","003B000000DSQoiIAH","001B000000mBfTTIA0","005B0000004iDzvIAE","Omitted",,"Referral","TerraData 116","2020-02-26","AL","true","Angel Fitzgerald","2018-08-29T05:46:20.000Z","005B0000004iDzvIAE","2020-02-26T19:40:02.000Z","TerraData","Fields Sales",,698.48,7269000,545,216,0,105000
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Nicholas Ware","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAkxMAE",,,"Hot",,,,,,"005B0000004iDzwIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Jose Freeman","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAkyMAE",,,"Hot",,,,,,"005B0000004iDzvIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Heather Kaiser","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Rejected","00QB0000005dAkzMAE",,,"Hot",,,,,,"005B0000004iDzrIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Jessica Davis","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAl0MAE",,,"Cool",,,,,,"005B0000004iE02IAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Lori Richards","N/A",,,,,"2020-07-27T17:25:13.544Z","Working",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Working","00QB0000005dAl1MAE",,,"Warm",,,,,,"005B0000004iE02IAE",,"01JB000000AL5ieMAD",,,,,"true",,,,,,,2,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Matthew Perez","N/A",,,,,"2020-07-27T17:25:13.544Z","New",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","New","00QB0000005dAl2MAE",,,"Hot",,,,,,"005B0000004iDzrIAE",,"01JB000000AL5idMAD",,,,,"true",,,,,,,1,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Troy Mitchell","N/A",,,,,"2020-07-27T17:25:13.544Z","Open",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAl3MAE",,,"Warm",,,,,,"005B0000004iE02IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Robin Diaz","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Draft","00QB0000005dAl4MAE",,,"Warm",,,,,,"005B0000004iE03IAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Elizabeth Foster","N/A",,,,,"2020-07-27T17:25:13.544Z","Contacted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAl5MAE",,,"Hot",,,,,,"005B0000004iDzrIAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Christine Gonzales","N/A",,,,,"2020-07-27T17:25:13.544Z","Archived",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A",,"00QB0000005dAl6MAE",,,"Warm",,,,,,"005B0000004iE02IAE",,,,,,,"true",,,,,,,,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Christopher Lopez","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAl7MAE",,,"Cool",,,,,,"005B0000004iDzyIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Andrea Cobb","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAl8MAE",,,"Warm",,,,,,"005B0000004iDzuIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Katrina Murray","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Rejected","00QB0000005dAl9MAE",,,"Warm",,,,,,"005B0000004iDztIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Chelsea Andrews","N/A",,,,,"2020-07-27T17:25:13.544Z","Rejected",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Rejected","00QB0000005dAlAMAU",,,"Hot",,,,,,"005B0000004iDzwIAE",,"01JB000000AL5iUMAT",,,,,"true",,,,,,,10,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Allison Hubbard","N/A",,,,,"2020-07-27T17:25:13.544Z","Draft",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Draft","00QB0000005dAlBMAU",,,"Warm",,,,,,"005B0000004iDzsIAE",,"01JB000000AL68WMAT",,,,,"true",,,,,,,6,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Jonathan Reeves","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAlCMAU",,,"Warm",,,,,,"005B0000004iE03IAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Alexis Foster","N/A",,,,,"2020-07-27T17:25:13.544Z","Pending",,"false",,,,"Fields Sales",,"2018-08-29T05:54:49.000Z",,"N/A","Pending","00QB0000005dAlDMAU",,,"Warm",,,,,,"005B0000004iE01IAE",,"01JB000000AL5iiMAD",,,,,"true",,,,,,,9,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Johnny Porter","N/A",,,,,"2020-07-27T17:25:13.544Z","Approved",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Approved","00QB0000005dAlEMAU",,,"Hot",,,,,,"005B0000004iDzxIAE",,"01JB000000AL5iTMAT",,,,,"true",,,,,,,8,698.48,,0,,698,
"2020-02-26T19:53:23.000Z","Not Applicable",,,,,"Brian Simmons","N/A",,,,,"2020-07-27T17:25:13.544Z","Submitted",,"false",,,,"Reseller",,"2018-08-29T05:54:49.000Z",,"N/A","Submitted","00QB0000005dAlFMAU",,,"Cool",,,,,,"005B0000004iDzuIAE",,"01JB000000AL5iSMAT",,,,,"true",,,,,,,7,698.48,,0,,698,
