"HOUSEHOLD","OWNERTITLE","OWNERUNIQUEUSERNAME","OWNERID","OWNERSTATE","HOUSEHOLDCREATEDDATE","ACCOUNTCLIENTCATEGORYCUSTOM","ACCOUNTRELATIONSHIPSTARTDATE","LASTMODIFIEDDATE","ACCOUNTSERVICEMODEL","HELDAWAY","ACCOUNTBILLINGCITY","OWNERPHONE","CREATEDDATE","OWNERCITY","RECORDTYPENAME","OWNERROLENAME","ACCOUNTID","HOUSEHOLDNAME","OWNERSMALLPHOTOURL","ID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","ACCOUNTNEXTREVIEW","LastProcessedDate","PRIMARYOWNER","ACCOUNTCREATEDDATE","ACCOUNTMARKETINGSEGMENT","OWNERNAME","NAME","ACCOUNTBALANCEBUCKET","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","ACCOUNTSTATUS","MANAGE","OWNEREMAIL","OWNERSHIP","DepositAndInvestmentBalanceAmount","LOANAMOUNT","BALANCEAMOUNT","INVESTMENTAMOUNT","ACCOUNTYEARSSINCECLIENT","ACCOUNTDAYSSINCELASTINTERACTION"
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-04-05","1 - Platinum","2017-09-17","2019-08-22","Tier 1","true","Alyssamouth",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFfuQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfuQAF-1087","6. Greater than 15Y","2019-04-08T07:11:27","3. 30-49","2.01908231740307E+019","Growth","Kamal Houston","2019-04-28","2020-07-06","0051U000005JQyrQAG","2019-04-05","Mass Market","Allen Advisor","Kamal Houston Mutual Fund1087","1. Less than 50k","Mutual Fund","Female","NY","Active","false","allen.advisor@example.com","Trust",522305,4100,301485,220820,2017,137
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-04-05","1 - Platinum","2017-09-17","2019-08-22","Tier 1","true","Alyssamouth",,"2020-07-02","Chicago","Mutual Fund Investment","Manager","0011U00000KuFfuQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfuQAF-1088","6. Greater than 15Y","2019-04-08T07:11:27","3. 30-49","2.01908231740307E+019","Growth","Kamal Houston","2019-04-28","2020-07-06","0051U000005JQyrQAG","2019-04-05","Mass Market","Allen Advisor","Kamal Houston Mutual Fund1088","1. Less than 50k","Mutual Fund","Female","NY","Active","false","allen.advisor@example.com","Individual",649630,2623,390766,258864,2017,137
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-04","2 - Gold","2017-12-11","2019-08-20","Tier 1","true","Andrewmouth",,"2020-07-02","San Francisco","Mutual Fund Investment","Manager","0011U00000KuFfvQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFfvQAF-1089","6. Greater than 15Y","2019-08-18T00:36:57","5. > 69","2.01908231740307E+019","Income","Rylee Pittman","2018-12-17","2020-07-06","0051U000005L4E9QAK","2019-02-04","High Net Worth Families","Brenda Banker","Rylee Pittman Mutual Fund1089","1. Less than 50k","Mutual Fund","Male","NY","Prospect","false","sunil.dixit@example.com","Joint",480053,3761,321635,158418,2018,5
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-04","2 - Gold","2017-12-11","2019-08-22","Tier 1","true","Andrewmouth",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFfvQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFfvQAF-1090","6. Greater than 15Y","2019-08-18T00:36:57","5. > 69","2.01908231740307E+019","Income","Rylee Pittman","2018-12-17","2020-07-06","0051U000005L4E9QAK","2019-02-04","High Net Worth Families","Brenda Banker","Rylee Pittman Brokerage1090","1. Less than 50k","Brokerage","Male","NY","Prospect","false","sunil.dixit@example.com","Trust",492245,4381,363074,129171,2018,5
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-04","2 - Gold","2017-12-11","2019-08-22","Tier 1","false","Andrewmouth",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFfvQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFfvQAF-1091","6. Greater than 15Y","2019-08-18T00:36:57","5. > 69","2.01908231740307E+019","Income","Rylee Pittman","2018-12-17","2020-07-06","0051U000005L4E9QAK","2019-02-04","High Net Worth Families","Brenda Banker","Rylee Pittman Mutual Fund1091","1. Less than 50k","Mutual Fund","Male","NY","Prospect","true","sunil.dixit@example.com","Trust",616756,2841,352350,264406,2018,5
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-09-28","1 - Platinum","2018-12-10","2019-08-23","Tier 3","true","Danielbury",,"2020-07-05","New York","Investment Account","Manager","0011U00000KuFfwQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFfwQAF-1092","6. Greater than 15Y","2019-06-26T17:47:26","2. 18-29","2.01908231740307E+019","Growth","Abra Waters","2018-11-30","2020-07-06","0051U000005KhW6QAK","2018-09-28","Millennials","Mark Garet","Abra Waters Fixed Annuity1092","1. Less than 50k","Fixed Annuity","Female","CA","Onboarding","false","mark.garet@example.com","Trust",549800,2817,312658,237142,2019,57
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-03-28","1 - Platinum","2015-08-27","2019-08-22","Tier 3","true","North Julieland",,"2020-07-04","Chicago","Investment Account","Manager","0011U00000KuFfxQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfxQAF-1093","6. Greater than 15Y","2019-07-29T19:42:09","4. 50-69","2.01908231740307E+019","Aggressive Growth","Imogene Rodriquez","2018-10-02","2020-07-06","0051U000005JQyrQAG","2019-03-28","Retired","Allen Advisor","Imogene Rodriquez Brokerage1093","2. Between 50k and 250k","Brokerage","Female","NY","Onboarding","false","allen.advisor@example.com","Trust",545783,2553,317254,228529,2017,24
,"Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-03-28","1 - Platinum","2015-08-27","2019-08-22","Tier 3","false","North Julieland",,"2020-07-04","Chicago","Investment Account","Manager","0011U00000KuFfxQAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfxQAF-1094","6. Greater than 15Y","2019-07-29T19:42:09","4. 50-69","2.01908231740307E+019","Aggressive Growth","Imogene Rodriquez","2018-10-02","2020-07-06","0051U000005JQyrQAG","2019-03-28","Retired","Allen Advisor","Imogene Rodriquez Managed Account1094","2. Between 50k and 250k","Managed Account","Female","NY","Onboarding","true","allen.advisor@example.com","Joint",556903,3044,283203,273700,2017,24
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-03-28","1 - Platinum","2015-08-27","2019-08-20","Tier 3","true","North Julieland",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFfxQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfxQAF-1095","6. Greater than 15Y","2019-07-29T19:42:09","4. 50-69","2.01908231740307E+019","Aggressive Growth","Imogene Rodriquez","2018-10-02","2020-07-06","0051U000005JQyrQAG","2019-03-28","Retired","Allen Advisor","Imogene Rodriquez Fixed Annuity1095","2. Between 50k and 250k","Fixed Annuity","Female","NY","Onboarding","false","allen.advisor@example.com","Individual",581140,4240,313465,267675,2017,24
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-03-21","3 - Silver","2014-06-23","2019-08-22","Tier 2","false","Donnahaven",,"2020-07-01","Chicago","Savings Account","Manager","0011U00000KuFfyQAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfyQAF-1096","6. Greater than 15Y","2019-07-01T21:43:31","3. 30-49","2.01908231740307E+019","Balanced Growth","Griffin Gross","2018-11-15","2020-07-06","0051U000005JQyrQAG","2019-03-21","Millennials","Allen Advisor","Griffin Gross Savings1096","2. Between 50k and 250k","Savings","Male","NY","Prospect","true","allen.advisor@example.com","Joint",466934,4464,345829,121105,2016,52
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-07-02","2 - Gold","2010-07-03","2019-08-22","Tier 3","true","Kirbyfurt",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFfzQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfzQAF-1097","6. Greater than 15Y","2018-08-29T07:47:40","4. 50-69","2.01908231740307E+019","Aggressive Growth","Otto Baird","2019-08-21","2020-07-06","0051U000005JQyrQAG","2018-07-02","Millennials","Allen Advisor","Otto Baird Managed Account1097","1. Less than 50k","Managed Account","Female","CA","Onboarding","false","allen.advisor@example.com","Trust",567617,2545,358957,208660,2015,359
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-07-02","2 - Gold","2010-07-03","2019-08-21","Tier 3","true","Kirbyfurt",,"2020-07-02","Chicago","Savings Account","Manager","0011U00000KuFfzQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfzQAF-1098","6. Greater than 15Y","2018-08-29T07:47:40","4. 50-69","2.01908231740307E+019","Aggressive Growth","Otto Baird","2019-08-21","2020-07-06","0051U000005JQyrQAG","2018-07-02","Millennials","Allen Advisor","Otto Baird Savings1098","1. Less than 50k","Savings","Female","CA","Onboarding","false","allen.advisor@example.com","Joint",564664,4239,339630,225034,2015,359
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2018-07-02","2 - Gold","2010-07-03","2019-08-20","Tier 3","false","Kirbyfurt",,"2020-07-02","Chicago","Bank Account","Manager","0011U00000KuFfzQAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFfzQAF-1099","6. Greater than 15Y","2018-08-29T07:47:40","4. 50-69","2.01908231740307E+019","Aggressive Growth","Otto Baird","2019-08-21","2020-07-06","0051U000005JQyrQAG","2018-07-02","Millennials","Allen Advisor","Otto Baird Checking1099","1. Less than 50k","Checking","Female","CA","Onboarding","true","allen.advisor@example.com","Individual",371031,3596,255306,115725,2015,359
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-01","5 - Standard","2011-01-10","2019-08-22","Tier 1","false","New Hayleyfort",,"2020-07-02","San Francisco","Bank Account","Manager","0011U00000KuFg0QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg0QAF-1100","6. Greater than 15Y","2019-07-26T12:50:05","4. 50-69","2.01908231740307E+019","Growth","James Malone","2019-05-05","2020-07-06","0051U000005L4E9QAK","2019-02-01","Affluent Professionals","Brenda Banker","James Malone Cash Management Account1100","2. Between 50k and 250k","Cash Management Account","Male","CA","Onboarding","true","sunil.dixit@example.com","Joint",444679,3386,330215,114464,2015,28
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-01","5 - Standard","2011-01-10","2019-08-19","Tier 1","false","New Hayleyfort",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFg0QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg0QAF-1101","6. Greater than 15Y","2019-07-26T12:50:05","4. 50-69","2.01908231740307E+019","Growth","James Malone","2019-05-05","2020-07-06","0051U000005L4E9QAK","2019-02-01","Affluent Professionals","Brenda Banker","James Malone Fixed Annuity1101","2. Between 50k and 250k","Fixed Annuity","Male","CA","Onboarding","true","sunil.dixit@example.com","Individual",481599,3553,326782,154817,2015,28
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-02-01","5 - Standard","2011-01-10","2019-08-20","Tier 1","true","New Hayleyfort",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFg0QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg0QAF-1102","6. Greater than 15Y","2019-07-26T12:50:05","4. 50-69","2.01908231740307E+019","Growth","James Malone","2019-05-05","2020-07-06","0051U000005L4E9QAK","2019-02-01","Affluent Professionals","Brenda Banker","James Malone Brokerage1102","2. Between 50k and 250k","Brokerage","Male","CA","Onboarding","false","sunil.dixit@example.com","Joint",391646,3830,278934,112712,2015,28
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-05-15","1 - Platinum","2018-08-20","2019-08-22","Tier 2","false","Reesestad",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFg1QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg1QAF-1103","6. Greater than 15Y","2019-08-22T14:11:03","4. 50-69","2.01908231740307E+019","Income","Matthew Mooney","2018-10-23","2020-07-06","0051U000005L4E9QAK","2019-05-15","Mass Market","Brenda Banker","Matthew Mooney Fixed Annuity1103","2. Between 50k and 250k","Fixed Annuity","Male","NJ","Active","true","sunil.dixit@example.com","Trust",481059,2650,352514,128545,2019,1
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2019-05-15","1 - Platinum","2018-08-20","2019-08-22","Tier 2","false","Reesestad",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFg1QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg1QAF-1104","6. Greater than 15Y","2019-08-22T14:11:03","4. 50-69","2.01908231740307E+019","Income","Matthew Mooney","2018-10-23","2020-07-06","0051U000005L4E9QAK","2019-05-15","Mass Market","Brenda Banker","Matthew Mooney Mutual Fund1104","2. Between 50k and 250k","Mutual Fund","Male","NJ","Active","true","sunil.dixit@example.com","Joint",591068,3337,335301,255767,2019,1
"0011U00000Kcp1KQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-13","5 - Standard","2013-03-31","2019-08-23","Tier 2","true","Bakershire",,"2020-07-05","San Francisco","Investment Account","Manager","0011U00000KuFg2QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg2QAF-1105","6. Greater than 15Y","2019-02-26T15:33:58","3. 30-49","2.01908231740307E+019","Growth","Deirdre West","2018-05-30","2020-07-06","0051U000005L4E9QAK","2018-08-13","Millennials","Brenda Banker","Deirdre West Mutual Fund1105","1. Less than 50k","Mutual Fund","Male","IL","Active","false","sunil.dixit@example.com","Trust",499386,4488,303819,195567,2014,178
"0011U00000Kcp1PQAR","Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-13","5 - Standard","2013-03-31","2019-08-22","Tier 2","true","Bakershire",,"2020-07-04","San Francisco","Investment Account","Manager","0011U00000KuFg2QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg2QAF-1106","6. Greater than 15Y","2019-02-26T15:33:58","3. 30-49","2.01908231740307E+019","Growth","Deirdre West","2018-05-30","2020-07-06","0051U000005L4E9QAK","2018-08-13","Millennials","Brenda Banker","Deirdre West Managed Account1106","1. Less than 50k","Managed Account","Male","IL","Active","false","sunil.dixit@example.com","Individual",614101,4320,385960,228141,2014,178
,"Personal Banker","Brenda Banker","0051U000005L4E9QAK","CA","2018-08-13","5 - Standard","2013-03-31","2019-08-20","Tier 2","false","Bakershire",,"2020-07-01","San Francisco","Investment Account","Manager","0011U00000KuFg2QAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","FinAcct.0011U00000KuFg2QAF-1107","6. Greater than 15Y","2019-02-26T15:33:58","3. 30-49","2.01908231740307E+019","Growth","Deirdre West","2018-05-30","2020-07-06","0051U000005L4E9QAK","2018-08-13","Millennials","Brenda Banker","Deirdre West Brokerage1107","1. Less than 50k","Brokerage","Male","IL","Active","true","sunil.dixit@example.com","Individual",499391,4097,280646,218745,2014,178
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-12-14","2 - Gold","2019-01-08","2019-08-22","Tier 1","false","Mcdonaldton",,"2020-07-04","New York","Mutual Fund Investment","Manager","0011U00000KuFg3QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFg3QAF-1108","6. Greater than 15Y","2019-05-26T01:09:50","5. > 69","2.01908231740307E+019","Balanced Growth","Nola Ramirez","2018-03-08","2020-07-06","0051U000005KhW6QAK","2018-12-14","Millennials","Mark Garet","Nola Ramirez Mutual Fund1108","2. Between 50k and 250k","Mutual Fund","Female","CA","Active","true","mark.garet@example.com","Joint",510579,3793,251659,258920,2019,89
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-06-01","1 - Platinum","2011-04-24","2019-08-23","Tier 3","true","South Kimberly",,"2020-07-05","Chicago","Investment Account","Manager","0011U00000KuFg4QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFg4QAF-1109","6. Greater than 15Y","2019-07-17T05:09:16","3. 30-49","2.01908231740307E+019","Growth","Otto Miller","2018-12-29","2020-07-06","0051U000005JQyrQAG","2019-06-01","Retired","Allen Advisor","Otto Miller Fixed Annuity1109","1. Less than 50k","Fixed Annuity","Female","NY","Active","false","allen.advisor@example.com","Trust",552035,4179,276352,275683,2014,37
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-06-01","1 - Platinum","2011-04-24","2019-08-22","Tier 3","true","South Kimberly",,"2020-07-02","Chicago","Investment Account","Manager","0011U00000KuFg4QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFg4QAF-1110","6. Greater than 15Y","2019-07-17T05:09:16","3. 30-49","2.01908231740307E+019","Growth","Otto Miller","2018-12-29","2020-07-06","0051U000005JQyrQAG","2019-06-01","Retired","Allen Advisor","Otto Miller Brokerage1110","1. Less than 50k","Brokerage","Female","NY","Active","false","allen.advisor@example.com","Trust",427242,3562,254729,172513,2014,37
,"NA","Mark Garet","0051U000005KhW6QAK","NY","2018-12-10","1 - Platinum","2012-03-15","2019-08-21","Tier 1","false","Alexanderfort",,"2020-07-02","New York","Investment Account","Manager","0011U00000KuFg5QAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFg5QAF-1111","6. Greater than 15Y","2019-02-07T18:12:32","4. 50-69","2.01908231740307E+019","Growth","Theodore Mcgowan","2018-10-23","2020-07-06","0051U000005KhW6QAK","2018-12-10","Retired","Mark Garet","Theodore Mcgowan Fixed Annuity1111","2. Between 50k and 250k","Fixed Annuity","Male","MI","Active","true","mark.garet@example.com","Joint",637097,2843,376776,260321,2015,196
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2019-01-19","3 - Silver","2015-10-29","2019-08-22","Tier 1","true","Juliamouth",,"2020-07-04","New York","Investment Account","Manager","0011U00000KuFg6QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFg6QAF-1112","6. Greater than 15Y","2019-08-17T17:09:46","3. 30-49","2.01908231740307E+019","Balanced Growth","Anika Bright","2019-03-06","2020-07-06","0051U000005KhW6QAK","2019-01-19","Mass Market","Mark Garet","Anika Bright Mutual Fund1112","2. Between 50k and 250k","Mutual Fund","Male","CA","Active","false","mark.garet@example.com","Individual",526400,2652,273844,252556,2017,6
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-05-09","1 - Platinum","2011-07-10","2019-08-22","Tier 2","true","Fieldsburgh",,"2020-07-04","Chicago","Investment Account","Manager","0011U00000KuFg7QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFg7QAF-1113","6. Greater than 15Y","2019-05-25T21:43:32","2. 18-29","2.01908231740307E+019","Balanced Growth","Daquan Scott","2018-06-16","2020-07-06","0051U000005JQyrQAG","2019-05-09","Millennials","Allen Advisor","Daquan Scott Fixed Annuity1113","1. Less than 50k","Fixed Annuity","Female","CA","Onboarding","false","allen.advisor@example.com","Individual",540159,3422,378742,161417,2014,89
"0011U00000Kcp1KQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-05-09","1 - Platinum","2011-07-10","2019-08-21","Tier 2","true","Fieldsburgh",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFg7QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFg7QAF-1114","6. Greater than 15Y","2019-05-25T21:43:32","2. 18-29","2.01908231740307E+019","Balanced Growth","Daquan Scott","2018-06-16","2020-07-06","0051U000005JQyrQAG","2019-05-09","Millennials","Allen Advisor","Daquan Scott Fixed Annuity1114","1. Less than 50k","Fixed Annuity","Female","CA","Onboarding","false","allen.advisor@example.com","Individual",508730,3714,304114,204616,2014,89
"0011U00000Kcp1PQAR","Financial Advisor","Allen Advisor","0051U000005JQyrQAG","IL","2019-05-09","1 - Platinum","2011-07-10","2019-08-20","Tier 2","true","Fieldsburgh",,"2020-07-01","Chicago","Investment Account","Manager","0011U00000KuFg7QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","FinAcct.0011U00000KuFg7QAF-1115","6. Greater than 15Y","2019-05-25T21:43:32","2. 18-29","2.01908231740307E+019","Balanced Growth","Daquan Scott","2018-06-16","2020-07-06","0051U000005JQyrQAG","2019-05-09","Millennials","Allen Advisor","Daquan Scott Managed Account1115","1. Less than 50k","Managed Account","Female","CA","Onboarding","false","allen.advisor@example.com","Individual",476486,3572,372830,103656,2014,89
,"NA","Mark Garet","0051U000005KhW6QAK","NY","2018-03-16","1 - Platinum","2014-06-19","2019-08-23","Tier 3","true","Nicoleborough",,"2020-07-05","New York","Investment Account","Manager","0011U00000KuFg8QAF",,"https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFg8QAF-1116","6. Greater than 15Y","2018-05-26T03:04:17","3. 30-49","2.01908231740307E+019","Income","Denise Middleton","2018-07-15","2020-07-06","0051U000005KhW6QAK","2018-03-16","Affluent Professionals","Mark Garet","Denise Middleton Managed Account1116","2. Between 50k and 250k","Managed Account","Female","FL","Active","false","mark.garet@example.com","Trust",444566,3281,255855,188711,2016,454
"0011U00000Kcp1KQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-03-16","1 - Platinum","2014-06-19","2019-08-19","Tier 3","false","Nicoleborough",,"2020-07-01","New York","Investment Account","Manager","0011U00000KuFg8QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFg8QAF-1117","6. Greater than 15Y","2018-05-26T03:04:17","3. 30-49","2.01908231740307E+019","Income","Denise Middleton","2018-07-15","2020-07-06","0051U000005KhW6QAK","2018-03-16","Affluent Professionals","Mark Garet","Denise Middleton Managed Account1117","2. Between 50k and 250k","Managed Account","Female","FL","Active","true","mark.garet@example.com","Trust",623314,2992,377377,245937,2016,454
"0011U00000Kcp1PQAR","NA","Mark Garet","0051U000005KhW6QAK","NY","2018-03-16","1 - Platinum","2014-06-19","2019-08-22","Tier 3","true","Nicoleborough",,"2020-07-02","New York","Investment Account","Manager","0011U00000KuFg8QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","FinAcct.0011U00000KuFg8QAF-1118","6. Greater than 15Y","2018-05-26T03:04:17","3. 30-49","2.01908231740307E+019","Income","Denise Middleton","2018-07-15","2020-07-06","0051U000005KhW6QAK","2018-03-16","Affluent Professionals","Mark Garet","Denise Middleton Fixed Annuity1118","2. Between 50k and 250k","Fixed Annuity","Female","FL","Active","false","mark.garet@example.com","Joint",480808,4006,287016,193792,2016,454
"0011U00000Kcp1KQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-01-20","1 - Platinum","2018-09-15","2019-08-22","Tier 2","true","Pamelafort",,"2020-07-02","Florida","Mutual Fund Investment","Manager","0011U00000KuFg9QAF","Adams Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFg9QAF-1119","6. Greater than 15Y","2019-05-28T00:09:36","2. 18-29","2.01908231740307E+019","Growth","Dorothy Keith","2018-07-06","2020-07-06","0051U000005L6eJQAS","2019-01-20","Affluent Professionals","Chelsea Advisor","Dorothy Keith Mutual Fund1119","1. Less than 50k","Mutual Fund","Male","NJ","Prospect","false","ryan.dobson@example.com","Individual",639884,3650,360849,279035,2019,87
"0011U00000Kcp1PQAR","NA","Chelsea Advisor","0051U000005L6eJQAS","FL","2019-01-20","1 - Platinum","2018-09-15","2019-08-22","Tier 2","true","Pamelafort",,"2020-07-03","Florida","Bank Account","Manager","0011U00000KuFg9QAF","Symonds Household (Sample)","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","FinAcct.0011U00000KuFg9QAF-1120","6. Greater than 15Y","2019-05-28T00:09:36","2. 18-29","2.01908231740307E+019","Growth","Dorothy Keith","2018-07-06","2020-07-06","0051U000005L6eJQAS","2019-01-20","Affluent Professionals","Chelsea Advisor","Dorothy Keith Checking1120","1. Less than 50k","Checking","Male","NJ","Prospect","false","ryan.dobson@example.com","Individual",486144,2820,255246,230898,2019,87
