"FINANCIALACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","TRANSACTIONDATE","ACCOUNTSERVICEMODEL","HELDAWAY","FINANCIALACCOUNTID","ACCOUNTOWNERNAME","TRANSACTIONTYPE","ACCOUNTID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","TRANSACTIONSTATUS","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACCOUNTBALANCEBUCKET","FEESTYPE","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","BALANCEAMOUNT","FEES","AMOUNT"
"Lacota Kramer Cash Management Account836","3 - Silver","2018-05-21","Tier 2",False,"FinAcct.0011U00000KuFdvQAF-836","Mark Garet","Credit","0011U00000KuFdvQAF","6. Greater than 15Y","2019-06-03T08:09:13","4. 50-69","20190829100511427864","A","Income","Lacota Kramer","2019-10-07","Retired","1. Less than 50k","Cashier's Check Fees","Cash Management Account","Male","IL",0,3,500
"Lacota Kramer Cash Management Account836","3 - Silver","2018-07-20","Tier 2",False,"FinAcct.0011U00000KuFdvQAF-836","Mark Garet","Debit","0011U00000KuFdvQAF","6. Greater than 15Y","2019-06-03T08:09:13","4. 50-69","20190829100511427864","A","Income","Lacota Kramer","2019-10-07","Retired","1. Less than 50k","Cashier's Check Fees","Cash Management Account","Male","IL",0,1,100
"Lacota Kramer Cash Management Account836","3 - Silver","2018-11-02","Tier 2",False,"FinAcct.0011U00000KuFdvQAF-836","Mark Garet","Credit","0011U00000KuFdvQAF","6. Greater than 15Y","2019-06-03T08:09:13","4. 50-69","20190829100511427864","A","Income","Lacota Kramer","2019-10-07","Retired","1. Less than 50k","Checking Account Fees","Cash Management Account","Male","IL",0,1,500
"Lacota Kramer Cash Management Account836","3 - Silver","2018-12-02","Tier 2",False,"FinAcct.0011U00000KuFdvQAF-836","Mark Garet","Credit","0011U00000KuFdvQAF","6. Greater than 15Y","2019-06-03T08:09:13","4. 50-69","20190829100511427864","A","Income","Lacota Kramer","2019-10-07","Retired","1. Less than 50k","ATM Fees(Out of network)","Cash Management Account","Male","IL",0,1,800
"Lacota Kramer Cash Management Account836","3 - Silver","2019-01-01","Tier 2",False,"FinAcct.0011U00000KuFdvQAF-836","Mark Garet","Credit","0011U00000KuFdvQAF","6. Greater than 15Y","2019-06-03T08:09:13","4. 50-69","20190829100511427864","B","Income","Lacota Kramer","2019-10-07","Retired","1. Less than 50k","Additional Checks Fees","Cash Management Account","Male","IL",0,5,1000
"Lacota Kramer Cash Management Account836","3 - Silver","2019-05-01","Tier 2",False,"FinAcct.0011U00000KuFdvQAF-836","Mark Garet","Credit","0011U00000KuFdvQAF","6. Greater than 15Y","2019-06-03T08:09:13","4. 50-69","20190829100511427864","B","Income","Lacota Kramer","2019-10-07","Retired","1. Less than 50k","Cashier's Check Fees","Cash Management Account","Male","IL",0,5,1000
"Heather Mueller Mutual Fund835","5 - Standard","2018-03-22","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Credit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","A","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","TX",0,5,800
"Heather Mueller Mutual Fund835","5 - Standard","2018-05-21","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Credit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","A","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","TX",0,3,1000
"Heather Mueller Mutual Fund835","5 - Standard","2018-06-05","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Debit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","A","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","TX",0,3,1000
"Heather Mueller Mutual Fund835","5 - Standard","2018-10-03","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Debit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","A","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","TX",0,5,100
"Heather Mueller Mutual Fund835","5 - Standard","2019-01-01","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Debit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","A","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Female","TX",0,1,100
"Heather Mueller Mutual Fund835","5 - Standard","2019-04-01","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Debit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","A","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Cashier's Check Fees","Mutual Fund","Female","TX",0,3,800
"Heather Mueller Mutual Fund835","5 - Standard","2019-05-31","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Debit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","B","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","TX",0,1,800
"Heather Mueller Mutual Fund835","5 - Standard","2019-06-15","Tier 3",False,"FinAcct.0011U00000KuFduQAF-835","Brenda Banker","Debit","0011U00000KuFduQAF","6. Greater than 15Y","2019-05-23T14:34:31","4. 50-69","20190829100511427864","B","Growth","Heather Mueller","2019-10-07","High Net Worth Families","2. Between 50k and 250k","Debit Card Transaction Fees","Mutual Fund","Female","TX",0,3,500
"Sybill Ayala Mutual Fund833","5 - Standard","2018-05-30","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-833","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","B","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Female","NY",0,1,500
"Sybill Ayala Mutual Fund833","5 - Standard","2018-06-27","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-833","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Female","NY",0,3,800
"Sybill Ayala Mutual Fund833","5 - Standard","2018-07-25","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-833","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","NY",0,5,800
"Sybill Ayala Mutual Fund833","5 - Standard","2018-09-19","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-833","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Card replacement Fees","Mutual Fund","Female","NY",0,3,500
"Sybill Ayala Mutual Fund833","5 - Standard","2018-10-17","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-833","Allen Advisor","Credit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Cashier's Check Fees","Mutual Fund","Female","NY",0,1,100
"Sybill Ayala Mutual Fund833","5 - Standard","2019-07-24","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-833","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Mutual Fund","Female","NY",0,5,800
"Sybill Ayala Checking832","5 - Standard","2018-03-22","Tier 3",False,"FinAcct.0011U00000KuFdtQAF-832","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","B","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Checking","Female","NY",0,1,800
"Sybill Ayala Checking832","5 - Standard","2018-08-19","Tier 3",False,"FinAcct.0011U00000KuFdtQAF-832","Allen Advisor","Credit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","B","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Checking","Female","NY",0,5,800
"Sybill Ayala Checking832","5 - Standard","2018-09-18","Tier 3",False,"FinAcct.0011U00000KuFdtQAF-832","Allen Advisor","Credit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Checking","Female","NY",0,5,800
"Sybill Ayala Checking832","5 - Standard","2019-01-16","Tier 3",False,"FinAcct.0011U00000KuFdtQAF-832","Allen Advisor","Credit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","B","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Checking","Female","NY",0,1,1000
"Sybill Ayala Checking832","5 - Standard","2019-05-16","Tier 3",False,"FinAcct.0011U00000KuFdtQAF-832","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Checking","Female","NY",0,5,1000
"Sybill Ayala Checking832","5 - Standard","2019-05-31","Tier 3",False,"FinAcct.0011U00000KuFdtQAF-832","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Card replacement Fees","Checking","Female","NY",0,1,100
"Sybill Ayala Mutual Fund831","5 - Standard","2018-07-25","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-831","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","NY",0,3,1000
"Sybill Ayala Mutual Fund831","5 - Standard","2018-08-22","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-831","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","B","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Female","NY",0,1,1000
"Sybill Ayala Mutual Fund831","5 - Standard","2019-01-09","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-831","Allen Advisor","Credit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","B","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","Card replacement Fees","Mutual Fund","Female","NY",0,5,100
"Sybill Ayala Mutual Fund831","5 - Standard","2019-02-06","Tier 3",True,"FinAcct.0011U00000KuFdtQAF-831","Allen Advisor","Debit","0011U00000KuFdtQAF","6. Greater than 15Y","2018-05-26T20:42:44","2. 18-29","20190829100511427864","A","Growth","Sybill Ayala","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","NY",0,5,100
"Yvonne Duncan Managed Account830","5 - Standard","2018-06-27","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-830","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Card replacement Fees","Managed Account","Male","CA",0,5,800
"Yvonne Duncan Managed Account830","5 - Standard","2018-11-14","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-830","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Managed Account","Male","CA",0,5,800
"Yvonne Duncan Managed Account830","5 - Standard","2018-12-12","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-830","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Managed Account","Male","CA",0,3,800
"Yvonne Duncan Managed Account830","5 - Standard","2019-02-06","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-830","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Cashier's Check Fees","Managed Account","Male","CA",0,5,100
"Yvonne Duncan Managed Account830","5 - Standard","2019-05-29","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-830","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,1,500
"Yvonne Duncan Managed Account829","5 - Standard","2018-05-30","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-829","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,1,1000
"Yvonne Duncan Managed Account829","5 - Standard","2018-10-17","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-829","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Managed Account","Male","CA",0,1,500
"Yvonne Duncan Managed Account829","5 - Standard","2019-05-29","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-829","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Managed Account","Male","CA",0,3,800
"Yvonne Duncan Managed Account829","5 - Standard","2019-06-26","Tier 2",True,"FinAcct.0011U00000KuFdsQAF-829","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Managed Account","Male","CA",0,3,500
"Yvonne Duncan Mutual Fund828","5 - Standard","2018-07-05","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Mutual Fund","Male","CA",0,1,800
"Yvonne Duncan Mutual Fund828","5 - Standard","2018-08-19","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Cashier's Check Fees","Mutual Fund","Male","CA",0,5,800
"Yvonne Duncan Mutual Fund828","5 - Standard","2018-09-18","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees","Mutual Fund","Male","CA",0,5,100
"Yvonne Duncan Mutual Fund828","5 - Standard","2018-11-02","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Card replacement Fees","Mutual Fund","Male","CA",0,5,500
"Yvonne Duncan Mutual Fund828","5 - Standard","2019-01-01","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Male","CA",0,5,800
"Yvonne Duncan Mutual Fund828","5 - Standard","2019-02-15","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","B","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Mutual Fund","Male","CA",0,1,500
"Yvonne Duncan Mutual Fund828","5 - Standard","2019-03-17","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Debit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Mutual Fund","Male","CA",0,1,1000
"Yvonne Duncan Mutual Fund828","5 - Standard","2019-05-31","Tier 2",False,"FinAcct.0011U00000KuFdsQAF-828","Chelsea Advisor","Credit","0011U00000KuFdsQAF","6. Greater than 15Y","2019-08-14T04:18:16","3. 30-49","20190829100511427864","A","Income","Yvonne Duncan","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Mutual Fund","Male","CA",0,5,1000
"Jillian Brock Cash Management Account827","2 - Gold","2018-06-27","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-827","Chelsea Advisor","Debit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Cash Management Account","Female","CA",0,5,100
"Jillian Brock Cash Management Account827","2 - Gold","2018-10-17","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-827","Chelsea Advisor","Credit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Cash Management Account","Female","CA",0,5,800
"Jillian Brock Cash Management Account827","2 - Gold","2018-12-12","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-827","Chelsea Advisor","Credit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Cash Management Account","Female","CA",0,5,1000
"Jillian Brock Cash Management Account827","2 - Gold","2019-04-03","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-827","Chelsea Advisor","Credit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","B","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Cash Management Account","Female","CA",0,1,100
"Jillian Brock Cash Management Account827","2 - Gold","2019-05-01","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-827","Chelsea Advisor","Credit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","B","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Cash Management Account","Female","CA",0,3,500
"Jillian Brock Cash Management Account827","2 - Gold","2019-06-26","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-827","Chelsea Advisor","Debit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees(Out of network)","Cash Management Account","Female","CA",0,5,1000
"Jillian Brock Cash Management Account827","2 - Gold","2019-07-24","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-827","Chelsea Advisor","Debit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Card replacement Fees","Cash Management Account","Female","CA",0,3,1000
"Jillian Brock Mutual Fund826","2 - Gold","2019-01-09","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-826","Chelsea Advisor","Debit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Female","CA",0,1,100
"Jillian Brock Mutual Fund826","2 - Gold","2019-03-06","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-826","Chelsea Advisor","Credit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Cashier's Check Fees","Mutual Fund","Female","CA",0,3,500
"Jillian Brock Mutual Fund826","2 - Gold","2019-04-03","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-826","Chelsea Advisor","Credit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Female","CA",0,1,100
"Jillian Brock Mutual Fund826","2 - Gold","2019-05-01","Tier 2",True,"FinAcct.0011U00000KuFdrQAF-826","Chelsea Advisor","Credit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","ATM Fees","Mutual Fund","Female","CA",0,5,1000
"Jillian Brock Mutual Fund825","2 - Gold","2019-01-31","Tier 2",False,"FinAcct.0011U00000KuFdrQAF-825","Chelsea Advisor","Debit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","A","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Checking Account Fees","Mutual Fund","Female","CA",0,5,1000
"Jillian Brock Mutual Fund825","2 - Gold","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFdrQAF-825","Chelsea Advisor","Debit","0011U00000KuFdrQAF","6. Greater than 15Y","2019-04-24T06:18:02","4. 50-69","20190829100511427864","B","Growth","Jillian Brock","2019-10-07","Millennials","2. Between 50k and 250k","Debit Card Transaction Fees","Mutual Fund","Female","CA",0,3,1000
"Odette Bolton Savings824","5 - Standard","2018-04-06","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Savings","Female","NY",0,1,800
"Odette Bolton Savings824","5 - Standard","2018-05-06","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Debit Card Transaction Fees","Savings","Female","NY",0,5,1000
"Odette Bolton Savings824","5 - Standard","2018-07-05","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Additional Checks Fees","Savings","Female","NY",0,5,100
"Odette Bolton Savings824","5 - Standard","2018-07-20","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Savings","Female","NY",0,3,1000
"Odette Bolton Savings824","5 - Standard","2018-09-03","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Savings","Female","NY",0,3,800
"Odette Bolton Savings824","5 - Standard","2018-10-03","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Debit Card Transaction Fees","Savings","Female","NY",0,1,500
"Odette Bolton Savings824","5 - Standard","2018-11-17","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Card replacement Fees","Savings","Female","NY",0,5,800
"Odette Bolton Savings824","5 - Standard","2018-12-17","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Savings","Female","NY",0,3,100
"Odette Bolton Savings824","5 - Standard","2019-04-01","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Savings","Female","NY",0,5,1000
