"Article.ArticleVersion.IsVisibleInApp","Article.ArticleVersion.DataCategory.DataCategoryGroupName","Case.Type","Case.Type_of_Support__c","IsSharedByEmail","ArticleVersionNumber","Case.Reason","Article.ArticleVersion.Title","CreatedById","Article.ArticleVersion.PublishStatus","Article.User.Name","KnowledgeArticleId","Article.ArticleVersion.IsVisibleInPrm","Article.CreatedById","Article.ArticleVersion.IsVisibleInPkb","Case.Status","User.Name","Article.ArticleVersion.VersionNumber","Article.ArticleVersion.IsVisibleInCsp","CaseId","User.Id","Case.Product_Family_KB__c","Article.ArticleVersion.DataCategory.DataCategoryName","isAttachedByOwner","CreatedDate","Id","Case.ED_Outcome__c"
"true",,"Product Support","Free","true","1.0","Software Question","Garden","005B0000003JLICIA4","Online",,"a4CB00000000EpbMAE","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B0000002uCZzIAM","005B0000003JLICIA4","Headphones",,"false","2020-02-23T22:17:40.000Z","a4HB000000004iRMAQ",81.6
"true",,"Product Support","Free","false","1.0","Software Question","Jewelery","005B0000003JLIFIA4","Online",,"a4CB00000000EpcMAE","true","005B0000003JK1iIAG","true","Closed","Allison Medina","1.0","true","500B00000045wbLIAQ","005B0000003JLIFIA4","Headphones",,"false","2020-02-22T21:56:31.000Z","a4HB000000004iSMAQ",51.6
,,"Product Support","Free","true","1.0","Software Question",,"005B0000003JLIHIA4",,,"a4CB00000000EpdMAE",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B00000045wbMIAQ","005B0000003JLIHIA4","Home Audio",,"false","2020-03-03T22:41:06.000Z","a4HB000000004iTMAQ",51.6
,,"Product Support","Free","false","1.0","Software Question",,"005B0000003JLIBIA4",,,"a4CB00000000EpeMAE",,"005B0000003JK1iIAG",,"Closed","Katie Cole",,,"500B00000045wbNIAQ","005B0000003JLIBIA4","Tablets",,"false","2020-01-10T00:12:48.000Z","a4HB000000004iUMAQ",51.6
"true",,"Product Support","Platinum","true","1.0","Feature Question","Grocery","005B0000003JLI5IAO","Online",,"a4CB00000000EpfMAE","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B000000358Z9IAI","005B0000003JLI5IAO","TVs",,"false","2020-01-19T18:23:45.000Z","a4HB000000004iVMAQ",51.6
"true",,"Product Support","Silver","true","1.0","Feature Question","Games","005B0000003JLI3IAO","Online",,"a4CB00000000EpgMAE","true","005B0000003JK1iIAG","true","Closed","Susan Pena","1.0","true","500B0000002uCaHIAU","005B0000003JLI3IAO","Cameras",,"false","2020-01-15T23:44:53.000Z","a4HB000000004iWMAQ",81.6
,,"Product Support","Silver","true","1.0","Feature Question",,"005B0000003JLI3IAO",,,"a4CB00000000EphMAE",,"005B0000003JK1iIAG",,"Closed","Susan Pena",,,"500B0000002uCaJIAU","005B0000003JLI3IAO","DVD Players",,"false","2020-03-03T18:45:07.000Z","a4HB000000004iXMAQ",81.6
"true",,"Product Support","Silver","false","1.0","Feature Question","Shoes","005B0000003JLI6IAO","Online",,"a4CB00000000EpiMAE","true","005B0000003JK1iIAG","true","Closed","William Edwards","1.0","true","500B0000002uCaKIAU","005B0000003JLI6IAO","DVD Players",,"false","2020-01-13T19:32:07.000Z","a4HB000000004iYMAQ",51.6
,,"Product Support","Free","false","1.0","Feature Question",,"005B0000003JLI6IAO",,,"a4CB00000000EpjMAE",,"005B0000003JK1iIAG",,"Closed","William Edwards",,,"500B000000355rKIAQ","005B0000003JLI6IAO","Headphones",,"false","2020-02-06T00:57:07.000Z","a4HB000000004iZMAQ",81.6
"true",,"Product Support","Basic","false","1.0","Feature Question","Garden","005B0000003JLIGIA4","Online",,"a4CB00000000EpkMAE","true","005B0000003JK1iIAG","true","Closed","Nicole Gill","1.0","true","500B00000045wbTIAQ","005B0000003JLIGIA4","TVs",,"false","2020-02-15T23:27:19.000Z","a4HB000000004iaMAA",51.6
,,"Product Support","Free","true","1.0","Feature Question",,"005B0000003JLIAIA4",,,"a4CB00000000EplMAE",,"005B0000003JK1iIAG",,"Closed","Danielle Wright",,,"500B00000045wbUIAQ","005B0000003JLIAIA4","Video Games",,"false","2020-02-14T18:46:12.000Z","a4HB000000004ibMAA",51.6
"true",,"Product Support","Free","false","1.0","Feature Question","Movies","005B0000003JLI7IAO","Online",,"a4CB00000000EpmMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045wbVIAQ","005B0000003JLI7IAO","Video Games",,"false","2020-02-01T22:31:45.000Z","a4HB000000004icMAA",66.6
"true",,"Product Support","Free","false","1.0","Feature Question","Computers","005B0000003JLIHIA4","Online",,"a4CB00000000EpnMAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B00000045wbWIAQ","005B0000003JLIHIA4","Cables",,"false","2020-01-26T21:06:34.000Z","a4HB000000004idMAA",70.4
"true",,"Product Support","Silver","false","1.0","Feature Question","Automotive","005B0000003JLIHIA4","Online",,"a4CB00000000EpoMAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B0000002uCaZIAU","005B0000003JLIHIA4","Cameras",,"false","2020-03-02T22:45:20.000Z","a4HB000000004ieMAA",51.6
,,"Product Support","Free","true","1.0","Feature Question",,"005B0000003JLIHIA4",,,"a4CB00000000EppMAE",,"005B0000003JK1iIAG",,"Closed","Katie Adams",,,"500B0000002uCaaIAE","005B0000003JLIHIA4","Cell Phones",,"false","2020-03-03T18:42:29.000Z","a4HB000000004ifMAA",51.6
,,"Product Support","Silver","false","1.0","Feature Question",,"005B0000003JLIJIA4",,,"a4CB00000000EpqMAE",,"005B0000003JK1iIAG",,"Closed","Vincent Parrish",,,"500B000000358ZUIAY","005B0000003JLIJIA4","DVD Players",,"false","2020-02-23T21:59:22.000Z","a4HB000000004igMAA",51.6
"true",,"Product Support","Free","true","1.0","Feature Question","Electronics","005B0000003JLI9IAO","Online",,"a4CB00000000EprMAE","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B0000002uCadIAE","005B0000003JLI9IAO","Headphones",,"false","2020-01-22T17:59:50.000Z","a4HB000000004ihMAA",51.6
,,"Product Support","Free","false","1.0","Feature Question",,"005B0000003JLI4IAO",,,"a4CB00000000EpsMAE",,"005B0000003JK1iIAG",,"Closed","Zachary Fisher",,,"500B000000358ZXIAY","005B0000003JLI4IAO","Cell Phones",,"false","2020-01-23T16:46:48.000Z","a4HB000000004iiMAA",51.6
"true",,"Product Support","Basic","false","1.0","Feature Question","Outdoors","005B0000003JLI7IAO","Online",,"a4CB00000000EptMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045wbcIAA","005B0000003JLI7IAO","TVs",,"false","2020-02-07T19:30:54.000Z","a4HB000000004ijMAA",81.6
,,"Product Support","Basic","false","1.0","Feature Question",,"005B0000003JLI8IAO",,,"a4CB00000000EpuMAE",,"005B0000003JK1iIAG",,"Closed","Nathaniel Castillo",,,"500B0000003376mIAA","005B0000003JLI8IAO","Video Games",,"false","2020-03-07T00:38:54.000Z","a4HB000000004ikMAA",82
"true",,"Product Support","Free","false","1.0","Feature Question","Clothing","005B0000003JLIGIA4","Online",,"a4CB00000000EpvMAE","true","005B0000003JK1iIAG","true","Closed","Nicole Gill","1.0","true","500B00000045wbfIAA","005B0000003JLIGIA4","Cell Phones",,"false","2020-02-22T23:32:34.000Z","a4HB000000004ilMAA",51.6
"true",,"Product Support","Free","false","1.0","Feature Question","Grocery","005B0000003JLIJIA4","Online",,"a4CB00000000EpwMAE","true","005B0000003JK1iIAG","true","Closed","Vincent Parrish","1.0","true","500B000000358ZfIAI","005B0000003JLIJIA4","Headphones",,"false","2020-01-24T20:53:26.000Z","a4HB000000004imMAA",51.6
,,"Product Support","Basic","false","1.0","Feature Question",,"005B0000003JLI6IAO",,,"a4CB00000000EpxMAE",,"005B0000003JK1iIAG",,"Closed","William Edwards",,,"500B00000045wbjIAA","005B0000003JLI6IAO","Tablets",,"false","2020-02-17T18:18:05.000Z","a4HB000000004inMAA",51.6
"true",,"Product Support","Free","true","1.0","Item Damaged","Tools","005B0000003JLI7IAO","Online",,"a4CB00000000EpyMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045wbvIAA","005B0000003JLI7IAO","Cables",,"false","2020-01-12T21:06:08.000Z","a4HB000000004ioMAA",67.1
,,"Product Support","Basic","false","1.0","Hardware Question",,"005B0000003JLI8IAO",,,"a4CB00000000EpzMAE",,"005B0000003JK1iIAG",,"On Hold","Nathaniel Castillo",,,"500B000000358ZrIAI","005B0000003JLI8IAO","Computers",,"false","2020-03-01T21:09:07.000Z","a4HB000000004ipMAA",81.6
,,"Product Support","Basic","false","1.0","Late Delivery",,"005B0000003JLIIIA4",,,"a4CB00000000Eq0MAE",,"005B0000003JK1iIAG",,"Closed","Marissa White",,,"500B000000355rnIAA","005B0000003JLIIIA4","Headphones",,"false","2020-02-04T17:27:37.000Z","a4HB000000004iqMAA",51.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Jewelery","005B0000003JLI7IAO","Online",,"a4CB00000000Eq1MAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045wbwIAA","005B0000003JLI7IAO","Video Games",,"false","2020-02-06T21:03:18.000Z","a4HB000000004irMAA",51.6
"true",,"Product Support","Silver","true","1.0","Late Delivery","Outdoors","005B0000003JLI9IAO","Online",,"a4CB00000000ErwMAE","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B0000002uCfQIAU","005B0000003JLI9IAO","Cables",,"false","2020-02-11T21:33:08.000Z","a4HB000000004kmMAA",67.2
,,"Product Support","Free","false","1.0","Item Damaged",,"005B0000003JLIAIA4",,,"a4CB00000000ErxMAE",,"005B0000003JK1iIAG",,"Working","Danielle Wright",,,"500B00000045wezIAA","005B0000003JLIAIA4","Computers",,"false","2020-02-29T19:20:02.000Z","a4HB000000004knMAA",51.6
"true",,"Product Support","Silver","false","1.0","Late Delivery","Music","005B0000003JLI9IAO","Online",,"a4CB00000000EryMAE","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B000000355vMIAQ","005B0000003JLI9IAO","DVD Players",,"false","2020-02-29T19:24:33.000Z","a4HB000000004koMAA",81.6
,,"Product Support","Silver","false","1.0","Late Delivery",,"005B0000003JLIGIA4",,,"a4CB00000000ErzMAE",,"005B0000003JK1iIAG",,"Closed","Nicole Gill",,,"500B000000358d0IAA","005B0000003JLIGIA4","DVD Players",,"false","2020-02-21T20:29:04.000Z","a4HB000000004kpMAA",51.6
,,"Product Support","Silver","true","1.0","Hardware Question",,"005B0000003JLIJIA4",,,"a4CB00000000Es0MAE",,"005B0000003JK1iIAG",,"Working","Vincent Parrish",,,"500B000000355vNIAQ","005B0000003JLIJIA4","DVD Players",,"false","2020-01-15T20:48:42.000Z","a4HB000000004kqMAA",51.6
,,"Product Support","Basic","false","1.0","Hardware Question",,"005B0000003JLI4IAO",,,"a4CB00000000Es1MAE",,"005B0000003JK1iIAG",,"Closed","Zachary Fisher",,,"500B0000002uCfXIAU","005B0000003JLI4IAO","TVs",,"false","2020-01-24T20:04:10.000Z","a4HB000000004krMAA",51.6
,,"Product Support","Basic","true","1.0","Late Delivery",,"005B0000003JLICIA4",,,"a4CB00000000Es2MAE",,"005B0000003JK1iIAG",,"Working","Jennifer Barton",,,"500B0000003379lIAA","005B0000003JLICIA4","TVs",,"false","2020-02-14T17:15:00.000Z","a4HB000000004ksMAA",51.6
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLI8IAO",,,"a4CB00000000Es3MAE",,"005B0000003JK1iIAG",,"Closed","Nathaniel Castillo",,,"500B00000045wf4IAA","005B0000003JLI8IAO","Cell Phones",,"false","2020-01-10T20:19:15.000Z","a4HB000000004ktMAA",51.6
"true",,"Product Support","Free","false","1.0","Item Damaged","Health","005B0000003JLI9IAO","Online",,"a4CB00000000Es4MAE","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B0000002uCfbIAE","005B0000003JLI9IAO","Headphones",,"false","2020-02-26T17:24:53.000Z","a4HB000000004kuMAA",51.6
,,"Product Support","Silver","false","1.0","Late Delivery",,"005B0000003JLI5IAO",,,"a4CB00000000Es5MAE",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B000000355vQIAQ","005B0000003JLI5IAO","Home Audio",,"false","2020-02-01T20:38:54.000Z","a4HB000000004kvMAA",51.6
,,"Product Support","Silver","false","1.0","Item Damaged",,"005B0000003JLIIIA4",,,"a4CB00000000Es6MAE",,"005B0000003JK1iIAG",,"Closed","Marissa White",,,"500B000000355vSIAQ","005B0000003JLIIIA4","Home Audio",,"false","2020-01-20T18:34:29.000Z","a4HB000000004kwMAA",51.6
,,"Product Support","Free","false","1.0","Item Damaged",,"005B0000003JLI3IAO",,,"a4CB00000000Es7MAE",,"005B0000003JK1iIAG",,"Closed","Susan Pena",,,"500B00000045wfBIAQ","005B0000003JLI3IAO","Video Games",,"false","2020-02-12T22:19:36.000Z","a4HB000000004kxMAA",85
"true",,"Product Support","Silver","true","1.0","Item Damaged","Health","005B0000003JLIJIA4","Online",,"a4CB00000000Es8MAE","true","005B0000003JK1iIAG","true","Working","Vincent Parrish","1.0","true","500B00000045wfCIAQ","005B0000003JLIJIA4","Cables",,"false","2020-01-29T00:03:31.000Z","a4HB000000004kyMAA",82.5
,,"Product Support","Free","true","1.0","Hardware Question",,"005B0000003JLICIA4",,,"a4CB00000000Es9MAE",,"005B0000003JK1iIAG",,"Closed","Jennifer Barton",,,"500B0000003379tIAA","005B0000003JLICIA4","Cell Phones",,"false","2020-02-19T00:03:22.000Z","a4HB000000004kzMAA",51.6
,,"Product Support","Free","false","1.0","Hardware Question",,"005B0000003JLIJIA4",,,"a4CB00000000EsAMAU",,"005B0000003JK1iIAG",,"Closed","Vincent Parrish",,,"500B000000358d8IAA","005B0000003JLIJIA4","Computers",,"false","2020-01-18T16:01:34.000Z","a4HB000000004l0MAA",51.6
"true",,"Product Support","Silver","true","1.0","Item Damaged","Toys","005B0000003JLICIA4","Online",,"a4CB00000000EsBMAU","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B00000045wfJIAQ","005B0000003JLICIA4","DVD Players",,"false","2020-03-03T22:50:49.000Z","a4HB000000004l1MAA",81.6
,,"Product Support","Silver","false","1.0","Hardware Question",,"005B0000003JLICIA4",,,"a4CB00000000EsCMAU",,"005B0000003JK1iIAG",,"Closed","Jennifer Barton",,,"500B0000002uCfmIAE","005B0000003JLICIA4","DVD Players",,"false","2020-02-14T16:58:10.000Z","a4HB000000004l2MAA",51.6
"true",,"Product Support","Silver","true","1.0","Late Delivery","Computers","005B0000003JLI7IAO","Online",,"a4CB00000000EsDMAU","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045wfKIAQ","005B0000003JLI7IAO","TVs",,"false","2020-01-12T22:58:10.000Z","a4HB000000004l3MAA",51.6
"true",,"Product Support","Silver","false","1.0","Late Delivery","Jewelery","005B0000003JLIFIA4","Online",,"a4CB00000000EsEMAU","true","005B0000003JK1iIAG","true","Escalated","Allison Medina","1.0","true","500B0000002uCfqIAE","005B0000003JLIFIA4","TVs",,"false","2020-02-06T17:01:07.000Z","a4HB000000004l4MAA",81.6
"true",,"Product Support","Platinum","false","1.0","Item Damaged","Games","005B0000003JLI8IAO","Online",,"a4CB00000000EsFMAU","true","005B0000003JK1iIAG","true","Closed","Nathaniel Castillo","1.0","true","500B000000355vdIAA","005B0000003JLI8IAO","Cell Phones",,"false","2020-02-19T18:52:28.000Z","a4HB000000004l5MAA",51.6
,,"Product Support","Silver","false","1.0","Hardware Question",,"005B0000003JLIBIA4",,,"a4CB00000000EsGMAU",,"005B0000003JK1iIAG",,"Closed","Katie Cole",,,"500B00000045wfNIAQ","005B0000003JLIBIA4","DVD Players",,"false","2020-03-07T20:12:49.000Z","a4HB000000004l6MAA",51.6
"true",,"Product Support","Silver","true","1.0","Hardware Question","Games","005B0000003JLIHIA4","Online",,"a4CB00000000EsHMAU","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B000000355veIAA","005B0000003JLIHIA4","DVD Players",,"false","2020-01-29T18:37:15.000Z","a4HB000000004l7MAA",81.6
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLI9IAO",,,"a4CB00000000EsIMAU",,"005B0000003JK1iIAG",,"Closed","Matthew Wong",,,"500B000000355vqIAA","005B0000003JLI9IAO","Video Games",,"false","2020-03-02T18:11:15.000Z","a4HB000000004l8MAA",66.3
,,"Product Support","Platinum","true","1.0","Item Damaged",,"005B0000003JLIHIA4",,,"a4CB00000000EsJMAU",,"005B0000003JK1iIAG",,"Response Received","Katie Adams",,,"500B0000002uCgAIAU","005B0000003JLIHIA4","Computers",,"false","2020-02-20T22:42:27.000Z","a4HB000000004l9MAA",51.6
,,"Product Support","Basic","false","1.0","Hardware Question",,"005B0000003JLI7IAO",,,"a4CB00000000EsKMAU",,"005B0000003JK1iIAG",,"Closed","Jane Nelson",,,"500B00000045wfZIAQ","005B0000003JLI7IAO","Tablets",,"false","2020-02-26T22:06:56.000Z","a4HB000000004lAMAQ",51.6
,,"Product Support","Silver","false","1.0","Hardware Question",,"005B0000003JLIEIA4",,,"a4CB00000000EsLMAU",,"005B0000003JK1iIAG",,"Closed","Melody Moore",,,"500B0000002uCgJIAU","005B0000003JLIEIA4","DVD Players",,"false","2020-03-03T19:18:56.000Z","a4HB000000004lBMAQ",81.6
,,"Product Support","Free","true","1.0","Late Delivery",,"005B0000003JLIGIA4",,,"a4CB00000000EsMMAU",,"005B0000003JK1iIAG",,"Closed","Nicole Gill",,,"500B00000045wgCIAQ","005B0000003JLIGIA4","Headphones",,"false","2020-02-25T17:31:34.000Z","a4HB000000004lCMAQ",51.6
"true",,"Product Support","Basic","false","1.0","Hardware Question","Shoes","005B0000003JLICIA4","Online",,"a4CB00000000EsNMAU","true","005B0000003JK1iIAG","true","Closed","Jennifer Barton","1.0","true","500B00000045wgEIAQ","005B0000003JLICIA4","Tablets",,"false","2020-02-07T18:50:00.000Z","a4HB000000004lDMAQ",51.6
,,"Product Support","Silver","true","1.0","Hardware Question",,"005B0000003JLI3IAO",,,"a4CB00000000EsOMAU",,"005B0000003JK1iIAG",,"Closed","Susan Pena",,,"500B000000358dYIAQ","005B0000003JLI3IAO","TVs",,"false","2020-02-10T18:11:18.000Z","a4HB000000004lEMAQ",51.6
"true",,"Product Support","Basic","true","1.0","Software Question","Automotive","005B0000003JLIAIA4","Online",,"a4CB00000000EzKMAU","true","005B0000003JK1iIAG","true","Closed","Danielle Wright","1.0","true","500B0000002uCzaIAE","005B0000003JLIAIA4","Computers",,"false","2020-02-08T16:35:49.000Z","a4HB000000004sAMAQ",51.6
"true",,"Product Support","Basic","true","1.0","Software Question","Beauty","005B0000003JLIJIA4","Online",,"a4CB00000000EzLMAU","true","005B0000003JK1iIAG","true","Closed","Vincent Parrish","1.0","true","500B00000045wsXIAQ","005B0000003JLIJIA4","Headphones",,"false","2020-01-28T17:06:02.000Z","a4HB000000004sBMAQ",51.6
,,"Product Support","Silver","true","1.0","Feature Question",,"005B0000003JLIGIA4",,,"a4CB00000000EzMMAU",,"005B0000003JK1iIAG",,"Closed","Nicole Gill",,,"500B0000002uCzgIAE","005B0000003JLIGIA4","TVs",,"false","2020-02-20T17:03:36.000Z","a4HB000000004sCMAQ",51.6
,,"Product Support","Silver","true","1.0","Software Question",,"005B0000003JLI5IAO",,,"a4CB00000000EzNMAU",,"005B0000003JK1iIAG",,"Closed","Crystal Rodriguez",,,"500B000000356BhIAI","005B0000003JLI5IAO","Tablets",,"false","2020-02-04T19:09:48.000Z","a4HB000000004sDMAQ",51.6
,,"Product Support","Basic","true","1.0","Late Delivery",,"005B0000003JLIEIA4",,,"a4CB00000000EzOMAU",,"005B0000003JK1iIAG",,"Closed","Melody Moore",,,"500B00000045wshIAA","005B0000003JLIEIA4","DVD Players",,"false","2020-01-16T21:22:31.000Z","a4HB000000004sEMAQ",81.6
,,"Product Support","Basic","false","1.0","Late Delivery",,"005B0000003JLI3IAO",,,"a4CB00000000EzPMAU",,"005B0000003JK1iIAG",,"Closed","Susan Pena",,,"500B000000356BtIAI","005B0000003JLI3IAO","DVD Players",,"false","2020-01-22T22:21:21.000Z","a4HB000000004sFMAQ",81.6
,,"Product Support","Free","false","1.0","Item Damaged",,"005B0000003JLIFIA4",,,"a4CB00000000EzQMAU",,"005B0000003JK1iIAG",,"Closed","Allison Medina",,,"500B00000045wsnIAA","005B0000003JLIFIA4","Video Games",,"false","2020-01-25T16:35:37.000Z","a4HB000000004sGMAQ",67.7
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLIFIA4",,,"a4CB00000000EzRMAU",,"005B0000003JK1iIAG",,"Closed","Allison Medina",,,"500B00000045wsoIAA","005B0000003JLIFIA4","Cables",,"false","2020-02-10T21:36:48.000Z","a4HB000000004sHMAQ",51.6
,,"Product Support","Free","false","1.0","Item Damaged",,"005B0000003JLIDIA4",,,"a4CB00000000EzSMAU",,"005B0000003JK1iIAG",,"Closed","Tammy Foley",,,"500B000000337MoIAI","005B0000003JLIDIA4","Headphones",,"false","2020-02-09T16:02:03.000Z","a4HB000000004sIMAQ",51.6
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLI7IAO",,,"a4CB00000000EzTMAU",,"005B0000003JK1iIAG",,"Closed","Jane Nelson",,,"500B00000045wsxIAA","005B0000003JLI7IAO","Computers",,"false","2020-02-09T23:40:34.000Z","a4HB000000004sJMAQ",81.6
,,"Product Support","Free","true","1.0","Item Damaged",,"005B0000003JLI8IAO",,,"a4CB00000000EzUMAU",,"005B0000003JK1iIAG",,"Closed","Nathaniel Castillo",,,"500B000000337MtIAI","005B0000003JLI8IAO","Headphones",,"false","2020-01-17T22:08:28.000Z","a4HB000000004sKMAQ",81.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Books","005B0000003JLI9IAO","Online",,"a4CB00000000EzVMAU","true","005B0000003JK1iIAG","true","Closed","Matthew Wong","1.0","true","500B0000002uD0cIAE","005B0000003JLI9IAO","Headphones",,"false","2020-01-15T22:04:48.000Z","a4HB000000004sLMAQ",51.6
"true",,"Product Support","Platinum","true","1.0","Late Delivery","Clothing","005B0000003JLIHIA4","Online",,"a4CB00000000EzWMAU","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B0000002uD0eIAE","005B0000003JLIHIA4","Cell Phones",,"false","2020-01-31T21:58:36.000Z","a4HB000000004sMMAQ",51.6
,,"Product Support","Platinum","false","1.0","Item Damaged",,"005B0000003JLICIA4",,,"a4CB00000000EzXMAU",,"005B0000003JK1iIAG",,"Closed","Jennifer Barton",,,"500B000000358qlIAA","005B0000003JLICIA4","Cell Phones",,"false","2020-02-19T23:26:08.000Z","a4HB000000004sNMAQ",81.6
,,"Product Support","Free","false","1.0","Late Delivery",,"005B0000003JLI3IAO",,,"a4CB00000000EzYMAU",,"005B0000003JK1iIAG",,"Response Received","Susan Pena",,,"500B0000002uD0hIAE","005B0000003JLI3IAO","Headphones",,"false","2020-02-22T16:42:14.000Z","a4HB000000004sOMAQ",81.6
,,"Product Support","Silver","true","1.0","Late Delivery",,"005B0000003JLI9IAO",,,"a4CB00000000EzZMAU",,"005B0000003JK1iIAG",,"Closed","Matthew Wong",,,"500B0000002uD0jIAE","005B0000003JLI9IAO","Cables",,"false","2020-01-28T17:15:12.000Z","a4HB000000004sPMAQ",51.6
"true",,"Product Support","Silver","true","1.0","Late Delivery","Baby","005B0000003JLIHIA4","Online",,"a4CB00000000EzaMAE","true","005B0000003JK1iIAG","true","Closed","Katie Adams","1.0","true","500B0000002uD0kIAE","005B0000003JLIHIA4","Cables",,"false","2020-01-16T17:13:30.000Z","a4HB000000004sQMAQ",68.2
"true",,"Product Support","Free","false","1.0","Hardware Question","Shoes","005B0000003JLICIA4","Online",,"a4CB00000000EzbMAE","true","005B0000003JK1iIAG","true","Response Received","Jennifer Barton","1.0","true","500B000000358qzIAA","005B0000003JLICIA4","Cell Phones",,"false","2020-01-19T21:55:46.000Z","a4HB000000004sRMAQ",81.6
"true",,"Product Support","Free","true","1.0","Item Damaged","Outdoors","005B0000003JLIFIA4","Online",,"a4CB00000000EzcMAE","true","005B0000003JK1iIAG","true","Warning","Allison Medina","1.0","true","500B00000045wt6IAA","005B0000003JLIFIA4","TVs",,"false","2020-03-08T00:54:38.000Z","a4HB000000004sSMAQ",51.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Electronics","005B0000003JLIAIA4","Online",,"a4CB00000000EzdMAE","true","005B0000003JK1iIAG","true","Closed","Danielle Wright","1.0","true","500B00000045wt7IAA","005B0000003JLIAIA4","Video Games",,"false","2020-01-18T00:56:51.000Z","a4HB000000004sTMAQ",69.6
"true",,"Product Support","Free","true","1.0","Late Delivery","Jewelery","005B0000003JLI6IAO","Online",,"a4CB00000000EzeMAE","true","005B0000003JK1iIAG","true","Closed","William Edwards","1.0","true","500B00000045wt8IAA","005B0000003JLI6IAO","Video Games",,"false","2020-03-04T00:11:10.000Z","a4HB000000004sUMAQ",66.3
"true",,"Product Support","Free","false","1.0","Late Delivery","Beauty","005B0000003JLI5IAO","Online",,"a4CB00000000EzfMAE","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B00000045wtBIAQ","005B0000003JLI5IAO","Cell Phones",,"false","2020-02-16T18:38:08.000Z","a4HB000000004sVMAQ",51.6
"true",,"Product Support","Free","false","1.0","Late Delivery","Grocery","005B0000003JLI6IAO","Online",,"a4CB00000000EzgMAE","true","005B0000003JK1iIAG","true","Closed","William Edwards","1.0","true","500B0000002uD12IAE","005B0000003JLI6IAO","Headphones",,"false","2020-02-03T23:23:34.000Z","a4HB000000004sWMAQ",51.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Outdoors","005B0000003JLI5IAO","Online",,"a4CB00000000EzhMAE","true","005B0000003JK1iIAG","true","Closed","Crystal Rodriguez","1.0","true","500B00000045wtFIAQ","005B0000003JLI5IAO","TVs",,"false","2020-02-15T20:30:47.000Z","a4HB000000004sXMAQ",51.6
,,"Product Support","Free","true","1.0","Item Damaged",,"005B0000003JLIDIA4",,,"a4CB00000000EziMAE",,"005B0000003JK1iIAG",,"Working","Tammy Foley",,,"500B0000002uD17IAE","005B0000003JLIDIA4","Computers",,"false","2020-02-22T00:42:36.000Z","a4HB000000004sYMAQ",81.6
,,"Product Support","Silver","false","1.0","Hardware Question",,"005B0000003JLI7IAO",,,"a4CB00000000EzjMAE",,"005B0000003JK1iIAG",,"Closed","Jane Nelson",,,"500B0000002uD1AIAU","005B0000003JLI7IAO","Home Audio",,"false","2020-02-28T00:32:29.000Z","a4HB000000004sZMAQ",81.6
"true",,"Product Support","Free","false","1.0","Item Damaged","Kids","005B0000003JLI6IAO","Online",,"a4CB00000000EzkMAE","true","005B0000003JK1iIAG","true","Closed","William Edwards","1.0","true","500B000000358rCIAQ","005B0000003JLI6IAO","TVs",,"false","2020-02-21T00:20:57.000Z","a4HB000000004saMAA",81.6
"true",,"Product Support","Free","false","1.0","Hardware Question","Computers","005B0000003JLI7IAO","Online",,"a4CB00000000EzlMAE","true","005B0000003JK1iIAG","true","Closed","Jane Nelson","1.0","true","500B00000045wtIIAQ","005B0000003JLI7IAO","Video Games",,"false","2020-02-13T00:01:55.000Z","a4HB000000004sbMAA",81.6
