"Status","Owner","LeadSource","IsConverted","Rating","Amount_Slot","CreatedDate","Slot","Name","LeadActivities","ConvertedOppAmount","LeadNumber"
"Converted","Deepu CSEG","Advertisement","true","Hot","From 50K to 100K","2020-09-04","From 16 to 25","Margo Polle",18,100000,488
"Nurturing","G M","Other","false","Warm","0","2020-10-01","From 5 to 10","Nichol Hargerie",9,0,489
"Qualified","Qianwen Dong","Other","false","Cold","0","2020-01-25","From 5 to 10","Hannah Klewi",9,0,490
"Converted","R CSEG","Purchased List","true","Warm","From 25K to 50K","2020-07-22","From 11 to 15","Cary Reijmers",12,42000,491
"Nurturing - Contacted","R CSEG","Other","false","Hot","0","2020-06-16","From 16 to 25","Aimee Shearer",20,0,492
"Converted","G M","Employee Referral","true","Warm","From 10K to 25K","2020-06-22","From 5 to 10","Jasmin Lorroway",8,21000,493
"Qualified","R CSEG","Employee Referral","false","Cold","0","2020-05-30","From 5 to 10","Sherwood Toomer",8,0,494
"Working","R CSEG","Advertisement","false","Warm","0","2020-04-21","From 16 to 25","Matthew Lanchester",17,0,495
"Qualified","Qianwen Dong","Trade Show","false","Hot","0","2020-08-10","From 11 to 15","Marianna Tume",11,0,496
"Working  - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-03-05","From 5 to 10","Horst Risebarer",9,0,497
"New","G M","Other","false","Hot","0","2020-11-25","From 5 to 10","Kandy Windrus",8,0,498
"Working  - Contacted","Deepu CSEG","Other","false","Cold","0","2020-12-05","0","Corrie Kivits",0,0,499
"Qualified","R CSEG","Advertisement","false","Warm","0","2020-01-29","From 11 to 15","Monica Pooly",14,0,500
"Converted","G M","Purchased List","true","Hot","From 25K to 50K","2020-07-03","From 16 to 25","Raddie Gouldthorp",17,28000,501
"Converted","Qianwen Dong","Employee Referral","true","Warm","From 50K to 100K","2020-02-05","From 5 to 10","Silvana Babin",5,99000,502
"Nurturing - Contacted","R CSEG","Other","false","Warm","0","2020-10-27","From 11 to 15","Griff Beccles",13,0,503
"Nurturing","G M","Other","false","Hot","0","2020-09-09","From 16 to 25","Diana Sandhill",22,0,504
"Working","R CSEG","Other","false","Cold","0","2020-08-05","From 5 to 10","Anatola Apthorpe",10,0,505
"Nurturing","Deepu CSEG","Employee Referral","false","Warm","0","2020-10-12","From 11 to 15","Lemuel Goulder",15,0,506
"Nurturing - Contacted","Qianwen Dong","Employee Referral","false","Warm","0","2020-11-04","From 5 to 10","Lesley Dominique",8,0,507
"Converted","R CSEG","Other","true","Cold","From 5K to 10K","2020-05-19","From 5 to 10","Carly Affleck",9,77700,508
"Qualified","G M","Advertisement","false","Hot","0","2020-01-09","From 11 to 15","Preston Rudkin",14,0,509
"Working  - Contacted","Deepu CSEG","Trade Show","false","Warm","0","2020-03-16","From 11 to 15","Matteo Rizzi",14,0,510
"Converted","R CSEG","Other","true","Hot","From 5K to 10K","2020-02-14","From 16 to 25","Maison Clutten",17,10800,511
"Working","G M","Employee Referral","false","Warm","0","2020-12-22","From 5 to 10","Tomas Greenleaf",5,0,512
"Converted","R CSEG","Other","true","Warm","From 25K to 50K","2020-09-02","From 16 to 25","Nevile Greengrass",17,46000,513
"New","Qianwen Dong","Advertisement","false","Cold","0","2020-04-10","From 5 to 10","Urson Giral",9,0,514
"Working  - Contacted","R CSEG","Employee Referral","false","Hot","0","2020-06-23","From 5 to 10","Sigismund Fort",9,0,515
"Nurturing","G M","Purchased List","false","Warm","0","2020-07-05","From 5 to 10","Brynna Chritchley",6,0,516
"Qualified","Deepu CSEG","Advertisement","false","Warm","0","2020-02-21","From 11 to 15","Lee Stonall",11,0,517
"Converted","R CSEG","Other","true","Cold","From 10K to 25K","2020-04-16","From 5 to 10","Agnes Minichi",9,13000,518
"Working","R CSEG","Other","false","Hot","0","2020-01-10","From 16 to 25","Gretel Metts",22,0,519
"Nurturing - Contacted","G M","Employee Referral","false","Warm","0","2020-07-17","From 11 to 15","Lock Neate",14,0,520
"New","Qianwen Dong","Other","false","Hot","0","2020-12-13","From 16 to 25","Lana Crowch",20,0,521
"Working  - Contacted","R CSEG","Employee Referral","false","Cold","0","2020-05-17","From 5 to 10","Niall Ales",10,0,522
"Qualified","G M","Advertisement","false","Warm","0","2020-09-02","From 5 to 10","Baillie Lowman",10,0,523
"Nurturing - Contacted","Qianwen Dong","Other","false","Warm","0","2020-06-28","From 16 to 25","Aubry Hartil",16,0,524
"Converted","R CSEG","Purchased List","true","Warm","From 100K to 150K","2020-08-28","From 11 to 15","Nikaniki McRory",12,144000,525
"Nurturing","R CSEG","Trade Show","false","Hot","0","2020-10-02","From 11 to 15","Janeczka Woollett",12,0,526
"Qualified","Deepu CSEG","Other","false","Cold","0","2020-03-09","0","Karlee Reeman",0,0,527
"Working  - Contacted","G M","Advertisement","false","Hot","0","2020-11-01","From 11 to 15","Stavros Ruston",12,0,528
"New","R CSEG","Other","false","Warm","0","2020-08-03","From 11 to 15","Doris Kirby",11,0,529
"Converted","Qianwen Dong","Other","true","Warm","From 50K to 100K","2020-07-23","From 5 to 10","Andrea Bedell",6,55000,530
"Working","G M","Employee Referral","false","Warm","0","2020-05-09","From 5 to 10","Norris Philipard",8,0,531
"Nurturing","R CSEG","Employee Referral","false","Cold","0","2020-10-31","From 5 to 10","Jenda Pordal",6,0,532
"Qualified","Deepu CSEG","Other","false","Warm","0","2020-06-20","From 11 to 15","Andi Klejin",15,0,533
"Nurturing - Contacted","Qianwen Dong","Purchased List","false","Hot","0","2020-03-21","From 16 to 25","Moyra Milier",25,0,534
"Working  - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-12-16","From 5 to 10","Kali Tillman",10,0,535
"Nurturing - Contacted","G M","Advertisement","false","Cold","0","2020-04-14","From 5 to 10","Malissa Roussell",10,0,536
"Converted","R CSEG","Other","true","Hot","From 25K to 50K","2020-11-16","From 5 to 10","Spencer Shimwall",8,46000,537
"Working","Deepu CSEG","Employee Referral","false","Warm","0","2020-01-03","From 16 to 25","Jedidiah Crow",21,0,538
"Converted","Qianwen Dong","Other","true","Hot","From 25K to 50K","2020-02-22","From 16 to 25","Sven Shearston",18,45000,539
"Qualified","R CSEG","Other","false","Warm","0","2020-09-28","From 11 to 15","Jemima Guslon",12,0,540
"Nurturing","G M","Employee Referral","false","Cold","0","2020-04-01","From 5 to 10","Shermie Schimann",9,0,541
"New","R CSEG","Advertisement","false","Warm","0","2020-02-01","From 5 to 10","Marleah Faulo",8,0,542
"Converted","R CSEG","Trade Show","true","Warm","From 10K to 25K","2020-03-02","From 11 to 15","Ddene Gail",11,17500,543
"Working","G M","Other","false","Hot","0","2020-10-20","From 11 to 15","Daisey Purviss",15,0,544
"Converted","Qianwen Dong","Employee Referral","true","Warm","From 5K to 10K","2020-12-02","From 5 to 10","Winifred Yearnes",6,78000,545
"Converted","Deepu CSEG","Advertisement","true","Cold","From 25K to 50K","2020-09-15","From 5 to 10","Kristy Rotherham",9,25000,546
"Nurturing - Contacted","G M","Purchased List","false","Warm","0","2020-01-06","From 11 to 15","Benedikta Esser",12,0,547
"Qualified","R CSEG","Other","false","Hot","0","2020-11-16","From 16 to 25","Jannel Huie",25,0,548
"Working  - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-08-21","From 5 to 10","Whitman Ryson",6,0,549
"Nurturing","G M","Other","false","Cold","0","2020-05-12","From 5 to 10","Danit Marchant",5,0,550
"Nurturing - Contacted","R CSEG","Other","false","Hot","0","2020-07-26","From 16 to 25","Gwyneth Hardman",22,0,551
"Working  - Contacted","Qianwen Dong","Advertisement","false","Hot","0","2020-06-08","From 11 to 15","Gaynor McCrory",11,0,552
"Qualified","G M","Employee Referral","false","Warm","0","2020-04-04","From 16 to 25","Carin Christescu",18,0,553
"New","Deepu CSEG","Purchased List","false","Warm","0","2020-03-12","From 5 to 10","Thorvald Bevis",7,0,554
"Converted","Qianwen Dong","Other","true","Cold","From 50K to 100K","2020-07-22","0","Reine Tolworthy",0,94000,555
"Converted","R CSEG","Employee Referral","true","Warm","From 100K to 150K","2020-01-13","From 11 to 15","Morton Sholem",13,129000,556
"Converted","R CSEG","Other","true","Hot","From 25K to 50K","2020-10-28","From 16 to 25","Doy Bodemeaid",16,36000,557
"Nurturing - Contacted","G M","Other","false","Warm","0","2020-02-01","From 5 to 10","Shandra D'Alessio",5,0,558
"Working","R CSEG","Employee Referral","false","Hot","0","2020-08-17","From 5 to 10","Menard Biddy",10,0,559
"Nurturing","Deepu CSEG","Advertisement","false","Cold","0","2020-05-18","From 5 to 10","Sumner Silverson",8,0,560
"Working","Qianwen Dong","Purchased List","false","Warm","0","2020-11-20","From 11 to 15","Paco Oakenfull",13,0,561
"Working  - Contacted","R CSEG","Other","false","Warm","0","2020-09-15","From 11 to 15","Hodge Tottle",11,0,562
"Converted","R CSEG","Advertisement","true","Hot","From 5K to 10K","2020-06-01","From 11 to 15","Claudie Conor",12,14000,563
"Working  - Contacted","G M","Trade Show","false","Warm","0","2020-12-10","From 5 to 10","Luci Witson",5,0,564
"New","R CSEG","Employee Referral","false","Cold","0","2020-09-28","From 5 to 10","Dierdre Haggart",6,0,565
"Converted","Qianwen Dong","Other","true","Warm","From 10K to 25K","2020-03-26","From 11 to 15","Ynes Oganian",13,15500,566
"Nurturing - Contacted","G M","Employee Referral","false","Hot","0","2020-08-13","From 16 to 25","Lesli Mackison",16,0,567
"Nurturing","G M","Advertisement","false","Warm","0","2020-06-30","From 5 to 10","Pennie Osboldstone",10,0,568
"Qualified","R CSEG","Other","false","Cold","0","2020-05-16","From 5 to 10","Viviana Danilovitch",10,0,569
"Working","Deepu CSEG","Other","false","Warm","0","2020-10-13","From 11 to 15","Livy Crowche",12,0,570
"Qualified","R CSEG","Purchased List","false","Hot","0","2020-11-30","From 16 to 25","Irvin Dillicate",16,0,571
"Converted","G M","Employee Referral","true","Warm","From 25K to 50K","2020-02-19","From 16 to 25","Olenka Pasfield",24,35000,572
"Working  - Contacted","R CSEG","Advertisement","false","Cold","0","2020-12-06","From 5 to 10","Fayth Agglione",10,0,573
"Nurturing - Contacted","Deepu CSEG","Other","false","Warm","0","2020-01-19","From 5 to 10","Ingunna McCauley",9,0,574
"Converted","Qianwen Dong","Other","true","Hot","From 10K to 25K","2020-04-09","From 11 to 15","Ezra Guage",11,17500,575
"Nurturing","G M","Employee Referral","false","Warm","0","2020-07-20","From 11 to 15","Minetta Rubury",12,0,576
"Working","R CSEG","Other","false","Hot","0","2020-09-17","From 16 to 25","Traci Francescotti",18,0,577
"New","R CSEG","Trade Show","false","Warm","0","2020-12-12","From 5 to 10","Aleda Zanotti",7,0,578
"Converted","Qianwen Dong","Advertisement","true","Cold","From 50K to 100K","2020-03-16","From 5 to 10","Sherwood Kloser",7,80000,579
"Working  - Contacted","R CSEG","Other","false","Hot","0","2020-04-20","From 16 to 25","Jarrad Bampkin",17,0,580
"Converted","G M","Purchased List","true","Warm","From 25K to 50K","2020-10-02","From 11 to 15","Janice Petchell",14,45000,581
"Nurturing - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-07-24","From 5 to 10","Shannon Diviney",8,0,582
"Qualified","Qianwen Dong","Other","false","Cold","0","2020-05-18","0","Barthel Wettern",0,0,583
"Qualified","Deepu CSEG","Other","false","Warm","0","2020-01-23","From 16 to 25","Ashley Gligorijevic",22,0,584
"Working  - Contacted","R CSEG","Employee Referral","false","Hot","0","2020-02-23","From 5 to 10","Elsi Faircliffe",9,0,585
"Nurturing","G M","Employee Referral","false","Warm","0","2020-08-05","From 5 to 10","Rooney Petrello",10,0,586
"Working","R CSEG","Other","false","Cold","0","2020-06-07","From 5 to 10","Cecile Szepe",8,0,587
"Qualified","G M","Advertisement","false","Warm","0","2020-11-06","From 11 to 15","Harmonia Gatecliffe",12,0,588
"New","Deepu CSEG","Employee Referral","false","Hot","0","2020-12-02","From 16 to 25","Jervis Theze",20,0,589
"Nurturing - Contacted","Qianwen Dong","Advertisement","false","Hot","0","2020-06-28","From 11 to 15","Hildegaard Chappelle",14,0,590
"Converted","R CSEG","Other","true","Warm","From 10K to 25K","2020-11-13","From 11 to 15","Christabella Meckiff",12,18500,591
"Working  - Contacted","G M","Trade Show","false","Cold","0","2020-10-11","From 5 to 10","Shelia Wrathmall",7,0,592
"Qualified","R CSEG","Employee Referral","false","Warm","0","2020-01-09","From 5 to 10","Madalyn Polgreen",7,0,593
"Converted","Qianwen Dong","Purchased List","true","Hot","From 50K to 100K","2020-04-26","From 16 to 25","Neill Westcarr",21,92000,594
"Converted","G M","Other","true","Warm","From 25K to 50K","2020-09-01","From 11 to 15","Kandy Milsap",15,33000,595
"Nurturing - Contacted","Deepu CSEG","Advertisement","false","Warm","0","2020-05-10","From 5 to 10","Sheelagh Spinley",6,0,596
"Converted","R CSEG","Other","true","Hot","From 100K to 150K","2020-02-26","From 11 to 15","Howie Farlam",12,147000,597
"Nurturing","R CSEG","Other","false","Cold","0","2020-07-02","From 5 to 10","Kipp Brunskill",10,0,598
"Working","Qianwen Dong","Other","false","Warm","0","2020-08-28","From 11 to 15","Faustina Ashall",13,0,599
"New","G M","Employee Referral","false","Warm","0","2020-03-03","From 5 to 10","Hube Goble",9,0,600
"Working  - Contacted","R CSEG","Other","false","Cold","0","2020-05-10","From 5 to 10","Daveta Outibridge",8,0,601
"Converted","R CSEG","Advertisement","true","Warm","From 5K to 10K","2020-03-12","From 16 to 25","Phoebe Gantlett",25,48700,602
"Nurturing","G M","Employee Referral","false","Hot","0","2020-12-04","From 16 to 25","Louise Armell",22,0,603
"Working","Deepu CSEG","Employee Referral","false","Hot","0","2020-11-29","From 5 to 10","Magnum Hammell",9,0,604
"Converted","Qianwen Dong","Purchased List","true","Warm","From 25K to 50K","2020-04-09","From 11 to 15","Field Miskin",13,30000,605
"Nurturing - Contacted","R CSEG","Other","false","Warm","0","2020-08-06","From 5 to 10","Keelby O'Heffernan",7,0,606
"Working  - Contacted","G M","Other","false","Cold","0","2020-02-03","From 5 to 10","Garrot Burgot",6,0,607
"Qualified","R CSEG","Advertisement","false","Hot","0","2020-10-30","From 16 to 25","Mindy Mariot",23,0,608
"Qualified","R CSEG","Other","false","Warm","0","2020-07-21","From 11 to 15","Norina Bartoli",12,0,609
"Converted","Qianwen Dong","Employee Referral","true","Warm","From 50K to 100K","2020-01-21","From 5 to 10","Tully Bilovus",8,94000,610
"Working","Deepu CSEG","Employee Referral","false","Hot","0","2020-06-27","From 11 to 15","Catharina Beale",15,0,611
"Nurturing - Contacted","G M","Purchased List","false","Warm","0","2020-09-19","From 16 to 25","Lindsey Cramphorn",19,0,612
"Nurturing","R CSEG","Other","false","Cold","0","2020-11-10","0","Conroy Blondel",0,0,613
"Qualified","G M","Trade Show","false","Hot","0","2020-03-16","From 16 to 25","Muffin Rosenshine",24,0,614
"New","R CSEG","Advertisement","false","Warm","0","2020-09-16","From 5 to 10","Pearline Bellsham",6,0,615
"Converted","Qianwen Dong","Employee Referral","true","Warm","From 10K to 25K","2020-08-10","From 11 to 15","Aguie Beckingham",14,18000,616
"Working","R CSEG","Other","false","Cold","0","2020-07-25","From 5 to 10","Janith Guerreau",5,0,617
"Working  - Contacted","G M","Other","false","Hot","0","2020-01-27","From 16 to 25","Sherman Joscelyne",24,0,618
"Nurturing - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-04-29","From 11 to 15","Eldin Dyke",15,0,619
"Nurturing","Deepu CSEG","Advertisement","false","Cold","0","2020-06-15","From 5 to 10","Shirline Cranney",6,0,620
"Working  - Contacted","G M","Purchased List","false","Warm","0","2020-05-04","From 5 to 10","Ivory Rider",8,0,621
"Converted","R CSEG","Other","true","Warm","From 5K to 10K","2020-12-31","From 11 to 15","Judon Raxworthy",15,40800,622
"Qualified","Qianwen Dong","Other","false","Hot","0","2020-02-16","From 11 to 15","Twyla Sheirlaw",15,0,623
"New","R CSEG","Other","false","Warm","0","2020-10-14","From 5 to 10","Abbe Roncelli",8,0,624
"Converted","G M","Employee Referral","true","Cold","From 25K to 50K","2020-05-27","From 5 to 10","Janey Bloodworthe",6,38000,625
"Qualified","Deepu CSEG","Advertisement","false","Warm","0","2020-06-13","From 16 to 25","Jarrett McNeice",23,0,626
"Nurturing - Contacted","Qianwen Dong","Other","false","Hot","0","2020-11-02","From 5 to 10","Robin Cliffe",9,0,627
"Converted","R CSEG","Employee Referral","true","Warm","From 10K to 25K","2020-09-17","From 5 to 10","Brennan Waylett",10,24500,628
"Nurturing","G M","Trade Show","false","Hot","0","2020-03-24","From 16 to 25","Mohandis Fawdrey",16,0,629
"Working","R CSEG","Employee Referral","false","Cold","0","2020-10-20","From 5 to 10","Layla Denniston",5,0,630
"Working  - Contacted","R CSEG","Purchased List","false","Warm","0","2020-01-20","From 11 to 15","Garnet Perl",11,0,631
"Converted","Deepu CSEG","Other","true","Warm","From 10K to 25K","2020-04-17","From 11 to 15","Jarad Uccello",11,18500,632
"Qualified","R CSEG","Advertisement","false","Hot","0","2020-07-26","From 16 to 25","Ruthie Bilham",22,0,633
"Converted","G M","Other","true","Cold","From 50K to 100K","2020-08-13","From 5 to 10","Gracia Rudman",10,58000,634
"New","Qianwen Dong","Advertisement","false","Warm","0","2020-12-25","From 5 to 10","Fax Fairlamb",9,0,635
"Nurturing - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-02-12","From 11 to 15","Neile Grunnill",13,0,636
"Converted","Qianwen Dong","Other","true","Hot","From 25K to 50K","2020-12-22","From 11 to 15","Cordie Hattigan",11,27000,637
"Nurturing","G M","Other","false","Warm","0","2020-08-27","From 5 to 10","Stafani Luquet",7,0,638
"Working  - Contacted","Deepu CSEG","Employee Referral","false","Cold","0","2020-03-17","0","Fred Jahnisch",0,0,639
"Working","G M","Trade Show","false","Warm","0","2020-07-12","From 16 to 25","Pennie Sollas",18,0,640
"Nurturing - Contacted","R CSEG","Other","false","Hot","0","2020-05-15","From 16 to 25","Madison Dancey",17,0,641
"Qualified","R CSEG","Advertisement","false","Hot","0","2020-01-10","From 5 to 10","Danny Ford",10,0,642
"Working  - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-11-12","From 11 to 15","Jordana Baigent",15,0,643
"Working","Qianwen Dong","Purchased List","false","Cold","0","2020-10-04","From 5 to 10","Garvey McChruiter",10,0,644
"Converted","R CSEG","Other","true","Hot","From 10K to 25K","2020-02-10","From 11 to 15","Winnie Cradey",15,11500,645
"Converted","G M","Other","true","Warm","From 5K to 10K","2020-04-29","From 5 to 10","Whit Bodicam",6,47200,646
"Nurturing","Deepu CSEG","Other","false","Warm","0","2020-06-06","From 11 to 15","Ciel Rowland",13,0,647
"Nurturing - Contacted","G M","Advertisement","false","Cold","0","2020-09-19","From 5 to 10","Tuesday Sillick",8,0,648
"Working  - Contacted","Qianwen Dong","Employee Referral","false","Hot","0","2020-10-07","From 16 to 25","Forrester Dodridge",23,0,649
"Working","R CSEG","Employee Referral","false","Warm","0","2020-01-31","From 5 to 10","Morty Blazic",5,0,650
"New","R CSEG","Other","false","Warm","0","2020-03-01","From 11 to 15","Stanton Dye",15,0,651
"Nurturing","G M","Other","false","Hot","0","2020-11-24","From 16 to 25","Far Hick",20,0,652
"Qualified","Qianwen Dong","Advertisement","false","Warm","0","2020-08-21","From 5 to 10","Dominique Bibey",7,0,653
"Converted","Deepu CSEG","Employee Referral","true","Cold","From 100K to 150K","2020-04-26","From 5 to 10","Xever Batchelor",8,105000,654
"Nurturing - Contacted","R CSEG","Purchased List","false","Warm","0","2020-05-05","From 16 to 25","Kingsly Blackstone",19,0,655
"New","G M","Trade Show","false","Hot","0","2020-12-29","From 16 to 25","Hamil Bathowe",17,0,656
"Qualified","R CSEG","Employee Referral","false","Cold","0","2020-06-21","From 5 to 10","Olly Woonton",6,0,657
"Working","R CSEG","Other","false","Warm","0","2020-02-25","From 11 to 15","Caz Probet",13,0,658
"Converted","Qianwen Dong","Advertisement","true","Warm","From 25K to 50K","2020-07-17","From 11 to 15","Berky Prickett",13,34000,659
"Working  - Contacted","Deepu CSEG","Other","false","Hot","0","2020-09-25","From 11 to 15","Gottfried Egiloff",15,0,660
"Converted","G M","Other","true","Warm","From 25K to 50K","2020-07-23","From 5 to 10","Denny Benditt",6,31000,661
"Nurturing - Contacted","R CSEG","Purchased List","false","Cold","0","2020-12-07","From 5 to 10","Rabi Ollier",8,0,662
"Nurturing","G M","Other","false","Hot","0","2020-09-03","From 16 to 25","Inga Cino",17,0,663
"Working  - Contacted","Qianwen Dong","Advertisement","false","Warm","0","2020-08-17","From 5 to 10","Elwyn Harcourt",7,0,664
"Qualified","R CSEG","Other","false","Warm","0","2020-01-24","From 11 to 15","Juliann Sotheron",14,0,665
"Converted","R CSEG","Employee Referral","true","Hot","From 10K to 25K","2020-03-14","From 11 to 15","Holly Sawle",12,16000,666
"Qualified","Deepu CSEG","Employee Referral","false","Cold","0","2020-05-02","0","Benedicto Drake",0,0,667
"New","G M","Employee Referral","false","Warm","0","2020-04-10","From 5 to 10","Nikos Dennerley",9,0,668
"Working","R CSEG","Other","false","Warm","0","2020-02-24","From 11 to 15","Rourke De Clairmont",12,0,669
"Nurturing","R CSEG","Other","false","Hot","0","2020-06-05","From 5 to 10","Madeleine Sellner",9,0,670
"Nurturing - Contacted","G M","Advertisement","false","Cold","0","2020-11-18","From 5 to 10","Seward Darkin",5,0,671
"Working  - Contacted","Qianwen Dong","Purchased List","false","Warm","0","2020-10-18","From 16 to 25","Clevie Goodfield",24,0,672
"Converted","R CSEG","Trade Show","true","Hot","From 5K to 10K","2020-11-22","From 16 to 25","Chuck Bratton",25,54600,673
"Qualified","G M","Other","false","Warm","0","2020-12-06","From 11 to 15","Emmerich Kinder",14,0,674
"Working","Qianwen Dong","Other","false","Warm","0","2020-02-11","From 5 to 10","Darby Bartali",5,0,675
"Converted","R CSEG","Employee Referral","true","Cold","From 25K to 50K","2020-10-20","From 5 to 10","Kaitlin Karlik",6,30000,676
"Nurturing - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-09-14","From 5 to 10","Simeon While",8,0,677
"Converted","Deepu CSEG","Employee Referral","true","Hot","From 100K to 150K","2020-03-05","From 11 to 15","Jamison McCrillis",13,136000,678
"New","G M","Advertisement","false","Warm","0","2020-06-12","From 11 to 15","Angelina Leetham",12,0,679
"Working  - Contacted","Qianwen Dong","Other","false","Cold","0","2020-01-04","From 5 to 10","Reynolds Hodgon",8,0,680
"Qualified","R CSEG","Purchased List","false","Hot","0","2020-07-23","From 16 to 25","Ardra Docharty",17,0,681
"Nurturing","Deepu CSEG","Other","false","Warm","0","2020-04-29","From 5 to 10","Salim Warnock",8,0,682
"Converted","G M","Advertisement","true","Warm","From 10K to 25K","2020-05-07","From 11 to 15","Chaddie Bwye",12,12000,683
"Working","R CSEG","Other","false","Hot","0","2020-08-09","From 16 to 25","Rory Spedroni",25,0,684
"Nurturing - Contacted","R CSEG","Employee Referral","false","Cold","0","2020-12-01","From 5 to 10","Ana Franzolini",10,0,685
"Converted","Qianwen Dong","Other","true","Warm","From 25K to 50K","2020-10-26","From 5 to 10","Doroteya Iglesia",7,30000,686
"Working  - Contacted","G M","Employee Referral","false","Hot","0","2020-02-17","From 5 to 10","Monroe Duffield",9,0,687
"Nurturing","R CSEG","Advertisement","false","Warm","0","2020-08-20","From 16 to 25","Rosene Seiler",25,0,688
"Converted","R CSEG","Other","true","Warm","From 50K to 100K","2020-09-18","From 11 to 15","Giorgia Stubbin",13,65000,689
"New","G M","Other","false","Cold","0","2020-01-08","From 5 to 10","Gardie Atthowe",7,0,690
"Converted","R CSEG","Purchased List","true","Warm","From 50K to 100K","2020-07-14","From 5 to 10","Wallis Rosindill",9,60000,691
"Working  - Contacted","Qianwen Dong","Advertisement","false","Hot","0","2020-06-10","From 16 to 25","Pauline Parell",22,0,692
"Working","G M","Employee Referral","false","Warm","0","2020-04-03","From 11 to 15","Camile Knolles-Green",11,0,693
"Converted","Deepu CSEG","Trade Show","true","Hot","From 25K to 50K","2020-03-11","From 11 to 15","Aprilette Conville",15,30000,694
"Nurturing - Contacted","R CSEG","Other","false","Cold","0","2020-11-27","0","Lothario Thomton",0,0,695
"Qualified","Deepu CSEG","Other","false","Warm","0","2020-05-11","From 5 to 10","Madonna Ralls",5,0,696
"Nurturing","G M","Employee Referral","false","Warm","0","2020-01-14","From 16 to 25","Rubin Tanguy",19,0,697
"Qualified","R CSEG","Employee Referral","false","Hot","0","2020-06-27","From 16 to 25","Waiter Scimonelli",20,0,698
"Working","R CSEG","Other","false","Cold","0","2020-02-26","From 5 to 10","Elladine Williams",8,0,699
"Working  - Contacted","Qianwen Dong","Advertisement","false","Warm","0","2020-11-05","From 11 to 15","Amelina Rigardeau",12,0,700
"Nurturing - Contacted","G M","Purchased List","false","Hot","0","2020-09-15","From 11 to 15","Augusta Coffin",14,0,701
"Qualified","R CSEG","Employee Referral","false","Warm","0","2020-12-22","From 5 to 10","Avrom Arnold",9,0,702
"Converted","Deepu CSEG","Advertisement","true","Warm","From 5K to 10K","2020-04-25","From 11 to 15","Iggie Reedshaw",13,87800,703
"Converted","Qianwen Dong","Employee Referral","true","Hot","From 10K to 25K","2020-07-15","From 16 to 25","Betsey Jedrasik",20,11000,704
"Nurturing","R CSEG","Other","false","Cold","0","2020-05-11","From 5 to 10","Obadiah Crust",6,0,705
"Converted","G M","Other","true","Warm","From 25K to 50K","2020-03-23","From 5 to 10","Gris Brisker",9,27000,706
"Nurturing - Contacted","R CSEG","Trade Show","false","Warm","0","2020-10-12","From 11 to 15","Marcelo Clendening",15,0,707
"Working","Qianwen Dong","Employee Referral","false","Cold","0","2020-08-06","From 5 to 10","Brandea Starton",6,0,708
"Qualified","G M","Advertisement","false","Warm","0","2020-01-07","From 5 to 10","Meade Pitson",10,0,709
"Converted","Deepu CSEG","Other","true","Hot","From 50K to 100K","2020-03-04","From 5 to 10","Percival Dwyer",6,83000,710
"New","R CSEG","Other","false","Hot","0","2020-09-28","From 16 to 25","Ilse Nezey",20,0,711
"Working  - Contacted","R CSEG","Employee Referral","false","Warm","0","2020-06-18","From 16 to 25","Rory Kahler",21,0,712
"New","Qianwen Dong","Other","false","Cold","0","2020-07-08","From 5 to 10","Jillana Niland",7,0,713
"Working  - Contacted","R CSEG","Other","false","Hot","0","2020-10-02","From 16 to 25","Channa Tamsett",23,0,714
"Converted","G M","Purchased List","true","Warm","From 10K to 25K","2020-04-27","From 11 to 15","Enriqueta Mager",14,25000,715
"Nurturing","G M","Other","false","Warm","0","2020-05-26","From 11 to 15","Timmie Emmet",14,0,716
"Qualified","R CSEG","Employee Referral","false","Warm","0","2020-11-13","From 5 to 10","Munmro Lockney",8,0,717
"Nurturing - Contacted","R CSEG","Other","false","Hot","0","2020-08-10","From 11 to 15","Willy Duffell",15,0,718
"Converted","Deepu CSEG","Advertisement","true","Warm","From 5K to 10K","2020-02-09","From 5 to 10","Ag Borkin",8,65900,719
"Qualified","Qianwen Dong","Advertisement","false","Cold","0","2020-12-13","From 5 to 10","Janet Shelton",7,0,720
"Nurturing","R CSEG","Trade Show","false","Hot","0","2020-07-22","From 16 to 25","Dale Spurdle",25,0,721
"Converted","G M","Employee Referral","true","Cold","From 50K to 100K","2020-12-03","0","Dacey Thick",0,63000,722
"Working","R CSEG","Other","false","Warm","0","2020-06-19","From 11 to 15","Nickola Missington",11,0,723
"Working","G M","Other","false","Warm","0","2020-03-10","From 5 to 10","Sosanna Franzel",6,0,724
"Nurturing - Contacted","R CSEG","Purchased List","false","Warm","0","2020-02-08","From 11 to 15","Shayna Gwioneth",14,0,725
"Qualified","Deepu CSEG","Employee Referral","false","Hot","0","2020-11-30","From 11 to 15","Jordain Labb",12,0,726
"Converted","G M","Other","true","Warm","From 25K to 50K","2020-05-28","From 16 to 25","Tonye Enefer",17,48000,727
