"MembershipEndDate","TransactionJournal_Last_Transaction_Activity_Date","MemberTier_TierGroup_Program_Name","MemberTier_EffectiveDate","MemberTier_LoyaltyMemberId","MemberTier_LoyaltyTierId","MemberTenure","MemberTier_Id","MemberTier_CreatedDate","ProgramId","LoyaltyProgramMember_MembershipNumber","Program_Name","Contact_MailingCity1","Id","Contact_MailingCity","Referred_Member_Count","Contact_City_State","MemberTier_TierGroup_Name","Contact_Birthdate","Account_Name","Latest_NPS_Scoring_NPS_Response_Bucket","Contact_MailingState1","isTrainingData","Account_BillingCity","Contact_Name","MemberTier_TierGroup_Program_Id","MemberTier_TierGroup_SelectedTierGroup_Flag","LastActivityDate","InactivityFlag","LeadOrContactId","AccountId","MemberCurrency_Name","MemberTier_Name","ReferredById","Contact_MailingState","Account_BillingState","Contact_Account_Name","EnrollmentChannel","MemberTier_TierGroup_Program_OwnerId","IsAReferral","MemberTier_TierGroup_Program_Status","MemberName","Contact_Account_Id","MemberTier_LoyaltyTierGroupId","MemberTier_TierGroup_Id","ContactId","MemberTier_TierGroup_LoyaltyProgramId","EnrollmentDate","Latest_NPS_NPS_Response_Bucket","AccountContactId","LeadOrContactName","MemberTier_TierExpirationDate","MemberType","MemberStatus","Latest_NPS_Scoring_NumberValue","Transactions_Redemption_Transactions_Previous_Period","Latest_CSAT_NumberValue","Transactions_DaysBetweenCurrentTransactions","Transactions_Accrual_Transactions_Current_Period","Overall_CSAT_Scoring_CSAT","Latest_CSAT_Scoring_NumberValue","Transactions_Transactions_all","Overall_NPS_Count","Overall_CSAT_CSAT","Transactions_Transaction_Amount_all","MemberCurrency_Ledger_Previous_Accrued_Points","Member_Count","Transactions_Transaction_Amount_Current_Period","Transactions_Redemption_Transactions_Current_Period","DaysSinceLastActivity","Latest_NPS","Transactions_DaysBetweenPreviousTransactions","Overall_NPS_NPS_Response_Number","MemberCurrency_Ledger_Previous_Expired_Points","Latest_CSAT","Overall_CSAT_Count","MemberCurrency_Ledger_Previous_Redeemed_Points","Months_in_Tier","Latest_CSAT_Scoring_QuestionChoice_MaxValue","Overall_NPS_Scoring_Count","Membership_Duration_days","Latest_CSAT_QuestionChoice_MaxValue","Transactions_Accrual_Transactions_Previous_Period","Current_Transaction_Frequency","CSAT","MemberCurrency_Ledger_Current_Accrued_Points","Overall_CSAT_Scoring_Count","MemberCurrency_Ledger_Current_Redeemed_Points","Latest_NPS_NumberValue","MemberCurrency_Ledger_Current_Expired_Points","NPS","Previous_Transaction_Frequency","Transactions_Transaction_Amount_Previous_Period","MemberCurrency_PointsBalance","Scale","Engagement_Score","InactivityScore","Overall_NPS_Scoring_NPS_Response_Number","Contact_Age"
,"2021-12-05T00:00:00.000Z","NTO Insider","2020-11-28","0lMB0000000RIEVMA4","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJB3IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_143","NTO Insider","San Francisco","0lMB0000000RIEVMA4","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Passives","CA","true",,"Q4Data342 Trail342","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXi8yIAD",,"Points","Silver",,"CA",,,"Email","005B0000006txQYIAY","false","Active","Q4Data342 Trail342",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXi8yIAD","0lpB0000000PBdwIAG","2020-11-28","Passives","003B000000IXi8yIAD","Q4Data342 Trail342",,"Individual","Active",8,0,10,47,3,5,10,5,1,5,3610,1108,1,2080,0,-39,8,0,0,0,5,1,0,11,10,1,332,10,1,15.67,5,5139,1,0,8,0,0,0,636,12941,5,99.38,0.62,0,
,,"NTO Insider","2021-07-29","0lMB0000000RIEWMA4","0lgB0000000TNJCIA4","2.1-3 months","0lyB0000000RJB5IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_146","NTO Insider","Toronto","0lMB0000000RIEWMA4","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Passives","Ontario","true",,"Q4Data343 Trail343","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXi8zIAD",,"Points","Silver",,"Ontario",,,"Email","005B0000006txQYIAY","false","Active","Q4Data343 Trail343",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXi8zIAD","0lpB0000000PBdwIAG","2021-07-29","Passives","003B000000IXi8zIAD","Q4Data343 Trail343",,"Individual","Active",7,,5,,,2.5,5,,1,2.5,,,1,,,,7,,0,,2.5,1,,3,10,1,89,10,,0,2.5,,1,,7,,0,0,,0,5,99.91,0.09,0,
,,"NTO Insider","2021-07-20","0lMB0000000RIEXMA4","0lgB0000000TNJCIA4","3.3-6 months","0lyB0000000RJB7IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_147","NTO Insider","San Francisco","0lMB0000000RIEXMA4","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Detractors","CA","true",,"Perf178 Trail178","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuMIAT",,"Points","Silver",,"CA",,,"Web","005B0000006txQYIAY","false","Active","Perf178 Trail178",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuMIAT","0lpB0000000PBdwIAG","2021-07-20","Detractors","003B000000IXhuMIAT","Perf178 Trail178",,"Individual","Active",6,,5,,,2.5,5,,1,2.5,,,1,,,,6,,-1,,2.5,1,,3,10,1,98,10,,0,2.5,,1,,6,,-1,0,,0,5,99.91,0.09,-1,
,"2021-08-03T00:00:00.000Z","NTO Insider","2021-03-08","0lMB0000000RIEYMA4","0lgB0000000TNJCIA4","4.6-9 months","0lyB0000000RJB9IAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_148","NTO Insider","New Jersey","0lMB0000000RIEYMA4","New Jersey",,"New Jersey - NJ","Status Tier Group",,,"Passives","NJ","true",,"Perf179 Trail179","0lpB0000000PBdwIAG","Yes",,"true","003B000000IXhuNIAT",,"Points","Silver",,"NJ",,,"POS","005B0000006txQYIAY","false","Active","Perf179 Trail179",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuNIAT","0lpB0000000PBdwIAG","2021-03-08","Passives","003B000000IXhuNIAT","Perf179 Trail179",,"Individual","Active",8,0,7,83,2,3.5,7,3,1,3.5,1946,953,1,1676,0,84,8,0,0,0,3.5,1,0,7,10,1,232,10,1,41.5,3.5,3019,1,0,8,0,0,0,270,8084,5,3.08,96.92,0,
,"2021-12-20T00:00:00.000Z","NTO Insider","2020-07-06","0lMB0000000RIEZMA4","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBBIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_149","NTO Insider","San Francisco","0lMB0000000RIEZMA4","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Promoters","CA","true",,"Perf180 Trail180","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuOIAT",,"Points","Silver",,"CA",,,"CallCenter","005B0000006txQYIAY","false","Active","Perf180 Trail180",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuOIAT","0lpB0000000PBdwIAG","2020-07-06","Promoters","003B000000IXhuOIAT","Perf180 Trail180",,"Individual","Active",10,0,5,202,4,2.5,5,6,1,2.5,3623,1383,1,2170,1,-54,10,0,1,0,2.5,1,0,15,10,1,477,10,1,40.4,2.5,5863,1,2384,10,0,1,0,1183,12740,5,99.62,0.38,1,
,"2021-09-28T00:00:00.000Z","NTO Insider","2020-06-25","0lMB0000000RIEaMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBDIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_150","NTO Insider","Toronto","0lMB0000000RIEaMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Promoters","Ontario","true",,"Perf181 Trail181","0lpB0000000PBdwIAG","Yes",,"true","003B000000IXhuPIAT",,"Points","Silver",,"Ontario",,,"Social","005B0000006txQYIAY","false","Active","Perf181 Trail181",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuPIAT","0lpB0000000PBdwIAG","2020-06-25","Promoters","003B000000IXhuPIAT","Perf181 Trail181",,"Individual","Active",10,0,6,182,3,3,6,6,1,3,3750,1582,1,2194,1,28,10,0,1,0,3,1,0,16,10,1,488,10,1,45.5,3,5095,1,1483,10,0,1,0,697,12984,5,53.59,46.41,1,
,"2021-12-09T00:00:00.000Z","NTO Insider","2020-06-16","0lMB0000000RIEbMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBFIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_151","NTO Insider","Toronto","0lMB0000000RIEbMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Passives","Ontario","true",,"Perf182 Trail182","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuQIAT",,"Points","Silver",,"Ontario",,,"Email","005B0000006txQYIAY","false","Active","Perf182 Trail182",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuQIAT","0lpB0000000PBdwIAG","2020-06-16","Passives","003B000000IXhuQIAT","Perf182 Trail182",,"Individual","Active",7,0,10,145,4,5,10,6,1,5,5443,1431,1,3868,1,-43,7,0,0,0,5,1,0,16,10,1,497,10,1,29,5,6802,1,2386,7,0,0,0,1027,12105,5,99.8,0.2,0,
,"2021-07-27T00:00:00.000Z","NTO Insider","2020-08-25","0lMB0000000RIEcMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBHIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_152","NTO Insider","Toronto","0lMB0000000RIEcMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Detractors","Ontario","true",,"Perf183 Trail183","0lpB0000000PBdwIAG","Yes",,"true","003B000000IXhuRIAT",,"Points","Silver",,"Ontario",,,"Web","005B0000006txQYIAY","false","Active","Perf183 Trail183",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuRIAT","0lpB0000000PBdwIAG","2020-08-25","Detractors","003B000000IXhuRIAT","Perf183 Trail183",,"Individual","Active",6,0,9,206,5,4.5,9,6,1,4.5,5888,749,1,4840,1,91,6,0,-1,0,4.5,1,0,14,10,1,427,10,1,34.33,4.5,10018,1,2141,6,0,-1,0,1048,13178,5,3.1,96.9,-1,
,"2021-11-22T00:00:00.000Z","NTO Insider","2020-01-16","0lMB0000000RIEdMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBJIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_153","NTO Insider","New York City","0lMB0000000RIEdMAO","New York City",,"New York City - NY","Status Tier Group",,,"Detractors","NY","true",,"Perf184 Trail184","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuSIAT",,"Points","Silver",,"NY",,,"POS","005B0000006txQYIAY","false","Active","Perf184 Trail184",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuSIAT","0lpB0000000PBdwIAG","2020-01-16","Detractors","003B000000IXhuSIAT","Perf184 Trail184",,"Individual","Active",6,0,7,145,4,3.5,7,6,1,3.5,7874,0,1,5477,1,-26,6,0,-1,0,3.5,1,0,21,10,1,649,10,0,29,3.5,4916,1,2118,6,0,-1,0,0,13664,5,99.05,0.95,-1,
,"2021-10-27T00:00:00.000Z","NTO Insider","2020-08-17","0lMB0000000RIEeMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBLIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_154","NTO Insider","New York","0lMB0000000RIEeMAO","New York",,"New York - NY","Status Tier Group",,,"Passives","NY","true",,"Perf185 Trail185","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuTIAT",,"Points","Silver",,"NY",,,"CallCenter","005B0000006txQYIAY","false","Active","Perf185 Trail185",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuTIAT","0lpB0000000PBdwIAG","2020-08-17","Passives","003B000000IXhuTIAT","Perf185 Trail185",,"Individual","Active",7,0,1,176,6,0.5,1,6,1,0.5,6577,0,1,6577,0,0,7,0,0,0,0.5,1,0,14,10,1,435,10,0,29.33,0.5,9723,1,0,7,0,0,0,0,15492,5,98.4,1.6,0,
,"2021-11-21T00:00:00.000Z","NTO Insider","2020-08-04","0lMB0000000RIEfMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBNIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_155","NTO Insider","New York","0lMB0000000RIEfMAO","New York",,"New York - NY","Status Tier Group",,,"Passives","NY","true",,"Perf186 Trail186","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuUIAT",,"Points","Silver",,"NY",,,"Social","005B0000006txQYIAY","false","Active","Perf186 Trail186",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuUIAT","0lpB0000000PBdwIAG","2020-08-04","Passives","003B000000IXhuUIAT","Perf186 Trail186",,"Individual","Active",8,0,4,252,5,2,4,6,1,2,4798,0,1,4334,1,-25,8,0,0,0,2,1,0,14,10,1,448,10,0,42,2,8390,1,2920,8,0,0,0,0,13599,5,99.13,0.87,0,
,,"NTO Insider","2021-05-09","0lMB0000000RIEgMAO","0lgB0000000TNJCIA4","3.3-6 months","0lyB0000000RJBPIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_156","NTO Insider","San Francisco","0lMB0000000RIEgMAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Passives","CA","true",,"Perf187 Trail187","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuVIAT",,"Points","Silver",,"CA",,,"Email","005B0000006txQYIAY","false","Active","Perf187 Trail187",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuVIAT","0lpB0000000PBdwIAG","2021-05-09","Passives","003B000000IXhuVIAT","Perf187 Trail187",,"Individual","Active",8,,3,,,1.5,3,,1,1.5,,,1,,,,8,,0,,1.5,1,,5,10,1,170,10,,0,1.5,,1,,8,,0,0,,0,5,99.91,0.09,0,
,"2021-12-01T00:00:00.000Z","NTO Insider","2020-11-12","0lMB0000000RIEhMAO","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJBRIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_157","NTO Insider","New Jersey","0lMB0000000RIEhMAO","New Jersey",,"New Jersey - NJ","Status Tier Group",,,"Passives","NJ","true",,"Perf188 Trail188","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuWIAT",,"Points","Silver",,"NJ",,,"Web","005B0000006txQYIAY","false","Active","Perf188 Trail188",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuWIAT","0lpB0000000PBdwIAG","2020-11-12","Passives","003B000000IXhuWIAT","Perf188 Trail188",,"Individual","Active",7,0,10,153,3,5,10,6,1,5,7554,1006,1,3659,1,-35,7,0,0,0,5,1,0,11,10,1,348,10,1,38.25,5,6113,1,2385,7,0,0,0,1323,14065,5,99.25,0.75,0,
,"2021-10-23T00:00:00.000Z","NTO Insider","2020-02-18","0lMB0000000RIEiMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBTIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_158","NTO Insider","San Francisco","0lMB0000000RIEiMAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Promoters","CA","true",,"Perf189 Trail189","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuXIAT",,"Points","Silver",,"CA",,,"POS","005B0000006txQYIAY","false","Active","Perf189 Trail189",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuXIAT","0lpB0000000PBdwIAG","2020-02-18","Promoters","003B000000IXhuXIAT","Perf189 Trail189",,"Individual","Active",9,0,7,141,4,3.5,7,6,1,3.5,7286,882,1,4720,1,3,9,0,1,0,3.5,1,0,20,10,1,616,10,1,28.2,3.5,6114,1,2400,9,0,1,0,1581,14209,5,99.74,0.26,1,
,"2021-12-12T00:00:00.000Z","NTO Insider","2020-10-29","0lMB0000000RIEjMAO","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJBVIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_159","NTO Insider","Toronto","0lMB0000000RIEjMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Detractors","Ontario","true",,"Perf190 Trail190","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuYIAT",,"Points","Silver",,"Ontario",,,"CallCenter","005B0000006txQYIAY","false","Active","Perf190 Trail190",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuYIAT","0lpB0000000PBdwIAG","2020-10-29","Detractors","003B000000IXhuYIAT","Perf190 Trail190",,"Individual","Active",6,0,6,313,1,3,6,6,1,3,4226,0,1,967,1,-46,6,0,-1,0,3,1,0,12,10,1,362,10,0,156.5,3,910,1,2519,6,0,-1,0,0,13028,5,99.9,0.1,-1,
,"2021-09-27T19:00:00.000Z","NTO Insider","2021-06-11","0lMB0000000RIEkMAO","0lgB0000000TNJCIA4","3.3-6 months","0lyB0000000RJBXIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_160","NTO Insider","Toronto","0lMB0000000RIEkMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Passives","Ontario","true",,"Perf191 Trail191","0lpB0000000PBdwIAG","Yes",,"true","003B000000IXhuZIAT",,"Points","Silver",,"Ontario",,,"Social","005B0000006txQYIAY","false","Active","Perf191 Trail191",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuZIAT","0lpB0000000PBdwIAG","2021-06-11","Passives","003B000000IXhuZIAT","Perf191 Trail191",,"Individual","Active",8,0,10,0,0,5,10,1,1,5,100000,0,1,0,0,29,8,0,0,0,5,1,0,4,10,1,137,10,0,0,5,0,1,0,8,0,0,0,0,0,5,14.16,85.84,0,
,"2021-09-26T00:00:00.000Z","NTO Insider","2020-05-22","0lMB0000000RIElMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBZIA4","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_161","NTO Insider","Toronto","0lMB0000000RIElMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Promoters","Ontario","true",,"Perf192 Trail192","0lpB0000000PBdwIAG","Yes",,"true","003B000000IXhuaIAD",,"Points","Silver",,"Ontario",,,"Email","005B0000006txQYIAY","false","Active","Perf192 Trail192",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuaIAD","0lpB0000000PBdwIAG","2020-05-22","Promoters","003B000000IXhuaIAD","Perf192 Trail192",,"Individual","Active",10,0,7,152,4,3.5,7,6,1,3.5,5776,1406,1,3952,1,30,10,0,1,0,3.5,1,0,17,10,1,522,10,1,30.4,3.5,7596,1,2668,10,0,1,0,377,13428,5,68.37,31.63,1,
,"2021-11-24T00:00:00.000Z","NTO Insider","2020-07-19","0lMB0000000RIEmMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBbIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_162","NTO Insider","New York City","0lMB0000000RIEmMAO","New York City",,"New York City - NY","Status Tier Group",,,"Passives","NY","true",,"Perf193 Trail193","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhubIAD",,"Points","Silver",,"NY",,,"Web","005B0000006txQYIAY","false","Active","Perf193 Trail193",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhubIAD","0lpB0000000PBdwIAG","2020-07-19","Passives","003B000000IXhubIAD","Perf193 Trail193",,"Individual","Active",7,0,6,232,4,3,6,6,1,3,5477,0,1,4840,1,-28,7,0,0,0,3,1,0,15,10,1,464,10,0,46.4,3,5811,1,2230,7,0,0,0,0,13815,5,99.69,0.31,0,
,"2021-11-17T00:00:00.000Z","NTO Insider","2020-08-06","0lMB0000000RIEnMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBdIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_163","NTO Insider","New York","0lMB0000000RIEnMAO","New York",,"New York - NY","Status Tier Group",,,"Detractors","NY","true",,"Perf194 Trail194","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhucIAD",,"Points","Silver",,"NY",,,"POS","005B0000006txQYIAY","false","Active","Perf194 Trail194",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhucIAD","0lpB0000000PBdwIAG","2020-08-06","Detractors","003B000000IXhucIAD","Perf194 Trail194",,"Individual","Active",5,0,4,171,5,2,4,6,1,2,8518,0,1,7420,1,-21,5,0,-1,0,2,1,0,14,10,1,446,10,0,28.5,2,8812,1,2131,5,0,-1,0,0,14514,5,99.17,0.83,-1,
,"2021-12-18T00:00:00.000Z","NTO Insider","2020-10-15","0lMB0000000RIEoMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBfIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_164","NTO Insider","New York","0lMB0000000RIEoMAO","New York",,"New York - NY","Status Tier Group",,,"Passives","NY","true",,"Perf195 Trail195","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhudIAD",,"Points","Silver",,"NY",,,"CallCenter","005B0000006txQYIAY","false","Active","Perf195 Trail195",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhudIAD","0lpB0000000PBdwIAG","2020-10-15","Passives","003B000000IXhudIAD","Perf195 Trail195",,"Individual","Active",7,0,5,153,3,2.5,5,6,1,2.5,6501,1266,1,3551,1,-52,7,0,0,0,2.5,1,0,12,10,1,376,10,1,38.25,2.5,4838,1,2319,7,0,0,0,1241,13980,5,99.21,0.79,0,
,"2021-11-24T00:00:00.000Z","NTO Insider","2020-11-16","0lMB0000000RIEpMAO","0lgB0000000TNJCIA4","5.9-12 months","0lyB0000000RJBhIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_165","NTO Insider","San Francisco","0lMB0000000RIEpMAO","San Francisco",,"San Francisco - CA","Status Tier Group",,,"Passives","CA","true",,"Perf72 Trail72","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhufIAD",,"Points","Silver",,"CA",,,"Social","005B0000006txQYIAY","false","Active","Perf72 Trail72",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhufIAD","0lpB0000000PBdwIAG","2020-11-16","Passives","003B000000IXhufIAD","Perf72 Trail72",,"Individual","Active",7,0,10,91,3,5,10,6,1,5,5368,1388,1,3386,0,-28,7,0,0,0,5,1,0,11,10,1,344,10,1,30.33,5,6597,1,0,7,0,0,0,421,13462,5,99.74,0.26,0,
,"2021-11-04T00:00:00.000Z","NTO Insider","2020-06-06","0lMB0000000RIEqMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBjIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_166","NTO Insider","Toronto","0lMB0000000RIEqMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Passives","Ontario","true",,"Perf73 Trail73","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhugIAD",,"Points","Silver",,"Ontario",,,"Email","005B0000006txQYIAY","false","Active","Perf73 Trail73",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhugIAD","0lpB0000000PBdwIAG","2020-06-06","Passives","003B000000IXhugIAD","Perf73 Trail73",,"Individual","Active",8,0,2,198,4,1,2,6,1,1,4603,1523,1,2802,1,-8,8,0,0,0,1,1,0,16,10,1,507,10,1,39.6,1,6683,1,2168,8,0,0,0,535,13473,5,99.75,0.25,0,
,"2021-10-03T00:00:00.000Z","NTO Insider","2020-01-30","0lMB0000000RIErMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBlIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_167","NTO Insider","Toronto","0lMB0000000RIErMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Detractors","Ontario","true",,"Perf74 Trail74","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuhIAD",,"Points","Silver",,"Ontario",,,"Web","005B0000006txQYIAY","false","Active","Perf74 Trail74",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuhIAD","0lpB0000000PBdwIAG","2020-01-30","Detractors","003B000000IXhuhIAD","Perf74 Trail74",,"Individual","Active",6,0,6,140,5,3,6,6,1,3,6368,0,1,5102,1,23,6,0,-1,0,3,1,0,21,10,1,635,10,0,23.33,3,10217,1,1504,6,0,-1,0,0,13034,5,68.86,31.14,-1,
,"2021-12-17T00:00:00.000Z","NTO Insider","2021-04-03","0lMB0000000RIEsMAO","0lgB0000000TNJCIA4","4.6-9 months","0lyB0000000RJBnIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_145","NTO Insider","Toronto","0lMB0000000RIEsMAO","Toronto",,"Toronto - Ontario","Status Tier Group",,,"Passives","Ontario","true",,"Perf75 Trail75","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhuiIAD",,"Points","Silver",,"Ontario",,,"POS","005B0000006txQYIAY","false","Active","Perf75 Trail75",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhuiIAD","0lpB0000000PBdwIAG","2021-04-03","Passives","003B000000IXhuiIAD","Perf75 Trail75",,"Individual","Active",7,0,10,0,1,5,10,3,1,5,3276,1540,1,1005,0,-51,7,0,0,0,5,1,0,6,10,1,206,10,1,0,5,0,1,0,7,0,0,0,1005,0,5,99.11,0.89,0,
,"2021-12-08T00:00:00.000Z","NTO Insider","2020-04-14","0lMB0000000RIEtMAO","0lgB0000000TNJCIA4","6.1-2 years","0lyB0000000RJBpIAO","2021-03-03T12:41:16.000Z","0lpB0000000PBdwIAG","IndivAiK_050","NTO Insider","New York City","0lMB0000000RIEtMAO","New York City",,"New York City - NY","Status Tier Group",,,"Passives","NY","true",,"Perf76 Trail76","0lpB0000000PBdwIAG","Yes",,"false","003B000000IXhujIAD",,"Points","Silver",,"NY",,,"Social","005B0000006txQYIAY","false","Active","Perf76 Trail76",,"0ltB0000000PBbqIAG","0ltB0000000PBbqIAG","003B000000IXhujIAD","0lpB0000000PBdwIAG","2020-04-14","Passives","003B000000IXhujIAD","Perf76 Trail76",,"Individual","Active",8,0,10,272,4,5,10,6,1,5,5150,0,1,3825,0,-42,8,0,0,0,5,1,0,18,10,1,560,10,0,68,5,5849,1,0,8,0,0,0,0,13489,5,99.72,0.28,0,
