"Members.Account.BillingCity","Members.Contact.Name","Members.MemberStatus","Promotion.MarketSegment5.Segment5","Members.Contact.Birthdate","Members.MemberCurrency.ProgramCurrency.Id","Promotion.MarketSegment5.Name","Members.Contact.Id","Program.Name","Partner_Overlap.Partner_Overlap","Members.MemberCurrency.Name","Members.ContactId","Members.Transaction.PartnerId","Member.prog.Name","Members.Transaction.JournalType.Name","Promotion.StartDate","Promotion.Start_Day","Members.Contact.AccountId","Id","Product_Overlap.Product_Overlap","Member_Segment.Market_Segment_1","Member_Segment.Market_Segment_2","Members.Transaction.ActivityDate_Flag","Members.Transaction.ProductId","Promotion.EndDate","Promotion.Name","Member_Segment.Membership_Number","Members.Transaction.MemberId","Members.Account.Name","Members.MemberCurrency.ProgramCurrency.IsActive","Promotion.EnrollmentEndDate","Member_Segment.Loyalty_Program","Members.Transaction.Status","Members.Transaction.Id","Members.MemberCurrency.LoyaltyMemberId","Member_Segment.Hobby","StartDate_Flag","Members.AccountId","EndDate","Members.Transaction.PaymentMethod","Members.Transaction.ProductCategoryId","Members.Account.BillingState","Members.Account.Id","Members.EnrollmentDate","Members.MemberCurrency.ProgramCurrency.Name","Promotion.MarketSegment3.Segment3","Members.Transaction.ReferredMemberId","Members.MemberType","Members.MemberCurrency.LoyaltyProgramCurrencyId","Members.ProgramId","Name","Promotion.EnrollmentStartDate","StartDate","Promotion.IsEnrollmentRequired","Promotion.MarketSegment2.Segment2","Members.MemberCurrency.ProgramCurrency.LoyaltyTierGroupId","Member.MembershipNumber","Members.Program.Id","ProductCategory_Overlap.ProductCategory_Overlap","Member.Id","Promotion.ProgramCurrency.Name","Promotion.MarketSegment1.Segment1","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor2","Members.Contact.MailingCity","Members.Transaction.ActivityDate","Promotion.FulfillmentAction","Members.Contact.MailingCountry","Promotion.LoyaltyPromotionType","Members.MemberCurrency.Id","Members.MemberCurrency.ProgramCurrency.LoyaltyProgramId","Members.Program.Name","FulfillmentAction","Member.ProgramId","PromotionCurrency.Name","Members.Contact.MailingState","Members.EnrollmentChannel","Members.Account.BillingCountry","Members.Transaction.RelatedJournalId","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor1","Members.Id","Members.MemberCurrency.ProgramCurrency.CurrencyType","Promotion.End_Date_Week_Month","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement","Members.Transaction.StartDate","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor","Program.Id","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement1","LoyaltyProgramCurrencyId","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement2","Members.Transaction.LoyaltyProgramId","Members.Program.Status","Members.MembershipNumber","Members.ReferredById","Members.Transaction.Last_Transaction_Activity_Date","LoyaltyProgramId","Promotion.Start_Date_Week_Month","Promotion.MarketSegment4.Segment4","isTraining","Members.Member_State_City","Members.Tier.EffectiveDate","Members.Tier.Name","Members.Transaction.Current_ActivityDate","Promotion.Product_or_ProdCategory_Count","Members.Transaction.Accrual_Transactions_Current_Period","Members.Month_In_Tier","Promotion.Partner_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_prediction","Promotion.Total_Avg_Partner_Transaction_Amount","Promotion.MaximumRewardValue","Members.MemberCurrency.Ledger.Journal.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Accrual_Transactions_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact","Promotion.Product_Category_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact2","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact1","Members.Transaction.Accrual_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.DaysBetweenCurrentTransactions","Members.Transaction.Transaction_Count","Members.Journal.Transaction_Amount_Current_Period","Members.Journal.Accrual_Transactions_Current_Period","Members.Journal.Transaction_Amount_all","Members.Average_NQP_Accrued","Members.Transaction.DaysBetweenCurrentTransactions","Members.DaysSinceLastTransaction","Members.Transaction.Transaction_Amount_Current_Period","Members.Age","Promotion.Enrollment_Duration","Members.Membership_Duration","Members.MemberCurrency.Ledger.Points","Promotion.TotalRewardPoints","Promotion.Total_Avg_Product_Transaction_Amount","Members.MemberCurrency.Ledger.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_Current_Period","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact1","Members.Avg_Transaction_Amount_all","Maximize_Promotion_Influenced_Revenue_Prediction_1_predictor_impact2","Members.Transaction.Transaction_Amount_all","Promotion.Product_Count","Members.MemberCurrency.Ledger.Promotion_Revenue","Promotion.Total_Avg_Product_or_ProdCategory_Transaction_Amount","Members.Journal.DaysBetweenCurrentTransactions","Members.Journal.Transaction_Count","Maximize_Promotion_Influenced_Revenue_Prediction_1_improvement_impact","Promotion.Duration","Product_Overlap.UNIQUE_Product_or_Prod_Category_ID","Members.MemberCurrency.PointsBalance","Promotion.Total_Avg_Product_Category_Transaction_Amount","Members.MemberCurrency.Ledger.Current_Expired_Points","Members.Journal.Accrual_Transaction_Amount","Members.Transaction.Transactions_all","Members.MemberCurrency.Ledger.Current_Accrued_Points","Members.Transaction.TransactionAmount","Members.MemberCurrency.Ledger.Journal.Transaction_Count","Members.Journal.Transactions_all","Members.MemberCurrency.Ledger.Journal.Transaction_Amount_all"
,"Q4Data192 Trail192","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi3WIAT","NTO Insider",,"Points","003B000000IXi3WIAT","0ldB0000000TNI1IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001M3lDXIAZ","0c8B000000000YxIAI",,"Ultra High Net Worth Millenials",,"Current","01tB0000000Zo3qIAC","2021-12-03","Bonus Points Promotion","IndivAiK_250","0lMB0000000RIILMA4",,"true",,"NTO Insider","Processed","0lVB0000001irmhMAA","0lMB0000000RIILMA4","Squash","Future Promotions",,"2021-12-03",,,,,"2020-04-14","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_250","0lpB0000000PBdwIAG",,"0lMB0000000RIILMA4","Points","Ultra High Net Worth Gen Z","Accrual_Transactions_Current_Period:2","Toronto","2021-06-24T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000Xcf1IAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Web",,,"Accrual_Transactions_Current_Period:2,Name:Silver","0lMB0000000RIILMA4","NonQualifying","48 - 12",,,"Avg_Transaction_Amount_all:917","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_250",,"2021-11-25T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2020-04-14","Silver","2021-06-24T00:00:00.000Z",3,0,19,3,919.62,2622,5000,6567,2,103.78,0,,,356,-388,1,2788,2,4583,2750,0,-16,356,,,574,16807,100,2896,8,4947,91.89,917,-88.76,356,3,985,,-366,6,,2,,10489,,0,4583,1,5499,356,10,5,6567
,"Perf93 Trail93","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhv0IAD","NTO Insider",,"Points","003B000000IXhv0IAD","0ldB0000000TNHsIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,"Millionaire Gen Z",,"Current","01tB0000000Zo3wIAC","2021-12-03","Bonus Points Promotion","IndivAiK_226","0lMB0000000RIHxMAO",,"true",,"NTO Insider","Processed","0lVB0000001irmwMAA","0lMB0000000RIHxMAO","Squash","Future Promotions",,"2021-12-03",,,,,"2020-02-08","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_226","0lpB0000000PBdwIAG",,"0lMB0000000RIHxMAO","Points","Ultra High Net Worth Gen Z","Enrollment Channel:POS,Market Segment 1:Millionaire Gen Z","Toronto","2021-10-02T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XcdrIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","POS",,,"Average_NQP_Accrued:0,Market Segment 1:Millionaire Gen Z","0lMB0000000RIHxMAO","NonQualifying","48 - 12",,,"Accrual_Transactions_Current_Period:0,Market Segment 1:Millionaire Gen Z","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_226",,"2021-10-02T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2020-02-08","Silver","2021-10-02T00:00:00.000Z",3,0,21,3,1446.68,2622,5000,3972,0,569.07,0,,,551,-369,1,3828,0,3828,0,0,38,551,,,640,15622,100,2896,7,3972,-396.28,766,268.05,551,3,1228,,-502,6,,2,,10353,,0,3828,1,8024,551,9,5,3972
,"User88 Trial88","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhsJIAT","NTO Insider","High","Points","003B000000IXhsJIAT","0ldB0000000TNHuIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Affluent Millenials",,"Others","01tB0000000Zo3yIAC","2021-12-03","Bonus Points Promotion","IndivAiK_207","0lMB0000000RIHeMAO",,"true",,"NTO Insider","Processed","0lVB0000001irl6MAA","0lMB0000000RIHeMAO","Climbing","Future Promotions",,"2021-12-03",,,,,"2020-07-20","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_207","0lpB0000000PBdwIAG",,"0lMB0000000RIHeMAO","Points","Ultra High Net Worth Gen Z","Accrual_Transactions_Current_Period:1,Name:Silver","San Francisco","2021-12-02T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XccwIAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Web",,,"Accrual_Transactions_Current_Period:1","0lMB0000000RIHeMAO","NonQualifying","48 - 12",,,"Member_State_City:CA - San Francisco,Avg_Transaction_Amount_all:769","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_207",,"2021-12-02T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2020-07-20","Silver",,3,1,16,3,738.37,2622,5000,5857,2,-288.1,0,,,1193,-398,1,2652,1,3845,2641,0,-23,0,,,477,16170,100,2896,7,3471,154.52,769,-150.79,1193,3,611,,-341,6,,2,,10907,,0,3845,1,5281,1193,9,5,5857
,"Marc6 Tom6","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi0eIAD","NTO Insider","High","Points","003B000000IXi0eIAD","0ldB0000000TNHqIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Millionaire Millenials",,"Current",,"2021-12-03","Bonus Points Promotion","IndivAiK_110","0lMB0000000RIGgMAO",,"true",,"NTO Insider","Processed","0lVB0000001irkFMAQ","0lMB0000000RIGgMAO","Hiking","Future Promotions",,"2021-12-03",,"0ZGB00000004KVpOAM",,,"2020-04-23","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_110","0lpB0000000PBdwIAG",,"0lMB0000000RIGgMAO","Points","Ultra High Net Worth Gen Z","Avg_Transaction_Amount_all:772","San Francisco","2021-01-03T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000Xca2IAC","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Social",,,"DaysBetweenCurrentTransactions:-94","0lMB0000000RIGgMAO","NonQualifying","48 - 12",,,"Member_State_City:CA - San Francisco,Avg_Transaction_Amount_all:772","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_110",,"2021-11-21T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2020-04-23","Silver","2021-01-03T00:00:00.000Z",3,0,19,3,687.98,2622,5000,7092,2,-288.1,0,,,1098,-176,1,3460,2,4629,4510,-25,-12,1098,,,565,20959,100,2896,9,6198,125.49,772,103.78,1098,3,722,,-94,7,,2,,15128,,0,4629,1,9020,1098,11,6,7092
,"User200 Trial200","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhs3IAD","NTO Insider","High","Points","003B000000IXhs3IAD","0ldB0000000TNHxIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI","High","Ultra High Net Worth Gen Z",,"Others","01tB0000000Zo3mIAC","2021-12-03","Bonus Points Promotion","IndivAiK_093","0lMB0000000RIGPMA4",,"true",,"NTO Insider","Processed","0lVB0000001irjIMAQ","0lMB0000000RIGPMA4","Auto racing","Future Promotions",,"2021-12-03",,,,,"2021-03-01","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_093","0lpB0000000PBdwIAG",,"0lMB0000000RIGPMA4","Points","Ultra High Net Worth Gen Z","Avg_Transaction_Amount_all:1124,Name:Silver","Toronto","2021-11-10T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XcZDIA0","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","POS",,,"Member_State_City:Ontario - Toronto,Avg_Transaction_Amount_all:1124","0lMB0000000RIGPMA4","NonQualifying","48 - 12",,,"Transactions_all:5,Avg_Transaction_Amount_all:1124","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_093",,"2021-12-05T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2021-03-01","Silver",,3,1,8,3,707.41,2622,5000,8992,4,-207.55,0,,,1410,-481,1,2798,2,5618,810,0,-26,0,,,253,17320,100,2896,7,3352,-165.84,1124,155.53,1410,3,748,,-417,6,,2,1,11687,,0,5618,1,3239,1410,9,5,8992
,"Q4Data323 Trail323","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi8fIAD","NTO Insider",,"Points","003B000000IXi8fIAD","0ldB0000000TNI0IAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoKIAR","0c8B000000000YxIAI",,"Affluent Gen Z",,"Current","01tB0000000Zo44IAC","2021-12-03","Bonus Points Promotion","IndivAiK_087","0lMB0000000RIGCMA4",,"true",,"NTO Insider","Processed","0lVB0000001irjSMAQ","0lMB0000000RIGCMA4","Hiking","Future Promotions",,"2021-12-03",,,,,"2021-02-17","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_087","0lpB0000000PBdwIAG",,"0lMB0000000RIGCMA4","Points","Ultra High Net Worth Gen Z","Accrual_Transactions_Current_Period:1","New Jersey","2021-04-19T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcYaIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","Web",,,"DaysBetweenCurrentTransactions:-148,Accrual_Transaction_Amount:5805","0lMB0000000RIGCMA4","NonQualifying","48 - 12",,,"DaysBetweenCurrentTransactions:-148,Transaction_Amount_all:5805","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_087",,"2021-12-17T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","NJ - New Jersey","2021-02-17","Silver","2021-04-19T00:00:00.000Z",3,0,9,3,1288.04,2622,5000,7302,0,310.11,0,,,643,-258,1,4369,1,5805,0,-26,-38,643,,,265,18712,100,2896,9,7302,162.13,968,154.52,643,3,1436,,-148,7,,2,,13625,,0,5805,1,9467,643,11,6,7302
,"User179 Trial179","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhriIAD","NTO Insider",,"Points","003B000000IXhriIAD","0ldB0000000TNHuIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,"Millionaire Gen Z",,"Others","01tB0000000Zo4DIAS","2021-12-03","Bonus Points Promotion","IndivAiK_080","0lMB0000000RIG5MAO",,"true",,"NTO Insider","Processed","0lVB0000001irjpMAA","0lMB0000000RIG5MAO","Ice hockey","Future Promotions",,"2021-12-03",,,,,"2020-02-10","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_080","0lpB0000000PBdwIAG",,"0lMB0000000RIG5MAO","Points","Ultra High Net Worth Gen Z","Accrual_Transactions_Current_Period:3,Name:Silver","New Jersey","2021-10-23T00:00:00.000Z","CreditPoints","USA","Standard","0lzB0000000XcYFIA0","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","NJ","Social",,,"Avg_Transaction_Amount_all:896","0lMB0000000RIG5MAO","NonQualifying","48 - 12",,,"Membership_Duration:638,Month_In_Tier:21","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_080",,"2021-12-18T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","NJ - New Jersey","2020-02-10","Silver",,3,1,21,3,1086.48,2622,5000,8336,6,188.5,0,,,447,-546,1,3175,3,5377,618,0,-39,0,,,638,20268,100,2896,9,3932,103.78,896,91.89,447,3,806,,-384,7,,2,,14633,,0,5377,1,3709,447,11,6,8336
,"User173 Trial173","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhrcIAD","NTO Insider",,"Points","003B000000IXhrcIAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001M3lDXIAZ","0c8B000000000YxIAI",,"Mass Affluent Gen Z",,,,"2021-12-03","Bonus Points Promotion","IndivAiK_074",,,"true",,"NTO Insider",,,"0lMB0000000RIFzMAO","Ice hockey","Future Promotions",,"2021-12-03",,,,,"2021-10-01","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_074","0lpB0000000PBdwIAG",,"0lMB0000000RIFzMAO","Points","Ultra High Net Worth Gen Z","Average_NQP_Accrued:0,Month_In_Tier:1","Toronto",,"CreditPoints","Canada","Standard","0lzB0000000XcXxIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","CallCenter",,,"Membership_Duration:39,Avg_Transaction_Amount_all:0","0lMB0000000RIFzMAO","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_074",,,"0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2021-10-01","Silver",,3,,1,3,238.88,2622,5000,,,-503.62,0,,,,,,,,,0,,,,,,39,,100,2896,,,-462.72,0,321.28,,3,,,,,,2,,0,,,,,,,,,
,"Q4Data396 Trail396","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi7mIAD","NTO Insider",,"Points","003B000000IXi7mIAD",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoMIAR","0c8B000000000YxIAI",,"Ultra High Net Worth Gen X",,,,"2021-12-03","Bonus Points Promotion","IndivAiK_020",,,"true",,"NTO Insider",,,"0lMB0000000RIFfMAO","Skiing","Future Promotions",,"2021-12-03",,,,,"2021-05-23","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_020","0lpB0000000PBdwIAG",,"0lMB0000000RIFfMAO","Points","Ultra High Net Worth Gen Z","Average_NQP_Accrued:0,Month_In_Tier:6","San Francisco",,"CreditPoints","USA","Standard","0lzB0000000XcWzIAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Social",,,"Membership_Duration:170,Avg_Transaction_Amount_all:0","0lMB0000000RIFfMAO","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_020",,,"0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2021-05-23","Silver",,3,,6,3,-74.63,2622,5000,,,-503.62,0,,,,,,,,,0,,,,,,170,,100,2896,,,-462.72,0,321.28,,3,,,,,,2,,0,,,,,,,,,
,"User3 Q4DataUser3","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXi0XIAT","NTO Insider",,"Points","003B000000IXi0XIAT",,"NTO Insider",,"2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,"Millionaire Gen X",,,,"2021-12-03","Bonus Points Promotion","IndivAiK_010",,,"true",,"NTO Insider",,,"0lMB0000000RIFVMA4","Bowling","Future Promotions",,"2021-12-03",,,,,"2021-11-20","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_010","0lpB0000000PBdwIAG",,"0lMB0000000RIFVMA4","Points","Ultra High Net Worth Gen Z","Enrollment Channel:Web,Avg_Transaction_Amount_all:0","San Francisco",,"CreditPoints","USA","Standard","0lzB0000000XcWVIA0","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","CA","Web",,,"Membership_Duration:-11,Avg_Transaction_Amount_all:0","0lMB0000000RIFVMA4","NonQualifying","48 - 12",,,"Average_NQP_Accrued:0,Avg_Transaction_Amount_all:0","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,,"Active","IndivAiK_010",,,"0lpB0000000PBdwIAG","48 - 12",,"false","CA - San Francisco","2021-11-20","Silver",,3,,0,3,-189.3,2622,5000,,,-503.62,0,,,,,,,,,0,,,,,,-11,,100,2896,,,-462.72,0,-352.06,,3,,,,,,2,,0,,,,,,,,,
,"Adeline Allocco","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhuqIAD","NTO Insider","High","Points","003B000000IXhuqIAD","0ldB0000000TNHyIAO","NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoLIAR","0c8B000000000YxIAI",,,,"Others","01tB0000000Zo4FIAS","2021-12-03","Bonus Points Promotion",,"0lMB0000000RIF0MAO",,"true",,,"Processed","0lVB0000001irkfMAA","0lMB0000000RIF0MAO",,"Future Promotions",,"2021-12-03",,,,,"2020-01-01","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"123456","0lpB0000000PBdwIAG",,"0lMB0000000RIF0MAO","Points","Ultra High Net Worth Gen Z","Accrual_Transactions_Current_Period:1","Toronto","2021-11-08T00:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XcV0IAK","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","CallCenter",,,"DaysBetweenCurrentTransactions:-323,Enrollment Channel:CallCenter","0lMB0000000RIF0MAO","NonQualifying","48 - 12",,,"DaysBetweenCurrentTransactions:-323,Current_Accrued_Points:7676","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","123456",,"2021-11-08T00:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2020-01-01","Silver",,3,1,22,3,340.32,2622,5000,8078,3,-623.37,0,,,675,-390,1,2893,1,3568,2559,0,1,0,,,678,19566,100,2896,11,6053,205.93,714,154.52,675,3,831,,-323,6,,2,,13932,,0,3568,1,7676,675,13,5,8078
,"Perf191 Trail191","Active",,,"0lcB0000000PBAjIAO",,"003B000000IXhuZIAT","NTO Insider",,"Points","003B000000IXhuZIAT",,"NTO Insider","Accrual","2021-12-01","Wednesday","001B000001LwhoMIAR","0c8B000000000YxIAI",,"Mass Affluent Gen X",,"Current",,"2021-12-03","Bonus Points Promotion","IndivAiK_160","0lMB0000000RIEkMAO",,"true",,"NTO Insider","Processed","0lVB000000296qkMAA","0lMB0000000RIEkMAO","Golfing","Future Promotions",,"2021-12-03",,,,,"2021-06-11","Points","Millionaire Gen Z",,"Individual","0lcB0000000PBAjIAO","0lpB0000000PBdwIAG","Bonus Points Promotion",,"2021-12-01","false","Ultra High Net Worth Gen X",,"IndivAiK_160","0lpB0000000PBdwIAG",,"0lMB0000000RIEkMAO","Points","Ultra High Net Worth Gen Z","Enrollment Channel:Social,Month_In_Tier:5","Toronto","2021-09-27T19:00:00.000Z","CreditPoints","Canada","Standard","0lzB0000000XcUEIA0","0lpB0000000PBdwIAG","NTO Insider","CreditPoints","0lpB0000000PBdwIAG","Points","Ontario","Social",,,"Average_NQP_Accrued:0,Month_In_Tier:5","0lMB0000000RIEkMAO","NonQualifying","48 - 12",,,"Transactions_all:1,Member_State_City:Ontario - Toronto","0lpB0000000PBdwIAG",,"0lcB0000000PBAjIAO",,"0lpB0000000PBdwIAG","Active","IndivAiK_160",,"2021-09-27T19:00:00.000Z","0lpB0000000PBdwIAG","48 - 12",,"false","Ontario - Toronto","2021-06-11","Silver","2021-09-27T19:00:00.000Z",3,0,5,3,189.7,2622,5000,200000,0,-692.39,0,,,100000,0,1,100000,0,100000,0,0,43,100000,,,151,55000,100,2896,2,200000,321.28,100000,-291.17,100000,3,0,,0,1,,2,,0,,0,100000,1,50000,100000,2,1,200000
